,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal
89047,236 S 1ST ST,BROOKLYN,23500,962329,300038297,385710,36047.0,236 S 1ST ST BROOKLYN NY 11211-4586,,ARCHITECTURE FOR HUMANITY,A40,3750.0,976315,NY,236 S 1ST ST,11211-4586,11211.0,A40
89271,31 76 30TH ST,ASTORIA,0,9015,300067550,28588,36081.0,31 76 30TH ST ASTORIA NY 11106-2826,,GOLDEN DOOR PRODUCTIONS INC,A65,19856.0,28872,NY,31 76 30TH ST,11106-2826,11106.0,A65
89460,435 W 43RD ST,NEW YORK,12009,15000,300093252,40562,36061.0,435 W 43RD ST NEW YORK NY 10036-5318,,HOLDERNESS THEATER COMPANY,A65,19146.0,34146,NY,435 W 43RD ST,10036-5318,10036.0,A65
89743,3176 CRESCENT ST,ASTORIA,0,35084,300128342,73056,36081.0,3176 CRESCENT ST ASTORIA NY 11106-3731,,CENTRAL PARK BRASS,A68,44515.0,79601,NY,3176 CRESCENT ST,11106-3731,11106.0,A68
90169,35 W 20TH ST APT 2,NEW YORK,16260,25401,300183960,36126,36061.0,35 W 20TH ST NEW YORK NY 10011-3709,,LYNNE THIGPEN - BOBO LEWIS FOUNDATION,A65,0.0,15676,NY,35 W 20TH ST,10011-3709,10011.0,A65
90740,67 RIVERSIDE DR STE 8A,NEW YORK,0,32445,300278547,31470,36061.0,67 RIVERSIDE DR NEW YORK NY 10024-6155,,GLOBAL MUSIC HEALING INSTITUTE INC,A6E,0.0,32445,NY,67 RIVERSIDE DR,10024-6155,10024.0,A6E
96736,83 11 S CONDUIT AVE,HOWARD BEACH,0,5090,311577961,154176,36081.0,83 11 S CONDUIT AVE HOWARD BEACH NY 11414-0000,,THE FEDERATION OF BLACK COWBOYS INC,A23,138116.0,175528,NY,83 11 S CONDUIT AVE,11414-0000,11414.0,A23
97273,26 WEST 71ST STREET,NEW YORK,64757,103683,311614732,165746,36061.0,26 WEST 71ST STREET NEW YORK NY 10023-4201,,MAMA FOUNDATION FOR THE ARTS INC,A65,69596.0,173289,NY,26 WEST 71ST STREET,10023-4201,10023.0,A65
97412,800 GRAND CONCOURSE APT3C,BRONX,0,90637,311624734,75323,36005.0,800 GRAND CONCOURSE BRONX NY 10451-3003,,KWANZAA FOUNDATION INC,A23,0.0,90637,NY,800 GRAND CONCOURSE,10451-3003,10451.0,A23
97499,19 W 44TH ST STE 1216,NEW YORK,142566,373326,311630552,498987,36061.0,19 W 44TH ST NEW YORK NY 10036-6101,,PLAY PRODUCTION COMPANY INC,A65,37343.0,518051,NY,19 W 44TH ST,10036-6101,10036.0,A65
97727,174 E 80TH ST,NEW YORK,0,81316,311647704,50586,36061.0,174 E 80TH ST NEW YORK NY 10021-0439,,NEW YORK PRESERVATION ARCHIVE PROJECT INC,A54,0.0,81541,NY,174 E 80TH ST,10021-0439,10021.0,A54
98218,164 W 83RD ST,NEW YORK,0,45977,311679580,18790,36061.0,164 W 83RD ST NEW YORK NY 10024-5045,,JARDIN GALLERIE LTD,A40,0.0,46005,NY,164 W 83RD ST,10024-5045,10024.0,A40
99202,83 MURRAY ST,NEW YORK,0,239690,311744060,454612,36061.0,83 MURRAY ST NEW YORK NY 10007-2173,,TUG PEGASUS PRESERVATION PROJECT,A50,19500.0,259190,NY,83 MURRAY ST,10007-2173,10007.0,A50
100760,525 SEVENTH AVE 509,NEW YORK,0,28400,316654721,24953,36061.0,525 SEVENTH AVE NEW YORK NY 10018-0479,,LONG MARCH FOUNDATION,A12,0.0,28769,NY,525 SEVENTH AVE,10018-0479,10018.0,A23
100809,77 BLEECKER ST 818,NEW YORK,0,25945,320005633,61116,36061.0,77 BLEECKER ST NEW YORK NY 10012-1555,,NOTES IN MOTION INC,A65,25160.0,51105,NY,77 BLEECKER ST,10012-1555,10012.0,A65
100900,43 10 KISSENA BLVD STE 6E,FLUSHING,0,38205,320019771,27227,36081.0,43 10 KISSENA BLVD FLUSHING NY 11355-2931,,NEW YORK CHINESE DEVELOPING COUNCIL INC,A23,0.0,38205,NY,43 10 KISSENA BLVD,11355-2931,11355.0,A23
101207,400 PARK AVENUE 7TH FL,NEW YORK,12861,260032,320081843,233351,36061.0,400 PARK AVENUE NEW YORK NY 10022-9482,,FOUNDATION FOR ITALIAN ART AND CULTURE,A23,0.0,260032,NY,400 PARK AVENUE,10022-9482,10022.0,A23
101241,220 W 93RD ST APT 10A,NEW YORK,4150,28400,320087978,165904,36061.0,220 W 93RD ST NEW YORK NY 10025-7425,,GOLANDSKY INSTITUTE,A60,125810.0,160339,NY,220 W 93RD ST,10025-7425,10025.0,A60
106249,307 W 38TH STE 1710,NEW YORK,77338,158175,331049070,188356,36061.0,307 W NEW YORK NY 10018-9543,,OUR TIME THEATRE COMPANY,A65,11404.0,169579,NY,307 W,10018-9543,10018.0,A65
111214,257 W 29TH ST,NEW YORK,23437,10150,341976209,179823,36061.0,257 W 29TH ST NEW YORK NY 10001-5200,,STUDIO DANTE INC,A25,73843.0,88329,NY,257 W 29TH ST,10001-5200,10001.0,A25
116536,99 WALL STREET,NEW YORK,10500,54729,352178785,37694,36061.0,99 WALL STREET NEW YORK NY 10005-4301,,NEW STAGE THEATRE COMPANY INC,A65,0.0,54729,NY,99 WALL STREET,10005-4301,10005.0,A65
116540,170 NORFOLK ST STE 15,NEW YORK,0,40705,352179695,74871,36061.0,170 NORFOLK ST NEW YORK NY 10002-1615,,BRICK THEATER INC,A65,35170.0,75896,NY,170 NORFOLK ST,10002-1615,10002.0,A65
119027,228 WEST BROADWAY,NEW YORK,68202,241900,363046751,269208,36061.0,228 WEST BROADWAY NEW YORK NY 10013-2456,,ROULETTE INTERMEDIUM INC,A60,19163.0,263686,NY,228 WEST BROADWAY,10013-2456,10013.0,A60
120262,116 PINEHURST AVE L32,NEW YORK,56573,20500,363358709,64697,36061.0,116 PINEHURST AVE NEW YORK NY 10033-1755,,LARK QUARTET,A68,45969.0,66699,NY,116 PINEHURST AVE,10033-1755,10033.0,A68
123664,347 VAN BRUNT ST,BROOKLYN,0,32797,364061793,48728,36047.0,347 VAN BRUNT ST BROOKLYN NY 11231-1276,,DIVISION 13 PRODUCTIONS INC,A61,6671.0,39795,NY,347 VAN BRUNT ST,11231-1276,11231.0,A61
125569,612 W 115TH ST MC 6001 RM 109,NEW YORK,0,45150,364450121,49664,36061.0,612 W 115TH ST MC NEW YORK NY 10025-7721,,THE@PHOTOGRAPHY INSTITUTE INC,A40,9325.0,50022,NY,612 W 115TH ST MC,10025-7721,10025.0,A40
129191,223 KINGS HIGHWAY,BROOKLYN,22302,40286,371469112,85052,36047.0,223 KINGS HIGHWAY BROOKLYN NY 11223-1106,,UNITED CHINESE ASSOCIATION OF BROOKLYN,A23,49834.0,90256,NY,223 KINGS HIGHWAY,11223-1106,11223.0,A23
129193,240 W 73RD ST STE 1403,NEW YORK,0,59036,371469320,38166,36061.0,240 W 73RD ST NEW YORK NY 10023-2794,,VOCAL EASE INC,A6B,0.0,59036,NY,240 W 73RD ST,10023-2794,10023.0,A6B
129282,126 E 56TH ST,NEW YORK,29721,194750,371492356,211549,36061.0,126 E 56TH ST NEW YORK NY 10022-3613,,AFRICAN CEREMONIES INC,A23,0.0,194750,NY,126 E 56TH ST,10022-3613,10022.0,A23
133831,21 24 23RD SST 2R,ASTORIA,0,36735,382996081,183957,36081.0,21 24 23RD SST ASTORIA NY 11105-0000,,NEW SOUNDS MUSIC INCORPORATED,A68,95892.0,132627,NY,21 24 23RD SST,11105-0000,11105.0,A68
137065,65 N MOORE ST APT 6A,NEW YORK,0,73021,383706706,17923,36061.0,65 N MOORE ST NEW YORK NY 10013-2364,,T T BOOK FOUNDATION INC,A25,0.0,73156,NY,65 N MOORE ST,10013-2364,10013.0,A25
148791,5 TUDOR CITY PL STE 104,NEW YORK,0,64781,412038037,48063,36061.0,5 TUDOR CITY PL NEW YORK NY 10017-6856,,SEPTEMBER CONCERT FOUNDATION,A68,0.0,64781,NY,5 TUDOR CITY PL,10017-6856,10017.0,A68
149164,520 8TH AVE STE 329,NEW YORK,0,69727,412098775,69727,36061.0,520 8TH AVE NEW YORK NY 10018-8906,,PROJECT DANCE FOUNDATION,A62,0.0,69727,NY,520 8TH AVE,10018-8906,10018.0,A62
149281,251 81ST ST,BROOKLYN,0,36792,412126507,39851,36047.0,251 81ST ST BROOKLYN NY 11209-3805,,BROOKLYN ARAB AMERICAN FRIENDSHIP CENTER,A23,0.0,36792,NY,251 81ST ST,11209-3805,11209.0,A23
150520,LOCAL,NEW YORK,1646474,105932,421073614,5649773,36061.0,LOCAL NEW YORK NY 10017-3503,,STUDIO ART CENTERS INTERNATIONAL INC,A25,6075907.0,6243828,NY,LOCAL,10017-3503,10017.0,A25
152802,153 20 33RD AVE,FLUSHING,0,4300,421538753,31943,36081.0,153 20 33RD AVE FLUSHING NY 11354-3312,,ARBITER OF CULTURAL TRADITIONS INC,A68,0.0,26885,NY,153 20 33RD AVE,11354-3312,11354.0,A68
153178,174 E 95TH ST,NEW YORK,0,45126,421606593,1259,36061.0,174 E 95TH ST NEW YORK NY 10128-2511,,ARTANGEL AMERICA,A20,0.0,45253,NY,174 E 95TH ST,10128-2511,10128.0,A20
160142,PO BOX 10183,STATEN ISLAND,0,13599,450476945,33586,36085.0,,,SUNDOG THEATER INC,A65,21876.0,35889,NY,,10301-0183,10301.0,A65
166669,177TH ST AND BAISLEY BLVD,JAMAICA,105700,426255,510135262,807125,36081.0,177TH ST AND BAISLEY BLVD JAMAICA NY 11434-0000,,BLACK SPECTRUM THEATRE CO INC ROY WILKINS PARK,A65,337667.0,765139,NY,177TH ST AND BAISLEY BLVD,11434-0000,11434.0,A65
166737,APT D405,NEW YORK,96686,112083,510137811,179530,36061.0,APT NEW YORK NY 10014-0000,,METTAWEE THEATRE CO INC,A65,73232.0,185389,NY,APT,10014-0000,10014.0,A65
166796,333 W END AVE APT 16C,NEW YORK,57854,59876,510138893,116266,36061.0,333 W END AVE NEW YORK NY 10023-8133,,PERFORMERS COMMITTEE INC,A68,51433.0,112121,NY,333 W END AVE,10023-8133,10023.0,A68
166840,15 GRAMERCY PARK SOUTH 2ND FL,NEW YORK,21051,15602,510141060,190445,36061.0,15 GRAMERCY PARK SOUTH NEW YORK NY 10003-1705,,PASTEL SOCIETY OF AMERICA INC,A40,165265.0,191996,NY,15 GRAMERCY PARK SOUTH,10003-1705,10003.0,A40
166869,487 HUDSON ST,NEW YORK,11530,2810,510141728,26095,36061.0,487 HUDSON ST NEW YORK NY 10014-2851,,WEST VILLAGE CHORALE INC,A6B,24973.0,27891,NY,487 HUDSON ST,10014-2851,10014.0,A6B
167236,27 STORER AVE,STATEN ISLAND,0,44450,510161091,71827,36085.0,27 STORER AVE STATEN ISLAND NY 10309-1420,,STATEN ISLAND CHAMBER MUSIC PLAYERS INC,A68,18695.0,66412,NY,27 STORER AVE,10309-1420,10309.0,A68
167270,PO BOX 1498,NEW YORK,0,3025,510162358,48714,36061.0,,,WOMENS CAUCUS FOR ART,A03,43106.0,48937,NY,,10013-0878,10013.0,A03
167390,9728 3RD AVE 527,BROOKLYN,0,2100,510167270,44297,36047.0,9728 3RD AVE BROOKLYN NY 11209-7742,,NARROWS COMMUNITY THEATRE INC,A65,32142.0,34242,NY,9728 3RD AVE,11209-7742,11209.0,A65
167523,159 W 53RD ST STE 22-H,NEW YORK,0,38327,510172582,44304,36061.0,159 W 53RD ST NEW YORK NY 10019-6005,,SAEKO ICHINOHE AND CO INC,A62,4783.0,43128,NY,159 W 53RD ST,10019-6005,10019.0,A62
167552,211 W 61ST ST 4TH FLOOR,NEW YORK,903106,947258,510173127,2248609,36061.0,211 W 61ST ST NEW YORK NY 10023-7835,,TRISHA BROWN COMPANY INC,A62,839206.0,2140181,NY,211 W 61ST ST,10023-7835,10023.0,A62
167648,2005 MADISON AVE,NEW YORK,673088,1240829,510175725,1599080,36061.0,2005 MADISON AVE NEW YORK NY 10035-1215,,BOYS CHOIR OF HARLEM INC,A6B,514833.0,1755804,NY,2005 MADISON AVE,10035-1215,10035.0,A6B
167659,736 W END AVE,NEW YORK,0,2937,510175961,24057,36061.0,736 W END AVE NEW YORK NY 10025-6228,,NEW YORK KAMMERMUSIKER INC,A68,24373.0,27310,NY,736 W END AVE,10025-6228,10025.0,A68
167753,59 E 4TH ST,NEW YORK,0,15567,510178992,33716,36061.0,59 E 4TH ST NEW YORK NY 10003-8963,,EXPERIMENTAL THEATRE PROJECT INC,A65,24602.0,40169,NY,59 E 4TH ST,10003-8963,10003.0,A65
167803,484 W 43RD ST,NEW YORK,0,24089,510180509,21652,36061.0,484 W 43RD ST NEW YORK NY 10036-6319,,FELICE LESSER DANCE THEATRE FOUNDATION INC,A62,2231.0,26421,NY,484 W 43RD ST,10036-6319,10036.0,A62
167968,1047 AMSTERDAM AVE,NEW YORK,128892,264274,510185930,416200,36061.0,1047 AMSTERDAM AVE NEW YORK NY 10025-1747,,EARLY MUSIC FOUNDATION INC,A68,110568.0,402943,NY,1047 AMSTERDAM AVE,10025-1747,10025.0,A68
167977,263 W 86TH ST,NEW YORK,195642,58061,510186032,375228,36061.0,263 W 86TH ST NEW YORK NY 10024-3103,,WESTERN WIND VOCAL ENSEMBLE INC,A6C,327148.0,375110,NY,263 W 86TH ST,10024-3103,10024.0,A6C
168002,166 E 96TH ST STE 1A,NEW YORK,0,35317,510186512,26804,36061.0,166 E 96TH ST NEW YORK NY 10128-2512,,COMPOSERS RECORDINGS INC,A68,0.0,51963,NY,166 E 96TH ST,10128-2512,10128.0,A68
168004,VAN CORTLAND PARK,BRONX,132736,387887,510186869,937725,36005.0,VAN CORTLAND PARK BRONX NY 10471-0000,,BRONX ARTS ENSEMBLE INC,A68,563419.0,960361,NY,VAN CORTLAND PARK,10471-0000,10471.0,A68
168196,9128 VANDERVEER ST,QUEENS VLG,0,0,510190991,0,36081.0,9128 VANDERVEER ST QUEENS VLG NY 11428-1242,,DRAMATIS PERSONAE INC,A65,28211.0,28211,NY,9128 VANDERVEER ST,11428-1242,11428.0,A65
168268,PO BOX 1961,NEW YORK,39651,31146,510192371,128947,36061.0,,,SOLARIS DANCE THEATRE INC,A62,89797.0,124629,NY,,10113-1961,10113.0,A62
168424,SUITE 300,NEW YORK,0,64444,510196872,94639,36061.0,SUITE NEW YORK NY 10170-0000,,HORIZON CONCERTS INC,A68,0.0,64517,NY,SUITE,10170-0000,10170.0,A68
168561,419 W 54 STT,NEW YORK,586182,180477,510201835,1130580,36061.0,419 W 54 STT NEW YORK NY 10019-0000,,SCHOOL FOR STRINGS INC,A6E,953060.0,1342534,NY,419 W 54 STT,10019-0000,10019.0,A6E
168562,330 W 42ND STREET,NEW YORK,2630742,2393412,510201839,4530525,36061.0,330 W 42ND STREET NEW YORK NY 10036-6902,,ST LUKES CHAMBER ENSEMBLE INC,A6C,2160939.0,4579044,NY,330 W 42ND STREET,10036-6902,10036.0,A6C
168588,PO BOX 30,NEW YORK,0,19390,510202698,57184,36061.0,,,AUDIENCE DEVELOPMENT COMMITTEE INC,A23,31234.0,50624,NY,,10027-0030,10027.0,A23
168642,292 HENRY ST,NEW YORK,0,9425,510204489,119173,36061.0,292 HENRY ST NEW YORK NY 10002-4816,,NATIONAL BLACK TOURING CIRCUIT INC,A65,99476.0,108901,NY,292 HENRY ST,10002-4816,10002.0,A65
169054,141 60 84TH RD STE 4C,BRIARWOOD,0,34040,510239809,19005,36081.0,141 60 84TH RD BRIARWOOD NY 11435-1939,,LABYRINTH DANCE THEEATER INC,A62,1250.0,35290,NY,141 60 84TH RD,11435-1939,11435.0,A62
169101,895 SHORE RD,BRONX,92277,32051,510243951,183003,36005.0,895 SHORE RD BRONX NY 10464-1030,,BARTOW-PELL LANDMARK FUND,A54,99310.0,218826,NY,895 SHORE RD,10464-1030,10464.0,A54
169131,553 WEST 51ST STREET,NEW YORK,224494,405625,510244834,468266,36061.0,553 WEST 51ST STREET NEW YORK NY 10019-5004,,AN CLAIDHEAMH SOLUIS INC,A23,117157.0,553531,NY,553 WEST 51ST STREET,10019-5004,10019.0,A23
169211,23 WEST 35TH STREET,NEW YORK,0,54560,510251257,53493,36061.0,23 WEST 35TH STREET NEW YORK NY 10001-2202,,BALINESE AMERICAN DANCE THEATRE LTD,A62,0.0,54560,NY,23 WEST 35TH STREET,10001-2202,10001.0,A62
169653,888 7TH AVE 35 FLR,NEW YORK,0,130000,510377657,165,36061.0,888 7TH AVE NEW YORK NY 10106-0001,,OPERA OF MONTE CARLO CULTURAL SOCIETY INC,A6A,0.0,130000,NY,888 7TH AVE,10106-0001,10106.0,A6A
169694,101 PARK AVE RM 3500,NEW YORK,0,99690,510389805,13734,36061.0,101 PARK AVE NEW YORK NY 10178-0002,,AMERICAN ASSOCIATES OF THE OLD VIC THEATRE INC,A65,0.0,99756,NY,101 PARK AVE,10178-0002,10178.0,A65
169948,520 HUDSON ST STE 120,NEW YORK,34725,8100,510439878,101321,36061.0,520 HUDSON ST NEW YORK NY 10014-2663,,CABARET CONFERENCE INC,A25,96638.0,104779,NY,520 HUDSON ST,10014-2663,10014.0,A25
170095,214 W 102ND ST STE 5B,NEW YORK,21138,79093,510477511,83104,36061.0,214 W 102ND ST NEW YORK NY 10025-4429,,AMERICAN NATIONAL THEATRE INC,A65,0.0,79093,NY,214 W 102ND ST,10025-4429,10025.0,A65
171283,799 BROADWAY ROOM 205,NEW YORK,447074,566506,521020481,1143808,36061.0,799 BROADWAY NEW YORK NY 10003-6817,,INDEPENDENT CURATORS INTERNATIONAL,A25,303961.0,906450,NY,799 BROADWAY,10003-6817,10003.0,A25
174798,44 HUDSON ST 2ND FLR,NEW YORK,0,83800,521573404,103552,36061.0,44 HUDSON ST NEW YORK NY 10013-3345,,FRENCH AMERICAN CENTER OF PROVENCE INC,A23,20221.0,104028,NY,44 HUDSON ST,10013-3345,10013.0,A23
175770,225 WEST 34TH ST STE 1513,NEW YORK,71571,130870,521724997,236057,36061.0,225 WEST 34TH ST NEW YORK NY 10122-1511,,PIATIGORSKY FOUNDATION,A68,58035.0,200962,NY,225 WEST 34TH ST,10122-1511,10122.0,A68
177143,328 FLATBUSH AVE 198,BROOKLYN,0,54116,521905262,52650,36047.0,328 FLATBUSH AVE BROOKLYN NY 11238-4302,,OUTSIDE THE DREAM FOUNDATION,A40,0.0,54196,NY,328 FLATBUSH AVE,11238-4302,11238.0,A40
178571,PO BOX 05026,BROOKLYN,23470,41016,522123171,69716,36047.0,,,ERROL GRIMES DANCE GROUP INC,A62,0.0,43226,NY,,11205-0000,11205.0,A62
178716,475 PARK AVE,NEW YORK,24000,901740,522143244,566838,36061.0,475 PARK AVE NEW YORK NY 10022-1669,,VENETIAN HERITAGE INC,A40,85543.0,990106,NY,475 PARK AVE,10022-1669,10022.0,A40
178721,303 CLINTON ST,BROOKLYN,45484,162057,522143843,126178,36047.0,303 CLINTON ST BROOKLYN NY 11231-3701,,BIG DANCE THEATER INC,A62,32915.0,196837,NY,303 CLINTON ST,11231-3701,11231.0,A62
179159,305 SEVENTH AVE FLOOR 15,NEW YORK,0,89490,522216665,173442,36061.0,305 SEVENTH AVE NEW YORK NY 10001-6152,,SOUTH ASIAN AMERICAN LEADERS OF TOMMORROW INC,A23,3591.0,93081,NY,305 SEVENTH AVE,10001-6152,10001.0,A23
179399,302 A W 12TH ST 120,NEW YORK,50000,355000,522262698,240358,36061.0,302 A W 12TH ST NEW YORK NY 10014-0000,,INSTITUTE FOR CULTURAL ENTERPRISE INC,A23,0.0,355231,NY,302 A W 12TH ST,10014-0000,10014.0,A23
179494,365 FIFTH AVE RILM ABSTRACTS,NEW YORK,951330,0,522274965,1156363,36061.0,365 FIFTH AVE RILM ABSTRACTS NEW YORK NY 10016-4309,,REPERTOIRE INTERNATIONAL DE LITTERATURE MUSICALE INC,A68,1204919.0,1205568,NY,365 FIFTH AVE RILM ABSTRACTS,10016-4309,10016.0,A68
179697,316 W 84TH ST STE 2F,NEW YORK,217929,408678,522303451,458177,36061.0,316 W 84TH ST NEW YORK NY 10024-4243,,EPIC THEATRE CENTER INC,A65,0.0,472351,NY,316 W 84TH ST,10024-4243,10024.0,A65
179905,1310 48TH ST,BROOKLYN,0,205671,522334845,79430,36047.0,1310 48TH ST BROOKLYN NY 11219-3153,,JEWISH HERITAGE FOUNDATION INTERNATIONAL INC,A23,0.0,205678,NY,1310 48TH ST,11219-3153,11219.0,A23
186770,195 BROADWAY 25TH FLOOR,NEW YORK,108589,616163,542064462,608344,36061.0,195 BROADWAY NEW YORK NY 10007-3100,,CUE ART FOUNDATION,A40,0.0,637308,NY,195 BROADWAY,10007-3100,10007.0,A40
186841,55 WASHINGTON ST FL 3 STE 312,BROOKLYN,198910,416301,542077489,371669,36047.0,55 WASHINGTON ST FL BROOKLYN NY 11201-1077,,BROOKLYN STAINED GLASS CONSERVATION CENTER INC,A40,0.0,416301,NY,55 WASHINGTON ST FL,11201-1077,11201.0,A40
187027,338 BERRY ST 16TH FLR,BROOKLYN,0,17306,542121747,33843,36047.0,338 BERRY ST BROOKLYN NY 11211-5176,,AMDAT INCORPORATED,A62,18675.0,35981,NY,338 BERRY ST,11211-5176,11211.0,A62
188957,720 FIFTH AVE,NEW YORK,23450,480909,550787027,434442,36061.0,720 FIFTH AVE NEW YORK NY 10019-4107,,NATIONAL JEWELRY INSTITUTE INC,A50,0.0,482165,NY,720 FIFTH AVE,10019-4107,10019.0,A50
189042,509 CATHEDRAL PKWY APT 11D,NEW YORK,0,25650,550799412,21303,36061.0,509 CATHEDRAL PKWY NEW YORK NY 10025-2040,,MYUNG SOO KIM DANCE PROJECT INC,A62,0.0,25695,NY,509 CATHEDRAL PKWY,10025-2040,10025.0,A62
189151,PO BOX 250863,NEW YORK,0,30957,550821968,14220,36061.0,,,RED BULL THEATER INC,A65,1441.0,32398,NY,,10025-1507,10025.0,A65
189225,425 W 24 ST 1B,NEW YORK,0,16219,550838102,91074,36061.0,425 W 24 ST NEW YORK NY 10011-0000,,REBECCA STENN PERKSDANCEMUSIC THEATRE INC,A65,72330.0,88549,NY,425 W 24 ST,10011-0000,10011.0,A65
195174,20 VESEY ST STE 700,NEW YORK,0,55700,562321839,10964,36061.0,20 VESEY ST NEW YORK NY 10007-4231,,WELLTONE NEW MUSIC INC,A68,1356.0,57056,NY,20 VESEY ST,10007-4231,10007.0,A68
195477,195 HUDSON STREET SUITE 6D,NEW YORK,26654,176000,562386825,56637,36061.0,195 HUDSON STREET NEW YORK NY 10013-1894,,TRIBECA NATIVE INC,A23,0.0,176000,NY,195 HUDSON STREET,10013-1894,10013.0,A23
195607,33 W 19TH ST 305,NEW YORK,0,49187,562412082,1713,36061.0,33 W 19TH ST NEW YORK NY 10011-4202,,PARTNERS IN PERFORMANCE INC,A69,0.0,49187,NY,33 W 19TH ST,10011-4202,10011.0,A69
195807,435 RIVERSIDE DR STE 122,NEW YORK,0,204836,562468453,24484,36061.0,435 RIVERSIDE DR NEW YORK NY 10025-7764,,BARENBOIM-SAID FOUNDATION USA,A69,0.0,242505,NY,435 RIVERSIDE DR,10025-7764,10025.0,A69
198456,4 WASHINGTON SQ N 452,NEW YORK,472631,38270,571069546,1296329,36061.0,4 WASHINGTON SQ N NEW YORK NY 10003-6671,,AQUILA THEATRE COMPANY,A65,1155187.0,1205677,NY,4 WASHINGTON SQ N,10003-6671,10003.0,A65
199150,243 W 21ST ST STE 3B,NEW YORK,0,0,571196732,96760,36061.0,243 W 21ST ST NEW YORK NY 10011-3141,,EL MUNDO DEL FLAMENCO INC,A60,0.0,98041,NY,243 W 21ST ST,10011-3141,10011.0,A60
206292,201 EASTERN PKWY APT 4K,BROOKLYN,0,115392,582400111,104648,36047.0,201 EASTERN PKWY BROOKLYN NY 11238-6137,,DIVERSITY OF DANCE INC,A62,0.0,115392,NY,201 EASTERN PKWY,11238-6137,11238.0,A62
206295,520 EIGHTH AVE 3RD FLR STE 307,NEW YORK,30204,93482,582400427,146130,36061.0,520 EIGHTH AVE 3RD FLR NEW YORK NY 10018-8906,,PROSPECT THEATER COMPANY INC,A65,49502.0,142984,NY,520 EIGHTH AVE 3RD FLR,10018-8906,10018.0,A65
212383,365 W END AVE,NEW YORK,44400,7000,593014602,145513,36061.0,365 W END AVE NEW YORK NY 10024-6511,,INTERNATIONAL INSTITUTE OF VOCAL ARTS INC,A6E,137400.0,144403,NY,365 W END AVE,10024-6511,10024.0,A6E
218635,PO BOX 740015,BRONX,0,45625,611417378,39829,36005.0,,,CONTEMPORARY BALLET THEATRE INC,A63,0.0,45625,NY,,10474-0001,10474.0,A63
218897,32 37 VERNON BLVD,LONG ISLAND CITY,1239066,872442,611472746,4656522,36081.0,32 37 VERNON BLVD LONG ISLAND CITY NY 11106-4926,,ISAMU NOGUCHI FOUNDATION AND GARDEN MUSEUM,A51,256324.0,7599224,NY,32 37 VERNON BLVD,11106-4926,11106.0,A51
229446,TIME WARNER CENTER 60 COLUMBUS CR,NEW YORK,18082,0,650999121,297986,36061.0,TIME WARNER CENTER 60 COLUMBUS CR NEW YORK NY 10023-0000,,CITYPLACE CULTURAL ARTS CENTER INC,A20,39366.0,44070,NY,TIME WARNER CENTER 60 COLUMBUS CR,10023-0000,10023.0,A20
229939,95 STANTON ST,NEW YORK,0,45230,651162622,44213,36061.0,95 STANTON ST NEW YORK NY 10002-1405,,3 FARMS INC,A68,0.0,45230,NY,95 STANTON ST,10002-1405,10002.0,A68
229969,77 BLEECKER ST APT 117,NEW YORK,0,45822,651167782,36854,36061.0,77 BLEECKER ST NEW YORK NY 10012-1548,,COSMIC BREEEZ INC,A6E,0.0,45822,NY,77 BLEECKER ST,10012-1548,10012.0,A6E
229975,49 CHEEVER PL,BROOKLYN,0,32190,651169126,35791,36047.0,49 CHEEVER PL BROOKLYN NY 11231-3004,,BROOKLYN CHAMBER MUSIC SOCIETY LTD,A6C,17630.0,49820,NY,49 CHEEVER PL,11231-3004,11231.0,A6C
230144,31-60 33RD ST STE B-9,LONG IS CITY,0,33423,651209580,44629,36081.0,31-60 33RD ST LONG IS CITY NY 11106-2424,,ASTORIA PERFORMING ARTS CENTER INC,A61,17278.0,50701,NY,31-60 33RD ST,11106-2424,11106.0,A61
230237,271 W 47TH ST APT 26J,NEW YORK,0,43000,651253641,36612,36061.0,271 W 47TH ST NEW YORK NY 10036-1449,,DANCEBREAK FOUNDATION,A62,0.0,43000,NY,271 W 47TH ST,10036-1449,10036.0,A62
236226,230 E 48TH ST STE 7E,NEW YORK,0,16409,710904491,47781,36061.0,230 E 48TH ST NEW YORK NY 10017-1513,,ON UP INITIATIVES,A60,12595.0,29060,NY,230 E 48TH ST,10017-1513,10017.0,A60
236381,337 W 36TH ST,NEW YORK,0,55000,710941819,127800,36061.0,337 W 36TH ST NEW YORK NY 10018-6401,,GREEKWORKS FOUNDATION,A68,0.0,55139,NY,337 W 36TH ST,10018-6401,10018.0,A68
239299,PO BOX 298 PLANETARIUM STA,NEW YORK,16700,45500,721519897,85722,36061.0,,,MOSAIC INC,A40,33004.0,78504,NY,,10024-0298,10024.0,A40
239303,375 LINCOLN PL STE 16,BROOKLYN,0,40715,721520848,44504,36047.0,375 LINCOLN PL BROOKLYN NY 11238-5700,,COMMUNITY THEATRE INTERNATIONALE,A65,710.0,41435,NY,375 LINCOLN PL,11238-5700,11238.0,A65
247905,260 W 52ND ST 22A,NEW YORK,0,7512,742792142,54779,36061.0,260 W 52ND ST NEW YORK NY 10019-5835,,WHIM N RHYTHM,A6C,48439.0,55987,NY,260 W 52ND ST,10019-5835,10019.0,A6C
