,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal,SUBDISCIPLINE,LAT,LONG
1283,1283,129282,126 E 56TH ST,NEW YORK,29721,194750,371492356,211549,36061.0,126 E 56TH ST NEW YORK NY 10022-3613,,AFRICAN CEREMONIES INC,A23,0.0,194750,NY,126 E 56TH ST,10022-3613,10022.0,A23,Cultural & Ethnic Awareness,40.76035495,-73.9704492045359
1284,1284,133831,21 24 23RD SST 2R,ASTORIA,0,36735,382996081,183957,36081.0,21 24 23RD SST ASTORIA NY 11105-0000,,NEW SOUNDS MUSIC INCORPORATED,A68,95892.0,132627,NY,21 24 23RD SST,11105-0000,11105.0,A68,Music,,
1285,1285,137065,65 N MOORE ST APT 6A,NEW YORK,0,73021,383706706,17923,36061.0,65 N MOORE ST NEW YORK NY 10013-2364,,T T BOOK FOUNDATION INC,A25,0.0,73156,NY,65 N MOORE ST,10013-2364,10013.0,A25,Arts Education,40.72022135,-74.0095286213421
1286,1286,148791,5 TUDOR CITY PL STE 104,NEW YORK,0,64781,412038037,48063,36061.0,5 TUDOR CITY PL NEW YORK NY 10017-6856,,SEPTEMBER CONCERT FOUNDATION,A68,0.0,64781,NY,5 TUDOR CITY PL,10017-6856,10017.0,A68,Music,40.7486403,-73.9704935
1287,1287,149164,520 8TH AVE STE 329,NEW YORK,0,69727,412098775,69727,36061.0,520 8TH AVE NEW YORK NY 10018-8906,,PROJECT DANCE FOUNDATION,A62,0.0,69727,NY,520 8TH AVE,10018-8906,10018.0,A62,Dance,40.753643,-73.9921669
1288,1288,149281,251 81ST ST,BROOKLYN,0,36792,412126507,39851,36047.0,251 81ST ST BROOKLYN NY 11209-3805,,BROOKLYN ARAB AMERICAN FRIENDSHIP CENTER,A23,0.0,36792,NY,251 81ST ST,11209-3805,11209.0,A23,Cultural & Ethnic Awareness,40.6275266,-74.0306013532312
1289,1289,150520,LOCAL,NEW YORK,1646474,105932,421073614,5649773,36061.0,LOCAL NEW YORK NY 10017-3503,,STUDIO ART CENTERS INTERNATIONAL INC,A25,6075907.0,6243828,NY,LOCAL,10017-3503,10017.0,A25,Arts Education,40.7515081,-73.9934608
1290,1290,152802,153 20 33RD AVE,FLUSHING,0,4300,421538753,31943,36081.0,153 20 33RD AVE FLUSHING NY 11354-3312,,ARBITER OF CULTURAL TRADITIONS INC,A68,0.0,26885,NY,153 20 33RD AVE,11354-3312,11354.0,A68,Music,,
1291,1291,153178,174 E 95TH ST,NEW YORK,0,45126,421606593,1259,36061.0,174 E 95TH ST NEW YORK NY 10128-2511,,ARTANGEL AMERICA,A20,0.0,45253,NY,174 E 95TH ST,10128-2511,10128.0,A20,Arts & Culture,40.7846616,-73.9506103355345
1292,1292,160142,PO BOX 10183,STATEN ISLAND,0,13599,450476945,33586,36085.0,,,SUNDOG THEATER INC,A65,21876.0,35889,NY,,10301-0183,10301.0,A65,Theater,,
1293,1293,166669,177TH ST AND BAISLEY BLVD,JAMAICA,105700,426255,510135262,807125,36081.0,177TH ST AND BAISLEY BLVD JAMAICA NY 11434-0000,,BLACK SPECTRUM THEATRE CO INC ROY WILKINS PARK,A65,337667.0,765139,NY,177TH ST AND BAISLEY BLVD,11434-0000,11434.0,A65,Theater,,
1294,1294,166737,APT D405,NEW YORK,96686,112083,510137811,179530,36061.0,APT NEW YORK NY 10014-0000,,METTAWEE THEATRE CO INC,A65,73232.0,185389,NY,APT,10014-0000,10014.0,A65,Theater,40.80288445,-73.9461736444137
1295,1295,166796,333 W END AVE APT 16C,NEW YORK,57854,59876,510138893,116266,36061.0,333 W END AVE NEW YORK NY 10023-8133,,PERFORMERS COMMITTEE INC,A68,51433.0,112121,NY,333 W END AVE,10023-8133,10023.0,A68,Music,40.7823825,-73.9828165
1296,1296,166840,15 GRAMERCY PARK SOUTH 2ND FL,NEW YORK,21051,15602,510141060,190445,36061.0,15 GRAMERCY PARK SOUTH NEW YORK NY 10003-1705,,PASTEL SOCIETY OF AMERICA INC,A40,165265.0,191996,NY,15 GRAMERCY PARK SOUTH,10003-1705,10003.0,A40,Visual Arts,40.7377541,-73.9866814
1297,1297,166869,487 HUDSON ST,NEW YORK,11530,2810,510141728,26095,36061.0,487 HUDSON ST NEW YORK NY 10014-2851,,WEST VILLAGE CHORALE INC,A6B,24973.0,27891,NY,487 HUDSON ST,10014-2851,10014.0,A6B,Singing & Choral Groups,40.73241585,-74.0070231615842
1298,1298,167236,27 STORER AVE,STATEN ISLAND,0,44450,510161091,71827,36085.0,27 STORER AVE STATEN ISLAND NY 10309-1420,,STATEN ISLAND CHAMBER MUSIC PLAYERS INC,A68,18695.0,66412,NY,27 STORER AVE,10309-1420,10309.0,A68,Music,40.5387089,-74.2345700563824
1299,1299,167270,PO BOX 1498,NEW YORK,0,3025,510162358,48714,36061.0,,,WOMENS CAUCUS FOR ART,A03,43106.0,48937,NY,,10013-0878,10013.0,A03,Professional Societies & Associations,,
1300,1300,167390,9728 3RD AVE 527,BROOKLYN,0,2100,510167270,44297,36047.0,9728 3RD AVE BROOKLYN NY 11209-7742,,NARROWS COMMUNITY THEATRE INC,A65,32142.0,34242,NY,9728 3RD AVE,11209-7742,11209.0,A65,Theater,40.615301,-74.0345658
1301,1301,167523,159 W 53RD ST STE 22-H,NEW YORK,0,38327,510172582,44304,36061.0,159 W 53RD ST NEW YORK NY 10019-6005,,SAEKO ICHINOHE AND CO INC,A62,4783.0,43128,NY,159 W 53RD ST,10019-6005,10019.0,A62,Dance,40.7627986,-73.9812172
1302,1302,167552,211 W 61ST ST 4TH FLOOR,NEW YORK,903106,947258,510173127,2248609,36061.0,211 W 61ST ST NEW YORK NY 10023-7835,,TRISHA BROWN COMPANY INC,A62,839206.0,2140181,NY,211 W 61ST ST,10023-7835,10023.0,A62,Dance,40.7721374,-73.9875522
1303,1303,167648,2005 MADISON AVE,NEW YORK,673088,1240829,510175725,1599080,36061.0,2005 MADISON AVE NEW YORK NY 10035-1215,,BOYS CHOIR OF HARLEM INC,A6B,514833.0,1755804,NY,2005 MADISON AVE,10035-1215,10035.0,A6B,Singing & Choral Groups,40.8069766,-73.9386114489948
1304,1304,167659,736 W END AVE,NEW YORK,0,2937,510175961,24057,36061.0,736 W END AVE NEW YORK NY 10025-6228,,NEW YORK KAMMERMUSIKER INC,A68,24373.0,27310,NY,736 W END AVE,10025-6228,10025.0,A68,Music,40.7950107,-73.9731644
1305,1305,167753,59 E 4TH ST,NEW YORK,0,15567,510178992,33716,36061.0,59 E 4TH ST NEW YORK NY 10003-8963,,EXPERIMENTAL THEATRE PROJECT INC,A65,24602.0,40169,NY,59 E 4TH ST,10003-8963,10003.0,A65,Theater,40.7269133,-73.9909381
1306,1306,167803,484 W 43RD ST,NEW YORK,0,24089,510180509,21652,36061.0,484 W 43RD ST NEW YORK NY 10036-6319,,FELICE LESSER DANCE THEATRE FOUNDATION INC,A62,2231.0,26421,NY,484 W 43RD ST,10036-6319,10036.0,A62,Dance,40.7599913,-73.9948326
1307,1307,167968,1047 AMSTERDAM AVE,NEW YORK,128892,264274,510185930,416200,36061.0,1047 AMSTERDAM AVE NEW YORK NY 10025-1747,,EARLY MUSIC FOUNDATION INC,A68,110568.0,402943,NY,1047 AMSTERDAM AVE,10025-1747,10025.0,A68,Music,40.80376595,-73.9617843042157
1308,1308,167977,263 W 86TH ST,NEW YORK,195642,58061,510186032,375228,36061.0,263 W 86TH ST NEW YORK NY 10024-3103,,WESTERN WIND VOCAL ENSEMBLE INC,A6C,327148.0,375110,NY,263 W 86TH ST,10024-3103,10024.0,A6C,Bands & Ensembles,40.7889381,-73.9772909659742
1309,1309,168002,166 E 96TH ST STE 1A,NEW YORK,0,35317,510186512,26804,36061.0,166 E 96TH ST NEW YORK NY 10128-2512,,COMPOSERS RECORDINGS INC,A68,0.0,51963,NY,166 E 96TH ST,10128-2512,10128.0,A68,Music,40.785342,-73.9503169215068
1310,1310,168004,VAN CORTLAND PARK,BRONX,132736,387887,510186869,937725,36005.0,VAN CORTLAND PARK BRONX NY 10471-0000,,BRONX ARTS ENSEMBLE INC,A68,563419.0,960361,NY,VAN CORTLAND PARK,10471-0000,10471.0,A68,Music,,
1311,1311,168196,9128 VANDERVEER ST,QUEENS VLG,0,0,510190991,0,36081.0,9128 VANDERVEER ST QUEENS VLG NY 11428-1242,,DRAMATIS PERSONAE INC,A65,28211.0,28211,NY,9128 VANDERVEER ST,11428-1242,11428.0,A65,Theater,,
1312,1312,168268,PO BOX 1961,NEW YORK,39651,31146,510192371,128947,36061.0,,,SOLARIS DANCE THEATRE INC,A62,89797.0,124629,NY,,10113-1961,10113.0,A62,Dance,,
1313,1313,168424,SUITE 300,NEW YORK,0,64444,510196872,94639,36061.0,SUITE NEW YORK NY 10170-0000,,HORIZON CONCERTS INC,A68,0.0,64517,NY,SUITE,10170-0000,10170.0,A68,Music,40.7632804,-73.9626658
1314,1314,168561,419 W 54 STT,NEW YORK,586182,180477,510201835,1130580,36061.0,419 W 54 STT NEW YORK NY 10019-0000,,SCHOOL FOR STRINGS INC,A6E,953060.0,1342534,NY,419 W 54 STT,10019-0000,10019.0,A6E,Performing Arts Schools,,
1315,1315,168562,330 W 42ND STREET,NEW YORK,2630742,2393412,510201839,4530525,36061.0,330 W 42ND STREET NEW YORK NY 10036-6902,,ST LUKES CHAMBER ENSEMBLE INC,A6C,2160939.0,4579044,NY,330 W 42ND STREET,10036-6902,10036.0,A6C,Bands & Ensembles,40.75749775,-73.9916084438679
1316,1316,168588,PO BOX 30,NEW YORK,0,19390,510202698,57184,36061.0,,,AUDIENCE DEVELOPMENT COMMITTEE INC,A23,31234.0,50624,NY,,10027-0030,10027.0,A23,Cultural & Ethnic Awareness,,
1317,1317,168642,292 HENRY ST,NEW YORK,0,9425,510204489,119173,36061.0,292 HENRY ST NEW YORK NY 10002-4816,,NATIONAL BLACK TOURING CIRCUIT INC,A65,99476.0,108901,NY,292 HENRY ST,10002-4816,10002.0,A65,Theater,40.71366805,-73.9830034236307
1318,1318,169054,141 60 84TH RD STE 4C,BRIARWOOD,0,34040,510239809,19005,36081.0,141 60 84TH RD BRIARWOOD NY 11435-1939,,LABYRINTH DANCE THEEATER INC,A62,1250.0,35290,NY,141 60 84TH RD,11435-1939,11435.0,A62,Dance,,
1319,1319,169101,895 SHORE RD,BRONX,92277,32051,510243951,183003,36005.0,895 SHORE RD BRONX NY 10464-1030,,BARTOW-PELL LANDMARK FUND,A54,99310.0,218826,NY,895 SHORE RD,10464-1030,10464.0,A54,History Museums,40.8719425,-73.8054998
1320,1320,169131,553 WEST 51ST STREET,NEW YORK,224494,405625,510244834,468266,36061.0,553 WEST 51ST STREET NEW YORK NY 10019-5004,,AN CLAIDHEAMH SOLUIS INC,A23,117157.0,553531,NY,553 WEST 51ST STREET,10019-5004,10019.0,A23,Cultural & Ethnic Awareness,40.7664499,-73.9934423215029
1321,1321,169211,23 WEST 35TH STREET,NEW YORK,0,54560,510251257,53493,36061.0,23 WEST 35TH STREET NEW YORK NY 10001-2202,,BALINESE AMERICAN DANCE THEATRE LTD,A62,0.0,54560,NY,23 WEST 35TH STREET,10001-2202,10001.0,A62,Dance,40.7516588,-73.9901341
1322,1322,169653,888 7TH AVE 35 FLR,NEW YORK,0,130000,510377657,165,36061.0,888 7TH AVE NEW YORK NY 10106-0001,,OPERA OF MONTE CARLO CULTURAL SOCIETY INC,A6A,0.0,130000,NY,888 7TH AVE,10106-0001,10106.0,A6A,Opera,40.7652756923077,-73.9803378461538
1323,1323,169694,101 PARK AVE RM 3500,NEW YORK,0,99690,510389805,13734,36061.0,101 PARK AVE NEW YORK NY 10178-0002,,AMERICAN ASSOCIATES OF THE OLD VIC THEATRE INC,A65,0.0,99756,NY,101 PARK AVE,10178-0002,10178.0,A65,Theater,40.7508354,-73.9776094843428
1324,1324,169948,520 HUDSON ST STE 120,NEW YORK,34725,8100,510439878,101321,36061.0,520 HUDSON ST NEW YORK NY 10014-2663,,CABARET CONFERENCE INC,A25,96638.0,104779,NY,520 HUDSON ST,10014-2663,10014.0,A25,Arts Education,40.7340049,-74.0060697
1325,1325,170095,214 W 102ND ST STE 5B,NEW YORK,21138,79093,510477511,83104,36061.0,214 W 102ND ST NEW YORK NY 10025-4429,,AMERICAN NATIONAL THEATRE INC,A65,0.0,79093,NY,214 W 102ND ST,10025-4429,10025.0,A65,Theater,40.7980811,-73.96851465
1326,1326,171283,799 BROADWAY ROOM 205,NEW YORK,447074,566506,521020481,1143808,36061.0,799 BROADWAY NEW YORK NY 10003-6817,,INDEPENDENT CURATORS INTERNATIONAL,A25,303961.0,906450,NY,799 BROADWAY,10003-6817,10003.0,A25,Arts Education,40.7323069,-73.9914692
1327,1327,174798,44 HUDSON ST 2ND FLR,NEW YORK,0,83800,521573404,103552,36061.0,44 HUDSON ST NEW YORK NY 10013-3345,,FRENCH AMERICAN CENTER OF PROVENCE INC,A23,20221.0,104028,NY,44 HUDSON ST,10013-3345,10013.0,A23,Cultural & Ethnic Awareness,40.7172589,-74.008763157714
1328,1328,175770,225 WEST 34TH ST STE 1513,NEW YORK,71571,130870,521724997,236057,36061.0,225 WEST 34TH ST NEW YORK NY 10122-1511,,PIATIGORSKY FOUNDATION,A68,58035.0,200962,NY,225 WEST 34TH ST,10122-1511,10122.0,A68,Music,40.7517799,-73.9920745
1329,1329,177143,328 FLATBUSH AVE 198,BROOKLYN,0,54116,521905262,52650,36047.0,328 FLATBUSH AVE BROOKLYN NY 11238-4302,,OUTSIDE THE DREAM FOUNDATION,A40,0.0,54196,NY,328 FLATBUSH AVE,11238-4302,11238.0,A40,Visual Arts,40.6772393076923,-73.9726274615385
1330,1330,178571,PO BOX 05026,BROOKLYN,23470,41016,522123171,69716,36047.0,,,ERROL GRIMES DANCE GROUP INC,A62,0.0,43226,NY,,11205-0000,11205.0,A62,Dance,,
1331,1331,178716,475 PARK AVE,NEW YORK,24000,901740,522143244,566838,36061.0,475 PARK AVE NEW YORK NY 10022-1669,,VENETIAN HERITAGE INC,A40,85543.0,990106,NY,475 PARK AVE,10022-1669,10022.0,A40,Visual Arts,40.7620253,-73.9701396
1332,1332,178721,303 CLINTON ST,BROOKLYN,45484,162057,522143843,126178,36047.0,303 CLINTON ST BROOKLYN NY 11231-3701,,BIG DANCE THEATER INC,A62,32915.0,196837,NY,303 CLINTON ST,11231-3701,11231.0,A62,Dance,40.68589695,-73.9962519012234
1333,1333,179159,305 SEVENTH AVE FLOOR 15,NEW YORK,0,89490,522216665,173442,36061.0,305 SEVENTH AVE NEW YORK NY 10001-6152,,SOUTH ASIAN AMERICAN LEADERS OF TOMMORROW INC,A23,3591.0,93081,NY,305 SEVENTH AVE,10001-6152,10001.0,A23,Cultural & Ethnic Awareness,42.7948248,-73.9554193
1334,1334,179399,302 A W 12TH ST 120,NEW YORK,50000,355000,522262698,240358,36061.0,302 A W 12TH ST NEW YORK NY 10014-0000,,INSTITUTE FOR CULTURAL ENTERPRISE INC,A23,0.0,355231,NY,302 A W 12TH ST,10014-0000,10014.0,A23,Cultural & Ethnic Awareness,40.7374299,-74.0047407
1335,1335,179494,365 FIFTH AVE RILM ABSTRACTS,NEW YORK,951330,0,522274965,1156363,36061.0,365 FIFTH AVE RILM ABSTRACTS NEW YORK NY 10016-4309,,REPERTOIRE INTERNATIONAL DE LITTERATURE MUSICALE INC,A68,1204919.0,1205568,NY,365 FIFTH AVE RILM ABSTRACTS,10016-4309,10016.0,A68,Music,,
1336,1336,179697,316 W 84TH ST STE 2F,NEW YORK,217929,408678,522303451,458177,36061.0,316 W 84TH ST NEW YORK NY 10024-4243,,EPIC THEATRE CENTER INC,A65,0.0,472351,NY,316 W 84TH ST,10024-4243,10024.0,A65,Theater,40.7876832,-73.9795071966014
1337,1337,179905,1310 48TH ST,BROOKLYN,0,205671,522334845,79430,36047.0,1310 48TH ST BROOKLYN NY 11219-3153,,JEWISH HERITAGE FOUNDATION INTERNATIONAL INC,A23,0.0,205678,NY,1310 48TH ST,11219-3153,11219.0,A23,Cultural & Ethnic Awareness,40.6353605,-73.9913586
1338,1338,186770,195 BROADWAY 25TH FLOOR,NEW YORK,108589,616163,542064462,608344,36061.0,195 BROADWAY NEW YORK NY 10007-3100,,CUE ART FOUNDATION,A40,0.0,637308,NY,195 BROADWAY,10007-3100,10007.0,A40,Visual Arts,40.71073505,-74.00968297829
1339,1339,186841,55 WASHINGTON ST FL 3 STE 312,BROOKLYN,198910,416301,542077489,371669,36047.0,55 WASHINGTON ST FL BROOKLYN NY 11201-1077,,BROOKLYN STAINED GLASS CONSERVATION CENTER INC,A40,0.0,416301,NY,55 WASHINGTON ST FL,11201-1077,11201.0,A40,Visual Arts,,
1340,1340,187027,338 BERRY ST 16TH FLR,BROOKLYN,0,17306,542121747,33843,36047.0,338 BERRY ST BROOKLYN NY 11211-5176,,AMDAT INCORPORATED,A62,18675.0,35981,NY,338 BERRY ST,11211-5176,11211.0,A62,Dance,40.7119437,-73.9649287
1341,1341,188957,720 FIFTH AVE,NEW YORK,23450,480909,550787027,434442,36061.0,720 FIFTH AVE NEW YORK NY 10019-4107,,NATIONAL JEWELRY INSTITUTE INC,A50,0.0,482165,NY,720 FIFTH AVE,10019-4107,10019.0,A50,Museums,42.7976632,-73.9527343
1342,1342,189042,509 CATHEDRAL PKWY APT 11D,NEW YORK,0,25650,550799412,21303,36061.0,509 CATHEDRAL PKWY NEW YORK NY 10025-2040,,MYUNG SOO KIM DANCE PROJECT INC,A62,0.0,25695,NY,509 CATHEDRAL PKWY,10025-2040,10025.0,A62,Dance,40.80348585,-73.964564600782
1343,1343,189151,PO BOX 250863,NEW YORK,0,30957,550821968,14220,36061.0,,,RED BULL THEATER INC,A65,1441.0,32398,NY,,10025-1507,10025.0,A65,Theater,,
1344,1344,189225,425 W 24 ST 1B,NEW YORK,0,16219,550838102,91074,36061.0,425 W 24 ST NEW YORK NY 10011-0000,,REBECCA STENN PERKSDANCEMUSIC THEATRE INC,A65,72330.0,88549,NY,425 W 24 ST,10011-0000,10011.0,A65,Theater,,
1345,1345,195174,20 VESEY ST STE 700,NEW YORK,0,55700,562321839,10964,36061.0,20 VESEY ST NEW YORK NY 10007-4231,,WELLTONE NEW MUSIC INC,A68,1356.0,57056,NY,20 VESEY ST,10007-4231,10007.0,A68,Music,40.71206025,-74.009523196065
1346,1346,195477,195 HUDSON STREET SUITE 6D,NEW YORK,26654,176000,562386825,56637,36061.0,195 HUDSON STREET NEW YORK NY 10013-1894,,TRIBECA NATIVE INC,A23,0.0,176000,NY,195 HUDSON STREET,10013-1894,10013.0,A23,Cultural & Ethnic Awareness,40.723059,-74.0082206
1347,1347,195607,33 W 19TH ST 305,NEW YORK,0,49187,562412082,1713,36061.0,33 W 19TH ST NEW YORK NY 10011-4202,,PARTNERS IN PERFORMANCE INC,A69,0.0,49187,NY,33 W 19TH ST,10011-4202,10011.0,A69,Symphony Orchestras,40.7399096,-73.99309
1348,1348,195807,435 RIVERSIDE DR STE 122,NEW YORK,0,204836,562468453,24484,36061.0,435 RIVERSIDE DR NEW YORK NY 10025-7764,,BARENBOIM-SAID FOUNDATION USA,A69,0.0,242505,NY,435 RIVERSIDE DR,10025-7764,10025.0,A69,Symphony Orchestras,40.8085279,-73.9658887
1349,1349,198456,4 WASHINGTON SQ N 452,NEW YORK,472631,38270,571069546,1296329,36061.0,4 WASHINGTON SQ N NEW YORK NY 10003-6671,,AQUILA THEATRE COMPANY,A65,1155187.0,1205677,NY,4 WASHINGTON SQ N,10003-6671,10003.0,A65,Theater,40.73111975,-73.9957746628973
1350,1350,199150,243 W 21ST ST STE 3B,NEW YORK,0,0,571196732,96760,36061.0,243 W 21ST ST NEW YORK NY 10011-3141,,EL MUNDO DEL FLAMENCO INC,A60,0.0,98041,NY,243 W 21ST ST,10011-3141,10011.0,A60,Performing Arts,40.7437655,-73.9982509039434
1351,1351,206292,201 EASTERN PKWY APT 4K,BROOKLYN,0,115392,582400111,104648,36047.0,201 EASTERN PKWY BROOKLYN NY 11238-6137,,DIVERSITY OF DANCE INC,A62,0.0,115392,NY,201 EASTERN PKWY,11238-6137,11238.0,A62,Dance,40.6720917,-73.9620747655737
1352,1352,206295,520 EIGHTH AVE 3RD FLR STE 307,NEW YORK,30204,93482,582400427,146130,36061.0,520 EIGHTH AVE 3RD FLR NEW YORK NY 10018-8906,,PROSPECT THEATER COMPANY INC,A65,49502.0,142984,NY,520 EIGHTH AVE 3RD FLR,10018-8906,10018.0,A65,Theater,,
1353,1353,212383,365 W END AVE,NEW YORK,44400,7000,593014602,145513,36061.0,365 W END AVE NEW YORK NY 10024-6511,,INTERNATIONAL INSTITUTE OF VOCAL ARTS INC,A6E,137400.0,144403,NY,365 W END AVE,10024-6511,10024.0,A6E,Performing Arts Schools,40.783294,-73.9821559
1354,1354,218635,PO BOX 740015,BRONX,0,45625,611417378,39829,36005.0,,,CONTEMPORARY BALLET THEATRE INC,A63,0.0,45625,NY,,10474-0001,10474.0,A63,Ballet,,
1355,1355,218897,32 37 VERNON BLVD,LONG ISLAND CITY,1239066,872442,611472746,4656522,36081.0,32 37 VERNON BLVD LONG ISLAND CITY NY 11106-4926,,ISAMU NOGUCHI FOUNDATION AND GARDEN MUSEUM,A51,256324.0,7599224,NY,32 37 VERNON BLVD,11106-4926,11106.0,A51,Art Museums,,
1356,1356,229446,TIME WARNER CENTER 60 COLUMBUS CR,NEW YORK,18082,0,650999121,297986,36061.0,TIME WARNER CENTER 60 COLUMBUS CR NEW YORK NY 10023-0000,,CITYPLACE CULTURAL ARTS CENTER INC,A20,39366.0,44070,NY,TIME WARNER CENTER 60 COLUMBUS CR,10023-0000,10023.0,A20,Arts & Culture,,
1357,1357,229939,95 STANTON ST,NEW YORK,0,45230,651162622,44213,36061.0,95 STANTON ST NEW YORK NY 10002-1405,,3 FARMS INC,A68,0.0,45230,NY,95 STANTON ST,10002-1405,10002.0,A68,Music,40.7213285,-73.9883827
1358,1358,229969,77 BLEECKER ST APT 117,NEW YORK,0,45822,651167782,36854,36061.0,77 BLEECKER ST NEW YORK NY 10012-1548,,COSMIC BREEEZ INC,A6E,0.0,45822,NY,77 BLEECKER ST,10012-1548,10012.0,A6E,Performing Arts Schools,40.7252621,-73.9922803
1359,1359,229975,49 CHEEVER PL,BROOKLYN,0,32190,651169126,35791,36047.0,49 CHEEVER PL BROOKLYN NY 11231-3004,,BROOKLYN CHAMBER MUSIC SOCIETY LTD,A6C,17630.0,49820,NY,49 CHEEVER PL,11231-3004,11231.0,A6C,Bands & Ensembles,40.6855397,-73.999422394636
1360,1360,230144,31-60 33RD ST STE B-9,LONG IS CITY,0,33423,651209580,44629,36081.0,31-60 33RD ST LONG IS CITY NY 11106-2424,,ASTORIA PERFORMING ARTS CENTER INC,A61,17278.0,50701,NY,31-60 33RD ST,11106-2424,11106.0,A61,Performing Arts Centers,,
1361,1361,230237,271 W 47TH ST APT 26J,NEW YORK,0,43000,651253641,36612,36061.0,271 W 47TH ST NEW YORK NY 10036-1449,,DANCEBREAK FOUNDATION,A62,0.0,43000,NY,271 W 47TH ST,10036-1449,10036.0,A62,Dance,40.7603907,-73.9870121
1362,1362,236226,230 E 48TH ST STE 7E,NEW YORK,0,16409,710904491,47781,36061.0,230 E 48TH ST NEW YORK NY 10017-1513,,ON UP INITIATIVES,A60,12595.0,29060,NY,230 E 48TH ST,10017-1513,10017.0,A60,Performing Arts,40.75385795,-73.970432745564
1363,1363,236381,337 W 36TH ST,NEW YORK,0,55000,710941819,127800,36061.0,337 W 36TH ST NEW YORK NY 10018-6401,,GREEKWORKS FOUNDATION,A68,0.0,55139,NY,337 W 36TH ST,10018-6401,10018.0,A68,Music,40.75428165,-73.9939493349894
1364,1364,239299,PO BOX 298 PLANETARIUM STA,NEW YORK,16700,45500,721519897,85722,36061.0,,,MOSAIC INC,A40,33004.0,78504,NY,,10024-0298,10024.0,A40,Visual Arts,,
1365,1365,239303,375 LINCOLN PL STE 16,BROOKLYN,0,40715,721520848,44504,36047.0,375 LINCOLN PL BROOKLYN NY 11238-5700,,COMMUNITY THEATRE INTERNATIONALE,A65,710.0,41435,NY,375 LINCOLN PL,11238-5700,11238.0,A65,Theater,40.6731568,-73.963690583841
1366,1366,247905,260 W 52ND ST 22A,NEW YORK,0,7512,742792142,54779,36061.0,260 W 52ND ST NEW YORK NY 10019-5835,,WHIM N RHYTHM,A6C,48439.0,55987,NY,260 W 52ND ST,10019-5835,10019.0,A6C,Bands & Ensembles,40.7633132,-73.9849048
1367,1367,249461,230 FIFTH AVE,NEW YORK,0,0,743041806,1695,36061.0,230 FIFTH AVE NEW YORK NY 10001-7704,,COMPAGNIA DI BACCO INC,A23,27475.0,28644,NY,230 FIFTH AVE,10001-7704,10001.0,A23,Cultural & Ethnic Awareness,42.9834814382143,-78.706830444495
1368,1368,249487,PO BOX 649,NEW YORK,0,21411,743045052,32374,36061.0,,,TAP FUSION INC,A62,9000.0,31429,NY,,10276-0649,10276.0,A62,Dance,,
1369,1369,249667,199 SIXTH AVE STE 3,BROOKLYN,0,60550,743072018,66164,36047.0,199 SIXTH AVE BROOKLYN NY 11217-3517,,DUSAN TYNEK DANCE THEATRE FOUNDATION INC,A62,1775.0,67079,NY,199 SIXTH AVE,11217-3517,11217.0,A62,Dance,,
1370,1370,249792,1375 BROADWAY ST 600,NEW YORK,168175,595249,743094375,661245,36061.0,1375 BROADWAY ST NEW YORK NY 10018-7060,,AVODA INSTITUTE LTD,A20,7190.0,589115,NY,1375 BROADWAY ST,10018-7060,10018.0,A20,Arts & Culture,40.7524646,-73.9876262
1371,1371,256690,2753 BROADWAY STE 121,NEW YORK,0,90859,753036725,94613,36061.0,2753 BROADWAY NEW YORK NY 10025-2803,,THE NEW LIFE MUSIC PROJECT,A68,0.0,90907,NY,2753 BROADWAY,10025-2803,10025.0,A68,Music,40.8012195,-73.9681803
1372,1372,256711,99 JOHN ST APT 1003,NEW YORK,0,31277,753041303,40688,36061.0,99 JOHN ST NEW YORK NY 10038-2919,,PARTIAL COMFORT PRODUCTIONS,A65,10896.0,46901,NY,99 JOHN ST,10038-2919,10038.0,A65,Theater,40.7083321,-74.0060563899772
1373,1373,257044,552 RIVERSIDE DR STE 1K,NEW YORK,0,23200,753102526,23739,36061.0,552 RIVERSIDE DR NEW YORK NY 10027-3224,,ARGENTO NEW MUSIC PROJECT INC,A68,10702.0,33902,NY,552 RIVERSIDE DR,10027-3224,10027.0,A68,Music,40.81633525,-73.96031567884
1374,1374,257104,532 LAGUARDIA PLACE 486,NEW YORK,28000,129137,753115715,75790,36061.0,532 LAGUARDIA PLACE NEW YORK NY 10012-1428,,ESOPUS FOUNDATION LTD,A20,0.0,75755,NY,532 LAGUARDIA PLACE,10012-1428,10012.0,A20,Arts & Culture,40.7286665,-73.9987295857374
1375,1375,257210,242 W 61ST ST STE 5A,NEW YORK,0,23105,753139502,72273,36061.0,242 W 61ST ST NEW YORK NY 10023-7838,,KIDS CREATIVE 404 INC,A65,57676.0,80796,NY,242 W 61ST ST,10023-7838,10023.0,A65,Theater,40.7723378,-73.9888299084513
1376,1376,260815,38 W 32ND ST STE 1112,NEW YORK,54500,31275,760725921,133364,36061.0,38 W 32ND ST NEW YORK NY 10001-3879,,KOREAN CULTURE RESEARCH INC,A23,100423.0,131698,NY,38 W 32ND ST,10001-3879,10001.0,A23,Cultural & Ethnic Awareness,40.7477867,-73.9874231
