,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTEE,NTMAJ12,NTMAJ5,msa,PMSA,FIPS,RandNum,NTEESRC,nteeConf,Auspice,MailName,MailStreet,MailCity,CBSA,DIVCODE,MSA_NECH,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
10892,46111721,199912,1999,65185,0,0,0,4186,0,0,0,6347,6347,71532,19986,111626,0,0,60080,111626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,71532,3,10,0,0,0,0,0,4186,0,2161,0,2161,0,0,71532,51546,0,0,0,0,0,0,0,0,60080,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1999,,,,,,,,10036-6522,10036.0,,,12,59.0,0.0,0.0,4 TIMES SQ,3.0,0.0,NEW YORK,2.0,% DA MCINTYRE,1.0,13.0,16.0,10.0,0.0,HARVARD ADVOCATE TRUSTEES INC,1.0,195709.0,,NY,CORE00PC,2.0,1.0,1.0,1.0,A,A33,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.488411,1,N,Z,Harvard Advocate Trustees Inc.,4 Times Sq,New York,35620.0,35644.0,5602.0,A33,NY,10036.0,NEW YORK,A33,,0.0,3a,1999.0,0.0,3a,1999.0,,,,,,,,,,,,,,,,0.0,3a,1999.0,0.0,3a,1999.0,,,,PC,O,AR,A,IN,,,,,,,,,,,,,,A33,A
14071,61240889,200106,2000,7875,0,0,0,0,0,0,0,138059,138059,145934,147978,4444,0,0,6487,10944,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,138059,0,0,,145934,3,7,0,0,0,0,0,0,0,0,0,0,0,0,145934,-2044,1,0,0,0,0,0,0,0,6487,44664,0,466827,0,0,0,511491,44664,0,0,0,90.0,N,2.0,1.0,200218.0,29490005190262.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2000.0,10009-8902,10009.0,61240889200106.0,612408892001.0,6,90.0,0.0,0.0,PO BOX 1333,3.0,0.0,NEW YORK,1.0,NEIL INTRAUB,1.0,13.0,15.0,10.0,0.0,THEATREMOVES INC,1.0,199001.0,,NY,RTF01PC,1.0,2.0,2.0,2.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A6FZ,AR,AR,5602.0,5600.0,36061.0,0.242851,1,N,Z,Theatremoves Inc.,PO Box 1333,New York,35620.0,35644.0,5602.0,A65,NY,10009.0,NEW YORK,A65,,7875.0,3a,2001.0,0.0,3a,2001.0,4444.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,4317.0,3a,2001.0,A65,A
14144,61267752,200112,2001,18272,0,0,0,0,0,0,0,69643,69643,87915,87155,-5395,0,0,5445,6205,11600,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,69643,0,0,,87915,3,9,0,0,0,0,0,0,0,0,0,0,0,0,87915,760,0,0,0,0,0,0,0,0,-6155,58168,0,254244,0,0,0,312412,58168,0,0,0,88.0,N,1.0,1.0,200232.0,29409187057002.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10001-5201,10001.0,61267752200112.0,612677522001.0,12,88.0,0.0,0.0,212 W 29TH ST,3.0,0.0,NEW YORK,2.0,% TIMOTHY J CORCORAN,1.0,13.0,15.0,10.0,0.0,29TH STREET REPERTORY THEATRE INC,1.0,199104.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.531852,1,N,Z,29th Street Repertory Theatre Inc.,212 W. 29th St.,New York,35620.0,35644.0,5602.0,A65,NY,10001.0,NEW YORK,A65,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,400.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A65,A
14177,61278112,200206,2001,2362,0,0,0,0,0,0,0,62769,62769,65131,65131,3493,0,0,3493,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62769,0,0,,65131,3,7,0,0,0,0,0,0,0,0,0,0,0,0,65131,0,0,0,0,0,0,0,0,0,3493,236719,0,0,0,0,0,236719,236719,0,0,0,90.0,N,1.0,1.0,200240.0,29409257002122.0,1.0,2002,3.0,Y,1.0,N,1.0,0.0,2001.0,10475-4130,10475.0,61278112200206.0,612781122002.0,6,90.0,0.0,0.0,100 ALCOTT PL 19L,3.0,0.0,BRONX,1.0,% VALENCIA EMANUEL,1.0,13.0,15.0,10.0,0.0,CONSCIENTIOUS MUSICAL REVIEWS,1.0,199405.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36005.0,0.474261,1,N,Z,Conscientious Musical Revue,2565 Broadway 446,New York,35620.0,35644.0,5602.0,A68,NY,10475.0,BRONX,A68,,0.0,3b,2003.0,0.0,3b,2003.0,,,,0.0,3b,2003.0,,,,,,,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,PC,O,AR,A,IN,,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,A68,A
14295,61313662,199912,1999,395874,131893,2436118,2207638,5675,0,0,0,7733562,5525924,8261329,752556,9121684,98541,0,7723867,12022015,2938310,2900331,0,0,0,0,0,0,0,0,0,0,0,895738,0,0,4800000,0,,5157953,3,7,0,2073,3602,491769,-403969,0,228480,0,0,0,4800000,0,5157953,4405397,-69270,116445,0,0,0,2685234,2652957,0,4785557,654347,3095,0,169788,0,0,827230,827230,0,0,0,91.0,N,8.0,1.0,200203.0,29490314113281.0,1.0,1999,7.0,Y,1.0,N,1.0,0.0,1999.0,10108-2670,10108.0,61313662199912.0,613136621999.0,12,91.0,0.0,0.0,P O BOX 2670,3.0,0.0,NEW YORK,1.0,% JANE STEPHENSON,1.0,13.0,15.0,10.0,0.0,THE ELIZABETH FOUNDATION FOR THE ARTS,1.0,199211.0,,NY,RTF01PC,,5.0,5.0,3.0,A,A26,IN,,AR,A,PC,O,AR,A,,,A26Z,AR,AR,5602.0,5600.0,36061.0,0.09158630000000001,1,N,Z,The Elizabeth Foundation for the Arts,PO Box 2670,New York,35620.0,35644.0,5602.0,A90,NY,10108.0,NEW YORK,A90,,0.0,1d,2001.0,0.0,1d,2001.0,6339658.0,3a,1999.0,10437336.0,1d,2001.0,2782026.0,3a,1999.0,0.0,3a,1999.0,0.0,1d,2001.0,0.0,1d,2001.0,395874.0,1d,2001.0,6705748.0,1d,2001.0,PC,O,AR,A,IN,,0.0,1d,2001.0,0.0,1d,2001.0,1098503.0,1d,2001.0,404311.0,1d,2001.0,A90,A
14373,61330883,200112,2001,13475,2315,0,0,0,0,0,0,12677,12677,28467,5555,-7161,0,0,8072,6235,30000,13396,0,0,0,0,0,0,0,0,0,0,0,0,8145,0,4532,0,,20322,3,9,0,0,0,0,0,0,0,0,0,0,12677,0,20322,14767,0,0,0,0,0,0,0,0,-21928,29874,5485,166627,0,0,0,234486,67859,0,0,0,90.0,N,1.0,1.0,200232.0,29409201020082.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10033-3430,10033.0,61330883200112.0,613308832001.0,12,90.0,0.0,0.0,120 CABRINI BLVD STE 97,3.0,0.0,NEW YORK,2.0,% GORDON W PAULSEN,1.0,13.0,16.0,10.0,0.0,EDVARD GRIEG SOCIETY INC,1.0,199608.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A68,IN,,AR,A,PC,O,AR,A,,,A68Z,AR,AR,5602.0,5600.0,36061.0,0.266779,1,N,Z,Edvard Grieg Society Inc.,49 Indian Rd.,Denville,35620.0,35084.0,5602.0,A68,NY,10033.0,NEW YORK,A68,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A68,A
14605,61389683,200109,2000,50000,0,0,0,0,0,0,0,0,0,50000,15000,35000,0,0,0,35000,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,50000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,N,3.0,1.0,200241.0,29490258110062.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2000.0,10028-0111,10028.0,61389683200109.0,613896832001.0,9,0.0,0.0,0.0,1048 5TH AVE,3.0,200409.0,NEW YORK,1.0,% NEUE GALERIE NEW YORK MUSEUM FOR,1.0,75.0,15.0,10.0,0.0,THE AMERICAN FRIENDS OF THE EGON SCHIELE ART CENTRUM CESKY KRUMLOV,1.0,200010.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A50,AR,AR,5602.0,5600.0,36061.0,0.280645,1,N,Z,The American Friends of the Egon Schiele Art Centrum Cesky Krumlov,1048 5th Ave.,New York,35620.0,35644.0,5602.0,Q11,NY,10028.0,NEW YORK,Q11,20,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,50000.0,3a,2001.0,,,,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,35000.0,3a,2001.0,Q1120,Q
15127,61490898,200206,2001,105662,0,0,0,227,0,0,0,7927,7927,113589,84656,49620,8040,0,20687,49620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700,,113589,3,9,0,227,0,0,0,0,0,0,0,0,0,0,113589,28933,0,0,540,0,0,0,0,0,20687,58783,0,4359,250,0,0,63392,59033,0,0,0,0.0,N,3.0,1.0,200246.0,29490292142232.0,1.0,2002,4.0,Y,1.0,N,1.0,0.0,2001.0,10021-0070,10021.0,61490898200206.0,614908982002.0,6,0.0,0.0,0.0,PO BOX 20554,3.0,200112.0,NEW YORK,2.0,% INDIRA KAJOSEVIC,1.0,11.0,16.0,10.0,0.0,RACCOON INC,1.0,199901.0,,NY,RTF01PC,1.0,2.0,2.0,1.0,A,A70,IN,,AR,A,PC,O,AR,A,,,A70,AR,AR,5602.0,5600.0,36061.0,0.764187,1,N,Z,Raccoon Inc.,PO Box 20554,New York,35620.0,35644.0,5602.0,A70,NY,10021.0,NEW YORK,A02,,0.0,3a,2002.0,0.0,3a,2002.0,49620.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,105662.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A02,A
15244,61513667,200112,2001,39900,0,0,0,0,0,0,0,14230,14230,54130,66823,7303,0,0,10310,7303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14230,0,0,,54130,3,9,0,0,0,0,0,0,0,0,0,0,0,0,54130,-12693,9686,0,0,0,0,0,0,0,10310,9000,0,88117,0,0,0,97117,9000,0,0,0,994.0,N,1.0,1.0,200229.0,29409173065382.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10009-7309,10009.0,61513667200112.0,615136672001.0,12,994.0,90.0,0.0,141 E 3RD ST 12H,3.0,200206.0,NYC,1.0,,1.0,13.0,15.0,20.0,0.0,THE@KATHAK ENSEMBLE & FRIENDS CARAVAN INC,1.0,199806.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A20,IN,,AR,A,PC,O,AR,A,,,A24Z,AR,AR,5602.0,5600.0,36061.0,0.251512,1,N,Z,The@kathak Ensemble and Friends Caravan Inc.,141 E. 3rd St. 12h,New York,35620.0,35644.0,5602.0,A62,NY,10009.0,NYC,A62,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A62,A
15433,61547170,200106,2000,114696,0,0,0,53,0,0,0,28156,28156,142852,102381,43425,0,0,5172,43425,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28103,0,0,,142852,3,9,0,53,0,0,0,0,0,0,0,0,0,0,142852,40470,-1108,0,0,0,0,0,0,0,4063,53463,0,10542,22,0,0,65135,54593,0,0,0,0.0,N,3.0,1.0,200224.0,84490103001002.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2000.0,10027-3333,10027.0,61547170200106.0,615471702001.0,6,0.0,0.0,0.0,55 TIEMANN PL APT 42,3.0,200306.0,NEW YORK,2.0,% KIRK NOREEN,1.0,11.0,15.0,10.0,0.0,SOSPESO LTD,1.0,199911.0,,NY,RTF01PC,1.0,2.0,2.0,2.0,A,A6C,IN,,AR,A,PC,O,AR,A,,,A6C,AR,AR,5602.0,5600.0,36061.0,0.663772,1,N,Z,Sospeso Ltd,55 Tiemann Pl Ste. 42,New York,35620.0,35644.0,5602.0,A6C,NY,10027.0,NEW YORK,A68,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,43425.0,3a,2001.0,A68,A
15568,61577032,200112,2001,62800,0,0,0,0,0,0,0,0,0,62800,60725,2075,0,0,0,2075,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,62800,3,9,0,0,0,0,0,0,0,0,0,0,0,0,62800,2075,0,21800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,N,1.0,1.0,200240.0,29490243206012.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10025-2011,10025.0,61577032200112.0,615770322001.0,12,0.0,0.0,0.0,510 W 110TH STE 11B,3.0,200412.0,NEW YORK,2.0,% OLEG KHEYFETS PRES,1.0,75.0,16.0,20.0,0.0,STARI REPERTORY THEATRE INC,1.0,200007.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A65,AR,AR,5602.0,5600.0,36061.0,0.320162,1,N,Z,Stari Repertory Theatre Inc.,137 Quentin Rd.,Brooklyn,35620.0,35644.0,5602.0,A99,NY,10025.0,NEW YORK,N32,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,62800.0,3a,2001.0,0.0,4,2007.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,2075.0,3a,2001.0,N32,N
15577,61578647,200112,2001,59150,0,0,0,0,0,0,0,0,0,59150,23383,35767,0,0,0,37580,0,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,59150,3,9,0,0,0,0,0,0,0,0,0,0,0,0,59150,35767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,N,3.0,1.0,200239.0,29409145000162.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10027-5579,10027.0,61578647200112.0,615786472001.0,12,0.0,0.0,0.0,PO BOX 5535,3.0,200412.0,NEW YORK,2.0,% PETER T NESBETT,1.0,75.0,15.0,10.0,0.0,LAWRENCE CENTER FOR THE VISUAL ARTS,1.0,200102.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A40,AR,AR,5602.0,5600.0,36061.0,0.9430290000000001,1,N,Z,Lawrence Center for the Visual Arts,PO Box 5535,New York,35620.0,35644.0,5602.0,A99,NY,10027.0,NEW YORK,A40,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,,,,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,A40,A
15582,61579333,200112,2001,130787,0,0,0,0,0,0,0,0,0,130787,116872,18136,23960,0,5721,23671,1500,5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,130787,3,7,0,0,0,0,0,0,0,0,0,0,0,0,130787,13915,0,8200,0,0,0,0,0,0,4221,11140,0,0,0,0,0,11140,11140,0,0,0,0.0,N,2.0,1.0,200235.0,29490229162062.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2001.0,11205-3729,11205.0,61579333200112.0,615793332001.0,12,0.0,0.0,0.0,158 WILLOUGHBY AVE,3.0,200412.0,BROOKLYN,1.0,% ELISSA BLOUNT-MOORHEAD,1.0,75.0,15.0,10.0,0.0,RED CLAY ARTS INC,1.0,200010.0,,NY,RTF01PC,1.0,2.0,2.0,2.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A20,AR,AR,5602.0,5600.0,36047.0,0.057802,1,N,Z,Red Clay Arts Inc.,334 Grand Ave.,Brooklyn,35620.0,35644.0,5602.0,A99,NY,11205.0,BROOKLYN,A20,,124296.0,1a,2001.0,0.0,1a,2001.0,18136.0,3a,2001.0,11853.0,1a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,1a,2001.0,0.0,1a,2001.0,6491.0,1a,2001.0,2860.0,1d,2001.0,PC,O,AR,A,IN,,0.0,1a,2001.0,0.0,1a,2001.0,0.0,1a,2001.0,11314.0,1a,2001.0,A40,A
15583,61579492,200106,2000,37800,0,0,0,0,0,0,0,0,0,37800,29953,7847,0,0,0,7847,0,0,7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37800,3,7,0,0,0,0,0,0,0,0,0,0,0,0,37800,7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,N,1.0,1.0,200204.0,29490006077232.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2000.0,10014-6235,10014.0,61579492200106.0,615794922001.0,6,0.0,0.0,0.0,341 W 11TH ST 5E,3.0,200406.0,NEW YORK,2.0,% MOLLIE DOYLE,1.0,75.0,15.0,10.0,0.0,LOGICBOMB FILMS INC,1.0,200007.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A31,AR,AR,5602.0,5600.0,36061.0,0.959842,1,N,Z,Logicbomb Films Inc.,19 W. 21st St. Ste. 905,New York,35620.0,35644.0,5602.0,A31,NY,10014.0,NEW YORK,A31,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,4829.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,37800.0,3a,2001.0,,,,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,3018.0,3a,2001.0,A31,A
15678,61605067,200109,2000,613000,0,0,0,0,0,0,0,0,0,613000,612425,12903,18900,0,12328,12903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,613000,3,9,0,0,0,0,0,0,0,0,0,0,0,0,613000,575,0,328507,29816,0,0,0,0,0,12328,0,0,0,0,0,0,0,0,0,0,0,0.0,N,2.0,1.0,200229.0,29490166049172.0,1.0,2001,5.0,Y,1.0,N,1.0,0.0,2000.0,10023-5952,10023.0,61605067200109.0,616050672001.0,9,0.0,0.0,0.0,101 W 67TH ST STE 49E,3.0,200309.0,NEW YORK,1.0,% VICTOR H TREVINO PRESIDENT,1.0,13.0,16.0,10.0,0.0,LES BALLETS GRANDIVA LTD,1.0,200203.0,,NY,RTF01PC,1.0,3.0,3.0,3.0,A,A63,IN,,AR,A,PC,O,AR,A,,,,AR,AR,5602.0,5600.0,36061.0,0.0008737,1,C,Z,Les Ballets Grandiva Ltd,101 W. 67th St. Ste. 49e,New York,35620.0,35644.0,5602.0,A63,NY,10023.0,NEW YORK,A63,,0.0,3a,2001.0,0.0,3a,2001.0,12903.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,613000.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,12903.0,3a,2001.0,A63,A
16311,111630813,200106,2000,3403112,26114,13743620,13453422,462825,289316,0,0,14234654,781232,17663880,1498585,25649634,83333,0,25338619,27722103,1106952,2072469,0,0,0,0,0,0,0,0,0,0,0,0,0,22817,0,5392,S,4210458,3,7,0,0,462825,0,0,0,290198,0,0,0,0,0,4210458,2711873,-1293906,0,0,0,0,0,0,0,24231667,2891252,53184,205288,938625,0,0,4093187,3887899,0,0,0,62.0,N,8.0,1.0,200217.0,29490082143022.0,1.0,2001,8.0,Y,1.0,N,1.0,0.0,2000.0,11201-2711,11201.0,111630813200106.0,1116308132001.0,6,62.0,61.0,0.0,128 PIERREPONT ST,3.0,0.0,BROOKLYN,2.0,,1.0,11.0,15.0,10.0,0.0,THE BROOKLYN HISTORICAL SOCIETY,1.0,193412.0,,NY,RTF01PC,,4.0,,4.0,A,A80,IN,,AR,A,PC,O,AR,A,,,A82Z,AR,AR,5602.0,5600.0,36047.0,0.273787,1,N,Z,The Brooklyn Historical Society,45 Main St. #. 617,Brooklyn,35620.0,35644.0,5602.0,A80,NY,11201.0,BROOKLYN,A82,,3195230.0,1b,2001.0,0.0,1b,2001.0,19013425.0,3a,2001.0,10577855.0,1b,2001.0,5665008.0,3a,2001.0,971101.0,3a,2001.0,0.0,1b,2001.0,0.0,1b,2001.0,207882.0,1b,2001.0,16874456.0,1d,2002.0,PC,O,AR,A,IN,,0.0,1b,2001.0,62373.0,1b,2001.0,9852876.0,1b,2001.0,450.0,1b,2001.0,A82,A
16339,111631820,200106,2000,3065875,0,0,0,25336,63260,0,0,464879,464879,3530754,3492620,1253875,0,0,1273927,1289001,10048,35126,0,0,0,0,0,0,0,0,0,0,0,0,0,198258,241285,0,,3530754,3,7,0,25336,0,0,0,0,0,0,0,0,241285,0,3530754,38134,-48138,2317644,0,0,0,0,0,0,1263879,10754211,0,1052803,72025,0,0,11879039,10826236,0,0,0,46.0,N,6.0,1.0,200208.0,29490040018192.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,11206-7302,11206.0,111631820200106.0,1116318202001.0,6,46.0,30.0,32.0,860 PARK AVE,3.0,0.0,BROOKLYN,2.0,,1.0,11.0,15.0,10.0,0.0,BROOKLYN KINDERGARTEN SOCIETY TOMKINS CHILDREN CENTER,5.0,195207.0,,NY,RTF01PC,4.0,4.0,4.0,4.0,A,A20,IN,,AR,A,PC,O,AR,A,,,A20Z,AR,AR,5602.0,5600.0,36047.0,0.300831,1,N,Z,Brooklyn Kindergarten Society Tomkins Children Center,1360 Fulton St. Bldg 5. 513,Brooklyn,35620.0,35644.0,5602.0,B21,NY,11206.0,BROOKLYN,B21,,2906871.0,3a,2001.0,0.0,3a,2001.0,1230974.0,3a,2001.0,0.0,3a,2001.0,22801.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,158904.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,9200.0,3a,2001.0,944901.0,3a,2001.0,140700.0,3a,2001.0,B21,B
