,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
16728,133581282,96365,0,0,0,690,0,0,0,6870,6870,103235,246,40033,0,0,9341,40033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72297,0,-66117,0,,A51Z,,30938,1.0,2.0,1.0,1.0,MUSEUM OF ASIAN ART,% ANDREW PEKARIK,875 THIRD AVE,NEW YORK,NY,10022-6225,0.0,3.0,3.0,1000.0,199011.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,60.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A51Z,A51,,PF,O,AR,A,IN,,1992,A,A51Z,0.697329,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1992,A51,199212,NY,10022.0,NEW YORK,,,A,AR,AR,PF,O,AR,A,IN,,A51,A
16733,133582039,37378,0,0,0,0,0,974,2546,20897,11980,58275,52004,4262,0,0,6908,4262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9434,,A60Z,,49358,1.0,1.0,1.0,1.0,CAULDRON PRODUCTIONS INC,,100 PARK AVE 1105,NEW YORK,NY,10017-5516,0.0,3.0,3.0,2000.0,199102.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1992,A,A60Z,0.16262200000000002,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1993,A60,199308,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
16735,133582822,107783,0,0,0,5666,0,0,0,10417,10417,118200,45540,166379,0,0,93719,175809,0,9430,0,0,0,0,0,0,0,0,0,0,0,0,0,4751,0,0,,A6BZ,,118200,2.0,2.0,2.0,1.0,CANTERBURY CHORAL SOCIETY INC,,2 E 90TH ST,NEW YORK,NY,10128-0603,0.0,3.0,3.0,1000.0,199105.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,89.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1991,A,A6BZ,0.162054,10128.0,10128.0,5602.0,5600.0,36061.0,,AR,1992,A6B,199206,NY,10128.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
16738,133583223,39659,0,0,0,0,0,0,0,13787,13787,53446,54246,5991,0,0,6791,5991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13787,0,0,,A23Z,A60Z,53446,1.0,1.0,1.0,1.0,ISRAELI DANCE INSTITUTE INC,% JCRC,711 3RD AVE 12TH FL,NEW YORK,NY,10017-4014,0.0,3.0,3.0,2000.0,199102.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1992,A,A23Z,0.416179,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1993,A62,199306,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
16739,133584032,1228510,0,0,0,6758,0,0,0,6758,6758,1235268,1011524,515459,159519,0,426599,738484,134884,223025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,S21Z,,1235268,3.0,4.0,4.0,4.0,NEW 42ND ST INC,,330 W 42ND ST 23RD FLR,NEW YORK,NY,10036-6902,0.0,3.0,3.0,1000.0,199010.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,62.0,90.0,119.0,B9710,,1.0,1,1,6.0,1,36061.0,,S21Z,S21,,PC,O,PB,S,IN,,1992,S,S21Z,0.234614,10036.0,10036.0,5602.0,5600.0,36061.0,,PU,1993,A19,199306,NY,10036.0,NEW YORK,,,S,PU,OT,PC,O,PB,S,IN,,A1965,A
16743,133584516,1090904,0,0,0,13547,81194,921384,555489,1490420,569036,2581324,1136021,787819,102692,0,540562,1344438,276662,556619,787819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,1659940,4.0,4.0,4.0,4.0,FUND FOR INDEPENDENT PUBLISHING,% WACHTELL LIPTON ROSEN & KATZ,450 W 41ST ST 6TH FLR,NEW YORK,NY,10036-6807,0.0,3.0,3.0,1000.0,199201.0,1.0,15.0,1.0,13.0,0.0,10.0,12,NEW PRESS,120.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1992,A,A33Z,0.34634699999999996,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1992,A33,199212,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
16749,133585408,1901756,162238,0,0,109866,597220,220096,261921,988615,768519,3052609,2484574,1579694,101680,0,2332029,2643332,998705,1063638,0,0,0,0,0,0,0,0,0,0,0,0,145863,247158,0,3711,,A51Z,,2686650,4.0,4.0,4.0,4.0,AMERICAN CRAFT MUSEUM,% LENORE EISENKRAFT,40 W 53RD ST,NEW YORK,NY,10019-6112,0.0,3.0,3.0,2000.0,199202.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,60.0,119.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A51Z,A51,,PC,O,AR,A,IN,,1992,A,A51Z,0.27216599999999996,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1992,A51,199212,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A51,A
16755,133586119,82640,0,0,0,0,0,0,0,0,0,82640,79185,4124,0,0,669,4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A82I,,82640,1.0,1.0,1.0,1.0,FRIENDS OF THE STATUE OF LIBERTY NAT MONUMENT & ELLIS ISL FOUND INC,% KIRLIN CAMPBELL,17 BATTERY PL STE 1115,NEW YORK,NY,10004-1101,0.0,3.0,3.0,1000.0,199303.0,1.0,15.0,1.0,13.0,0.0,20.0,12,FOUNDATION INC,63.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A82I,A82,8.0,PC,O,AR,A,IN,,1992,A,A82I,0.67705,10004.0,10004.0,5602.0,5600.0,36061.0,,AR,1992,A82,199212,NY,10004.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A1180,A
16759,133586821,25693,0,0,0,127,5754,0,0,74257,74257,99950,92649,1026,6000,0,656,5146,5535,4120,1026,0,0,0,0,0,0,0,0,0,0,0,1546,72584,0,0,,A68Z,,98404,1.0,1.0,1.0,1.0,CONCERTS AT ST MARYS INC,,145 W 46TH ST,NEW YORK,NY,10036-8502,0.0,3.0,3.0,2000.0,199202.0,1.0,16.0,1.0,13.0,0.0,10.0,7,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.646892,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1992,A68,199207,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
16762,133587690,13688,0,0,0,2070,0,0,0,621734,621734,635422,237116,32665,0,0,5803,32665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371444,0,248220,0,,A84Z,,263978,1.0,3.0,2.0,2.0,THE QUINCENTENNIAL FOUNDATION (USA) INC,,305 7TH AVE 11TH FLOOR,NEW YORK,NY,10001,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,1,6.0,1,36061.0,,A84Z,A84,,PC,O,AR,A,IN,,1991,A,A84Z,0.499032,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1991,A84,199112,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A84,A
16774,133590722,136405,0,0,0,1250,6560,0,0,1250,1250,137655,97582,82597,7664,0,42524,82597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A68J,,137655,1.0,2.0,2.0,1.0,BERNSTEIN EDUCATION THROUGH THE ARTS FUND INC,,25 CENTRAL PARK W,NEW YORK,NY,10023-7253,0.0,3.0,3.0,1000.0,199105.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,149.0,59.0,B9710,,1.0,1,1,6.0,1,36061.0,,A68J,A68,6.0,PC,O,AR,A,IN,,1992,A,A68J,0.329524,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1992,A68,199212,NY,10023.0,NEW YORK,,,A,AR,AR,PC,S,ZB,,IN,,A1261,A
16775,133590723,70221,0,0,0,0,0,0,0,0,0,70221,50362,22657,0,0,2798,46828,0,24171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,70221,1.0,1.0,1.0,1.0,PACIFIC MUSIC FESTIVAL FOUNDATION INC,,25 CENTRAL PARK W STE 1Y,NEW YORK,NY,10023-7212,0.0,3.0,3.0,2000.0,199104.0,1.0,15.0,1.0,13.0,199412.0,20.0,12,,90.0,994.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1992,A,A60Z,0.8998219999999999,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1992,A11,199212,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A1168,A
16776,133590825,41551,34088,0,0,3758,8660,0,0,56797,56797,132436,125419,70109,0,0,143283,157184,78549,87075,0,0,0,0,0,0,0,0,0,0,0,0,1642,0,51397,0,,A82J,,130794,2.0,2.0,2.0,2.0,HISTORIC HOUSE TRUST OF NEW YORK CITY INC,,THE ARSENAL CENTRAL PARK,NEW YORK,NY,10021-0000,0.0,3.0,3.0,1000.0,199104.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,62.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A82J,A82,8.0,PC,O,AR,A,IN,,1992,A,A82J,0.510538,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1993,A82,199306,NY,10021.0,NEW YORK,,,A,AR,AR,PC,S,ZB,,IN,,A82,A
16778,133593002,61438,0,0,0,91,0,0,0,15629,15629,77067,74557,2509,14262,0,0,6090,0,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,537,,A76Z,,77067,1.0,1.0,1.0,1.0,NEON INC,,73 SPRING ST,NEW YORK,NY,10012-5800,0.0,3.0,3.0,1000.0,199410.0,1.0,15.0,1.0,13.0,0.0,10.0,6,LITERACY CHANNEL,92.0,0.0,0.0,B9702,1997.0,1.0,1,1,6.0,1,36061.0,,A76Z,A76,,PC,O,AR,A,IN,,1991,A,A76Z,0.734506,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A76,199206,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
16787,133593882,46299,0,0,0,80,0,0,0,43457,43457,89756,112289,-21397,0,0,81690,56360,80554,77757,0,0,0,0,0,0,0,0,0,0,0,0,0,6974,0,36403,,A65Z,,89756,1.0,1.0,1.0,2.0,ACTORS THEATRE WORKSHOP INC,,145 W 28TH ST,NEW YORK,NY,10001-6114,0.0,3.0,3.0,1000.0,199101.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,88.0,119.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.473233,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1993,A25,199306,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
16792,133596616,62647,0,0,0,0,0,0,0,0,0,62647,52013,1050,0,0,7416,8050,17000,7000,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,62647,1.0,1.0,1.0,1.0,LA GRAN PARADA CUBANA INC,,159 E 116TH ST,NEW YORK,NY,10029-1352,0.0,3.0,3.0,2000.0,199103.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,119.0,429.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1991,A,A99Z,0.741896,10029.0,10029.0,5602.0,5600.0,36061.0,,AR,1992,A99,199208,NY,10029.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
16794,133597458,1143,6595,0,0,0,0,0,0,33318,33318,41056,45863,-2363,0,0,4783,4325,0,6688,0,0,0,0,0,0,0,0,0,0,0,0,2339,28622,2357,0,,Z99Z,,38717,1.0,1.0,1.0,1.0,CRYSTAL QUILT INC,,532 LA GUARDIA PL 321,NEW YORK,NY,10012-1428,0.0,3.0,3.0,1000.0,199203.0,1.0,15.0,1.0,13.0,0.0,20.0,7,,123.0,149.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,,Z99Z,Z99,,PC,O,UN,Z,IN,,1991,Z,Z99Z,0.636677,10012.0,10012.0,5602.0,5600.0,36061.0,,UN,1992,A20,199207,NY,10012.0,NEW YORK,,,Z,UN,OT,PC,O,UN,Z,IN,,A40,A
16796,133597682,50517,0,0,0,0,0,0,0,0,0,50517,63702,-3976,0,0,9209,-3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,50517,0.0,1.0,1.0,1.0,RUBAD INC,% PAUL BILSKY,54 WHITE ST,NEW YORK,NY,10013-3508,0.0,3.0,3.0,1000.0,199303.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1992,A,A60Z,0.419799,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A60,199212,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
16800,133599589,123286,0,0,0,1617,0,0,0,1617,1617,124903,118567,10582,50000,0,19257,19188,15011,8606,10582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,124903,1.0,2.0,2.0,2.0,ANYONE CORPORATION,,41 W 25TH ST,NEW YORK,NY,10010-2021,0.0,3.0,3.0,1000.0,199106.0,1.0,15.0,1.0,13.0,0.0,10.0,9,,120.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1991,A,A33Z,0.897335,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1992,A33,199209,NY,10010.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
16812,133601954,23276,0,0,0,0,0,0,0,26837,26837,50113,35499,15526,0,0,912,15526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26837,0,0,,A20Z,,50113,1.0,1.0,1.0,1.0,EAST WEST CULTURAL STUDIES INC C/O MASAKO SOMOGYE,,PO BOX 54,NEW YORK,NY,10013-0054,0.0,3.0,3.0,2000.0,199102.0,1.0,15.0,1.0,13.0,199407.0,10.0,12,,602.0,994.0,93.0,B9710,,1.0,1,1,6.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1992,A,A20Z,0.552999,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A20,199212,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
16817,133602581,0,24211,0,0,0,0,0,0,13007,13007,37218,32626,16934,0,0,12342,16934,0,0,16934,0,0,0,0,0,0,0,0,0,0,0,0,12782,0,225,,A51Z,,37218,1.0,1.0,1.0,1.0,BOWERY ARTISTS INC,,121 WOOSTER ST,NEW YORK,NY,10012-3857,0.0,3.0,3.0,2000.0,199310.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,91.0,90.0,92.0,B9710,,1.0,1,1,6.0,1,36061.0,,A51Z,A51,,PC,O,AR,A,IN,,1991,A,A51Z,0.121255,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A51,199208,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A51,A
16818,133602582,0,36030,0,0,0,0,0,0,0,0,36030,32552,6128,0,0,2650,6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A51Z,,36030,1.0,1.0,1.0,1.0,PRINCE STREET ARTISTS INC,,121 WOOSTER ST,NEW YORK,NY,10012-3857,0.0,3.0,3.0,2000.0,199109.0,1.0,16.0,1.0,13.0,0.0,10.0,8,PRINCE STREET GALLERY,91.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A51Z,A51,,PC,O,AR,A,IN,,1991,A,A51Z,0.0440851,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A40,199208,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
16820,133603497,83546,0,0,0,0,6591,0,0,3388,3388,86934,81495,5439,0,0,0,5439,0,0,5439,0,0,0,0,0,0,0,0,0,0,0,0,3388,0,0,,A63Z,,86934,1.0,1.0,1.0,1.0,BALLET INC,,171 W 71ST ST APT 1F,NEW YORK,NY,10023-3837,0.0,3.0,3.0,1000.0,199105.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A63Z,A63,,PF,O,AR,A,IN,,1991,A,A63Z,0.151042,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1991,A63,199112,NY,10023.0,NEW YORK,,,A,AR,AR,PF,O,AR,A,IN,,A63,A
16827,133605389,23670,6556,0,0,0,0,0,45,45,45,30271,26891,9232,0,0,5853,9232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B77C,,30271,1.0,1.0,1.0,1.0,ARCHIVISTS ROUND TABLE OF METROPOLITAN NEW YORK INC,,PO BOX 151,NEW YORK,NY,10274-0151,0.0,3.0,3.0,2000.0,199205.0,1.0,15.0,1.0,13.0,0.0,20.0,6,C,119.0,123.0,94.0,B9710,,1.0,1,1,6.0,1,36061.0,,B77C,B77,7.0,PC,O,ED,B,IN,,1991,B,B77C,0.252844,10274.0,10274.0,5602.0,5600.0,36061.0,,ED,1992,B77,199206,NY,10274.0,NEW YORK,,,B,ED,ED,PC,O,ED,B,IN,,A80,A
16844,133609467,325000,0,0,0,1020,0,0,0,1020,1020,326020,287091,38929,4000,0,0,70874,0,31945,38929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A31Z,Q33Z,326020,1.0,2.0,2.0,2.0,MEDIA FOR INTERNATIONAL DEVELOPMENT INC,% KATZ SCHNEEBERG & CO P C,62 LEROY ST 3E,NEW YORK,NY,10014-3948,0.0,3.0,3.0,1000.0,199110.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,200.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A31Z,A31,,PF,O,AR,A,IN,,1992,A,A31Z,0.386554,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1992,A31,199212,NY,10014.0,NEW YORK,,,A,AR,AR,PF,O,AR,A,IN,,A31,A
16845,133609691,25835,0,0,0,344,0,0,0,344,344,26179,11201,16290,0,0,1312,16290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A30F,,26179,1.0,1.0,1.0,1.0,CENTER FOR MEDIA IN THE PUBLIC INTEREST INC,,455 W 56TH ST,NEW YORK,NY,10019-3652,0.0,3.0,3.0,1000.0,199108.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,149.0,559.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A30F,A30,3.0,PC,O,AR,A,IN,,1992,A,A30F,0.5280630000000001,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1992,A30,199212,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0530,A
16851,133613115,10997,8445,0,0,103,0,0,0,8614,8614,28056,23096,5161,0,0,201,5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7839,0,672,,Z99Z,,28056,1.0,1.0,1.0,1.0,NEW GROUP INC,% SCOTT ELLIOTT,36 W 44TH ST STE 908,NEW YORK,NY,10036-8102,0.0,3.0,3.0,3000.0,199107.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1991,A,A60Z,0.012314,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1992,A65,199208,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
16854,133614567,85000,9547,0,0,0,0,0,0,0,0,94547,83235,18368,16529,0,14436,18368,0,0,14682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,R22Z,94547,1.0,1.0,1.0,1.0,ISSUES AND VIEWS OPEN FORUM FOUNDATION INC,,PO BOX 4467,NEW YORK,NY,10163-4467,0.0,3.0,3.0,2000.0,199105.0,1.0,15.0,1.0,13.0,0.0,10.0,2,,120.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1992,A,A33Z,0.343991,10163.0,10163.0,5602.0,5600.0,36061.0,,AR,1993,A33,199302,NY,10163.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
16861,133615534,73000,0,0,0,0,0,0,0,0,0,73000,77612,-9854,0,0,1058,1346,6300,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,73000,1.0,1.0,1.0,1.0,NEW YORK REPERTORY THEATRE COMPANY INC,,112 E 71ST ST STE 2B,NEW YORK,NY,10021-5044,0.0,3.0,3.0,2000.0,199108.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,90.0,0.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.371516,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1992,A65,199212,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
16872,133618022,565,1500,0,0,681,0,0,0,32470,32470,34535,1904,21212,0,0,2214,21212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13633,0,18156,0,,Z99Z,,20902,1.0,1.0,1.0,1.0,INDIAN COMMUNITY CENTRE INC,,181 MELHORN RD,STATEN ISLAND,NY,10314-5555,0.0,3.0,3.0,1000.0,199212.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,429.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36085.0,,P84Z,P84,,PC,O,HS,P,IN,,1991,P,P84Z,0.011923399999999999,10314.0,10314.0,5602.0,5600.0,36085.0,,HU,1991,P84,199112,NY,10314.0,STATEN ISLAND,,,P,HU,HU,PC,O,HS,P,IN,,A23,A
16873,133618577,52199,0,0,0,0,10067,0,0,202453,202453,254652,241289,13363,24460,0,0,16160,0,2797,0,0,0,0,0,0,0,0,0,0,0,0,0,200653,1800,0,,A62Z,,254652,1.0,2.0,2.0,2.0,GOTHAM DANCE INC,,54 W 21 ST RM 502,NEW YORK,NY,10010-6908,0.0,3.0,3.0,1000.0,199109.0,1.0,16.0,1.0,13.0,199512.0,10.0,6,,90.0,995.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.628169,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1992,A62,199206,NY,10010.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
16880,133620017,64538,0,0,0,207,0,0,0,119103,119103,183641,166586,25106,0,0,8051,25106,0,0,25106,0,0,0,0,0,0,0,0,0,0,0,0,118896,0,0,,A65Z,,183641,1.0,2.0,2.0,2.0,DAR A LUZ INC,% ANITA DURST,12 CHARLES ST 5A,NEW YORK,NY,10014-3019,0.0,3.0,3.0,1000.0,199107.0,1.0,16.0,1.0,13.0,199512.0,10.0,12,,88.0,995.0,90.0,B9710,,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.9852040000000001,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1992,A65,199212,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
16893,133622559,33330,0,0,0,33,0,0,0,3,3,33333,32932,401,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,33333,1.0,1.0,1.0,1.0,LANDMARKS HARLEM INC,% THOMAS J BESS,127 W 127TH ST STE 428,NEW YORK,NY,10027-0000,0.0,3.0,3.0,1000.0,199202.0,1.0,15.0,1.0,13.0,199512.0,10.0,12,,994.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A82Z,A82,,PC,O,AR,A,IN,,1992,A,A82Z,0.35893600000000003,10027.0,10027.0,5602.0,5600.0,36061.0,,AR,1992,A82,199212,NY,10027.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
16898,133623815,7451,0,0,0,0,60,0,0,181130,181130,188581,138076,41492,2893,0,9647,68953,13660,27461,0,0,0,0,0,0,0,0,0,0,0,0,5000,157649,17980,501,,A62Z,,183581,1.0,2.0,2.0,2.0,GINA GIBNEY DANCE INC,% GINA GIBNEY,890 BROADWAY STUDIO 5 2,NEW YORK,NY,10003-0000,0.0,3.0,3.0,1000.0,199202.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,200.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.880151,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1992,A62,199206,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
16900,133624180,22379,0,0,0,0,0,0,0,30183,30183,52562,55534,-2972,0,0,5500,2528,5500,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,27683,0,2500,,A65Z,,52562,1.0,1.0,1.0,1.0,WILLOW CABIN THEATRE COMPANY INC,CIRCLE IN THE SQUARE THEATER SCHL,226 W 47TH ST 2ND FLR,NEW YORK,NY,10036-1411,0.0,3.0,3.0,2000.0,199409.0,1.0,15.0,1.0,13.0,0.0,10.0,5,,90.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.927326,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1992,A65,199205,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
