,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,DLN,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,censusTract,block,epostcard,SOURCE,KeyID,VERIFY
82688,131815385,NATIONAL ACADEMY OF TELEVISION ARTS & SCIENCES,NEW YORK CHAPTER,1375 BROADWAY AT 37TH,NEW YORK,NY,10018-0000,10018.0,JACQUELINE GONZALEZ,,6,0.0,197610.0,5.0,8.0,205.0,0.0,0.0,9.0,2000.0,2.0,1.0,1.0,3005.0,201308,2013,2012,2012,6.0,134271,1051433,627,0.0,0.0,4200.0,0.0,4200.0,0.0,0.0,0.0,4200.0,0.0,4200.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,69,1190600,1190600,1190600,182099.0,111875.0,19558.0,0.0,921544,269056,,909110.0,1065345,0.0,0.0,0.0,0.0,0.0,112821.0,0,0.0,0.0,796289.0,1065345,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201208.0,2012.0,93.0,139693.0,966248.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,1106427.0,863338.0,243089.0,153788.0,109100.0,18250.0,0.0,93,131815385_201308_990O,IN,,131815385201308,1318153852013,29493207067014.0,A32,A,36061.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.9374600000000001,A,513120.0,,,,,0,rtf13_990_VER,64490,0
83384,454000028,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES INC,,1697 BROADWAY STE 1001,NEW YORK,NY,10019-5904,10019.0,CAROLYN GRIPPI,S41,6,0.0,201401.0,1.0,8.0,0.0,0.0,0.0,6.0,2000.0,2.0,1.0,1.0,5966.0,201308,2013,2012,2012,6.0,0,4658854,20973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,14995,4694822,4694822,4694822,433475.0,818902.0,77107.0,0.0,4125007,569815,,0.0,6956565,,0.0,,0.0,0.0,0.0,1135895,,0.0,0.0,5820670,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,454000028_201308_990O,IN,,454000028201308,4540000282013,29493221029174.0,A32,A,36061.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.07579,A,513120.0,,,,,0,rtf13_990_VER,67273,0
85102,131087160,MAGAZINE PUBLISHERS OF AMERICA INC,,810 SEVENTH AVE 24TH FLOOR,NEW YORK,NY,10019-5873,10019.0,,,6,0.0,194209.0,1.0,12.0,200.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,8789230,76024,0.0,897998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5573296.0,0,5573296.0,3404,0.0,3404,3404.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,149349,9916005,9916005,15489301,2457193.0,1447127.0,221164.0,0.0,10478520,-562515,,8167480.0,8639600,0.0,0.0,0.0,0.0,0.0,611381.0,708117,7556099.0,0.0,7556099.0,7931483,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,rtf2014_990,201212.0,2012.0,93.0,0.0,8871441.0,0.0,111952.0,0.0,-566.0,0.0,0.0,0.0,101226.0,9982053.0,10625291.0,-643238.0,2773999.0,1432389.0,133575.0,0.0,93,131087160_201312_990O,IN,,131087160201312,1310871602013,29493249007004.0,A0333,A,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,1,AR,AR,AR,0.94645,A,813920.0,,,,,0,rtf13_990_VER,72727,0
87029,116036702,NORTH CHANNEL YACHT CLUB INC,,1622 CHURCH RD,BROAD CHANNEL,NY,11693-1105,11693.0,,,7,0.0,195712.0,1.0,4.0,904.0,602.0,328.0,3.0,1000.0,2.0,1.0,1.0,0.0,201404,2014,2013,2013,7.0,0,46545,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,46652,46652,46652,0.0,0.0,0.0,0.0,80450,-33798,,403342.0,358845,0.0,0.0,0.0,0.0,0.0,97402.0,86703,213213.0,179415.0,305940.0,272142,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201304.0,2013.0,93.0,0.0,54298.0,0.0,204.0,0.0,0.0,0.0,0.0,9561.0,90000.0,154063.0,76782.0,77281.0,0.0,0.0,0.0,0.0,93,116036702_201404_990O,IN,,116036702201404,1160367022014,29493270003034.0,A32,A,36081.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.9426399999999999,A,513120.0,,,,,0,rtf13_990_VER,80435,0
88575,132579031,PERIODICAL & BOOK ASSOCIATION OF AMERICA INC,,481 EIGHTH AVE STE 526,NEW YORK,NY,10001-1809,10001.0,,,6,0.0,196712.0,1.0,10.0,200.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201310,2013,2012,2012,6.0,142203,112965,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11125,266588,266588,266588,0.0,0.0,6090.0,0.0,264376,2212,,343130.0,322400,0.0,0.0,0.0,0.0,0.0,22942.0,0,320188.0,322400.0,320188.0,322400,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201210.0,2012.0,93.0,148188.0,125094.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,393.0,273883.0,227146.0,46737.0,0.0,72616.0,5992.0,0.0,93,132579031_201310_990O,IN,,132579031201310,1325790312013,29493284153094.0,A33,A,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.73009,C,511100.0,,,,,0,rtf13_990_VER,84744,0
88960,204021694,DEERFIELD CINEMA HOLDING COMPANY,,PO BOX 5005,NEW YORK,NY,10163-5005,10163.0,MATTHEW C CARBONE,S47,25,0.0,200707.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,25.0,0,1472876,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1472876,1472876,1472876,0.0,0.0,0.0,0.0,158017,1314859,,17666674.0,1,0.0,0.0,0.0,0.0,0.0,366541.0,0,17300133.0,-16964641.0,336131.0,0,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,rtf2014_990,201212.0,2012.0,93.0,0.0,1768771.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1768773.0,454594.0,1314179.0,0.0,0.0,0.0,0.0,93,204021694_201312_990O,IN,,204021694201312,2040216942013,29493291011054.0,A31,A,36061.0,5602.0,5600.0,A31,A,O,O,AR,A,A,1,AR,AR,AR,0.85141,A,512110.0,,,,,0,rtf13_990_VER,85862,0
89342,953523323,AIRLINE PASSENGER EXPERIENCE ASSOCIATION INC,,355 LEXINGTON AVE FL 15,NEW YORK,NY,10017-6603,10017.0,JOHN L FIEGEL-EXECUTIVE DIRECTOR,S41,6,0.0,200907.0,1.0,12.0,205.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,2400,2572378,74664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216089.0,0,216089.0,-11089,0.0,-11089,-11089.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1559,2639912,2639912,2856001,0.0,0.0,0.0,0.0,2589592,50320,,3007834.0,3172992,0.0,0.0,0.0,0.0,0.0,368156.0,435283,2639678.0,0.0,2639678.0,2737709,Y,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,rtf2014_990,201212.0,2012.0,93.0,0.0,2403382.0,0.0,13512.0,0.0,4920.0,0.0,0.0,0.0,17300.0,2439114.0,2353435.0,85679.0,0.0,0.0,0.0,0.0,93,953523323_201312_990O,IN,,953523323201312,9535233232013,29493305004214.0,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.8535200000000001,A,510000.0,,,,,0,rtf13_990_VER,87440,1
89709,113057468,BROOKLYN CHAPTER AMERICAN INSTITUTE OF ARCHITECTS,,41 2ND ST,BROOKLYN,NY,11231-4801,11231.0,RAYMOND T MELLON,,6,0.0,200101.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,55525,0,873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,72998.0,37794.0,35204.0,0.0,0.0,0.0,72998,37794,35204,30915,23418,7497,0,99099,99099,160311,0.0,0.0,0.0,0.0,42231,56868,,499620.0,556486,,0.0,,0.0,0.0,0.0,0,,556486.0,499620.0,556486,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,92.0,0.0,42813.0,0.0,977.0,0.0,0.0,0.0,19948.0,14547.0,0.0,78285.0,45634.0,32651.0,0.0,0.0,0.0,0.0,93,113057468_201312_990O,IN,,113057468201312,1130574682013,29493312011054.0,A03,A,36047.0,5602.0,5600.0,A03,A,O,O,AR,A,A,1,AR,AR,AR,0.025519999999999998,B,813920.0,,,,,0,rtf13_990_VER,88501,0
92306,131855535,CHILDRENS BOOK COUNCIL INC,,54 W 39TH ST FL 14,NEW YORK,NY,10018-2039,10018.0,,,6,0.0,195009.0,1.0,6.0,205.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,274274,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,27259,301533,301533,301533,80822.0,77324.0,10696.0,0.0,300065,1468,,558019.0,185590,0.0,0.0,0.0,0.0,0.0,329889.0,10403,0.0,0.0,228130.0,175187,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,core2012co,201206.0,2012.0,93.0,0.0,659922.0,0.0,821.0,0.0,0.0,0.0,0.0,0.0,38895.0,699638.0,608745.0,90893.0,127829.0,120088.0,20889.0,0.0,93,131855535_201312_990O,IN,,131855535201312,1318555352013,29493347043004.0,A33,A,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.11548,C,511100.0,,,,,0,rtf13_990_VER,97293,0
92614,112910678,PROCTOR HOPSON POST MEMORIAL ASSOCIATION INCORPORATED,,11002 MERRICK BLVD,JAMAICA,NY,11433-3441,11433.0,,S80,5,0.0,201412.0,1.0,12.0,907.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,5.0,300,0,1831,0.0,0.0,114930.0,0.0,114930.0,8203.0,0.0,8203.0,106727.0,0.0,106727.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,57947.0,44134.0,13813.0,57947,44134,13813,170634,92783,77851,2548,203070,203070,348190,0.0,52048.0,5301.0,0.0,243266,-40196,,0.0,988060,,0.0,,0.0,0.0,0.0,0,,0.0,0.0,988060,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,112910678_201312_990O,IN,,112910678201312,1129106782013,29493347058054.0,A80,A,36081.0,5602.0,5600.0,A80,A,O,O,AR,A,A,1,AR,AR,AR,0.79015,B,712120.0,,,,,0,rtf13_990_VER,97612,0
93069,131505524,AMERICAN INSTITUTE OF ARCHITECTS,N Y CHAPTER,536 LAGUARDIA PL,NEW YORK,NY,10012-1401,10012.0,,,6,0.0,194208.0,1.0,12.0,205.0,40.0,279.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,1533607,2387123,155927,0.0,0.0,316847.0,0.0,316847.0,0.0,0.0,0.0,316847.0,0.0,316847.0,827909.0,0,827909.0,47581,0.0,47581,47581.0,415256.0,725635.0,-310379.0,0.0,0.0,0.0,415256,725635,-310379,0,0,0,0,4130706,4130706,5684250,247284.0,1214320.0,117744.0,0.0,3992697,138009,,7110187.0,7689662,0.0,0.0,0.0,0.0,0.0,424961.0,488655,0.0,0.0,6685226.0,7201007,Y,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,2445865.0,0.0,87000.0,147896.0,369.0,0.0,1075532.0,0.0,0.0,3756662.0,3745092.0,11570.0,233028.0,1155035.0,115971.0,0.0,93,131505524_201312_990O,IN,,131505524201312,1315055242013,29493347112174.0,A40,A,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.20481999999999997,B,710000.0,,,,,0,rtf13_990_VER,98668,0
94704,954104212,CA ENTERTAINMENT & COMMUNICATION GUILD,,10917 72ND RD STE 6R,FOREST HILLS,NY,11375-5336,11375.0,,,9,0.0,198707.0,2.0,12.0,998.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201212,2012,2012,2012,4.0,0,0,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-146771,-146035,-146035,-146035,0.0,0.0,0.0,0.0,147507,-293542,,3776405.0,3482864,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3776405.0,3482864,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201112.0,2011.0,93.0,0.0,550000.0,0.0,1926.0,0.0,0.0,0.0,0.0,0.0,224023.0,775949.0,327904.0,448045.0,0.0,0.0,0.0,0.0,93,954104212_201212_990O,IN,,954104212201212,9541042122012,29493362204053.0,A30,A,36081.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.8919,A,510000.0,,,,,0,rtf13_990_VER,108513,0
95367,130431735,AMERICAN GUILD OF VARIETY ARTISTS,,363 7TH AVE FL 17,NEW YORK,NY,10001-3904,10001.0,,,5,0.0,195711.0,5.0,3.0,263.0,0.0,0.0,2.0,3000.0,2.0,1.0,1.0,0.0,201303,2013,2012,2012,5.0,0,902856,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6315,909322,909322,909322,45600.0,288304.0,25615.0,0.0,724649,184673,,1516794.0,1698718,0.0,0.0,0.0,0.0,0.0,36151.0,35077,1480643.0,1663641.0,1480643.0,1663641,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201203.0,2012.0,93.0,0.0,873799.0,0.0,603.0,0.0,0.0,0.0,0.0,0.0,55028.0,929430.0,716995.0,212435.0,22700.0,304985.0,24546.0,0.0,93,130431735_201303_990O,IN,,130431735201303,1304317352013,93493015000404.0,A99,A,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.70506,C,710000.0,,,,,0,rtf13_990_VER,113900,0
95561,131520977,ART & ANTIQUE DEALERS LEAGUE OF AMERICA INC,,PO BOX 2066,NEW YORK,NY,10021-0052,10021.0,,,6,0.0,197601.0,1.0,9.0,119.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201309,2013,2012,2012,6.0,0,73125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,73125,73125,73125,0.0,0.0,0.0,0.0,160814,-87689,,103167.0,15478,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,103167.0,15478,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201209.0,2012.0,93.0,0.0,72538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448840.0,1521378.0,1554132.0,-32754.0,0.0,0.0,0.0,0.0,93,131520977_201309_990O,IN,,131520977201309,1315209772013,93493019001034.0,A0380,A,36061.0,5602.0,5600.0,A038,A,O,O,AR,A,A,1,AR,AR,AR,0.38090999999999997,A,813920.0,,,,,0,rtf13_990_VER,115236,0
96391,133398825,ACTORS EQUITY HOLDING CORPORATION,,165 WEST 46TH STREET,NEW YORK,NY,10036-2501,10036.0,,,2,0.0,198712.0,1.0,3.0,912.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201303,2013,2012,2012,2.0,0,1340000,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6000,1346017,1346017,1346017,0.0,0.0,0.0,0.0,4212,1341805,,2080799.0,6082658,0.0,0.0,0.0,4000000.0,0.0,0.0,4115442,0.0,0.0,2080799.0,1967216,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201203.0,2012.0,93.0,0.0,0.0,0.0,27.0,1240000.0,0.0,0.0,0.0,0.0,300.0,1240327.0,11647.0,1228680.0,0.0,0.0,0.0,0.0,93,133398825_201303_990O,IN,,133398825201303,1333988252013,93493037000344.0,A1965,A,36061.0,5602.0,5600.0,A196,A,O,O,AR,A,A,1,AR,AR,AR,0.12608,A,813219.0,,,,,0,rtf13_990_VER,120952,0
96453,264547952,ACTORS EQUITY CHICAGO HOLDING CORP,,165 WEST 46TH STREET,NEW YORK,NY,10036-2501,10036.0,OFFICE OF THE COMPTROLLER,S47,2,0.0,201008.0,1.0,3.0,0.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201303,2013,2012,2012,2.0,0,394741,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6000,400741,400741,400741,0.0,0.0,0.0,0.0,401125,-384,,6281819.0,6288798,0.0,0.0,0.0,0.0,0.0,6574.0,192,0.0,0.0,6275245.0,6288606,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201203.0,2012.0,93.0,0.0,0.0,0.0,0.0,35968.0,0.0,0.0,0.0,0.0,0.0,35968.0,372155.0,-336187.0,0.0,0.0,0.0,0.0,93,264547952_201303_990O,IN,,264547952201303,2645479522013,93493037011274.0,A1965,A,36061.0,5602.0,5600.0,A196,A,O,O,AR,A,A,1,AR,AR,AR,0.32616,A,813219.0,,,,,0,rtf13_990_VER,121355,0
101710,136274650,NEW YORK WOMEN IN COMMUNICATIONS INC,,355 LEXINGTON AVE FL 15,NEW YORK,NY,10017-6603,10017.0,LYNN OSBORNE,S41,6,0.0,200302.0,1.0,5.0,0.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201305,2013,2012,2012,6.0,0,993131,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,993279,993279,993279,0.0,0.0,0.0,0.0,948986,44293,,673032.0,546558,0.0,0.0,0.0,0.0,0.0,352588.0,181821,0.0,0.0,320444.0,364737,Y,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201205.0,2012.0,93.0,719829.0,261252.0,0.0,629.0,0.0,0.0,0.0,-360557.0,0.0,0.0,621153.0,570991.0,50162.0,0.0,0.0,0.0,0.0,93,136274650_201305_990O,IN,,136274650201305,1362746502013,93493105011604.0,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.7377600000000001,A,510000.0,,,,,0,rtf13_990_VER,147335,0
102260,262752840,CHAO CHIU ASSOCIATION INC,,207 CANAL ST FL 3,NEW YORK,NY,10013-4125,10013.0,,A20,4,0.0,200806.0,1.0,12.0,0.0,0.0,0.0,3.0,3000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,4.0,237012,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,237012,237012,237012,0.0,0.0,0.0,0.0,135771,101241,,83212.0,184453,0.0,0.0,0.0,0.0,0.0,0.0,0,83212.0,184453.0,83212.0,184453,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,57420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57420.0,51315.0,6105.0,0.0,0.0,0.0,0.0,93,262752840_201312_990O,IN,,262752840201312,2627528402013,93493115006254.0,A20,A,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,1,AR,AR,AR,0.63503,B,710000.0,,,,,0,rtf13_990_VER,149560,0
102367,132857274,BOOK INDUSTRY STUDY GROUP INC,,145 W 45TH ST,NEW YORK,NY,10036-4008,10036.0,,A33E,6,0.0,197609.0,1.0,6.0,200.0,209.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201306,2013,2012,2012,6.0,0,987632,5214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150,992996,992996,992996,227209.0,212709.0,26652.0,0.0,993177,-181,,415388.0,415207,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,415388.0,415207,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201206.0,2012.0,93.0,0.0,989702.0,0.0,4454.0,0.0,0.0,0.0,0.0,0.0,93.0,994249.0,994484.0,-235.0,206900.0,165430.0,26467.0,0.0,93,132857274_201306_990O,IN,,132857274201306,1328572742013,93493118004274.0,A0533,A,36061.0,5602.0,5600.0,A053,A,O,O,AR,A,A,1,AR,AR,AR,0.16068,A,541720.0,,,,,0,rtf13_990_VER,149929,0
103015,222701258,BOOKBINDERS GUILD OF NEW YORK INC,,156 WEST 56 TH STREET NO 1804,NEW YORK,NY,10019-0000,10019.0,FRUCHTER ROSEN & COMPANY P C,,6,0.0,198610.0,5.0,12.0,200.0,229.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,15000,102929,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,117976,117976,117976,0.0,0.0,0.0,0.0,109535,8441,,81055.0,89496,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81055.0,89496,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,20150.0,135983.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,156194.0,160885.0,-4691.0,0.0,0.0,0.0,0.0,93,222701258_201312_990O,IN,,222701258201312,2227012582013,93493122006474.0,A20,A,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,1,AR,AR,AR,0.8724299999999999,C,710000.0,,,,,0,rtf13_990_VER,152469,0
103113,133211019,INDIAN DIAMOND & COLORSTONE ASSOC INC,,56 W 45TH ST STE 705,NEW YORK,NY,10036-4215,10036.0,,,6,0.0,198507.0,1.0,12.0,200.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,435857,2124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,437981,437981,437981,0.0,44000.0,3598.0,0.0,411571,26410,,361664.0,384601,0.0,0.0,0.0,0.0,0.0,39193.0,35720,0.0,0.0,322471.0,348881,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,411400.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,411986.0,360506.0,51480.0,0.0,47877.0,3910.0,0.0,93,133211019_201312_990O,IN,,133211019201312,1332110192013,93493123004014.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.48308,A,710000.0,,,,,0,rtf13_990_VER,152870,0
