,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA
28844,223527668,201006,201048.0,29491310061170,A40Z,N,Y,0.0,1.0,2009,2.0,6.0,3.0,3,60.0,0,0,11100,16304,0,0,0,0,70654,105264,-34610,6500,0,0,1895304,0,397151,0,397151,389438,1606712,0,62952,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,43250,0,59654,0,105264,87599,6500,87599,0,3626,0,0,1138442,389438,1505866,533,0,0,0,0,0,0,0,0,0,1278209,0,1,0,2542,0,2543,68000,3168,63500,81630,216298,0,0,0,0,0,0,0,0,0,0,41968,42933,55902,44905,185708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,223527668201006,2235276682010,rtf09pf,533,0,10017.0,YATES ART FOUNDATION INC,L WOLLIN,866 UN PLAZA STE 508,NEW YORK,NY,10017-1849,0.0,3.0,1.0,199803.0,1.0,3.0,60.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.17719000000000001,B,A12,A,36061.0,5602.0,5600.0
29159,223668584,200906,201023.0,93491137008270,A54,N,Y,0.0,1.0,2008,2.0,5.0,1.0,3,0.0,5000,0,0,0,0,0,0,0,5000,5000,0,5000,0,0,958984,0,0,0,0,1,348943,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,5000,0,5000,0,0,0,0,0,348943,0,958984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,223668584200906,2236685842009,rtf09pf,0,0,10016.0,CWJ CLASSIC AUTOMOBILE MUSEUM INC,BEHAN LING & RUTA CPAS PC,475 PARK AVENUE SOUTH 31/FL,NEW YORK,NY,10016-0000,0.0,3.0,1.0,200009.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,,0,N,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.71592,A,A50,A,36061.0,5602.0,5600.0
30294,226799567,200912,201052.0,29491345019130,T23,N,Y,0.0,25.0,2009,2.0,9.0,8.0,3,0.0,6344389,86844,1198630,-4155430,366173,1305090,350461,0,5860813,12903088,-7042275,9370980,1437875,1437875,150230120,300738,10460742,805481,11566961,942801,150230120,0,2685865,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,715117,520862,2000591,3671854,12903088,562716,9370980,562716,2233979,235720,0,49530108,150230120,0,149287319,0,0,0,0,0,0,0,0,0,0,54535320,0,1437875,1589300,4505078,2472534,10004787,10754757,11654134,15750555,17112715,55272161,0,0,0,0,0,0,0,0,0,0,1790577,2483081,3003385,2127425,9404468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,226799567200912,2267995672009,rtf09pf,0,0,10011.0,SHELLEY & DONALD RUBIN CULTURAL TR UA 05111999,SHELLEY & DONALD RUBIN CULTURAL T,150 W 17TH ST,NEW YORK,NY,10011-5402,0.0,3.0,2.0,199908.0,1.0,3.0,0.0,0.0,0.0,2.0,25.0,201012.0,1.0,12,RUBIN MUSEUM OF ART,,0,N,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.62421,A,A50,A,36061.0,5602.0,5600.0
32797,237013433,200810,,29491080031149,,,,,,2007,,,,3,,774776,70873,18040,0,0,0,0,71430,863689,81597,782092,71430,88913,0,3273282,0,117688,0,117688,0,3473750,0,146942,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,88913,0,10167,0,0,0,0,1465594,0,0,0,0,3273282,1778,0,0,1844,0,0,0,0,66,1778,2983593,145164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,237013433200810,2370134332008,CORE08pf,0,0,10023.0,MARC GALLER RESEARCH FOUNDATION INC,,,NEW YORK,NY,10023-2005,0.0,3.0,1.0,196904.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,10,,,0,N,,A054,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7598199999999999,B,A0540,A,36061.0,5602.0,5600.0
33051,237044630,201005,201047.0,29491303043250,,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,119.0,90,0,0,0,0,0,0,0,90,250,-160,0,0,0,1088,0,0,0,0,0,1088,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,250,0,0,0,0,1088,0,0,1088,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,237044630201005,2370446302010,rtf09pf,0,0,10025.0,RIVERSIDE THEATER WORKSHOP INC,,280 RIVERSIDE DR APT 10E,NEW YORK,NY,10025-9027,0.0,3.0,1.0,196912.0,1.0,4.0,119.0,59.0,0.0,1.0,1.0,0.0,1.0,5,,,0,N,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.30317,B,A65,A,36061.0,5602.0,5600.0
33140,237055841,200912,201023.0,29491149012200,,N,Y,0.0,1.0,2009,3.0,6.0,5.0,3,119.0,0,0,44311,-213267,0,0,0,64916,-168956,123129,-292085,64916,39946,0,1367596,0,901482,344306,1245788,0,1353288,0,60589,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,44311,0,58213,4365,0,4365,0,11751,0,82047,1353288,0,1367596,799,0,0,1436,0,0,0,0,637,799,1230230,59790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,237055841200912,2370558412009,rtf09pf,-637,0,10158.0,THE AMERICAN INDONESIAN CULTURAL AND EDUCATIONAL FOUNDATION INC,,605 3RD AVE RM 1501,NEW YORK,NY,10158-1599,0.0,3.0,1.0,197002.0,1.0,4.0,119.0,602.0,40.0,1.0,1.0,0.0,1.0,12,,,0,N,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5562199999999999,A,A23,A,36061.0,5602.0,5600.0
33583,237170979,200912,201024.0,29491142125140,,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,90.0,0,0,0,0,0,2000,0,0,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,237170979200912,2371709792009,rtf09pf,0,0,10024.0,CREATIVE OPERA COMPANY LTD,FRANCES EBERMAN,101 W 85TH ST STE 34,NEW YORK,NY,10024-4452,0.0,3.0,1.0,198008.0,1.0,4.0,90.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A6A,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.60687,A,A6A,A,36061.0,5602.0,5600.0
33612,237179844,201001,201024.0,29491149074210,,N,Y,0.0,1.0,2009,3.0,3.0,3.0,3,602.0,54272,0,91,0,0,0,0,53754,54363,53816,547,0,90,90,94713,0,0,0,0,0,94713,0,3113,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,90,90,62,0,0,0,0,0,0,0,94713,0,94713,2,0,0,0,0,0,0,0,0,2,63213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,237179844201001,2371798442010,rtf09pf,2,0,11234.0,RANDI PRESS FOUNDATION,,2284 FLATBUSH AVE,BROOKLYN,NY,11234-4518,0.0,3.0,1.0,197302.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,1,,,0,N,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.70038,A,A33,A,36047.0,5602.0,5600.0
33848,237292189,200912,201034.0,29491212117070,,N,Y,0.0,1.0,2009,3.0,1.0,2.0,3,119.0,0,168,0,-10125,0,0,0,18250,-9957,18610,-28567,18250,168,0,4940,0,0,0,0,0,4940,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,168,0,360,0,0,0,0,0,0,0,4940,0,4940,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,237292189200912,2372921892009,rtf09pf,2,0,10016.0,INSTITUTE OF CHINESE PERFORMING ARTS INC,THOMAS SHIAH,600 THIRD AVE 22N,NEW YORK,NY,10016-1901,0.0,3.0,3.0,197312.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5583899999999999,A,A60,A,36061.0,5602.0,5600.0
33858,237296158,200912,201023.0,29491135050030,,N,Y,0.0,1.0,2009,3.0,4.0,1.0,3,602.0,0,504,0,0,0,0,0,151054,504,175274,-174770,157274,0,0,345304,0,0,0,0,0,345304,0,19469,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,504,0,24220,1000,6220,1000,0,0,0,0,345304,0,345304,0,0,0,3042,0,0,0,0,0,0,395304,19469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,237296158200912,2372961582009,rtf09pf,-3042,3042,10178.0,THE LUTECE FOUNDATION INC,KELLY DRYE WARREN CLARK CARR & EL,101 PARK AVENUE,NEW YORK,NY,10178-0002,0.0,3.0,1.0,197212.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.6097199999999999,A,A11,A,36061.0,5602.0,5600.0
34017,237361022,200909,201023.0,29491142017090,,N,Y,0.0,1.0,2008,3.0,7.0,7.0,3,60.0,0,0,218713,-1621505,4708,19469,0,0,-1378615,362940,-1741555,241428,93907,218713,8522852,0,604667,7123322,7727989,7836,8658484,0,458237,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1788,204723,218713,362940,110816,241428,110816,0,43731,0,0,8658484,7125,8515016,1878,0,0,7920,0,0,0,0,6042,1878,9304310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,237361022200909,2373610222009,rtf09pf,-6042,0,11101.0,THE NEUSTADT COLLECTION OF TIFFANY GLASS,,5-26 46TH AVENUE,LONG ISLAND CITY,NY,11101-5229,0.0,3.0,2.0,197404.0,1.0,4.0,60.0,0.0,0.0,1.0,1.0,0.0,1.0,9,,,0,N,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.65225,C,A40,A,36081.0,5602.0,5600.0
34071,237381454,200809,,29491292116068,,,,,,2007,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,237381454200809,2373814542008,CORE08pf,0,0,10036.0,PHILHARMONIA EREDE INC,,,NEW YORK,NY,10036-6315,0.0,3.0,2.0,197411.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,,0,N,,A69,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8223600000000001,A,A69,A,36061.0,5602.0,5600.0
34140,237412320,200912,201024.0,29491142161160,,N,Y,0.0,1.0,2009,3.0,2.0,1.0,3,994.0,0,33,0,0,0,0,0,1930,33,2051,-2018,1930,33,33,14616,0,0,0,0,0,14616,0,780,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,33,33,121,0,0,0,0,0,0,0,14616,0,14616,1,0,0,0,0,0,0,0,0,1,15836,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,237412320200912,2374123202009,rtf09pf,1,0,10019.0,FLARE FOUNDATION FOR THE ARTS INC,,200 CENTRAL PARK S,NEW YORK,NY,10019-1436,0.0,3.0,2.0,197411.0,1.0,4.0,994.0,119.0,64.0,1.0,1.0,0.0,1.0,12,,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.81897,B,A12,A,36061.0,5602.0,5600.0
34323,237443020,200912,201051.0,29491338097030,,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,602.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,237443020200912,2374430202009,rtf09pf,0,0,10023.0,ABC BROADCASTING FOUNDATION INC,,77 W 66TH ST 6TH FL,NEW YORK,NY,10023-6201,0.0,3.0,1.0,197504.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.44861999999999996,A,A30,A,36061.0,5602.0,5600.0
36530,260007057,200712,,29491153163068,A80,,,,,2007,,,,3,,310,234,0,0,0,0,0,200,544,626,-82,200,234,234,8418,0,0,0,0,0,8418,0,414,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,234,234,426,426,0,0,0,1014,0,0,0,0,8418,5,0,0,0,0,0,0,0,0,5,8418,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,260007057200712,2600070572007,CORE08pf,0,0,10163.0,R E YOCOM FOUNDATION,,,NEW YORK,NY,10163-3767,0.0,3.0,1.0,200206.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,200412.0,1.0,12,,,0,N,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9297,B,A80,A,36061.0,5602.0,5600.0
36793,260273135,200912,201039.0,29491247066140,T23,N,Y,0.0,1.0,2009,3.0,4.0,5.0,3,0.0,650000,311,0,0,0,0,0,0,650311,539606,110705,539606,311,311,428207,0,0,0,0,0,428207,0,3755,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,311,311,539606,0,539606,0,0,178207,0,0,428207,0,428207,6,0,0,0,0,0,0,0,0,6,76235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,260273135200912,2602731352009,rtf09pf,6,0,10022.0,FLAG ART FOUNDATION,MSD CAPITAL LP,645 5TH AVE FL 21,NEW YORK,NY,10022-5922,0.0,3.0,1.0,200712.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.5653100000000001,B,A12,A,36061.0,5602.0,5600.0
39072,261908110,200712,,29491271035228,A70,,,,,2007,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,261908110200712,2619081102007,CORE08pf,0,0,10471.0,KEREN ANSHEI CHAYIL FUND,,,BRONX,NY,10471-1817,0.0,3.0,1.0,200809.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,201112.0,10.0,12,,,0,N,,A70,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.82262,B,A70,A,36005.0,5602.0,5600.0
39096,261946644,200912,201032.0,29491100040050,A25,N,Y,0.0,1.0,2009,2.0,1.0,3.0,3,0.0,54740,0,0,0,0,0,0,0,54740,50464,4276,0,0,0,0,0,0,0,0,0,0,0,207,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,50464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,207,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,261946644200912,2619466442009,rtf09pf,0,0,11231.0,ART-Z GROUP LTD,ELLIOTT ARKIN,144 UNION ST,BROOKLYN,NY,11231-2908,0.0,3.0,2.0,200908.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5078199999999999,B,A25,A,36047.0,5602.0,5600.0
39322,262273424,200912,201025.0,29491156029090,A23,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,0.0,950,0,0,0,0,0,0,0,950,0,950,0,0,0,950,0,0,0,0,0,950,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,950,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,262273424200912,2622734242009,rtf09pf,0,0,10012.0,FRIENDS OF BIBLIOTHECA ALEXANDRINA FOUNDATION,RHONDA R SHEARER,62 GREENE ST,NEW YORK,NY,10012-4346,0.0,3.0,1.0,200906.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,12,,,3,N,,A23,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.13745,B,A23,A,36061.0,5602.0,5600.0
39479,262506162,200812,,29491157305099,A31,,,,,2008,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,262506162200812,2625061622008,CORE08pf,0,0,10012.0,HARMONY INSTITUTE INC,,,NEW YORK,NY,10012-3367,0.0,3.0,2.0,200902.0,1.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,12,,,0,N,,A31,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.54579,B,A31,A,36061.0,5602.0,5600.0
39825,262940392,200912,201038.0,29491240095080,A50,N,Y,0.0,1.0,2009,2.0,6.0,3.0,3,0.0,97595,0,0,0,0,0,0,0,97595,105784,-8189,95580,0,0,1030736,0,0,0,0,0,1030736,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,105784,0,95580,0,3028,3330,0,0,1030736,0,1030736,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,95580,74976,0,0,170556,1,1038925,0,0,1038926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,262940392200912,2629403922009,rtf09pf,0,0,10001.0,LEE YOUNG HEE MUSEUM OF KOREAN CULTURE,JONGSUK SUNG LEE,2 W 32ND ST STE 301,NEW YORK,NY,10001-0392,0.0,3.0,2.0,200901.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.71523,A,A50,A,36061.0,5602.0,5600.0
40532,263815138,200911,201047.0,29491303016180,A25,N,Y,0.0,1.0,2008,2.0,6.0,6.0,3,0.0,3545000,4,0,0,0,0,0,0,3545004,70687,3474317,70687,4,4,3474317,0,0,0,0,0,3474317,0,253,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4,4,70687,0,70687,0,0,9317,0,0,3474317,0,3474317,0,0,0,0,0,0,0,0,0,0,5159,0,4,0,0,0,4,70687,0,0,0,70687,3474318,0,0,0,3474318,3465000,0,0,0,3465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,263815138200911,2638151382009,rtf09pf,0,0,10022.0,PENNWICK FOUNDATION,ELMROCK CAPITAL INC,150 E 52ND ST 8TH FLR,NEW YORK,NY,10022-6017,0.0,3.0,1.0,200907.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,11,,,0,N,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.06602000000000001,B,A25,A,36061.0,5602.0,5600.0
40727,263903732,200912,201028.0,29491177040170,A12,N,Y,0.0,1.0,2009,3.0,5.0,2.0,3,0.0,0,18999,0,0,0,0,0,38175,18999,43612,-24613,41955,17342,0,955373,0,0,0,0,0,955373,0,47767,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,18999,0,5437,1657,3780,1657,0,955373,0,0,955373,0,955373,173,0,0,0,0,173,0,0,0,173,969897,47594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,263903732200912,2639037322009,rtf09pf,0,0,10022.0,SORGENTE GROUP FOUNDATION FOR ART AND CULTURE,VERONICA MAINETTI,805 THIRD AVE 18TH FLR,NEW YORK,NY,10022-7513,0.0,3.0,1.0,200904.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.57791,B,A12,A,36061.0,5602.0,5600.0
41628,270001015,200912,201051.0,29491338085060,A12,N,Y,0.0,1.0,2009,3.0,6.0,4.0,3,0.0,0,9987,33396,-99305,0,3412,6000,101000,-52510,112209,-164719,105206,40192,0,1248541,91891,648561,82747,823199,0,1271142,0,58345,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,46795,0,11209,6603,4206,6603,0,1157,0,278122,1271142,0,1248541,402,0,0,0,0,0,0,0,0,402,1184661,57943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,270001015200912,2700010152009,rtf09pf,402,0,10107.0,ECCOLA FOUNDATION,,250 W 57TH ST STE 916,NEW YORK,NY,10107-0011,0.0,3.0,1.0,200205.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,ROBERTS JOHN B TTEE,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.8829799999999999,B,A12,A,36061.0,5602.0,5600.0
41687,270047996,200912,201047.0,29491303057150,A61,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,270047996200912,2700479962009,rtf09pf,0,0,11238.0,NATIONAL ARTISTS DEVELOPMENT ACADEMY INC,STELEAN SMITH-GARBEY,364 LINCOLN PL STE 5F,BROOKLYN,NY,11238-5812,0.0,3.0,2.0,200410.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.48648,A,A25,A,36047.0,5602.0,5600.0
