,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY,DirSupEstimate,GovGtEstimate,GovGtCode,GovGtYr,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr
4383,204712167,MANHATTAN YOUTH BALLET INC,,248 W 60TH ST,NEW YORK,NY,10023-0000,10023.0,,B40,3,11.0,200703.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,201106,2011,2010,2010,3.0,0,528170,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,528221,528221,528221.0,0.0,325660.0,52387.0,0.0,629175,-100954,0.0,98991.0,82000,0.0,0.0,0.0,0.0,0.0,100019.0,183982,-1028.0,-101982.0,-1028.0,-101982,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201006.0,2010.0,93.0,0.0,643205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643205.0,659421.0,-16216.0,73736.0,265683.0,23122.0,0.0,93,204712167_201106_990,IN,,204712167201106,2047121672011,A63,A,36061.0,5602.0,5600.0,A63,A,PC,O,AR,A,A,1,AR,AR,AR,0.62798,A,711120.0,-73.988701992,40.771573095,0,NCCS_Form990_2012_Extract_Final,83271,,0.0,0,a,2011,a,2011.0,0.0,a,2011
4625,135596825,SOCIETY OF THE THIRD STREET MUSIC SCHOOL SETTLEMENT INC,,235 E 11TH ST,NEW YORK,NY,10003-7305,10003.0,,A6E0,3,11.0,194212.0,1.0,6.0,59.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201106,2011,2010,2010,3.0,1557943,3763287,248745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024114.0,0,800094.0,0.0,224020.0,0,224020.0,35398.0,35398.0,0.0,0.0,0.0,0.0,35398,35398,0,0,0,0,15934.0,5809929,5809929,6645421.0,0.0,0.0,172606.0,0.0,5794290,15639,1427907.0,11462318.0,12799300,0.0,0.0,0.0,0.0,0.0,2297238.0,2190674,0.0,0.0,9165080.0,10608626,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201006.0,2010.0,93.0,1582746.0,3568212.0,0.0,223170.0,0.0,15132.0,0.0,0.0,0.0,32018.0,5421278.0,5452067.0,-30789.0,292393.0,2997016.0,285541.0,42500.0,93,135596825_201106_990,IN,,135596825201106,1355968252011,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.99692,A,611610.0,-73.987706105,40.73124106,0,NCCS_Form990_2012_Extract_Final,83575,,1386513.0,171430,j4,2009,j4,2009.0,0.0,j4,2009
6011,136167281,NEW YORK STUDIO SCHOOL OF DRAWING PAINTING & SCULPTURE INC,,8 W 8TH ST,NEW YORK,NY,10011-9002,10011.0,,,3,15.0,196411.0,1.0,8.0,919.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201108,2011,2010,2010,3.0,841994,1283496,175239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318918.0,0,304670.0,0.0,14248.0,0,14248.0,29425.0,32727.0,-3302.0,0.0,0.0,0.0,29425,32727,-3302,0,0,0,0.0,2311675,2311675,2649072.0,223155.0,821321.0,93235.0,0.0,2389298,-77623,58726.0,5858826.0,5824318,0.0,0.0,856453.0,825549.0,0.0,1261713.0,1246102,0.0,0.0,4597113.0,4578216,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201008.0,2010.0,93.0,907059.0,1176476.0,0.0,100472.0,0.0,0.0,0.0,-1770.0,0.0,0.0,2182237.0,2420582.0,-238345.0,206679.0,934926.0,90358.0,0.0,93,136167281_201108_990,IN,,136167281201108,1361672812011,A30,A,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,A,1,AR,AR,AR,0.23074,B,510000.0,-73.99662320600001,40.732998076,0,NCCS_Form990_2012_Extract_Final,85197,,798755.0,43239,c4,2006,c4,2006.0,0.0,c4,2006
6025,131624099,FRENCH INSTITUTE-ALLIANCE FRANCAISE,FEDERATION OF FRENCH ALLIANCES-US,22 E 60TH ST,NEW YORK,NY,10022-1011,10022.0,ISABELLE LEFEBVRE ZARY,A230,3,11.0,193710.0,1.0,6.0,61.0,918.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201106,2011,2010,2010,3.0,2019601,6055560,28830,0.0,0.0,944550.0,0.0,944550.0,0.0,0.0,0.0,944550.0,0.0,944550.0,991931.0,0,736323.0,0.0,255608.0,0,255608.0,110405.0,110405.0,0.0,0.0,0.0,0.0,110405,110405,0,210420,169468,40952,56198.0,9401299,9401299,10417495.0,586091.0,3524270.0,381870.0,27152.0,10466512,-1065213,556805.0,25271043.0,24137125,12130000.0,11785000.0,1190000.0,1390000.0,0.0,15401596.0,14776086,0.0,0.0,9869447.0,9361039,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201006.0,2010.0,93.0,1905961.0,5827062.0,0.0,33662.0,915443.0,11114.0,0.0,0.0,51368.0,47307.0,8791917.0,10123826.0,-1331909.0,356815.0,3540067.0,295439.0,11907.0,93,131624099_201106_990,IN,,131624099201106,1316240992011,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.65638,A,710000.0,-73.97107756,40.76426841,0,NCCS_Form990_2012_Extract_Final,85217,,1956385.0,63216,c4,2006,c4,2006.0,0.0,c4,2006
6272,136002827,NEW DANCE GROUP STUDIO INC,,PO BOX 3620180,NEW YORK,NY,10129-0002,10129.0,PACC,A620,3,11.0,194705.0,1.0,8.0,46.0,119.0,30.0,3.0,2.0,1.0,1.0,0.0,0.0,201008,2010,2009,2009,3.0,0,0,3751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,3751,3751,3751.0,0.0,0.0,0.0,0.0,258597,-254846,0.0,2398387.0,2134005,0.0,0.0,0.0,0.0,0.0,604461.0,594925,0.0,0.0,1793926.0,1539080,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,200908.0,2009.0,93.0,0.0,363412.0,0.0,14382.0,0.0,0.0,0.0,0.0,0.0,0.0,377794.0,1148817.0,-771023.0,47304.0,137891.0,21260.0,0.0,93,136002827_201008_990,IN,,136002827201008,1360028272010,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.22066999999999998,A,711120.0,-73.99096899999999,40.757658,0,NCCS_Form990_2012_Extract_Final,85492,,0.0,0,a,2010,a,2010.0,0.0,a,2010
6423,132552500,HARLEM SCHOOL OF THE ARTS INC,,645 ST NICHOLAS AVENUE,NEW YORK,NY,10030-1001,10030.0,,,3,11.0,196507.0,1.0,6.0,59.0,602.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201106,2011,2010,2010,3.0,2833528,936838,394,0.0,0.0,82732.0,0.0,82732.0,0.0,0.0,0.0,82732.0,0.0,82732.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13543.0,3867035,3867035,3867035.0,230404.0,1685654.0,138993.0,0.0,3346787,520248,25231.0,2153372.0,2262907,0.0,0.0,625713.0,897555.0,0.0,2753631.0,2317687,0.0,0.0,-600259.0,-54780,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201006.0,2010.0,93.0,2416135.0,1144389.0,0.0,11382.0,24209.0,45671.0,0.0,0.0,0.0,19380.0,3661166.0,3590844.0,70322.0,209851.0,2087130.0,159019.0,0.0,93,132552500_201106_990,IN,,132552500201106,1325525002011,A25,A,36061.0,5602.0,5600.0,A25,A,PC,O,AR,A,A,1,AR,AR,AR,0.5531,A,611610.0,-73.945748,40.82212,0,NCCS_Form990_2012_Extract_Final,85650,,1618314.0,1215214,c4,2006,c4,2006.0,0.0,c4,2006
6546,132918155,KOREAN SCHOOL OF STATEN ISLAND,,29 MCDONALD ST,STATEN ISLAND,NY,10314-5023,10314.0,,,3,11.0,197806.0,1.0,12.0,46.0,30.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,0,62491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,62491,62491,62491.0,0.0,0.0,0.0,0.0,50744,11747,0.0,1551.0,13298,0.0,0.0,0.0,0.0,0.0,0.0,0,1551.0,13298.0,1551.0,13298,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,93.0,0.0,35143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35143.0,44980.0,-9837.0,0.0,0.0,0.0,0.0,93,132918155_201112_990,IN,,132918155201112,1329181552011,A23,A,36085.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.37526,A,710000.0,-74.134273,40.600384000000005,0,NCCS_Form990_2012_Extract_Final,85779,,0.0,0,a,2011,a,2011.0,0.0,a,2011
6668,237254943,ROME FESTIVAL ORCHESTRA LTD,,350 FIFTH AVE-59TH FL,NEW YORK,NY,10118-0110,10118.0,,A68Z,3,11.0,197303.0,1.0,12.0,30.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,132485,52236,1870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,186591,186591,186591.0,0.0,0.0,0.0,0.0,156771,29820,-61811.0,581577.0,561586,0.0,0.0,91089.0,103089.0,229128.0,392717.0,404717,-384321.0,-401540.0,188860.0,156869,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,93.0,190898.0,69344.0,0.0,2096.0,0.0,3.0,0.0,0.0,0.0,0.0,262341.0,226799.0,35542.0,0.0,0.0,0.0,0.0,93,237254943_201112_990,IN,,237254943201112,2372549432011,A1969,A,36061.0,5602.0,5600.0,A196,A,PC,O,AR,A,A,1,AR,AR,AR,0.12503,A,813219.0,-73.983615556,40.671884278,0,NCCS_Form990_2012_Extract_Final,85903,,132485.0,0,c4,2006,c4,2006.0,0.0,c4,2006
6746,131843420,DILLER-QUAILE SCHOOL OF MUSIC INC,,24 E 95TH ST,NEW YORK,NY,10128-0702,10128.0,,A6E0,3,11.0,195904.0,1.0,6.0,59.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201106,2011,2010,2010,3.0,475335,3345682,113631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4130907.0,0,3756981.0,0.0,373926.0,0,373926.0,137572.0,57294.0,80278.0,0.0,0.0,0.0,137572,57294,80278,0,0,0,7376.0,4396228,4396228,8210503.0,232587.0,2165620.0,205028.0,0.0,3663761,732467,284093.0,7785311.0,8829142,0.0,0.0,0.0,0.0,0.0,1190501.0,1217772,0.0,0.0,6594810.0,7611370,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201006.0,2010.0,93.0,329235.0,3120705.0,0.0,59302.0,0.0,38761.0,0.0,26717.0,0.0,9061.0,3583781.0,3690255.0,-106474.0,218226.0,2086747.0,198854.0,0.0,93,131843420_201106_990,IN,,131843420201106,1318434202011,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.63427,A,611610.0,-73.955582287,40.786943486999995,0,NCCS_Form990_2012_Extract_Final,85984,,436018.0,17540,c4,2006,c4,2006.0,21777.0,c4,2006
6816,20589687,ST THOMAS MORE PLAY GROUP INC,,65 E 89TH ST,NEW YORK,NY,10128-1226,10128.0,NANCY GODREAU,B90,3,11.0,200210.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201106,2011,2010,2010,3.0,443211,2504613,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,2947952,2947952,2947952.0,526680.0,1273586.0,139473.0,0.0,2873581,74371,0.0,1726431.0,1993034,0.0,0.0,0.0,0.0,0.0,1425302.0,1617534,0.0,0.0,301129.0,375500,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201006.0,2010.0,93.0,684767.0,2336725.0,0.0,125.0,0.0,0.0,0.0,69131.0,0.0,0.0,3090748.0,2570316.0,520432.0,491086.0,1129690.0,121481.0,0.0,93,020589687_201106_990,IN,,20589687201106,205896872011,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.59721,A,711110.0,-73.956812773,40.782500107,0,NCCS_Form990_2012_Extract_Final,86057,,443211.0,0,c4,2006,c4,2006.0,0.0,c4,2006
6866,133716314,CIRCLE IN THE SQUARE THEATRE SCHOOL INC,,1633 BROADWAY,NEW YORK,NY,10019-6708,10019.0,,A6E0,3,11.0,199310.0,1.0,6.0,30.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201106,2011,2010,2010,3.0,436629,1230227,3514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1670370,1670370,1670370.0,167230.0,496282.0,54966.0,0.0,1449627,220743,0.0,2316340.0,2521546,0.0,0.0,0.0,0.0,0.0,379293.0,363756,0.0,0.0,1937047.0,2157790,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201006.0,2010.0,93.0,844081.0,1327618.0,0.0,4624.0,0.0,0.0,0.0,0.0,0.0,0.0,2176323.0,1520196.0,656127.0,117504.0,490147.0,57916.0,0.0,93,133716314_201106_990,IN,,133716314201106,1337163142011,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.73585,B,611610.0,-73.984090256,40.761554700000005,0,NCCS_Form990_2012_Extract_Final,86107,,412969.0,23660,o4,2005,o4,2005.0,0.0,o4,2005
7134,132977495,ART LAB INC,,1000 RICHMOND TERRACE,STATEN ISLAND,NY,10301-1114,10301.0,,A25Z,3,15.0,198303.0,1.0,6.0,998.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201106,2011,2010,2010,3.0,81052,221335,569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3164.0,351.0,2813.0,0.0,0.0,0.0,3164,351,2813,2905,2765,140,0.0,305909,305909,309025.0,105097.0,0.0,11762.0,0.0,354756,-48847,0.0,97514.0,67834,0.0,0.0,0.0,0.0,0.0,10087.0,29254,0.0,0.0,87427.0,38580,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201006.0,2010.0,92.0,122483.0,251044.0,7625.0,448.0,0.0,0.0,0.0,0.0,1062.0,0.0,382662.0,442132.0,-59470.0,0.0,0.0,0.0,0.0,93,132977495_201106_990,IN,,132977495201106,1329774952011,A25,A,36085.0,5602.0,5600.0,A25,A,PC,O,AR,A,A,1,AR,AR,AR,0.027819999999999998,A,611610.0,-74.10463100000001,40.645251,0,NCCS_Form990_2012_Extract_Final,86387,,26362.0,54690,c4,2006,c4,2006.0,0.0,c4,2006
7482,113462406,EAST INDIAN MUSIC ACADEMY INC,,12610 111TH AVE,S OZONE PARK,NY,11420-1516,11420.0,RAVIDEEN RAMSAMMOOJ,A6E0,3,15.0,199909.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,125651,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,125651,125651,125651.0,0.0,0.0,0.0,0.0,122841,2810,0.0,11354.0,14164,0.0,0.0,0.0,0.0,10317.0,10317.0,10317,0.0,0.0,1037.0,3847,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,93.0,154221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154221.0,153237.0,984.0,0.0,0.0,0.0,0.0,93,113462406_201112_990,IN,,113462406201112,1134624062011,A6E,A,36081.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.12531,A,611610.0,-73.829127,40.678292,0,NCCS_Form990_2012_Extract_Final,86748,,125651.0,0,c4,2006,c4,2006.0,0.0,c4,2006
7859,133191398,ITALIAN AMERICAN COMMITTEE ON EDUCATION INC,,686 PARK AVE,NEW YORK,NY,10065-5009,10065.0,,A700,3,11.0,198509.0,1.0,12.0,59.0,37.0,30.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,979211,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3928.0,983139,983139,983139.0,0.0,139705.0,11905.0,0.0,982820,319,0.0,4.0,323,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,323.0,4.0,323,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf2012_990,201012.0,2010.0,93.0,1369643.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2036.0,1371679.0,1371868.0,-189.0,0.0,152020.0,10766.0,0.0,93,133191398_201112_990,IN,,133191398201112,1331913982011,A70,A,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.5807100000000001,B,710000.0,-73.96555699999999,40.768978000000004,0,NCCS_Form990_2012_Extract_Final,87169,,866108.0,109951,ag,0,ag,0.0,3152.0,ag,0
7966,271623781,GELSEY KIRKLAND ACADEMY OF CLASSICAL BALLET,,400 CENTRAL PARK WEST SUITE 14,NEW YORK,NY,10025-0000,10025.0,MICHAEL CHERNOV,A6E,3,11.0,201012.0,1.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,36718,1453485,0,0.0,0.0,261073.0,0.0,261073.0,0.0,0.0,0.0,261073.0,0.0,261073.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,38210.0,1789486,1789486,1789486.0,139010.0,433754.0,59019.0,0.0,1599448,190038,0.0,264926.0,389974,0.0,0.0,0.0,0.0,0.0,204886.0,139896,60040.0,0.0,60040.0,250078,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201012.0,2010.0,93.0,13600.0,672527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686127.0,626087.0,60040.0,104031.0,73450.0,13574.0,0.0,93,271623781_201112_990,IN,,271623781201112,2716237812011,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.53872,A,611610.0,-73.962885,40.79426977,0,NCCS_Form990_2012_Extract_Final,87288,,31554.0,4930,ar,0,ar,0.0,234.0,ar,0
8254,203460356,ELLISON BALLET FOUNDATION INC,,248 W 60TH ST,NEW YORK,NY,10023-7403,10023.0,EDWARD ELLISON,B30,3,11.0,200701.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,6500,554343,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,561243,561243,561243.0,60000.0,67543.0,11341.0,0.0,419869,141374,5181.0,365136.0,510913,0.0,0.0,0.0,0.0,0.0,5181.0,4403,0.0,0.0,359955.0,506510,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201106.0,2011.0,93.0,28690.0,306176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334866.0,249103.0,85763.0,55002.0,0.0,4685.0,0.0,93,203460356_201206_990,IN,,203460356201206,2034603562012,A63,A,36061.0,5602.0,5600.0,A63,A,PC,O,AR,A,A,1,AR,AR,AR,0.5405800000000001,A,711120.0,-73.969396031,40.801092559000004,0,NCCS_Form990_2012_Extract_Final,87598,,0.0,0,c4,2007,c4,2007.0,6500.0,c4,2007
8342,133679783,KOREAN EDUCATIONAL INSTITUTE,,460 PARK AVE RM 410,NEW YORK,NY,10022-1846,10022.0,MR LEE BYUNGHA,,3,11.0,199411.0,1.0,6.0,46.0,30.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,99361,327719,16932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000.0,454012,454012,454012.0,0.0,178490.0,17743.0,0.0,437743,16269,0.0,1286176.0,1282834,0.0,0.0,0.0,0.0,0.0,22080.0,2469,0.0,0.0,1264096.0,1280365,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2010pc,201106.0,2011.0,93.0,111439.0,289576.0,0.0,22644.0,0.0,0.0,0.0,0.0,0.0,0.0,423659.0,401223.0,22436.0,0.0,178633.0,19075.0,0.0,93,133679783_201206_990,IN,,133679783201206,1336797832012,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.46779,A,710000.0,-73.97075809999998,40.761934635,0,NCCS_Form990_2012_Extract_Final,87703,,94022.0,3201,ar,0,ar,0.0,2138.0,ar,0
8731,133715710,DANIEL FERRO VOCAL PROGRAM INC,,575 MADISON AVE STE 1006,NEW YORK,NY,10022-8511,10022.0,,,3,11.0,199407.0,1.0,12.0,30.0,149.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201012,2010,2010,2010,3.0,146894,86234,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,233428,233428,233428.0,0.0,21107.0,0.0,0.0,187814,45614,0.0,1158.0,-63,0.0,0.0,0.0,0.0,0.0,141412.0,94577,0.0,0.0,-140254.0,-94640,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rtf2012_990,200912.0,2009.0,93.0,88765.0,84171.0,,4.0,0.0,0.0,0.0,0.0,0.0,1644.0,174584.0,151432.0,23152.0,0.0,25712.0,0.0,0.0,93,133715710_201012_990,IN,,133715710201012,1337157102010,A6B,A,36061.0,5602.0,5600.0,A6B,A,PC,O,AR,A,A,1,AR,AR,AR,0.8326100000000001,B,711130.0,-73.97295758199999,40.761927828000005,0,NCCS_Form990_2012_Extract_Final,88129,,146894.0,0,c4,2005,c4,2005.0,0.0,c4,2005
