,FILER,CODE990,EIN,styear,ASSETCD,INCOMECD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCD,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
16953,990.0,1,135582856,1994,4,6,920,0,524959,0,0,9075,0,0,0,725800,725800,1250759,1256352,231506,0,0,489508,430292,219762,198786,0,0,0,0,0,0,0,0,0,0,0,0,0,716725,0,0,6,1,0,Y,AGA ASSOC GRAPHIC ARTS,NEW YORK,NY,10001-0000,10001.0,36061.0,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.41846000000000005,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199506,1250759,1250759,199506,1995,NY,10001.0,NEW YORK,A0330,A,6,920.0,59.0,566.0,330 SEVENTH AVE 9TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3903.0,,PC,O,AR,A,IN,,A0330,A,813920.0
17011,,1,135614237,1993,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,AMER ARTIST PROFESSIONAL LEAGUE,NEW YORK,NY,10003-4322,10003.0,36061.0,A01,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.08205,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,0,0,199312,1993,NY,10003.0,NEW YORK,N80,A,12,65.0,207.0,119.0,47 FIFTH AVE,1.0,0.0,2000.0,% SALMAGUNDI CLUB,2.0,13.0,0.0,20.0,0.0,1.0,5503.0,,PC,O,AR,A,IN,,N80,N,711211.0
17041,990.0,1,135626389,1993,2,4,900,49241,0,0,0,265,0,0,0,118126,118126,167367,180332,7280,2000,0,29814,10280,1621,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,117861,0,0,8,1,0,N,FOLKSBIENE WORKMENS CIRCLE,NEW YORK,NY,10022-3502,10022.0,36061.0,A23,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.0299,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199405,167367,167367,199405,1994,NY,10022.0,NEW YORK,A23,A,5,900.0,30.0,211.0,123 E 55TH ST,9.0,0.0,1000.0,,1.0,13.0,0.0,10.0,804.0,5.0,4504.0,,PC,O,AR,A,IN,,A23,A,710000.0
17056,990.0,1,135636174,1993,6,6,265,0,0,3323592,3349337,181641,0,0,0,4390340,1041003,4390340,1585555,3099976,26000,0,3781038,3274191,136510,174215,0,0,0,0,0,0,0,0,0,0,0,0,0,877424,0,7683,9,1,0,N,GREATER NEW YORK JOINT BOARD TEXTILE WORKERS WELFARE FND,NEW YORK,NY,10003-9511,10003.0,36061.0,A40,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.41548,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199409,1041003,1041003,199409,1994,NY,10003.0,NEW YORK,A40,A,9,265.0,0.0,0.0,99 UNIVERSITY PLACE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,5611.0,FARE FUND,PC,O,AR,A,IN,,A40,A,710000.0
17079,990.0,1,135651681,1994,4,5,120,0,145567,0,0,1913,0,0,0,435526,435526,581093,500755,150894,0,0,70556,150894,0,0,150894,0,0,0,0,0,0,0,0,0,0,0,0,433613,0,0,6,1,0,N,COMICS MAGAZINE ASSOC AMERICA,NEW YORK,NY,10017-6672,10017.0,36061.0,A33,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.39574000000000004,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,581093,581093,199412,1994,NY,10017.0,NEW YORK,A01,C,12,120.0,328.0,279.0,355 LEXINGTON AVE 17TH FLOOR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5909.0,,PC,O,AR,A,IN,,A01,A,813319.0
17101,990.0,1,135658426,1994,5,6,200,0,466228,0,0,27393,0,0,0,1134413,1134413,1600641,1799790,559172,105000,0,1065926,780541,302407,221369,0,0,0,0,0,0,0,0,0,0,0,0,0,1107020,0,0,6,1,0,Y,AMER HOME SEWING & CRAFT ASSOC,NEW YORK,NY,10018-7001,10018.0,36061.0,A20,A,10018.0,5602.0,5600.0,36061.0,,O,O,0.76448,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199412,1600641,1600641,199412,1994,NY,10018.0,NEW YORK,A20,A,12,200.0,0.0,0.0,1375 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7811.0,,PC,O,AR,A,IN,,A20,A,710000.0
17250,990.0,1,136096368,1994,2,3,59,0,59905,0,0,0,0,0,0,0,0,59905,60068,22845,0,0,23008,22850,0,0,0,0,59905,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,AMER WOMEN IN RADIO & TELEVISION NEW YORK CITY CHAPT,NEW YORK,NY,10016-8776,10016.0,36061.0,A32,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.8435,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,59905,59905,199412,1994,NY,10016.0,NEW YORK,A32,A,12,59.0,120.0,0.0,245 FIFTH AVE 2103,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,6309.0,CITY CHAPT,PC,O,AR,A,IN,,A32,A,513120.0
17264,,1,136103902,1994,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,PAINTING & DECORATING CONTRACTORS AMERICA IN NEW YORK CITY,NEW YORK,NY,10017-5405,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.05462,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10017.0,NEW YORK,A40,A,12,920.0,59.0,566.0,50 E 42ND ST,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,5410.0,W YORK CITY INC,PC,O,AR,A,IN,,A40,A,710000.0
17304,,1,136115898,1994,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,YIDDISH THEATRICAL ALLIANCE,NEW YORK,NY,10003-8001,10003.0,36061.0,A65,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.9482299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10003.0,NEW YORK,A65,A,12,36.0,602.0,319.0,31 E 7TH ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,3811.0,,PC,O,AR,A,IN,,A65,A,711110.0
17312,,1,136117091,1994,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,TEXTILE CONVERTERS ASSOC,NEW YORK,NY,10022-6102,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.32011999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10022.0,NEW YORK,A40,A,12,920.0,0.0,0.0,575 LEX AVE,3.0,0.0,2000.0,% SOLOMON ROSENBAUM,2.0,13.0,0.0,20.0,0.0,1.0,6008.0,,PC,O,AR,A,IN,,A40,A,710000.0
17350,990.0,1,136122376,1994,4,4,200,5405,6388,0,0,9741,0,0,0,269425,269425,281218,61717,290914,0,0,330863,314499,24026,23585,0,0,0,0,0,0,0,0,0,0,0,0,235424,11530,12295,435,6,1,0,N,NEW YORK FINANCIAL WRITERS ASSOC,NEW YORK,NY,10001-0003,10001.0,36061.0,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.45286000000000004,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199501,45794,45794,199501,1995,NY,10001.0,NEW YORK,A70,A,1,200.0,205.0,0.0,PO BOX 21,1.0,0.0,2000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7901.0,,PC,O,AR,A,IN,,A70,A,710000.0
17415,,1,136135725,1994,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,FEDERATION MODERN PAINTERS & SCULPTORS,NEW YORK,NY,10032-1103,10032.0,36061.0,A99,A,10032.0,5602.0,5600.0,36061.0,,O,O,0.58738,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10032.0,NEW YORK,A40,C,12,119.0,59.0,205.0,710 W 173RD ST,3.0,0.0,2000.0,% J & R SERVETAS,2.0,13.0,0.0,20.0,0.0,1.0,4303.0,,PC,O,AR,A,IN,,A40,A,710000.0
17436,,1,136139744,1994,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,BOLIVARIAN SOC UNITED STATES,NEW YORK,NY,10022-5903,10022.0,36061.0,A70,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.64284,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10022.0,NEW YORK,S03,C,12,125.0,93.0,0.0,680 PARK AVE,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,7609.0,,PC,O,AR,A,IN,,S03,S,813920.0
17452,,1,136142804,1994,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,N,PUBLISHERS PAPER HANDLERS WELFARE FND,NEW YORK,NY,10003-1503,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.09418,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199503,0,0,199503,1995,NY,10003.0,NEW YORK,A33,A,3,264.0,0.0,0.0,200 PARK AVE S,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,2.0,5503.0,,PC,O,AR,A,IN,,A33,A,511100.0
17472,990.0,1,136149730,1993,6,4,119,0,118345,0,0,35404,0,0,0,189240,189240,307585,415893,1143237,0,0,1251545,1143237,0,0,1143237,0,0,0,0,0,0,0,0,0,0,0,0,153836,0,0,6,1,0,N,ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-2511,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.7241,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199410,307585,307585,199410,1994,NY,10022.0,NEW YORK,A03,A,10,119.0,0.0,0.0,575 MADISON AVE 16TH FL,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6307.0,,PC,O,AR,A,IN,,A03,A,813920.0
17534,,1,136162016,1994,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,AUSTRIAN AMER FEDERATION,NEW YORK,NY,10021-4906,10021.0,36061.0,A23,A,10021.0,5602.0,5600.0,36061.0,,O,O,0.80847,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10021.0,NEW YORK,A23,A,12,61.0,279.0,319.0,6 E 69TH ST,3.0,0.0,1000.0,% AUSTRIAN GASOLATE GENERAL,2.0,13.0,0.0,20.0,0.0,1.0,5908.0,,PC,O,AR,A,IN,,A23,A,710000.0
17836,990.0,1,136227399,1993,6,7,264,0,53362,6443517,6441337,229498,0,0,0,6673015,231678,6726377,558113,4010398,0,0,4567325,4075025,201958,64627,4010398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,N,PRINTERS LEAGUE LOCAL 43 WELFARE FND,NEW YORK,NY,10003-0000,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.08211,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199403,285040,285040,199403,1994,NY,10003.0,NEW YORK,A33,A,3,264.0,279.0,0.0,27 UNION SQ,3.0,0.0,1000.0,% BASIL CASTROVINCI ASSOCIATES,2.0,13.0,0.0,10.0,0.0,2.0,6811.0,,PC,O,AR,A,IN,,A33,A,511100.0
17959,990.0,1,136686323,1993,0,4,267,0,0,402870,402533,18318,0,0,0,439927,37394,439927,139487,0,0,0,1503168,0,13281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255,0,15484,17,1,0,N,PRINTERS LEAGUE LOCAL 23 RELOCATION DISPLACEMENT &,NEW YORK,NY,10011-6501,10011.0,36061.0,A33,A,,5602.0,5600.0,,,O,O,0.90925,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199312,37394,37394,199312,1993,NY,,NEW YORK,A33,A,12,267.0,279.0,0.0,212 W 15TH ST,3.0,,1000.0,,,,0.0,,,,7509.0,SUPPL UNEMP BEN FD,PC,O,AR,A,IN,,A33,A,511100.0
26078,,1,222608583,1993,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,AMER PODIATRIC MED WRITERS ASSOC,FOREST HILLS,NY,11375-0129,11375.0,36081.0,A01,A,11375.0,5602.0,5600.0,36081.0,,O,O,0.9070799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36081.0,199312,0,0,199312,1993,NY,11375.0,FOREST HILLS,E1121,A,12,205.0,120.0,0.0,PO BOX 750129,1.0,0.0,2000.0,,2.0,11.0,0.0,20.0,0.0,5.0,8605.0,,PC,O,AR,A,IN,,A70,A,710000.0
26659,,1,222789203,1994,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,CELEBRATION BLACK CINEMA,BROOKLYN,NY,11201-4003,11201.0,36047.0,A31,A,11201.0,5602.0,5600.0,36047.0,,O,O,0.26927,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36047.0,199412,0,0,199412,1994,NY,11201.0,BROOKLYN,A31,A,12,995.0,64.0,90.0,71 JORALEMON ST,3.0,199012.0,1000.0,% FITCH MILLER & TOURSE,1.0,11.0,16.0,20.0,0.0,1.0,8707.0,,PC,O,AR,A,IN,,A31,A,512110.0
26715,990.0,1,222805952,1993,5,3,119,37000,0,0,0,502,0,0,0,502,502,37502,143035,699974,0,0,928655,938170,123148,238196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,N,JAPANESE HERITAGE FND,NEW YORK,NY,10016-3317,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.5604600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199312,37502,37502,199312,1993,NY,10016.0,NEW YORK,A23,A,12,119.0,0.0,0.0,RT 42,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9001.0,,PC,O,AR,A,IN,,A23,A,710000.0
27457,990.0,1,223035200,1994,4,6,200,1590000,0,0,0,6003,0,0,0,6003,6003,1596003,1598618,207481,589475,0,367157,234640,157061,27159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NETWORK TELEVISION ASSOC,NEW YORK,NY,10019-6014,10019.0,36061.0,A32,A,,5602.0,5600.0,,,O,O,0.8935299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199412,1596003,1596003,199412,1994,NY,,NEW YORK,A32,A,12,200.0,125.0,0.0,825 SEVENTH AVE,3.0,0.0,1000.0,% PETER CHRISANTHROPOULOS,2.0,13.0,0.0,10.0,0.0,1.0,9201.0,NTA,PC,O,AR,A,IN,,A32,A,513120.0
27652,990.0,1,223075802,1994,3,4,123,0,65850,0,0,0,0,0,0,174999,174999,240849,225362,25286,0,0,9799,25286,0,0,25286,0,0,0,0,0,0,0,0,0,0,0,0,174999,0,0,6,1,0,N,UNINTERRUPTIBLE UPTIME USERS GROUP SOC UUUG,NEW YORK,NY,10163-3697,10163.0,36061.0,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.7551899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,240849,240849,199412,1994,NY,10163.0,NEW YORK,A70,C,12,123.0,200.0,0.0,PO BOX 3697,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9201.0,UUUG,PC,O,AR,A,IN,,A70,A,710000.0
29269,990.0,1,226067322,1993,3,3,119,0,9888,0,0,1217,0,0,0,40652,40652,50540,42896,75141,1300,0,67497,75741,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,39435,0,0,6,1,9,N,DANCE MASTERS AMERICA NEW YORK CITY CHAPTER,BAYSIDE,NY,11361-0533,11361.0,36081.0,A62,A,11361.0,5602.0,5600.0,36081.0,,O,O,0.04214,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,199408,50540,50540,199408,1994,NY,11361.0,BAYSIDE,A62,A,8,119.0,59.0,205.0,PO BOX 610533,3.0,0.0,2000.0,% ROBERT MANN,2.0,11.0,0.0,10.0,0.0,1.0,6406.0,,PC,O,AR,A,IN,,A62,A,711120.0
32742,990.0,1,232478238,1993,3,5,264,0,0,0,0,4571,0,0,0,786679,786679,786679,839609,-7164,0,0,79556,84589,33790,91753,0,0,0,0,0,0,0,0,0,0,0,0,0,782108,0,0,9,1,0,N,COLUMBIA ARTISTS MGT,NEW YORK,NY,10019-2201,10019.0,36061.0,A99,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.83089,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199408,786679,786679,199408,1994,NY,10019.0,NEW YORK,A0240,A,8,264.0,265.0,263.0,165 W 57TH ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,9111.0,CAMI INSURANCE BENEFIT PLAN,PC,O,AR,A,IN,,A0240,A,541618.0
35568,,1,237025621,1994,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,FEDERATION FORMER JEWISH UNDERGROUND FIGHTER AGAINST NAZ2SM,NEW YORK,NY,10016-6702,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.183,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10016.0,NEW YORK,A23,A,12,59.0,319.0,0.0,12 E 31ST ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,6912.0,AINST NAZ2SM,PC,O,AR,A,IN,,A23,A,710000.0
35706,990.0,1,237029109,1993,1,3,205,0,14312,0,0,0,0,0,0,12992,12992,27304,23502,1500,0,0,71,2500,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,1373,4856,5663,1100,6,1,0,N,SOC PHOTOGRAPHERS & ARTISTS REPRESENTATIVES,NEW YORK,NY,10165-0005,10165.0,36061.0,A01,A,10165.0,5602.0,5600.0,36061.0,,O,O,0.63543,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,25931,25931,199312,1993,NY,10165.0,NEW YORK,A0340,A,12,205.0,0.0,0.0,60 E 42ND STREET SUITE 1166,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6906.0,ES INC,PC,O,AR,A,IN,,A0340,A,813920.0
39612,,1,237117133,1994,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,SOC OLD BROOKLYNITES,BROOKLYN,NY,11218-1265,11218.0,36047.0,A80,A,11218.0,5602.0,5600.0,36047.0,,O,O,0.36299000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199412,0,0,199412,1994,NY,11218.0,BROOKLYN,A80,B,12,908.0,0.0,0.0,651 VANDERBILT ST,3.0,0.0,1000.0,% DONALD L NOWLAN,2.0,11.0,0.0,20.0,0.0,1.0,7202.0,,PC,O,AR,A,IN,,A80,A,712120.0
42762,990.0,1,237164969,1993,4,5,920,5000,415850,0,0,9042,0,11631,-4053,84655,73024,505505,475363,219018,83000,0,242673,232656,42166,13638,219018,0,0,0,0,0,0,0,0,0,0,0,0,68035,0,0,6,1,0,N,ASSOC ART MUS DIRECTORS,NEW YORK,NY,10017-6705,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.43049,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199406,493874,493874,199406,1994,NY,10017.0,NEW YORK,A50,A,6,920.0,59.0,119.0,1290 AVE OF THE AMERICAS,3.0,0.0,2000.0,% CORNICK GARBER & SANDLER,2.0,13.0,0.0,10.0,0.0,1.0,7203.0,INC,PC,O,AR,A,IN,,A0351,A,813920.0
43518,990.0,1,237179226,1994,4,4,920,141083,0,0,0,13548,0,0,0,13548,13548,154631,196987,330796,0,98750,373152,330796,0,0,330796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,RADIO MUSIC LICENSE,NEW YORK,NY,10153-0001,10153.0,36061.0,A01,A,10153.0,5602.0,5600.0,36061.0,,O,O,0.63744,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,154631,154631,199412,1994,NY,10153.0,NEW YORK,A34,A,12,920.0,0.0,0.0,767 FIFTH AVE,3.0,0.0,2000.0,% WEIL GOTSHAL & MANGES,2.0,13.0,0.0,10.0,0.0,5.0,7209.0,,PC,O,AR,A,IN,,A34,A,513110.0
47538,990.0,1,237323039,1993,1,3,119,38465,0,0,0,0,0,0,0,0,0,38465,36882,307,4800,0,-1276,1657,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,N,KATHRYN POSIN DANCE FND,NEW YORK,NY,10012-2406,10012.0,36061.0,A63,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.60064,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199406,38465,38465,199406,1994,NY,10012.0,NEW YORK,A63,A,6,119.0,59.0,0.0,20 BOND ST,3.0,0.0,1000.0,% TREAS,1.0,13.0,16.0,10.0,0.0,1.0,7310.0,,PC,O,AR,A,IN,,A63,A,711120.0
47721,990.0,1,237328225,1994,3,4,59,0,731,0,0,732,0,0,0,160598,160598,161329,62580,69485,0,0,15295,69485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44559,5539,109768,0,8,1,0,N,BNAI BRITH 5258 MUSIC & PERFORMING ARTS LODGE,NEW YORK,NY,10023-5882,10023.0,36061.0,A99,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.9863700000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,116770,116770,199412,1994,NY,10023.0,NEW YORK,A60,A,12,59.0,29.0,349.0,1995 BROADWAY 603,9.0,0.0,1000.0,% MURRAY FROIKIN,1.0,13.0,0.0,10.0,947.0,5.0,4606.0,,PC,O,AR,A,IN,,A60,A,711100.0
50319,990.0,1,237411166,1994,5,5,200,0,620626,0,0,35353,0,0,0,38746,38746,659372,668503,123934,0,0,877360,765045,770954,641111,123934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3393,6,1,0,N,LIBERIAN SHIPOWNERS COUNCIL LTD,NEW YORK,NY,10170-2656,10170.0,36061.0,A01,A,10170.0,5602.0,5600.0,36061.0,,O,O,0.5282399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,659372,659372,199412,1994,NY,10170.0,NEW YORK,A23,A,12,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,2.0,,2.0,1.0,0.0,10.0,0.0,1.0,197612.0,,PC,O,AR,A,IN,,A23,A,710000.0
65123,990.0,1,330274349,1994,3,4,200,350,172688,0,0,1086,0,0,0,35929,35929,208967,117760,99724,0,0,8517,99724,0,0,99724,0,0,0,0,0,0,0,0,0,0,0,0,34843,0,0,6,1,0,N,THEATRICAL DEALERS ASSOC,NEW YORK,NY,10025-0000,10025.0,36061,A01,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.34131,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,208967,208967,199412,1994,NY,10025.0,NEW YORK,A65,B,12,200.0,0.0,0.0,755 W END AVE 9B,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A65,A,711110.0
75817,990.0,1,356048417,1994,4,4,65,282202,36500,46755,55736,8095,0,0,0,54850,-886,373552,257257,258948,0,0,199273,258948,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NAT ASSOC BAND INSTRUMENT MANUFACTURERS INCORPORA,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.03653,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,317816,317816,199412,1994,NY,10010.0,NEW YORK,A6C,A,12,65.0,207.0,200.0,38 W 21ST ST 5TH FLR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3505.0,ERS INCORPORA,PC,O,AR,A,IN,,A6C,A,711130.0
82709,990.0,1,366126873,1994,3,3,200,0,62400,0,0,0,0,0,0,5384,5384,67784,63077,72337,0,0,69580,73312,1950,975,0,0,0,0,0,0,0,0,0,0,0,0,0,5384,0,0,6,1,0,N,MUSIC DISTRIBUTORS ASSOC,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.8249,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,67784,67784,199412,1994,NY,10010.0,NEW YORK,A68,A,12,200.0,205.0,279.0,38 44 W 21ST ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,IN,,A68,A,711130.0
