,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTEE,NTMAJ12,NTMAJ5,msa,PMSA,FIPS,RandNum,MSA_NECH,NTEESRC,nteeConf,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
10355,46111721,199912,1999,65185,0,0,0,4186,0,0,0,6347,6347,71532,19986,111626,0,0,60080,111626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,71532,3,10,0,0,0,0,0,4186,0,2161,0,2161,0,0,71532,51546,0,0,0,0,0,0,0,0,60080,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1999,,,,,,,,10036-6522,10036.0,,,12,59.0,0.0,0.0,4 TIMES SQ,3.0,0.0,NEW YORK,2.0,% DA MCINTYRE,1.0,13.0,16.0,10.0,0.0,HARVARD ADVOCATE TRUSTEES INC,1.0,195709.0,,NY,CORE99PC,2.0,1.0,1.0,1.0,A,A33,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.9905649999999999,5602.0,1,N,A33,NY,10036.0,NEW YORK,A33,,0.0,3a,1999.0,0.0,3a,1999.0,,,,,,,,,,,,,,,,0.0,3a,1999.0,0.0,3a,1999.0,,,,PC,O,AR,A,IN,,,,,,,,,,,,,,A33,A
13457,61240889,200006,1999,12500,0,0,0,0,0,0,0,161650,161650,174150,172688,6487,0,0,5025,6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161650,0,0,,174150,3,7,0,0,0,0,0,0,0,0,0,0,0,0,174150,1462,0,0,0,0,0,0,0,0,5025,41614,0,400914,0,0,0,442528,41614,0,0,0,90.0,N,1.0,1.0,200104.0,29490007254001.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10009-8902,10009.0,61240889200006.0,612408892000.0,6,90.0,0.0,0.0,PO BOX 1333,3.0,0.0,NEW YORK,1.0,NEIL INTRAUB,1.0,13.0,15.0,10.0,0.0,THEATREMOVES INC,1.0,199001.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A6FZ,AR,AR,5602.0,5600.0,36061.0,0.947442,5602.0,1,N,A65,NY,10009.0,NEW YORK,A65,,12500.0,3a,2000.0,0.0,3a,2000.0,6487.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,6487.0,3a,2000.0,A65,A
13529,61267752,200012,2000,19044,0,0,0,0,0,0,0,77556,77556,96600,101921,-6155,0,0,11166,5445,12000,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,77556,0,0,,96600,3,9,0,0,0,0,0,0,0,0,0,0,0,0,96600,-5321,0,0,0,0,0,0,0,0,-834,50666,0,251454,0,0,0,302120,50666,0,0,0,88.0,N,1.0,1.0,200139.0,29409195110001.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10001-5201,10001.0,61267752200012.0,612677522000.0,12,88.0,0.0,0.0,212 W 29TH ST,3.0,0.0,NEW YORK,2.0,% TIMOTHY J CORCORAN,1.0,13.0,15.0,10.0,0.0,29TH STREET REPERTORY THEATRE INC,1.0,199104.0,,NY,RTF00PC,1.0,1.0,1.0,2.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.733371,5602.0,1,N,A65,NY,10001.0,NEW YORK,A65,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,403.0,3a,2000.0,0.0,3a,2000.0,5042.0,3a,2000.0,A65,A
13564,61278112,200012,2000,2500,0,0,0,0,0,0,0,62771,62771,65271,65271,0,0,0,14,3493,0,3493,0,0,0,0,0,0,0,0,0,0,0,0,0,62771,0,0,,65271,3,7,0,0,0,0,0,0,0,0,0,0,0,0,65271,0,0,0,0,0,0,0,0,0,14,229925,0,0,0,0,0,229925,229925,0,0,0,90.0,N,1.0,1.0,200149.0,29409321091431.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10475-4130,10475.0,61278112200012.0,612781122000.0,12,90.0,0.0,0.0,100 ALCOTT PL 19L,3.0,0.0,BRONX,1.0,% VALENCIA EMANUEL,1.0,13.0,15.0,10.0,0.0,CONSCIENTIOUS MUSICAL REVIEWS,1.0,199405.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36005.0,0.9316840000000001,5602.0,1,N,A68,NY,10475.0,BRONX,A68,,0.0,3a,2000.0,0.0,3a,2000.0,,,,0.0,6,2003.0,,,,,,,0.0,6,2003.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A68,A
13682,61313662,200012,2000,483662,431968,2268869,1896284,56534,0,0,0,2674441,778157,3590071,870871,9045173,129560,0,12022015,12114125,2900331,3068952,0,0,0,0,0,0,0,0,0,0,0,936814,0,0,0,8035,S,756973,3,7,0,611,55923,341003,-595811,0,372585,0,0,0,0,0,756973,-113898,37387,141546,0,0,0,2652957,2618376,0,9121684,940353,134988,0,133977,0,0,1209318,1209318,0,0,0,91.0,N,8.0,1.0,200149.0,29490321002191.0,1.0,2000,6.0,Y,1.0,N,1.0,0.0,2000.0,10108-2670,10108.0,61313662200012.0,613136622000.0,12,91.0,0.0,0.0,P O BOX 2670,3.0,0.0,NEW YORK,1.0,% JANE STEPHENSON,1.0,13.0,15.0,10.0,0.0,THE ELIZABETH FOUNDATION FOR THE ARTS,1.0,199211.0,,NY,RTF00PC,,3.0,4.0,3.0,A,A26,IN,,AR,A,PC,O,AR,A,,,A26Z,AR,AR,5602.0,5600.0,36061.0,0.409817,5602.0,1,N,A90,NY,10108.0,NEW YORK,A90,,0.0,1a,2000.0,0.0,1a,2000.0,3621929.0,3a,2000.0,27610.0,1a,2000.0,5423144.0,3a,2000.0,0.0,3a,2000.0,9593928.0,1a,2000.0,0.0,1a,2000.0,483662.0,1a,2000.0,27390.0,1d,2000.0,PC,O,AR,A,IN,,0.0,1a,2000.0,301749.0,1a,2000.0,1152372.0,1a,2000.0,755391.0,1a,2000.0,A90,A
13760,61330883,199912,1999,52613,2000,0,0,0,0,0,0,4,4,54617,31577,9635,0,0,2307,9635,15712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,54617,3,9,0,0,0,0,0,0,0,0,0,0,0,0,54617,23040,0,0,0,0,0,0,0,0,-13405,22274,3631,68244,58,0,0,126707,58463,0,0,0,,,,,,,,1999,,,,,,,,10033-3430,10033.0,,,12,90.0,0.0,0.0,120 CABRINI BLVD STE 97,3.0,0.0,NEW YORK,2.0,% GORDON W PAULSEN,1.0,13.0,16.0,10.0,0.0,EDVARD GRIEG SOCIETY INC,1.0,199608.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A68,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.129437,5602.0,1,N,A68,NY,10033.0,NEW YORK,A68,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,A68,A
14517,61490898,200106,2000,46051,0,0,0,250,0,0,0,250,250,46301,28125,20687,0,0,2511,20687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46301,3,9,0,0,0,0,0,250,0,0,0,0,0,0,46301,18175,0,0,0,0,0,0,0,0,2511,12731,0,4359,0,0,0,17090,12731,0,0,0,0.0,N,2.0,1.0,200152.0,29409342074221.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2000.0,10021-0070,10021.0,61490898200106.0,614908982001.0,6,0.0,0.0,0.0,PO BOX 20554,3.0,200112.0,NEW YORK,2.0,% INDIRA KAJOSEVIC,1.0,11.0,16.0,10.0,0.0,RACCOON INC,1.0,199901.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A70,IN,,AR,A,PC,O,AR,A,,,A70,AR,AR,5602.0,5600.0,36061.0,0.9919899999999999,5602.0,1,N,A70,NY,10021.0,NEW YORK,A02,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,20687.0,3a,2001.0,A02,A
14635,61513667,200012,2000,0,0,0,0,0,0,0,0,31641,31641,31641,28236,10310,0,0,6905,10310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31641,0,0,,31641,3,9,0,0,0,0,0,0,0,0,0,0,0,0,31641,3404,0,0,0,0,0,0,0,0,6905,9000,0,56476,0,0,0,65476,9000,0,0,0,994.0,N,2.0,1.0,200131.0,29409195151121.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10009-7309,10009.0,61513667200012.0,615136672000.0,12,994.0,90.0,0.0,141 E 3RD ST 12H,3.0,200206.0,NYC,1.0,,1.0,13.0,15.0,20.0,0.0,THE@KATHAK ENSEMBLE & FRIENDS CARAVAN INC,1.0,199806.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A20,IN,,AR,A,PC,O,AR,A,,,A24Z,AR,AR,5602.0,5600.0,36061.0,0.28617800000000004,5602.0,1,N,A62,NY,10009.0,NYC,A62,,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3b,2001.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,10310.0,3a,2000.0,A62,A
14800,61547170,200006,1999,40932,0,0,0,22,0,0,0,10564,10564,51496,48632,2955,0,0,1199,5172,0,-1108,0,0,0,0,0,0,0,0,0,0,0,0,0,10541,0,0,,51496,3,9,0,0,0,0,0,22,0,0,0,0,0,0,51496,2864,-1108,0,0,0,0,0,0,0,1199,53463,0,10542,22,0,0,65135,54593,0,0,0,0.0,N,1.0,1.0,200110.0,29409006032201.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10027-3333,10027.0,61547170200006.0,615471702000.0,6,0.0,0.0,0.0,55 TIEMANN PL APT 42,3.0,200306.0,NEW YORK,2.0,% KIRK NOREEN,1.0,11.0,15.0,10.0,0.0,SOSPESO LTD,1.0,199911.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A6C,IN,,AR,A,PC,O,AR,A,,,A6C,AR,AR,5602.0,5600.0,36061.0,0.316967,5602.0,1,N,A6C,NY,10027.0,NEW YORK,A68,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3b,2001.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3b,2001.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3b,2001.0,PC,O,AR,A,IN,,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,5172.0,3b,2001.0,A68,A
15511,111630813,200006,1999,1588763,5665,12062185,12024279,587700,335099,0,0,12679237,-597019,14273665,1617524,24231667,135000,0,24500941,25338619,547860,1106952,0,0,0,0,0,0,0,0,0,0,0,0,0,26588,0,2764,,997409,3,7,0,0,587700,0,0,0,37906,0,1251977,-1251977,0,0,997409,-620115,898701,550185,61744,0,0,0,0,0,23953081,2553891,102740,480166,437321,0,0,3619227,3139061,0,0,0,62.0,N,8.0,1.0,200116.0,29490076251001.0,1.0,2000,8.0,Y,1.0,N,1.0,0.0,1999.0,11201-2711,11201.0,111630813200006.0,1116308132000.0,6,62.0,61.0,0.0,128 PIERREPONT ST,3.0,0.0,BROOKLYN,2.0,,1.0,11.0,15.0,10.0,0.0,THE BROOKLYN HISTORICAL SOCIETY,1.0,193412.0,,NY,RTF00PC,,3.0,,4.0,A,A80,IN,,AR,A,PC,O,AR,A,,,A82Z,AR,AR,5602.0,5600.0,36047.0,0.0289806,5602.0,1,N,A80,NY,11201.0,BROOKLYN,A82,,1491703.0,1d,2001.0,0.0,1d,2001.0,17962322.0,3b,2001.0,9668346.0,1d,2001.0,5351834.0,3b,2001.0,917417.0,3b,2001.0,0.0,1d,2001.0,0.0,1d,2001.0,97013.0,1d,2001.0,2413075.0,1c,2099.0,PC,O,AR,A,IN,,0.0,1d,2001.0,56944.0,1d,2001.0,9005679.0,1d,2001.0,366.0,1d,2001.0,A82,A
15539,111631820,200006,1999,2867673,0,0,0,22042,42226,0,0,464931,464931,3332604,3222498,1263879,0,0,1366166,1273927,152082,10048,0,0,0,0,0,0,0,0,0,0,0,0,0,220990,221899,0,,3332604,3,7,0,22042,0,0,0,0,0,0,0,0,221899,0,3332604,110106,-60311,2245507,0,0,0,0,0,0,1214084,10743118,0,850153,66200,0,0,11659471,10809318,0,0,0,46.0,N,6.0,1.0,200118.0,29490104041111.0,1.0,2000,6.0,Y,1.0,N,1.0,0.0,1999.0,11206-7302,11206.0,111631820200006.0,1116318202000.0,6,46.0,30.0,32.0,860 PARK AVE,3.0,0.0,BROOKLYN,2.0,,1.0,11.0,15.0,10.0,0.0,BROOKLYN KINDERGARTEN SOCIETY TOMKINS CHILDREN CENTER,5.0,195207.0,,NY,RTF00PC,4.0,4.0,4.0,4.0,A,A20,IN,,AR,A,PC,O,AR,A,,,A20Z,AR,AR,5602.0,5600.0,36047.0,0.7402489999999999,5602.0,1,N,B21,NY,11206.0,BROOKLYN,B21,,2740670.0,3a,2000.0,0.0,3a,2000.0,1205775.0,3a,2000.0,0.0,3a,2000.0,58004.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,127003.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,40601.0,3a,2000.0,908419.0,3a,2000.0,247005.0,3a,2000.0,B21,B
15604,111672743,200006,1999,33629418,1074733,41246793,34494198,1738634,1073273,1375019,1201129,49516010,13646793,84220161,26548687,135193747,671500,0,123333267,138878036,5499258,3684289,0,0,0,0,0,0,0,0,0,0,0,0,0,2471471,0,1482964,,48350944,3,7,0,260846,1477788,0,0,0,6752595,0,0,0,0,2576148,48350944,21802257,-4442519,11017544,894212,0,0,0,0,0,117834009,35978601,3432886,12518485,5463093,39584779,3560000,100537844,88019359,0,0,0,119.0,N,9.0,1.0,200133.0,29490195090051.0,1.0,2000,9.0,Y,1.0,Y,1.0,0.0,1999.0,11238-6052,11238.0,111672743200006.0,1116727432000.0,6,119.0,0.0,0.0,200 EASTERN PKWY,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,15.0,10.0,0.0,BROOKLYN INSTITUTE OF ARTS AND SCIENCES,1.0,193506.0,BROOKLYN MUSEUM,NY,RTF00PC,6.0,,,,A,A50,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36047.0,0.717428,5602.0,1,N,A51,NY,11238.0,BROOKLYN,A51,,18628274.0,1d,2001.0,0.0,1d,2001.0,34328712.0,3a,2000.0,50655154.0,1d,2001.0,39707714.0,3a,2000.0,61157221.0,3a,2000.0,0.0,1d,2001.0,0.0,1d,2001.0,15001144.0,1d,2001.0,41485531.0,1c,2099.0,PC,O,AR,A,IN,,0.0,1d,2001.0,0.0,1d,2001.0,59104639.0,1d,2001.0,0.0,1d,2001.0,A51,A
15654,111773636,200006,1999,1573279,0,0,0,689,134158,0,0,438421,438421,2011700,1747560,-186733,174541,0,337997,664206,728486,850939,0,0,0,0,0,0,0,0,0,0,0,0,60384,264923,112092,333,,1951316,3,7,0,689,0,0,0,0,0,0,0,0,172476,0,1951316,203756,0,672872,24522,0,0,199050,19050,0,-390489,5286965,0,2349626,8201,0,0,7677264,5327638,0,0,0,119.0,N,5.0,1.0,200130.0,29490181088291.0,1.0,2000,6.0,Y,1.0,N,1.0,0.0,1999.0,11243-2907,11243.0,111773636200006.0,1117736362000.0,6,119.0,0.0,0.0,ONE HANSON PL STE 1809,3.0,0.0,BROOKLYN,2.0,,1.0,11.0,15.0,10.0,0.0,BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA INC,1.0,195601.0,,NY,RTF00PC,3.0,4.0,4.0,4.0,A,A69,IN,,AR,A,PC,O,AR,A,,,A69Z,AR,AR,5602.0,5600.0,36047.0,0.122591,5602.0,1,N,A69,NY,11243.0,BROOKLYN,A69,,326416.0,3a,2000.0,0.0,3a,2000.0,-1252022.0,3b,2001.0,4000.0,3a,2000.0,-489086.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,1246863.0,3a,2000.0,5602.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,28000.0,3a,2000.0,A69,A
15780,112004760,200006,1999,33081,16120,32577,37531,15163,0,6174,1515,162150,118445,211351,212915,261831,0,0,312743,265141,3533,3310,0,0,0,0,0,0,0,0,0,0,0,0,2110,104532,79,0,,165536,3,9,0,15163,0,0,0,0,-4954,0,0,0,2189,7689,165536,-47379,0,34000,2610,0,0,0,0,0,309210,86114,62882,669382,82485,0,0,900863,231481,0,0,0,119.0,N,4.0,1.0,200132.0,29490195189041.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10022-0000,10022.0,112004760200006.0,1120047602000.0,6,119.0,59.0,0.0,PO BOX 421,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,ST CECILIA CLUB INC,1.0,194410.0,,NY,RTF00PC,2.0,2.0,2.0,2.0,A,A6B,IN,,AR,A,PC,O,AR,A,,,A6BZ,AR,AR,5602.0,5600.0,36061.0,0.09852949999999999,5602.0,1,N,A6B,NY,10022.0,NEW YORK,A6B,,0.0,3a,2000.0,0.0,3a,2000.0,261831.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,33081.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,252039.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,11902.0,3a,2000.0,A6B,A
15816,112104059,200006,1999,7727156,122171,10314,10436,148824,420987,158656,213999,2529207,2360115,10378534,7492160,8744328,179842,0,6748958,9493320,589267,748992,0,0,0,0,0,0,0,0,0,0,0,0,188145,1417502,0,148229,,10021297,3,7,0,148824,0,243538,243538,0,-122,0,0,0,188145,372655,10021297,2529137,55500,3553690,266163,0,0,0,0,0,6159691,17801649,286594,5068699,972596,0,0,24529859,19461160,0,0,0,59.0,N,7.0,1.0,200129.0,29490153061231.0,1.0,2000,8.0,Y,1.0,N,1.0,0.0,1999.0,11368-0000,11368.0,112104059200006.0,1121040592000.0,6,59.0,0.0,0.0,47 01 11TH ST,3.0,0.0,CORONA,2.0,,1.0,11.0,15.0,10.0,0.0,NEW YORK HALL OF SCIENCE,1.0,196411.0,,NY,RTF00PC,5.0,,,5.0,A,A57,IN,,AR,A,PC,O,AR,A,,,A57Z,AR,AR,5602.0,5600.0,36081.0,0.122553,5602.0,1,N,A57,NY,11368.0,CORONA,A57,,2861690.0,1d,2001.0,0.0,1d,2001.0,2682009.0,3a,2000.0,75610.0,1d,2001.0,5862219.0,3a,2000.0,200001.0,3a,2000.0,0.0,1d,2001.0,0.0,1d,2001.0,4865466.0,1d,2001.0,98564.0,1c,2099.0,PC,O,AR,A,IN,,0.0,1d,2001.0,12501.0,1d,2001.0,2854398.0,1d,2001.0,375399.0,1d,2001.0,A57,A
15818,112106191,200006,1999,789161,0,0,0,0,111187,0,0,183492,183492,972653,1219122,-199044,305987,0,313570,254345,235659,453389,0,0,0,0,0,0,0,0,0,0,0,0,30486,88914,57434,6658,,942167,3,7,0,0,0,0,0,0,0,0,0,0,87920,0,942167,-276955,0,299017,46453,0,0,0,74000,0,77911,2900405,0,338326,2058,0,0,3488047,3149721,0,0,0,59.0,N,4.0,1.0,200134.0,29490216041041.0,1.0,2000,5.0,Y,1.0,N,1.0,0.0,1999.0,11101-0000,11101.0,112106191200006.0,1121061912000.0,6,59.0,0.0,0.0,31 00 47TH AVE,3.0,0.0,LONG ISLAND CITY,2.0,,1.0,11.0,15.0,10.0,0.0,QUEENS SYMPHONY ORCHESTRA INC,1.0,195703.0,,NY,RTF00PC,2.0,3.0,3.0,4.0,A,A69,IN,,AR,A,PC,O,AR,A,,,A69Z,AR,AR,5602.0,5600.0,36081.0,0.0983005,5602.0,1,N,A69,NY,11101.0,LONG ISLAND CITY,A69,,618448.0,3a,2000.0,0.0,3a,2000.0,-199044.0,3a,2000.0,10102.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,170713.0,3a,2000.0,1300.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,300.0,3a,2000.0,0.0,3a,2000.0,1900.0,3a,2000.0,A69,A
15840,112136919,200104,2000,0,2628,0,0,0,0,0,0,48993,48993,51621,101530,113881,0,0,163790,110845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48993,0,0,,51621,3,9,0,0,0,0,0,0,0,0,0,0,0,0,51621,-49909,0,0,0,0,0,0,0,0,163790,0,0,194181,1737,0,0,195918,1737,0,0,0,119.0,N,4.0,1.0,200143.0,29409272095251.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2000.0,11201-4513,11201.0,112136919200104.0,1121369192001.0,4,119.0,59.0,0.0,26 WILLOW PL,3.0,0.0,BROOKLYN,2.0,,1.0,11.0,15.0,10.0,0.0,ALFRED T WHITE JR COMMUNITY CENTER,1.0,196307.0,,NY,RTF00PC,2.0,1.0,1.0,2.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36047.0,0.299219,5602.0,1,N,A99,NY,11201.0,BROOKLYN,P28,,0.0,6,2003.0,0.0,6,2003.0,0.0,3a,2001.0,91937.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,6,2003.0,97954.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,18808.0,3a,2001.0,A99,A
15868,112164064,199912,1999,32991,0,0,0,864,1853,0,0,72511,72511,105502,60384,21231,0,1048,46592,59802,42158,38571,-15438,0,0,0,0,0,0,0,0,0,0,0,28321,52147,-8821,0,,77181,3,7,0,0,233,0,0,631,0,0,0,0,19500,0,77181,16797,0,5706,0,0,0,0,0,-32235,4434,191455,0,242877,1858,0,-6180,430010,187133,0,0,0,319.0,N,3.0,1.0,200120.0,29490118005291.0,1.0,1999,4.0,Y,1.0,N,1.0,0.0,1999.0,10458-8103,10458.0,112164064199912.0,1121640641999.0,12,319.0,0.0,0.0,2385 ARTHUR AVE,3.0,0.0,BRONX,1.0,,1.0,11.0,16.0,10.0,0.0,THE BELMONT ITALIAN AMERICAN PLAYHOUSE LTD,1.0,199601.0,,NY,RTF00PC,1.0,1.0,2.0,1.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36005.0,0.44641899999999995,5602.0,1,N,A65,NY,10458.0,BRONX,A65,,6886.0,3c,1998.0,0.0,3c,1998.0,294580.0,6,2001.0,44112.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,26105.0,3c,1998.0,31949.0,3c,1998.0,PC,O,AR,A,IN,,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,6045.0,3c,1998.0,A65,A
