,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
30572,223229990,271453,0,0,0,0,0,0,0,9599,9599,281052,283960,-1314,48900,0,1594,1672,0,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,8665,0,934,,A33Z,,281052,1,2,2,2,BEIJING SPRING INC,XIAOQING YI,PO BOX 429,WOODSIDE,NY,11377-0000,0.0,3.0,3.0,2000.0,199506.0,1.0,15.0,1.0,22.0,199712.0,10.0,12,,120.0,994.0,0.0,B9710,,0,0,1,6,0,36081.0,A33Z,A33,,PC,O,AR,A,IN,,1994,A,A33Z,0.30239499999999997,11377.0,11377.0,5602.0,5600.0,36081.0,,AR,1994,A33,199412,NY,11377.0,WOODSIDE,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
34045,232290568,48400,90175,0,0,2898,0,0,0,98220,98220,236795,164886,141724,0,0,69815,141724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90183,0,5139,,Z99Z,,236795,2,2,2,2,ARTHUR PAGE SOCIETY,% M SCHAEFER,1301 AVE OF THE AMERICAS,NEW YORK,NY,10019-6022,0.0,3.0,3.0,1000.0,198701.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,149.0,0.0,0.0,B9710,,1,1,1,6,1,36061.0,A82Z,A82,,PC,O,AR,A,IN,,1994,A,A82Z,0.765012,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1994,A82,199412,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
35883,236269069,3302,54588,0,0,14330,0,0,0,16521,16521,74411,64694,390148,0,0,347908,390148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191,0,0,,A80Z,,74411,2,1,1,1,GENERAL SOCIETY OF THE SONS OF THE REVOLUTION,% JAMES THORINGTON II,54 PEARL ST,NEW YORK,NY,10004-2429,0.0,3.0,3.0,2100.0,194502.0,1.0,16.0,5.0,13.0,0.0,10.0,6,,62.0,908.0,0.0,B9710,,1,1,0,1,0,36061.0,A80Z,A80,,PC,O,AR,A,IN,,1994,A,A80Z,0.113052,10004.0,10004.0,5602.0,5600.0,36061.0,,AR,1995,A80,199506,NY,10004.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
36096,236404061,384514,0,0,0,34952,0,340,859,129658,129318,514172,407486,984666,0,0,924920,1033390,46600,48724,984666,0,0,0,0,0,0,0,0,0,0,0,0,93507,0,0,,A33Z,,513832,4,3,3,2,UKRAINIAN NATIONAL WOMENS LEAGUE OF AMERICA INC,,108 SECOND AVE,NEW YORK,NY,10003-8355,1874.0,3.0,6.0,1000.0,196706.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,120.0,0.0,0.0,B9710,,1,1,1,6,1,36061.0,A33Z,A33,,PC,O,AR,A,IN,,1993,A,A33Z,0.5771470000000001,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1993,A33,199312,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
36316,237001471,9675,0,0,0,0,0,0,0,344446,344446,354121,329342,51167,0,0,26388,51167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341346,3100,0,,A68Z,,354121,1,2,2,2,GREATER NEW YORK CITY ICE HOCKEY LEAGUE INC HIATRIC SOCIETY,,PO BOX 560098,COLLEGE POINT,NY,11356-0098,0.0,3.0,3.0,1000.0,196812.0,1.0,16.0,1.0,11.0,0.0,10.0,4,C SOCIETY,298.0,328.0,0.0,B9710,,1,1,1,6,1,36081.0,A68Z,A68,,PC,O,AR,A,IN,,1994,A,A68Z,0.782147,11356.0,11356.0,5602.0,5600.0,36081.0,,AR,1995,A68,199504,NY,11356.0,COLLEGE POINT,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
36365,237003464,0,0,0,0,0,0,0,0,30265,30265,30265,28041,4469,0,0,2245,4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30265,,A99Z,,30265,1,1,1,1,DRAMA TREE INC,,158 W 15TH ST,NEW YORK,NY,10011-6727,0.0,3.0,3.0,1200.0,196901.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,59.0,40.0,B9710,,1,1,1,6,1,36061.0,A99Z,A99,,PC,O,AR,A,IN,,1994,A,A99Z,0.170449,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1994,A99,199412,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
36367,237003473,13000,0,0,0,393,0,0,0,48388,48388,61388,71069,117689,0,0,398872,388135,271502,270446,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,47050,,A65Z,,61388,2,1,1,1,OFF CENTER THEATRE INC,% GOTTFRIED,1501 BROADWAY 1907,NEW YORK,NY,10036-5601,0.0,3.0,3.0,1200.0,196901.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,40.0,B9710,,1,1,1,6,1,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.734747,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1994,A65,199406,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
36457,237006692,126985,0,0,0,483,0,325,-127,681,356,127666,130346,33271,0,0,36276,33271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,127341,1,2,2,2,CHEKHOV PUBLISHING CORP,% EDWARD KLINE,1165 PARK AVE,NEW YORK,NY,10128-1210,0.0,3.0,3.0,2300.0,196901.0,1.0,16.0,1.0,13.0,0.0,20.0,12,,59.0,120.0,0.0,B9710,,1,1,1,6,1,36061.0,A33Z,A33,,PC,O,AR,A,IN,,1994,A,A33Z,0.48692799999999997,10128.0,10128.0,5602.0,5600.0,36061.0,,AR,1994,A33,199412,NY,10128.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
36525,237009390,18396,12938,0,0,281,0,0,0,36724,36724,68058,66789,32249,15250,0,31097,33177,117,928,0,0,0,0,0,0,0,0,0,0,0,0,0,36443,0,0,,A62Z,,68058,1,1,1,1,AMERICAN DANCE GUILD INC,,31 W 21ST ST 3RD FLR,NEW YORK,NY,10010-6800,0.0,3.0,3.0,2000.0,196901.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,119.0,59.0,0.0,B9710,,1,1,1,6,1,36061.0,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.5523819999999999,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1994,A62,199408,NY,10010.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
36642,237012069,423919,0,0,0,925,19290,0,0,530821,530821,954740,889250,-217573,0,0,88888,48315,371951,265888,0,0,0,0,0,0,0,0,0,0,0,0,0,515156,14396,344,,A62Z,,954740,1,3,3,3,JOSE LIMON DANCE FOUNDATION,,611 BROADWAY 9TH FLR,NEW YORK,NY,10012-2608,0.0,3.0,3.0,2000.0,198610.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,45.0,0.0,0.0,B9710,,0,1,1,6,1,36061.0,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.261309,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1994,A11,199406,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A1160,A
36744,237015809,24127,36133,0,0,296,0,0,0,45997,45997,106257,128012,48136,0,0,75216,53379,5325,5243,0,0,0,0,0,0,0,0,0,0,0,0,0,45701,0,0,,A68A,,106257,1,2,2,2,NATIONAL ASSOCIATION OF NEGRO MUSICIANS INC,% FRED THOMAS,250 W 47TH ST APT 17,NEW YORK,NY,10036-1414,2148.0,3.0,9.0,1200.0,197102.0,1.0,16.0,5.0,13.0,0.0,10.0,6,,59.0,119.0,40.0,B9710,,1,1,1,6,1,36061.0,A68A,A68,6.0,PC,O,AR,A,IN,,1994,A,A68A,0.988908,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1995,A68,199506,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0168,A
36748,237016007,87446,5195,0,0,103,0,1226,1479,11411,10185,104052,127729,27620,30378,0,61499,37647,7243,10027,0,0,0,0,0,0,0,0,0,0,0,0,1734,2796,4071,0,,A82Z,,101092,1,2,2,2,QUEENS HISTORICAL SOCIETY,,143 35 37TH AVE,FLUSHING,NY,11354-5729,0.0,3.0,3.0,2000.0,196905.0,1.0,15.0,1.0,11.0,0.0,10.0,4,,62.0,0.0,0.0,B9710,,1,1,1,6,1,36081.0,A82Z,A82,,PC,O,AR,A,IN,,1993,A,A82Z,0.0591005,11354.0,11354.0,5602.0,5600.0,36081.0,,AR,1994,A82,199404,NY,11354.0,FLUSHING,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
36833,237022729,495905,0,0,0,1263,0,0,0,450782,450782,946687,811617,304525,0,0,358151,509247,185348,204722,0,0,0,0,0,0,0,0,0,0,0,0,3348,391919,19433,34819,,A65Z,A30Z,943339,3,3,3,3,WOOSTER GROUP INC,,PO BOX 654,NEW YORK,NY,10013-0654,0.0,3.0,3.0,1200.0,196905.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,40.0,B9710,,1,1,1,6,1,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.272147,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1994,A65,199406,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
36920,237025308,418698,0,0,0,2199,11246,0,0,196626,196626,615324,606582,5747,0,0,235257,147289,256694,141542,0,0,0,0,0,0,0,0,0,0,0,0,0,166763,11144,1943,,A99Z,,615324,2,3,3,3,CSC REPERTORY LTD,,136 E 13TH ST,NEW YORK,NY,10003-5306,0.0,3.0,3.0,2000.0,197110.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,0,0,0,36061.0,A99Z,A99,,PC,O,AR,A,IN,,1993,A,A99Z,0.372277,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1994,A99,199406,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
37015,237028809,93276,0,0,0,7,28310,0,0,51957,51957,145233,176928,-6057,0,0,43183,37525,17545,43582,0,0,0,0,0,0,0,0,0,0,0,0,0,51950,0,0,,S20Z,,145233,1,2,2,2,FREDERICK DOUGLASS CREATIVE ARTS,,270 W 96 ST,NEW YORK,NY,10025-6205,0.0,3.0,3.0,1000.0,196908.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,402.0,0.0,0.0,B9710,,0,0,1,6,0,36061.0,S20Z,S20,,PC,O,PB,S,IN,,1993,S,S20Z,0.216232,10025.0,10025.0,5602.0,5600.0,36061.0,,PU,1993,A70,199312,NY,10025.0,NEW YORK,,,S,PU,OT,PC,O,PB,S,IN,,A70,A
37021,237028921,21505,2200,0,0,0,0,0,0,10278,10278,33983,30709,3739,0,0,1966,3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10278,0,0,,A6DC,A68Z,33983,1,1,1,1,LEAGUE OF COMPOSERS INTL SOC FOR CONTEMPORARY MUSIC U S SECTION INC,,30 W 26TH ST STE 101,NEW YORK,NY,10010-2011,0.0,3.0,3.0,2000.0,196003.0,1.0,16.0,1.0,13.0,0.0,10.0,6,C U S SECTION INC,119.0,59.0,0.0,B9606,1996.0,1,1,0,1,0,36061.0,A6DC,A6D,6.0,PC,O,AR,A,IN,,1994,A,A6DC,0.510151,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1995,A6D,199506,NY,10010.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0368,A
37139,237031677,0,12312,0,0,1353,0,0,0,27544,27544,39856,44252,90346,0,0,94742,90346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26041,0,150,,A82Z,,39856,1,1,1,1,PHOTOGRAPHIC HISTORICAL SOCIETY OF NEW YORK INC,,1150 SIXTH AVE,NEW YORK,NY,10036-2701,0.0,3.0,3.0,2000.0,196909.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,0.0,0.0,B9710,,1,1,1,6,1,36061.0,A82Z,A82,,PC,O,AR,A,IN,,1994,A,A82Z,0.758698,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1994,A82,199412,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
37225,237034927,166113,0,0,0,144,31556,0,0,7036,7036,173149,205583,-30649,0,1366,17018,12606,15233,43255,0,0,0,0,0,0,0,0,0,0,0,0,0,2442,0,4450,,A68Z,,173149,1,2,2,2,PRO MUSICIS FOUNDATION INC,,140 W 79TH ST,NEW YORK,NY,10024-6421,0.0,3.0,3.0,1200.0,196909.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,0,1,1,6,1,36061.0,A68Z,A68,,PC,O,AR,A,IN,,1993,A,A68Z,0.653907,10024.0,10024.0,5602.0,5600.0,36061.0,,AR,1994,A68,199406,NY,10024.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
37314,237037147,370860,582531,15374,0,92213,75354,0,0,1530009,1381962,2483400,1828094,2388901,45337,0,2271127,2586643,214034,197742,0,0,0,0,0,0,0,0,0,0,0,0,170286,589111,39322,88703,,A74Z,,2165067,4,4,4,4,ENGLISH SPEAKING UNION OF THE UNITED STATES GROUP RETURN,JAMES LLOYD,16 E 69TH ST,NEW YORK,NY,10021-4906,1899.0,3.0,9.0,2000.0,196710.0,1.0,16.0,1.0,13.0,0.0,30.0,6,RETURN,59.0,40.0,349.0,B9710,,1,1,1,4,1,36061.0,A74Z,A74,,PC,O,AR,A,IN,,1993,A,A74Z,0.945649,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1994,A74,199406,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
37382,237039510,137501,0,165307,170510,14465,2820,0,0,254563,84053,392064,302424,264388,0,0,374264,268188,3800,3800,0,0,0,0,0,0,0,0,0,0,0,0,25206,0,49294,291,,A63I,,196348,2,2,2,2,AMERICAN FRIENDS OF CONVENT GARDEN AND THE ROYAL BALLET INC,% WINDEL MARX DAVIES & IVES,156 W 56TH ST,NEW YORK,NY,10019-3800,0.0,3.0,3.0,1300.0,196911.0,1.0,16.0,1.0,13.0,0.0,10.0,8,ALLET INC,119.0,602.0,0.0,B9710,,1,1,1,6,1,36061.0,A63I,A63,6.0,PC,O,AR,A,IN,,1993,A,A63I,0.203597,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1994,A63,199408,NY,10019.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A63,A
37465,237042553,1006265,638866,0,0,84686,0,0,0,2537048,2385584,4182179,4455143,10335305,0,0,12345854,11401825,1724088,1066520,0,0,0,0,0,0,0,0,0,0,0,0,0,1780122,0,522240,S,A31Z,,4030715,6,4,4,4,FILM SOCIETY OF LINCOLN CENTER INC,,70 LINCOLN PLZ,NEW YORK,NY,10023-7003,0.0,3.0,3.0,1230.0,196911.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,59.0,602.0,B9710,,1,1,0,0,0,36061.0,A31Z,A31,,PC,O,AR,A,IN,,1993,A,A31Z,0.913851,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1993,A31,199312,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
37690,237051690,345866,20952,0,0,18771,24966,0,0,136473,136473,503291,438330,761100,90161,24966,1003898,824985,158769,63885,0,0,0,0,0,0,0,0,0,0,0,0,148990,37905,-69193,0,,A68Z,A6DC,354301,3,3,2,2,SONGWRITERS HALL OF FAME INC,% PRAGER AND FENTON,675 THIRD AVE,NEW YORK,NY,10017-0000,0.0,3.0,3.0,2000.0,197212.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,200.0,0.0,B9710,,1,1,1,6,1,36061.0,A68Z,A68,,PC,O,AR,A,IN,,1993,A,A68Z,0.27375900000000003,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1994,A68,199406,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A50,A
37828,237057226,57273,0,0,0,0,0,0,0,7303,7303,64576,79272,-11311,0,0,26370,11873,22985,23184,0,0,0,0,0,0,0,0,0,0,0,0,0,7303,0,0,,A65Z,A67Z,64576,1,1,1,1,AMAS MUSICAL THEATRE INC,,450 W 42ND ST RM 2J,NEW YORK,NY,10036-6814,0.0,3.0,3.0,1200.0,197002.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,0,1,1,6,1,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.0133774,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1994,A65,199406,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
38346,237072915,532926,1255,0,0,1198,17178,0,0,137891,135641,672072,715912,68931,55000,0,197739,166488,80218,97557,0,0,0,0,0,0,0,0,0,0,0,0,2500,129203,-2500,0,,A26Z,,667322,2,3,3,3,BROOKLYN ARTS COUNCIL,,195 CADMAN PLZ W,BROOKLYN,NY,11201-1722,0.0,3.0,3.0,2000.0,197012.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,1,6,1,36047.0,A26Z,A26,,PC,O,AR,A,IN,,1993,A,A26Z,0.544914,11201.0,11201.0,5602.0,5600.0,36047.0,,AR,1994,A26,199406,NY,11201.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A26,A
38432,237075551,696499,0,0,0,2306,875,0,0,2306,2306,698805,784217,76117,0,0,162780,77367,1250,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,698805,1,3,3,3,HISTORIC CHURCHES PRESERVATION FUND INC,,165 E 72ND ST 1C,NEW YORK,NY,10021-4335,0.0,3.0,3.0,1200.0,197007.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,160.0,59.0,0.0,B9710,,1,1,1,6,1,36061.0,A82Z,A82,,PC,O,AR,A,IN,,1994,A,A82Z,0.020516299999999998,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1994,A82,199412,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
38467,237076274,19959,0,0,0,0,0,0,0,25438,25438,45397,45228,8186,0,0,8016,8186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25310,0,128,,A62E,,45397,1,1,1,1,DANCE RESEARCH FOUNDATION INC,% MCDONAGH,37 W 12TH ST 7J,NEW YORK,NY,10011-8544,0.0,3.0,1.0,2000.0,197012.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1,1,1,6,1,36061.0,A62E,A62,6.0,PC,O,AR,A,IN,,1993,A,A62E,0.832893,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1994,A62,199406,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0562,A
38634,237082566,25875,0,0,0,0,0,0,0,12774,12774,38649,2196,12743,0,0,12529,12743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36239,0,-23465,0,,A26Z,,2410,1,1,1,1,ROCKAWAY MUSIC AND ARTS COUNCIL INC,% M HERMELIN,137 BCH 144TH ST,NEPONSIT,NY,11694-1112,0.0,3.0,3.0,2000.0,195704.0,1.0,16.0,1.0,11.0,0.0,20.0,12,,59.0,0.0,0.0,B9710,,1,1,1,6,1,36081.0,A26Z,A26,,PC,O,AR,A,IN,,1994,A,A26Z,0.172922,11694.0,11694.0,5602.0,5600.0,36081.0,,AR,1994,A26,199412,NY,11694.0,NEPONSIT,,,A,AR,AR,PC,O,AR,A,IN,,A26,A
38773,237086643,2722962,0,0,0,94500,730571,0,0,6364035,6364035,9086997,8219419,2285274,0,0,5051106,5972740,3174267,3687466,0,0,0,0,0,0,0,0,0,0,0,0,394192,5414524,423527,37292,,A65Z,,8692805,5,5,5,5,MANHATTAN THEATER CLUB INC,% A JOSEPH TANDET,453 W 16TH ST,NEW YORK,NY,10011-5835,0.0,3.0,3.0,2100.0,197012.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,1,1,1,6,1,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.4368,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1994,A65,199406,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
38787,237086978,24770,0,0,0,4633,0,0,0,10381,10381,35151,148251,891308,45969,0,1056690,952740,52282,61432,0,0,0,0,0,0,0,0,0,0,0,0,0,5420,0,84,,A63Z,,35151,3,1,1,2,DOWNTOWN BALLET CO INC BALLET OF PUERTO RICO,,301 W 45TH ST 6F,NEW YORK,NY,10036-3827,0.0,3.0,3.0,2000.0,197012.0,1.0,16.0,1.0,13.0,0.0,10.0,5,BALLET DE PUERTO RICO,149.0,561.0,0.0,B9710,,1,1,1,6,1,36061.0,A63Z,A63,,PC,O,AR,A,IN,,1993,A,A63Z,0.360388,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1994,A63,199405,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A63,A
38893,237088677,694369,0,0,0,24110,3408,0,0,307264,307264,1001633,459475,1496342,0,0,972034,1510081,17850,13739,1496342,0,0,0,0,0,0,0,0,0,0,0,0,270041,0,13113,,A82Z,,1001633,4,4,4,2,VERSAILLES FOUNDATION INC,,420 LEXINGTON AVE,NEW YORK,NY,10170-0002,0.0,3.0,3.0,1000.0,197111.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,1,1,1,6,1,36061.0,A82Z,A82,,PC,O,AR,A,IN,,1994,A,A82Z,0.769599,10170.0,10170.0,5602.0,5600.0,36061.0,,AR,1994,A82,199412,NY,10170.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
39538,237106585,93102,0,0,0,2527,1200,0,0,185486,185486,278588,173141,125263,0,1200,31487,128781,13202,3518,0,0,0,0,0,0,0,0,0,0,0,0,38202,80004,61798,2955,,A69Z,,240386,2,2,2,2,CHILDRENS ORCHESTRA SOCIETY INC,,65 03 180TH ST,FRESH MEADOWS,NY,11365-2139,0.0,3.0,3.0,2100.0,197104.0,1.0,15.0,1.0,11.0,0.0,10.0,8,,119.0,349.0,0.0,B9710,,1,1,0,1,0,36081.0,A69Z,A69,,PC,O,AR,A,IN,,1993,A,A69Z,0.688475,11365.0,11365.0,5602.0,5600.0,36081.0,,AR,1994,A69,199408,NY,11365.0,FRESH MEADOWS,,,A,AR,AR,PC,O,AR,A,IN,,A69,A
39600,237108499,542611,0,5104,5200,3621,40378,0,0,657882,652682,1200493,1005058,194438,84575,0,684590,612751,679042,418313,0,0,0,0,0,0,0,0,0,0,0,0,0,649157,0,0,,A33Z,R23Z,1195293,3,4,4,4,FEMINIST PRESS INC,% PAUL POMBO CPA PC,311 E 94TH ST,NEW YORK,NY,10128-5603,0.0,3.0,3.0,3000.0,197212.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,120.0,0.0,B9710,,1,1,1,6,1,36061.0,A33Z,A33,,PC,O,AR,A,IN,,1994,A,A33Z,0.177873,10128.0,10128.0,5602.0,5600.0,36061.0,,AR,1994,A33,199412,NY,10128.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
39635,237109879,1618262,0,0,0,0,49936,0,0,147720,147720,1765982,1752423,-1177690,0,0,446859,367783,1688888,1545473,0,0,0,0,0,0,0,0,0,0,0,0,56638,0,89012,2070,,B99Z,,1709344,2,4,4,4,NATIONAL PUERTO RICAN FORUM INC,,31 E 32ND ST,NEW YORK,NY,10016-5509,0.0,3.0,3.0,2100.0,197104.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,399.0,0.0,B9710,,0,0,0,1,0,36061.0,B99Z,B99,,PC,O,ED,B,IN,,1993,B,B99Z,0.697775,10016.0,10016.0,5602.0,5600.0,36061.0,,ED,1994,B99,199406,NY,10016.0,NEW YORK,,,B,ED,ED,PC,O,ED,B,IN,,A23,A
39756,237112957,80000,0,0,0,10211,4716,0,0,317802,234621,397802,157293,339315,11750,0,182290,339360,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29741,0,0,,A31Z,,314621,2,2,2,2,GLOBAL VILLAGE VIDEO RESOURCE CENTER INC,,431 BROOME ST,NEW YORK,NY,10013-2622,0.0,3.0,3.0,2000.0,197107.0,1.0,15.0,1.0,13.0,0.0,10.0,3,,59.0,0.0,0.0,B9710,,1,1,1,4,1,36061.0,A31Z,A31,,PC,O,AR,A,IN,,1993,A,A31Z,0.044950800000000006,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1994,A31,199403,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
39759,237112987,275596,0,0,0,-7229,0,0,0,459870,459870,735466,695274,116849,53860,0,167644,179085,68247,62236,0,0,0,0,0,0,0,0,0,0,0,0,22740,426514,17845,0,,A65Z,,712726,2,3,3,3,WORKSHOP OF THE PLAYERS ART FOUNDATION,,519 W 23RD ST,NEW YORK,NY,10011-1102,0.0,3.0,3.0,3000.0,197109.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1,1,1,6,1,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.319306,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1994,A65,199406,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
