,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
39394,237181785,1465122,0,0,0,150581,231370,0,0,192181,192181,1657303,1916903,2029307,72935,0,2629425,2557018,339059,527711,0,0,0,0,0,0,0,0,0,0,0,0,0,41600,0,0,,A82Z,,1657303,4.0,4.0,4.0,4.0,NEW YORK LANDMARKS CONSERVANCY INC,,141 FIFTH AVE,NEW YORK,NY,10010-7105,0.0,3.0,3.0,2000.0,197204.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A82Z,A82,,PC,O,AR,A,IN,,1992,A,A82Z,0.49991899999999995,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1992,A82,199212,NY,10010.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
39438,237182582,9018218,0,7611849,7390012,1009248,618387,0,0,10254795,2849283,19273013,5487138,70278862,0,0,64698214,70365395,151394,86533,0,0,0,0,0,0,0,0,0,0,0,0,390321,0,1204535,0,S,A53I,,11477180,6.0,6.0,6.0,5.0,AMERICAN FRIENDS OF THE ISRAEL MUSEUM,,500 FIFTH AVE 2540,NEW YORK,NY,10110-0002,0.0,3.0,3.0,1200.0,197205.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,60.0,602.0,0.0,B9710,,1.0,1,1,3.0,1,36061.0,A53I,A53,5.0,PC,O,AR,A,IN,,1993,A,A53I,0.059170900000000005,10110.0,10110.0,5602.0,5600.0,36061.0,,AR,1993,A11,199312,NY,10110.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A1150,A
39439,237182583,28231,0,0,0,239,458,0,0,41889,41889,70120,76532,4612,49563,0,17812,10707,6788,6095,0,0,0,0,0,0,0,0,0,0,0,0,0,41650,0,0,,A23Z,A25Z,70120,1.0,1.0,1.0,1.0,ART RESOURCES FOR TEACHERS AND STUDENTS INC,MARTIN COHEN CPA,134 HENRY ST,NEW YORK,NY,10002-7132,0.0,3.0,3.0,1000.0,197205.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A23Z,A23,,PC,O,AR,A,IN,,1992,A,A23Z,0.99515,10002.0,10002.0,5602.0,5600.0,36061.0,,AR,1993,A25,199308,NY,10002.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
39458,237183563,836149,0,1795653,1765699,247605,0,0,0,2824020,1058321,3660169,873710,5741076,115385,0,7797412,8651439,2860276,2910283,0,0,0,0,0,0,0,0,0,0,0,0,216820,0,563942,0,,A69I,Q99Z,1677650,5.0,4.0,4.0,3.0,AMERICAN FRIENDS OF THE ISRAEL PHILHARMONIC ORCHESTRA INC,,122 E 42ND ST STE 4507,NEW YORK,NY,10168-0002,0.0,3.0,3.0,1200.0,197208.0,1.0,15.0,1.0,13.0,0.0,10.0,6,TRA INC,149.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A69I,A69,6.0,PC,O,AR,A,IN,,1992,A,A69I,0.894387,10168.0,10168.0,5602.0,5600.0,36061.0,,AR,1993,A11,199306,NY,10168.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A1160,A
39499,237185843,51098,0,0,0,140,0,0,0,51505,51505,102603,103207,-4328,400,0,29960,19921,33684,24249,0,0,0,0,0,0,0,0,0,0,0,0,0,51365,0,0,,A6CZ,,102603,1.0,2.0,2.0,2.0,DACAPO CHAMBER PLAYERS INC,,215 W 90TH ST,NEW YORK,NY,10024-1221,0.0,3.0,3.0,1230.0,197208.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,89.0,119.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,A6CZ,A6C,,PC,O,AR,A,IN,,1992,A,A6CZ,0.436749,10024.0,10024.0,5602.0,5600.0,36061.0,,AR,1993,A6C,199308,NY,10024.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
39510,237186077,89842,18238,0,0,1888,33799,0,0,40300,40300,148380,171967,936112,28961,0,971989,944940,12290,8828,0,0,0,0,0,0,0,0,0,0,0,0,0,38412,0,0,,A59Z,,148380,3.0,2.0,2.0,2.0,OLD MERCHANTS HOUSE OF NEW YORK INC,% THE COOPER UNION,29 E 4TH ST,NEW YORK,NY,10003-7003,0.0,3.0,3.0,1000.0,197302.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,62.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A59Z,A59,,PC,O,AR,A,IN,,1993,A,A59Z,0.7086520000000001,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1993,A54,199312,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A54,A
39768,237205214,25575,0,0,0,36,0,0,0,7576,7576,33151,28106,-51932,0,0,169,214,57146,52146,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,0,5619,,A62Z,,33151,1.0,1.0,1.0,1.0,MIMI GARRARD DANCE COMPANY INC,% MIMI GARRARD,155 WOOSTER ST,NEW YORK,NY,10012-3159,0.0,3.0,3.0,2000.0,197301.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.377786,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1994,A62,199406,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
39769,237205218,12107,0,0,0,0,0,0,0,23631,23631,35738,26628,23049,0,0,13939,23049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22705,0,924,,A99Z,,35738,1.0,1.0,1.0,1.0,BAY RIDGE FESTIVAL OF THE ARTS INC,,7516 3RD AVE,BROOKLYN,NY,11209-3104,0.0,3.0,3.0,1200.0,197303.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,119.0,59.0,40.0,B9710,,1.0,1,1,6.0,1,36047.0,A99Z,A99,,PC,O,AR,A,IN,,1991,A,A99Z,0.647124,11209.0,11209.0,5602.0,5600.0,36047.0,,AR,1991,A99,199112,NY,11209.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
39963,237212492,722883,0,0,0,0,116928,0,0,234892,234892,957775,991364,-118203,66250,100,534936,771087,596000,889290,0,0,0,0,0,0,0,0,0,0,0,0,23550,139945,0,23663,,A65Z,A23Z,934225,3.0,3.0,3.0,3.0,INTERNATIONAL ARTS RELATIONS INC,,PO BOX 788 TIMES SQ STA,NEW YORK,NY,10108-0788,0.0,3.0,3.0,2000.0,197208.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,59.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.961657,10108.0,10108.0,5602.0,5600.0,36061.0,,AR,1992,A23,199212,NY,10108.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
40173,237221787,142727,0,0,0,4075,0,0,0,10368,10368,153095,137165,93971,0,0,84094,93971,0,0,93971,0,0,0,0,0,0,0,0,0,0,0,6053,0,240,0,,A84Z,,147042,1.0,2.0,2.0,2.0,GERMAN AMERICAN COMMITTEE OF GREATER NEW YORK INC,% T DENGLER,233 BROADWAY,NEW YORK,NY,10279-0001,0.0,3.0,3.0,1000.0,197208.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,64.0,908.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A84Z,A84,,PC,O,AR,A,IN,,1993,A,A84Z,0.48909600000000003,10279.0,10279.0,5602.0,5600.0,36061.0,,AR,1993,A23,199312,NY,10279.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
40211,237223688,43038,0,0,0,298,3048,0,0,3983,3983,47021,44198,35097,0,0,32274,35097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3685,0,0,,A69Z,,47021,1.0,1.0,1.0,1.0,HOUSING SYMPHONY ORCHESTRA INC,,250 BROADWAY,NEW YORK,NY,10007-2516,0.0,3.0,3.0,2000.0,197402.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A69Z,A69,,PC,O,AR,A,IN,,1993,A,A69Z,0.0220766,10007.0,10007.0,5602.0,5600.0,36061.0,,AR,1993,A69,199312,NY,10007.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A69,A
40426,237236811,460471,0,0,0,0,1277,0,0,28952,28952,489423,513517,21180,0,0,45274,26926,0,5746,0,0,0,0,0,0,0,0,0,0,0,0,0,10946,0,0,,A62Z,,489423,1.0,2.0,2.0,3.0,NEW ENGLAND DINOSAUR INC,% MICHAEL J KLEIN TREASURER,215 W 76TH ST FL 4,NEW YORK,NY,10023-8201,0.0,3.0,3.0,1000.0,197306.0,1.0,15.0,1.0,13.0,0.0,10.0,6,MICHAEL MAO DANCE,90.0,119.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,A62Z,A62,,PC,O,AR,A,IN,,1992,A,A62Z,0.47263599999999995,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1993,A62,199306,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
40461,237239481,191739,0,0,0,407,37019,0,0,259928,259928,451667,467743,-46111,39834,0,83132,131429,97085,177540,0,0,0,0,0,0,0,0,0,0,0,0,16082,232821,0,4199,,A99Z,,435585,2.0,2.0,2.0,2.0,ASSOCIATION FOR DEVELOPMENT OF DRAMATIC ARTS INC,% JEAN COCTEAU REPERTORY,330 BOWERY,NEW YORK,NY,10012-2462,0.0,3.0,3.0,3000.0,197402.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,A99Z,A99,,PC,O,AR,A,IN,,1992,A,A99Z,0.000505269,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1993,A61,199306,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A61,A
40669,237250654,129420,0,0,0,1997,3921,0,0,41244,41244,170664,126478,145755,0,0,128617,154347,27048,8592,0,0,0,0,0,0,0,0,0,0,0,0,0,26747,0,0,,A65Z,,170664,2.0,2.0,2.0,2.0,ONTOLOGICAL-HYSTERIC THEATRE INC,% PERFORMING ARTSERVICES INC,260 W BROADWAY,NEW YORK,NY,10013-2259,0.0,3.0,3.0,2000.0,197301.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.773142,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1993,A65,199306,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
40810,237254943,83068,0,0,0,0,722,0,0,91224,91224,174292,174292,0,0,0,41858,62609,41858,62609,0,0,0,0,0,0,0,0,0,0,0,0,0,91224,0,0,,A69P,,174292,1.0,2.0,2.0,2.0,ROME FESTIVAL ORCHESTRA LTD,,EMPIRE STATE BLDG STE 330,NEW YORK,NY,10118-0000,0.0,3.0,3.0,2100.0,197303.0,1.0,11.0,1.0,13.0,0.0,10.0,12,,30.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A69P,A69,6.0,PC,O,AR,A,IN,,1993,A,A69P,0.897998,10118.0,10118.0,5602.0,5600.0,36061.0,,AR,1993,A69,199312,NY,10118.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A1969,A
40919,237259446,136579,14595,0,0,0,35712,0,0,84402,84402,235576,229009,84811,0,0,121597,109530,19482,24719,0,0,0,0,0,0,0,0,0,0,0,0,23871,0,59880,651,,A26Z,A51Z,211705,2.0,2.0,2.0,2.0,WHITE COLUMNS INC,,142 54 CHRISTOPHER ST,NEW YORK,NY,10014-2836,0.0,3.0,3.0,2300.0,197303.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,59.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A26Z,A26,,PC,O,AR,A,IN,,1992,A,A26Z,0.288907,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1993,A26,199308,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A26,A
40930,237259680,22622,0,0,0,0,2942,0,0,116585,116585,139207,116160,25862,0,1173,2815,25862,0,0,25862,0,0,0,0,0,0,0,0,0,0,0,0,115636,0,949,,A68C,A6DZ,139207,1.0,2.0,2.0,2.0,AMERICAN BRASS CHAMBER MUSIC ASSOCIATION INC,,30 LINCOLN PLZ STE 3N,NEW YORK,NY,10023-7107,0.0,3.0,3.0,2000.0,197301.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,89.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,A68C,A68,6.0,PC,O,AR,A,IN,,1993,A,A68C,0.879971,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1993,A68,199312,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A036C,A
41104,237270405,83265,0,0,0,57,0,0,0,62001,62001,145266,110194,-97141,0,0,14665,17127,146878,114268,0,0,0,0,0,0,0,0,0,0,0,0,0,61944,0,0,,A6CZ,,145266,1.0,2.0,2.0,2.0,NEW YORK PHILOMUSICA CHAMBER ENSEMBLE,,105 W 73RD ST,NEW YORK,NY,10023-2903,0.0,3.0,3.0,2000.0,197308.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061,A6CZ,A6C,,PC,O,AR,A,IN,,1992,A,A6CZ,0.797575,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1993,A6C,199306,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
41279,237280740,90554,5740,0,0,5079,0,16791,18663,66297,49506,162591,168389,99576,32630,0,162743,129124,33488,29548,0,0,0,0,0,0,0,0,0,0,0,0,7090,11463,6175,1036,,A53Z,,138710,2.0,2.0,2.0,2.0,JACQUES MARCHAIS CENTER OF TIBETAN ARTS INC,,PO BOX 198,STATEN ISLAND,NY,10306-0000,0.0,3.0,3.0,2000.0,197309.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,60.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36085,A53Z,A53,,PC,O,AR,A,IN,,1993,A,A53Z,0.761342,10306.0,10306.0,5602.0,5600.0,36085.0,,AR,1993,A53,199312,NY,10306.0,STATEN ISLAND,,,A,AR,AR,PC,O,AR,A,IN,,A51,A
41366,237285794,12366,0,0,0,451,0,0,0,23880,23880,36246,30315,36934,0,0,35868,39869,4865,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,23429,0,0,,A26Z,A91Z,36246,1.0,1.0,1.0,1.0,MIDMARCH ASSOCIATES INC,,300 RIVERSIDE DR,NEW YORK,NY,10025-5267,0.0,3.0,3.0,3100.0,197309.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,59.0,0.0,B9710,,1.0,1,1,6.0,1,36061,A26Z,A26,,PC,O,AR,A,IN,,1993,A,A26Z,0.359603,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1993,A26,199312,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A26,A
41564,237296158,36300,0,0,0,1190,0,0,0,1690,1690,37990,38451,1765604,0,0,1766315,1765604,250,0,1765604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,,A51I,,37990,4.0,1.0,1.0,1.0,LUTECE FOUNDATION INC,% KELLY DRYE WARREN CLARK CARR & EL,101 PARK AVENUE,NEW YORK,NY,10178-0002,0.0,3.0,3.0,1000.0,197304.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061,A51I,A51,5.0,PC,O,AR,A,IN,,1993,A,A51I,0.390913,10178.0,10178.0,5602.0,5600.0,36061.0,,AR,1993,A51,199312,NY,10178.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A11,A
41567,237296167,293490,0,0,0,10643,82800,0,0,788366,788366,1081856,1066667,1327572,0,0,1692524,1838002,380141,510430,0,0,0,0,0,0,0,0,0,0,0,0,0,777723,0,0,,Z99Z,,1081856,4.0,4.0,4.0,4.0,TOWN HALL FOUNDATION INC,,123 W 43RD ST,NEW YORK,NY,10036-6514,0.0,3.0,3.0,2300.0,197306.0,1.0,17.0,1.0,13.0,0.0,10.0,8,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061,T20Z,T20,,PC,S,ZC,T,IN,,1993,T,T20Z,0.641706,10036.0,10036.0,5602.0,5600.0,36061.0,,PU,1994,T20,199408,NY,10036.0,NEW YORK,,,T,PU,OT,PC,S,ZC,,IN,,A12,A
41921,237309959,23567,9534,0,0,0,0,0,0,19290,19290,52391,54065,-4207,14300,0,11315,12325,13848,16532,-4207,0,0,0,0,0,0,0,0,0,0,0,0,19290,0,0,,A62Z,,52391,1.0,1.0,1.0,1.0,AMERICAN AUTHENTIC JAZZ DANCE THEATRE INC,% PEPSI BETHEL,554 W 53RD ST A24,NEW YORK,NY,10019-5036,0.0,3.0,3.0,2000.0,197310.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,0.0,B9710,,0.0,0,1,6.0,0,36061,A62Z,A62,,PC,O,AR,A,IN,,1992,A,A62Z,0.779397,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1993,A62,199306,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
41962,237311235,16680,0,0,0,0,0,0,0,60000,60000,76680,80116,7489,0,0,12901,7489,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,,A65Z,A75Z,76680,1.0,1.0,1.0,1.0,SPANISH ENGLISH ENSEMBLE THEATRE INC,% MANUEL MARTIN,PO BOX 1365 GRAND CENTRAL,NEW YORK,NY,10017-0000,0.0,3.0,3.0,1000.0,197308.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,90.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36061,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.08586210000000001,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1993,A65,199308,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
42071,237314944,2350,0,0,0,0,0,0,0,81941,81941,84291,87407,2022,0,0,7030,5337,1892,3315,0,0,0,0,0,0,0,0,0,0,0,0,0,81941,0,0,,A65Z,,84291,1.0,1.0,1.0,1.0,GENE FRANKEL THEATRE WORKSHOP INC,,24 BOND ST,NEW YORK,NY,10012-2424,0.0,3.0,3.0,1200.0,197310.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36061,A65Z,A65,,PC,O,AR,A,IN,,1993,A,A65Z,0.902223,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1993,A25,199312,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
42072,237314954,2000,0,0,0,365,0,27688,41998,70051,42363,72051,21216,65143,0,0,70006,87153,28010,22010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B99Z,,44363,1.0,1.0,1.0,1.0,SEA HERITAGE FOUNDATION INC,% LAURENCE MAY,254 26 75TH AVE,GLEN OAKS,NY,11004-1108,0.0,3.0,3.0,2000.0,197310.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,59.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36081,B99Z,B99,,PC,O,ED,B,IN,,1993,B,B99Z,0.11288800000000002,11004.0,11004.0,5602.0,5600.0,36081.0,,ED,1993,B99,199312,NY,11004.0,GLEN OAKS,,,B,ED,ED,PC,O,ED,B,IN,,A82,A
42074,237314992,51566,0,0,0,0,0,0,0,47817,47817,99383,92633,-2908,0,0,10659,18882,20317,21790,0,0,0,0,0,0,0,0,0,0,0,0,0,47827,0,0,,A62Z,,99383,1.0,1.0,1.0,1.0,RIO GRANDE UNION INC,,541 BROADWAY,NEW YORK,NY,10012-3944,0.0,3.0,3.0,1000.0,197309.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,0.0,1,1,6.0,1,36061,A62Z,A62,,PC,O,AR,A,IN,,1993,A,A62Z,0.950184,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1994,A62,199406,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
42208,237321522,188051,0,0,0,2060,0,0,0,2060,2060,190111,124097,126779,60000,0,60765,126779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A32Z,,190111,2.0,2.0,2.0,2.0,MUSIC PROJECT FOR TELEVISION INC,,635 MADISON AVE 16TH FLOO,NEW YORK,NY,10022-1009,0.0,3.0,3.0,2000.0,197311.0,1.0,15.0,1.0,13.0,0.0,10.0,11,,119.0,121.0,122.0,B9710,,1.0,1,1,6.0,1,36061,A32Z,A32,,PC,O,AR,A,IN,,1992,A,A32Z,0.49767,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1993,A32,199311,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A32,A
42237,237323047,62396,0,0,0,14,235,0,0,11922,11922,74318,53252,-5096,0,0,3816,11778,29978,16874,0,0,0,0,0,0,0,0,0,0,0,0,0,11908,0,0,,A62Z,,74318,1.0,1.0,1.0,1.0,SOLOMONS COMPANY-DANCE INC,,104 FRANKLIN ST 4TH FL,NEW YORK,NY,10013-2910,0.0,3.0,3.0,2000.0,197311.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061,A62Z,A62,,PC,O,AR,A,IN,,1992,A,A62Z,0.308841,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1993,A62,199306,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
42370,237330454,288432,350,0,0,171,0,0,0,-350,-350,288432,321243,964038,54418,0,1127374,1145210,174320,181172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B99Z,,288432,4.0,2.0,2.0,2.0,SOCIETY FOR PRESERVATION OF WEEKSVILLE & BEDFORD-STUYVESANT HI,,PO BOX 120 ST JOHNS STA,BROOKLYN,NY,11213-0120,0.0,3.0,3.0,1000.0,197403.0,1.0,16.0,1.0,11.0,0.0,10.0,9,TUYVESANT HI,59.0,61.0,0.0,B9710,,1.0,1,0,0.0,0,36047,B99Z,B99,,PC,O,ED,B,IN,,1992,B,B99Z,0.36861900000000003,11213.0,11213.0,5602.0,5600.0,36047.0,,ED,1993,B99,199309,NY,11213.0,BROOKLYN,,,B,ED,ED,PC,O,ED,B,IN,,A82,A
42570,237343096,0,20137,0,0,0,0,329,1401,25634,25305,45771,47011,12612,0,0,14181,12612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23575,0,0,,A99Z,,45442,1.0,1.0,1.0,1.0,ARTISTS IN RESIDENCE INC,,40 WOOSTER ST,NEW YORK,NY,10013-2229,0.0,3.0,3.0,2000.0,197308.0,1.0,16.0,1.0,13.0,0.0,10.0,5,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061,A91Z,A91,,PC,O,AR,A,IN,,1992,A,A91Z,0.46456899999999995,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1993,A91,199305,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A90,A
42575,237343121,207965,7360,0,0,147,16084,0,0,47321,47321,262646,274479,-82015,0,0,72547,84030,154369,166045,0,0,0,0,0,0,0,0,0,0,0,0,0,46609,0,565,,A6AZ,,262646,1.0,2.0,2.0,2.0,CITY GRAND OPERA SOCIETY INC,,154 W 57TH ST,NEW YORK,NY,10019-3321,0.0,3.0,3.0,2000.0,197401.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,119.0,0.0,B9710,,0.0,1,0,1.0,0,36061,A6AZ,A6A,,PC,O,AR,A,IN,,1992,A,A6AZ,0.04903540000000001,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1993,A6A,199306,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
42640,237346761,262832,4142,0,0,255,0,0,0,154736,154736,421710,271327,702082,0,0,1285604,1318082,678764,616000,0,0,0,0,0,0,0,0,0,0,0,55141,0,32181,0,0,,A23Z,X99Z,366569,4.0,2.0,2.0,2.0,GUJARATI SAMAJ OF NEW YORK INC,,173 15 HORACE HARDING EXP,FRESH MEADOWS,NY,11365-1531,0.0,3.0,3.0,1000.0,197408.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,29.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36081,A23Z,A23,,PC,O,AR,A,IN,,1993,A,A23Z,0.6855399999999999,11365.0,11365.0,5602.0,5600.0,36081.0,,AR,1993,A23,199312,NY,11365.0,FRESH MEADOWS,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
42698,237348782,740069,0,0,0,5318,0,0,0,60378,60378,800447,733567,276539,92692,0,325403,384525,81322,107986,0,0,0,0,0,0,0,0,0,0,0,0,34422,8753,0,11885,,A26Z,,766025,2.0,3.0,3.0,3.0,LOWER MANHATTAN CULTURAL COUNCIL INC,,5 WORLD TRADE CENTER STE,NEW YORK,NY,10048-0205,0.0,3.0,3.0,2000.0,197402.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061,A26Z,A26,,PC,O,AR,A,IN,,1992,A,A26Z,0.8416530000000001,10048.0,10048.0,5602.0,5600.0,36061.0,,AR,1993,A26,199306,NY,10048.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A26,A
