,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
7013,3,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,133676158,1995,1994,3,1,88,0,340,0,0,0,0,0,0,0,340,10136,-9796,6486,340,7,340,34911,0,0,0,0,159299,22451,6486,0,BASINGSTOKE PRODUCTIONS,NEW YORK,NY,10036-4305,Z,Z99,0.38979600000000003,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,199212.0,199506,199506,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,6,90.0,0.0,543 WEST 43RD STREET 8015,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,
7021,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133680271,1995,1994,2,3,60,33583,550,0,0,0,0,4170,16500,0,38303,32596,5707,28426,550,0,0,13205,0,0,0,0,0,13205,0,1261,MUS VIEWS,NEW YORK,NY,10010-6723,Z,Z99,0.218606,36061.0,10010.0,10010.0,5602.0,5600.0,36061.0,4.0,,199301.0,199507,199507,NY,10010.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,2 PETER COOPER RD,3.0,0.0,1000.0,% LILA A SHERMAN,1.0,13.0,1.0,0.0,1.0,MUSEUM VIEWS,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
7048,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133690790,1995,1994,6,6,29,870,1935,28318,999149,0,0,0,0,39000,1030272,49309,980963,46528,1019093,20382,0,1126205,988594,0,0,988594,0,1135121,0,55936,PRESERVATION FND,NEW YORK,NY,10022-4219,Z,Z99,0.35630300000000004,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199308.0,199510,199510,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,10,560.0,602.0,545 MADISON AVE 801,3.0,0.0,1000.0,% JULIUS PAIGE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A82,A,,
7081,3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,133699100,1995,1995,1,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,5,5,MR & MRS RAYMOND J HOROWITZ FND ARTS,NEW YORK,NY,10016-0000,Z,Z99,0.9621360000000001,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199305.0,199512,199512,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,600 3RD AVE 31ST FLR,3.0,0.0,1000.0,% RAYMOND J HOROWITZ,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
7121,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133719303,1995,1994,1,3,914,24000,0,0,0,0,0,4255,0,0,28255,24902,3353,24902,0,0,0,314,0,0,0,0,12625,314,0,25,KAWAMURA CULTURAL FND,NEW YORK,NY,10170-2199,A,A75,0.7397630000000001,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,3.0,,199504.0,199503,199503,NY,10170.0,NEW YORK,PF,O,AR,A,IN,,3,119.0,0.0,90 PARK AVE 17TH FLR,3.0,0.0,2000.0,KISO & TANAKA,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A1220,A,,
7126,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133721844,1995,1995,4,3,40,9118,1326,9421,4058,0,0,0,0,12100,23923,15720,8203,15720,14805,148,0,234613,0,121228,51259,172487,0,238905,0,11197,MICHAEL HAUSMAN FILMHAUS FND,NEW YORK,NY,10003-9519,Z,Z99,0.726036,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199311.0,199512,199512,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,736 BROADWAY,3.0,0.0,1000.0,% MICHAEL HAUSMAN,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,
7138,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133729495,1995,1994,6,2,60,0,15746,0,0,0,0,4413,0,15800,20159,168856,-148697,815199,0,0,0,3399353,0,0,0,0,8465,3399353,0,0,ERIC & SALOME ESTORICK FND,NEW YORK,NY,10004-1403,A,A51,0.851482,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,4.0,,199501.0,199506,199506,NY,10004.0,NEW YORK,PF,O,AR,A,IN,,6,91.0,0.0,ONE BATTERY PARK PLZ,3.0,0.0,2000.0,% WINTHROP STIMSON PUTNAM & ROBERT,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A51,A,,
7216,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133747036,1995,1994,6,4,62,395460,0,0,0,0,0,19730,0,0,415190,165075,250115,91360,0,0,0,3410958,0,0,0,0,0,3410958,0,0,CLASSICAL AMER HOMES PRESERVATION TR,NEW YORK,NY,10172-0003,Z,Z99,0.045990699999999995,36061.0,10172.0,10172.0,5602.0,5600.0,36061.0,3.0,,199409.0,199511,199511,NY,10172.0,NEW YORK,PF,O,UN,Z,IN,,11,0.0,0.0,PO BOX 18,3.0,0.0,1000.0,% DAVIS POLK & WARDWELL,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A82,A,,
7221,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133747492,1994,1993,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INTL CTR DESIGN ART TO GOD TO WORLD & TO MAN,NEW YORK,NY,10022-6601,A,A20,0.869142,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199505.0,199406,199406,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,6,119.0,63.0,845 THIRD AVE 12TH FL,3.0,199806.0,1000.0,WOLF POPPER LLP,1.0,13.0,10.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A20,A,,
7264,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133753037,1995,1995,1,0,124,0,0,0,0,0,0,0,0,0,0,258,-258,258,0,0,0,1111,0,0,0,0,1500,1111,0,0,PUBLIC OPINION,NEW YORK,NY,10022-4168,Z,Z99,0.695121,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199408.0,199512,199512,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,125.0,0.0,60 SUTTON PL S STE 3DS,3.0,0.0,1000.0,% MICHAEL BARNETT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
7320,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133781874,1995,1995,3,3,60,62500,0,2038,0,0,0,0,0,5000,64538,5600,58938,0,2038,41,2038,61438,0,0,57400,57400,0,61438,0,3179,COBY FND,NEW YORK,NY,10021-7032,A,A51,0.6520100000000001,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199503.0,199512,199512,NY,10021.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,20 E 65TH ST,3.0,0.0,1000.0,MILBANK TWEED HADLEY & MCCLOY,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A51,A,,
7334,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133787051,1995,1995,1,1,350,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,6036,0,0,0,0,6036,6036,0,0,FELISSIMO FND,NEW YORK,NY,10019-3801,Z,Z99,0.028405200000000002,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,199409.0,199512,199512,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,10 W 56TH ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
7355,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133794021,1995,1995,4,4,602,108000,0,0,0,0,0,0,0,136306,108000,136323,-28323,136306,0,0,0,128530,0,0,0,0,0,128530,0,3165,GOTTLIEB SCHWARTZ FAMILY FND,STATEN ISLAND,NY,10314-4253,A,A60,0.8506,36085.0,10314.0,10314.0,5602.0,5600.0,36085.0,4.0,,199505.0,199512,199512,NY,10314.0,STATEN ISLAND,PF,O,AR,A,IN,,12,0.0,0.0,724 COLLFIELD AVE,3.0,0.0,1000.0,% WEISS & COMPANY,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A60,A,,
7362,2,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,133795843,1995,1994,3,3,559,28055,209,0,0,0,0,0,0,0,28264,120,28144,67,209,4,209,31724,0,0,0,0,3580,173900,0,6698,DEANE & SUSAN PENN ART FND,NEW YORK,NY,10123-0101,A,A51,0.572291,36061.0,10123.0,10123.0,5602.0,5600.0,36061.0,3.0,,199507.0,199509,199509,NY,10123.0,NEW YORK,PF,O,AR,A,IN,,9,0.0,0.0,450 7TH AVE RM 500,3.0,0.0,1000.0,% WOLLIN,1.0,11.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A12,A,,
7434,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133801734,1996,1995,4,1,119,0,0,0,0,0,0,496,0,0,496,13113,-12617,13113,0,0,0,414608,0,0,0,0,25000,414608,0,830,HARRY M STEVENS FAMILY FND,NEW YORK,NY,10024-1007,A,A99,0.853324,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,199601.0,199606,199606,NY,10024.0,NEW YORK,PF,O,AR,A,IN,,6,0.0,0.0,186 RIVERSIDE DR APT 16D,3.0,0.0,1000.0,% WILLIAM M HUNT,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A99,A,,
7436,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133802490,1995,1995,4,4,93,340440,0,0,0,0,0,928,54303,0,341368,355601,-14233,0,0,0,0,402654,0,0,0,0,39039,402654,0,0,FND HELLENIC CULTURE,NEW YORK,NY,10019-3402,A,A76,0.154368,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,3.0,,199504.0,199512,199512,NY,10019.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,7 W 57TH ST,3.0,0.0,1000.0,% GREGORY A SIORIS,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A12,A,,
7452,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133808182,1994,1994,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUSAN W ROSE FND MUSIC,NEW YORK,NY,10016-3903,B,B82,0.726242,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199509.0,199412,199412,NY,10016.0,NEW YORK,PF,O,ED,B,IN,,12,90.0,602.0,380 MADISON AVE 4TH FLR,3.0,0.0,1000.0,% MORRIS MANSFIELD,1.0,13.0,1.0,0.0,1.0,,B,ED,ED,ED,3.0,,,,,,,A68,A,,
7453,3,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,133809561,1995,1995,2,3,90,25837,409,38,454,0,0,0,0,0,26740,13605,13135,13055,0,0,0,14335,0,5985,0,5985,0,14912,0,367,ARTUR BALSAM FND CHAMBER MUSIC,NEW YORK,NY,10025-5349,A,A50,0.8904719999999999,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,199505.0,199512,199512,NY,10025.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,551 5TH AVE,3.0,0.0,1000.0,% MOSHE MIRSKY,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A6C,A,,
7461,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133830526,1995,1995,6,6,602,2021898,5,0,0,0,0,0,0,68000,2021903,70326,1951577,70326,5,0,0,1964927,0,0,0,0,0,1964927,0,41153,DOROTHY DEHNER FND VISUAL ARTS,NEW YORK,NY,10006-2701,T,T20,0.692812,36061.0,10006.0,10006.0,5602.0,5600.0,36061.0,4.0,,199506.0,199512,199512,NY,10006.0,NEW YORK,PF,S,ZC,T,IN,,12,0.0,0.0,61 BROADWAY 18TH FLR,3.0,0.0,1000.0,% BRAUNER BARON ROSENZWEIG & KLEIN,1.0,13.0,1.0,0.0,1.0,,T,PU,PU,OT,3.0,,,,,,,A40,A,,
7465,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133832587,1995,1994,4,4,60,100000,0,0,0,0,0,0,0,0,100000,0,100000,0,0,0,0,100000,0,0,0,0,0,100000,0,4,INST AEGEAN PREHISTORY STUDY CTR EAST CRETE,NEW YORK,NY,10020-1700,A,A56,0.493091,36061.0,10020.0,10020.0,5602.0,5600.0,36061.0,3.0,,199508.0,199506,199506,NY,10020.0,NEW YORK,PF,O,AR,A,IN,,6,199.0,119.0,1270 AVE OF THE AMERICAS,3.0,0.0,1200.0,% MILLBURN CORPORATION,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A70,A,,
7534,3,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,135635801,1994,1994,8,6,200,1646827,36794,46705,337860,0,0,930261,61800,0,2998447,2215280,783167,2091884,296288,2963,894337,16737984,0,4620561,0,4620561,307970,17312501,0,323367,ADIRONDACK HIST ASSOC,NEW YORK,NY,10022-5802,Z,Z99,0.144974,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,15.0,,199210.0,199412,199412,NY,10022.0,NEW YORK,PC,O,UN,Z,IN,,12,0.0,0.0,477 MADISON AVE,3.0,199612.0,1000.0,% YOHALEM GILLMAN & CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A54,A,,
7548,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136000245,1996,1995,2,3,119,94046,0,0,0,0,0,0,0,0,94046,85015,9031,83365,0,0,0,13620,0,0,0,0,21609,13620,0,622,BALLET SOC,NEW YORK,NY,10023-3101,Z,Z99,0.386536,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,194710.0,199606,199606,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,6,59.0,927.0,5 W 73RD ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A63,A,,
7564,3,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136019220,1995,1994,4,4,119,243507,0,13604,0,0,0,96899,41250,10366,354010,355137,-1127,244372,7688,154,16606,450870,117482,0,0,117482,292856,457601,0,6867,POETRY SOC AMERICA,NEW YORK,NY,10003-1705,Z,Z99,0.798638,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,193705.0,199509,199509,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,3000.0,,1.0,13.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A0370,A,,
7605,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136031962,1995,1995,5,3,602,0,0,39087,41915,0,0,1080,11022,32164,82082,43303,38779,33383,72077,1441,0,842356,0,0,0,0,0,1057246,0,47822,AL CROWLEY TRUST FBO NEIGHBORHOOD PLAYHOUSE,NEW YORK,NY,10017-2014,Z,Z99,0.791986,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,197302.0,199512,199512,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,270 PARK AVE 27TH FL,3.0,0.0,1000.0,% CHEMICAL BANK ADMIN SERV DEPT,1.0,13.0,1.0,0.0,2.0,T-15246,Z,UN,UN,OT,3.0,,,,,,,A61,A,,
7686,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136059836,1995,1995,5,4,161,321,947,36774,40341,0,0,0,0,133510,78385,148775,-70390,148547,66880,669,0,656333,331159,178073,125653,634885,0,775967,0,38262,HIST RES FND,NEW YORK,NY,10036-2501,Z,Z99,0.00482324,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196204.0,199512,199512,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,180.0,59.0,1185 AVE OF THE AMERICAS,3.0,0.0,2000.0,% ARTHUR ANDERSON,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1282,A,,
7747,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136066414,1995,1995,1,1,602,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,162,0,0,0,0,0,0,0,8,JOSEPH M MAY MEM ASSOC,NEW YORK,NY,10170-0000,Z,Z99,0.795669,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,4.0,,195508.0,199512,199512,NY,10170.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,420 LEXINGTON AVE RM 2817-20,3.0,0.0,1000.0,% JACOBS EVALL & BLUMENFELD,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
7941,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136085361,1995,1994,5,3,602,0,0,30610,52447,0,0,0,0,0,83057,0,83057,0,83057,1661,0,506789,0,23554,0,23554,0,564111,0,26725,WARNER COMMUNICATIONS FND,NEW YORK,NY,10020-1401,Z,Z99,0.901782,36061.0,10020.0,10020.0,5602.0,5600.0,36061.0,4.0,,6012.0,199505,199505,NY,10020.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,1271 AVE OF THE AMERICAS 41ST FL,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
7983,3,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,136086859,1995,1995,9,9,602,48056,1457696,32438839,17093638,0,0,0,382852,28547920,51038229,35112321,15925908,32877009,49666524,993330,0,824564249,46390462,610758378,124202110,781350950,10294734,824564249,0,37305474,LILA WALLACE READERS DIGEST FND,NEW YORK,NY,10016-5603,Z,Z99,0.566809,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196004.0,199512,199512,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,2 PARK AVE 23RD FLR,3.0,0.0,1000.0,% CFO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
8027,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136089816,1995,1994,1,3,602,15647,6677,0,0,0,0,7765,0,392530,30089,392530,-362441,392530,0,0,0,1,0,0,0,0,1,1,0,1003,VIACOM FND,NEW YORK,NY,10036-5701,Z,Z99,0.0472718,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,195508.0,199510,199510,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,10,0.0,0.0,1515 BROADWAY,3.0,0.0,1000.0,VIACOM INTERNATIONAL INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
8130,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,136096069,1995,1995,6,5,908,39600,0,58710,79918,0,0,48650,0,40350,226878,158212,68666,109673,138628,2773,58821,1336527,0,0,0,0,25,1658377,37063,75383,DAUGHTERS CINCINNATI,NEW YORK,NY,10022-1909,Z,Z99,0.24329299999999998,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,194308.0,199512,199512,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,0.0,122 E 58TH ST,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
8440,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136115059,1994,1994,4,3,59,0,0,30453,0,0,0,0,0,23710,30453,24902,5551,23863,29759,595,0,402300,0,244380,50001,294381,0,705417,35254,35849,LITERARY SOC FND,NEW YORK,NY,10028-0002,Z,Z99,0.8115359999999999,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,4.0,,194705.0,199412,199412,NY,10028.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 155 GRACIE STA,3.0,0.0,2000.0,HANS SCHUMACHER,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
8505,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136118881,1995,1995,2,1,561,0,502,0,0,0,0,0,0,440,502,493,9,440,449,4,449,16884,0,0,0,0,0,16884,0,839,BELGIAN SOC BENEVOLENCE,NEW YORK,NY,10024-1719,Z,Z99,0.58454,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,194208.0,199512,199512,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,767 FIFTH AVE 28TH FL,3.0,0.0,1000.0,% SOCFIN US INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
8540,3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,136121046,1995,1995,3,1,119,0,1182,0,0,0,0,0,0,0,1182,857,325,0,547,5,325,58089,0,0,0,0,3000,58089,1279,1284,NAT ARTS FND,NEW YORK,NY,10166-0005,Z,Z99,0.984908,36061.0,10166.0,10166.0,5602.0,5600.0,36061.0,4.0,,195204.0,199512,199512,NY,10166.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,561.0,200 PARK AVE KIESEL,1.0,0.0,2100.0,% WHITMAN & RANSOM,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,
8624,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136127858,1996,1995,1,1,119,75,0,0,0,0,0,0,0,0,75,75,0,75,0,0,0,153,0,0,0,0,0,153,0,0,BELGIAN ART FND IN UNITED STATES,NEW YORK,NY,10019-3323,Z,Z99,0.659029,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,196202.0,199605,199605,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,146 W 57TH ST APT 43 A,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
8674,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136133259,1994,1994,1,1,602,0,43,0,0,0,0,0,0,0,43,25,18,0,18,1,18,1773,0,0,0,0,0,1773,0,87,IRISH EMIGRANT SOC NEW YORK,NEW YORK,NY,10017-6904,Z,Z99,0.123748,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,194503.0,199412,199412,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,5 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
8717,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,136139518,1995,1995,7,6,40,75399,19706,165736,148721,0,0,1398378,111937,42868,1807940,753059,1054881,205663,1211739,24235,0,7974705,1171399,3745908,77625,4994932,48292,7974705,0,324438,KURT WEILL FND MUSIC,NEW YORK,NY,10003-1106,Z,Z99,0.27810799999999997,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,196407.0,199512,199512,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,0.0,7 E 20TH ST,3.0,0.0,1200.0,% HOROWITZ COLEMAN & WALDMAN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
8794,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136149781,1995,1994,1,4,59,1050,143832,186621,92017,0,0,39001,0,2200,487354,234932,252422,139359,353980,7080,353036,2576,1990068,801644,0,2791712,2576,4021926,0,191234,PERFORMING ARTS FND,NEW YORK,NY,10016-0570,Z,Z99,0.720705,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,3.0,,196411.0,199508,199508,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,8,602.0,0.0,21 E 40TH ST RM 1006,3.0,0.0,1200.0,% SPITZ & EDELSTEIN CPAS,1.0,13.0,1.0,0.0,3.0,,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,
8870,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136157956,1995,1995,1,2,59,11500,121,0,0,0,0,0,0,16500,11621,16939,-5318,16936,121,2,0,6659,0,0,0,0,0,6659,0,474,LARCHMONT CHAMBER MUSIC CIRCLE,NEW YORK,NY,10036-2601,Z,Z99,0.726061,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196404.0,199512,199512,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1185 AVE OF AMERICAS,3.0,0.0,2000.0,% LILLIE BERNSTEIN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,
