,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,TFLD,P6TXRFD,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,FIPS,MSA_NECH,PMSA,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
9831,133930172,200312,2003,200440.0,29491255042194,A99Z,N,Y,0.0,1.0,2003,3.0,8.0,5.0,3,602,637983,4924,130577,238905,0,85325,0,1921563,1099640,2022381,-922741,1930628,291869,0,20638894,0,20379876,0,20379876,0,20638894,0,874927,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1926,0,376332,0,100818,84463,9065,84463,0,77773,0,181245,20638898,0,20638894,2919,0,0,2457,0,0,0,500,0,2919,17765021,877846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,TOMORROW FOUNDATION,LAURA BAUDO SILLERMAN,650 MADISON AVE,NEW YORK,NY,10022-1029,0.0,3.0,1.0,199704.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,602.0,0.0,0.0,962,0,M,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.998395,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A99,A
9868,133935646,200312,2003,200423.0,29491136117044,A99Z,N,Y,0.0,1.0,2003,3.0,7.0,3.0,3,602,0,10,53602,977709,0,0,0,218500,1031321,221044,810277,218500,1031321,0,5158142,0,3277829,0,3277829,0,5158142,0,219078,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1031321,0,2544,0,0,0,0,53222,0,0,5158142,0,5158142,20626,0,0,4120,0,0,0,0,0,20626,4448286,198452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,SCHLOSS FAMILY FOUNDATION INC,WALTER J SCHLOSS,350 PARK AVE 9TH FLR,NEW YORK,NY,10022-6022,0.0,3.0,1.0,199704.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,602.0,0.0,0.0,16506,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.383824,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A99,A
9872,133935995,200312,2003,200451.0,29491339049074,A40J,N,Y,0.0,1.0,2003,3.0,8.0,8.0,3,602,1093249,0,997105,327222,0,9551,0,2161700,2427127,2579543,-152416,2384541,935934,0,49635883,8645269,27133849,327468,36106586,21285,55204859,2035559,2508431,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1127936,0,417843,192002,222841,192002,0,0,0,9721050,55204859,0,49614598,9359,0,0,10696,0,12000,0,0,8000,9359,50932614,2499072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10111.0,LILY AUCHINCLOSS FOUNDATION INC,BESSEMER TRUST,630 5TH AVE,NEW YORK,NY,10111-0100,0.0,3.0,1.0,199706.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,602.0,0.0,0.0,-13337,5337,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.183926,C,36061.0,5602.0,5600.0,NY,10111.0,NEW YORK,core2003pf_ver1,PF,S,ZB,A,IN,,A40,A
9888,133938484,200406,2004,200452.0,29491339231224,A99I,N,Y,0.0,1.0,2003,3.0,4.0,2.0,3,119,0,16033,0,0,0,0,0,0,16033,0,16033,0,16033,0,336175,0,0,0,0,0,336175,16489,16809,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,16033,0,0,0,0,0,0,23506,0,312669,336174,0,336175,321,0,0,0,0,0,0,0,0,321,336175,16489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10007.0,BETTY RETTER FOUNDATION,BETTY RETTER,225 BROADWAY STE 500,NEW YORK,NY,10007-3901,0.0,3.0,1.0,199707.0,1.0,4.0,2.0,13.0,0.0,1.0,6,,119.0,0.0,0.0,321,0,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.97472,C,36061.0,5602.0,5600.0,NY,10007.0,NEW YORK,core2003pf_ver1,PF,S,ZA,A,IN,,A99,A
9995,133952016,200312,2003,200423.0,29491143041204,A20Z,N,Y,0.0,1.0,2003,3.0,6.0,6.0,3,91,0,6932,1264,407120,0,0,0,477000,415316,577070,-161754,477000,327388,0,1622151,0,360260,0,360260,0,1784266,0,83583,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,415316,0,100070,87928,0,87928,0,1054539,0,0,1784266,0,1622151,3274,0,0,6548,0,0,0,0,3274,3274,1697109,80309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,PAINTER HILL FOUNDATION,REMINICK ARRONS & CO LLP,529 FIFTH AVE STE 901,NEW YORK,NY,10017-4608,0.0,3.0,1.0,199708.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,91.0,602.0,0.0,-3274,0,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.892863,C,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A20,A
10027,133963325,200406,2004,200444.0,29491290038234,A33E,N,Y,0.0,1.0,2003,3.0,1.0,2.0,3,994,10500,0,0,0,0,380,1700,0,10880,15444,-4564,0,0,380,4607,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,380,15444,0,0,0,0,4607,0,0,0,0,4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11375.0,INSTITUTE FOR THE STUDY OF LONG-TERM ECONOMIC TRENDS,HUDSON,119 49 UNION TURNPIKE 3B,FOREST HILLS,NY,11375-0000,0.0,3.0,2.0,199712.0,1.0,4.0,1.0,11.0,0.0,1.0,6,,994.0,120.0,123.0,0,0,,A05,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.22633000000000003,C,36081.0,5602.0,5600.0,NY,11375.0,FOREST HILLS,core2003pf_ver1,PF,S,AR,A,IN,,A33,A
10047,133967980,200312,2003,200439.0,29491248030114,A70Z,N,Y,0.0,1.0,2003,3.0,1.0,4.0,3,994,108975,0,0,0,0,0,34175,0,108975,113635,-4660,113635,0,0,2271,0,0,0,0,0,2271,0,159,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,113635,0,113635,0,0,2271,0,0,2271,0,2271,0,0,0,0,0,0,0,0,0,0,3223,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021.0,LANDMARKS FOUNDATION PROTECTING SAC RED SITES GLOBALLY INC,,155 E 75TH ST,NEW YORK,NY,10021-3251,0.0,3.0,1.0,199712.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,994.0,119.0,0.0,0,0,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.500323,C,36061.0,5602.0,5600.0,NY,10021.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A70,A
10059,133972275,200312,2003,200428.0,29491178083034,P20,N,Y,0.0,1.0,2003,3.0,2.0,2.0,3,994,413,60,0,0,0,24400,0,0,24873,34938,-10065,24263,60,9506,11274,0,0,0,0,7941,11274,0,784,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,60,24400,34938,0,24263,0,14894,0,0,0,11274,0,3333,1,0,0,0,0,0,0,0,0,1,15909,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001.0,ART2FACTS,RAYMOND M PEPI,158 W 27TH ST STE 4TH FLR,NEW YORK,NY,10001-6216,0.0,3.0,2.0,199812.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,994.0,119.0,0.0,1,0,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.96144,C,36061.0,5602.0,5600.0,NY,10001.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A40,A
10065,133973817,200309,2003,200438.0,29491241087234,A82Z,N,Y,0.0,1.0,2002,3.0,5.0,3.0,3,994,20000,3213,2707,0,0,0,0,520000,25920,536392,-510472,531634,5920,0,956360,0,758466,0,758466,13258,956360,0,53047,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5920,0,16392,0,11634,0,0,197894,0,0,956360,0,943102,59,0,0,0,0,0,0,0,0,59,1077099,52988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024.0,FRIENDS OF CHINA HERITAGE FUND LIMITED,DIANE T WOO,440 W END AVE,NEW YORK,NY,10024-5358,0.0,3.0,1.0,199807.0,1.0,4.0,1.0,13.0,0.0,1.0,9,,994.0,119.0,0.0,59,0,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.846301,C,36061.0,5602.0,5600.0,NY,10024.0,NEW YORK,core2003pf_ver1,PF,S,ZA,A,IN,,A1180,A
10081,133976351,200306,2003,200409.0,29491340001013,A60Z,N,Y,0.0,1.0,2002,3.0,1.0,1.0,3,994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,DAVID MERRICK AND NATALIE LLOYD FOUNDATION INC,SCOTT GILDEA & COMPANY,117 E 57TH ST,NEW YORK,NY,10022-2002,0.0,3.0,1.0,199803.0,1.0,4.0,1.0,13.0,200206.0,1.0,6,,994.0,927.0,602.0,0,0,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.761987,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,G20,G
10140,133981562,200311,2003,200414.0,29491073039134,A51Z,N,Y,0.0,1.0,2002,2.0,3.0,3.0,3,60,8800,726,199,12416,0,0,0,7225,22141,24554,-2413,24554,925,925,62613,28418,0,0,28418,0,57076,0,3428,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,925,925,17329,0,17329,0,0,34195,0,0,57076,0,62613,19,0,0,0,0,0,0,0,0,19,69608,3409,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,MICA FOUNDATION,HOWARD MORSE MORSE ZELNICK ROSE &,405 PARK AVE SUITE 1401,NEW YORK,NY,10022-9427,0.0,3.0,1.0,199811.0,1.0,3.0,1.0,13.0,0.0,1.0,11,,60.0,0.0,0.0,19,0,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.767746,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A51,A
10154,133984936,200312,2003,200423.0,29491143075024,A31Z,N,Y,0.0,1.0,2003,3.0,6.0,7.0,3,602,8497108,1644,7741,0,0,0,838553,2136495,8506493,8652801,-146308,7761940,9385,0,3735139,0,0,0,0,2114861,3735139,0,36575,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,9385,9385,6516306,0,5625445,0,470037,0,0,0,3735139,0,1620278,94,0,0,419,0,0,0,0,325,94,742648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10152.0,ANDREA AND CHARLES BRONFMAN PHILANTROPIES INC,JEFFREY SOLOMAN,375 PARK AVE 6TH FLOOR,NEW YORK,NY,10152-0002,0.0,3.0,2.0,199807.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,602.0,0.0,0.0,-325,0,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.3363,C,36061.0,5602.0,5600.0,NY,10152.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,T23,T
10201,133995881,200306,2003,200424.0,29491143267094,A20,N,Y,0.0,1.0,2002,3.0,6.0,5.0,3,0,386100,107,0,0,0,0,67154,0,682020,614893,67127,319080,107,107,2922838,0,0,0,0,22580,2922838,0,1463,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,295813,0,107,295920,614893,0,100627,0,295813,500,0,0,2922838,0,2900258,2,0,0,0,0,0,0,0,0,2,29705,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018.0,LUCILLE LORTEL THEATRE FOUNDATION INC,HECHT AND COMPANY PC,111 W 40TH ST,NEW YORK,NY,10018-2506,0.0,3.0,1.0,199907.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,0.0,0.0,0.0,2,0,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.43621099999999996,C,36061.0,5602.0,5600.0,NY,10018.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A65,A
10232,134006236,200212,2002,200438.0,29491241052194,A33Z,N,Y,0.0,1.0,2002,3.0,1.0,0.0,3,995,0,0,0,0,0,0,0,0,0,6014,-6014,0,0,0,1910,0,0,0,0,0,1910,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,6014,0,0,0,0,1910,0,0,1910,0,1910,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10014.0,TEREZIN PUBLISHING PROJECT LTD,AMY LOWENHAR,422 HUDSON ST,NEW YORK,NY,10014-3932,0.0,3.0,1.0,199808.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,995.0,120.0,0.0,0,0,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.211186,C,36061.0,5602.0,5600.0,NY,10014.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A33,A
10361,134032127,200312,2003,200410.0,29491052060014,A40,N,Y,0.0,1.0,2003,2.0,3.0,3.0,3,0,31443,0,0,0,0,0,0,0,31443,600,30843,0,131,0,31574,0,0,0,0,0,31574,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,131,0,600,0,0,0,0,0,0,0,31574,0,31574,0,0,0,0,0,0,0,0,0,0,0,0,31574,31629,31312,30056,124571,0,0,0,0,0,31574,31629,31312,30056,124571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,BERT STERN FOUNDATION FOR THE VISUAL ARTS INC,BERT STERN,330 E 39TH ST APT 32G,NEW YORK,NY,10016-2135,0.0,3.0,2.0,200012.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.888115,C,36061.0,5602.0,5600.0,NY,10016.0,NEW YORK,core2003pf_ver1,PF,S,ZB,A,IN,,A40,A
10444,134047433,200212,2002,200403.0,29491354005093,A51,N,Y,0.0,1.0,2002,2.0,9.0,8.0,3,0,23017600,0,251683,-3442539,469737,1848548,200000,0,22145029,7190550,14954479,4183547,11395990,11362547,53717928,0,14645551,0,14645551,31938941,53717928,0,1204207,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,617262,11549144,13867429,7190550,153154,4183547,153154,2504882,761795,0,0,53717928,0,21778987,227920,0,0,90271,0,0,0,0,0,227920,24450910,0,1204207,39524,0,0,1243731,6430384,18747822,15292580,420798,40891584,1,0,0,0,1,0,0,0,0,0,802805,280514,12726,2071,1098116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153.0,NEUE GALERIE NEW YORK,JACOB Z SCHUSTER,SUITE 4200,NEW YORK,NY,10153-0000,0.0,3.0,1.0,199912.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,137649,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.683316,C,36061.0,5602.0,5600.0,NY,10153.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A51,A
10473,134055562,200311,2003,200420.0,29491122012174,A20,N,Y,0.0,1.0,2002,3.0,1.0,1.0,3,0,10,0,0,0,0,0,0,0,10,2093,-2083,2093,0,0,2277,0,0,0,0,0,2277,0,147,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2093,0,2093,0,0,2277,0,0,2277,0,2277,0,0,0,0,0,0,0,0,0,0,2976,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020.0,FASSBINDER FOUNDATION INC,SEYFARTH SHAW,1270 AVE OF THE AMERICAS,NEW YORK,NY,10020-0000,0.0,3.0,1.0,200006.0,1.0,4.0,1.0,13.0,0.0,1.0,11,,0.0,0.0,0.0,0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.970398,C,36061.0,5602.0,5600.0,NY,10020.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A20,A
10522,134069969,200306,2003,200425.0,29491150111174,A20,N,Y,0.0,1.0,2002,2.0,9.0,9.0,3,0,2500000,2141205,206090,591840,0,19283,0,192678150,5458418,193050550,-187592132,192748664,2712768,2333288,81756193,17867533,0,2050092,19917625,3170500,83322113,0,3727841,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,0,0,2932371,2465531,372400,219603,70514,219603,132243,462056,0,27595333,83322113,0,78585693,54255,0,0,30283,0,35000,0,0,11028,54255,75692211,0,2333288,2454505,792724,16633,5597150,78574394,8600443,71444041,42419023,201037901,83322113,232465325,156312659,95284300,567384397,7765000,155197250,147159750,76510000,386632000,2485227,2596989,528483,11089,5621788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153.0,AMERICAN ART FOUNDATION INC,MEREDITH EDWARDS,767 FIFTH AVE 40TH FL,NEW YORK,NY,10153-0023,0.0,3.0,2.0,199911.0,1.0,3.0,1.0,13.0,0.0,1.0,6,,0.0,0.0,0.0,-11028,0,M,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0392059,C,36061.0,5602.0,5600.0,NY,10153.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A12,A
10535,134073167,200312,2003,200416.0,29491087052014,A11,N,Y,0.0,1.0,2003,3.0,3.0,4.0,3,0,50904,6,969,-569,0,0,0,94000,51310,94025,-42715,94000,80815,0,36571,0,0,0,0,0,36571,0,2490,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,80815,0,25,0,0,0,0,0,0,0,36571,0,36571,808,0,0,353,0,0,0,2,0,808,50554,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10128.0,YOUNG FOUNDATION,JOHN YOUNG,1088 PARK AVE,NEW YORK,NY,10128-1132,0.0,3.0,1.0,200002.0,1.0,4.0,2.0,13.0,0.0,1.0,12,YOUNG JOHN TTEE,0.0,0.0,0.0,457,0,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.058745500000000006,C,36061.0,5602.0,5600.0,NY,10128.0,NEW YORK,core2003pf_ver1,PF,S,ZA,A,IN,,A11,A
10555,134077058,200312,2003,200434.0,29491220043154,A80,N,Y,0.0,1.0,2003,3.0,4.0,2.0,3,0,12245,3438,0,0,0,3740,2200,2400,19423,20160,-737,15970,2988,0,188041,0,0,0,0,0,188041,0,9280,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,3438,3740,17760,450,13570,450,3740,188041,0,0,188041,0,188041,60,0,0,0,0,0,0,0,0,60,188425,9220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,POLISH ARMY VETERANS ASSOCIATION OF AMERICA FOUNDATION INC,KAZIMIERZ S RASIEJ,119 E 15TH ST,NEW YORK,NY,10003-2392,0.0,3.0,2.0,200003.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,60,0,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.142179,C,36061.0,5602.0,5600.0,NY,10003.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,W30,W
10569,134080444,200312,2003,200445.0,29491164338214,A11,N,Y,0.0,1.0,2003,2.0,4.0,4.0,3,0,122000,0,0,0,0,0,0,0,122000,11225,110775,10169,0,0,360939,0,0,0,0,30000,360939,0,2853,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,11225,0,10169,0,0,33637,0,0,360939,0,330939,0,0,0,0,0,0,0,0,0,0,57926,0,2853,0,0,0,2853,16375,87255,20540,86150,210320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,PARNASSUSWORKS FOUNDATION,RICHARD A RIFKIND,425 E 58TH ST,NEW YORK,NY,10022-2300,0.0,3.0,2.0,200001.0,1.0,3.0,2.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.645691,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,S,ZA,A,IN,,A11,A
10740,134101047,200212,2002,200403.0,29491361016243,A31,N,Y,0.0,1.0,2002,2.0,1.0,1.0,3,0,8451,0,0,0,0,0,0,0,8451,49898,-41447,0,0,0,1920,0,0,0,0,10939,1920,0,848,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,49898,0,0,0,0,1725,0,0,1920,0,-9019,0,0,0,0,0,0,0,0,0,0,17213,0,-41447,-95593,128099,0,-8941,0,0,0,0,0,1920,32428,128099,0,162447,0,0,0,0,0,565,2635,0,0,3200,0,0,188532,0,188532,0,0,0,0,0,0,146,7895,0,8041,10017.0,EXEMPLARY FILMS INC,BERDON LLP,360 MADISON AVE,NEW YORK,NY,10017-7111,0.0,3.0,1.0,200208.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.489962,C,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A31,A
10752,134105372,200212,2002,200403.0,29491361049053,A65,N,Y,0.0,1.0,2002,2.0,1.0,1.0,3,0,1631,0,0,0,0,0,0,0,1631,4840,-3209,4840,0,0,746,0,0,0,0,0,746,0,240,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,4840,0,4840,0,0,746,0,0,746,0,746,0,0,0,0,0,0,0,0,0,0,4868,0,0,286,53,0,339,4840,9790,16901,0,31531,0,0,0,0,0,0,0,0,0,0,160,191,35,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036.0,AMERICAN STUDIO THEATER INC,US TRUST COMPANY OF NEW YORK,114 W 47TH ST TAXRGR,NEW YORK,NY,10036-1510,0.0,3.0,2.0,200205.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.35275100000000004,C,36061.0,5602.0,5600.0,NY,10036.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A6E,A
