,EIN,DocCD,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FUNDBALx,ASS_EOYx,LIAB_EOYx,RETEARNx,BOND_EOYx,MRTG_EOYx,FISYRx,BOND_BOY_OLD,MRTG_BOY_OLD,RETE_BOY_OLD,fincheckv,DuesFlg,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA
12189,133341914,93,10.0,201012,2010,,0,0,0,0,0,0,0,0,0,0,139220,120879,63005,0,0,47664,66005,3000,3000,0,0,0,0,0,0,0,0,0,139220,0,0,,139220,139220,0,0,0,0,0,0,0,18341,0,0,0,0,0,0,0,44664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,3.0,1.0,201133.0,93493220016041,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10165-6232,10165.0,133341914201012,1333419142010,12.0,200.0,123.0,0.0,60 E 42ND ST STE 2214,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,GRUPPO ESPONENTI ITALIANI INC,1.0,199304.0,,NY,rtf10co,1.0,2.0,2.0,2.0,44664,47664,3000,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.15378,C,A23,A,36061.0,5602.0,5600.0
12199,133358453,92,11.0,201106,2010,,22119,36893,0,0,0,0,3092,2181,0,0,64285,54812,32194,0,0,31620,32194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,61193,61193,0,0,0,0,0,0,5273,6381,0,0,0,0,0,0,0,31620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,907.0,N,3.0,1.0,201145.0,29492288084241,1.0,2011,3.0,Y,1.0,N,1.0,0.0,2010,10312-1608,10312.0,133358453201106,1333584532011,6.0,907.0,0.0,0.0,26A DOGWOOD DR,3.0,0.0,STATEN ISLAND,1.0,HARRIS SEORTI,1.0,0.0,10.0,0.0,U S S INTREPID ASSOCIATION INC,1.0,199506.0,,NY,rtf10co,1.0,1.0,1.0,1.0,55026,55026,0,0,0,0,2009.0,0,0,0,,1,A12,A,O,S,ZB,A,A,IN,,1,AR,AR,AR,0.34558,A,A12,A,36085.0,5602.0,5600.0
12203,133364852,93,10.0,201012,2010,,0,0,576540,576540,2400,0,0,0,0,0,1075638,405220,3063938,10000,0,2970060,3063938,0,0,0,0,0,0,0,0,0,0,0,496698,0,0,,499098,499098,0,0,0,0,0,0,0,93878,0,0,0,0,0,0,0,2970060,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,279.0,N,6.0,1.0,201141.0,29493267045141,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10005-0000,10005.0,133364852201012,1333648522010,12.0,279.0,0.0,0.0,1 CHASE PLAZA STE 13TH FL,3.0,0.0,NEW YORK,1.0,CHASE MANHATTAN BANK,2.0,0.0,10.0,0.0,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,1.0,198802.0,,NY,rtf10co,4.0,2.0,4.0,2.0,2970060,2970060,0,0,0,0,2009.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.34968,C,A40,A,36061.0,5602.0,5600.0
12225,133398825,93,10.0,201003,2009,,0,0,0,0,271,0,0,0,0,0,840271,6000,2006103,0,0,2016830,2006103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,840271,840271,840000,0,0,0,0,0,0,834271,0,0,0,0,0,0,0,2016830,0,0,0,0,0,271,840000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912.0,N,6.0,1.0,201108.0,93493041014111,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2009,10036-2501,10036.0,133398825201003,1333988252010,3.0,912.0,0.0,0.0,165 WEST 46TH STREET,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,ACTORS EQUITY HOLDING CORPORATION,1.0,198712.0,,NY,rtf10co,4.0,3.0,3.0,1.0,2016830,2016830,0,0,0,0,2009.0,0,0,0,,0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.36817,A,A65,A,36061.0,5602.0,5600.0
12239,133418616,93,8.0,200812,2008,,0,0,0,0,2648,0,0,0,0,0,412463,221225,600172,0,0,590224,625966,25081,25794,0,0,0,0,0,0,0,148517,0,17100,0,206806,,263946,263946,37392,0,0,0,0,0,0,42721,0,0,0,0,0,0,0,565143,0,0,0,0,0,2648,185909,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,281.0,N,5.0,1.0,201003.0,29493002416040,1.0,2008,4.0,Y,1.0,Y,1.0,0.0,2008,10013-5566,10013.0,133418616200812,1334186162008,12.0,281.0,296.0,318.0,90 ELIZABETH ST,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,CHINESE WEN CHOW ASSOCIATION INC,1.0,198802.0,,NY,CORE09co,3.0,2.0,2.0,2.0,600172,625966,25794,0,0,0,2008.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.43972,A,A23,A,36061.0,5602.0,5600.0
12256,133443010,93,10.0,201012,2010,,45716,0,0,0,230,0,0,0,0,0,648696,575752,191320,0,0,118374,191320,0,0,72944,0,0,0,0,0,0,0,0,602750,0,0,,648696,648696,0,0,0,0,0,0,0,72944,0,0,0,0,0,0,0,118374,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,4.0,1.0,201140.0,29493246192121,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10016-3319,10016.0,133443010201012,1334430102010,12.0,200.0,0.0,0.0,385 5TH AVE,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,1.0,198807.0,,NY,rtf10co,2.0,3.0,3.0,3.0,118375,118375,0,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.19951,A,A23,A,36061.0,5602.0,5600.0
12270,133471375,92,9.0,200912,2009,,0,23500,0,0,0,0,0,0,0,0,26380,2820,98678,0,0,89111,98678,0,0,0,0,0,0,0,0,0,0,13993,0,-11113,0,,12387,12387,0,0,0,0,0,2880,0,9567,0,0,0,0,0,0,0,89111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,3.0,1.0,201027.0,29492170440120,1.0,2009,3.0,Y,1.0,N,1.0,0.0,2009,10002-6803,10002.0,133471375200912,1334713752009,12.0,200.0,205.0,405.0,42 E BROADWAY,3.0,0.0,NEW YORK,2.0,CHIN Y HSIA,2.0,0.0,20.0,0.0,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,1.0,199106.0,,NY,CORE09co,1.0,1.0,1.0,1.0,98678,98678,0,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.7095899999999999,A,A23,A,36061.0,5602.0,5600.0
12355,133568008,92,9.0,200912,2009,,0,33883,0,0,638,0,0,0,0,0,35781,33545,55501,0,0,53265,55501,0,0,0,0,0,0,0,0,0,0,0,1260,0,0,,35781,35781,0,0,0,0,0,0,0,2236,0,0,0,0,0,0,0,53265,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119.0,N,3.0,1.0,201027.0,29492177164450,1.0,2009,3.0,Y,1.0,N,1.0,0.0,2009,10021-0002,10021.0,133568008200912,1335680082009,12.0,119.0,229.0,0.0,PO BOX 872,3.0,0.0,NEW YORK,1.0,KANTROWITZ & GOLDHAMER PC,2.0,0.0,10.0,0.0,PRIVATE ART DEALERS ASSOCIATION INC,1.0,199108.0,,NY,CORE09co,1.0,1.0,1.0,1.0,55501,55501,0,0,0,0,2009.0,0,0,0,,0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.06811,A,A03,A,36061.0,5602.0,5600.0
12455,133667013,92,10.0,201006,2009,,0,20804,0,0,15,0,0,0,0,0,27686,20885,6891,0,0,10709,8391,2450,1500,0,0,0,0,0,0,0,0,8169,0,-1302,0,,19517,19517,0,0,0,0,0,6867,0,-1368,0,0,0,0,0,0,0,8259,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,120.0,N,1.0,1.0,201103.0,29492352429450,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2009,10012-2650,10012.0,133667013201006,1336670132010,6.0,120.0,200.0,0.0,611 BROADWAY RM 611,3.0,0.0,NEW YORK,1.0,SIDESHOW MEDIA,2.0,0.0,20.0,0.0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,1.0,199207.0,,NY,rtf10co,1.0,1.0,1.0,1.0,8259,10709,2450,0,0,0,2009.0,0,0,0,,1,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.6974,C,A33,A,36061.0,5602.0,5600.0
12458,133670200,92,10.0,201012,2010,,92601,0,0,0,0,0,0,0,0,0,92601,83820,12217,0,0,3436,12217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92601,92601,0,0,0,0,0,0,0,8781,0,0,0,0,0,0,0,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,2.0,1.0,201124.0,29492141119101,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10018-4417,10018.0,133670200201012,1336702002010,12.0,0.0,0.0,0.0,205 W 38TH ST RM 5W,0.0,0.0,NEW YORK,1.0,,0.0,0.0,10.0,0.0,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,0.0,199211.0,,NY,rtf10co,1.0,1.0,1.0,1.0,3437,3437,0,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.28091,A,A23,A,36061.0,5602.0,5600.0
12482,133698552,93,10.0,201012,2010,,0,0,0,0,0,0,0,0,0,0,3440000,3440000,40001000,0,0,40001000,40001000,0,0,0,0,0,0,0,0,0,0,0,3440000,0,0,,3440000,3440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912.0,N,8.0,1.0,201129.0,29493176089241,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,133698552201012,1336985522010,12.0,912.0,0.0,0.0,270 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,0.0,10.0,0.0,QUEENRHIS FUNDING COMPANY,1.0,199304.0,,NY,rtf10co,,4.0,4.0,4.0,400001000,400001000,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.64786,C,A60,A,36061.0,5602.0,5600.0
12492,133707773,92,10.0,201012,2010,,0,16035,0,0,8,0,3409,599,0,0,56286,14425,16370,0,0,16370,16370,0,0,0,0,0,0,0,0,0,0,17471,18005,759,0,,35406,35406,0,0,0,0,0,18230,4008,20981,0,0,0,0,0,0,0,16370,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.0,N,2.0,1.0,201129.0,29492176038241,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10040-3938,10040.0,133707773201012,1337077732010,12.0,0.0,0.0,0.0,802 W 190TH ST APT 1F,3.0,0.0,NEW YORK,1.0,DAVID GAINES,2.0,0.0,10.0,0.0,ROAD RUNNERS CLUB OF AMERICA NEW YORK FLYERS,1.0,199404.0,,NY,rtf10co,1.0,1.0,1.0,1.0,16370,16370,0,0,0,0,2009.0,0,0,0,,1,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.7032,C,A33,A,36061.0,5602.0,5600.0
12501,133718893,92,10.0,201012,2010,,0,0,0,0,0,0,0,0,0,0,67698,49126,23191,0,0,6534,24469,1915,1278,0,0,0,0,0,0,0,0,0,0,0,0,,67698,67698,0,0,0,0,0,0,0,18572,0,0,0,0,0,0,0,4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,2.0,1.0,201147.0,93492318000281,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10036-3602,10036.0,133718893201012,1337188932010,12.0,200.0,92.0,0.0,676A 9TH AVE,3.0,0.0,NEW YORK,1.0,CURTIS ASSOCIATES INC,2.0,0.0,10.0,0.0,ASSOCIATION OF AUTHORS REPRESENTATI VES,1.0,199407.0,,NY,rtf10co,1.0,1.0,1.0,1.0,7287,11691,4404,0,0,0,2008.0,0,0,0,,0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.59827,A,A70,A,36061.0,5602.0,5600.0
12550,133761506,92,10.0,201012,2010,,66500,73475,0,0,340,0,0,0,0,0,140315,181657,167257,0,0,210849,167257,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,,140315,140315,0,0,0,0,0,0,0,-41342,0,0,0,0,0,0,0,208599,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,207.0,N,4.0,1.0,201128.0,93492187008061,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10033-4468,10033.0,133761506201012,1337615062010,12.0,207.0,0.0,0.0,875 W 181ST STREET,3.0,0.0,NEW YORK,1.0,JEROME HERSHMAN,2.0,0.0,10.0,0.0,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,1.0,199510.0,,NY,rtf10co,2.0,2.0,2.0,2.0,208599,210849,2250,0,0,0,2009.0,0,0,0,,1,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.93043,C,A68,A,36061.0,5602.0,5600.0
12561,133772271,93,11.0,201103,2010,,121210,0,0,0,69,0,0,0,0,0,121279,168396,63310,0,0,110427,63310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,121279,121279,0,0,0,0,0,0,0,-47117,0,0,0,0,0,0,0,110427,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205.0,N,3.0,1.0,201148.0,29493309066011,1.0,2011,4.0,Y,1.0,N,1.0,0.0,2010,10001-6763,10001.0,133772271201103,1337722712011,3.0,205.0,0.0,0.0,322 8TH AVE FL 21,3.0,0.0,NEW YORK,1.0,BARRY GROVE,2.0,0.0,10.0,0.0,OFF BROADWAY LEAGUE,1.0,199502.0,,NY,rtf10co,1.0,2.0,2.0,2.0,138042,138417,375,0,0,0,2009.0,0,0,0,,0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8991299999999999,A,A65,A,36061.0,5602.0,5600.0
12606,133835380,92,10.0,201012,2010,,0,2100,0,0,11,0,0,0,0,0,58523,7772,2319,0,0,6201,2319,0,0,0,0,0,0,0,0,0,0,54633,0,118,1661,,3890,3890,0,0,0,0,0,54751,0,-3882,0,0,0,0,0,0,0,6201,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,908.0,N,1.0,1.0,201135.0,93492231000151,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10022-0000,10022.0,133835380201012,1338353802010,12.0,908.0,0.0,0.0,C/O CONSTANTIN USA 575 MADISON AVEN,3.0,0.0,NEW YORK,3.0,JADE ASSOCIATES,2.0,0.0,10.0,0.0,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,1.0,199512.0,,NY,rtf10co,1.0,1.0,1.0,1.0,6201,6201,0,0,0,0,2009.0,0,0,0,,1,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.6876399999999999,C,A23,A,36061.0,5602.0,5600.0
12621,133853865,93,,200812,2008,,39250,0,0,0,0,0,0,0,0,0,39250,94741,1,0,0,55491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39250,39250,0,0,0,0,0,0,0,-55491,0,0,0,0,0,0,0,55491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,55491,179.0,N,1.0,1.0,200934.0,29493171082099,1.0,2008,3.0,Y,1.0,N,1.0,0.0,2008,11354-2703,11354.0,133853865200812,1338538652008,12.0,179.0,0.0,0.0,3370 PRINCE ST STE 703,3.0,0.0,FLUSHING,1.0,,2.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,1.0,199802.0,,NY,CORE09co,1.0,1.0,1.0,1.0,1,1,0,0,0,0,2008.0,0,0,55491,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9869399999999999,A,A23,A,36081.0,5602.0,5600.0
12656,133893891,93,10.0,201012,2010,,0,0,0,0,0,0,0,0,0,0,13702940,13702940,1000,0,0,67943069,1000,0,0,0,0,0,0,0,0,0,0,0,13702940,0,0,,13702940,13702940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67943069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912.0,N,1.0,1.0,201128.0,29493169082261,1.0,2010,8.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,133893891201012,1338938912010,12.0,912.0,0.0,0.0,270 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,0.0,10.0,0.0,SIXTH AVENUE ML COMPANY INC,1.0,199611.0,,NY,rtf10co,1.0,,,,67943069,67943069,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.47889,C,A60,A,36061.0,5602.0,5600.0
12734,134003017,93,10.0,201012,2010,A33,300066,0,0,0,3,0,0,0,0,0,346715,316331,53908,45901,0,25627,53908,2103,0,53908,0,0,0,0,0,0,0,0,45994,0,652,,346715,346715,0,0,0,0,0,0,0,30384,0,30398,6401,0,0,0,0,23524,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,3.0,1.0,201147.0,93493314020691,1.0,2010,4.0,Y,1.0,Y,1.0,0.0,2010,10012-4044,10012.0,134003017201012,1340030172010,12.0,0.0,0.0,0.0,72 SPRING ST FL 11,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,GERMAN BOOK OFFICE-NEW YORK INC,1.0,199910.0,,NY,rtf10co,1.0,2.0,2.0,2.0,23524,25627,2103,0,0,0,2009.0,0,0,0,,0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.29051,B,A33,A,36061.0,5602.0,5600.0
12737,134005504,93,10.0,201012,2010,,0,0,0,0,0,0,0,0,0,0,3576590,3576590,50153942,0,0,50948258,50153942,0,0,0,0,0,0,0,0,0,0,0,3576590,0,0,,3576590,3576590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50948258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912.0,N,9.0,1.0,201128.0,29493169082221,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,134005504201012,1340055042010,12.0,912.0,0.0,0.0,270 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,0.0,10.0,0.0,RIDGEWAY FUNDING COMPANY INC,1.0,199812.0,,NY,rtf10co,,4.0,4.0,4.0,50948258,50948258,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.30162,C,A60,A,36061.0,5602.0,5600.0
12759,134017838,92,10.0,201012,2010,S41,0,0,0,0,0,0,0,0,0,0,27783,28610,907,0,0,1734,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27783,27783,0,0,0,0,0,0,0,-827,0,0,0,0,0,0,0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,1.0,1.0,201152.0,29492344229011,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10011-4610,10011.0,134017838201012,1340178382010,12.0,0.0,0.0,0.0,3 W 18TH ST,3.0,0.0,NEW YORK,1.0,STEINBRECHER & ROSS,2.0,0.0,20.0,0.0,ASSOCIATION OF MUSIC PRODUCERS INC,1.0,200004.0,,NY,rtf10co,1.0,1.0,1.0,1.0,11844,11844,0,0,0,0,2008.0,0,0,0,,0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.05122,A,A68,A,36061.0,5602.0,5600.0
12898,134192352,93,10.0,201012,2010,S47,0,0,0,0,90,0,0,0,0,0,204790,410413,-2439017,0,0,7199180,6993569,9432574,9432586,0,0,0,0,0,0,0,0,0,204700,0,0,,204790,204790,0,0,0,0,0,0,0,-205623,0,55023,4907,0,0,0,0,-2233394,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,7.0,1.0,201141.0,93493277000141,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10036-0000,10036.0,134192352201012,1341923522010,12.0,0.0,0.0,0.0,C/O LOCAL UNION 580 501 W 42ND,3.0,0.0,NEW YORK,1.0,LOCAL UNION 580,2.0,0.0,10.0,0.0,ARCHITECTURAL IRON REALTY CORP,1.0,200203.0,,NY,rtf10co,5.0,2.0,2.0,2.0,-2233394,7199180,9432574,0,0,0,2009.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.08728999999999999,A,A40,A,36061.0,5602.0,5600.0
12918,134218359,92,10.0,201012,2010,S41,600,112580,0,0,160,0,0,0,0,0,113340,134809,41097,0,0,62566,41097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,113340,113340,0,0,0,0,0,0,0,-21469,0,0,0,0,0,0,0,62566,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,3.0,1.0,201121.0,93492132008111,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10028-0957,10028.0,134218359201012,1342183592010,12.0,0.0,0.0,0.0,45 E 85TH ST,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM CURATORS,1.0,200301.0,,NY,rtf10co,1.0,2.0,2.0,2.0,62566,62566,0,0,0,0,2009.0,0,0,0,,1,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.31590999999999997,B,A50,A,36061.0,5602.0,5600.0
12964,134282256,92,10.0,201012,2010,,0,0,0,0,0,0,0,0,0,0,26602,4734,89355,0,0,79541,89735,12054,380,0,0,0,0,0,0,0,0,0,0,0,0,,26602,26602,0,0,0,0,0,0,0,21868,0,0,0,0,0,0,0,67487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,3.0,1.0,201128.0,29492169273081,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10023-1483,10023.0,134282256201012,1342822562010,12.0,0.0,0.0,0.0,PO BOX 20143,3.0,0.0,NEW YORK,2.0,,2.0,0.0,20.0,0.0,PUERTO RICANS IN MANAGEMENT AND EXECUTIVE ROLES PRIMER INC,1.0,200706.0,PRIMER,NY,rtf10co,1.0,1.0,1.0,1.0,30670,41851,11181,0,0,0,2007.0,0,0,0,,0,A022,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.10967,C,A0223,A,36061.0,5602.0,5600.0
13099,135493557,93,10.0,201012,2010,,28437,0,0,0,89,0,0,0,0,0,185649,145663,356697,9048,0,794808,591198,478097,234501,0,0,0,0,0,0,0,0,0,156971,0,152,,185649,185649,0,0,0,0,0,0,0,39986,0,58315,5921,0,0,0,0,316711,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,900.0,N,5.0,1.0,201147.0,93493319043051,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10018-5129,10018.0,135493557201012,1354935572010,12.0,900.0,30.0,211.0,247 W 37TH ST FRNT 5,9.0,0.0,NEW YORK,1.0,FUNERAL CEMETERY DEPT,1.0,0.0,10.0,804.0,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,5.0,194504.0,8144N BRANCH,NY,rtf10co,3.0,2.0,2.0,2.0,316711,794808,478097,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.51955,A,A23,A,36061.0,5602.0,5600.0
13101,135502139,92,11.0,201106,2010,,0,0,0,0,0,0,0,0,0,0,69342,67915,19281,0,0,17854,19281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,69342,69342,0,0,0,0,0,0,0,1427,0,0,0,0,0,0,0,17854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263.0,N,2.0,1.0,201139.0,93492259002101,1.0,2011,3.0,Y,1.0,N,1.0,0.0,2010,10011-7419,10011.0,135502139201106,1355021392011,6.0,263.0,264.0,279.0,45 WEST 14TH STREET,9.0,0.0,NEW YORK,3.0,SAL SAVARESE,2.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196004.0,0490 LOCAL,NY,rtf10co,1.0,1.0,1.0,1.0,17854,17854,0,0,0,0,2010.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8195100000000001,C,A40,A,36061.0,5602.0,5600.0
