,fincheckv,VerifyBy,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,NTEE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTMAJ12,NTMAJ5,RandNum,CNAB,ASSTSALE,CGR2NET,CTOTREVM,CTOTREVB,CNAO,CNAM,CRERATIO,IERATIO,VINCEXP,VBS,VOK,FIPS,MSA,PMSA,V1SECURN,verfail,V1OTHN,V1SPEVN,V1INVNTN,V1TOTREV,V1NETINC,V1NASEOY,VBS_BOY,VBS_EOY,VASSTLIA,VGRENTEXP,VGCOMPENS,VGOTHSAL,VGPAYTAX,VGFUNDFEES,VGSOLICIT,VGBOND_BOY,VGMRTG_BOY,VGBOND_EOY,VGMRTG_EOY,TOTREV_F,GRREC_F,GRINC_F,SALES_F,FUNDB_F,TOTREV_O,GRREC_O,GRINC_O,SALES_O,FUNDB_O,CRINC_F,MSA_NECH,NTEESRC,nteeConf,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
4705,,,30383217,200212,2002,6530,0,0,0,0,0,80946,41155,127351,46405,133881,47865,12836,0,0,7766,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,0,0,,52935,3,9,0,0,0,0,0,0,0,0,0,0,0,122101,52935,5070,0,0,0,0,0,0,0,0,7766,1000,0,40459,0,0,0,40459,0,0,0,0,0,N,2,1,200340,29490256126043,1,2002,4,Y,1,N,1,0,2002,11222-1545,11222.0,30383217200212,303832172002,12,0.0,0.0,0.0,37 GREENPOINT AVE 4TH FLR,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,16.0,10.0,0.0,BOOKLYN INCORPORATED,1.0,200304.0,,NY,RTF02PC,1.0,1.0,2.0,1.0,A,A33,IN,,AR,A,,PC,O,AR,A,,,AR,AR,0.267534,-2696,0,80946,52935,45169,5070,5070,0,1,1,0,0,36047.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,52935,133881,46405,127351,12836,,5602.0,1,C,A33,NY,11222.0,BROOKLYN,A70,,0.0,3a,2002.0,0.0,3a,2002.0,12836.0,4,2006.0,0.0,3a,2002.0,0.0,4,2006.0,0.0,4,2006.0,0.0,3a,2002.0,0.0,3a,2002.0,6530.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,5070.0,3a,2002.0,A70,A
4709,,,30384032,200212,2002,27623,0,0,0,0,1017,0,0,4025,4025,31648,31645,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4025,0,0,,31648,3,7,0,0,0,0,0,0,0,0,0,0,0,0,31648,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1,1,200333,29490207017103,1,2002,3,Y,1,N,1,0,2002,11206-2614,11206.0,30384032200212,303840322002,12,0.0,0.0,0.0,107 GRAHAM AVE STE 3R,3.0,200612.0,BROOKLYN,2.0,JOSE MARTINEZ,1.0,11.0,15.0,10.0,0.0,PROTO-TYPE THEATER INC,1.0,200208.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A65,IN,,AR,A,,PC,O,AR,A,,,AR,AR,0.211439,3,0,0,31648,31648,3,3,1,1,1,1,1,36047.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,N,N,N,N,N,31648,31648,4025,4025,3,,5602.0,1,C,A65,NY,11206.0,BROOKLYN,A65,,0.0,3a,2002.0,0.0,3a,2002.0,3.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3a,2002.0,27623.0,3a,2002.0,,,,PC,O,AR,A,IN,,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,3.0,3b,2003.0,A65,A
4748,,,30395814,200306,2002,290311,0,0,0,3464,0,0,0,3474,3474,293785,56,293729,0,0,0,293729,0,0,293729,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,293785,3,7,0,3464,0,0,0,0,0,0,0,0,0,0,293785,293729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,4,1,200342,29490270109013,1,2003,4,Y,1,N,1,0,2002,10156-1541,10156.0,30395814200306,303958142003,6,0.0,0.0,0.0,PO BOX 1541,3.0,200606.0,NEW YORK,1.0,D A MOLONEY,1.0,13.0,15.0,10.0,0.0,PRINCETON WOMENS CULTURAL CENTER INC,1.0,200209.0,,NY,RTF02PC,2.0,2.0,2.0,1.0,A,A23,IN,,AR,A,,PC,O,AR,A,,,AR,AR,0.444766,293729,0,0,293785,293785,293729,293729,1,5246,1,1,1,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,293785,293785,3474,3474,293729,,5602.0,1,C,A23,NY,10156.0,NEW YORK,A20,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,4,2006.0,290311.0,3a,2003.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,293729.0,3a,2003.0,A20,A
4959,,,36010806,200212,2002,230200,0,0,0,6548,0,0,0,61175,61175,291375,277349,87542,49183,0,317396,183009,216753,95467,0,0,0,0,0,0,0,0,0,0,0,0,0,54627,0,0,,291375,3,7,0,0,3044,0,0,3504,0,0,0,0,0,0,291375,14026,-27127,57553,7664,0,0,0,0,0,100643,476943,0,196489,152998,0,0,831373,634884,0,0,0,59,N,4,1,200340,29490263118103,1,2002,4,Y,1,N,1,0,2002,10016-0112,10016.0,36010806200212,360108062002,12,59.0,0.0,0.0,6 E 39TH ST 12TH FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,INTERNATIONAL FILM SEMINARS INC,1.0,196308.0,,NY,RTF02PC,2.0,2.0,2.0,2.0,A,A31,IN,,AR,A,A31Z,PC,O,AR,A,,,AR,AR,0.609997,-13101,0,0,291375,264248,14026,14026,0,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,2,0,0,0,0,0,0,N,N,N,N,N,291375,291375,61175,61175,87542,,5602.0,1,N,A31,NY,10016.0,NEW YORK,A31,,35100.0,3a,2002.0,0.0,3a,2002.0,8604.0,3a,2002.0,3700.0,3a,2002.0,600.0,3a,2002.0,46709.0,3b,2003.0,0.0,3a,2002.0,0.0,3a,2002.0,195100.0,3a,2002.0,2401.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,95905.0,3a,2002.0,83304.0,3a,2002.0,A31,A
6457,,,42575633,200212,2002,71248,0,0,0,300,0,0,0,20664,20664,91912,93125,-6460,0,0,91947,72219,97194,78679,0,0,0,0,0,0,0,0,0,0,0,0,0,20364,0,0,,91912,3,7,0,0,0,0,0,300,0,0,0,0,0,0,91912,-1213,0,0,0,0,0,0,0,0,-5247,174947,0,0,1267,0,0,320821,320821,0,0,0,90,N,3,1,200326,29409144136203,1,2002,3,Y,1,N,1,0,2002,10028-7098,10028.0,42575633200212,425756332002,12,90.0,0.0,0.0,30 E END AVE STE 3A,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,SEVENARS CONCERTS INC,1.0,197611.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,A60Z,PC,O,AR,A,,,AR,AR,0.8038770000000001,-1213,0,0,91912,91912,-1213,-1213,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,91912,91912,20664,20664,-6460,,5602.0,1,N,A68,NY,10028.0,NEW YORK,A68,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,50313.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A68,A
7811,,,42795467,200303,2002,1309,14820,0,0,18,0,0,0,108117,108117,124246,113119,40847,7000,0,51713,57341,21994,16493,0,0,0,0,0,0,0,0,0,0,0,0,0,81692,0,26407,,124246,3,9,0,18,0,0,0,0,0,0,0,0,0,0,124248,11128,0,28914,0,0,0,0,0,0,29718,8865,70856,114012,4665,0,0,198398,84386,0,0,0,90,N,3,1,200353,29490298138053,1,2003,4,Y,1,N,1,0,2002,10025-5575,10025.0,42795467200303,427954672003,3,90.0,0.0,0.0,255 W 98TH ST,3.0,0.0,NEW YORK,1.0,MARY B HINELY,1.0,13.0,16.0,10.0,0.0,LUTE SOCIETY OF AMERICA INC,1.0,198409.0,,NY,RTF02PC,1.0,2.0,2.0,2.0,A,A03,IN,,AR,A,A68C,PC,O,AR,A,6.0,A33Z,AR,AR,0.8357450000000001,11129,0,0,124248,124248,11127,11129,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,N,Y,N,Y,N,124246,124248,108119,108119,40847,Y,5602.0,1,N,A03,NY,10025.0,NEW YORK,A03,33.0,0.0,3a,2003.0,0.0,3a,2003.0,40847.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,1309.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,6605.0,3a,2003.0,A03,A
9041,,,43153122,200203,2001,0,0,0,0,198,0,0,0,39273,39273,39273,74769,21745,10430,0,83477,26410,26166,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,20384,0,18691,,39273,3,7,0,198,0,0,0,0,0,0,0,0,0,0,39203,-35566,0,15000,1989,0,0,0,0,0,57309,855243,0,199426,32856,0,0,1087525,888099,0,0,0,122,N,3,1,200312,29490060004063,1,2002,3,Y,1,N,1,0,2001,10108-0206,10108.0,43153122200203,431531222002,3,122.0,0.0,0.0,TIME SQUARE BOX 206,3.0,0.0,NEW YORK,1.0,CASON & COMPANY,1.0,13.0,15.0,10.0,0.0,SOCIAL MEDIA PRODUCTIONS INC,1.0,199402.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A30,IN,,AR,A,A30Z,PC,O,AR,A,,,AR,AR,0.664924,-35566,0,0,39203,39203,-35496,-35566,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,3,1,2,2,1,1,0,2,2,2,0,0,0,0,0,0,N,Y,N,Y,N,39273,39203,39203,39203,21745,Y,5602.0,1,N,A30,NY,10108.0,NEW YORK,A30,,0.0,3b,2003.0,0.0,3b,2003.0,1228.0,3b,2003.0,0.0,3b,2003.0,20514.0,3b,2003.0,0.0,3b,2003.0,1185.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,PC,O,AR,A,IN,,0.0,3b,2003.0,767.0,3b,2003.0,0.0,3b,2003.0,635.0,3b,2003.0,A30,A
9825,,,43278959,200112,2001,193887,0,0,0,131134,0,0,0,251527,251527,445414,451299,3122833,0,0,5219262,4193293,2090544,1070460,0,0,0,0,0,0,0,0,0,0,0,0,0,120393,0,0,,445414,3,7,0,131134,0,0,0,0,0,0,0,0,0,0,445414,-5885,0,175080,35507,0,0,0,0,0,3128718,364500,0,225287,571290,0,0,1161077,935790,0,0,0,0,N,6,1,200247,29490306012182,1,2001,4,Y,1,N,1,0,2001,10018-8007,10018.0,43278959200112,432789592001,12,0.0,0.0,0.0,70 W 36TH ST 11TH FLR,3.0,0.0,NEW YORK,1.0,,1.0,13.0,17.0,10.0,0.0,NEW ENGLAND CULTURAL FACILITIES FUND,1.0,199701.0,,NY,CORE01PC,4.0,2.0,2.0,2.0,A,A23,IN,,AR,A,A23Z,PC,O,AR,A,,,AR,AR,0.0370939,-5885,0,0,445414,445414,-5885,-5885,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,N,N,N,N,N,445414,445414,251527,251527,3122833,,5602.0,1,N,A02,NY,10018.0,NEW YORK,A02,61,94242.0,3a,2001.0,0.0,3a,2001.0,67801.0,3a,2001.0,11900.0,3a,2001.0,3055032.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,99645.0,3a,2001.0,12600.0,3a,2001.0,PC,S,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,1412431.0,3a,2001.0,A0261,A
11568,,,43541400,200212,2002,69308,0,0,0,502,0,0,0,517,517,69825,36302,87833,0,0,55549,93377,1239,5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,69825,3,7,0,0,0,0,0,502,0,0,0,0,0,0,69825,33523,0,0,0,0,0,0,0,0,54310,86297,0,0,1957,0,0,88254,88254,0,0,0,0,N,3,1,200339,29409249044143,1,2002,3,Y,1,N,1,0,2002,10012-1706,10012.0,43541400200212,435414002002,12,0.0,0.0,0.0,2 WASHINGTON SQUARE VLG A,3.0,200412.0,NEW YORK,2.0,ELIZABETH CANNER,1.0,13.0,15.0,10.0,0.0,ASTREA MEDIA INC,1.0,200108.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,A30,PC,O,AR,A,,,AR,AR,0.905884,33523,0,0,69825,69825,33523,33523,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,69825,69825,517,517,87833,,5602.0,1,N,A99,NY,10012.0,NEW YORK,A30,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,6005.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,7807.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A30,A
12053,,,43754026,200306,2002,53119,0,0,0,0,0,0,0,0,0,53119,17474,35645,0,0,0,86195,0,50550,35645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53119,3,9,0,0,0,0,0,0,0,0,0,0,0,0,53119,35645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,3,1,200349,29490319011103,1,2003,3,Y,1,N,1,0,2002,10036-6809,10036.0,43754026200306,437540262003,6,0.0,0.0,0.0,410 W 42ND ST,3.0,200706.0,NEW YORK,2.0,KAREN LERNER,1.0,13.0,15.0,10.0,0.0,GOTHAM CHAMBER OPERA INC,1.0,200306.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A6A,IN,,AR,A,,PC,O,AR,A,,,AR,AR,0.436543,35645,0,0,53119,53119,35645,35645,1,3,1,1,1,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,53119,53119,0,0,35645,,5602.0,1,C,A6A,NY,10036.0,NEW YORK,A6A,,0.0,3a,2003.0,51919.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,1201.0,3a,2003.0,0.0,3a,2003.0,1200.0,3a,2003.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,81990.0,3a,2003.0,A6A,A
15388,,,61129274,200206,2001,17525,0,0,0,14,0,392,-207,23119,22727,40644,38166,6740,0,0,4654,6740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22730,0,190,,40252,3,9,0,14,0,0,0,0,0,0,0,0,0,185,40252,2086,0,27242,0,0,0,0,0,0,4654,73625,0,42402,17,0,0,116044,73642,0,0,0,90,N,1,1,200305,29490356199292,1,2002,3,Y,1,N,1,0,2001,10011-3202,10011.0,61129274200206,611292742002,6,90.0,0.0,0.0,162 W 21ST ST,3.0,0.0,NEW YROK,1.0,L GLENN,1.0,13.0,15.0,20.0,0.0,WORKS INC,1.0,198605.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A62,IN,,AR,A,A62Z,PC,O,AR,A,,,AR,AR,0.763231,2086,0,392,40252,40252,2086,2086,1,1,1,0,0,36061,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,N,N,N,N,N,40252,40644,22727,23119,6740,,5602.0,1,N,A62,NY,10011.0,NEW YROK,A62,,6910.0,3a,2002.0,0.0,3a,2002.0,6740.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,10615.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,5633.0,3a,2002.0,A62,A
15620,,,61240889,200306,2002,12875,0,0,0,0,0,0,0,90350,90350,103225,104256,1971,0,0,3902,9571,900,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,90350,0,0,,103225,3,7,0,0,0,0,0,0,0,0,0,0,0,0,103225,-1031,0,0,0,0,0,0,0,0,3002,48625,0,446293,0,0,0,494918,48625,0,0,0,90,N,1,1,200352,29490347138173,1,2003,4,Y,1,N,1,0,2002,10009-6025,10009.0,61240889200306,612408892003,6,90.0,0.0,0.0,275 E 7TH ST APT 4,3.0,0.0,NEW YORK,1.0,NEIL INTRAUB,1.0,13.0,15.0,10.0,0.0,THEATREMOVES INC,1.0,199001.0,,NY,RTF02PC,1.0,2.0,2.0,2.0,A,A60,IN,,AR,A,A6FZ,PC,O,AR,A,,,AR,AR,0.276555,-1031,0,0,103225,103225,-1031,-1031,1,0,1,0,0,36061,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,103225,103225,90350,90350,1971,,5602.0,1,N,A65,NY,10009.0,NEW YORK,A65,,7846.0,3a,2003.0,0.0,3a,2003.0,1971.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,5029.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,1410.0,3a,2003.0,A65,A
15693,,,61267752,200212,2002,24365,0,0,0,0,0,0,0,113259,113259,137624,137551,-5322,0,0,6205,6278,11600,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,113259,0,0,,137624,3,9,0,0,0,0,0,0,0,0,0,0,0,0,137624,73,0,0,0,0,0,0,0,0,-5395,67377,0,273829,0,0,0,341206,67377,0,0,0,88,N,1,1,200332,29490151089313,1,2002,4,Y,1,N,1,0,2002,10001-5201,10001.0,61267752200212,612677522002,12,88.0,0.0,0.0,212 W 29TH ST,3.0,0.0,NEW YORK,2.0,TIMOTHY J CORCORAN,1.0,13.0,15.0,10.0,0.0,29TH STREET REPERTORY THEATRE INC,1.0,199104.0,,NY,RTF02PC,1.0,2.0,2.0,2.0,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,,AR,AR,0.9872620000000001,73,0,0,137624,137624,73,73,1,1,1,0,0,36061,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,137624,137624,113259,113259,-5322,,5602.0,1,N,A65,NY,10001.0,NEW YORK,A65,,7821.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,405.0,3a,2002.0,0.0,3a,2002.0,16444.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,5873.0,3a,2002.0,A65,A
15731,,,61278112,200206,2001,2362,0,0,0,0,0,0,0,62769,62769,65131,65131,3493,0,0,3493,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62769,0,0,,65131,3,7,0,0,0,0,0,0,0,0,0,0,0,0,65131,0,0,0,0,0,0,0,0,0,3493,236719,0,0,0,0,0,236719,236719,0,0,0,90,N,1,1,200240,29409257002122,1,2002,3,Y,1,N,1,0,2001,10025-5657,10025.0,61278112200206,612781122002,6,90.0,0.0,0.0,2565 BROADWAY 446,3.0,0.0,NEW YORK,1.0,VALENCIA EMANUEL,1.0,13.0,15.0,10.0,0.0,CONSCIENTIOUS MUSICAL REVUE,1.0,199405.0,,NY,CORE01PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,A99Z,PC,O,AR,A,,,AR,AR,0.426879,-3310,0,0,65131,61821,0,0,0,1,1,0,0,36061,5602.0,5600.0,1,,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,65131,65131,62769,62769,3493,,5602.0,1,N,A68,NY,10025.0,NEW YORK,A68,,0.0,3b,2003.0,0.0,3b,2003.0,,,,0.0,3b,2003.0,,,,,,,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,PC,O,AR,A,IN,,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,0.0,3b,2003.0,A68,A
15849,,,61313662,200112,2001,482782,476539,176597,166650,18625,0,0,0,360802,194152,1320123,1304906,8570880,126366,0,12114729,11997969,3069556,3427089,0,0,0,0,0,0,0,0,0,0,0,253537,0,0,0,0,,899936,3,7,0,2127,16498,165580,-87957,0,9947,0,0,0,0,0,899936,-404970,-69323,213566,28237,0,0,2618376,3181690,0,9045173,1318341,566956,0,141546,0,0,2026843,2026843,0,0,0,91,N,8,1,200303,29490355100042,1,2001,6,Y,1,Y,1,0,2001,10018-1411,10018.0,61313662200112,613136622001,12,91.0,0.0,0.0,323 W 39TH ST 11 FL,3.0,0.0,NEW YORK,1.0,JANE STEPHENSON,1.0,13.0,15.0,10.0,0.0,THE ELIZABETH FOUNDATION FOR THE ARTS,1.0,199211.0,,NY,RTF02PC,,3.0,4.0,4.0,A,A26,IN,,AR,A,A26Z,PC,O,AR,A,,,AR,AR,0.268407,-474293,9947,420187,899936,830613,-404970,-404970,1,0,1,0,0,36061,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,2,0,2,N,N,N,N,N,899936,1320123,194152,360802,8570880,,5602.0,1,N,A90,NY,10018.0,NEW YORK,A90,,0.0,1b,2001.0,0.0,1b,2001.0,8484679.0,3a,2001.0,10416440.0,1b,2001.0,86201.0,3a,2001.0,0.0,3a,2001.0,0.0,1b,2001.0,0.0,1b,2001.0,482782.0,1b,2001.0,27610.0,1c,2000.0,PC,O,AR,A,IN,,0.0,1b,2001.0,0.0,1b,2001.0,1096358.0,1b,2001.0,403534.0,1b,2001.0,A90,A
16162,,,61389683,200109,2000,50000,0,0,0,0,0,0,0,0,0,50000,15000,35000,0,0,0,35000,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,50000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,3,1,200241,29490258110062,1,2001,3,Y,1,N,1,0,2000,10028-0111,10028.0,61389683200109,613896832001,9,0.0,0.0,0.0,1048 5TH AVE,3.0,200409.0,NEW YORK,1.0,NEUE GALERIE NEW YORK MUSEUM FOR,1.0,13.0,15.0,10.0,0.0,THE AMERICAN FRIENDS OF THE EGON SCHIELE ART CENTRUM CESKY KRUMLOV,1.0,200010.0,,NY,CORE01PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,A50,PC,O,AR,A,,,AR,AR,0.067009,35000,0,0,50000,50000,35000,35000,1,3,1,0,0,36061,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,50000,50000,0,0,35000,,5602.0,1,N,Q11,NY,10028.0,NEW YORK,Q11,20,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,50000.0,3a,2001.0,,,,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,35000.0,3a,2001.0,Q1120,Q
