,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P6INVTAX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,LEVEL1,LEVEL2,LEVEL3,LEVEL4,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
9153,133981562,200111,2001,200223.0,29491124039092,A51Z,N,Y,0.0,1.0,2000,2.0,3.0,1.0,3,60,0,57,4389,0,0,0,0,0,1260,4446,32071,-27625,27625,4446,89,0,94745,0,14406,0,14406,0,97482,0,5700,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4446,4446,30811,0,26365,0,4446,80339,0,0,97482,0,94745,89,0,0,53,0,0,0,0,36,0,115728,0,0,0,0,694,694,27625,49612,19288,8500,105025,97482,133135,162533,98930,492080,0,0,0,0,0,3800,4686,4617,5381,18484,0,227592,77190,312100,616882,0,2276,772,3121,6169,0,7432,6719,1767,15918,10022.0,MICA FOUNDATION,% MORSE ZELNICK ROSE & LANDER LLP,450 PARK AVENUE SUITE 902,NEW YORK,NY,10022-2605,0.0,3.0,1.0,199811.0,1.0,3.0,60.0,0.0,0.0,1.0,11.0,0.0,1.0,11,,36061.0,5602.0,5600.0,A51,A,A,IN,,1,AR,AR,AR,0.8466530000000001,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A51,A
9209,133995881,200106,2001,200214.0,29491068043222,A20,N,Y,0.0,1.0,2000,3.0,6.0,5.0,3,0,324628,505,0,0,0,0,0,30000,0,553351,588995,-35644,360716,505,5,505,2920379,0,0,0,0,1197,2920379,0,935,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,228218,0,505,228723,588995,0,360716,0,228218,140,0,0,2920379,0,2919182,5,0,0,0,0,0,0,0,5,0,18988,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018.0,LUCILLE LORTEL THEATRE FOUNDATION INC,% HECHT AND COMPANY PC,111 W 40TH ST,NEW YORK,NY,10018-2506,0.0,3.0,1.0,199907.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.5578489999999999,N,PF,O,AR,A,NY,10018.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A65,A
9249,134008719,200112,2001,200239.0,29491250118202,A51Z,N,Y,0.0,1.0,2001,2.0,8.0,7.0,3,91,5470000,0,0,0,0,0,9650,0,3016170,5479650,4887816,591834,3870788,0,0,9650,36218035,0,0,0,0,1602823,36218035,0,10874,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,9650,1871646,0,1848018,0,0,1450102,0,0,36218035,0,34615212,0,0,0,0,0,0,0,0,0,0,220789,0,9650,0,0,0,9650,9650,0,1425846,0,1435496,1,0,0,0,1,0,0,0,0,0,7249,2814,2457,0,12520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,DORIS DUKE FOUNDATION FOR ISLAMIC ART,% ALAN ALTSCHULER,650 FIFTH AVE 19TH FLOOR,NEW YORK,NY,10019-6108,0.0,3.0,1.0,199809.0,1.0,3.0,91.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A51,A,A,IN,,1,AR,AR,AR,0.731596,N,PF,O,AR,A,NY,10019.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,X40,X
9373,134036532,200108,2001,200211.0,29491054015162,A40,N,Y,0.0,1.0,2000,3.0,5.0,4.0,3,0,204438,0,26072,0,0,0,0,0,50475,230510,52982,177528,50475,23565,236,0,508359,0,236556,0,236556,0,487690,0,22847,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,26072,0,2507,2507,0,2507,0,0,0,261392,487690,0,508359,236,0,0,0,0,0,0,0,236,0,463908,22611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,WOLF KAHN AND EMILY MASON FOUNDATION INC,% WOLF KAHN,240 E 15TH ST,NEW YORK,NY,10003-3961,0.0,3.0,1.0,200003.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,8,,36061.0,5602.0,5600.0,A40,A,A,IN,,1,AR,AR,AR,0.23812600000000003,N,PF,O,AR,A,NY,10003.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A40,A
9423,134047433,200012,2000,200220.0,29491117029242,A51,N,Y,0.0,1.0,2000,2.0,8.0,7.0,3,0,9760625,0,0,0,0,0,0,325000,0,9760625,1199487,8561138,1070776,0,0,0,26514529,0,10076875,0,10076875,18197016,26514529,0,19088,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,119947,0,1070776,0,0,190203,0,0,26514529,0,8317513,0,0,0,0,0,0,0,0,0,0,535003,0,1,0,0,0,1,15292580,420798,0,0,15713378,1,0,0,0,1,0,0,0,0,0,12726,2071,0,0,14797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153.0,NEUE GALERIE NEW YORK,% JACOB Z SCHUSTER,767 FIFTH AVE STE 4200,NEW YORK,NY,10153-0023,0.0,3.0,1.0,199912.0,1.0,3.0,0.0,0.0,0.0,1.0,75.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.192447,N,PF,O,AR,A,NY,10153.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A51,A
9451,134055562,200111,2001,200230.0,29491166043012,A20,N,Y,0.0,1.0,2000,3.0,1.0,1.0,3,0,5000,0,0,0,0,0,0,0,0,5000,4512,488,4512,0,0,0,1644,0,0,0,0,990,1644,0,115,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,4512,0,4512,0,0,1644,0,0,1644,0,654,0,0,0,0,0,0,0,0,0,0,2331,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,FASSBINDER FOUNDATION INC,% PRYOR CASHMAN SHERMAN & FLYNN LLP,410 PARK AVE FL 10,NEW YORK,NY,10022-4407,0.0,3.0,1.0,200006.0,1.0,4.0,0.0,0.0,0.0,1.0,75.0,0.0,1.0,11,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.690814,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A20,A
9494,134069969,200106,2001,200231.0,29491180105062,A20,N,Y,0.0,1.0,2000,2.0,9.0,9.0,3,0,60463621,11198,918864,53409571,0,0,0,0,0,114803254,2680821,112122433,794291,53399221,1067984,930062,156312659,0,0,0,0,17480000,156312659,0,792724,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,53409571,930062,2680821,10350,794291,10350,0,47455,0,0,156312659,0,138832659,1067984,0,0,1100000,0,0,0,0,-32016,32016,16095913,0,792724,16633,0,0,809357,71444041,42419023,0,0,113863064,156312659,95284300,0,0,251596959,147159750,76510000,0,0,223669750,528483,11089,0,0,539572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153.0,AMERICAN ART FOUNDATION INC,% MEREDITH EDWARDS,767 FIFTH AVE 40TH FL,NEW YORK,NY,10153-0023,0.0,3.0,2.0,199911.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6,,36061.0,5602.0,5600.0,A20,A,A,IN,,1,AR,AR,AR,0.6069060000000001,N,PF,O,AR,A,NY,10153.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A12,A
9508,134073167,200112,2001,200219.0,29491103054072,A11,N,Y,0.0,1.0,2001,3.0,3.0,4.0,3,0,100101,0,1742,1737,0,0,0,0,96500,103580,100100,3480,96500,90912,909,0,38250,0,0,0,0,0,38250,0,2378,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,90912,0,3600,0,0,0,0,0,0,0,38250,0,38250,909,0,0,1822,0,0,0,0,-913,913,48280,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,YOUNG FOUNDATION,% JOHN YOUNG,380 MADISON AVE 7TH FL,NEW YORK,NY,10017-2513,0.0,3.0,1.0,200002.0,1.0,4.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,12,YOUNG JOHN TTEE,36061.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.76076,N,PF,S,ZA,A,NY,10017.0,NEW YORK,core2001pf_ver1,PF,S,ZA,A,IN,,A11,A
9510,134074036,200112,2001,200239.0,29491201033242,A6C,N,Y,0.0,1.0,2001,2.0,2.0,3.0,3,0,80000,54,0,0,0,0,0,0,0,80054,77059,2995,77059,54,0,54,16128,0,0,0,0,0,16128,0,0,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,54,54,77059,0,72723,0,0,16128,0,0,16128,0,16128,0,0,0,0,0,0,0,0,0,0,0,0,54,64,18,0,136,77059,11771,10178,0,99008,16128,13133,14840,0,44101,0,0,0,0,0,485,335,451,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10007.0,A CHILDS VOICE INC,% ALBERT KALTER,225 BROADWAY STE 1806,NEW YORK,NY,10007-3001,0.0,3.0,2.0,199910.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A6C,A,A,IN,,1,AR,AR,AR,0.946593,N,PF,O,AR,A,NY,10007.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A6C,A
9524,134077058,200112,2001,200233.0,29491187009012,A80,N,Y,0.0,1.0,2001,3.0,0.0,1.0,3,0,8802,0,0,0,0,0,0,0,0,8802,20357,-11555,0,634,13,0,-11555,0,0,0,0,0,185060,13,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,634,0,20357,0,0,0,0,185060,0,0,185060,0,-11555,13,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,POLISH ARMY VETERANS ASSOCIATION OF AMERICA FOUNDATION INC,% KAZIMIERZ S RASIEJ,119 E 15TH ST,NEW YORK,NY,10003-2392,0.0,3.0,2.0,200003.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A80,A,A,IN,,1,AR,AR,AR,0.33619899999999997,N,PF,O,AR,A,NY,10003.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,W30,W
9541,134080444,200112,2001,200229.0,29491173069162,A11,N,Y,0.0,1.0,2001,2.0,4.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,9391,-9391,9865,0,0,0,152164,0,0,0,0,1875,152164,0,3864,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,9391,0,9865,0,0,64142,0,0,152164,0,150289,0,0,0,0,0,0,0,0,0,0,78459,0,1,0,0,0,1,20540,86150,0,0,106690,1,0,0,0,1,0,0,0,0,0,2576,1887,0,0,4463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,PARNASSUSWORKS FOUNDATION,% RICHARD A RIFKIND,425 E 58TH ST,NEW YORK,NY,10022-2300,0.0,3.0,2.0,200001.0,1.0,3.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.80308,N,PF,S,ZA,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,S,ZA,A,IN,,A11,A
9705,134106981,200112,2001,200218.0,29491089010092,A80,N,Y,0.0,1.0,2001,3.0,4.0,1.0,3,0,0,0,8554,0,0,0,0,0,0,8554,27128,-18574,18439,8209,164,0,202097,0,0,0,0,0,202097,0,10411,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,8554,8554,27128,345,18439,345,8554,202097,0,0,202097,0,202097,164,0,0,135,0,0,0,0,29,0,211384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,BASEBALL ORAL HISTORY PROJECT FOUNDATION,% YOHALEM GILLMAN & CO LLP,477 MADISON AVE,NEW YORK,NY,10022-5802,0.0,3.0,2.0,200201.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A80,A,A,IN,,1,AR,AR,AR,0.34876599999999996,C,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,N63,N
9724,134115047,200103,2001,200211.0,29491061037012,A25,N,Y,0.0,1.0,2000,2.0,7.0,8.0,3,0,8811007,38569,24049,0,-198502,0,20122,0,0,8695245,90437,8604808,69926,89366,1787,62716,8604808,0,1316966,0,1316966,0,8432101,0,36762,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,89366,82740,90437,0,69926,0,20024,0,0,0,8432101,0,8604808,1787,0,0,0,0,2000,0,0,-213,213,1285154,0,36762,0,0,0,36762,69926,0,0,0,69926,8432101,0,0,0,8432101,7242096,0,0,0,7242096,24508,0,0,0,24508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,SAUL STEINBERG FOUNDATION,% JOHN SILBERMAN ASSOCIATES,145 E 57TH ST,NEW YORK,NY,10022-2141,0.0,3.0,2.0,200006.0,1.0,3.0,0.0,0.0,0.0,1.0,75.0,0.0,1.0,3,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.648088,N,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A25,A
9793,134138655,200012,2000,200225.0,29491061013172,A20,N,Y,0.0,1.0,2000,2.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153.0,COMMISSION FOR ART RECOVERY INC,% ANDREW L JAGODA,767 FIFTH AVE 46TH FLR,NEW YORK,NY,10153-0023,0.0,3.0,1.0,200102.0,1.0,3.0,0.0,0.0,0.0,1.0,75.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.920975,N,PF,O,AR,A,NY,10153.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A20,A
9868,134150082,200112,2001,200242.0,29491271041182,A50,N,Y,0.0,1.0,2001,3.0,7.0,7.0,3,0,6889554,5461,1593,0,-3222,0,787,0,0,6894173,3564,6890609,0,4277,86,4277,6890609,0,0,0,0,0,6925946,238868,238954,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,7841,7841,3564,3564,0,3564,3564,477195,0,909414,6925946,0,6890609,86,0,0,0,0,0,0,0,86,0,4851853,238868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10112.0,STONE BARNS RESTORATION CORP,% RICHARD N CATALDO,30 ROCKEFELLER PLZ STE 5600,NEW YORK,NY,10112-0002,0.0,3.0,1.0,200107.0,2.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.680858,N,PF,O,AR,A,NY,10112.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A50,A
9905,134165975,200108,2001,200212.0,29491061010142,A23,N,Y,0.0,1.0,2000,2.0,2.0,3.0,3,0,75931,0,0,0,0,0,0,26526,0,75931,66094,9837,60024,0,0,0,15837,0,0,0,0,6000,15837,0,174,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,66094,0,60024,0,66094,11418,0,0,15837,0,9837,0,0,0,0,0,0,0,0,0,0,7919,0,1,0,0,0,1,60024,0,0,0,60024,15837,0,0,0,15837,15837,0,0,0,15837,0,0,0,0,0,75931,0,0,0,75931,75931,0,0,0,75931,0,0,0,0,0,10036.0,FRIENDS OF RINRI KENKYUSHO OF NEW YORK INC,% EMIKO AKUTAGAWA LINDSAY,25 W 43RD ST STE 1016,NEW YORK,NY,10036-7406,0.0,3.0,1.0,200112.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,8,RINRI TOMO-NO-KAI,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.306896,N,PF,O,AR,A,NY,10036.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A1170,A
9923,134181214,200112,2001,200231.0,29491201091122,A25,N,Y,0.0,1.0,2001,3.0,5.0,6.0,3,0,1014985,0,3979,0,0,0,0,0,0,1018964,20857,998107,16740,0,0,0,998107,0,0,0,0,0,998107,0,13460,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3979,0,20857,4117,16740,4117,0,4540,0,0,998107,0,998107,0,0,0,0,0,0,0,0,0,0,590254,13460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,MALEVICH SOCIETY,% LAWRENCE KAYE TRUSTEE,2 PARK AVE,NEW YORK,NY,10016-5675,0.0,3.0,2.0,200201.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A25,A,A,IN,,1,AR,AR,AR,0.461509,C,PF,O,AR,A,NY,10016.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A25,A
9924,134182614,200112,2001,200229.0,29491173268052,A20,N,Y,0.0,1.0,2001,3.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,HARRIET AND ESTEBAN VICENTE FOUNDATION,% ROBERT S WARSHAW,501 FIFTH AVE STE 1803,NEW YORK,NY,10017-6189,0.0,3.0,1.0,200111.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.742582,N,PF,O,AR,A,NY,10017.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A20,A
10974,136149781,200108,2001,200208.0,29491026022112,A60Z,N,Y,0.0,1.0,2000,2.0,6.0,4.0,3,90,200,18541,297240,120898,0,0,29640,0,171540,484240,411615,72625,231529,446064,8921,331752,4331807,0,3771059,165312,3936371,8921,4304734,0,202318,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,17721,0,454400,333502,240075,8336,229989,8336,1750,21864,181387,9269,4304734,0,4322886,8921,0,0,0,0,0,0,484,9405,0,4107976,0,202318,194381,197197,215916,809812,231529,268150,244092,230154,973925,1,0,0,0,1,0,0,0,0,0,134879,129587,131465,143944,539875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,PERFORMING ARTS FOUNDATION INC,% SPITZ & EDELSTEIN CPAS,21 E 40TH ST RM 1006,NEW YORK,NY,10016-0570,0.0,3.0,1.0,196411.0,1.0,3.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,8,,36061.0,5602.0,5600.0,A60,A,A,IN,,1,AR,AR,AR,0.271462,N,PF,O,AR,A,NY,10016.0,NEW YORK,core2001pf_ver1,PF,O,AR,A,IN,,A1260,A
11548,136227356,200012,2000,200203.0,29491307092081,,N,Y,0.0,1.0,2000,3.0,4.0,3.0,3,119,6957,0,10734,0,0,0,22915,0,3520,40606,24042,16564,12248,9765,195,22915,158483,0,0,0,0,0,158483,0,7549,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,10734,22915,20522,969,8728,969,0,0,0,141195,158483,0,158483,195,0,0,0,0,0,0,0,195,0,153279,7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,DANCE PERSPECTIVES FOUNDATION INC,,433 E 51ST 8D,NEW YORK,NY,10022-6472,0.0,3.0,1.0,196709.0,1.0,4.0,119.0,40.0,59.0,1.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A62,A,A,IN,,1,AR,AR,AR,0.504074,C,PF,O,AR,A,NY,10022.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,A62,A
12032,137061011,200106,2001,200223.0,29491117027102,A50I,N,Y,0.0,1.0,2000,2.0,4.0,3.0,3,60,69000,0,0,0,0,0,0,0,1000,69000,2221,66779,1085,0,0,0,242377,0,0,0,0,0,264570,0,10245,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1221,400,85,0,1221,1750,0,0,264570,0,242377,0,0,0,0,0,0,0,0,0,0,208022,0,1,0,0,0,1,60474,68401,69238,21670,219783,264571,197794,144725,64593,671683,264571,197794,144725,64593,671683,6830,5556,3689,2272,18347,69000,70400,71000,52210,262610,69000,70400,71000,52210,262610,0,0,0,0,0,10016.0,WEISS MEMORIAL FOUNDATION TR,% JACKSON & NASH LLP,440 PARK AVE,NEW YORK,NY,10016-8012,0.0,3.0,1.0,199701.0,1.0,3.0,60.0,0.0,0.0,2.0,13.0,0.0,1.0,6,WEISS HERBERT TTEE,36061.0,5602.0,5600.0,A11,A,A,IN,,1,AR,AR,AR,0.436204,N,PF,S,ZA,A,NY,10016.0,NEW YORK,core2001pf_ver1,PF,S,ZA,A,IN,,A50,A
12087,137091348,200112,2001,200235.0,29491166084172,A76Z,N,Y,0.0,1.0,2001,3.0,3.0,1.0,3,92,0,3313,0,0,0,0,0,0,0,3313,43374,-40061,4232820,3313,33,0,74403,0,0,0,0,0,74403,0,4636,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3313,0,43374,0,42328,0,0,0,0,0,74403,0,74403,33,0,0,0,0,0,0,0,33,0,94157,4603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028.0,LEO BRONSTEIN TRUST UW ELEANOR L WOLFF,% KATHRYN K SOMAN,147 E 82ND ST RM 3G,NEW YORK,NY,10028-1859,0.0,3.0,3.0,199701.0,1.0,4.0,92.0,119.0,602.0,2.0,13.0,0.0,1.0,12,,36061.0,5602.0,5600.0,A70,A,A,IN,,1,AR,AR,AR,0.0037075000000000003,N,PF,O,AR,A,NY,10028.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,T22,T
12115,137100859,200205,2002,200248.0,29491313013072,A99Z,N,Y,0.0,1.0,2001,3.0,6.0,6.0,3,602,0,506,184350,1830906,0,0,0,0,1855814,2015762,1885276,130486,1855814,2015762,20158,0,1140882,0,767099,0,767099,0,17530969,0,884767,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2015762,0,29462,0,0,0,0,373783,0,0,17530969,0,1140882,20158,0,0,14000,0,0,0,0,6158,0,17964802,864609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10167.0,THE JAMES E AND PATRICIA D CAYNE CHARITABLE TRUST,% JAMES E CAYNE BEAR STEARNS & CO,245 PARK AVE 9TH FL,NEW YORK,NY,10167-0002,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,2.0,13.0,0.0,1.0,5,,36061.0,5602.0,5600.0,A99,A,A,IN,,1,AR,AR,AR,0.5914159999999999,N,PF,O,AR,A,NY,10167.0,NEW YORK,core2001pf_ver1,PF,S,AR,A,IN,,T22,T
