,EIN,NteeIrs,EOY,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,Verifyby,fincheckv
12031,133058765,,7.0,200712,2007,0.0,5347589,0,0,105863,0.0,0,0,589918,589918,5937507.0,5927339.0,2667381,856785,0,3368460,3433179,711247,765798,0.0,0,0,0,0,0,0,0,0,483842,0,213,,5937507.0,5937507,0,0,0,0,0,0,0,10168.0,0,2477754,142358,0,0,0,0,2657213.0,0,0,0,0,105863.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,6.0,1,200826.0,29490159048128,90,1.0,2007,7.0,Y,1.0,N,1.0,0.0,2007.0,10022-6570,10022.0,133058765200712.0,1330587652007.0,12,200.0,0.0,0.0,830 3RD AVE FL 2,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,CABLE TELEVISION ADVERTISING BUREAU INC,1.0,198202.0,,NY,rtf07co,4.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.24084,A,O,O,AR,A,IN,,A0332,A,,,
12043,133071647,,7.0,200706,2006,0.0,107653,0,0,0,0.0,0,0,0,0,107653.0,107284.0,369,0,0,0,369,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,107653.0,107653,0,0,0,0,0,0,0,369.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,1.0,1,200843.0,29490159375288,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2006.0,10474-0000,10474.0,133071647200706.0,1330716472007.0,6,200.0,229.0,0.0,NEW YORK TERMINAL MARKET ROOM C27,3.0,0.0,BRONX,2.0,,2.0,13.0,0.0,10.0,0.0,KOREAN PRODUCE ASSOCIATION INC,1.0,198405.0,,NY,rtf07co,1.0,2.0,2.0,2.0,36005.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9887,A,O,O,AR,A,IN,,A23,A,,,
12110,133131629,,,200705,2006,0.0,33638,0,0,109,2100.0,0,0,57705,57705,91343.0,104782.0,26869,6300,0,41176,26869,868,0,0.0,0,0,0,0,0,0,0,0,57596,0,0,,91343.0,91343,0,0,0,0,0,0,0,-13439.0,0,1050,1781,0,0,0,0,40308.0,0,0,0,0,0.0,109,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,229,,,1,200751.0,29490300207317,90,,2007,,,,N,,,,10011-3728,10011.0,133131629200705.0,1331316292007.0,5,229.0,0.0,0.0,27 W 20TH ST STE 601,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,ADVERTISING PHOTOGRAPHER OF AMERICA INC,1.0,198410.0,,NY,CORE06co,1.0,1.0,1.0,2.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.78141,A,O,O,AR,A,IN,,A40,A,,,
12116,133132781,,7.0,200706,2006,0.0,0,0,0,76,0.0,0,0,121010,121010,121010.0,0.0,49581,0,0,64087,92086,14506,42505,0.0,0,0,0,0,0,0,121010,0,0,0,0,,0.0,0,-76,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,49581.0,0,0,0,0,76.0,0,120934,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,912,N,3.0,1,200828.0,29490160013018,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2006.0,10467-1168,10467.0,133132781200706.0,1331327812007.0,6,912.0,0.0,0.0,3625 BAINBRIDGE AVE,3.0,0.0,BRONX,1.0,,2.0,13.0,0.0,10.0,0.0,3680 HOLDING COMPANY INC,1.0,198210.0,,NY,rtf07co,1.0,0.0,2.0,0.0,36005.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.92796,C,O,O,AR,A,IN,,A60,A,,,
12134,133154895,,6.0,200612,2006,0.0,2000,0,0,4417,0.0,0,0,67967,67967,69967.0,10266.0,150886,0,0,137934,154539,696,3653,150886.0,0,0,0,0,0,0,0,46053,0,-3503,21000,,23914.0,23914,0,0,0,0,0,42550,0,13648.0,0,5280,446,0,0,0,0,137238.0,0,0,0,0,4417.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,137238.0,205,N,4.0,1,200806.0,29490019157188,90,1.0,2006,3.0,Y,1.0,N,1.0,0.0,2006.0,11435-3638,11435.0,133154895200612.0,1331548952006.0,12,205.0,297.0,0.0,14602 89TH AVE,3.0,0.0,JAMAICA,2.0,,2.0,11.0,0.0,10.0,0.0,INDIAN DENTAL ASSOCIATION USA INC,1.0,199106.0,,NY,rtf07co,2.0,1.0,1.0,1.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.17644,A,O,O,AR,A,IN,,A23,A,,,
12162,133183002,,7.0,200712,2007,0.0,142160,0,0,14627,0.0,0,0,332938,332938,475098.0,372788.0,633223,0,0,534657,633223,0,0,633223.0,0,0,0,0,0,0,0,0,316261,0,2050,,475098.0,475098,0,0,0,0,0,0,0,102310.0,-3744,85442,6799,0,0,0,0,534657.0,0,0,0,0,14627.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,534657.0,229,N,5.0,1,200828.0,29490173182378,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10170-0012,10170.0,133183002200712.0,1331830022007.0,12,229.0,0.0,0.0,420 LEXINGTON AVE RM 2034,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,1.0,198401.0,,NY,rtf07co,3.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.74003,A,O,O,AR,A,IN,,A23,A,,,
12205,133211019,,7.0,200712,2007,0.0,84200,0,0,6344,0.0,0,0,297001,297001,381201.0,313513.0,186086,0,0,193727,226962,75750,40876,0.0,0,0,0,0,0,0,0,0,280240,0,10417,,381201.0,381201,0,0,0,0,0,0,0,67688.0,421,14960,1312,0,0,0,0,117977.0,0,0,0,0,0.0,6344,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,4.0,1,200829.0,29490181085168,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10036-4215,10036.0,133211019200712.0,1332110192007.0,12,200.0,0.0,0.0,56 W 45TH ST STE 705,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,INDIAN DIAMOND & COLORSTONE ASSOC INC,1.0,198507.0,,NY,rtf07co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.98021,A,O,O,AR,A,IN,,A23,A,,,
12207,133212090,,7.0,200712,2007,3392865.0,0,0,0,26862,0.0,0,0,26862,26862,3419727.0,2132535.0,1455592,329164,0,919394,1910311,750994,454719,0.0,0,0,0,0,0,0,0,0,0,0,0,,3419727.0,3419727,0,0,0,0,0,0,0,1287192.0,0,150729,22308,0,0,0,0,168400.0,0,0,0,0,0.0,26862,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,6.0,1,200830.0,29490188116048,90,1.0,2007,6.0,Y,1.0,N,1.0,0.0,2007.0,10022-0000,10022.0,133212090200712.0,1332120902007.0,12,200.0,0.0,0.0,5TH FLOOR,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,TELEVISON MUSIC LICENSE COMMITTEE,5.0,198408.0,,NY,rtf07co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A036,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.31366,A,O,O,AR,A,IN,,A0368,A,,,
12236,133237986,J40,7.0,200712,2007,0.0,693741,1542205,1459068,76235,0.0,0,0,1619482,160414,2313223.0,683525.0,2952994,0,0,2762816,2955994,3001,3000,2952994.0,0,0,0,0,0,0,0,0,0,0,1042,,854155.0,854155,0,83137,0,0,0,0,0,170630.0,22549,0,0,0,0,0,0,2759815.0,0,0,0,0,68127.0,8108,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2759815.0,263,N,6.0,1,200821.0,93490129006128,90,1.0,2007,6.0,Y,1.0,N,1.0,0.0,2007.0,10036-1314,10036.0,133237986200712.0,1332379862007.0,12,263.0,279.0,0.0,326 W 48TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,BENEFIT FUNDS OF LOCAL 52 IATSE,5.0,194102.0,52 BENEFIT FUND,NY,rtf07co,4.0,3.0,4.0,3.0,36061.0,5602.0,5600.0,A31,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.24216999999999997,A,O,O,AR,A,IN,,A31,A,,,
12245,133251595,,,200606,2005,0.0,2371,0,0,13,0.0,0,0,34499,34499,36870.0,33247.0,11646,0,0,8023,11646,0,0,11646.0,0,0,0,0,0,0,0,0,34486,0,0,,36870.0,36870,0,0,0,0,0,0,0,3623.0,0,0,0,0,0,0,0,8023.0,0,0,0,0,0.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8023.0,0,,,1,200715.0,29490083061207,90,,2006,,,,N,,,,10038-3242,10038.0,133251595200606.0,1332515952006.0,6,0.0,0.0,0.0,90 JOHN ST RM 403,3.0,0.0,NEW YORK,1.0,LARA KISIELEWSKA,0.0,13.0,0.0,10.0,0.0,GRAPHIC ARTISTS GUILD OF NEW YORK,0.0,199509.0,,NY,CORE06co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.46898999999999996,C,O,O,AR,A,IN,,A40,A,,,
12252,133262501,,,200612,2006,0.0,43505,0,0,0,0.0,0,0,0,0,43505.0,34236.0,-11094,0,0,2175,11444,22538,22538,-11094.0,0,0,0,0,0,0,0,0,0,0,0,,43505.0,43505,0,0,0,0,0,0,0,9269.0,0,2569,225,0,0,0,0,-20363.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-20363.0,263,,,1,200726.0,29490167083297,90,,2006,,,,N,,,,10018-3308,10018.0,133262501200612.0,1332625012006.0,12,263.0,264.0,279.0,1430 BROADWAY,9.0,0.0,NEW YORK,3.0,IATSE B 751,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE OF THEATRICA EMPLOYEES MOVING PICTURE TTEESHIP,5.0,194104.0,B751 LOCAL,NY,CORE06co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.12372000000000001,B,O,O,AR,A,IN,,J40,J,,,
12267,133302569,,7.0,200712,2007,1195.0,23367,0,0,1089,0.0,0,0,11249,11249,35811.0,38075.0,48362,0,0,50626,48362,0,0,0.0,0,0,0,0,0,0,0,0,10160,0,0,,35811.0,35811,0,0,0,0,0,0,0,-2264.0,0,0,0,0,0,0,0,50626.0,0,0,0,0,0.0,0,0,1089.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,281,N,3.0,1,200814.0,29409068000168,9,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10003-3681,10003.0,133302569200712.0,1333025692007.0,12,281.0,0.0,0.0,201 E 17TH ST APT 28J,2.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,1.0,199112.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A54,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9021399999999999,A,O,O,AR,A,IN,,A54,A,,,
12269,133302920,,7.0,200712,2007,3800.0,5105,0,0,171,0.0,0,0,26480,26480,35385.0,32886.0,15059,0,0,33759,15880,21199,821,0.0,0,0,0,0,0,0,0,0,26309,0,0,,35385.0,35385,0,0,0,0,0,0,0,2499.0,0,0,0,0,0,0,0,12560.0,0,0,0,0,0.0,0,0,171.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0,N,2.0,1,200847.0,93409317002438,9,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10018-5500,10018.0,133302920200712.0,1333029202007.0,12,0.0,0.0,0.0,57 W 38TH ST STE 12 F,3.0,0.0,NEW YORK,1.0,,0.0,13.0,0.0,10.0,0.0,CHINESE AMERICAN SOCIETY OF CERTIFIED PUBLIC ACCOUNTANTS,5.0,0.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A032,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9072,C,O,O,AR,A,IN,,A0323,A,,,
12284,133341914,,7.0,200712,2007,0.0,0,0,0,1969,0.0,0,0,178670,178670,178670.0,185258.0,64011,0,0,73599,67011,3000,3000,0.0,0,0,0,0,0,0,0,0,176701,0,0,,178670.0,178670,0,0,0,0,0,0,0,-6588.0,0,0,0,0,0,0,0,70599.0,0,0,0,0,1969.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,3.0,1,200850.0,29490320248288,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10165-1341,10165.0,133341914200712.0,1333419142007.0,12,200.0,123.0,0.0,60 E 42ND ST RM 1341,3.0,0.0,NEW YORK,2.0,INTERNATIONAL TRADE CENTER INC,2.0,13.0,0.0,10.0,0.0,GRUPPO ESPONENTI ITALIANI INC,1.0,199304.0,,NY,rtf07co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.38247,C,O,O,AR,A,IN,,A23,A,,,
12294,133358453,,7.0,200706,2006,5190.0,29630,0,0,1073,0.0,4863,116,21705,16842,56525.0,45020.0,54522,0,0,53173,54522,0,0,0.0,0,0,0,0,0,0,0,5293,0,10360,0,,46369.0,46369,0,0,0,0,0,15653,4979,1349.0,0,0,0,0,0,0,0,53173.0,0,0,0,0,0.0,0,0,1073.0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,907,N,3.0,1,200813.0,29409061033208,9,1.0,2007,3.0,Y,1.0,Y,1.0,0.0,2006.0,10463-3224,10463.0,133358453200706.0,1333584532007.0,6,907.0,0.0,0.0,3333 HENRY HUDSON PKWY,3.0,0.0,BRONX,1.0,ALAN SASLOFF,1.0,13.0,0.0,10.0,0.0,U S S INTREPID ASSOCIATION INC,1.0,199506.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36005.0,5602.0,5600.0,A12,A,O,S,ZB,A,A,IN,,1,AR,AR,AR,0.35906,A,O,S,ZB,A,IN,,A12,A,,,
12298,133364852,,7.0,200712,2007,0.0,0,330994,330994,51994,0.0,0,0,1693509,1362515,1693509.0,290234.0,1588840,10000,0,516559,1588840,0,0,0.0,0,0,0,0,0,0,0,0,1310521,0,0,,1362515.0,1362515,0,0,0,0,0,0,0,1072281.0,0,0,0,0,0,0,0,516559.0,0,0,0,0,51994.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,279,N,6.0,1,200827.0,29490152021168,90,1.0,2007,6.0,Y,1.0,N,1.0,0.0,2007.0,11245-0001,11245.0,133364852200712.0,1333648522007.0,12,279.0,0.0,0.0,3 METROTECH CENTER,3.0,0.0,BROOKLYN,1.0,CHASE MANHATTAN BANK,2.0,11.0,0.0,10.0,0.0,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,1.0,198802.0,,NY,rtf07co,4.0,4.0,4.0,2.0,36047.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.15100999999999998,C,O,O,AR,A,IN,,A40,A,,,
12323,133398825,,7.0,200703,2006,0.0,0,0,0,750,0.0,0,0,840750,840750,840750.0,0.0,2042893,0,0,2018177,2042893,0,0,0.0,0,0,0,0,0,0,6034,0,0,0,0,,834716.0,834716,833966,0,0,0,0,0,0,834716.0,-810000,0,0,0,0,0,0,2018177.0,0,0,0,0,750.0,0,840000,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,912,N,6.0,1,200815.0,29490082090238,90,1.0,2007,5.0,Y,1.0,N,1.0,0.0,2006.0,10036-2501,10036.0,133398825200703.0,1333988252007.0,3,912.0,0.0,0.0,165 W 46TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ACTORS EQUITY HOLDING CORPORATION,1.0,198712.0,,NY,rtf07co,4.0,3.0,3.0,0.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9316700000000001,A,O,O,AR,A,IN,,A65,A,,,
12336,133418140,,7.0,200712,2007,0.0,500596,0,0,3407,0.0,0,0,3407,3407,504003.0,458501.0,326244,135143,0,283275,327744,2533,1500,0.0,0,0,0,0,0,0,0,0,0,0,0,,504003.0,504003,0,0,0,0,0,0,0,45502.0,0,80983,20392,0,0,0,0,280742.0,0,0,0,0,3407.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,263,N,4.0,1,200820.0,93490126002078,90,1.0,2007,5.0,Y,1.0,N,1.0,0.0,2007.0,10036-3708,10036.0,133418140200712.0,1334181402007.0,12,263.0,264.0,279.0,630 NINTH AVENUE,9.0,0.0,NEW YORK,3.0,CHAUNLEY GORI,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,5.0,194102.0,161 LOCAL,NY,rtf07co,2.0,3.0,3.0,2.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.65342,B,O,O,AR,A,IN,,J40,J,,,
12338,133418616,,,200612,2006,0.0,15960,0,0,901,0.0,0,0,520654,520654,536614.0,373481.0,563823,0,0,593229,588754,24775,24931,0.0,0,0,0,0,0,0,167764,0,0,0,350020,,368850.0,368850,1969,0,0,0,0,0,0,-4631.0,0,0,0,0,0,0,0,568454.0,0,0,0,0,901.0,0,169733,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,281,,,1,200730.0,29490188339097,90,,2006,,,,Y,,,,10013-5566,10013.0,133418616200612.0,1334186162006.0,12,281.0,296.0,318.0,90 ELIZABETH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,CHINESE WEN CHOW ASSOCIATION INC,1.0,198802.0,,NY,CORE06co,3.0,2.0,3.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.20481,A,O,O,AR,A,IN,,A23,A,,,
12374,133471375,,7.0,200712,2007,0.0,31288,0,0,0,0.0,0,0,1480,1480,32768.0,9768.0,93426,0,0,88771,93426,565,0,0.0,0,0,0,0,0,0,0,17780,0,-16300,0,,14988.0,14988,0,0,0,0,0,1480,0,5220.0,0,0,0,0,0,0,0,88206.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,3.0,1,200827.0,29409166218228,9,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10013-4806,10013.0,133471375200712.0,1334713752007.0,12,200.0,205.0,405.0,79 BAYARD ST 2/FL,3.0,0.0,NEW YORK,2.0,CHIN Y HSIA,2.0,13.0,0.0,10.0,0.0,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,1.0,199106.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.68428,A,O,O,AR,A,IN,,A23,A,,,
12404,133498699,,,200612,2006,0.0,30500,0,0,451,0.0,0,0,601,-302,31101.0,66503.0,412801,22250,0,449106,412801,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,30198.0,30198,0,0,150,903,-753,0,0,-36305.0,0,0,1962,0,0,0,0,449106.0,0,0,0,0,451.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,123,,,1,200718.0,29490104010017,90,,2006,,,,N,,,,10016-6819,10016.0,133498699200612.0,1334986992006.0,12,123.0,124.0,279.0,470 PARK AVE S FRNT 2,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,GLOBAL PUBLIC AFFAIRS INSTITUTE INC,1.0,199104.0,,NY,CORE06co,2.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.32348000000000005,C,O,O,AR,A,IN,,A01,A,,,
12415,133506309,,7.0,200712,2007,0.0,548772,0,0,901,0.0,0,0,229400,229400,778172.0,817639.0,166721,131250,0,206188,166964,0,243,0.0,0,0,0,0,0,0,0,0,0,0,228499,,778172.0,778172,0,0,0,0,0,0,0,-39467.0,0,163687,21512,0,0,0,0,206188.0,0,0,0,0,901.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0,N,4.0,1,200832.0,29490194222338,90,1.0,2007,5.0,Y,1.0,N,1.0,0.0,2007.0,10003-3114,10003.0,133506309200712.0,1335063092007.0,12,0.0,0.0,0.0,13 E 16TH ST FL 6,3.0,0.0,NEW YORK,2.0,,1.0,13.0,0.0,10.0,0.0,UNITED STATES ASSOCIATION OF IMPORTERS OF TEXTILES AND APPAREL,5.0,0.0,,NY,rtf07co,2.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.61025,A,O,O,AR,A,IN,,A40,A,,,
12431,133520340,,,200512,2005,0.0,13200,0,0,41,0.0,0,0,36832,36832,50032.0,50550.0,-61837,1000,0,14666,10419,75985,72256,0.0,0,0,0,0,0,0,0,0,36791,0,0,,50032.0,50032,0,0,0,0,0,0,0,-518.0,0,0,0,0,0,0,0,-61319.0,0,0,0,0,41.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,229,,,1,,29490287085196,90,,2005,,,,N,,,,10019-1457,10019.0,,,12,229.0,0.0,0.0,240 CENTRAL,3.0,0.0,NEW YORK,1.0,SAN DOMENICO,0.0,1.0,0.0,20.0,0.0,GRUPPO RISTORATORI ITALIANI INC,5.0,0.0,,NY,CORE06co,,,,,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.51588,C,O,O,AR,A,IN,,A23,A,,,
12470,133568008,,7.0,200712,2007,0.0,27750,0,0,1956,0.0,0,0,1956,1956,29706.0,41687.0,54086,0,0,66067,54086,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,29706.0,29706,0,0,0,0,0,0,0,-11981.0,0,0,0,0,0,0,0,66067.0,0,0,0,0,0.0,0,0,1956.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,119,N,3.0,1,200825.0,29409145006368,9,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10021-0002,10021.0,133568008200712.0,1335680082007.0,12,119.0,229.0,0.0,PO BOX 872,3.0,0.0,NEW YORK,1.0,KANTROWITZ & GOLDHAMER PC,2.0,13.0,0.0,10.0,0.0,PRIVATE ART DEALERS ASSOCIATION INC,1.0,199108.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.035289999999999995,A,O,O,AR,A,IN,,A03,A,,,
12581,133667013,,7.0,200706,2006,0.0,26542,0,0,358,0.0,0,0,7233,7233,33775.0,28423.0,30109,0,0,39800,30459,3558,350,0.0,0,0,0,0,0,0,0,11485,0,-4610,0,,22290.0,22290,0,0,0,0,0,6875,0,-6133.0,0,0,0,0,0,0,0,36242.0,0,0,0,0,0.0,0,0,358.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,120,N,3.0,1,200808.0,29409033058318,9,1.0,2007,3.0,Y,1.0,Y,1.0,0.0,2006.0,10010-7003,10010.0,133667013200706.0,1336670132007.0,6,120.0,200.0,0.0,160 FIFTH AVE,3.0,0.0,NEW YORK,1.0,SILVER MOON PRESS,2.0,13.0,0.0,10.0,0.0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,1.0,199207.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.473,C,O,O,AR,A,IN,,A33,A,,,
12584,133670200,,7.0,200712,2007,79010.0,0,0,0,0,0.0,0,0,0,0,79010.0,85413.0,25648,0,0,32051,25648,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,79010.0,79010,0,0,0,0,0,0,0,-6403.0,0,0,0,0,0,0,0,32051.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0,N,3.0,1,200827.0,29490159203098,90,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10001-3125,10001.0,133670200200712.0,1336702002007.0,12,0.0,0.0,0.0,45 W 34TH ST RM 1200,0.0,0.0,NEW YORK,1.0,,0.0,13.0,0.0,10.0,0.0,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,0.0,199211.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.34759,A,O,O,AR,A,IN,,A23,A,,,
