,EIN,TAXPER,CYCLE,DLN,DocCd,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,nteeFinal1
21089,203867212,200712,200836.0,29491229144088,91,T23,N,Y,0.0,1.0,2007,3.0,6.0,4.0,3,0.0,113168,19,0,0,0,0,0,0,113187,98545,14642,98545,0,19,1525224,0,0,0,0,915,1906844,0,0,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,19,98545,0,98545,0,0,14545,0,0,1906844,0,1524309,0,0,0,0,0,0,0,0,0,0,10863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,203867212200712,2038672122007,rtf07pf,0,0,10023.0,AMERICAN DECORATIVE ART 1900 FOUNDATION,BRUCE BARNES,1 W 72ND ST APT 63,NEW YORK,NY,10023-3423,0.0,3.0,1.0,200709.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,YF.,2,N,M,36061.0,5602.0,5600.0,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.63045,A,A40,A
21643,204004329,200711,200849.0,29491320025018,91,T22,N,Y,0.0,20.0,2006,3.0,1.0,5.0,3,0.0,623784,0,0,0,0,0,0,1506000,623784,1527384,-903600,1506847,0,0,1,0,0,0,0,0,1,0,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,21384,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,204004329200711,2040043292007,rtf07pf,0,0,10022.0,A&M PENN PHOTOGRAPHY FOUNDATION,ELMROCK CAPITAL INC,150 E 52ND ST 8TH FLR,NEW YORK,NY,10022-6017,0.0,3.0,2.0,200604.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,11.0,,,0,N,,36061.0,5602.0,5600.0,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.89002,A,A40,A
21760,204144184,200712,200852.0,29491341011098,91,A51,N,Y,0.0,1.0,2007,2.0,6.0,2.0,3,0.0,10000,18,0,0,0,0,0,0,10018,7426,2592,7404,14,0,2508812,0,0,0,0,0,2689392,0,245,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,18,18,7426,4,7404,4,18,8812,0,0,2689392,0,2508812,0,0,0,0,0,0,0,0,0,0,4976,0,1,0,0,0,1,7404,8779,0,0,16183,2689392,2506220,2500000,0,7695612,2680580,2500000,2500000,0,7680580,163,93,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,204144184200712,2041441842007,rtf07pf,0,0,10017.0,KALLIR FAMILY FOUNDATION,PRAGER AND FENTON LLP,675 THIRD AVE,NEW YORK,NY,10017-5707,0.0,3.0,2.0,200605.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.93299,B,A51,A
22090,204711374,200712,200840.0,29491257028138,91,A25,N,Y,0.0,1.0,2007,2.0,5.0,2.0,3,0.0,0,16350,0,0,0,0,0,0,16350,74806,-58456,0,16350,0,639860,0,0,0,0,0,639860,0,29173,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,16350,0,74809,0,0,0,68278,15000,0,0,639860,0,639860,327,0,0,0,0,0,0,0,0,327,592338,0,1,0,0,0,1,0,76750,0,0,76750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705000,0,0,705000,0,605000,0,0,605000,16350,4035,0,0,20385,2007,204711374200712,2047113742007,rtf07pf,327,0,10017.0,ARSHILE GORKY FOUNDATION,L H FRISHKOFF & COMPANY LLP,529 5TH AVE STE 901,NEW YORK,NY,10017-4680,0.0,3.0,2.0,200607.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.63563,B,A25,A
22277,204913283,200704,200807.0,29491279054097,91,A990,N,Y,0.0,1.0,2006,3.0,1.0,1.0,3,0.0,4529,0,0,0,0,0,0,0,4529,189,4340,90,0,0,4340,0,0,0,0,0,4340,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,189,0,90,0,0,0,0,0,4340,0,4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,204913283200704,2049132832007,rtf07pf,0,0,10019.0,INNOVATIVE ARTS INC,MICHAEL CARSON,250 W 54TH ST,NEW YORK,NY,10019-5515,0.0,3.0,1.0,200703.0,1.0,15.0,0.0,0.0,0.0,1.0,13.0,201012.0,10.0,4.0,,,0,N,,36061.0,5602.0,5600.0,A99,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.45065,B,A99,A
22454,205117734,200712,200836.0,29491229124018,91,A33,N,Y,0.0,1.0,2007,2.0,4.0,5.0,3,0.0,645000,3053,0,0,0,0,0,0,648053,800120,-152067,783655,3053,3053,108312,0,0,0,0,0,108312,0,8827,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3053,3053,800120,0,783655,0,0,108312,0,0,108312,0,108312,31,0,0,0,0,100,0,0,69,31,179230,0,3053,379,0,0,3432,783655,0,0,0,783655,108312,260379,0,0,368691,108312,260379,0,0,368691,5885,1059,0,0,6944,645000,260000,0,0,905000,0,0,0,0,0,0,0,0,0,0,2007,205117734200712,2051177342007,rtf07pf,-69,0,10019.0,LDB FOUNDATION,RALPH E LERNER,CO SIDLEY AUSTIN 787 7TH AVENUE,NEW YORK,NY,10019-0000,0.0,3.0,2.0,200712.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.96775,B,A33,A
24903,208500125,200712,200840.0,29491257049238,91,F60,N,Y,0.0,1.0,2007,2.0,1.0,2.0,3,0.0,14400,0,0,0,0,0,0,0,14400,14710,-310,14392,0,0,4456,0,0,0,0,4766,4456,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,14710,0,14392,0,0,0,0,0,4456,0,-310,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14392,0,0,0,14392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,0,0,0,14400,14400,0,0,0,14400,0,0,0,0,0,2007,208500125200712,2085001252007,rtf07pf,0,0,10021.0,BRIDGEXINGS POETRY CENTERINCORPORATED,,524 E 72ND ST APT 37DE,NEW YORK,NY,10021-9805,0.0,3.0,1.0,200711.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.03865,A,A70,A
25424,222436291,200710,200838.0,29491236064178,91,,N,Y,0.0,1.0,2006,3.0,1.0,3.0,3,29.0,87570,0,0,0,0,0,0,0,87570,89262,-1692,89262,0,0,1953,0,0,0,0,0,1953,0,347,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,89262,89262,89262,89262,89262,0,0,0,1953,0,1953,0,0,0,0,0,0,0,0,0,0,6942,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,222436291200710,2224362912007,rtf07pf,0,0,10017.0,AMERICAN FRIENDS OF ITALIAN JEWRY INC,KOENIG RATNER & MOTT PC,369 LEXINGTON AVE,NEW YORK,NY,10017-6506,0.0,3.0,1.0,198305.0,1.0,4.0,29.0,994.0,0.0,1.0,13.0,0.0,1.0,10.0,,,0,N,,36061.0,5602.0,5600.0,A112,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.09652999999999999,A,A1123,A
25536,222530466,200712,200843.0,29491271026098,91,,N,Y,0.0,1.0,2007,3.0,1.0,3.0,3,93.0,31857,0,0,0,0,0,0,600,31857,42177,-10320,600,0,0,1044,0,0,0,0,592590,1044,0,321,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,41577,0,0,0,0,1044,0,0,1044,0,-591546,0,0,0,0,0,0,0,0,0,0,6524,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,222530466200712,2225304662007,rtf07pf,0,0,10012.0,ISE CULTURAL FOUNDATION INC,,555 BROADWAY,NEW YORK,NY,10012-3919,0.0,3.0,2.0,198408.0,1.0,4.0,93.0,90.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A122,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.76739,B,A1220,A
26051,222809914,200612,200749.0,29491251070067,91,A68Z,N,Y,0.0,1.0,2006,3.0,3.0,3.0,3,90.0,0,88,36,-78856,0,0,850,5310,-78732,7908,-86640,5310,124,0,37111,0,0,0,0,0,37111,0,1828,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,124,0,2598,0,0,0,0,0,0,0,37111,0,37111,1,0,0,0,0,0,0,0,0,1,37112,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,222809914200612,2228099142006,CORE06pf,1,0,10023.0,MUSIC AND MORE INC,GANER,1995 BROADWAY FL 16,NEW YORK,NY,10023-5882,0.0,3.0,1.0,198708.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,0.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.152,A,A68,A
26696,223281324,200512,200813.0,85491061001008,91,Z99Z,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,994.0,0,0,0,0,0,4927,0,0,4927,9689,-4762,0,0,0,4426,0,0,0,0,0,4426,0,399,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,4927,9689,0,0,0,9689,4426,0,0,4426,0,4426,0,0,0,0,0,0,0,0,0,0,8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,254,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,223281324200512,2232813242005,rtf07pf,0,0,10019.0,NOVALIGHT ARTS INC,,310 W 55TH ST APT 6K,NEW YORK,NY,10019-5123,0.0,3.0,1.0,199502.0,1.0,4.0,994.0,90.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.50669,C,A99,A
27085,223525125,200706,200804.0,29491363043197,91,,N,Y,0.0,1.0,2006,2.0,5.0,2.0,3,998.0,0,0,22453,0,0,0,0,25600,22453,41249,-18796,25600,22453,22453,711464,0,0,0,0,0,706314,0,25262,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,22453,22453,15649,0,0,0,0,0,0,0,706314,0,711464,449,0,0,0,0,0,0,0,0,449,512933,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,223525125200706,2235251252007,rtf07pf,449,0,10118.0,MERL ART FOUNDATION INC,L WOLLIN,350 5TH AVE STE 2822,NEW YORK,NY,10118-2896,0.0,3.0,2.0,199811.0,1.0,3.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,6.0,,P14,3,N,M,36061.0,5602.0,5600.0,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.41676,B,A12,A
27090,223527668,200806,200849.0,29491320078008,91,A40Z,N,Y,0.0,1.0,2007,2.0,6.0,3.0,3,60.0,0,0,14588,2330,0,0,0,0,45818,62389,-16571,1500,0,2542,2000402,0,478167,0,478167,401004,2019176,0,83853,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,28900,0,45818,43488,62389,51255,1500,51255,40946,24058,0,0,2019176,401004,1599398,0,0,0,534,0,0,0,0,534,0,1702602,0,2542,0,0,25430,27972,63500,81630,93900,1095,240125,0,0,0,0,0,0,0,0,0,0,55902,44905,46352,39534,186693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,223527668200806,2235276682008,rtf07pf,-534,0,10118.0,YATES ART FOUNDATION INC,L WOLLIN,350 5TH AVE STE 2822,NEW YORK,NY,10118-2896,0.0,3.0,1.0,199803.0,1.0,3.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,6.0,,,0,N,,36061.0,5602.0,5600.0,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.88118,B,A12,A
27415,223668584,200706,200826.0,29491152318188,91,A54,N,Y,0.0,1.0,2006,2.0,6.0,4.0,3,0.0,300000,1089,0,0,0,0,0,0,301089,352717,-51628,320462,0,0,1810010,0,0,0,0,0,2034857,0,101057,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1089,1089,352717,1100,320462,1100,31155,0,0,0,2034857,0,1810010,0,0,0,0,0,0,0,0,0,0,2051928,0,1,0,0,0,1,320462,283817,295063,256331,1155673,2034857,2141859,2139645,2039083,8355444,2034857,2141859,2139645,2039083,8355444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,223668584200706,2236685842007,rtf07pf,0,0,10016.0,CWJ CLASSIC AUTOMOBILE MUSEUM INC,BEHAN LING & RUTA CPAS PC,475 PARK AVENUE SOUTH 31/FL,NEW YORK,NY,10016-6901,0.0,3.0,1.0,200009.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6.0,,,0,N,,36061.0,5602.0,5600.0,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.98346,A,A50,A
28535,226799567,200712,200850.0,29491327102078,91,T23,N,Y,0.0,25.0,2007,2.0,9.0,9.0,3,0.0,9618867,4023814,1867383,-876216,402943,1143432,330511,0,16792809,14540144,2252665,8379499,5897290,5897290,182295596,1408023,0,0,1408023,1500858,182295596,0,4505078,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,612586,368664,6503783,8050158,14540144,606493,8379499,606493,2152868,251868,0,89827218,182295596,0,180794738,0,0,0,0,0,0,0,0,0,0,91473674,0,4505078,2472534,1558350,1091942,9627904,15750555,17112715,12337125,13458762,58659157,0,0,0,0,0,0,0,0,0,0,3003385,2127425,1210196,1762331,8103337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,226799567200712,2267995672007,rtf07pf,0,0,10011.0,SHELLEY & DONALD RUBIN CULTURAL TR UA 05111999,SHELLEY & DONALD RUBIN CULTURAL T,150 W 17TH ST,NEW YORK,NY,10011-5402,0.0,3.0,2.0,199908.0,1.0,3.0,0.0,0.0,0.0,2.0,13.0,201012.0,1.0,12.0,RUBIN MUSEUM OF ART,,0,N,,36061.0,5602.0,5600.0,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.20989000000000002,A,A50,A
30892,237013433,200710,200808.0,29491033045178,91,,N,Y,0.0,1.0,2006,3.0,6.0,5.0,3,602.0,672919,54069,37889,0,0,0,0,189150,764877,189427,575450,189150,91958,0,2491190,0,117688,0,117688,0,3009955,0,116012,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,91958,0,277,0,0,0,0,823502,0,0,3009955,0,2491190,1839,0,0,0,0,0,0,11,0,1839,2355576,114173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,237013433200710,2370134332007,rtf07pf,1850,0,10023.0,MARC GALLER RESEARCH FOUNDATION INC,L GALLER,146 CENTRAL PARK W,NEW YORK,NY,10023-2005,0.0,3.0,1.0,196904.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,10.0,,,0,N,,36061.0,5602.0,5600.0,A054,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.19259,B,A0540,A
31145,237044630,200805,200850.0,29491327105098,91,,N,Y,0.0,1.0,2007,3.0,1.0,1.0,3,119.0,270,0,0,0,0,0,0,0,270,250,20,0,0,0,1048,0,0,0,0,0,1048,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,250,0,0,0,0,1048,0,0,1048,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,237044630200805,2370446302008,rtf07pf,0,0,10025.0,RIVERSIDE THEATER WORKSHOP INC,,280 RIVERSIDE DR APT 10E,NEW YORK,NY,10025-9027,0.0,3.0,1.0,196912.0,1.0,4.0,119.0,59.0,0.0,1.0,13.0,0.0,1.0,5.0,,,0,N,,36061.0,5602.0,5600.0,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6150100000000001,B,A65,A
31242,237055841,200712,200826.0,29491152396088,91,,N,Y,0.0,1.0,2007,3.0,6.0,5.0,3,119.0,0,25827,30086,107130,0,0,0,68266,163043,130319,32724,99234,131958,0,1685570,0,0,0,0,0,1838044,0,89402,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,163043,0,62053,31085,30968,31085,0,11286,0,1647845,1838044,0,1685570,2639,0,0,1243,0,0,0,0,0,2639,1815262,86763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,237055841200712,2370558412007,rtf07pf,1396,0,10158.0,THE AMERICAN INDONESIAN CULTURAL AND EDUCATIONAL FOUNDATION INC,,605 3RD AVE STE 1501,NEW YORK,NY,10158-1599,0.0,3.0,1.0,197002.0,1.0,4.0,119.0,602.0,40.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6268600000000001,A,A23,A
31700,237170979,200712,200834.0,29491201049078,91,,N,Y,0.0,1.0,2007,3.0,1.0,1.0,3,90.0,0,0,0,0,0,5200,0,0,5200,5200,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,237170979200712,2371709792007,rtf07pf,0,0,10024.0,CREATIVE OPERA COMPANY LTD,FRANCES EBERMAN,101 W 85TH ST STE 34,NEW YORK,NY,10024-4452,0.0,3.0,1.0,198008.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A6A,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9405700000000001,A,A6A,A
31732,237179844,200801,200826.0,29491159002068,91,,N,Y,0.0,1.0,2007,3.0,3.0,1.0,3,602.0,2604,818,0,0,0,0,0,4575,3422,4598,-1176,0,818,818,97743,0,0,0,0,0,97743,0,4825,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,818,818,23,0,0,0,0,0,0,0,97743,0,97743,16,0,0,0,0,0,0,0,0,16,97962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,237179844200801,2371798442008,rtf07pf,16,0,11234.0,RANDI PRESS FOUNDATION,,2284 FLATBUSH AVE,BROOKLYN,NY,11234-4518,0.0,3.0,1.0,197302.0,1.0,4.0,602.0,0.0,0.0,1.0,11.0,0.0,1.0,1.0,,,0,N,,36047.0,5602.0,5600.0,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.91451,A,A33,A
31968,237292189,200712,200823.0,29491145029158,91,,N,Y,0.0,1.0,2007,3.0,3.0,1.0,3,119.0,0,70,2800,0,0,0,0,0,2870,480,2390,0,2870,0,43014,0,0,0,0,0,40809,0,1993,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2870,0,480,0,0,0,0,0,0,35000,40809,0,43014,57,0,0,165,0,0,0,0,0,57,40467,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,237292189200712,2372921892007,rtf07pf,-108,108,10022.0,INSTITUTE OF CHINESE PERFORMING ARTS INC,THOMAS SHIA,126 E 56TH ST FL 33,NEW YORK,NY,10022-3685,0.0,3.0,3.0,197312.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.56688,A,A60,A
31977,237296158,200712,200832.0,29491201118158,91,,N,Y,0.0,1.0,2007,3.0,5.0,7.0,3,602.0,0,23545,191181,170596,0,0,0,6920311,385322,6997306,-6611984,6929968,310731,0,529138,0,0,0,0,0,529138,0,272192,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,375369,0,76995,64638,9657,64638,0,0,0,0,529138,0,529138,3107,0,0,6149,0,0,0,0,3042,3107,5526738,269085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,237296158200712,2372961582007,rtf07pf,-3042,0,10178.0,THE LUTECE FOUNDATION INC,KELLY DRYE WARREN CLARK CARR & EL,101 PARK AVENUE,NEW YORK,NY,10178-0002,0.0,3.0,1.0,197212.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.7323,A,A11,A
32134,237361022,200709,200823.0,29491145043238,91,,N,Y,0.0,1.0,2006,3.0,7.0,6.0,3,60.0,0,0,128666,358341,9958,57209,2677,0,729820,542053,187767,268140,377884,304312,6803093,0,4209878,302190,4512068,15853,17527054,0,618667,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,175646,1554,646034,304312,542053,268150,268140,268150,0,2101,155536,561806,17527054,0,6787240,7558,0,0,1165,0,12000,0,43,5564,7558,12561767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,237361022200709,2373610222007,rtf07pf,-5564,0,11101.0,THE NEUSTADT COLLECTION OF TIFFANY GLASS,,5-26 46TH AVENUE,LONG ISLAND CITY,NY,11101-5229,0.0,3.0,2.0,197404.0,1.0,4.0,60.0,0.0,0.0,1.0,11.0,0.0,1.0,9.0,,,0,N,,36081.0,5602.0,5600.0,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0569,C,A40,A
32150,237365710,200512,,29491126055206,91,,,,,,2005,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,237365710200512,2373657102005,CORE06pf,0,0,10023.0,ION NICOLA THEATRE FOUNDATION INC,,,NEW YORK,NY,10023-3556,0.0,3.0,2.0,197405.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.61971,B,A65,A
