,EIN,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NAICS,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NumEmpEstimate,NumEmpCode,NumEmpYr
12494,133302920,,200812,2008,,2500,3085,0,0,35,0,0,0,0,0,25600,23960,16699,0,0,15880,16719,821,20,0,0,0,0,0,0,0,0,0,19980,0,0,,25600,25600,0,0,0,0,0,0,0,1640,0,0,0,0,0,0,0,15059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,2,1,200947,93492317018419,92,1,2008,3,Y,1,N,1,0,2008,10001-5118,10001.0,IN,,133302920200812,1333029202008,12,0.0,0.0,0.0,333 7TH AVE RM 8,3.0,0.0,NEW YORK,1.0,,0.0,0.0,20.0,0.0,CHINESE AMERICAN SOCIETY OF CERTIFIED PUBLIC ACCOUNTANTS,5.0,0.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A0323,A,813920.0,36061.0,5602.0,5600.0,A032,A,O,O,AR,A,A,1,AR,AR,AR,0.19412000000000001,C,0.0,Z,2008.0
12512,133341914,9.0,200912,2009,,0,0,0,0,32,0,0,0,0,0,91744,95342,44664,0,0,51262,47664,3000,3000,0,0,0,0,0,0,0,0,0,91712,0,0,,91744,91744,0,0,0,0,0,0,0,-3598,0,0,0,0,0,0,0,48262,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,3,1,201039,29493254068060,93,1,2009,3,Y,1,N,1,0,2009,10165-1341,10165.0,IN,,133341914200912,1333419142009,12,200.0,123.0,0.0,60 E 42ND ST RM 1341,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,GRUPPO ESPONENTI ITALIANI INC,1.0,199304.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.585,C,0.0,Z,2009.0
12523,133358453,9.0,200906,2008,,4535,0,0,0,379,0,18472,-2700,0,0,88926,46848,55026,0,0,57406,55026,0,0,0,0,0,0,0,0,0,0,25986,0,6409,0,,44468,44468,0,0,0,0,0,32395,15772,-2380,0,0,0,0,0,0,0,57406,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,907,N,3,1,201014,29492072251380,92,1,2009,3,Y,1,Y,1,0,2008,10463-3224,10463.0,IN,,133358453200906,1333584532009,6,907.0,0.0,0.0,3333 HENRY HUDSON PKWY,3.0,0.0,BRONX,1.0,ALAN SASLOFF,1.0,0.0,10.0,0.0,U S S INTREPID ASSOCIATION INC,1.0,199506.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A12,A,813219.0,36005.0,5602.0,5600.0,A12,A,O,S,ZB,A,A,1,AR,AR,AR,0.09189,A,0.0,Z,2009.0
12527,133364852,9.0,200912,2009,,0,0,0,0,11449,0,0,0,0,0,818319,376024,2970060,12500,0,2527765,2970060,0,0,0,0,0,0,0,0,0,0,0,806870,0,0,,818319,818319,0,0,0,0,0,0,0,442295,0,0,0,0,0,0,0,2527765,0,0,0,0,0,11449,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,279,N,6,1,201025,29493163057140,93,1,2009,5,Y,1,N,1,0,2009,10005-0000,10005.0,IN,,133364852200912,1333648522009,12,279.0,0.0,0.0,1 CHASE PLAZA STE 13TH FL,3.0,0.0,NEW YORK,1.0,CHASE MANHATTAN BANK,2.0,0.0,10.0,0.0,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,1.0,198802.0,,NY,rtf09co,4.0,3.0,3.0,2.0,A40,A,710000.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.21916999999999998,C,1.0,G,0.0
12548,133395530,9.0,200907,2008,,0,0,0,0,13998,0,0,0,0,0,240300,86067,796844,0,0,930244,915929,137058,119085,0,0,0,0,0,0,0,150574,0,5641,0,0,,89726,89726,70087,0,0,0,0,0,0,3659,0,0,0,0,0,0,78551,793186,0,0,0,0,0,13998,220661,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,998,N,5,1,201018,29493100092160,93,71,2009,4,Y,1,N,1,0,2008,10013,10013.0,IN,,133395530200907,1333955302009,7,998.0,,,,,,,,,,0.0,,,CHUNG KUO KUO MIN TANG INC,,0.0,,NY,rtf09co,3.0,1.0,2.0,1.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.18157,A,0.0,Z,2009.0
12551,133398825,9.0,200903,2008,,0,0,0,0,185,0,0,0,0,0,840185,6000,2016830,0,0,2022646,2016830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,840185,840185,840000,0,0,0,0,0,0,834185,0,0,0,0,0,0,0,2022646,0,0,0,0,0,185,840000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,N,6,1,201008,93493046009200,93,1,2009,5,Y,1,N,1,0,2008,10036-0000,10036.0,IN,,133398825200903,1333988252009,3,912.0,0.0,0.0,165 WEST 46TH STREET,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,ACTORS EQUITY HOLDING CORPORATION,1.0,198712.0,,NY,rtf09co,4.0,3.0,3.0,1.0,A65,A,711110.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,1,AR,AR,AR,0.37192,A,0.0,Z,2009.0
12566,133418616,8.0,200812,2008,,0,0,0,0,2648,0,0,0,0,0,412463,221225,600172,0,0,590224,625966,25081,25794,0,0,0,0,0,0,0,148517,0,17100,0,206806,,263946,263946,37392,0,0,0,0,0,0,42721,0,0,0,0,0,0,0,565143,0,0,0,0,0,2648,185909,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,281,N,5,1,201003,29493002416040,93,1,2008,4,Y,1,Y,1,0,2008,10013-5566,10013.0,IN,,133418616200812,1334186162008,12,281.0,296.0,318.0,90 ELIZABETH ST,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,CHINESE WEN CHOW ASSOCIATION INC,1.0,198802.0,,NY,rtf09co,3.0,2.0,2.0,2.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.47186000000000006,A,0.0,Z,2008.0
12587,133443010,9.0,200912,2009,,83424,0,0,0,353,0,0,0,0,0,401539,387296,118375,0,0,104132,118375,0,0,0,0,0,0,0,0,0,0,0,310151,0,0,,401539,401539,0,0,0,0,0,0,0,14243,0,0,0,0,0,0,0,104132,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,4,1,201050,29492324131010,92,1,2009,4,Y,1,N,1,0,2009,10016-3319,10016.0,IN,,133443010200912,1334430102009,12,200.0,0.0,0.0,385 5TH AVE,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,1.0,198807.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.37614000000000003,A,0.0,Z,2009.0
12596,133454164,9.0,200912,2009,,27174,0,0,0,4,0,0,0,0,0,27178,16357,32137,0,0,21315,32137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27178,27178,0,0,0,0,0,0,0,10821,0,0,0,0,0,0,0,21315,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,3,1,201028,29493177227220,93,36,2009,3,Y,1,N,1,0,2009,10017,10017.0,IN,,133454164200912,1334541642009,12,,,,,,,,,,,0.0,,,ELECTRONIC MEDIA MARKETING ASSOC,,0.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A30,A,510000.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.64372,B,0.0,Z,2009.0
12602,133471375,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,26380,2820,98678,0,0,89111,98678,0,0,0,0,0,0,0,0,0,0,13993,0,-11113,0,,12387,12387,0,0,0,0,0,2880,0,9567,0,0,0,0,0,0,0,89111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,3,1,201027,29492170440120,92,1,2009,3,Y,1,N,1,0,2009,10002-4915,10002.0,IN,,133471375200912,1334713752009,12,200.0,205.0,405.0,77 BOWERY,3.0,0.0,NEW YORK,2.0,CHIN Y HSIA,2.0,0.0,10.0,0.0,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,1.0,199106.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.47931999999999997,A,0.0,Z,2009.0
12693,133568008,9.0,200912,2009,,0,0,0,0,638,0,0,0,0,0,35781,33545,55501,0,0,53265,55501,0,0,0,0,0,0,0,0,0,0,0,1260,0,0,,35781,35781,0,0,0,0,0,0,0,2236,0,0,0,0,0,0,0,53265,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,N,3,1,201027,29492177164450,92,1,2009,3,Y,1,N,1,0,2009,10021-0002,10021.0,IN,,133568008200912,1335680082009,12,119.0,229.0,0.0,PO BOX 872,3.0,0.0,NEW YORK,1.0,KANTROWITZ & GOLDHAMER PC,2.0,0.0,10.0,0.0,PRIVATE ART DEALERS ASSOCIATION INC,1.0,199108.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A03,A,813920.0,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,1,AR,AR,AR,0.27105999999999997,A,0.0,Z,2009.0
12800,133667013,9.0,200906,2008,,0,0,0,0,20,0,0,0,0,0,31736,22192,8259,0,0,16731,10709,0,2450,0,0,0,0,0,0,0,0,18016,0,-6333,0,,13720,13720,0,0,0,0,0,11683,0,-8472,0,0,0,0,0,0,0,16731,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,120,N,2,1,201003,29492360183499,92,1,2009,3,Y,1,Y,1,0,2008,10012-2650,10012.0,IN,,133667013200906,1336670132009,6,120.0,200.0,0.0,611 BROADWAY RM 611,3.0,0.0,NEW YORK,1.0,SIDESHOW MEDIA,2.0,0.0,10.0,0.0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,1.0,199207.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A33,A,511100.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.7692899999999999,C,0.0,Z,2009.0
12803,133670200,9.0,200912,2009,,88995,0,0,0,0,0,0,0,0,0,88995,106497,3437,0,0,20939,3437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,88995,88995,0,0,0,0,0,0,0,-17502,0,0,0,0,0,0,0,20939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,1,1,201030,29492191330300,92,1,2009,3,Y,1,N,1,0,2009,10018-4417,10018.0,IN,,133670200200912,1336702002009,12,0.0,0.0,0.0,205 W 38TH ST RM 5W,0.0,0.0,NEW YORK,1.0,,0.0,0.0,10.0,0.0,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,0.0,199211.0,,NY,rtf09co,1.0,1.0,1.0,2.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.6863,A,0.0,Z,2009.0
12827,133698552,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,3440000,3440000,400001000,0,0,400001000,400001000,0,0,0,0,0,0,0,0,0,0,0,3440000,0,0,,3440000,3440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,N,9,1,201028,29493177247050,93,1,2009,6,Y,1,N,1,0,2009,10167-0002,10167.0,IN,,133698552200912,1336985522009,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,0.0,10.0,0.0,QUEENRHIS FUNDING COMPANY,1.0,199304.0,,NY,rtf09co,6.0,4.0,4.0,4.0,A60,A,711100.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.15894,C,0.0,Z,2009.0
12837,133707773,9.0,200912,2009,,0,0,0,0,7,0,2979,-2091,0,0,54261,13877,16370,0,0,19702,16370,0,0,0,0,0,0,0,0,0,0,40737,14933,-16654,0,,10545,10545,0,0,0,0,0,24083,888,-3332,0,0,0,0,0,0,0,19702,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,N,2,1,201028,29492107134240,92,1,2009,3,Y,1,N,1,0,2009,10040-3938,10040.0,IN,,133707773200912,1337077732009,12,0.0,0.0,0.0,802 W 190TH ST APT 1F,3.0,0.0,NEW YORK,1.0,DAVID GAINES,2.0,0.0,10.0,0.0,ROAD RUNNERS CLUB OF AMERICA NEW YORK FLYERS,1.0,199404.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A33,A,511100.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.11327999999999999,C,0.0,Z,2009.0
12846,133718893,,200812,2008,,0,0,0,0,0,0,0,0,0,0,51041,56825,7287,0,0,13267,11691,196,4404,0,0,0,0,0,0,0,0,0,0,0,0,,51041,51041,0,0,0,0,0,0,0,-5784,0,0,0,0,0,0,0,13071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,2,1,200940,93492273001089,92,1,2008,3,Y,1,N,1,0,2008,10036-3602,10036.0,IN,,133718893200812,1337188932008,12,200.0,92.0,0.0,676A 9TH AVE,3.0,0.0,NEW YORK,1.0,CURTIS ASSOCIATES INC,2.0,0.0,10.0,0.0,ASSOCIATION OF AUTHORS REPRESENTATI VES,1.0,199407.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A70,A,710000.0,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,1,AR,AR,AR,0.69529,A,0.0,Z,2008.0
12894,133761506,9.0,200912,2009,,93900,0,0,0,766,0,0,0,0,0,162891,198586,208599,0,0,244794,210849,500,2250,0,0,0,0,0,0,0,0,0,0,0,0,,162891,162891,0,0,0,0,0,0,0,-35695,0,0,0,0,0,0,0,244294,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,207,N,4,1,201028,29492177241130,92,1,2009,4,Y,1,N,1,0,2009,10033-4486,10033.0,IN,,133761506200912,1337615062009,12,207.0,0.0,0.0,875 W 181ST ST APT 2D,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,1.0,199510.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A68,A,711130.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,1,AR,AR,AR,0.48298,C,0.0,Z,2009.0
12906,133772271,9.0,200903,2008,,99598,0,0,0,1721,0,0,0,0,0,101319,106481,138042,0,0,143204,138417,0,375,0,0,0,0,0,0,0,0,0,0,0,0,,101319,101319,0,0,0,0,0,0,0,-5162,0,0,0,0,0,0,0,143204,0,0,0,0,0,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,N,4,1,201003,29493002109070,93,1,2009,4,Y,1,N,1,0,2008,10001-6763,10001.0,IN,,133772271200903,1337722712009,3,205.0,0.0,0.0,322 8TH AVE FL 21,3.0,0.0,NEW YORK,1.0,BARRY GROVE,2.0,0.0,10.0,0.0,LEAGUE OF OFF-BROADWAY THEATRES AND PRODUCERS INC,1.0,199502.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A65,A,711110.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,1,AR,AR,AR,0.00563,A,0.0,Z,2009.0
12915,133780898,,200807,2007,,0,44919,0,0,1709,0,0,0,1709,1709,46628,145124,121404,0,0,289900,121404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46628,46628,0,0,0,0,0,0,0,-98496,-70000,0,0,0,0,0,0,289900,0,0,0,0,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,261,N,4,1,200916,29490087109269,90,1,2008,3,Y,1,N,1,0,2007,10003-1211,10003.0,IN,,133780898200807,1337808982008,7,261.0,0.0,0.0,890 BROADWAY FL 3,3.0,0.0,NEW YORK,1.0,LEONARD LIEBOWITZ,2.0,0.0,10.0,0.0,INDEPENDENT ARTISTS OF AMERICA,5.0,199601.0,,NY,CORE08co,2.0,1.0,1.0,2.0,A99,A,710000.0,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.57193,C,0.0,Z,2008.0
12916,133781444,,200712,2007,,0,0,0,0,22366,0,0,0,92434822,42820362,92434822,1881779,0,0,0,62821374,67353,849098,0,-59224081,0,0,0,0,0,0,0,0,4412456,0,0,,42820362,42820362,0,0,88000000,49614460,38385540,0,0,40938583,-102910859,0,0,0,0,0,0,61972276,0,0,0,0,22366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2748195,912,N,0,1,200829,29490167273338,90,1,2007,9,Y,1,N,1,0,2007,10163-5005,10163.0,IN,,133781444200712,1337814442007,12,912.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANAGEMENT,2.0,0.0,20.0,0.0,WALNUT CREEK PROPERTIES INC,1.0,199412.0,,NY,CORE08co,1.0,,,4.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.9216,C,0.0,Z,2007.0
12958,133835380,9.0,200912,2009,,0,0,0,0,175,0,0,0,0,0,43740,19515,6201,0,0,43906,6201,0,0,0,0,0,0,0,0,0,0,61930,0,-22140,0,,-18190,-18190,0,0,0,0,0,39790,0,-37705,0,0,0,0,0,0,0,43906,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,908,N,1,1,201043,29492268037360,92,1,2009,3,Y,1,N,1,0,2009,10016-6823,10016.0,IN,,133835380200912,1338353802009,12,908.0,0.0,0.0,192 LEXINGTON AVE RM 1101,3.0,0.0,NEW YORK,3.0,JADE ASSOCIATES,2.0,0.0,10.0,0.0,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,1.0,199512.0,,NY,rtf09co,1.0,0.0,1.0,1.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.72623,C,0.0,Z,2009.0
12977,133853865,,200812,2008,,39250,0,0,0,0,0,0,0,0,0,39250,94741,1,0,0,55491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39250,39250,0,0,0,0,0,0,0,-55491,0,0,0,0,0,0,0,55491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,55491,179,N,1,1,200934,29493171082099,93,20,2008,3,Y,1,N,1,0,2008,11354-2703,11354.0,IN,,133853865200812,1338538652008,12,179.0,0.0,0.0,3370 PRINCE ST STE 703,3.0,0.0,FLUSHING,1.0,,2.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,1.0,199802.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A23,A,710000.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.62958,A,0.0,Z,2008.0
13006,133880803,10.0,201006,2009,,0,0,0,0,0,0,0,0,0,0,49141,17302,12957,0,0,16912,12957,0,0,0,0,0,0,0,0,0,0,35794,0,7347,0,,13347,13347,0,0,0,0,0,43141,0,-3955,0,0,0,0,0,0,0,16912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,N,2,1,201039,93492263008160,92,36,2010,3,Y,1,N,1,0,2009,10307,10307.0,IN,,133880803201006,1338808032010,6,,,,C/O KING 636 ROCKAWAY ST,,,STATEN ISLAND,,,,0.0,,,ANCIENT ORDER OF HIBERNIANS DIV 4,,0.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A23,A,710000.0,36085.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.57311,B,0.0,Z,2010.0
13016,133893891,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,9454405,9454405,67943069,0,0,71633316,67943069,0,0,0,0,0,0,0,0,0,0,0,9454405,0,0,,9454405,9454405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71633316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,N,9,1,201028,29493177255210,93,1,2009,7,Y,1,N,1,0,2009,10167-0002,10167.0,IN,,133893891200912,1338938912009,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,0.0,10.0,0.0,SIXTH AVENUE ML COMPANY INC,1.0,199611.0,,NY,rtf09co,,5.0,5.0,5.0,A60,A,711100.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.9469299999999999,C,0.0,Z,2009.0
13067,133967440,,200712,2007,N52,28730,3850,0,0,0,0,0,0,0,0,32580,25814,6766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32580,32580,0,0,0,0,0,0,0,6766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,N,0,1,200905,29409222048098,9,41,2007,3,Y,1,N,1,0,2007,10001-0023,10001.0,IN,,133967440200712,1339674402007,12,0.0,0.0,0.0,370 7TH AVE STE 420,3.0,0.0,NEW YORK,1.0,MIRASOL LAW OFFICE,2.0,0.0,10.0,0.0,CONCERNED FILIPINOS FOR UNITY INC,1.0,201008.0,,NY,CORE08co,0.0,1.0,1.0,1.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.11818,C,0.0,Z,2007.0
13102,134003017,9.0,200912,2009,A33,301955,0,0,0,12,0,0,0,0,0,301967,294818,23524,0,0,18834,25627,2459,2103,0,0,0,0,0,0,0,0,0,0,0,0,,301967,301967,0,0,0,0,0,0,0,7149,0,0,0,0,0,0,0,16375,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,3,1,201052,29492338262270,92,1,2009,4,Y,1,Y,1,0,2009,10012-4044,10012.0,IN,,134003017200912,1340030172009,12,0.0,0.0,0.0,72 SPRING ST FL 11,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,GERMAN BOOK OFFICE-NEW YORK INC,1.0,199910.0,,NY,rtf09co,1.0,2.0,2.0,2.0,A33,A,511100.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.05563,B,0.0,Z,2009.0
13105,134005504,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,3576436,3576436,50948258,0,0,51701010,50948258,0,0,0,0,0,0,0,0,0,0,0,3576436,0,0,,3576436,3576436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51701010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,N,9,1,201029,29493184117250,93,1,2009,6,Y,1,N,1,0,2009,10167-0002,10167.0,IN,,134005504200912,1340055042009,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,0.0,10.0,0.0,RIDGEWAY FUNDING COMPANY INC,1.0,199812.0,,NY,rtf09co,,4.0,4.0,4.0,A60,A,711100.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.8976200000000001,C,0.0,Z,2009.0
13127,134017838,8.0,200812,2008,S41,0,0,0,0,0,0,0,0,0,0,44331,64296,11844,0,0,31809,11844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44331,44331,0,0,0,0,0,0,0,-19965,0,0,0,0,0,0,0,31809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,2,1,201003,29492009404160,92,1,2008,3,Y,1,N,1,0,2008,10011-4610,10011.0,IN,,134017838200812,1340178382008,12,0.0,0.0,0.0,3 W 18TH ST,3.0,0.0,NEW YORK,1.0,STEINBRECHER & ROSS,2.0,0.0,10.0,0.0,ASSOCIATION OF MUSIC PRODUCERS INC,1.0,200004.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A68,A,711130.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,1,AR,AR,AR,0.27931999999999996,A,0.0,Z,2008.0
13219,134123157,9.0,200912,2009,,25228,0,0,0,0,0,13214,30839,0,0,69286,53090,8224,0,0,4292,18919,0,10695,0,0,0,0,0,0,0,0,0,0,0,5,,56072,56072,0,0,0,0,0,0,44054,2982,0,0,0,0,0,0,0,4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,2,1,201028,29492177134360,92,99,2009,3,Y,1,N,1,0,2009,10023,10023.0,IN,,134123157200912,1341231572009,12,,,,,,,,,,,,,,ARTS OF SISTERS AND PRIESTS INC,,0.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A99,A,710000.0,36061.0,5602.0,5600.0,A99,A,PC,O,AR,A,A,1,AR,AR,AR,0.9800200000000001,C,0.0,Z,2009.0
