,FILER,CODE990,ACTIVCD1,POPCODE,REASON,EIN,styear,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,P6UNRELB,ASCD,INCCD,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
15851,990.0,1,200,1,0,135658426,1992,0,481529,0,0,28594,0,0,0,1035449,1035449,1516978,1437873,634331,95000,0,982971,1000587,427745,366256,634331,0,0,0,0,0,0,0,0,0,0,0,0,1006855,0,0,6,Y,6,6,AMER HOME SEWING & CRAFT ASSOC,NEW YORK,NY,10018-7001,10018.0,36061.0,A20,A,10018.0,5602.0,5600.0,36061.0,,O,O,0.47021,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,1516978,199212,1992,NY,10018.0,NEW YORK,A20,A,12,200.0,0.0,0.0,1375 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7811.0,,PC,O,AR,A,IN,,A20,A,710000.0
16010,,1,59,0,0,136096368,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,AMER WOMEN IN RADIO & TELEVISION NEW YORK CITY CHAPT,NEW YORK,NY,10016-8776,10016.0,36061.0,A32,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.30025999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10016.0,NEW YORK,A32,A,12,59.0,120.0,0.0,245 FIFTH AVE 2103,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,6309.0,CITY CHAPT,PC,O,AR,A,IN,,A32,A,513120.0
16026,,1,920,0,0,136103902,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,PAINTING & DECORATING CONTRACTORS AMERICA IN NEW YORK CITY,NEW YORK,NY,10017-5405,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.80989,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10017.0,NEW YORK,A40,A,12,920.0,59.0,566.0,50 E 42ND ST,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,5410.0,W YORK CITY INC,PC,O,AR,A,IN,,A40,A,710000.0
16072,,1,36,0,0,136115898,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,0,0,YIDDISH THEATRICAL ALLIANCE,NEW YORK,NY,10003-8001,10003.0,36061.0,A65,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.74226,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10003.0,NEW YORK,A65,A,12,36.0,602.0,319.0,31 E 7TH ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,3811.0,,PC,O,AR,A,IN,,A65,A,711110.0
16079,,1,920,0,0,136117091,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,TEXTILE CONVERTERS ASSOC,NEW YORK,NY,10022-6102,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.85216,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,0,199212,1992,NY,10022.0,NEW YORK,A40,A,12,920.0,0.0,0.0,575 LEX AVE,3.0,0.0,2000.0,% SOLOMON ROSENBAUM,2.0,13.0,0.0,20.0,0.0,1.0,6008.0,,PC,O,AR,A,IN,,A40,A,710000.0
16121,990.0,1,200,1,0,136122376,1991,437,8335,0,0,18083,0,0,0,244358,244358,253130,68618,-10879,0,0,347071,10875,12795,21754,0,0,0,0,0,0,0,0,0,0,0,0,191126,0,35149,0,6,N,2,4,NEW YORK FINANCIAL WRITERS ASSOC,NEW YORK,NY,10001-0003,10001.0,36061.0,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.96241,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199201,62004,199201,1992,NY,10001.0,NEW YORK,A70,A,1,200.0,205.0,0.0,PO BOX 21,1.0,0.0,2000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7901.0,,PC,O,AR,A,IN,,A70,A,710000.0
16192,,1,119,0,0,136135725,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,FEDERATION MODERN PAINTERS & SCULPTORS,NEW YORK,NY,10032-1103,10032.0,36061.0,A99,A,10032.0,5602.0,5600.0,36061.0,,O,O,0.82286,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10032.0,NEW YORK,A40,C,12,119.0,59.0,205.0,710 W 173RD ST,3.0,0.0,2000.0,% J & R SERVETAS,2.0,13.0,0.0,20.0,0.0,1.0,4303.0,,PC,O,AR,A,IN,,A40,A,710000.0
16236,,1,264,0,0,136142804,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,N,0,0,PUBLISHERS PAPER HANDLERS WELFARE FND,NEW YORK,NY,10003-1503,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.17361,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199303,0,199303,1993,NY,10003.0,NEW YORK,A33,A,3,264.0,0.0,0.0,200 PARK AVE S,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,2.0,5503.0,,PC,O,AR,A,IN,,A33,A,511100.0
16254,990.0,1,119,1,0,136149730,1991,0,108540,0,0,30278,0,0,0,687284,687284,795824,505848,1233218,0,0,943242,1233218,0,0,1233218,0,0,0,0,0,0,0,0,0,0,0,0,657006,0,0,6,N,6,5,ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-2511,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.39311999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199210,795824,199210,1992,NY,10022.0,NEW YORK,A03,A,10,119.0,0.0,0.0,575 MADISON AVE 16TH FL,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6307.0,,PC,O,AR,A,IN,,A03,A,813920.0
16274,,1,205,0,0,136154205,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,AMER SOC LANDSCAPE ARCHITECTS NEW YORK CHAPTER,NEW YORK,NY,10022-6830,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.97003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10022.0,NEW YORK,C40,A,12,205.0,0.0,0.0,457 MADISON AVE,3.0,0.0,2000.0,J COOKE,2.0,13.0,0.0,20.0,0.0,5.0,6107.0,CHAPTER,PC,O,AR,A,IN,,C40,C,712130.0
16313,,1,61,0,0,136162016,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,0,0,AUSTRIAN AMER FEDERATION,NEW YORK,NY,10021-4906,10021.0,36061.0,A23,A,10021.0,5602.0,5600.0,36061.0,,O,O,0.73606,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,0,199212,1992,NY,10021.0,NEW YORK,A23,A,12,61.0,279.0,319.0,6 E 69TH ST,3.0,0.0,1000.0,% AUSTRIAN GASOLATE GENERAL,2.0,13.0,0.0,20.0,0.0,1.0,5908.0,,PC,O,AR,A,IN,,A23,A,710000.0
16355,,1,120,0,0,136162600,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,UNITED NATIONS CORRESPONDENTS ASSOC,NEW YORK,NY,10017-0000,10017.0,36061.0,A30,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.88321,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199012,0,199012,1990,NY,10017.0,NEW YORK,A30,B,12,120.0,0.0,0.0,UNITED NATIONS BLDG RM C 315,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,5107.0,,PC,O,AR,A,IN,,A30,A,510000.0
16612,990.0,1,264,1,0,136227399,1991,0,66312,18125299,17993783,356612,0,0,0,18481911,488128,18548223,782160,4394026,0,0,4950685,4966931,270248,572905,4394026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,N,6,8,PRINTERS LEAGUE LOCAL 43 WELFARE FND,NEW YORK,NY,10003-0000,10003,36061,A33,A,10003,5602.0,5600.0,36061.0,,O,O,0.8344299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199203,554440,199203,1992,NY,10003,NEW YORK,A33,A,3,264.0,279.0,0.0,27 UNION SQ,3.0,0.0,1000.0,% BASIL CASTROVINCI ASSOCIATES,2.0,13.0,0.0,10.0,0.0,2.0,6811.0,,PC,O,AR,A,IN,,A33,A,511100.0
16730,,1,149,0,0,136621161,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,0,0,INST SOC DANCE STUDIES,NEW YORK,NY,10019-3911,10019,36061,A6E,A,,5602.0,5600.0,,,O,O,0.31056999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199112,0,199112,1991,NY,,NEW YORK,A6E,A,12,149.0,0.0,0.0,60 W 57TH ST,3.0,,3000.0,,,,0.0,,,,7408.0,,PC,O,AR,A,IN,,A6E,A,611610.0
16739,990.0,1,267,1,0,136686323,1992,0,0,0,0,69088,0,0,0,185326,185326,185326,213562,1566455,0,0,1604050,1586883,9359,20428,1566455,0,0,0,0,0,0,0,0,0,0,0,0,5962,0,42207,17,N,6,4,PRINTERS LEAGUE LOCAL 23 RELOCATION DISPLACEMENT &,NEW YORK,NY,10011-6501,10011,36061,A33,A,,5602.0,5600.0,,,O,O,0.5001399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199212,185326,199212,1992,NY,,NEW YORK,A33,A,12,267.0,279.0,0.0,212 W 15TH ST,3.0,,1000.0,,,,0.0,,,,7509.0,SUPPL UNEMP BEN FD,PC,O,AR,A,IN,,A33,A,511100.0
25145,,1,995,0,0,222789203,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,0,0,CELEBRATION BLACK CINEMA,BROOKLYN,NY,11201-4003,11201.0,36047.0,A31,A,11201.0,5602.0,5600.0,36047.0,,O,O,0.13843,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36047.0,199212,0,199212,1992,NY,11201.0,BROOKLYN,A31,A,12,995.0,64.0,90.0,71 JORALEMON ST,3.0,199012.0,1000.0,% FITCH MILLER & TOURSE,1.0,11.0,16.0,20.0,0.0,1.0,8707.0,,PC,O,AR,A,IN,,A31,A,512110.0
25197,990.0,1,119,1,0,222805952,1992,122000,0,0,0,356,0,0,0,356,356,122356,129280,805507,0,0,977126,928655,164695,123148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,5,4,JAPANESE HERITAGE FND,NEW YORK,NY,10016-3317,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.31305,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199212,122356,199212,1992,NY,10016.0,NEW YORK,A23,A,12,119.0,0.0,0.0,RT 42,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9001.0,,PC,O,AR,A,IN,,A23,A,710000.0
25635,,1,0,0,0,222924432,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N,0,0,NYC EXPERIMENTAL VIDEO & FILM,NEW YORK,NY,10012-3147,10012.0,36061.0,A31,A,10012.0,5602.0,5600.0,36061.0,,PC,O,0.27234,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10012.0,NEW YORK,A31,A,12,89.0,0.0,0.0,465 W BWAY,9.0,0.0,1000.0,,1.0,13.0,15.0,20.0,9249.0,5.0,8904.0,SOHO BAROQUE OPERA CO INC,PC,O,AR,A,IN,,A6A,A,711130.0
26140,990.0,1,200,1,0,223035200,1992,0,2026400,0,0,8278,0,0,0,8278,8278,2034678,2136879,182453,641285,0,414204,398273,129550,215820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,4,6,NETWORK TELEVISION ASSOC,NEW YORK,NY,10019-6014,10019.0,36061.0,A32,A,,5602.0,5600.0,,,O,O,0.00367,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199212,2034678,199212,1992,NY,,NEW YORK,A32,A,12,200.0,125.0,0.0,825 SEVENTH AVE,3.0,0.0,1000.0,% PETER CHRISANTHROPOULOS,2.0,13.0,0.0,10.0,0.0,1.0,9201.0,NTA,PC,O,AR,A,IN,,A32,A,513120.0
26287,,1,120,0,0,223055332,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,0,0,UKRAINIAN NAT WOMENS LEAGUE AMERICA,NEW YORK,NY,10003-8410,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.66443,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10003.0,NEW YORK,S81,C,12,120.0,0.0,0.0,108 SECOND AVE,9.0,0.0,3000.0,% LIDIA BILOUS,2.0,6.0,0.0,20.0,1874.0,5.0,6706.0,BRANCH 113,PC,O,AR,A,IN,,S81,S,813410.0
26407,990.0,1,123,1,0,223075802,1992,0,45132,0,0,0,0,0,0,72100,72100,117232,130073,9383,0,0,22224,9383,0,0,9383,0,0,0,0,0,0,0,0,0,0,0,0,72100,0,0,6,N,1,4,UNINTERRUPTIBLE UPTIME USERS GROUP SOC UUUG,NEW YORK,NY,10163-3697,10163.0,36061.0,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.9387,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,117232,199212,1992,NY,10163.0,NEW YORK,A70,C,12,123.0,200.0,0.0,PO BOX 3697,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9201.0,UUUG,PC,O,AR,A,IN,,A70,A,710000.0
27735,990.0,1,119,1,9,226067322,1992,0,11280,0,0,433,0,0,0,49807,49807,61087,52167,67497,900,0,59177,67497,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49268,0,106,6,N,3,3,DANCE MASTERS AMERICA NEW YORK CITY CHAPTER,BAYSIDE,NY,11361-0533,11361.0,36081.0,A62,A,11361.0,5602.0,5600.0,36081.0,,O,O,0.346,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,199308,61087,199308,1993,NY,11361.0,BAYSIDE,A62,A,8,119.0,59.0,205.0,PO BOX 610533,3.0,0.0,2000.0,% ROBERT MANN,2.0,11.0,0.0,10.0,0.0,1.0,6406.0,,PC,O,AR,A,IN,,A62,A,711120.0
31679,990.0,1,264,1,0,232478238,1991,0,0,0,0,4501,0,0,0,735066,735066,735066,735043,23574,0,0,23551,61567,0,37993,0,0,0,0,0,0,0,0,0,0,0,0,0,730565,0,0,9,N,3,5,COLUMBIA ARTISTS MGT,NEW YORK,NY,10019-2201,10019.0,36061.0,A99,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.6520600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199208,735066,199208,1992,NY,10019.0,NEW YORK,A0240,A,8,264.0,265.0,263.0,165 W 57TH ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,9111.0,CAMI INSURANCE BENEFIT PLAN,PC,O,AR,A,IN,,A0240,A,541618.0
34830,990.0,1,205,1,0,237029109,1992,0,17975,0,0,0,0,0,0,14304,14304,32279,41177,-929,0,0,8969,71,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,14304,0,0,6,N,1,3,SOC PHOTOGRAPHERS & ARTISTS REPRESENTATIVES,NEW YORK,NY,10165-0005,10165.0,36061.0,A01,A,10165.0,5602.0,5600.0,36061.0,,O,O,0.95258,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,32279,199212,1992,NY,10165.0,NEW YORK,A0340,A,12,205.0,0.0,0.0,60 E 42ND STREET SUITE 1166,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6906.0,ES INC,PC,O,AR,A,IN,,A0340,A,813920.0
37638,,1,200,0,0,237096387,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,LAWYERS ASSOC TEXTILE INDUSTRY,NEW YORK,NY,10018-7606,10018.0,36061.0,A40,A,10018.0,5602.0,5600.0,36061.0,,O,O,0.04583,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10018.0,NEW YORK,I03,A,12,200.0,0.0,0.0,462 SEVENTH AVE 23RD FLR,3.0,0.0,2000.0,% ERNST & WHINNEY,2.0,13.0,0.0,20.0,0.0,1.0,7201.0,,PC,O,AR,A,IN,,I03,I,813920.0
39050,,1,908,0,0,237117133,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,0,0,SOC OLD BROOKLYNITES,BROOKLYN,NY,11218-1265,11218.0,36047.0,A80,A,11218.0,5602.0,5600.0,36047.0,,O,O,0.5705399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199012,0,199012,1990,NY,11218.0,BROOKLYN,A80,B,12,908.0,0.0,0.0,651 VANDERBILT ST,3.0,0.0,1000.0,% DONALD L NOWLAN,2.0,11.0,0.0,20.0,0.0,1.0,7202.0,,PC,O,AR,A,IN,,A80,A,712120.0
42422,990.0,1,920,1,0,237164969,1992,0,407380,0,0,8700,0,11510,-1747,90813,79303,498193,443625,200507,74853,0,201425,242673,48883,42166,200507,0,0,0,0,0,0,0,0,0,0,0,0,72350,0,0,6,N,4,4,ASSOC ART MUS DIRECTORS,NEW YORK,NY,10017-6705,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.76264,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199306,486683,199306,1993,NY,10017.0,NEW YORK,A50,A,6,920.0,59.0,119.0,1290 AVE OF THE AMERICAS,3.0,0.0,2000.0,% CORNICK GARBER & SANDLER,2.0,13.0,0.0,10.0,0.0,1.0,7203.0,INC,PC,O,AR,A,IN,,A0351,A,813920.0
43192,990.0,1,920,1,0,237179226,1992,180095,0,0,0,17193,99148,0,0,17193,17193,197288,237400,498258,0,90000,538369,498257,0,0,498257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,4,4,RADIO MUSIC LICENSE,NEW YORK,NY,10153-0001,10153.0,36061.0,A01,A,10153.0,5602.0,5600.0,36061.0,,O,O,0.67337,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,197288,199212,1992,NY,10153.0,NEW YORK,A34,A,12,920.0,0.0,0.0,767 FIFTH AVE,3.0,0.0,2000.0,% WEIL GOTSHAL & MANGES,2.0,13.0,0.0,10.0,0.0,5.0,7209.0,,PC,O,AR,A,IN,,A34,A,513110.0
47830,990.0,1,119,1,9,237323039,1992,31535,0,0,0,0,205,0,0,15000,15000,46535,45811,724,10000,300,0,2724,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,5,N,1,3,KATHRYN POSIN DANCE FND,NEW YORK,NY,10012-2406,10012.0,36061.0,A63,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.52413,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199306,46535,199306,1993,NY,10012.0,NEW YORK,A63,A,6,119.0,59.0,0.0,20 BOND ST,3.0,0.0,1000.0,% TREAS,1.0,13.0,16.0,10.0,0.0,1.0,7310.0,,PC,O,AR,A,IN,,A63,A,711120.0
48035,990.0,1,59,1,0,237328225,1992,0,983,0,0,592,0,0,0,132927,132927,133910,80200,30066,0,0,28832,30066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52477,3604,76254,0,8,N,3,4,BNAI BRITH 5258 MUSIC & PERFORMING ARTS LODGE,NEW YORK,NY,10023-5882,10023.0,36061.0,A99,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.3216,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,81433,199212,1992,NY,10023.0,NEW YORK,A60,A,12,59.0,29.0,349.0,1995 BROADWAY 603,9.0,0.0,1000.0,% MURRAY FROIKIN,1.0,13.0,0.0,10.0,947.0,5.0,4606.0,,PC,O,AR,A,IN,,A60,A,711100.0
49534,,1,205,0,0,237366918,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,PROFESSIONAL CHURCH SINGERS GREATER NEW YORK,NEW YORK,NY,10017-0000,10017.0,36061.0,A6B,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.5392100000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199104,0,199104,1991,NY,10017.0,NEW YORK,A6B,A,4,205.0,0.0,0.0,PO BOX 647 GRAND CENTRAL STA,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,7508.0,C,PC,O,AR,A,IN,,A6B,A,711130.0
51095,990.0,1,200,1,0,237411166,1992,0,627260,0,0,30399,0,0,0,30399,30399,657659,576261,52690,0,0,743190,917774,771898,865084,52690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,5,5,LIBERIAN SHIPOWNERS COUNCIL LTD,NEW YORK,NY,10170-2656,10170.0,36061.0,A01,A,10170.0,5602.0,5600.0,36061.0,,O,O,0.19991,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,657659,199212,1992,NY,10170.0,NEW YORK,A23,A,12,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,2.0,,2.0,1.0,0.0,10.0,0.0,1.0,197612.0,,PC,O,AR,A,IN,,A23,A,710000.0
52359,,1,0,0,0,237449111,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N,0,0,INTL ONE WORLD CRUSADE,NEW YORK,NY,10116-7594,10116.0,36061.0,A34,A,10116.0,5602.0,5600.0,36061.0,,PC,O,0.38051999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199112,0,199112,1991,NY,10116.0,NEW YORK,A34,A,12,4.0,8.0,29.0,G P O BOX 7594,3.0,0.0,7000.0,,1.0,23.0,15.0,10.0,0.0,1.0,9407.0,,PC,O,AR,A,IN,,A34,A,513110.0
62563,,1,120,0,0,311105807,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,0,0,ASSOC COMPARATIVE STUDIES,FLUSHING,NY,11367-1597,11367.0,36081.0,A70,A,11367.0,5602.0,5600.0,36081.0,,O,O,0.6451399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,199110,0,199110,1991,NY,11367.0,FLUSHING,A70,C,10,120.0,0.0,0.0,QUEENS COLLEGE,3.0,0.0,3000.0,% DEPT OF ECONOMICS,2.0,11.0,0.0,20.0,0.0,5.0,8411.0,,PC,O,AR,A,IN,,A70,A,710000.0
66354,990.0,1,200,1,0,330274349,1992,0,45903,0,0,824,0,0,0,15489,15489,61392,61196,2458,0,0,2262,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14665,0,0,6,N,1,3,THEATRICAL DEALERS ASSOC,NEW YORK,NY,10025-0000,10025.0,36061.0,A01,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.21423000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,61392,199212,1992,NY,10025.0,NEW YORK,A65,B,12,200.0,0.0,0.0,755 W END AVE 9B,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A65,A,711110.0
77496,990.0,1,65,1,0,356048417,1992,1400,32500,0,0,526,0,0,0,526,526,34426,32596,24049,0,0,22219,24049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,2,3,NAT ASSOC BAND INSTRUMENT MANUFACTURERS INCORPORA,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.62434,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,34426,199212,1992,NY,10010.0,NEW YORK,A6C,A,12,65.0,207.0,200.0,38 W 21ST ST 5TH FLR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3505.0,ERS INCORPORA,PC,O,AR,A,IN,,A6C,A,711130.0
