,FILER,CODE990,EIN,STYEAR,ASSETCD,INCOMECD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCD,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
16806,990.0,1,133888983,1995,4,4,0,106054,0,0,0,0,0,0,0,0,0,106054,0,106054,0,0,0,106054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,N,UNITED JEWISH APPEAL FEDERATION JEWISH PHILANTHROPIES NY,NEW YORK,NY,10022-1302,10022.0,36061.0,A12,A,10022.0,5602.0,5600.0,36061.0,,U,S,0.029189999999999997,,ZB,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199606,106054,106054,199606,1996,NY,10022.0,NEW YORK,1338889831996,A12,A,6,,,,,,,,,,,,,,,,,PC,S,ZB,A,IN,,A12,A,813219.0
17063,990.0,1,135546742,1996,4,4,92,4000,150039,0,0,8120,0,0,249,192725,192725,346764,107410,249777,0,0,273639,250200,2548,423,0,0,0,0,0,0,0,0,0,0,0,0,260668,0,-94213,17901,6,1,0,N,MYSTERY WRITERS AMERICA,NEW YORK,NY,10017-1920,10017.0,36061.0,A70,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.739,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,86096,86096,199612,1996,NY,10017.0,NEW YORK,1355467421996,A0370,A,12,92.0,120.0,123.0,17 E 47TH ST 6 FLR,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,0.0,,PC,O,AR,A,IN,,A0370,A,813920.0
17147,990.0,1,135582856,1996,4,6,920,0,527326,0,0,11380,0,0,0,878986,878986,1406312,1422334,204296,0,0,390721,446937,170403,242641,0,0,0,0,0,0,0,0,0,0,0,0,0,867606,0,0,6,1,0,Y,AGA ASSOC GRAPHIC ARTS,NEW YORK,NY,10001-0000,10001.0,36061.0,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.87218,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199706,1406312,1406312,199706,1997,NY,10001.0,NEW YORK,1355828561997,A0330,A,6,920.0,59.0,566.0,330 SEVENTH AVE 9TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,193903.0,,PC,O,AR,A,IN,,A0330,A,813920.0
17200,990.0,1,135614237,1996,3,3,65,0,18690,0,0,539,0,0,0,12794,12794,31484,23219,24832,0,0,26269,27051,0,2218,0,0,0,0,0,0,0,0,0,0,0,0,9702,0,2553,0,6,1,0,N,AMER ARTIST PROFESSIONAL LEAGUE,NEW YORK,NY,10003-4322,10003.0,36061.0,A01,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.33515,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,21782,21782,199612,1996,NY,10003.0,NEW YORK,1356142371996,N80,A,12,65.0,207.0,119.0,47 FIFTH AVE,1.0,0.0,2000.0,% SALMAGUNDI CLUB,2.0,13.0,0.0,10.0,0.0,1.0,195503.0,,PC,O,AR,A,IN,,N80,N,711211.0
17241,990.0,1,135636174,1995,6,6,265,0,0,2250882,2248456,149794,0,0,0,3455601,1207145,3455601,1410006,2941242,26000,0,3224006,3033958,79903,92716,2941242,0,0,0,0,0,0,0,0,0,0,0,0,1002889,0,52036,9,1,0,N,GREATER NEW YORK JOINT BOARD TEXTILE WORKERS WELFARE FND,NEW YORK,NY,10003-9511,10003.0,36061.0,A40,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.40668000000000004,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199609,1207145,1207145,199609,1996,NY,10003.0,NEW YORK,1356361741996,A40,A,9,265.0,0.0,0.0,730 BROADWAY,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,195611.0,,PC,O,AR,A,IN,,A40,A,710000.0
17265,990.0,1,135651681,1996,3,3,120,0,63848,0,0,3710,0,0,0,5426,5426,69274,204864,43905,0,0,179495,43905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,0,6,1,0,N,COMICS MAGAZINE ASSOC AMERICA,NEW YORK,NY,10017-6672,10017.0,36061.0,A33,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.9228200000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,69274,69274,199612,1996,NY,10017.0,NEW YORK,1356516811996,A01,C,12,120.0,328.0,279.0,355 LEXINGTON AVE 17TH FL,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,195909.0,,PC,O,AR,A,IN,,A01,A,813319.0
17284,990.0,1,135658426,1996,5,6,200,0,308523,0,0,26255,0,0,0,1177072,1177072,1485595,1360715,559461,109250,0,640002,681016,200757,121555,0,1,0,0,0,0,0,0,0,0,0,0,0,1150817,0,0,6,1,0,Y,AMER HOME SEWING & CRAFT ASSOC,NEW YORK,NY,10018-7001,10018.0,36061.0,A20,A,10018.0,5602.0,5600.0,36061.0,,O,O,0.8598,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199612,1485595,1485595,199612,1996,NY,10018.0,NEW YORK,1356584261996,A20,A,12,200.0,0.0,0.0,1375 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,197811.0,,PC,O,AR,A,IN,,A20,A,710000.0
17426,990.0,1,136096368,1994,2,3,59,0,59905,0,0,0,0,0,0,0,0,59905,60068,22845,0,0,23008,22850,0,0,0,0,59905,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,AMER WOMEN IN RADIO & TELEVISION NEW YORK CITY CHAPT,NEW YORK,NY,10016-8776,10016.0,36061.0,A32,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.8737,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,59905,59905,199412,1994,NY,10016.0,NEW YORK,1360963681994,A32,A,12,59.0,120.0,0.0,245 FIFTH AVE 2103,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,196309.0,,PC,O,AR,A,IN,,A32,A,513120.0
17441,,1,136103902,1994,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,PAINTING & DECORATING CONTRACTORS AMERICA IN NEW YORK CITY,NEW YORK,NY,10017-5405,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.86474,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10017.0,NEW YORK,1361039021994,A40,A,12,920.0,59.0,566.0,50 E 42ND ST,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,195410.0,,PC,O,AR,A,IN,,A40,A,710000.0
17482,,1,136115898,1994,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,YIDDISH THEATRICAL ALLIANCE,NEW YORK,NY,10003-8001,10003.0,36061.0,A65,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.7599,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10003.0,NEW YORK,1361158981994,A65,A,12,36.0,602.0,319.0,31 E 7TH ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,193811.0,,PC,O,AR,A,IN,,A65,A,711110.0
17488,,1,136117091,1996,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,TEXTILE CONVERTERS ASSOC,NEW YORK,NY,10022-6102,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.16933,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,0,0,199612,1996,NY,10022.0,NEW YORK,1361170911996,A40,A,12,920.0,0.0,0.0,575 LEXINGTON AVE 19TH FL,3.0,0.0,2000.0,% FINKELSTEIN BRUCKMAN WOHL MOST ET,2.0,13.0,0.0,20.0,0.0,1.0,196008.0,,PC,O,AR,A,IN,,A40,A,710000.0
17523,990.0,1,136122376,1995,4,4,200,490,6558,0,0,11515,0,0,0,335347,335347,342395,68286,320841,0,0,314499,349145,23585,28304,0,0,0,0,0,0,0,0,0,0,0,0,244182,14775,63632,1243,6,1,0,N,NEW YORK FINANCIAL WRITERS ASSOC,NEW YORK,NY,10001-0003,10001.0,36061.0,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.89379,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199601,98213,98213,199601,1996,NY,10001.0,NEW YORK,1361223761996,A70,A,1,200.0,205.0,0.0,PO BOX 20281 GREELEY SQUA,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,197901.0,,PC,O,AR,A,IN,,A70,A,710000.0
17588,,1,136135725,1994,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,FEDERATION MODERN PAINTERS & SCULPTORS,NEW YORK,NY,10032-1103,10032.0,36061.0,A99,A,10032.0,5602.0,5600.0,36061.0,,O,O,0.83381,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10032.0,NEW YORK,1361357251994,A40,C,12,119.0,59.0,205.0,710 W 173RD ST,3.0,0.0,2000.0,% J & R SERVETAS,2.0,13.0,0.0,20.0,0.0,1.0,194303.0,,PC,O,AR,A,IN,,A40,A,710000.0
17607,,1,136139744,1994,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,BOLIVARIAN SOC UNITED STATES,NEW YORK,NY,10022-5903,10022.0,36061.0,A70,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.5817,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10022.0,NEW YORK,1361397441994,S03,C,12,125.0,93.0,0.0,7 E 51ST ST,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,197609.0,,PC,O,AR,A,IN,,S03,S,813920.0
17625,,1,136142804,1994,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,N,PUBLISHERS PAPER HANDLERS WELFARE FND,NEW YORK,NY,10003-1503,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.7861100000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199503,0,0,199503,1995,NY,10003.0,NEW YORK,1361428041995,A33,A,3,264.0,0.0,0.0,200 PARK AVE S,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,2.0,195503.0,,PC,O,AR,A,IN,,A33,A,511100.0
17641,990.0,1,136149730,1995,6,4,119,0,120400,0,0,40966,0,0,0,317046,317046,437446,466849,1022122,0,0,1051525,1022122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276080,0,0,6,1,0,N,ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-2511,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.32042,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199610,437446,437446,199610,1996,NY,10022.0,NEW YORK,1361497301996,A03,A,10,119.0,0.0,0.0,575 MADISON AVE 16TH FL,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,196307.0,,PC,O,AR,A,IN,,A03,A,813920.0
17698,,1,136162016,1995,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,AUSTRIAN AMER FEDERATION,NEW YORK,NY,10021-4906,10021.0,36061.0,A23,A,10021.0,5602.0,5600.0,36061.0,,O,O,0.78341,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10021.0,NEW YORK,1361620161995,A23,A,12,61.0,279.0,319.0,6 E 69TH ST,3.0,0.0,1000.0,% AUSTRIAN GASOLATE GENERAL,2.0,13.0,0.0,20.0,0.0,1.0,195908.0,,PC,O,AR,A,IN,,A23,A,710000.0
17734,990.0,1,136162600,1995,2,3,120,24240,9593,0,0,540,0,0,0,540,540,34373,28112,20757,0,0,14496,21457,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,UNITED NATIONS CORRESPONDENTS ASSOC,NEW YORK,NY,10017-0000,10017.0,36061.0,A30,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.8691,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199512,34373,34373,199512,1995,NY,10017.0,NEW YORK,1361626001995,A30,B,12,120.0,0.0,0.0,UNITED NATIONS BLDG RM C,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,195107.0,,PC,O,AR,A,IN,,A30,A,510000.0
17778,,1,136163030,1995,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,UNITED SINGERS NEW YORK,NEW YORK,NY,10028-0000,10028.0,36061.0,A6B,A,10028.0,5602.0,5600.0,36061.0,,O,O,0.28501,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10028.0,NEW YORK,1361630301995,A6B,A,12,59.0,279.0,0.0,LOCAL,3.0,0.0,1000.0,% MOZART HALL,2.0,13.0,0.0,20.0,0.0,1.0,194309.0,,PC,O,AR,A,IN,,A6B,A,711130.0
17987,990.0,1,136227399,1995,6,6,264,0,34502,3251746,3251307,200539,0,0,0,3452285,200978,3486787,624227,3402674,0,0,3759642,3437322,130033,34648,3402674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,N,PRINTERS LEAGUE LOCAL 43 WELFARE FND,NEW YORK,NY,10003-0000,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.25975,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199603,235480,235480,199603,1996,NY,10003.0,NEW YORK,1362273991996,A33,A,3,264.0,279.0,0.0,27 UNION SQUARE RM 204,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,196811.0,,PC,O,AR,A,IN,,A33,A,511100.0
26665,,1,222789203,1994,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,CELEBRATION BLACK CINEMA,BROOKLYN,NY,11201-4003,11201.0,36047.0,A31,A,11201.0,5602.0,5600.0,36047.0,,O,O,0.0773,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36047.0,199412,0,0,199412,1994,NY,11201.0,BROOKLYN,2227892031994,A31,A,12,995.0,64.0,90.0,71 JORALEMON ST,3.0,199012.0,1000.0,% FITCH MILLER & TOURSE,1.0,11.0,16.0,20.0,0.0,1.0,198707.0,,PC,O,AR,A,IN,,A31,A,512110.0
26712,990.0,1,222805952,1995,5,4,119,239609,0,0,0,145,41397,0,0,145,145,239754,215749,604220,15750,0,880068,843239,299853,239019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,N,JAPANESE HERITAGE FND,NEW YORK,NY,10016-3317,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.85582,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199512,239754,239754,199512,1995,NY,10016.0,NEW YORK,2228059521995,A23,A,12,119.0,0.0,0.0,401 5TH AVE,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,199001.0,,PC,O,AR,A,IN,,A23,A,710000.0
27547,990.0,1,223075802,1996,3,4,123,0,64150,0,0,0,0,0,0,289026,289026,353176,340590,92390,0,0,79804,92390,0,0,92390,0,0,0,0,0,0,0,0,0,0,0,0,289026,0,0,6,1,0,N,UNINTERRUPTIBLE UPTIME USERS GROUP SOC UUUG,NEW YORK,NY,10163-3697,10163.0,36061.0,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.72153,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,353176,353176,199612,1996,NY,10163.0,NEW YORK,2230758021996,A70,C,12,123.0,200.0,0.0,PO BOX 3697,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,199201.0,UUUG,PC,O,AR,A,IN,,A70,A,710000.0
29402,990.0,1,226067322,1995,3,3,119,0,10479,0,0,2203,0,0,0,29630,29630,40109,46388,62370,1300,0,69249,62970,600,600,62370,0,0,0,0,0,0,0,0,0,0,0,0,27427,0,0,6,1,9,N,DANCE MASTERS AMERICA NEW YORK CITY CHAPTER,BAYSIDE,NY,11361-0533,11361.0,36081.0,A62,A,11361.0,5602.0,5600.0,36081.0,,O,O,0.01905,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,199608,40109,40109,199608,1996,NY,11361.0,BAYSIDE,2260673221996,A62,A,8,119.0,59.0,205.0,PO BOX 610533,3.0,0.0,2000.0,% ROBERT MANN,2.0,11.0,0.0,10.0,0.0,1.0,196406.0,,PC,O,AR,A,IN,,A62,A,711120.0
32816,990.0,1,232478238,1995,2,5,264,0,0,0,0,2197,0,0,0,639529,639529,639529,815982,-1680,0,0,208363,12320,33590,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,637332,0,0,9,1,0,N,COLUMBIA ARTISTS MGT,NEW YORK,NY,10019-2201,10019.0,36061.0,A99,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.04048,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199608,639529,639529,199608,1996,NY,10019.0,NEW YORK,2324782381996,A0240,A,8,264.0,265.0,263.0,165 W 57TH ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,199111.0,CAMI INSURANCE BENEFIT PLAN,PC,O,AR,A,IN,,A0240,A,541618.0
35865,,1,237025621,1994,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,FEDERATION FORMER JEWISH UNDERGROUND FIGHTER AGAINST NAZ2SM,NEW YORK,NY,10016-6702,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.88823,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10016.0,NEW YORK,2370256211994,A23,A,12,59.0,319.0,0.0,12 E 31ST ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,196912.0,,PC,O,AR,A,IN,,A23,A,710000.0
35989,,1,237029109,1996,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,SOC PHOTOGRAPHERS & ARTISTS REPRESENTATIVES,NEW YORK,NY,10165-0005,10165.0,36061.0,A01,A,10165.0,5602.0,5600.0,36061.0,,O,O,0.91169,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,0,0,199612,1996,NY,10165.0,NEW YORK,2370291091996,A0340,A,12,205.0,0.0,0.0,60 E 42ND STREET SUITE 11,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,196906.0,,PC,O,AR,A,IN,,A0340,A,813920.0
39708,,1,237117133,1994,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,SOC OLD BROOKLYNITES,BROOKLYN,NY,11218-1265,11218.0,36047.0,A80,A,11218.0,5602.0,5600.0,36047.0,,O,O,0.8105100000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199412,0,0,199412,1994,NY,11218.0,BROOKLYN,2371171331994,A80,B,12,908.0,0.0,0.0,651 VANDERBILT ST,3.0,0.0,1000.0,% DONALD L NOWLAN,2.0,11.0,0.0,20.0,0.0,1.0,197202.0,,PC,O,AR,A,IN,,A80,A,712120.0
42660,990.0,1,237164969,1996,4,5,920,0,438300,7266,0,14703,0,26981,-19468,104757,77776,543057,460926,274513,95400,0,251367,304096,48152,29583,274513,0,0,0,0,0,0,0,0,0,0,0,0,75275,0,0,6,1,0,N,ASSOC ART MUS DIRECTORS,NEW YORK,NY,10017-6705,10017.0,36061,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.45971000000000006,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199706,516076,516076,199706,1997,NY,10017.0,NEW YORK,2371649691997,A50,A,6,920.0,59.0,119.0,630 THIRD AVE 10TH FL,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,197203.0,,PC,O,AR,A,IN,,A0351,A,813920.0
43371,990.0,1,237179226,1996,4,4,920,144233,0,0,0,5921,0,0,0,5921,5921,150154,205731,133653,0,100000,189229,133653,0,0,133653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,RADIO MUSIC LICENSE,NEW YORK,NY,10153-0001,10153.0,36061,A01,A,10153.0,5602.0,5600.0,36061.0,,O,O,0.23970999999999998,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,150154,150154,199612,1996,NY,10153.0,NEW YORK,2371792261996,A34,A,12,920.0,0.0,0.0,767 FIFTH AVE,3.0,0.0,2000.0,% WEIL GOTSHAL & MANGES,2.0,13.0,0.0,10.0,0.0,5.0,197209.0,,PC,O,AR,A,IN,,A34,A,513110.0
48321,990.0,1,237364191,1996,4,4,126,0,119531,0,0,3961,0,0,0,3961,3961,123492,142363,134550,0,0,153447,134550,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,STRUCTURAL STEEL PAINTING PROMOTION & SAFETY FND,FLUSHING,NY,11354-2527,11354.0,36081,A01,A,11354.0,5602.0,5600.0,36081.0,,O,O,0.9086799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36081.0,199612,123492,123492,199612,1996,NY,11354.0,FLUSHING,2373641911996,E70,A,12,126.0,0.0,0.0,31 40 COLLEGE POINT BLVD,3.0,0.0,1000.0,G CAMPBELL,2.0,11.0,0.0,10.0,0.0,2.0,199610.0,NEW YORK STRUCTURAL STEEL PAINTING,PC,O,AR,A,IN,,S41,S,813910.0
49770,990.0,1,237411166,1995,5,5,200,0,572462,0,0,46393,0,0,0,50209,50209,622671,703872,61342,0,0,765045,760205,641111,698863,61342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3816,6,1,0,N,LIBERIAN SHIPOWNERS COUNCIL LTD,NEW YORK,NY,10170-2656,10170.0,36061.0,A01,A,10170.0,5602.0,5600.0,36061.0,,O,O,0.8441299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,622671,622671,199512,1995,NY,10170.0,NEW YORK,2374111661995,A23,A,12,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,2.0,,2.0,1.0,0.0,10.0,0.0,1.0,197612.0,,PC,O,AR,A,IN,,A23,A,710000.0
64061,990.0,1,330274349,1996,3,4,200,0,186171,0,0,5593,0,0,0,188606,188606,374777,393855,96370,0,0,115448,96370,0,0,96370,0,0,0,0,0,0,0,0,0,0,0,0,183013,0,0,6,1,0,N,THEATRICAL DEALERS ASSOC,NEW YORK,NY,10025-0000,10025.0,36061,A01,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.47431999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,374777,374777,199612,1996,NY,10025.0,NEW YORK,3302743491996,A65,B,12,200.0,0.0,0.0,755 W EDN AVE STE 9B,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,198809.0,,PC,O,AR,A,IN,,A65,A,711110.0
74516,990.0,1,356048417,1996,4,4,65,214322,39000,0,0,12992,0,0,0,12992,12992,266314,254721,306593,0,0,298922,320683,3922,14090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NAT ASSOC BAND INSTRUMENT MANUFACTURERS INCORPORA,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.09742999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,266314,266314,199612,1996,NY,10010.0,NEW YORK,3560484171996,A6C,A,12,65.0,207.0,200.0,38 W 21ST ST 5TH FLR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,193505.0,,PC,O,AR,A,IN,,A6C,A,711130.0
81221,990.0,1,366126873,1996,3,3,200,0,70083,0,0,2372,0,0,629,11055,11055,81138,73544,79282,0,0,76913,94958,5225,15676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3054,5000,6,1,0,N,MUSIC DISTRIBUTORS ASSOC,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.62552,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199612,81138,81138,199612,1996,NY,10010.0,NEW YORK,3661268731996,A68,A,12,200.0,205.0,279.0,38 44 W 21ST ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,196512.0,,PC,O,AR,A,IN,,A68,A,711130.0
