,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,NteeOldB,NTEECC,NTEECC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,Ntee2007a,Confidence2007a,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
11489,133454164,200512,2005,0,51974,0,0,37,0,0,0,37,37,52011,35755,63457,0,0,47201,63457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52011,52011,0,0,0,0,0,0,0,16256,0,0,0,0,0,0,0,47201,0,0,0,0,0,0,0,37,0,0,0,0,150435,135,76,0,0,150646,150511,6.0,9.0,0,0.0,1.0,29490273194146.0,2005,N,10017,10017.0,12,,,,,,,,,,,,,,,ELECTRONIC MEDIA MARKETING ASSOC,,,,NY,rtf05CO,,A30,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.23217,36061.0,5602.0,5600.0,A30,B,PC,O,AR,A,IN,,A30,A,510000.0,90.0
11494,133471375,200512,2005,0,18500,0,0,0,0,0,0,16510,16510,35010,15896,72635,0,0,73634,73175,340,540,0,0,0,0,0,0,0,0,19773,0,-3263,0,,15237,15237,0,0,0,0,0,16510,0,-659,0,0,0,0,0,0,0,73294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29409189087146.0,2005,N,10013-4806,10013.0,12,200.0,205.0,405.0,79 BAYARD ST 2/FL,3.0,0.0,NEW YORK,2.0,CHIN Y HSIA,2.0,13.0,0.0,10.0,0.0,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,1.0,199106.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.31206,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,9.0
11521,133498699,200512,2005,0,134500,0,0,233,0,0,0,233,233,134733,76136,449106,27387,0,390509,449106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,134733,134733,0,0,0,0,0,0,0,58597,0,8612,2935,0,0,0,0,390509,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,123.0,1.0,29490176228266.0,2005,N,10016-6819,10016.0,12,123.0,124.0,279.0,470 PARK AVE S FRNT 2,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,GLOBAL PUBLIC AFFAIRS INSTITUTE INC,1.0,199104.0,,NY,rtf05CO,,A01,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.13377,36061.0,5602.0,5600.0,A01,C,PC,O,AR,A,IN,,A01,A,813319.0,90.0
11533,133506309,200512,2005,0,485995,0,0,1525,0,0,0,446206,446206,932201,929465,280694,119624,0,280003,282318,2045,1624,0,0,0,0,0,0,0,0,0,0,0,444681,,932201,932201,0,0,0,0,0,0,0,2736,0,163471,20972,0,0,0,0,277958,0,0,0,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,1.0,29490217106476.0,2005,N,10003-3114,10003.0,12,0.0,0.0,0.0,13 E 16TH ST FL 6,3.0,0.0,NEW YORK,2.0,,1.0,13.0,0.0,10.0,0.0,UNITED STATES ASSOCIATION OF IMPORTERS OF TEXTILES AND APPAREL,5.0,0.0,,NY,rtf05CO,,A40,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.74592,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,IN,,A40,A,710000.0,90.0
11549,133520340,200512,2005,0,13200,0,0,41,0,0,0,36832,36832,50032,50550,-61837,1000,0,14666,10419,75985,72256,0,0,0,0,0,0,0,0,0,36791,0,0,,50032,50032,0,0,0,0,0,0,0,-518,0,0,0,0,0,0,0,-61319,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,229.0,1.0,29490287085196.0,2005,N,10001-0000,10001.0,12,229.0,0.0,0.0,LOCAL,3.0,0.0,NEW YORK,1.0,ROTARY CLUB OF NEW YORK 323,0.0,13.0,0.0,10.0,0.0,GRUPPO RISTORATORI ITALIANI INC,5.0,0.0,,NY,rtf05CO,,A23,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.9933700000000001,36061.0,5602.0,5600.0,A23,C,PC,O,AR,A,IN,,A23,A,710000.0,90.0
11588,133568008,200512,2005,0,30550,0,0,475,0,0,0,475,475,31025,31959,63790,0,0,64724,63790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31025,31025,0,0,0,0,0,0,0,-934,0,0,0,0,0,0,0,64724,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,119.0,1.0,29409259244126.0,2005,N,10021-0002,10021.0,12,119.0,229.0,0.0,PO BOX 872,3.0,0.0,NEW YORK,1.0,KANTROWITZ & GOLDHAMER PC,2.0,13.0,0.0,10.0,0.0,PRIVATE ART DEALERS ASSOCIATION INC,1.0,199108.0,,NY,rtf05CO,,A03,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.59195,36061.0,5602.0,5600.0,A03,A,PC,O,AR,A,IN,,A03,A,813920.0,9.0
11621,133597634,200412,2004,0,0,0,0,3945,0,0,0,36153327,9825107,36153327,2273582,43014,0,0,53862989,43014,539385,0,0,0,0,0,0,0,0,0,0,5383607,0,0,,9825107,9825107,0,0,30765775,26328220,4437555,0,0,7551525,-60832115,0,0,0,0,0,0,53323604,0,0,0,0,3945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,54509554,912.0,1.0,29490351016015.0,2004,Y,10036-7601,10036.0,12,912.0,0.0,0.0,522 FIFTH AVE,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,TREMONT LAND HOLDING COMPANY INC,1.0,199109.0,,NY,rtf05CO,,A60,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.05753,36061.0,5602.0,5600.0,A60,C,PC,O,AR,A,IN,,A60,A,711100.0,90.0
11700,133667013,200606,2005,0,30490,0,0,180,0,0,0,28843,28843,59333,29470,36242,0,0,31016,39800,416,3558,0,0,0,0,0,0,0,0,24221,0,4442,0,,35112,35112,0,0,0,0,0,28663,0,5642,0,0,0,0,0,0,0,30600,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,120.0,1.0,29409336189076.0,2006,Y,10010-7003,10010.0,6,120.0,200.0,0.0,160 FIFTH AVE,3.0,0.0,NEW YORK,1.0,SIDESHOW MEDIA,2.0,13.0,0.0,10.0,0.0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,1.0,199207.0,,NY,rtf05CO,,A33,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.9152,36061.0,5602.0,5600.0,A33,C,PC,O,AR,A,IN,,A33,A,511100.0,9.0
11704,133670200,200512,2005,0,0,0,0,0,0,0,0,96208,96208,96208,62641,39120,0,0,5553,39120,0,0,0,0,0,0,0,0,0,0,0,96208,0,0,,96208,96208,0,0,0,0,0,0,0,33567,0,5850,630,0,0,0,0,5553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,1.0,29490098037276.0,2005,N,10018-4307,10018.0,12,0.0,0.0,0.0,545 8TH AVENUE 12FL,0.0,0.0,NEW YORK,1.0,,0.0,13.0,0.0,10.0,0.0,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,0.0,199211.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.10840999999999999,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,90.0
11733,133698552,200512,2005,0,0,0,0,3440000,0,0,0,3440000,3440000,3440000,3440000,40001000,0,0,40001000,40001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3440000,3440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40001000,0,0,0,0,0,0,0,3440000,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,912.0,1.0,29490197000006.0,2005,N,10167-0002,10167.0,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,QUEENRHIS FUNDING COMPANY,1.0,199304.0,,NY,rtf05CO,,A60,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.53966,36061.0,5602.0,5600.0,A60,C,PC,O,AR,A,IN,,A60,A,711100.0,90.0
11743,133707773,200512,2005,0,15278,0,0,130,0,5316,1254,39884,34568,55162,24453,28817,0,0,23283,29984,0,1167,0,0,0,0,0,0,0,0,19859,0,13325,0,,29987,29987,0,0,0,0,0,33184,6570,5534,0,6120,0,0,0,0,0,23283,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0,298.0,1.0,29490203058146.0,2005,N,10040-3937,10040.0,12,298.0,0.0,0.0,802 W 190TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK FLYERS INCORPORATED,1.0,199404.0,,NY,rtf05CO,,A33,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.09485,36061.0,5602.0,5600.0,A33,C,PC,O,AR,A,IN,,A33,A,511100.0,90.0
11753,133718893,200512,2005,0,51207,0,0,0,0,0,0,7400,7400,58607,57662,12169,0,0,11224,12169,0,0,0,0,0,0,0,0,0,0,0,7400,0,0,,58607,58607,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,11224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490329271396.0,2005,N,10036-3602,10036.0,12,200.0,92.0,0.0,676A 9TH AVE,3.0,0.0,NEW YORK,1.0,CURTIS ASSOCIATES INC,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF AUTHORS REPRESENTATI VES,1.0,199407.0,,NY,rtf05CO,,A70,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.66603,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,IN,,A70,A,710000.0,90.0
11797,133761506,200512,2005,0,66000,0,0,2746,0,0,0,84746,84746,150746,51134,194477,0,0,212776,194477,0,0,194477,0,0,0,0,0,0,0,117911,0,-35911,0,,32835,32835,0,0,0,0,0,82000,0,-18299,0,0,0,0,0,0,0,212776,0,0,0,0,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,212776,207.0,1.0,29490224151266.0,2005,N,10033-0595,10033.0,12,207.0,0.0,0.0,PO BOX 757,3.0,0.0,NEW YORK,1.0,JEROME HERSHMAN,2.0,13.0,0.0,10.0,0.0,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,1.0,199510.0,,NY,rtf05CO,,A68,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.63546,36061.0,5602.0,5600.0,A68,C,PC,O,AR,A,IN,,A68,A,711130.0,90.0
11811,133772271,200608,2005,60070,34502,0,0,0,0,0,0,0,0,94572,85873,103517,0,0,94818,103517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94572,94572,0,0,0,0,0,0,0,8699,0,0,0,0,0,0,0,94818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,205.0,1.0,29490329272276.0,2006,N,10001-6763,10001.0,8,205.0,0.0,0.0,322 8TH AVE FL 21,3.0,0.0,NEWYORK,1.0,BARRY GROVE,2.0,13.0,0.0,10.0,0.0,LEAGUE OF OFF-BROADWAY THEATRES AND PRODUCERS INC,1.0,199502.0,,NY,rtf05CO,,A65,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.16107,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,IN,,A65,A,711110.0,90.0
11820,133780898,200507,2004,0,97522,0,0,0,0,0,0,0,0,97522,74215,266344,12248,0,243037,266344,0,0,266344,0,0,0,0,0,0,0,0,0,0,0,,97522,97522,0,0,0,0,0,0,0,23307,0,0,0,0,0,0,0,243037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,243037,261.0,1.0,29490084160146.0,2005,N,10003-1211,10003.0,7,261.0,0.0,0.0,890 BROADWAY FL 3,3.0,0.0,NEW YORK,1.0,LEONARD LIEBOWITZ,2.0,13.0,0.0,10.0,0.0,INDEPENDENT ARTISTS OF AMERICA,5.0,199601.0,,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.23035,36061.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,A99,A,710000.0,90.0
11821,133781444,200412,2004,0,0,0,0,2693,0,0,0,6858262,6858262,6858262,3813416,26045403,0,0,31411812,46344960,20786936,20299557,0,0,0,0,0,0,0,0,0,6855569,0,0,,6858262,6858262,0,0,0,0,0,0,0,3044846,12375681,0,0,0,0,19767446,20089936,10624876,0,0,0,0,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0.0,-13494079,912.0,1.0,29490008014196.0,2004,N,10163-5005,10163.0,12,912.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,WALNUT CREEK PROPERTIES INC,1.0,199412.0,,NY,rtf05CO,,A23,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.76474,36061.0,5602.0,5600.0,A23,C,PC,O,AR,A,IN,,A23,A,710000.0,90.0
11827,133788051,200412,2004,0,0,0,0,987696,0,0,0,987696,987696,987696,987696,0,0,0,21967179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,987696,987696,0,0,0,0,0,0,0,0,-21967179,0,0,0,0,0,0,21967179,0,0,0,0,0,0,0,987696,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,912.0,1.0,29490267175035.0,2004,N,10036-5001,10036.0,12,912.0,0.0,0.0,552 5TH AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,ROLLING CITY FUNDING COMPANY,1.0,199501.0,,NY,rtf05CO,,A60,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.1369,36061.0,5602.0,5600.0,A60,C,PC,O,AR,A,IN,,W20,W,813410.0,90.0
11843,133801078,200412,2004,0,0,0,0,1279292,0,0,0,1279292,1279292,1279292,1279292,0,0,0,7500438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1279292,1279292,0,0,0,0,0,0,0,0,-7500438,0,0,0,0,0,0,7500438,0,0,0,0,0,0,0,1279292,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,912.0,1.0,29490267175055.0,2004,N,10036-7601,10036.0,12,912.0,0.0,0.0,522 5TH AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,MOONLITE FUNDING COMPANY,1.0,199502.0,,NY,rtf05CO,,A60,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.0833,36061.0,5602.0,5600.0,A60,C,PC,O,AR,A,IN,,A60,A,711100.0,90.0
11868,133835380,200512,2005,0,2529,0,0,157,0,0,0,54180,54180,56709,7028,36629,0,0,37261,36629,130,0,0,0,0,0,0,0,0,0,50183,0,3840,0,,6526,6526,0,0,0,0,0,54023,0,-502,0,0,0,0,0,0,0,37131,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,4.0,9.0,0,908.0,1.0,29409259131236.0,2005,N,10010-7176,10010.0,12,908.0,0.0,0.0,915 BROADWAY STE 1400,3.0,0.0,NEW YORK,3.0,JADE ASSOCIATES,2.0,13.0,0.0,10.0,0.0,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,1.0,199512.0,,NY,rtf05CO,,A23,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.57552,36061.0,5602.0,5600.0,A23,C,PC,O,AR,A,IN,,A23,A,710000.0,9.0
11885,133853865,200512,2005,129930,0,0,0,0,0,0,0,0,0,129930,107604,50089,0,600,28363,50089,600,0,0,0,0,0,0,0,0,0,0,0,0,0,,129930,129930,0,0,0,0,0,0,0,22326,0,0,0,0,0,0,0,27763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,27763,179.0,1.0,29490140006016.0,2005,N,11355-3865,11355.0,12,179.0,0.0,0.0,136 30 MAPLE ST,3.0,0.0,FLUSHING,1.0,,2.0,11.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,1.0,199802.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.80109,36081.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,90.0
11914,133873175,200412,2004,0,20756,0,0,0,0,0,0,19844,19844,40600,31852,19576,0,0,10828,19395,0,0,0,0,0,0,0,0,0,0,0,19844,0,0,,40600,40600,0,0,0,0,0,0,0,8748,0,0,0,0,0,0,0,10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0,408.0,1.0,29490365293295.0,2004,N,10163-3165,10163.0,12,408.0,0.0,0.0,PO BOX 3165,3.0,0.0,NEW YORK,1.0,SHALLINI BAJAJ,2.0,13.0,0.0,10.0,0.0,NETWORK OF INDIAN PROFESSIONALS INC,1.0,199608.0,,NY,rtf05CO,,A23,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.91479,36061.0,5602.0,5600.0,A23,B,PC,O,AR,A,IN,,A23,A,710000.0,90.0
11918,133877958,200512,2005,0,256035,0,0,90752,0,0,0,90939,90939,346974,357941,1328013,111614,0,1556024,1505705,217390,177692,1328013,0,0,0,0,0,0,0,0,0,0,187,,346974,346974,0,0,0,0,0,0,0,-10967,346,19697,8517,0,0,0,0,1338634,0,0,0,0,143,0,0,90609,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,1338634,263.0,1.0,29490252110106.0,2005,N,10011-0000,10011.0,12,263.0,264.0,279.0,51-23M NEW YORK,9.0,0.0,NEW YORK,3.0,JOSEPH GURRIERI,2.0,13.0,0.0,10.0,488.0,GRAPHIC COMMUNICATIONS INTERNATIONAL UNION,5.0,194110.0,51-23M NEW YORK,NY,rtf05CO,,A30,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.46052,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,IN,,J40,J,813930.0,90.0
11933,133893891,200512,2005,0,0,0,0,9453152,0,0,0,9453152,9453152,9453152,9453152,81044053,0,0,83699337,81044053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9453152,9453152,0,0,0,0,0,0,0,0,-2655284,0,0,0,0,0,0,83699337,0,0,0,0,0,0,0,9453152,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,912.0,1.0,29490197000076.0,2005,N,10167-0002,10167.0,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,SIXTH AVENUE ML COMPANY INC,1.0,199611.0,,NY,rtf05CO,,A60,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.53394,36061.0,5602.0,5600.0,A60,C,PC,O,AR,A,IN,,A60,A,711100.0,90.0
11965,133918457,200412,2004,0,81890,0,0,0,0,0,0,35772,35772,117662,120044,6192,14360,0,8574,6192,0,0,0,0,0,0,0,0,0,0,0,35772,0,0,,117662,117662,0,0,0,0,0,0,0,-2382,0,0,0,0,0,0,0,8574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,1.0,29490211223235.0,2004,N,10014-2980,10014.0,12,0.0,0.0,0.0,332 BLEECKER ST PMB 16,3.0,0.0,NEW YORK,1.0,OUT PROFESSIONALS,2.0,13.0,0.0,10.0,0.0,NEW YORK ADVERTISING & COMMUNICATIONS NETWORK,1.0,200009.0,NYACN,NY,rtf05CO,,A30,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.22334,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,IN,,N50,N,713990.0,90.0
12008,133975917,200412,2004,0,0,0,0,5156,0,0,0,4803277,4803277,4803277,0,24198835,0,0,24961626,24475889,232656,277054,-3817165,0,0,0,0,0,0,3257457,0,0,0,0,,1545820,1545820,1540664,0,0,0,0,0,0,1545820,-2075955,0,0,0,0,0,0,24728970,0,0,0,0,5156,0,4798121,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0.0,-3287030,912.0,1.0,29490345163365.0,2004,N,10020-1104,10020.0,12,912.0,0.0,0.0,1251 AVE OF THE AMERICAS 35TH FLR,3.0,0.0,NEW YORK,1.0,SENTINEL REALTY ADVISORS CORP,2.0,13.0,0.0,10.0,0.0,CRYSTAL CREEK INVESTMENT GROUP INC,1.0,199809.0,,NY,rtf05CO,,A23,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.92476,36061.0,5602.0,5600.0,A23,C,PC,O,AR,A,IN,,A23,A,710000.0,90.0
12035,134003017,200412,2004,139526,0,0,0,0,0,0,0,0,0,139526,157158,3724,46350,0,21840,4266,484,542,3724,0,0,0,0,0,0,0,0,0,0,0,,139526,139526,0,0,0,0,0,0,0,-17632,0,28350,7169,0,0,0,0,21356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,21356,0.0,1.0,29490281198275.0,2004,N,10028-0104,10028.0,12,0.0,0.0,0.0,1014 5TH AVE FL 4,3.0,0.0,NUMBER STREET SUITE OR,2.0,,2.0,13.0,0.0,10.0,0.0,GERMAN BOOK OFFICE-NEW YORK INC,1.0,199910.0,,NY,rtf05CO,,A33,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.08696,36061.0,5602.0,5600.0,A33,B,PC,O,AR,A,IN,,A33,A,511100.0,90.0
12039,134005504,200512,2005,0,0,0,0,5049661,0,0,0,5049661,5049661,5049661,5049661,54415070,0,0,55340242,54415070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5049661,5049661,0,0,0,0,0,0,0,0,-925172,0,0,0,0,0,0,55340242,0,0,0,0,0,0,0,5049661,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,912.0,1.0,29490197000206.0,2005,N,10167-0002,10167.0,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,RIDGEWAY FUNDING COMPANY INC,1.0,199812.0,,NY,rtf05CO,,A60,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.64103,36061.0,5602.0,5600.0,A60,C,PC,O,AR,A,IN,,A60,A,711100.0,90.0
12063,134017838,200412,2004,0,32125,0,0,0,0,0,0,0,0,32125,35138,237,0,0,3250,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32125,32125,0,0,0,0,0,0,0,-3013,0,0,0,0,0,0,0,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,1.0,29409351030235.0,2004,N,10011-4610,10011.0,12,0.0,0.0,0.0,3 W 18TH ST,3.0,0.0,NEW YORK,1.0,STEINBRECHER & ROSS,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF MUSIC PRODUCERS INC,1.0,200004.0,,NY,rtf05CO,,A68,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.89241,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,IN,,A68,A,711130.0,9.0
12222,134192352,200512,2005,0,0,0,0,0,0,0,0,204700,204700,204700,558997,-1019356,0,0,8103260,8023980,8768319,9043336,0,0,0,0,0,0,0,0,0,204700,0,0,,204700,204700,0,0,0,0,0,0,0,-354297,0,32410,2884,0,0,2868455,2787014,-665059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,1.0,29490315093096.0,2005,N,10036-6205,10036.0,12,0.0,0.0,0.0,501 W 42ND ST,3.0,0.0,NEW YORK,1.0,LOCAL UNION 580,2.0,13.0,0.0,10.0,0.0,ARCHITECTURAL IRON REALTY CORP,1.0,200203.0,,NY,rtf05CO,,A40,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.5663699999999999,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,IN,,A40,A,710000.0,90.0
12251,134218359,200512,2005,63210,23195,0,0,210,0,0,0,210,210,86615,89211,112155,29280,0,114807,112155,56,0,112155,0,0,0,0,0,0,0,0,0,0,0,,86615,86615,0,0,0,0,0,0,0,-2596,0,0,2375,0,0,0,0,114751,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,114751,0.0,1.0,29490343350006.0,2005,N,10028-0957,10028.0,12,0.0,0.0,0.0,45 E 85TH ST,3.0,0.0,NEW YORK,2.0,THE METROPOLITAN MUSEUM OF ART,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM CURATORS,1.0,200301.0,,NY,rtf05CO,,A50,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.9439799999999999,36061.0,5602.0,5600.0,A50,B,PC,O,AR,A,IN,,A50,A,712110.0,90.0
12322,134287988,200509,2004,0,88005,0,0,0,0,0,0,15702,15702,103707,71194,32513,0,0,0,32513,0,0,0,0,0,0,0,0,0,0,0,0,0,15702,,103707,103707,0,0,0,0,0,0,0,32513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,1.0,29490070312186.0,2005,N,10106-0001,10106.0,9,0.0,0.0,0.0,888 SEVENTH AVE 35TH FLR,3.0,0.0,NEW YORK,2.0,SPIELMAN KOENIGSBERG & PARKER LLP,2.0,13.0,0.0,10.0,0.0,INTERNATIONAL THRILLER WRITERS INC,1.0,200603.0,,NY,rtf05CO,,A70,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.8062600000000001,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,IN,,A70,A,710000.0,90.0
