,EIN,FisYr,TAXPER,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,verify,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
25070,237361022,2005,200509,200625.0,29491147105176.0,,N,Y,0.0,1.0,2004,3.0,7.0,4.0,3,60.0,3000,0,114400,0,9364,81661,4347,0,361902,579124,-217222,338904,302242,267877,6837015,0,3624454,412418,4036872,59770,6963199,0,352027,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,153477,1149,529708,267877,579124,227466,338904,227466,0,17473,163806,347850,0,6777245,6045,0,0,6000,0,3000,0,45,2910,6045,7147752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2910,0,10024.0,NEUSTADT MUSEUM OF TIFFANY ART,,2166 BROADWAY 23C,NEW YORK,NY,10024-6673,0.0,3.0,2.0,197404.0,1.0,4.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,,,A40,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.292238,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A40,A
25084,237365629,2005,200508,200607.0,29491028000086.0,,N,Y,0.0,1.0,2004,3.0,5.0,4.0,3,64.0,0,1567,17895,-2030,0,0,0,56000,17432,59965,-42533,56000,14831,0,780559,0,0,0,0,0,975153,43649,46144,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,18796,0,3965,3965,0,3965,0,0,0,678854,0,780559,148,0,0,266,0,0,0,0,118,148,936941,45996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-118,0,10001.0,WORLD GRATITUDE DAY INC,,132 W 31ST ST,NEW YORK,NY,10001-3406,0.0,3.0,1.0,197404.0,1.0,4.0,64.0,119.0,149.0,1.0,13.0,0.0,1.0,8,,,,A84,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.699896,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,Q99,Q
25085,237365710,2005,200512,200629.0,29491126055206.0,,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,119.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023.0,ION NICOLA THEATRE FOUNDATION INC,,342 W 71ST ST,NEW YORK,NY,10023-3556,0.0,3.0,2.0,197405.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A65,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.675675,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A65,A
25127,237381454,2005,200509,200619.0,29491112049086.0,,N,Y,0.0,1.0,2004,3.0,1.0,1.0,3,90.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10108.0,PHILHARMONIA EREDE INC,,BOX 346,NEW YORK,NY,10108-0346,0.0,3.0,2.0,197411.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,,,A69,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.918364,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A69,A
25197,237412320,2005,200512,200634.0,29491154067206.0,,N,Y,0.0,1.0,2005,3.0,2.0,1.0,3,994.0,0,86,0,0,0,0,0,1860,86,2257,-2171,1860,86,86,20137,0,0,0,0,0,20137,0,1075,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,86,86,397,0,0,0,0,20137,0,0,0,20137,2,0,0,0,0,0,0,0,0,2,21829,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10019.0,FLARE FOUNDATION FOR THE ARTS INC,,200 CENTRAL PARK S,NEW YORK,NY,10019-1436,0.0,3.0,2.0,197411.0,1.0,4.0,994.0,119.0,64.0,1.0,13.0,0.0,1.0,12,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.674894,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
25371,237443020,2005,200512,200650.0,29491329137076.0,,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,602.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,0,0,0,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3328,0,10023.0,ABC BROADCASTING FOUNDATION INC,,77 W 66TH ST 6TH FL,NEW YORK,NY,10023-6201,0.0,3.0,1.0,197504.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A30,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.833239,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A30,A
27436,300021188,2005,200512,200651.0,29491336225226.0,A12,N,Y,0.0,1.0,2005,3.0,4.0,3.0,3,0.0,26288,0,3178,0,0,0,0,21918,29466,25671,3795,21918,3178,0,119253,0,89540,0,89540,0,120614,0,5853,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3178,0,3753,0,0,0,0,29713,0,0,0,119253,32,0,0,0,0,0,0,0,0,32,118848,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,10011.0,JOEL FAN FOUNDATION,JOEL FAN,200 W 15TH ST,NEW YORK,NY,10011-6539,0.0,3.0,1.0,200305.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.7607619999999999,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
29049,311599286,2005,200510,200607.0,29491014037046.0,A51,N,Y,0.0,1.0,2004,2.0,5.0,1.0,3,998.0,0,1,0,0,0,0,0,0,1,10301,-10300,10301,1,1,825562,0,0,0,0,9000,825562,0,4,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,1,10301,0,10301,0,0,562,0,0,0,816562,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,0,1,10301,9332,65701,104786,190120,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013.0,SASSON SOFFER FOUNDATION INC,SASSON SOFFER,78 GRAND ST,NEW YORK,NY,10013-2255,0.0,3.0,1.0,199903.0,1.0,3.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,10,,,,A51,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.9140780000000001,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A51,A
29247,311631167,2005,200512,200641.0,29491259069016.0,A25,N,Y,0.0,1.0,2005,3.0,5.0,2.0,3,0.0,0,272,0,11000,0,0,0,27000,11272,38193,-26921,27100,272,0,612166,0,0,0,0,0,612166,0,2002,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,272,0,11193,0,100,0,0,6427,0,0,0,612166,3,0,0,0,0,0,0,0,0,3,40640,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10012.0,REUBEN KADISH ART FOUNDATION,,PO BOX 618,NEW YORK,NY,10012-0012,0.0,3.0,2.0,199902.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,M,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.569337,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
29379,311666637,2005,200512,200619.0,29491112100056.0,A51,N,Y,0.0,20.0,2005,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,JADE ART FOUNDATION,MORRIS N& MCVEIGH LLP,767 THRID AVE,NEW YORK,NY,10017-0000,0.0,3.0,1.0,199911.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.423778,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
29514,311693404,2005,200508,200617.0,29491007095006.0,A20,N,Y,0.0,1.0,2004,2.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018.0,PIECE BY PIECE PRODUCTIONS INC,HOLTZ RUBENSTEIN REMINICK LLP,1430 BROADWAY 17TH FL,NEW YORK,NY,10018-3355,0.0,3.0,1.0,200006.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,8,,,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.380748,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A20,A
29670,311735171,2005,200506,200623.0,29491021007056.0,A60,N,Y,0.0,1.0,2004,3.0,4.0,1.0,3,0.0,7000,1099,0,0,0,0,0,17100,8099,18748,-10649,18748,1099,0,175342,0,0,0,0,0,175342,0,8679,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1099,0,1648,0,1648,0,0,0,0,0,0,175342,11,0,0,38,0,0,0,0,27,11,176232,8668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,0,10022.0,INSTITUTE FOR ACOUSTICS FOR THE PERFORMING ARTS,HERMAN KRAWITZ,333 E 57TH ST STE 4D,NEW YORK,NY,10022-2950,0.0,3.0,2.0,200102.0,1.0,15.0,0.0,0.0,0.0,1.0,13.0,200506.0,10.0,6,,,,A60,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.657288,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A60,A
29933,311811031,2005,200504,200608.0,29491323007125.0,A20,N,Y,0.0,1.0,2004,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,THE GABARRON FOUNDATION INC,THE CARRIAGE HOUSE,149 E 38TH ST,NEW YORK,NY,10016-2604,0.0,3.0,2.0,200205.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,4,,,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.457262,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A20,A
29942,311813545,2005,200512,200638.0,29491252005146.0,T22,N,Y,0.0,1.0,2005,3.0,5.0,6.0,3,0.0,970303,931,20577,21113,0,0,0,22500,1012924,104607,908317,49859,0,0,955171,0,0,0,0,0,995571,0,46140,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,42621,21603,82107,54748,27359,54748,54748,0,0,0,0,955171,0,0,0,0,0,0,0,0,0,0,936857,46140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10282.0,BEVERLY WILLIS ARCHITECTURE FOUNDATION INC,BEVERLY WILLIS,20 RIVER TER APT 7 M,NEW YORK,NY,10282-1208,0.0,3.0,1.0,200202.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.9903280000000001,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A40,A
29949,311815304,2005,200511,200610.0,29491042039186.0,A65,N,Y,0.0,1.0,2004,3.0,1.0,1.0,3,0.0,1000,0,0,0,0,0,0,0,1000,0,1000,0,0,0,1000,0,0,0,0,0,1000,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024.0,THE CONSTANT THEATER FOUNDATION INC,ROBERT CAMP,365 WEST END AVE SUITE 7 C,NEW YORK,NY,10024-6560,0.0,3.0,1.0,200207.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,11,,,,A12,65.0,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.9184399999999999,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A1265,A
38594,382415253,2005,200512,200644.0,29491280028076.0,,N,Y,0.0,1.0,2005,2.0,4.0,3.0,3,90.0,0,18178,304,-84,0,0,0,43000,18398,63719,-45321,60212,14982,0,369297,215333,0,112840,328173,0,371634,0,19691,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,18482,0,20719,3500,17212,3500,0,20902,0,0,0,369297,0,0,0,0,0,0,0,0,0,0,399814,19691,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013.0,CENTER FOR ALTERNATIVE MEDIA AND CULTURE,C R M MANAGEMENT,PO BOX 778,NEW YORK,NY,10013-0778,0.0,3.0,1.0,198303.0,1.0,2.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A30,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.135163,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A30,A
47189,510201123,2005,200510,200642.0,29491273022156.0,,N,Y,0.0,1.0,2004,3.0,6.0,5.0,3,119.0,0,0,42564,36909,0,1875,0,5000,81348,113604,-32256,78776,46267,0,1639468,220500,1098294,26552,1345346,16000,1639468,0,87132,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,79473,0,108604,33206,73776,33206,0,0,0,0,0,1623468,925,0,0,5514,0,0,0,0,4589,925,1769170,88082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4589,0,10004.0,HEATHCOTE ART FOUNDATION INC,CONDON O MEARA MCGINTY & DONNELLY,3 NEW YORK PLAZA,NEW YORK,NY,10004-2442,0.0,3.0,1.0,196701.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,10,,,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.565738,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A12,A
47251,510243710,2005,200512,200650.0,29491322044056.0,A31,N,Y,0.0,1.0,2005,3.0,1.0,2.0,3,88.0,17350,0,0,0,0,0,0,0,17350,927,16423,927,0,0,282,0,0,0,0,0,282,0,19,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,927,0,927,0,0,282,0,0,0,282,0,0,0,0,0,0,0,0,0,0,385,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10014.0,REALIZATIONS PRODUCTIONS INC,PORTZ,338 W 11TH ST APT 5D,NEW YORK,NY,10014-2377,0.0,3.0,2.0,197504.0,1.0,4.0,88.0,90.0,0.0,1.0,13.0,0.0,1.0,12,,,,A31,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.34175,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A31,A
47269,510254205,2005,200512,200641.0,29491259116086.0,,N,Y,0.0,1.0,2005,3.0,3.0,4.0,3,602.0,109105,2418,0,0,0,48,0,374000,111571,393333,-281762,0,2418,0,93907,0,0,0,0,0,93907,0,12585,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2418,0,0,0,0,0,0,0,0,0,0,93907,0,0,0,0,0,0,0,0,0,0,255542,12585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021.0,THE MUSEUM OF SCOTLAND AND HERITAGE TRUST FOUNDATION,SLOANE & HINSHAW INC,67A 77 ST,NEW YORK,NY,10021-1813,0.0,3.0,1.0,198012.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A50,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.1689,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A50,A
47445,510486845,2005,200512,200613.0,29491070018126.0,A33,N,Y,0.0,1.0,2005,2.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11214.0,ASSOCIATION OF YOUNG JOURNALISTS INC,VALENTIN SAZHIN,7603 NEW UTRECHT AVE,BROOKLYN,NY,11214-1021,0.0,3.0,1.0,200405.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,,,A33,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.288011,36047.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A33,A
49030,522262698,2005,200510,200644.0,29491273071036.0,A20,N,Y,0.0,1.0,2004,2.0,1.0,1.0,3,0.0,3000,738,0,0,0,0,15000,0,3738,346423,-342685,346423,738,738,430,0,0,0,0,0,430,0,11945,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,738,738,346423,0,346423,0,0,0,0,0,0,430,15,0,0,0,0,0,0,0,0,15,242531,0,738,0,0,0,738,346423,0,0,0,346423,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10014.0,INSTITUTE FOR CULTURAL ENTERPRISE INC,MECCAD,302 A W 12TH ST 120,NEW YORK,NY,10014-0000,0.0,3.0,1.0,200304.0,1.0,15.0,0.0,0.0,0.0,1.0,13.0,200410.0,10.0,10,,,,A23,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.101811,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A23,A
49695,527059395,2006,200606,200650.0,29491329163246.0,T22,N,Y,0.0,1.0,2005,3.0,6.0,6.0,3,0.0,0,4081,45044,259793,0,72289,0,206500,381207,239631,141576,208129,354199,0,3195420,0,1821524,0,1821524,0,3739041,0,186716,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,0,0,381207,0,33131,27008,1629,27008,0,0,0,1104836,0,3195420,3542,0,0,6000,0,0,0,0,2458,3542,3791185,183174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2458,0,10128.0,INDIAN POINT FOUNDATION,CLEMENT C MOORE II,1095 PARK AVE,NEW YORK,NY,10128-1154,0.0,3.0,1.0,200008.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,6,MOORE CLEMENT C II TTEE,,,A23,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.320103,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,T22,T
51271,550841750,2005,200512,200617.0,29491098058026.0,A40,N,Y,0.0,1.0,2005,3.0,3.0,2.0,3,0.0,20100,308,0,0,0,0,0,5000,20408,5360,15048,5315,265,0,27935,0,0,0,0,0,27935,0,806,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,308,0,360,43,315,43,0,27935,0,0,0,27935,5,0,0,0,0,0,0,0,0,5,16361,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10010.0,BRIGITTE AND WILLIAM CROVELLO FOUNDATION INC,BRIGITTE CROVELLO,29 E 22ND ST,NEW YORK,NY,10010-5303,0.0,3.0,1.0,200402.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,M,,A40,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.9676819999999999,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A40,A
53036,576215647,2005,200512,200650.0,29491329249056.0,A20,N,Y,0.0,1.0,2005,2.0,6.0,6.0,3,0.0,1178700,9399,16082,44052,0,0,80000,33100,1248233,275943,972290,260376,22166,13534,3943797,114493,350002,354872,819367,0,3955129,0,37495,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,37733,29101,242843,15567,227276,15567,15567,0,0,31578,0,3943797,222,0,0,0,0,1500,0,0,1278,222,761314,0,13534,0,0,0,13534,260376,0,0,0,260376,0,3006120,0,0,3006120,0,3006120,0,0,3006120,24997,0,0,0,24997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1278,0,10020.0,EMILIO SANCHEZ FOUNDATION,,10 ROCKEFELLER PLAZA STE 919,NEW YORK,NY,10020-1903,0.0,3.0,2.0,200504.0,1.0,3.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12,STAPPER ERIC TTEE,M,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.128104,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A20,A
62399,742798673,2005,200506,200626.0,29491161364136.0,A20Z,N,Y,0.0,1.0,2004,2.0,9.0,6.0,3,60.0,131125,1415,0,3825000,0,128097,0,0,4085637,913285,3172352,840230,415,0,211848305,0,0,0,0,48700,211848305,0,118641,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,1415,129512,913285,1000,840230,1000,134455,0,0,0,0,211799605,8,0,0,0,0,0,0,0,0,8,2408959,0,0,19402,0,0,19402,912485,573004,391995,129710,2007194,211848305,202134049,61775387,61696350,537454091,208336420,201574355,61402527,61449634,532762936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10017.0,JUDD FOUNDATION,LUTZ AND CARR CPAS LLP,300 E 42ND ST 8TH FLR,NEW YORK,NY,10017-5947,0.0,3.0,2.0,199702.0,1.0,3.0,60.0,91.0,0.0,1.0,13.0,0.0,1.0,6,,M,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.256738,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A20,A
