,EIN,styear,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,NTEE1,NTEE4,nteecc,RandNum,zipnew,ZIP5,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
67886,510196872,1993,91530,0,0,0,320,0,0,0,26165,26165,117695,81201,19763,29167,0,14644,36811,24599,17048,0,0,0,0,0,0,0,0,0,0,0,0,6816,0,19029,0,,110879,A68Z,,HORIZON CONCERTS INC,,420 LEXINGTON AVE STE 300,NEW YORK,NY,10170-0050,0.0,3.0,3.0,2000.0,197608.0,1.0,,1.0,13.0,0.0,10.0,6.0,,90.0,994.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,1.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A68,A,A68Z,A68,0.40897,10170.0,10170.0,5600.0,36061.0,,AR,1994,A68,199406,NY,10170.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
67887,131832391,1994,37770,23250,0,0,15956,0,0,0,112746,112746,173766,156966,714685,0,0,713892,737360,16007,22675,16800,0,0,0,0,0,0,0,0,0,0,0,0,56810,0,0,,173766,A23Z,A76Z,UKRAINIAN INSTITUTE OF AMERICA INC,,2 E 79TH ST,NEW YORK,NY,10021-0106,0.0,3.0,3.0,1200.0,195404.0,1.0,,1.0,13.0,0.0,10.0,9.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,2.0,2.0,2.0,1,1.0,1,4.0,1,36061,5602.0,16.0,A,A23,A,A23Z,A23,0.162216,10021.0,10021.0,5600.0,36061.0,,AR,1995,A23,199509,NY,10021.0,NEW YORK,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
67891,133468487,1994,3117,13399,0,0,94,0,0,0,68271,68271,84787,81259,19820,0,0,15876,19820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68176,0,0,,84787,A24Z,A68Z,COUNTRY DANCE & SONG SOCIETY INC,HEATHER WOOD,817 BROADWAY 6TH FLR,NEW YORK,NY,10003-4709,9228.0,3.0,9.0,1000.0,199305.0,1.0,,5.0,13.0,0.0,10.0,5.0,FOLK MUSIC SOCIETY OF NY INC,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A24,A,A24Z,A24,0.7899079999999999,10003.0,10003.0,5600.0,36061.0,,AR,1995,A24,199505,NY,10003.0,NEW YORK,A24,,,,A,AR,AR,PC,O,AR,A,IN,,A24,A
67896,133259880,1995,3948,0,0,0,0,0,1400,-1400,58058,56658,62006,64236,8855,0,0,24035,20055,11590,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,58058,0,0,,60606,A33Z,,CINEASTE PUBLISHING,,200 PARK AVENUE SOUTH - 1,NEW YORK,NY,10003-1503,0.0,3.0,3.0,2000.0,199303.0,1.0,,1.0,13.0,0.0,10.0,12.0,,120.0,92.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A33,A,A33Z,A33,0.735102,10003.0,10003.0,5600.0,36061.0,,AR,1995,A33,199512,NY,10003.0,NEW YORK,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
68204,112803648,1995,29445,3150,0,0,1064,0,0,0,75208,75208,107803,64687,115830,0,0,73693,116829,979,999,0,0,0,0,0,0,0,0,0,0,0,0,0,70764,0,3380,,107803,A60Z,,CHINESE CULTURE ASSOCIATION OF LONG ISLAND INC,% MS GRACE LEE,136 21 ROOSEVELT AVE,FLUSHING,NY,11354-5507,0.0,3.0,3.0,1000.0,199203.0,1.0,,1.0,11.0,0.0,10.0,5.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,1.0,2.0,1,1.0,1,6.0,1,36081,5602.0,15.0,A,A60,A,A60Z,A60,0.0967085,11354.0,11354.0,5600.0,36081.0,,AR,1996,A23,199605,NY,11354.0,FLUSHING,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
68205,113174234,1994,28675,0,0,0,461,0,0,0,461,461,29136,16080,12851,0,0,0,12851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,-205,0,,28931,A99Z,,FOUNDATION FOR THE ADVANCEMENT OF ARTS AND SCIENCES FROM INDIA INC,% RAVI S KULKARNI,150 56 MELBOURNE AVE,FLUSHING,NY,11367-1439,0.0,3.0,3.0,1000.0,199310.0,1.0,,1.0,11.0,199712.0,10.0,12.0,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36081,5602.0,15.0,A,A99,A,A99Z,A99,0.454193,11367.0,11367.0,5600.0,36081.0,,AR,1994,A99,199412,NY,11367.0,FLUSHING,A01,23,,,A,AR,AR,PC,O,AR,A,IN,,A0123,A
68208,113218998,1994,148364,0,0,0,82,0,0,0,514110,514110,662474,360447,291551,12906,0,0,340148,0,48597,0,0,0,0,0,0,0,0,0,0,0,0,95213,0,31118,387697,,567261,A33Z,,PEACE TIMES WEEKLY INC,,145 27 33RD AVE,FLUSHING,NY,11354-3145,0.0,3.0,3.0,1000.0,199505.0,1.0,,1.0,11.0,199905.0,10.0,5.0,,995.0,8.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,2.0,3.0,1,1.0,0,1.0,0,36081,5602.0,16.0,A,A33,A,A33Z,A33,0.765572,11354.0,11354.0,5600.0,36081.0,,AR,1995,A33,199505,NY,11354.0,FLUSHING,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
68213,112644177,1994,38873,0,0,0,408,0,0,0,71151,71151,110024,114559,-9630,0,0,3820,2765,9037,12395,0,0,0,0,0,0,0,0,0,0,0,0,0,66423,4320,0,,110024,A60Z,,GOLIARD CONCERTS INC,,21 65 41ST ST,ASTORIA,NY,11105-1708,0.0,3.0,3.0,1000.0,198801.0,1.0,,1.0,11.0,0.0,10.0,6.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,0.0,1,6.0,1,36081,5602.0,15.0,A,A60,A,A60Z,A60,0.8413639999999999,11105.0,11105.0,5600.0,36081.0,,AR,1995,A68,199506,NY,11105.0,ASTORIA,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
68218,112468882,1995,39562,0,0,0,0,624,0,0,16520,16520,56082,56493,195,0,0,606,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16520,0,0,,56082,A65Z,,GREEK CULTURAL CENTER INC,,27 18 HOYT AVE S,ASTORIA,NY,11102-1960,0.0,3.0,3.0,2000.0,198109.0,1.0,,1.0,11.0,0.0,10.0,6.0,,88.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36081,5602.0,15.0,A,A65,A,A65Z,A65,0.9777239999999999,11102.0,11102.0,5600.0,36081.0,,AR,1996,A23,199606,NY,11102.0,ASTORIA,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
68224,112997255,1995,40281,0,0,0,0,0,0,0,2002,2002,42283,32750,12735,0,0,5725,12735,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2996,0,-994,0,,39287,A20Z,,LATIN AMERICAN CULTURAL CENTER OF QUEENS INC,,120 55 QUEENS BLVD RM 333,KEW GARDENS,NY,11424-1015,0.0,3.0,3.0,2000.0,199003.0,1.0,,1.0,11.0,0.0,10.0,12.0,,90.0,994.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,0,1.0,0,36081,5602.0,15.0,A,A20,A,A20Z,A20,0.196236,11424.0,11424.0,5600.0,36081.0,,AR,1995,A23,199512,NY,11424.0,KEW GARDENS,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
68225,113229391,1994,150266,0,0,0,0,0,0,0,0,0,150266,148381,2272,0,0,13637,22939,13250,20666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,150266,A34Z,,KOREAN AMERICAN CULTURE FOUNDATION INC,,42 22 27TH ST,LONG ISLAND CITY,NY,11101-4192,0.0,3.0,3.0,1000.0,199506.0,1.0,,1.0,11.0,0.0,10.0,9.0,,121.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36081,5602.0,15.0,A,A34,A,A34Z,A34,0.9087149999999999,11101.0,11101.0,5600.0,36081.0,,AR,1995,A34,199509,NY,11101.0,LONG ISLAND CITY,A34,,,,A,AR,AR,PC,O,AR,A,IN,,A34,A
68243,112468118,1995,4615,10450,0,0,1054,0,0,0,69307,69307,84372,46886,35159,0,0,34596,35159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36923,0,31330,0,,47449,C32Z,A26Z,ARTS PROJECT OF CHERRY GROVE INC,% ZOCCANO,73 37 AUSTIN ST,FOREST HILLS,NY,11375-6258,0.0,3.0,3.0,2000.0,198101.0,1.0,,1.0,11.0,0.0,10.0,12.0,,88.0,0.0,0.0,B9710,,,IN,O,EN,C,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36081,5602.0,16.0,C,C32,C,C32Z,C32,0.48857799999999996,11375.0,11375.0,5600.0,36081.0,,EN,1995,C32,199512,NY,11375.0,FOREST HILLS,A20,,,,C,EN,OT,PC,O,EN,C,IN,,A20,A
68246,112625764,1995,4788,0,0,0,49,0,0,0,32809,32809,37597,18378,78151,0,0,248205,241625,166673,163474,0,0,0,0,0,0,0,0,0,0,0,20004,2596,0,9879,0,,14997,A99Z,,THE SUNNYSIDE FOUNDATION INC,,45 18 SKILLMAN AVE,LONG ISLAND CITY,NY,11104-2117,0.0,3.0,3.0,1000.0,198303.0,1.0,,1.0,11.0,0.0,10.0,12.0,,62.0,297.0,352.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,1,1.0,1,4.0,1,36081,5602.0,15.0,A,A99,A,A99Z,A99,0.718043,11104.0,11104.0,5600.0,36081.0,,AR,1995,A99,199512,NY,11104.0,LONG ISLAND CITY,T20,,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
68248,133058009,1995,4975,0,0,0,0,0,0,0,196238,196238,201213,162741,278254,10400,0,322690,357263,82908,79011,278252,0,0,0,0,0,0,0,0,0,0,0,0,196238,0,0,,201213,A62Z,P33Z,ONCE UPON A TIME INC,% MARK AUBEL,87 61 111TH ST,RICHMOND HILL,NY,11418-2314,0.0,3.0,3.0,1000.0,198102.0,1.0,,1.0,11.0,0.0,10.0,3.0,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36081,5602.0,16.0,A,A62,A,A62Z,A62,0.48733999999999994,11418.0,11418.0,5600.0,36081.0,,AR,1996,A62,199603,NY,11418.0,RICHMOND HILL,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
68251,112393789,1995,26746,0,0,0,842,0,0,0,37927,37927,64673,60100,41022,0,0,37214,41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37085,0,0,,64673,A65Z,,GOLD MOUNTAIN INSTITUTE FOR TRADITIONAL SHADOW THEATER INC,,33 47 91ST ST,JACKSON HEIGHTS,NY,11372-1749,0.0,3.0,3.0,2000.0,197702.0,1.0,,1.0,11.0,0.0,10.0,3.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,0,1.0,0,36081,5602.0,16.0,A,A65,A,A65Z,A65,0.22992800000000002,11372.0,11372.0,5600.0,36081.0,,AR,1996,A65,199603,NY,11372.0,JACKSON HEIGHTS,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
68265,112409274,1994,26014,4093,0,0,44,5802,2318,2506,8399,6081,38506,31354,145167,5823,0,148543,151137,7057,5970,145167,0,0,0,0,0,0,0,0,0,0,0,1901,426,1204,0,,34287,A82Z,,GREATER RIDGEWOOD HISTORICAL SOCIETY INC,WALTER,54 49 63RD PL,MASPETH,NY,11378-1212,0.0,3.0,3.0,1000.0,197702.0,1.0,,1.0,11.0,0.0,10.0,6.0,,994.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,1,1.0,1,3.0,1,36081,5602.0,15.0,A,A82,A,A82Z,A82,0.207853,11378.0,11378.0,5600.0,36081.0,,AR,1995,A82,199506,NY,11378.0,MASPETH,A82,,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
68266,116049457,1994,25330,4560,0,0,544,0,0,0,24918,24918,54808,48517,32889,0,0,159012,126590,114589,93701,0,0,0,0,0,0,0,0,0,0,0,0,17825,0,6175,374,,36983,A82Z,,BAYSIDE HISTORICAL SOCIETY,PESCOW,PO BOX 133,BAYSIDE,NY,11361-0133,0.0,3.0,3.0,2000.0,196606.0,1.0,,1.0,11.0,0.0,10.0,3.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36081,5602.0,16.0,A,A82,A,A82Z,A82,0.737092,11361.0,11361.0,5600.0,36081.0,,AR,1995,A82,199503,NY,11361.0,BAYSIDE,A82,,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
68277,510135262,1993,248875,0,0,0,0,34858,0,0,76399,76399,325274,307361,68827,40176,0,71569,81273,20655,12446,0,0,0,0,0,0,0,0,0,0,0,0,0,56112,20287,0,,325274,A65Z,,BLACK SPECTRUM THEATRE COMPANY INC,,119 AVE AND MERRICK BLVD,JAMAICA,NY,11432-0000,0.0,3.0,3.0,1000.0,197707.0,1.0,,1.0,11.0,0.0,10.0,5.0,,994.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36081,5602.0,15.0,A,A65,A,A65Z,A65,0.329545,11432.0,11432.0,5600.0,36081.0,,AR,1994,A65,199405,NY,11432.0,JAMAICA,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
68278,237001471,1995,6100,1726,0,0,0,0,0,0,388812,388812,396638,381431,66374,0,0,51167,66374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368185,20627,0,,396638,A68Z,,GREATER NEW YORK CITY ICE HOCKEY LEAGUE INC HIATRIC SOCIETY,,PO BOX 560098,COLLEGE POINT,NY,11356-0098,0.0,3.0,3.0,1000.0,196812.0,1.0,,1.0,11.0,0.0,10.0,4.0,,298.0,328.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36081,5602.0,16.0,A,A68,A,A68Z,A68,0.62008,11356.0,11356.0,5600.0,36081.0,,AR,1996,A68,199604,NY,11356.0,COLLEGE POINT,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
68281,237448611,1994,242480,0,0,0,1829,41590,0,0,78265,78265,320745,325639,21012,0,0,51331,39651,21095,18639,0,0,0,0,0,0,0,0,0,0,0,0,4330,65821,5995,290,,316415,A65Z,,THALIA SPANISH THEATRE INC,,41 17 GREENPOINT AVE,SUNNYSIDE,NY,11104-3007,0.0,3.0,3.0,2000.0,197505.0,1.0,,1.0,11.0,0.0,10.0,6.0,,88.0,90.0,92.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36081,5602.0,15.0,A,A65,A,A65Z,A65,0.157634,11104.0,11104.0,5600.0,36081.0,,AR,1995,A65,199506,NY,11104.0,SUNNYSIDE,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
68287,112775942,1995,5465,0,0,0,23081,0,0,0,23081,23081,28546,17888,375551,0,0,363698,382132,0,6581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28546,A23Z,,THE ARMENIAN CENTER INC,% N ORDJANIAN,PO BOX 656705,FRESH MEADOWS,NY,11365-6705,0.0,3.0,3.0,1000.0,198605.0,1.0,,1.0,11.0,0.0,10.0,6.0,,90.0,92.0,119.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,1,1.0,1,3.0,1,36081,5602.0,15.0,A,A23,A,A23Z,A23,0.22632199999999997,11365.0,11365.0,5600.0,36081.0,,AR,1996,A23,199606,NY,11365.0,FRESH MEADOWS,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
68291,112781564,1995,17935,5500,0,0,0,0,0,0,21894,21894,45329,44259,4382,0,0,3492,4382,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21894,0,0,,45329,A60Z,,ORATORIO SOCIETY OF QUEENS INC,% HELEN HEFFLER,137 35 NORTHERN BLVD,FLUSHING,NY,11354-4120,0.0,3.0,3.0,2000.0,198604.0,1.0,,1.0,11.0,0.0,10.0,6.0,,89.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36081,5602.0,15.0,A,A60,A,A60Z,A60,0.507229,11354.0,11354.0,5600.0,36081.0,,AR,1996,A6B,199606,NY,11354.0,FLUSHING,A6B,,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
68292,116111192,1995,16685,4980,0,0,3482,0,967,2501,10709,9742,32374,26811,139449,0,0,136761,140649,1908,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,2529,0,1230,,31407,A82Z,,BOWNE HOUSE HISTORICAL SOCIETY INC,,37 01 BOWNE ST,FLUSHING,NY,11354-0000,0.0,3.0,3.0,2000.0,196804.0,1.0,,1.0,11.0,0.0,10.0,12.0,,62.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36081,5602.0,16.0,A,A82,A,A82Z,A82,0.569732,11354.0,11354.0,5600.0,36081.0,,AR,1995,A82,199512,NY,11354.0,FLUSHING,A82,,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
68309,112478709,1994,1005710,2505,0,0,655,0,0,0,286875,286875,1295090,1239750,-84675,200100,0,151441,267618,270202,352293,0,0,0,0,0,0,0,0,0,0,0,0,21256,270850,-6297,411,,1273830,A20Z,,JAMAICA CENTER FOR THE PERFORMING AND VISUAL ARTS INC,,161 04 JAMAICA AVE,JAMAICA,NY,11432-6112,0.0,3.0,3.0,1200.0,198107.0,1.0,,1.0,11.0,0.0,10.0,6.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,4.0,4.0,4.0,1,0.0,1,6.0,1,36081,5602.0,15.0,A,A20,A,A20Z,A20,0.0729819,11432.0,11432.0,5600.0,36081.0,,AR,1995,A20,199506,NY,11432.0,JAMAICA,A20,,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
68310,133668509,1995,0,0,0,0,0,0,0,0,256400,256400,256400,106911,-135752,5200,0,59413,23618,344654,159370,-135752,0,0,0,0,0,0,0,0,0,0,0,0,256400,0,0,,256400,A31Z,,MEDIA ECHOS INC,% A PLUS SERVICE INC,40 08 168TH ST,FLUSHING,NY,11358-0000,0.0,3.0,3.0,2000.0,199305.0,1.0,,1.0,11.0,199612.0,10.0,12.0,,994.0,122.0,149.0,B9702,1997.0,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,0.0,1,6.0,1,36081,5602.0,15.0,A,A31,A,A31Z,A31,0.398932,11358.0,11358.0,5600.0,36081.0,,AR,1995,A31,199512,NY,11358.0,FLUSHING,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
68312,133422981,1994,0,0,0,0,215,0,0,0,39523,39523,39523,34397,8108,0,0,18719,8108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15737,0,23571,0,,23786,Z99Z,,ROCKAWAY IRISH CULTURAL COMMITTEE INC,,108 03 ROCKAWAY BEACH DR,ROCKAWAY PARK,NY,11694-2515,0.0,3.0,3.0,1200.0,199405.0,1.0,,1.0,11.0,0.0,10.0,12.0,,602.0,64.0,90.0,B9710,,,IN,O,UN,Z,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36081,5602.0,16.0,Z,Z99,Z,Z99Z,Z99,0.681773,11694.0,11694.0,5600.0,36081.0,,UN,1994,Z99,199412,NY,11694.0,ROCKAWAY PARK,A23,,,,Z,UN,OT,PC,O,UN,Z,IN,,A23,A
68314,112688282,1995,6712,7075,0,0,70,0,268,-63,19044,18776,32831,28122,15931,0,0,12612,15931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,17528,119,0,,31441,A25Z,A20Z,JACKSON HEIGHTS ART CLUB INC,,PO BOX 720335,JACKSON HEIGHTS,NY,11372-0335,0.0,3.0,3.0,1000.0,198503.0,1.0,,1.0,11.0,0.0,10.0,5.0,,91.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36081,5602.0,16.0,A,A25,A,A25Z,A25,0.363304,11372.0,11372.0,5600.0,36081.0,,AR,1996,A25,199605,NY,11372.0,JACKSON HEIGHTS,A25,,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
68331,237016007,1995,294674,3790,0,0,242,0,3852,-2469,12594,8742,311058,245811,100085,32991,0,98411,108476,58810,8391,0,0,0,0,0,0,0,0,0,0,0,0,1886,4236,4847,0,,305320,A82Z,,QUEENS HISTORICAL SOCIETY,,143 35 37TH AVE,FLUSHING,NY,11354-5729,0.0,3.0,3.0,2000.0,196905.0,1.0,,1.0,11.0,0.0,10.0,4.0,,62.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36081,5602.0,15.0,A,A82,A,A82Z,A82,0.04269880000000001,11354.0,11354.0,5600.0,36081.0,,AR,1996,A82,199604,NY,11354.0,FLUSHING,A82,,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
68368,112931965,1994,224717,9850,0,0,1433,0,0,0,1433,1433,236000,197621,191511,0,0,155759,195211,2626,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,236000,A84Z,,FEDERATION OF HELLENIC SOCIETIES OF GREATER NEW YORK INC,,25 56 31ST ST,ASTORIA,NY,11102-1749,0.0,3.0,3.0,1000.0,199107.0,1.0,,1.0,11.0,0.0,10.0,6.0,,64.0,123.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36081,5602.0,15.0,A,A84,A,A84Z,A84,0.813051,11102.0,11102.0,5600.0,36081.0,,AR,1995,A23,199506,NY,11102.0,ASTORIA,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
68383,113224922,1994,61556,1053,0,0,120,0,0,0,45327,45327,107936,18372,66454,0,0,0,78645,0,12191,0,0,0,0,0,0,0,0,0,0,0,0,23110,0,22097,0,,84826,A82Z,,MEDIEVAL SCENARIOS AND RECREATIONS INC,,150 43 VILLAGE RD,JAMAICA,NY,11432-0000,0.0,3.0,3.0,1000.0,199504.0,1.0,,1.0,11.0,199812.0,10.0,12.0,,995.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,1.0,1.0,1,1.0,1,6.0,1,36081,5602.0,16.0,A,A82,A,A82Z,A82,0.539138,11432.0,11432.0,5600.0,36081.0,,AR,1994,A82,199412,NY,11432.0,JAMAICA,A80,,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
68385,132961275,1994,44170,3350,0,0,0,0,0,0,104492,104492,152012,123160,29187,0,0,15668,32337,14315,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104492,0,,152012,A23Z,,FEDERATION OF INDIAN ASSOCIATIONS,,32 75 STEINWAY ST,ASTORIA,NY,11103-4005,0.0,3.0,3.0,1000.0,197901.0,1.0,,1.0,11.0,0.0,10.0,2.0,,29.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36081,5602.0,16.0,A,A23,A,A23Z,A23,0.07192260000000002,11103.0,11103.0,5600.0,36081.0,,AR,1995,Q99,199502,NY,11103.0,ASTORIA,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
68392,112644226,1994,63285,0,0,0,316,0,0,0,11036,11036,74321,74321,-1131,0,0,3008,5663,4139,6794,0,0,0,0,0,0,0,0,0,0,0,0,0,10720,0,0,,74321,A20Z,,CYPRECO OF AMERICA INC,,23 50 27TH ST,LONG ISLAND CITY,NY,11105-3110,0.0,3.0,3.0,1000.0,198502.0,1.0,,1.0,11.0,0.0,10.0,8.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,0.0,1,6.0,1,36081,5602.0,15.0,A,A20,A,A20Z,A20,0.191105,11105.0,11105.0,5600.0,36081.0,,AR,1995,A65,199508,NY,11105.0,LONG ISLAND CITY,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
68394,133352849,1995,42001,0,0,0,0,0,0,0,47662,47662,89663,74211,19284,0,0,18088,19284,14398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47345,0,317,,89663,A65P,,IN COLLABORATION INCORPORATED,,28 27 STEINWAY ST,ASTORIA,NY,11103-3331,0.0,3.0,3.0,1000.0,198702.0,1.0,,1.0,11.0,199006.0,10.0,12.0,READERS THEATRE WORKSHOP,88.0,994.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36081,5602.0,15.0,A,A65,A,A65P,A65,0.24542199999999997,11103.0,11103.0,5600.0,36081.0,,AR,1995,A65,199512,NY,11103.0,ASTORIA,A19,6E,,,A,AR,AR,PC,O,AR,A,IN,,A196E,A
68395,136133333,1994,42749,0,0,0,7712,0,0,0,10529,8467,53278,41782,152525,0,0,143091,152525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51216,A23Z,B82Z,GERMANISTIC SOCIETY OF AMERICA INC,% PROF OJ ZITZELSBERGER,21 41 32ND ST,ASTORIA,NY,11105-2344,0.0,3.0,3.0,2000.0,194801.0,1.0,,5.0,11.0,0.0,10.0,10.0,,40.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,1,1.0,1,4.0,1,36081,5602.0,15.0,A,A23,A,A23Z,A23,0.935867,11105.0,11105.0,5600.0,36081.0,,AR,1995,B99,199510,NY,11105.0,ASTORIA,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
