,EIN,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,P6UNRELB,styear,ACTIVCD1,FILER,CODE990,POPCODE,REASON,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
23544,222805952,122000,0,0,0,356,0,0,0,356,356,122356,129280,805507,0,0,977126,928655,164695,123148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,1992,119,990,1,, .,JAPANESE HERITAGE FND,NEW YORK,NY,10016-3317,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.49188000000000004,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199212,122356,122356,199212,1992,NY,10016.0,NEW YORK,A23,A,12,119.0,0.0,0.0,RT 42,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9001.0,,PC,O,AR,A,IN,,A23,A,710000.0
24331,223035200,1828342,0,0,0,5857,0,0,0,5857,5857,1834199,1806556,350902,599948,0,398273,507963,75014,157061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,200,990,1,, .,NETWORK TELEVISION ASSOC,NEW YORK,NY,10019-6014,10019.0,36061.0,A32,A,,5602.0,5600.0,,,O,O,0.07109,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199312,1834199,1834199,199312,1993,NY,,NEW YORK,A32,A,12,200.0,125.0,0.0,825 SEVENTH AVE,3.0,0.0,1000.0,% PETER CHRISANTHROPOULOS,2.0,13.0,0.0,10.0,0.0,1.0,9201.0,NTA,PC,O,AR,A,IN,,A32,A,513120.0
24455,223055332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,1991,120,ZER,1,, .,UKRAINIAN NAT WOMENS LEAGUE AMERICA,NEW YORK,NY,10003-8410,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.0611,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,0,199112,1991,NY,10003.0,NEW YORK,S81,C,12,120.0,0.0,0.0,108 SECOND AVE,9.0,0.0,3000.0,% LIDIA BILOUS,2.0,6.0,0.0,20.0,1874.0,5.0,6706.0,BRANCH 113,PC,O,AR,A,IN,,S81,S,813410.0
24552,223075802,0,56350,0,0,0,0,0,0,145300,145300,201650,201234,9799,0,0,9383,9799,0,0,9799,0,0,0,0,0,0,0,0,0,0,0,0,145300,0,0,6,N,1993,123,990,1,, .,UNINTERRUPTIBLE UPTIME USERS GROUP SOC UUUG,NEW YORK,NY,10163-3697,10163.0,36061.0,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.77895,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,201650,201650,199312,1993,NY,10163.0,NEW YORK,A70,C,12,123.0,200.0,0.0,PO BOX 3697,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9201.0,UUUG,PC,O,AR,A,IN,,A70,A,710000.0
26028,226067322,0,9888,0,0,1217,0,0,0,40652,40652,50540,42896,75141,1300,0,67497,75741,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,39435,0,0,6,N,1993,119,990,1,, .,DANCE MASTERS AMERICA NEW YORK CITY CHAPTER,BAYSIDE,NY,11361-0533,11361.0,36081.0,A62,A,11361.0,5602.0,5600.0,36081.0,,O,O,0.26027,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,199408,50540,50540,199408,1994,NY,11361.0,BAYSIDE,A62,A,8,119.0,59.0,205.0,PO BOX 610533,3.0,0.0,2000.0,% ROBERT MANN,2.0,11.0,0.0,10.0,0.0,1.0,6406.0,,PC,O,AR,A,IN,,A62,A,711120.0
29730,232478238,0,0,0,0,3137,0,0,0,821646,821646,821646,799454,45766,0,0,61567,79556,37993,33790,0,0,0,0,0,0,0,0,0,0,0,0,0,818509,0,0,9,N,1992,264,990,1,, .,COLUMBIA ARTISTS MGT,NEW YORK,NY,10019-2201,10019.0,36061.0,A99,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.04276,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199308,821646,821646,199308,1993,NY,10019.0,NEW YORK,A0240,A,8,264.0,265.0,263.0,165 W 57TH ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,9111.0,CAMI INSURANCE BENEFIT PLAN,PC,O,AR,A,IN,,A0240,A,541618.0
32658,237029109,0,17975,0,0,0,0,0,0,14304,14304,32279,41177,-929,0,0,8969,71,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,14304,0,0,6,N,1992,205,990,1,, .,SOC PHOTOGRAPHERS & ARTISTS REPRESENTATIVES,NEW YORK,NY,10165-0005,10165.0,36061.0,A01,A,10165.0,5602.0,5600.0,36061.0,,O,O,0.51147,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,32279,32279,199212,1992,NY,10165.0,NEW YORK,A0340,A,12,205.0,0.0,0.0,60 E 42ND STREET SUITE 1166,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6906.0,ES INC,PC,O,AR,A,IN,,A0340,A,813920.0
35083,237096387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1991,200,ZER,1,, .,LAWYERS ASSOC TEXTILE INDUSTRY,NEW YORK,NY,10018-7606,10018.0,36061.0,A40,A,10018.0,5602.0,5600.0,36061.0,,O,O,0.97996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,0,199112,1991,NY,10018.0,NEW YORK,I03,A,12,200.0,0.0,0.0,462 SEVENTH AVE 23RD FLR,3.0,0.0,2000.0,% ERNST & WHINNEY,2.0,13.0,0.0,20.0,0.0,1.0,7201.0,,PC,O,AR,A,IN,,I03,I,813920.0
39357,237164969,5000,415850,0,0,9042,0,11631,-4053,84655,73024,505505,475363,219018,83000,0,242673,232656,42166,13638,219018,0,0,0,0,0,0,0,0,0,0,0,0,68035,0,0,6,N,1993,920,990,1,, .,ASSOC ART MUS DIRECTORS,NEW YORK,NY,10017-6705,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.89202,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199406,493874,493874,199406,1994,NY,10017.0,NEW YORK,A50,A,6,920.0,59.0,119.0,1290 AVE OF THE AMERICAS,3.0,0.0,2000.0,% CORNICK GARBER & SANDLER,2.0,13.0,0.0,10.0,0.0,1.0,7203.0,INC,PC,O,AR,A,IN,,A0351,A,813920.0
40029,237179226,184534,0,0,0,11694,99714,0,0,11694,11694,196228,317335,377150,0,95000,498257,377150,0,0,377150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,920,990,1,, .,RADIO MUSIC LICENSE,NEW YORK,NY,10153-0001,10153.0,36061.0,A01,A,10153.0,5602.0,5600.0,36061.0,,O,O,0.924,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,196228,196228,199312,1993,NY,10153.0,NEW YORK,A34,A,12,920.0,0.0,0.0,767 FIFTH AVE,3.0,0.0,2000.0,% WEIL GOTSHAL & MANGES,2.0,13.0,0.0,10.0,0.0,5.0,7209.0,,PC,O,AR,A,IN,,A34,A,513110.0
44081,237323039,38465,0,0,0,0,0,0,0,0,0,38465,36882,307,4800,0,-1276,1657,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N,1993,119,990,1,, .,KATHRYN POSIN DANCE FND,NEW YORK,NY,10012-2406,10012.0,36061.0,A63,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.06819,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199406,38465,38465,199406,1994,NY,10012.0,NEW YORK,A63,A,6,119.0,59.0,0.0,20 BOND ST,3.0,0.0,1000.0,% TREAS,1.0,13.0,16.0,10.0,0.0,1.0,7310.0,,PC,O,AR,A,IN,,A63,A,711120.0
44275,237328225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,N,1993,59,ZER,1,, .,BNAI BRITH 5258 MUSIC & PERFORMING ARTS LODGE,NEW YORK,NY,10023-5882,10023.0,36061.0,A99,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.3551,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,0,0,199312,1993,NY,10023.0,NEW YORK,A60,A,12,59.0,29.0,349.0,1995 BROADWAY 603,9.0,0.0,1000.0,% MURRAY FROIKIN,1.0,13.0,0.0,10.0,947.0,5.0,4606.0,,PC,O,AR,A,IN,,A60,A,711100.0
46910,237411166,0,556205,0,0,25086,0,0,0,25086,25086,581291,527575,106406,0,0,917774,877360,865084,770954,106406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,200,990,1,, .,LIBERIAN SHIPOWNERS COUNCIL LTD,NEW YORK,NY,10170-2656,10170.0,36061.0,A01,A,10170.0,5602.0,5600.0,36061.0,,O,O,0.9017,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,581291,581291,199312,1993,NY,10170.0,NEW YORK,A23,A,12,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,2.0,,2.0,1.0,0.0,10.0,0.0,1.0,197612.0,,PC,O,AR,A,IN,,A23,A,710000.0
60983,330274349,1000,65064,0,0,509,0,0,0,27133,27133,93197,87138,8517,0,0,2458,8517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26624,0,0,6,N,1993,200,990,1,, .,THEATRICAL DEALERS ASSOC,NEW YORK,NY,10025-0000,10025.0,36061.0,A01,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.7762399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,93197,93197,199312,1993,NY,10025.0,NEW YORK,A65,B,12,200.0,0.0,0.0,755 W END AVE 9B,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A65,A,711110.0
71717,356048417,334483,38000,0,0,4498,0,0,0,4498,4498,376981,202641,198389,0,0,24049,199273,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,65,990,1,, .,NAT ASSOC BAND INSTRUMENT MANUFACTURERS INCORPORA,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.65599,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,376981,376981,199312,1993,NY,10010.0,NEW YORK,A6C,A,12,65.0,207.0,200.0,38 W 21ST ST 5TH FLR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3505.0,ERS INCORPORA,PC,O,AR,A,IN,,A6C,A,711130.0
78820,366126873,0,57407,0,0,795,0,0,0,2602,2602,60009,62230,67630,0,0,73426,69580,3575,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,0,0,6,N,1993,200,990,1,, .,MUSIC DISTRIBUTORS ASSOC,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.44111000000000006,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,60009,60009,199312,1993,NY,10010.0,NEW YORK,A68,A,12,200.0,205.0,279.0,38 44 W 21ST ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,IN,,A68,A,711130.0
80617,370789523,0,79957,13753,12613,11727,0,0,0,106760,94147,186717,154997,250533,12000,0,232333,251006,907,473,0,0,0,0,0,0,0,0,0,0,0,0,0,80989,0,291,6,Y,1993,59,990,1,, .,ASSOC BUSINESS COMMUNICATION,NEW YORK,NY,10010-5518,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.5697,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,174104,174104,199312,1993,NY,10010.0,NEW YORK,A30,A,12,59.0,0.0,0.0,17 LEXINGTON AVE PO BOX 343,3.0,0.0,2000.0,% ROBERT J MYERS DEPT SPEECH RM1403,2.0,13.0,0.0,10.0,0.0,5.0,5811.0,BARUCH COLLEGE CUNY,PC,O,AR,A,IN,,A30,A,510000.0
113529,510163940,27200,0,0,0,0,0,0,0,0,0,27200,28782,-3717,0,0,0,0,2135,3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,1993,64,990,1,, .,AFRICAN AMER DAY PARADE,NEW YORK,NY,10030-0501,10030.0,36061.0,A23,A,10030.0,5602.0,5600.0,36061.0,,O,O,0.6036699999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,27200,27200,199312,1993,NY,10030.0,NEW YORK,A23,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A23,A,710000.0
113972,510180605,0,49253,0,0,1121,0,0,0,1121,1121,50374,44277,36216,0,0,24419,38016,1800,1800,36216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1992,200,990,1,, .,NAT ANTIQUE & ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-3105,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.18775,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199304,50374,50374,199304,1993,NY,10022.0,NEW YORK,A0326,A,4,200.0,0.0,0.0,15 E 57TH ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7602.0,ERICA INC,PC,O,AR,A,IN,,A0326,A,813920.0
114341,510192888,9284,36204,0,0,205,0,0,0,205,205,45693,48092,11695,0,0,14094,11695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,1993,205,990,1,, .,NEW YORK OBSTETRICAL SOC,BRONX,NY,10461-1924,10461.0,36005.0,A69,A,10461.0,5602.0,5600.0,36005.0,,O,O,0.43138999999999994,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36005.0,199404,45693,45693,199404,1994,NY,10461.0,BRONX,A69,A,4,205.0,199.0,0.0,1300 MORRIS PARK AVE BELFER 502,3.0,0.0,2000.0,% ROBERT C POST MD,2.0,13.0,0.0,10.0,0.0,1.0,8407.0,,PC,O,AR,A,IN,,A69,A,711130.0
119459,521513915,0,37787,0,0,1501,0,0,0,42811,42811,80598,79343,69836,0,0,116031,122737,47450,52901,0,0,0,0,0,0,0,0,0,0,0,0,0,41300,0,10,6,N,1993,205,990,1,, .,PRINTING INDUSTRY CREDIT EXECUTIVES,NEW YORK,NY,10038-4302,10038.0,36061.0,A03,A,10038.0,5602.0,5600.0,36061.0,,O,O,0.36694,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199312,80598,80598,199312,1993,NY,10038.0,NEW YORK,A0333,A,12,205.0,0.0,0.0,1518 K ST NW STE 503,3.0,0.0,2000.0,,2.0,52.0,0.0,10.0,0.0,1.0,8707.0,,PC,O,AR,A,IN,,A0333,A,813920.0
124998,541585995,0,21625,0,0,0,0,0,0,25064,25064,46689,11280,9317,0,0,-2999,9317,0,0,9317,0,0,0,0,0,0,0,0,0,0,0,23093,0,1971,0,6,N,1993,229,990,1,, .,NAT ASSOC INDEPENDENT PUBLISHERS REPRESENTATIVES,NEW YORK,NY,10003-4103,10003.0,36061.0,A03,A,,5602.0,5600.0,,,O,O,0.11946,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,,199312,23596,23596,199312,1993,NY,,NEW YORK,A03,A,12,229.0,0.0,0.0,111 E 14TH ST STE 157,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9108.0,RESENTATIVES INC,PC,O,AR,A,IN,,A03,A,813920.0
191908,942661960,0,126330,0,0,11102,0,0,0,279563,279563,405893,360156,350495,3771,0,304843,350904,85,409,0,0,0,0,0,0,0,0,0,0,0,0,0,268461,0,0,6,N,1993,200,990,1,, .,BROADCAST DESIGNERS ASSOC,NEW YORK,NY,10036-4008,10036.0,36061,A30,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.88775,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,405893,405893,199312,1993,NY,10036.0,NEW YORK,A30,A,12,200.0,0.0,0.0,470 PARK AVE SO 9TH FL,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8202.0,,PC,O,AR,A,IN,,A30,A,510000.0
198206,952786905,0,29100,0,0,3243,0,0,0,128754,128754,157854,165675,122499,0,0,130320,122499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125511,0,0,6,N,1993,919,990,1,, .,THEATRE EQUIPMENT ASSOC,NEW YORK,NY,10019-7411,10019.0,36061,A30,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.11369000000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,157854,157854,199312,1993,NY,10019.0,NEW YORK,A65,B,12,919.0,205.0,0.0,244 W 49TH ST 200,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7306.0,,PC,O,AR,A,IN,,A65,A,711110.0
198618,953147789,13153,488449,0,0,28346,0,0,0,1495498,1495498,1997100,1963776,624474,11550,0,773039,794064,181889,169590,0,0,0,0,0,0,0,0,0,0,0,0,0,1457244,0,4270,6,Y,1991,205,990,1,, .,NAT ACAD TELEVISION ARTS & SCIENCES GROUP RETURN,NEW YORK,NY,10019-2211,10019.0,36061,A01,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.8146,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199208,1997100,1997100,199208,1992,NY,10019.0,NEW YORK,A32,A,8,205.0,0.0,0.0,111 W 57TH ST,9.0,0.0,2000.0,,2.0,13.0,0.0,30.0,3005.0,1.0,7610.0,UP RETURN,PC,O,AR,A,IN,,A32,A,513120.0
