,EIN,FisYr,STYEAR,CODE990,ASSET,INCOME,ACTIVITY,SUBSEC,POPCODE,REASON,Q78A,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,FNDN,FRC,RULEDATE,INC_BMF,ASSETS,TAXPERbad,AFCODE,ACTIV1,ORGCODE,GEN,NAME,CITY,STATE,ZIP,STATESRC,FILER,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
6413,133593706,1992,1992,3,4,4,602,,0,0,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9530,5941,9847,0,-750,0,0,0,9500,24568,11000,13568,9500,14288,143,14288,367336,276627,0,0,276627,0,366545,11894,16365,4.0,1.0,1992.0,115793,341821,9412.0,3.0,602561000.0,1.0,0.0,BARBARA & HOWARD WISE ENDOWMENT ARTS,NEW YORK,NY,10011-7802,BMF95,PF,Z,Z99,0.37348600000000004,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10011.0,NEW YORK,PF,O,UN,Z,IN,,12,561.0,0.0,110 W 13TH ST,3.0,0.0,2000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6460,133609201,1991,1990,3,0,0,90,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,10.0,1992.0,96111,7012,9412.0,3.0,90119124.0,1.0,0.0,AMER NEGRO SPIRITUAL RES FND,NEW YORK,NY,10025-5145,BMF95,PFZ,A,A68,0.581266,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,15.0,,199104,199104,NY,10025.0,NEW YORK,PC,O,AR,A,IN,,4,119.0,124.0,168 W 100TH ST 5,3.0,0.0,1000.0,% FRANCOIS CLEMMONS,1.0,13.0,10.0,1.0,FRANCOIS CLEMMONS ENTERPRISES INC,A,AR,AR,AR,3.0,,,,,,,A1923,A,,
6469,133614414,1992,1992,3,4,1,92,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,6862,2699,0,0,0,0,0,6180,9561,6608,2953,6608,9133,183,9133,181881,0,0,0,0,7800,181881,8298,8711,4.0,1.0,1993.0,94998,338889,9412.0,3.0,92000000.0,1.0,0.0,ATHANASIADES CULTURAL FND,ASTORIA,NY,11103-3031,BMF95,PF,Z,Z99,0.7298560000000001,36081.0,11103.0,11103.0,5602.0,5600.0,36081.0,4.0,,199212,199212,NY,11103.0,ASTORIA,PF,O,UN,Z,IN,,12,0.0,0.0,30 96 42ND ST,3.0,0.0,1000.0,,1.0,11.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1220,A,,
6470,133614971,1992,1991,2,4,0,123,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,1000,0,14807,-14807,13900,0,0,0,177548,0,0,0,0,5,177548,0,8865,3.0,1.0,1991.0,5102775,5591731,9411.0,3.0,123124000.0,1.0,0.0,SOLOW ART & ARCHITECTURE FND,NEW YORK,NY,10019-2600,BMF95,PF,Z,Z99,0.156633,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,3.0,,199211,199211,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,11,124.0,0.0,9 W 57TH ST,3.0,0.0,2000.0,SHELDON H SOLOW,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
6488,133620909,1992,1991,3,6,6,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2407726,0,260,0,0,0,0,0,215000,2407986,294498,2113488,294498,260,5,0,2113488,1118688,997246,0,2115934,0,2098900,0,7952,4.0,1.0,1991.0,3531279,8338423,9506.0,3.0,602119000.0,1.0,0.0,AARON COPLAND FND MUSIC,NEW YORK,NY,10048-3998,BMF95,PF,Z,Z99,0.224343,36061.0,10048.0,10048.0,5602.0,5600.0,36061.0,4.0,,199206,199206,NY,10048.0,NEW YORK,PF,O,UN,Z,IN,,6,119.0,0.0,200 PARK AVE,3.0,0.0,2000.0,% ELLIS J FREEDMAN,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
6495,133626727,1992,1992,2,4,4,123,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,175350,1475,0,0,0,0,0,0,31300,176825,37057,139768,33355,1475,30,1475,199834,0,0,0,0,0,199834,29759,3560,3.0,1.0,1991.0,193324,623749,9412.0,3.0,123162000.0,1.0,0.0,JOHN CONLEY FND ETHICS & PHILOSOPHY IN MEDICINE,STATEN ISLAND,NY,10304-1520,BMF95,PF,Z,Z99,0.157581,36085.0,10304.0,10304.0,5602.0,5600.0,36085.0,3.0,,199212,199212,NY,10304.0,STATEN ISLAND,PF,O,UN,Z,IN,,12,162.0,0.0,211 CENTRAL PK W APT 1F,3.0,0.0,1000.0,% HARRY T FORLENZA TREASURER,1.0,13.0,1.0,1.0,N MEDICINE INC,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
6566,133641609,1992,1992,3,3,3,321,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,57250,0,0,0,0,0,0,0,0,57250,1128,56122,1128,0,0,0,56212,0,0,0,0,90,357237,0,20,4.0,1.0,1993.0,407,83567,9412.0,3.0,321349000.0,1.0,0.0,ALEXANDER JEROME WILLOWS GREENBURGER MEM FIELDS,NEW YORK,NY,10003-4301,BMF95,PF,Z,Z99,0.739394,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,349.0,0.0,55 FIFTH AVE,3.0,0.0,1000.0,% TIME EQUITIES INC,1.0,13.0,1.0,1.0,DS INC,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
6585,133649656,1992,1991,3,1,1,119,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9240,0,0,0,0,0,0,0,3431,9240,9081,159,9081,0,0,0,159,0,0,0,0,0,159,9081,0,4.0,1.0,1993.0,3000,259,9408.0,3.0,119561149.0,1.0,0.0,IRVING CAESAR MUSIC CHILDREN FND,NEW YORK,NY,10022-6437,BMF95,PF,Z,Z99,0.420192,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199208,199208,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,8,561.0,149.0,429 E 52ND ST APT 31G,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
6606,133666164,1992,1992,2,0,4,40,,0,0,,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,216752,0,0,0,0,0,0,0,0,216752,216752,0,216752,0,0,0,0,0,0,0,0,0,0,0,890,3.0,1.0,1992.0,210643,0,9412.0,3.0,40149000.0,1.0,0.0,VOLPI FND PERFORMING ARTS,NEW YORK,NY,10027-5011,BMF95,PF,Z,Z99,0.027635400000000004,36061.0,10027.0,10027.0,5602.0,5600.0,36061.0,3.0,,199212,199212,NY,10027.0,NEW YORK,PF,O,UN,Z,IN,,12,149.0,0.0,919 3RD AVE,3.0,0.0,1000.0,% J DAVID JACOBS,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,
6621,133674360,1992,1992,3,1,4,90,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,128053,17,0,0,0,0,0,34000,0,128071,127053,1018,127053,20,0,0,1017,0,0,0,0,0,1017,0,31,4.0,1.0,1993.0,1000957,1411300,9412.0,3.0,90062093.0,2.0,0.0,CIVITELLA RANIERI FND,NEW YORK,NY,10016-0301,BMF95,PF,Z,Z99,0.851166,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,62.0,93.0,270 PARK AVE,3.0,0.0,1000.0,% GERALD E RUPP TTEE,1.0,13.0,1.0,2.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,
6704,135635801,1992,1992,3,8,6,200,,0,0,,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1299640,106348,50652,179988,0,0,1033836,89602,0,2670464,2122688,547776,1995738,215079,2151,1068927,14806570,0,3796017,0,3796017,110067,15670350,0,262074,4.0,1.0,1992.0,4002027,16737984,9412.0,3.0,200000000.0,1.0,0.0,ADIRONDACK HIST ASSOC,NEW YORK,NY,10022-5802,BMF95,PF,Z,Z99,0.35246700000000003,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,15.0,,199212,199212,NY,10022.0,NEW YORK,PC,O,UN,Z,IN,,12,0.0,0.0,477 MADISON AVE,3.0,199612.0,1000.0,% YOHALEM GILLMAN & CO,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A54,A,,
6719,136000245,1993,1992,3,1,3,119,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,81500,0,0,0,0,174,0,0,6000,81674,80091,1583,80091,0,0,0,6718,0,0,0,0,15000,6718,291,291,4.0,1.0,1947.0,51681,1304,9406.0,3.0,119059927.0,1.0,0.0,BALLET SOC,NEW YORK,NY,10023-3101,BMF95,PF,Z,Z99,0.049687,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,199306,199306,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,6,59.0,927.0,5 W 73RD ST,3.0,0.0,2000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A63,A,,
6737,136019220,1992,1991,3,4,4,119,,0,0,,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,224108,203,10806,0,0,0,93963,34600,16061,329080,303127,25953,198412,6864,137,397,235688,96329,0,0,96329,101220,248698,0,10497,4.0,1.0,1937.0,419545,238451,9409.0,3.0,119000000.0,5.0,0.0,POETRY SOC AMERICA,NEW YORK,NY,10003-1705,BMF95,PF,Z,Z99,0.350423,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199209,199209,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,3000.0,,1.0,13.0,1.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A0370,A,,
6781,136031962,1992,1992,3,5,3,602,,0,0,,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,45740,43193,0,0,0,9150,85433,88934,96021,-7087,86457,80521,805,0,832482,0,0,0,0,0,937948,10655,45815,4.0,1.0,1973.0,101754,803576,9412.0,3.0,602000000.0,2.0,0.0,AL CROWLEY TRUST FBO NEIGHBORHOOD PLAYHOUSE,NEW YORK,NY,10017-2014,BMF95,PF,Z,Z99,0.875925,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,270 PARK AVE 27TH FL,3.0,0.0,1000.0,% CHEMICAL BANK ADMIN SERV DEPT,1.0,13.0,1.0,2.0,T-15246,Z,UN,UN,OT,3.0,,,,,,,A61,A,,
6867,136059836,1992,1992,3,5,4,161,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,20000,770,58285,20260,0,0,0,0,94042,99315,108963,-9648,96307,66659,1333,0,789219,374385,224748,174655,773788,0,918913,0,45719,4.0,1.0,1962.0,141859,726738,9412.0,3.0,161180059.0,1.0,0.0,HIST RES FND,NEW YORK,NY,10036-2501,BMF95,PF,Z,Z99,0.21827600000000003,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,180.0,59.0,1185 AVE OF THE AMERICAS,3.0,0.0,2000.0,% ARTHUR ANDERSON,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1282,A,,
6928,136066265,1992,1992,3,1,1,161,,0,0,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,219,0,0,0,0,0,0,5000,219,11184,-10965,10167,0,0,0,4655,0,0,0,0,0,4655,0,499,,,,0,0,,,,,,COLT ARCHAEOLOGICAL INST,NEW YORK,NY,10178-0037,BMF89,PF,Z,Z99,0.046913699999999996,36061.0,10178.0,10178.0,5602.0,5600.0,36061.0,,,199212,199212,NY,10178.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A70,A,,
6932,136066414,1992,1992,3,1,1,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,203,0,0,0,0,0,203,10,10,4.0,1.0,1955.0,2,159,9412.0,3.0,602000000.0,1.0,0.0,JOSEPH M MAY MEM ASSOC,NEW YORK,NY,10170-0000,BMF95,PF,Z,Z99,0.24549,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10170.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,420 LEXINGTON AVE RM 2817-20,3.0,0.0,1000.0,% JACOBS EVALL & BLUMENFELD,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
7138,136085361,1992,1991,3,4,2,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,17568,0,0,0,0,0,0,290000,17568,290000,-272432,290000,17568,351,17568,272442,0,18745,0,18745,0,515115,0,25232,4.0,1.0,6012.0,278213,423732,9409.0,3.0,602000000.0,1.0,0.0,WARNER COMMUNICATIONS FND,NEW YORK,NY,10020-1401,BMF95,PF,Z,Z99,0.266173,36061.0,10020.0,10020.0,5602.0,5600.0,36061.0,4.0,,199205,199205,NY,10020.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,1271 AVE OF THE AMERICAS 41ST FL,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
7182,136086859,1992,1992,3,9,8,62,,0,0,,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,44805,2119814,22603220,0,-7010602,0,4926762,224720,40048145,22683999,44693736,-22009737,42256218,133620027,1336200,0,867537497,59705239,636911536,127782263,824399038,31205428,867537497,6004908,40205111,4.0,1.0,1960.0,959336800,756689830,9412.0,3.0,602000000.0,1.0,0.0,LILA WALLACE READERS DIGEST FND,NEW YORK,NY,10016-5603,BMF95,PF,Z,Z99,0.171732,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,2 PARK AVE 23RD FLR,3.0,0.0,1000.0,% CFO,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
7230,136089816,1992,1991,3,4,6,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1075705,0,0,0,0,0,1405,0,1091180,1077110,1091180,-14070,1091180,30502,610,0,160790,0,0,0,0,0,299767,0,14519,4.0,1.0,1955.0,869602,362441,9410.0,3.0,602000000.0,1.0,0.0,VIACOM FND,NEW YORK,NY,10036-5701,BMF95,PF,Z,Z99,0.103349,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,199210,199210,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,10,0.0,0.0,1515 BROADWAY,3.0,0.0,1000.0,VIACOM INTERNATIONAL INC,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
7338,136096069,1992,1992,3,5,4,908,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,26422,84,57230,57658,0,0,43253,0,30750,184647,112813,71834,52841,114972,2299,40594,969971,0,0,0,0,250,1354725,0,64025,4.0,1.0,1943.0,597107,1272540,9412.0,3.0,908040000.0,1.0,0.0,DAUGHTERS CINCINNATI,NEW YORK,NY,10022-1909,BMF95,PF,Z,Z99,0.169224,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,0.0,122 E 58TH ST,3.0,0.0,1200.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
7669,136115059,1992,1992,3,4,4,59,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,27403,1000,27863,5813,0,0,0,0,24580,62079,26255,35824,24723,33999,680,28131,387964,0,223821,50001,273822,0,661661,10395,31524,4.0,1.0,1947.0,30453,402300,9412.0,3.0,59000000.0,1.0,0.0,LITERARY SOC FND,NEW YORK,NY,10028-0002,BMF95,PF,Z,Z99,0.872301,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10028.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 155 GRACIE STA,3.0,0.0,2000.0,HANS SCHUMACHER,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
7738,136118881,1992,1992,3,2,1,561,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,492,0,0,0,0,0,0,600,492,657,-165,600,435,8,0,16795,0,0,0,0,0,16795,0,821,4.0,1.0,1942.0,364,16835,9412.0,3.0,561000000.0,1.0,0.0,BELGIAN SOC BENEVOLENCE,NEW YORK,NY,10024-1719,BMF95,PF,Z,Z99,0.9699030000000001,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,767 FIFTH AVE 28TH FLR,3.0,0.0,1000.0,% SOCFIN US INC,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
7779,136121046,1992,1992,3,3,1,119,,0,0,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2500,1274,0,0,0,0,0,0,0,3774,557,3217,0,1274,13,717,57004,0,0,0,0,3000,57004,1146,1159,4.0,1.0,1952.0,874,57764,9412.0,1.0,119059561.0,1.0,0.0,NAT ARTS FND,NEW YORK,NY,10166-0005,BMF95,PF,Z,Z99,0.14411500000000002,36061.0,10166.0,10166.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10166.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,561.0,200 PARK AVE KIESEL,1.0,0.0,2100.0,% WHITMAN & RANSOM,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,
7868,136127858,1993,1992,3,1,1,119,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,60,0,0,0,0,0,0,0,0,60,60,0,60,0,0,0,28,0,0,0,0,0,28,0,0,4.0,1.0,1962.0,165,153,9505.0,3.0,119000000.0,1.0,0.0,BELGIAN ART FND IN UNITED STATES,NEW YORK,NY,10019-3323,BMF95,PF,Z,Z99,0.40218899999999996,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,199305,199305,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,146 W 57TH ST APT 43 A,3.0,0.0,2000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
7921,136133259,1992,1992,3,1,1,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,66,0,0,0,0,0,0,0,66,26,40,0,40,1,40,1730,0,0,0,0,0,1730,77,78,4.0,1.0,1945.0,43,1773,9412.0,3.0,602000000.0,1.0,0.0,IRISH EMIGRANT SOC NEW YORK,NEW YORK,NY,10017-6904,BMF95,PF,Z,Z99,0.317327,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,5 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
7938,136135409,1992,1991,3,1,0,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,100,0,100,-100,100,0,0,0,2749,0,0,0,0,0,2749,0,138,4.0,1.0,6303.0,0,84,9310.0,3.0,602561000.0,1.0,0.0,CINEMA FND,NEW YORK,NY,10017-5405,BMF95,PF,Z,Z99,0.729288,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199210,199210,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,10,561.0,0.0,50 E 42ND ST RM 515,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,
7970,136139518,1992,1992,3,7,6,40,,0,0,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,816495,24149,103440,109022,0,0,912262,106150,57462,1965368,651993,1313375,178961,750513,15010,735782,5045599,647385,1705002,20500,2372887,56398,5104301,0,204500,4.0,1.0,1964.0,3964436,6226425,9412.0,3.0,40059000.0,1.0,0.0,KURT WEILL FND MUSIC,NEW YORK,NY,10003-1106,BMF95,PF,Z,Z99,0.598754,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,0.0,7 E 20TH ST,3.0,0.0,1200.0,% HOROWITZ COLEMAN & WALDMAN,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
8050,136149781,1992,1991,2,6,5,59,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,251000,220303,67934,205,0,0,35901,0,3360,608493,256429,352064,158044,227207,4544,317387,3609344,0,0,986944,986944,135891,3633682,0,165676,3.0,1.0,1964.0,487354,2576,9508.0,3.0,59602000.0,3.0,0.0,PERFORMING ARTS FND,NEW YORK,NY,10016-0570,BMF95,PF,Z,Z99,0.253612,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,3.0,,199208,199208,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,8,602.0,0.0,21 E 40TH ST RM 1006,3.0,0.0,1200.0,% SPITZ & EDELSTEIN CPAS,1.0,13.0,1.0,3.0,,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,
8134,136157956,1992,1992,3,2,2,59,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11094,211,0,0,0,0,0,0,7000,11305,7340,3965,7323,201,4,0,12194,0,0,0,0,0,12194,0,532,4.0,1.0,1964.0,11045,11977,9412.0,3.0,59000000.0,1.0,0.0,LARCHMONT CHAMBER MUSIC CIRCLE,NEW YORK,NY,10036-2601,BMF95,PF,Z,Z99,0.035152499999999996,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1185 AVE OF AMERICAS,3.0,0.0,2000.0,% LILLIE BERNSTEIN,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,
8305,136161473,1992,1992,3,1,1,119,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35,72,0,0,0,0,0,0,0,107,96,11,0,0,0,0,4579,0,2465,0,2465,1548,2292,0,115,4.0,1.0,1949.0,2587,7286,9412.0,3.0,119602059.0,1.0,0.0,EDWARD F & HILDA S KOOK ARTS THEATRE FND,NEW YORK,NY,10106-0001,BMF95,PF,Z,Z99,0.7418130000000001,36061.0,10106.0,10106.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10106.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,59.0,1995 BROADWAY,3.0,0.0,2300.0,% BUDD H GIBBS ESQ,1.0,13.0,1.0,1.0,TION INC,Z,UN,UN,OT,3.0,,,,,,,A1265,A,,
8353,136161674,1992,1992,3,5,4,65,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,105596,690,0,0,0,21576,3651,0,0,131513,80040,51473,71488,690,14,50783,559515,0,0,0,0,107,550192,0,1889,4.0,1.0,1994.0,529531,960055,9412.0,3.0,60000000.0,1.0,0.0,NICHOLAS ROERICH MUS,NEW YORK,NY,10025-2715,BMF95,PF,Z,Z99,0.547758,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,319 W 107TH,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
8451,136163969,1992,1992,3,4,4,59,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11655,942,5595,40589,0,0,0,0,10000,58781,23219,35562,17325,41572,831,0,210960,0,181624,0,181624,0,326242,0,15929,4.0,1.0,1942.0,158408,272002,9412.0,3.0,59602000.0,5.0,0.0,SOC DAUGHTERS HOLLAND DAMES,NEW YORK,NY,10021-6591,BMF95,PF,Z,Z99,0.176772,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,17 STEVENS ST,3.0,0.0,1000.0,% BARBARA HARNESS,1.0,22.0,1.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
