,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,TAXPER,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,FISYR,BOND_BOY,BOND_EOY,CONT4,DUES4,GRREC4,GRTNONTX,GVTSRV4,INCPURP4,INVENTG,INVINC4,LOBNOTAX,LOBOTH,MRTG_BOY,MRTG_EOY,NETA_BOY,NETINC,NETRENT,NTEECC,NTEECC3D,OTHCHGS,OTHINC4,OTHINVST,OTHSAL,PAYTAX,RENTINC,RETE_BOY,SALEOTHE,SALEOTHG,SALEOTHN,SALESECN,SAVINT,SECINC,SPEVTG,TAXREV4,TOTREV2,ZIP5,LIBEOY97,LIB97,V_BOYAL,V_FB,V_REVEXP,V_EOYAL,NTEE4CD,NTEEDEC,NTEEMID,NTEE1,NTEECODE,V_FREXP,V_CONT,V_GREC,NTEECC4D,PMSA,NTEEIRS,REASON,RandNum,zipnew,fipsold,v_errorCd,NTmaj12,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,GovGtEstimate,GovGtCode,GovGtYr
49006,237186077,1996,63395,9960,0,0,818,35813,0,0,36261,36261,109616,181668,856299,27504,0,935028,862135,11770,5836,0,0,0,0,0,0,0,0,0,0,0,0,0,35443,0,0,,109616,A50,,OLD MERCHANTS HOUSE OF NEW YORK INC,% THE COOPER UNION,29 E 4TH ST,NEW YORK,NY,10003-7003,0.0,3,3.0,1000.0,197302.0,1.0,,1.0,13.0,0.0,199612,10.0,12,,62.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A50,,1996,0,0,529964,61286,180201,0,0,599700,0,8450,0,0,0,0,923258,-72052,0,A50,,5093,779901,0,31880,3038,0,0,0,0,0,0,694,124,0,0,109616,10003.0,0,0,9,1,9,1,,5.0,50,A,Z,1,1,1,,5600.0,,9,0.834109,10003.0,3606.0,,AR,A54,NY,10003.0,NEW YORK,A54,,A,AR,AR,PC,O,AR,A,IN,,A54,A,0.0,4,2007.0
49291,237205214,1996,22009,0,0,0,21,0,0,0,13445,13445,35454,27606,-54854,0,0,27,1292,62729,56146,0,0,2,0,0,0,0,0,0,0,0,0,0,4487,0,8937,,35454,A62,,MIMI GARRARD DANCE COMPANY INC,% MIMI GARRARD,155 WOOSTER ST,NEW YORK,NY,10012-3159,0.0,3,3.0,2000.0,197301.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061,5602.0,16.0,A,A62,,1997,0,0,101498,0,15986,0,0,129102,0,11511,0,0,0,0,-62702,7848,0,A62,,0,145088,21,0,0,0,0,0,0,0,0,0,0,0,0,35454,10012.0,0,0,1,9,1,9,,6.0,62,A,Z,1,1,1,,5600.0,,9,0.0886093,10012.0,3606.0,,AR,A62,NY,10012.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,0.0,6,2001.0
49529,237212492,1996,592324,0,0,0,0,0,0,0,70382,70382,662706,529539,150208,71250,18200,353074,234452,524934,84244,0,0,0,0,0,0,0,0,0,0,0,0,0,70382,0,0,,662706,A65,A23Z,INTERNATIONAL ARTS RELATIONS INC,,PO BOX 788,NEW YORK,NY,10108-0788,0.0,3,3.0,2000.0,197208.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061,5602.0,15.0,A,A65,,1997,0,0,2599740,0,519507,0,0,2694350,0,58613,0,0,34168,38434,-171860,133167,0,A65,,188901,3213860,0,105469,26506,0,70000,0,0,0,0,0,0,0,0,662706,10108.0,0,0,1,2,9,1,,6.0,65,A,Z,1,1,1,,5600.0,A65Z,7,0.15243199999999998,10108.0,3606.0,,AR,A23,NY,10108.0,NEW YORK,A23,,A,AR,AR,PC,O,AR,A,IN,,A23,A,252934.0,3b,1998.0
49800,237221787,1997,245203,0,0,0,8650,0,0,0,18583,18583,263786,248725,158898,0,0,148439,158898,0,0,158898,0,0,0,0,0,0,0,0,0,0,0,4603,0,5330,0,,259183,A84,,GERMAN AMERICAN COMMITTEE OF GREATER NEW YORK INC,% T DENGLER,233 BROADWAY,NEW YORK,NY,10279-0001,0.0,3,3.0,1000.0,197208.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,64.0,908.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061,5602.0,16.0,A,A84,,1997,0,0,662445,0,0,0,0,685792,0,23347,0,0,0,0,148439,10458,0,A84,,0,685792,0,0,0,0,148439,0,0,0,0,0,8650,9933,0,259183,10279.0,0,0,1,1,1,1,,8.0,84,A,Z,1,1,1,,5600.0,,9,0.250406,10279.0,3606.0,,AR,A23,NY,10279.0,NEW YORK,A23,,A,AR,AR,PC,O,AR,A,IN,,A23,A,0.0,3b,1998.0
49844,237223688,1997,86288,0,0,0,309,1869,0,0,6112,6112,92400,110017,82976,0,0,100593,82976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5803,0,0,,92400,A69,,HOUSING SYMPHONY ORCHESTRA INC,,250 BROADWAY,NEW YORK,NY,10007-2516,0.0,3,3.0,2000.0,197402.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,2.0,1.0,0,,0,,0,36061,5602.0,15.0,A,A69,,1997,0,0,244358,0,7910,0,244000,488850,0,492,0,0,0,0,100593,-17617,0,A69,,0,496760,0,0,0,0,0,0,0,0,0,309,0,0,0,92400,10007.0,0,0,1,1,9,1,,6.0,69,A,Z,1,1,1,,5600.0,A69Z,7,0.32577,10007.0,3606.0,,AR,A69,NY,10007.0,NEW YORK,A69,,A,AR,AR,PC,O,AR,A,IN,,A69,A,0.0,4,2006.0
50064,237236811,1996,355138,0,0,0,0,12258,0,0,49051,49051,404189,396747,5647,74250,0,40397,39852,42192,34205,0,0,0,0,0,0,0,0,0,0,0,0,0,24335,0,0,,404189,A62,,NEW ENGLAND DINOSAUR INC,% MICHAEL J KLEIN TREASURER,215 W 76TH ST FL 4,NEW YORK,NY,10023-8201,0.0,3,3.0,1000.0,197306.0,1.0,,1.0,13.0,0.0,199706,10.0,6,MICHAEL MAO DANCE,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061,5602.0,15.0,A,A62,,1997,0,0,1587530,0,87594,0,0,1687790,0,0,0,0,37114,30013,-1795,7442,24716,A62,,0,1775380,0,130741,23678,24716,0,0,0,0,0,0,0,0,0,404189,10023.0,0,0,1,1,1,1,,6.0,62,A,Z,1,1,1,,5600.0,,7,0.963527,10023.0,3606.0,,AR,A62,NY,10023.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,16223.0,3b,1998.0
50104,237239481,1996,257151,0,0,0,645,33621,0,0,384486,384486,641637,630008,88163,75690,0,220195,222241,130976,134078,0,0,0,0,0,0,0,0,0,0,0,0,12685,365180,0,5976,,628952,A99,,ASSOCIATION FOR DEVELOPMENT OF DRAMATIC ARTS INC,% JEAN COCTEAU REPERTORY,330 BOWERY,NEW YORK,NY,10012-2462,0.0,3,3.0,3000.0,197402.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061,5602.0,16.0,A,A99,,1997,0,0,1005700,0,1161230,0,0,1045760,0,16666,0,0,23979,19678,89219,-1056,0,A99,,0,2206980,0,210603,19445,0,0,0,0,0,0,645,0,12685,0,628952,10012.0,0,0,1,1,9,1,,9.0,99,A,Z,1,1,1,,5600.0,,9,0.38902,10012.0,3606.0,,AR,A61,NY,10012.0,NEW YORK,A61,,A,AR,AR,PC,O,AR,A,IN,,A61,A,13716.0,3b,1998.0
50332,237250654,1996,159006,0,0,0,7867,3395,0,0,143221,143221,302227,237435,300221,0,0,237886,307941,2457,7720,300221,0,0,0,0,0,0,0,0,0,0,0,0,125779,0,1375,,302227,A65,,ONTOLOGICAL-HYSTERIC THEATRE INC,% PERFORMING ARTSERVICES INC,260 W BROADWAY,NEW YORK,NY,10013-2259,0.0,3,3.0,2000.0,197301.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061,5602.0,15.0,A,A65,,1997,0,0,546116,0,209626,0,0,588384,0,13614,0,0,0,0,235429,64792,8200,A65,,0,798010,0,86125,2892,8200,235429,0,0,0,0,7867,0,0,0,302227,10013.0,0,0,1,1,1,1,,6.0,65,A,Z,1,1,1,,5600.0,A6FZ,7,0.750077,10013.0,3606.0,,AR,A65,NY,10013.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,48457.0,3b,1998.0
50478,237254943,1997,169718,0,0,0,0,1200,0,0,130270,130270,299988,215257,178420,9970,0,93689,178420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130270,0,0,,299988,A19,,ROME FESTIVAL ORCHESTRA LTD,,EMPIRE STATE BLDG STE 330,NEW YORK,NY,10118-0000,0.0,3,3.0,2100.0,197303.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,30.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061,5602.0,11.0,A,A19,,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93689,84731,0,A19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299988,10118.0,0,0,1,1,1,1,,1.0,19,A,P,1,1,1,6,5600.0,A68Z,2,0.52217,10118.0,3606.0,,AR,A19,NY,10118.0,NEW YORK,A19,69.0,A,AR,AR,PC,O,AR,A,IN,,A1969,A,0.0,3b,1998.0
50599,237259446,1996,208708,13455,0,0,0,21016,0,0,19417,19417,241580,172938,110670,0,0,55498,115507,5506,4837,0,0,0,0,0,0,0,0,0,0,0,0,7964,0,11453,0,,233616,A26,A51Z,WHITE COLUMNS INC,,154 CHRISTOPHER ST 2ND FL,NEW YORK,NY,10014-2840,0.0,3,3.0,2300.0,197303.0,1.0,,1.0,13.0,0.0,199708,10.0,8,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061,5602.0,16.0,A,A26,,1997,0,0,472152,78205,382153,0,0,551008,0,0,0,0,0,0,49992,60678,0,A26,,0,933161,0,59898,6869,0,0,0,0,0,0,0,0,19417,0,233616,10014.0,0,0,.,1,1,1,,2.0,26,A,Z,1,1,1,,5600.0,A26Z,7,0.37192800000000004,10014.0,3606.0,,AR,A26,NY,10014.0,NEW YORK,A26,,A,AR,AR,PC,O,AR,A,IN,,A26,A,48627.0,3b,1998.0
50609,237259680,1997,12620,0,0,0,0,5650,0,0,106735,106735,119355,124353,20553,0,0,25551,20553,0,0,20553,0,0,0,0,0,0,0,0,0,0,0,0,106586,0,149,,119355,A03,A6DZ,AMERICAN BRASS CHAMBER MUSIC ASSOCIATION INC,,30 LINCOLN PLZ STE 3N,NEW YORK,NY,10023-7107,0.0,3,3.0,2000.0,197301.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,89.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061,5602.0,15.0,A,A03,,1997,0,0,66146,0,436018,0,0,71270,0,4584,0,0,0,0,25551,-4998,0,A03,,0,507288,0,75440,0,0,25551,0,0,0,0,0,0,0,0,119355,10023.0,0,0,1,1,9,1,,0.0,03,A,C,1,1,1,6,5600.0,,8,0.826665,10023.0,3606.0,,AR,A03,NY,10023.0,NEW YORK,A03,,A,AR,AR,PC,O,AR,A,IN,,A036C,A,0.0,3b,1998.0
50781,237270405,1996,86468,0,0,0,48,0,0,0,79496,79496,165964,157056,-79214,9200,0,6434,13798,94556,93012,-79214,0,0,0,0,0,0,0,0,0,0,0,0,75625,0,3823,,165964,A6C,,NEW YORK PHILOMUSICA CHAMBER ENSEMBLE,,105 W 73RD ST,NEW YORK,NY,10023-2903,0.0,3,3.0,2000.0,197308.0,1.0,,5.0,13.0,0.0,199706,10.0,6,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061,5602.0,15.0,A,A6C,,1997,0,0,277348,0,284574,0,0,277768,0,0,0,0,447,0,-88122,8908,0,A6C,,0,562342,0,0,5262,0,-88122,0,0,0,0,48,0,0,0,165964,10023.0,0,0,1,9,1,9,,6.0,6C,A,Z,1,1,1,,5600.0,,7,0.21619000000000002,10023.0,3606.0,,AR,A6C,NY,10023.0,NEW YORK,A6C,,A,AR,AR,PC,O,AR,A,IN,,A6C,A,5109.0,3b,1998.0
50971,237280740,1997,108715,5535,0,0,4531,8929,0,18738,82251,82251,196501,173612,113629,28769,0,100694,124401,2018,10772,0,0,0,0,0,0,0,0,0,0,0,0,0,10462,5411,43109,,196501,A50,,JACQUES MARCHAIS CENTER OF TIBETAN ARTS INC,,PO BOX 198,STATEN ISLAND,NY,10306-0000,0.0,3,3.0,2000.0,197309.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,60.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36085,5602.0,16.0,A,A50,,1997,0,0,452510,31130,155889,0,0,499979,18738,14115,0,0,0,0,98676,22889,0,A50,,-7936,655868,0,83690,0,0,0,0,0,0,0,4531,0,5411,0,196501,10306.0,0,0,1,2,9,1,,5.0,50,A,Z,1,1,1,,5600.0,A53Z,7,0.123228,10306.0,3608.0,,AR,A53,NY,10306.0,STATEN ISLAND,A51,,A,AR,AR,PC,O,AR,A,IN,,A51,A,54672.0,3b,1998.0
51059,237285794,1997,4329,0,0,0,244,0,0,0,24416,24416,28745,27933,42142,0,0,42203,48922,873,6780,0,0,0,0,0,0,0,0,0,0,0,0,0,22480,0,1692,,28745,A26,A91Z,MIDMARCH ASSOCIATES INC,,300 RIVERSIDE DR,NEW YORK,NY,10025-5267,0.0,3,3.0,3100.0,197309.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061,5602.0,15.0,A,A26,,1997,0,0,45931,0,83975,0,0,47494,0,1560,0,0,0,0,41330,812,0,A26,,0,131466,244,0,0,0,0,0,0,0,0,0,0,0,0,28745,10025.0,0,0,1,1,1,1,,2.0,26,A,Z,1,1,1,,5600.0,A26Z,7,0.712084,10025.0,3606.0,,AR,A26,NY,10025.0,NEW YORK,A26,,A,AR,AR,PC,O,AR,A,IN,,A26,A,0.0,3b,1998.0
51676,237311035,1996,581,0,0,0,49,0,0,0,35251,35251,35832,37891,-526,0,0,1533,94,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,35202,0,0,,35832,A65,,WESTSIDE COMMUNITY REPERTORY THEATER INC,,252 WEST 81ST STREET,NEW YORK,NY,10024-5728,0.0,3,3.0,3200.0,197309.0,1.0,,1.0,13.0,0.0,199612,20.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061,5602.0,15.0,A,A65,,1996,0,0,467,0,36867,0,0,467,0,0,0,0,0,0,1533,-2059,0,A65,,0,37334,49,0,0,0,0,0,0,0,0,0,0,0,0,35832,10024.0,0,0,.,9,9,9,,6.0,65,A,Z,1,1,1,A,5600.0,,9,0.839037,10024.0,3606.0,,AR,A65,NY,10024.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,,u,
51681,237311235,1996,27894,0,0,0,0,0,0,0,24760,24760,52654,51242,2784,0,0,4899,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24760,0,0,,52654,A65,A75Z,SPANISH ENGLISH ENSEMBLE THEATRE INC,% MANUEL MARTIN,PO BOX 1365 GRAND CENTRAL,NEW YORK,NY,10017-0000,0.0,3,3.0,1000.0,197308.0,1.0,,1.0,13.0,0.0,199708,10.0,8,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061,5602.0,15.0,A,A65,,1997,0,0,103608,0,108955,0,0,103608,0,0,0,0,0,0,4899,1412,0,A65,,-3527,212563,0,0,0,0,0,0,0,0,0,0,0,0,0,52654,10017.0,0,0,.,2,9,1,,6.0,65,A,Z,1,1,1,,5600.0,A65Z,7,0.6030909999999999,10017.0,3606.0,,AR,A65,NY,10017.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,9346.0,4,2006.0
51791,237314944,1997,6975,0,0,0,0,0,0,0,78707,78707,85682,90657,1440,0,0,6826,6443,411,5003,0,0,0,0,0,0,0,0,0,0,0,0,0,78707,0,0,,85682,A65,,GENE FRANKEL THEATRE WORKSHOP INC,,24 BOND ST,NEW YORK,NY,10012-2424,0.0,3,3.0,1200.0,197310.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,59.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061,5602.0,16.0,A,A65,,1997,0,0,5330,0,342828,0,0,5330,0,0,0,0,0,0,6415,-4975,0,A65,,0,348158,0,0,0,0,0,0,0,0,0,0,0,0,0,85682,10012.0,0,0,1,1,9,1,,6.0,65,A,Z,1,1,1,,5600.0,A65Z,9,0.164667,10012.0,3606.0,,AR,A25,NY,10012.0,NEW YORK,A25,,A,AR,AR,PC,O,AR,A,IN,,A25,A,0.0,4,2005.0
51794,237314992,1996,86505,0,0,0,54,0,0,0,23834,23834,110339,123827,20702,15000,0,52602,27870,18412,7168,0,0,0,0,0,0,0,0,0,0,0,0,0,21261,0,2519,,110339,A62,,RIO GRANDE UNION INC,,541 BROADWAY,NEW YORK,NY,10012-3944,0.0,3,3.0,1000.0,197309.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061,5602.0,16.0,A,A62,,1997,0,0,221547,0,250422,0,0,221563,0,16,0,0,0,0,34190,-13488,0,A62,,0,471985,0,35391,3855,0,0,0,0,0,0,54,0,0,0,110339,10012.0,0,0,9,1,9,1,,6.0,62,A,Z,1,1,1,,5600.0,,9,0.893166,10012.0,3606.0,,AR,A62,NY,10012.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,1288.0,3b,1998.0
51932,237321522,1996,99224,0,1732,1136,5682,0,0,0,7414,6278,106638,150701,392712,70000,0,437911,392712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,105502,A32,,MUSIC PROJECT FOR TELEVISION INC,,635 MADISON AVE 16TH FLOO,NEW YORK,NY,10022-1009,0.0,3,3.0,2000.0,197311.0,1.0,,1.0,13.0,0.0,199711,10.0,11,,119.0,121.0,122.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061,5602.0,15.0,A,A32,,1997,0,0,903179,0,0,0,0,914360,0,11181,0,0,0,0,437911,-45199,0,A32,,0,914360,0,0,5350,0,0,0,0,0,596,844,4838,0,0,105502,10022.0,0,0,1,1,9,1,,3.0,32,A,Z,1,1,1,,5600.0,A32Z,7,0.484266,10022.0,3606.0,,AR,A32,NY,10022.0,NEW YORK,A32,,A,AR,AR,PC,O,AR,A,IN,,A32,A,0.0,3b,1998.0
51963,237323047,1996,1943,0,0,0,1438,0,0,0,42817,42817,44760,40389,-13272,0,0,4030,12075,21673,25347,0,0,0,0,0,0,0,0,0,0,0,0,0,41379,0,0,,44760,A62,,SOLOMONS COMPANY-DANCE INC,,104 FRANKLIN ST 4TH FL,NEW YORK,NY,10013-2910,0.0,3,3.0,2000.0,197311.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061,5602.0,16.0,A,A62,,1997,0,0,105450,0,125597,0,0,105509,0,59,0,0,0,0,-17643,4371,0,A62,,0,231106,1438,0,0,0,0,0,0,0,0,0,0,0,0,44760,10013.0,0,0,1,9,1,9,,6.0,62,A,Z,1,1,1,,5600.0,A62Z,9,0.644405,10013.0,3606.0,,AR,A62,NY,10013.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,0.0,3b,1998.0
52330,237343096,1996,4785,35765,0,0,866,0,0,0,17913,17913,58463,72692,29662,16909,0,46092,29662,2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13047,0,0,,58463,A90,,ARTISTS IN RESIDENCE INC,,40 WOOSTER ST,NEW YORK,NY,10013-2229,0.0,3,3.0,2000.0,197308.0,1.0,,1.0,13.0,0.0,199705,10.0,5,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061,5602.0,16.0,A,A90,,1997,0,0,10888,132303,121453,0,0,143296,0,105,0,0,0,0,43891,-14229,3000,A90,,0,264749,0,0,0,3000,0,0,0,0,0,866,0,0,0,58463,10013.0,0,0,1,1,9,1,,9.0,90,A,Z,1,1,1,,5600.0,,9,0.2387,10013.0,3606.0,,AR,A90,NY,10013.0,NEW YORK,A90,,A,AR,AR,PC,O,AR,A,IN,,A90,A,0.0,3b,1998.0
52335,237343121,1996,202218,23300,0,0,195,12356,140,110,59814,59674,285332,331740,-267914,0,0,90940,79675,312306,347589,-267914,0,0,0,0,0,0,0,0,0,0,0,0,57930,0,1339,,285192,A6A,,CITY GRAND OPERA SOCIETY INC,,154 W 57TH ST,NEW YORK,NY,10019-3321,0.0,3,3.0,2000.0,197401.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,59.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061,5602.0,15.0,A,A6A,,1997,0,0,1040100,49400,239972,0,0,1095720,250,6215,0,0,0,0,-221366,-46548,0,A6A,,0,1335690,0,120277,0,0,-221366,0,0,0,0,0,195,0,0,285192,10019.0,0,0,1,9,9,9,,6.0,6A,A,Z,1,1,1,,5600.0,,9,0.841515,10019.0,3606.0,,AR,A6A,NY,10019.0,NEW YORK,A6A,,A,AR,AR,PC,O,AR,A,IN,,A6A,A,18536.0,3b,1998.0
52339,237344355,1996,12856,0,0,0,0,0,0,0,16425,16425,29281,29078,-2532,0,0,16552,16006,17341,18538,0,0,0,0,0,0,0,0,0,0,0,0,1629,11543,3253,0,,27652,A62,,CONSTRUCTION COMPANY THEATRE DANCE ASSOCIATES INC,,10 E 18TH ST,NEW YORK,NY,10003-1920,0.0,3,3.0,2300.0,197401.0,1.0,,1.0,13.0,0.0,199706,20.0,6,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061,5602.0,15.0,A,A62,,1997,0,0,32527,0,43696,0,0,32527,0,0,0,0,0,0,-789,-1426,0,A62,,-317,76223,0,0,0,0,0,0,0,0,0,0,0,4882,0,27652,10003.0,0,0,2,9,9,9,,6.0,62,A,Z,1,1,1,,5600.0,,9,0.26171,10003.0,3606.0,,AR,A62,NY,10003.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,1806.0,4,2006.0
52398,237346761,1996,24902,602,0,0,3837,0,0,0,127964,127964,153468,129365,677575,0,0,1214870,1180640,499047,503064,0,0,0,0,0,0,0,0,0,0,0,63264,0,26516,0,31,,90204,A23,X99Z,GUJARATI SAMAJ OF NEW YORK INC,,173 15 HORACE HARDING EXP,FRESH MEADOWS,NY,11365-1531,0.0,3,3.0,1000.0,197408.0,1.0,,1.0,11.0,0.0,199612,10.0,12,,29.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,2.0,2.0,1.0,0,,0,,0,36081,5602.0,16.0,A,A23,,1996,0,0,629280,13387,298341,0,0,649136,0,6469,0,0,498264,503064,715822,-39161,34316,A23,,914,947477,0,13000,994,97580,0,0,0,0,0,3837,0,0,0,90204,11365.0,0,0,2,1,9,1,,2.0,23,A,Z,1,1,1,,5600.0,,7,0.236621,11365.0,3608.0,,AR,A23,NY,11365.0,FRESH MEADOWS,A23,,A,AR,AR,PC,O,AR,A,IN,,A23,A,0.0,4,2006.0
52461,237348770,1995,17780,0,0,0,0,0,0,0,9766,9766,27546,24243,3328,0,0,275,3328,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2033,0,7733,,27546,A62,,NANCY MEEHAN DANCE COMPANY INC,,463 WEST ST A1111,NEW YORK,NY,10014-2010,0.0,3,3.0,2000.0,197402.0,1.0,,1.0,13.0,0.0,199606,10.0,6,,994.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061,5602.0,15.0,A,A62,,1996,0,0,30195,0,37356,0,0,37390,0,0,0,0,0,0,25,3303,0,A62,,0,74746,0,0,0,0,0,0,0,0,0,0,0,0,0,27546,10014.0,0,0,9,1,1,1,,6.0,62,A,Z,1,1,1,,5600.0,,9,0.932767,10014.0,3606.0,,AR,A62,NY,10014.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,0.0,6,2003.0
52463,237348782,1996,667811,0,0,0,8565,56085,0,0,114604,114604,782415,755629,188091,0,10733,348529,222621,261936,34530,0,0,0,0,0,0,0,0,0,0,0,0,43068,385,49982,12604,,739347,A26,,LOWER MANHATTAN CULTURAL COUNCIL INC,,5 WORLD TRADE CENTER STE,NEW YORK,NY,10048-0205,0.0,3,3.0,2000.0,197402.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061,5602.0,15.0,A,A26,,1997,0,0,2674840,0,139048,0,0,2715320,0,35311,0,0,0,0,86593,-16282,0,A26,,117780,2854370,0,211570,20863,0,0,0,0,0,0,8565,0,93050,0,739347,10048.0,0,0,1,2,9,1,,2.0,26,A,Z,1,1,1,,5600.0,A26Z,7,0.8341649999999999,10048.0,3606.0,,AR,A26,NY,10048.0,NEW YORK,A26,,A,AR,AR,PC,O,AR,A,IN,,A26,A,452492.0,3b,1998.0
