,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,NTEECC4d,NTEEconf,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEE2,NTEE,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,RANDNUM,NTEESRC,MSA_NECH,Ntee2007a,Ntee42007a,NteeOldB,DirSupEstimate,DirSupCode,DirSupYr,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
168588,510202698,200512,2005,19390,16961,0,0,0,0,0,0,14273,14273,50624,57184,-7066,0,0,0,1161,0,0,0,0,0,0,0,0,0,0,0,14273,0,0,,50624,50624,0,0,0,0,0,0,0,-6560,-506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60190,63886,59602,0,0,0,183678,124076,3,9,0,0,119.0,1.0,29409161050286.0,2005,N,10027-0030,10027.0,510202698200512,5102026982005,12,119.0,0.0,0.0,PO BOX 30,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,AUDIENCE DEVELOPMENT COMMITTEE INC,1.0,197610.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A23,,A,IN,,AR,A,PC,O,AR,A,,A23Z,AR,AR,5602.0,5600.0,36061.0,0.511706,1,5602.0,A23,,A23,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A23,A
168642,510204489,200509,2004,9425,0,0,0,0,0,0,0,99476,99476,108901,119173,-162908,0,0,1200,1810,153836,164718,0,0,0,0,0,0,0,0,0,99476,0,0,,108901,108901,0,0,0,0,0,0,0,-10272,0,0,0,0,0,7735,2861,-152636,0,0,0,0,0,0,0,0,0,0,0,83450,0,452696,0,0,0,536146,83450,3,9,0,0,90.0,1.0,29490252380066.0,2005,N,10002-4816,10002.0,510204489200509,5102044892005,9,90.0,0.0,0.0,292 HENRY ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,NATIONAL BLACK TOURING CIRCUIT INC,1.0,197611.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A65,,A,IN,,AR,A,PC,O,AR,A,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.06421669999999999,1,5602.0,A65,,A65,9425.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,-162908.0,2,2006.0,0.0,6,2002.0,0.0,2,2006.0,0.0,2,2006.0,0.0,6,2002.0,0.0,2,2006.0,0.0,6,2002.0,PC,O,AR,A,IN,,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,1810.0,6,2002.0,A65,A
168855,510221067,200512,2005,47530,3575,0,0,75,0,0,0,75,75,51180,47687,40378,0,0,36885,40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51180,51180,0,0,0,0,0,0,0,3493,0,0,0,0,0,0,0,36885,0,0,0,0,0,0,0,75,0,0,0,119317,15508,0,833,0,0,137770,137770,3,9,0,0,431.0,1.0,29409175091376.0,2005,N,10008-3233,10008.0,510221067200512,5102210672005,12,431.0,119.0,90.0,PO BOX 3233,9.0,0.0,NEW YORK,1.0,JERRY S CHENG,1.0,13.0,15.0,10.0,2616.0,ORGANIZATION OF CHINESE AMERICANS INC,5.0,197504.0,NEW YORK CHAPTER,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A23,,C,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.259996,1,5602.0,A23,,R99,0.0,6,2000.0,0.0,6,2000.0,0.0,6,2000.0,0.0,6,2000.0,0.0,6,2000.0,0.0,6,2000.0,0.0,6,2000.0,0.0,6,2000.0,0.0,6,2000.0,0.0,6,2000.0,PC,O,AR,A,IN,,0.0,6,2000.0,0.0,6,2000.0,0.0,6,2000.0,40378.0,6,2000.0,R99,R
169054,510239809,200512,2005,34040,0,0,0,0,0,0,0,1250,1250,35290,19005,41845,0,0,25560,41845,0,0,41845,0,0,0,0,0,0,0,0,1250,0,0,,35290,35290,0,0,0,0,0,0,0,16285,0,0,0,0,0,0,0,25560,0,0,0,0,0,0,0,0,0,0,0,30500,0,675,2,0,0,31177,30502,3,9,0,25560,88.0,1.0,29490336352016.0,2005,N,11435-1939,11435.0,510239809200512,5102398092005,12,88.0,0.0,0.0,141 60 84TH RD STE 4C,3.0,0.0,BRIARWOOD,2.0,,1.0,11.0,16.0,10.0,0.0,LABYRINTH DANCE THEEATER INC,1.0,199111.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A62,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36081.0,0.17735499999999998,1,5602.0,A62,,N,28594.0,2,2006.0,5446.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A62,A
169093,510243599,200506,2004,2230,67585,0,0,2968,0,0,4909,100794,100794,170609,169017,137343,23350,0,135763,137343,0,0,0,0,0,0,0,0,0,0,0,81405,6517,4995,,170609,170609,0,0,0,0,0,6517,4909,1592,-12,0,0,0,0,0,0,135763,0,0,0,0,2968,0,0,0,0,0,0,13901,263915,336520,17244,0,0,631580,295060,3,9,0,0,995.0,1.0,29490077314026.0,2005,N,10175-0003,10175.0,510243599200506,5102435992005,6,995.0,123.0,0.0,521 5TH AVE,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,GUILD OF BOOK WORKERS INC,1.0,197808.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A70,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.30123099999999997,1,5602.0,A70,,A03,2230.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,3484.0,6,2003.0,A70,A
169101,510243951,200605,2005,32051,57135,0,0,10418,10811,0,0,129640,129640,218826,183003,244603,0,0,212594,249881,3814,5278,0,0,0,0,0,0,0,0,0,42175,66247,10800,,218826,218826,0,0,0,0,0,66247,0,35823,0,92277,15853,0,0,0,0,208780,0,0,0,0,10418,0,0,0,0,0,0,144064,207005,371042,13778,0,0,745350,374308,3,7,0,0,60.0,1.0,29490280031226.0,2006,N,10464-1030,10464.0,510243951200605,5102439512006,5,60.0,62.0,0.0,895 SHORE RD,3.0,0.0,BRONX,2.0,,1.0,13.0,15.0,10.0,0.0,BARTOW-PELL LANDMARK FUND,2.0,197510.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A54,,A,IN,,AR,A,PC,O,AR,A,,A82Z,AR,AR,5602.0,5600.0,36005.0,0.460508,1,5602.0,A54,,A80,20092.0,2,2007.0,11959.0,2,2007.0,0.0,2,2007.0,225801.0,2,2007.0,0.0,2,2007.0,6207.0,2,2007.0,12594.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,8,2005.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,110236.0,6,2003.0,138165.0,6,2003.0,A54,A
169130,510244811,200503,2004,21016,56759,0,0,51296,0,0,1952,92912,92912,170687,156595,1405072,0,0,1396954,1405072,0,0,946099,0,0,0,0,0,0,0,3489,31851,2556,268,,167198,167198,1500,0,0,0,0,6045,1952,10603,-2485,5570,3247,0,0,0,0,1396954,0,0,0,0,7339,43957,1500,0,0,0,0,353774,187990,155232,122269,0,0,874200,718968,3,9,0,937981,905.0,1.0,29490070211046.0,2005,N,10021-8736,10021.0,510244811200503,5102448112005,3,905.0,64.0,59.0,421 E 61ST ST,9.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,30.0,2638.0,COLONIAL DAMES OF AMERICA,5.0,197507.0,AFFILATED ORGANIZATIONS GROUP RTRN,NY,rtf05PC,4.0,2.0,2.0,2.0,A,A80,,A,IN,,AR,A,PC,O,AR,A,,A82Z,AR,AR,5602.0,5600.0,36061.0,0.335073,1,5602.0,A80,,A80,21016.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,105472.0,2,2006.0,24466.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,379961.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,47411.0,6,2003.0,A80,A
169131,510244834,200506,2004,405625,23865,0,0,784,90769,0,0,133316,124041,562806,468266,71306,43500,0,102007,76637,115966,5331,71306,0,0,0,0,0,0,0,0,93292,0,974,,553531,553531,24344,0,13922,9275,4647,0,0,85265,0,180994,18461,0,0,110000,0,-13959,0,0,0,0,784,0,24344,0,0,0,0,1861777,134004,394645,441,0,0,2434111,2039466,3,9,0,-13959,59.0,1.0,29490365032225.0,2005,N,10019-5004,10019.0,510244834200506,5102448342005,6,59.0,119.0,0.0,553 WEST 51ST STREET,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,AN CLAIDHEAMH SOLUIS INC,1.0,197209.0,,NY,rtf05PC,1.0,3.0,3.0,2.0,A,A23,,A,IN,,AR,A,PC,O,AR,A,A65Z,A23Z,AR,AR,5602.0,5600.0,36061.0,0.38452,1,5602.0,A23,,A23,357435.0,2,2006.0,48190.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,17648.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,23491.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,34680.0,6,2003.0,0.0,6,2003.0,7732.0,6,2003.0,A23,A
169211,510251257,200512,2005,54560,0,0,0,0,0,0,0,0,0,54560,53493,2958,0,0,1891,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54560,54560,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,1891,0,0,0,0,0,0,0,0,0,0,0,146631,0,0,0,0,0,146631,146631,3,9,0,0,90.0,1.0,29409231041036.0,2005,N,10001-2202,10001.0,510251257200512,5102512572005,12,90.0,0.0,0.0,23 WEST 35TH STREET,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,BALINESE AMERICAN DANCE THEATRE LTD,1.0,198807.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A62,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.417418,1,5602.0,A62,,A62,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A62,A
169653,510377657,200412,2004,130000,0,0,0,0,0,0,0,0,0,130000,165,130150,0,0,315,130150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,130000,130000,0,0,0,0,0,0,0,129835,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,,,,2004,N,10106-0001,10106.0,510377657200412,5103776572004,12,994.0,89.0,0.0,888 7TH AVE 35 FLR,3.0,0.0,NEW YORK,1.0,SKP LLP,1.0,13.0,15.0,10.0,0.0,OPERA OF MONTE CARLO CULTURAL SOCIETY INC,1.0,199703.0,,NY,core04PC,,,,,A,A6A,,A,IN,,AR,A,PC,O,AR,A,,A6BZ,AR,AR,5602.0,5600.0,36061.0,0.336373,1,5602.0,A6A,,A6B,130000.0,4,2004.0,0.0,4,2004.0,0.0,4,2004.0,130150.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,0.0,2,2004.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A6A,A
169694,510389805,200512,2005,99690,0,0,0,66,0,0,0,66,66,99756,13734,123574,0,0,34394,123635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99756,99756,0,0,0,0,0,0,0,86022,3158,0,0,0,0,0,0,34394,0,0,0,0,66,0,0,0,0,0,0,100,0,0,0,0,0,0,0,3,9,0,0,0.0,1.0,29490168028156.0,2005,N,10178-0002,10178.0,510389805200512,5103898052005,12,0.0,0.0,0.0,101 PARK AVE RM 3500,3.0,0.0,NEW YORK,1.0,CURTIS MALLET-PREVOST COLT & MOSL,1.0,13.0,15.0,10.0,0.0,AMERICAN ASSOCIATES OF THE OLD VIC THEATRE INC,1.0,199906.0,,NY,rtf05PC,2.0,1.0,1.0,1.0,A,A65,,B,IN,,AR,A,PC,O,AR,A,,A11,AR,AR,5602.0,5600.0,36061.0,0.32143499999999997,1,5602.0,A65,,A11,99690.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,123635.0,6,2003.0,A65,A
169948,510439878,200412,2004,8100,0,0,0,41,0,0,0,96679,96679,104779,101321,5062,10500,0,6604,10062,5000,5000,5062,0,0,0,0,0,0,0,0,96638,0,0,,104779,104779,0,0,0,0,0,0,0,3458,0,24225,0,0,0,0,0,1604,0,0,0,0,41,0,0,0,0,0,0,6500,0,89284,46,0,0,95830,6546,3,9,0,1604,,,,2004,N,10014-2663,10014.0,510439878200412,5104398782004,12,0.0,0.0,0.0,520 HUDSON ST STE 120,3.0,200712.0,NEW YORK,2.0,CABARET CONFERENCE AT YALE UNIVER,1.0,13.0,16.0,10.0,0.0,CABARET CONFERENCE INC,1.0,200410.0,CABARET CONF AT YALE UNIVERSITY,NY,core04PC,,,,,A,A25,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.863851,1,5602.0,A25,,N,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A25,A
170088,510475708,200506,2004,49750,0,0,0,0,0,0,0,0,0,49750,24820,31030,0,0,6100,31030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49750,49750,0,0,0,0,0,0,0,24930,0,0,0,0,0,0,0,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,1.0,29409112059296.0,2005,N,11368-1841,11368.0,510475708200506,5104757082005,6,0.0,0.0,0.0,99-02 37TH AVE,3.0,200806.0,CORONA,1.0,YOSELIN GENAO,1.0,11.0,15.0,10.0,0.0,LATINO INITIATIVE FOR BETTER RESOURCES AND EMPOWERMENT INC,1.0,200503.0,LIBRE,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A02,23,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36081.0,0.367371,Q,5602.0,A02,23,Z99,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A0223,A
170095,510477511,200506,2004,79093,0,0,0,0,45743,0,0,17446,17446,96539,83104,17680,19250,0,21691,17680,0,0,0,0,0,0,0,0,0,0,17446,0,0,0,,79093,79093,0,0,0,0,0,17446,0,-4011,0,1888,0,0,0,0,0,21691,0,0,0,0,0,0,0,0,0,0,0,43100,0,0,0,0,0,43100,43100,3,7,0,0,,,,2005,N,10025-4429,10025.0,510477511200506,5104775112005,6,0.0,0.0,0.0,214 W 102ND ST STE 5B,3.0,200712.0,NEW YORK,1.0,SEAN J CULLEN,1.0,13.0,15.0,10.0,0.0,AMERICAN NATIONAL THEATRE INC,1.0,200309.0,,NY,core04PC,,,,,A,A65,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.0303468,1,5602.0,A65,,A65,79093.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,17680.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,17680.0,6,2003.0,A65,A
171283,521020481,200412,2004,566506,0,318146,324035,12172,234482,0,0,663979,339944,1230485,1143808,562008,447074,0,831958,745042,96211,183034,0,0,0,0,0,0,0,0,0,303961,0,29700,,906450,906450,0,-5889,0,0,0,0,0,-237358,63619,0,34723,0,0,0,0,735747,0,0,0,0,95,12077,0,0,0,0,0,2579632,0,1772014,34024,0,0,4385670,2613656,3,7,0,0,,,,2004,N,10003-6817,10003.0,521020481200412,5210204812004,12,91.0,90.0,0.0,799 BROADWAY ROOM 205,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,INDEPENDENT CURATORS INTERNATIONAL,1.0,197504.0,,NY,core04PC,,,,,A,A25,,A,IN,,AR,A,PC,O,AR,A,,A51Z,AR,AR,5602.0,5600.0,36061.0,0.203586,1,5602.0,A25,,A25,566506.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,1134.0,2,2005.0,3306.0,2,2005.0,0.0,2,2005.0,508316.0,4,2007.0,0.0,2,2005.0,0.0,2,2005.0,1391.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,525712.0,6,2003.0,125741.0,6,2003.0,A25,A
172389,521224699,200506,2004,0,0,0,0,1026,0,0,0,101220,101220,101220,144177,176824,13000,0,223181,180224,3400,3400,0,0,0,0,0,0,0,0,0,100194,0,0,,101220,101220,0,0,0,0,0,0,0,-42957,0,0,0,0,0,0,0,219781,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,121.0,1.0,29490365112155.0,2005,N,10001-2603,10001.0,521224699200506,5212246992005,6,121.0,122.0,994.0,450 W 33RD ST,3.0,0.0,NEW YORK,1.0,WNET THIRTEEN,1.0,13.0,17.0,10.0,0.0,PUBLIC TELEVISION PLAYHOUSE INC,1.0,198109.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A32,,A,IN,,AR,A,PC,O,AR,A,,A32Z,AR,AR,5602.0,5600.0,36061.0,0.9463440000000001,1,5602.0,A32,,A61,,,,,,,,,,176824.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,8,2004.0,PC,O,AR,A,IN,,0.0,3,2004.0,109944.0,3,2004.0,0.0,3,2004.0,8482.0,3,2004.0,A32,A
172608,521241502,200509,2004,547172,0,0,0,11567,11944,0,0,91185,91185,638357,417321,-484675,0,0,792440,1024516,1505569,1509191,0,0,0,0,0,0,0,0,0,79618,0,0,,638357,638357,0,0,0,0,0,0,0,221036,7418,56267,4466,0,0,1500000,1500000,-713129,0,0,0,0,0,11567,0,0,0,0,0,1224469,0,280327,35970,0,0,1540766,1260439,3,9,0,0,915.0,1.0,29490204077166.0,2005,N,10128-0000,10128.0,521241502200509,5212415022005,9,915.0,149.0,0.0,88TH STREET AT EAST END AVE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,17.0,10.0,0.0,GRACIE MANSION CONSERVANCY,1.0,198204.0,,NY,rtf05PC,4.0,3.0,3.0,2.0,A,A82,,B,IN,,AR,A,PC,O,AR,A,,A82Z,AR,AR,5602.0,5600.0,36061.0,0.44051899999999994,1,5602.0,A82,,A80,547172.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,-484675.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,8,2004.0,PC,O,AR,A,IN,,202652.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,299201.0,6,2003.0,A82,A
173033,521281651,200506,2004,0,0,0,0,30826,0,0,0,778075,778075,778075,834453,-288400,0,0,59924,473823,291946,762223,0,0,0,0,0,0,0,0,0,747249,0,0,,778075,778075,0,0,0,0,0,0,0,-56378,0,0,0,0,0,0,0,-232022,0,0,0,0,30826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,30.0,1.0,29490203357246.0,2005,N,10011-8802,10011.0,521281651200506,5212816512005,6,30.0,0.0,0.0,66 FIFTH AVE RM 604A,3.0,0.0,NEW YORK,2.0,PARSON SCHOOL OF DESIGN,1.0,13.0,11.0,10.0,0.0,ALTOS DE CHAVON CULTURAL CENTER FOUNDATION,1.0,198303.0,,NY,rtf05PC,2.0,3.0,3.0,3.0,A,A11,20,A,IN,,AR,A,PC,S,ZA,A,,A20I,AR,AR,5602.0,5600.0,36061.0,0.6848569999999999,1,5602.0,A11,20,A11,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,,,12513.0,2,2006.0,-3239.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,1182.0,4,2007.0,PC,S,ZA,A,IN,,0.0,6,2003.0,25868.0,6,2003.0,0.0,6,2003.0,67616.0,6,2003.0,A1150,A
174456,521490194,200509,2004,397386,0,0,0,668,51228,0,0,53613,53613,450999,450485,80909,75174,0,98171,88599,17776,7690,0,0,0,0,0,0,0,0,0,52945,0,0,,450999,450999,0,0,0,0,0,0,0,514,0,34613,19051,0,0,0,0,80395,0,0,0,0,668,0,0,0,0,0,0,839324,0,323102,2505,0,0,1164931,841829,3,9,0,0,121.0,1.0,29490197044226.0,2005,N,11215-1132,11215.0,521490194200509,5214901942005,9,121.0,0.0,0.0,688 UNION STREET,3.0,0.0,BROOKLYN,1.0,SEAN BARLOW,1.0,11.0,15.0,10.0,0.0,WORLD MUSIC PRODUCTIONS INC,1.0,198703.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A34,,A,IN,,AR,A,PC,O,AR,A,,A34Z,AR,AR,5602.0,5600.0,36047.0,0.393708,1,5602.0,A34,,A34,223207.0,2,2006.0,174179.0,2,2006.0,0.0,2,2006.0,80909.0,2,2006.0,13230.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,14660.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,84415.0,6,2003.0,A34,A
174798,521573404,200312,2003,83800,0,0,0,7,0,0,0,20228,20228,104028,103552,753,0,0,277,753,0,0,0,0,0,0,0,0,0,0,0,20221,0,0,,104028,104028,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,277,0,0,0,0,7,0,0,0,0,0,0,424185,0,0,0,0,0,424239,424239,3,7,0,0,,,,2003,N,10013-3345,10013.0,521573404200312,5215734042003,12,602.0,0.0,0.0,44 HUDSON ST 2ND FLR,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,FRENCH AMERICAN CENTER OF PROVENCE INC,1.0,199001.0,,NY,core04PC,,,,,A,A23,,A,IN,,AR,A,PC,O,AR,A,A2,A74Z,AR,AR,5602.0,5600.0,36061.0,0.35420100000000004,1,5602.0,A23,,A70,83800.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A23,A
175112,521628303,200512,2005,1063719,0,0,0,7377,84896,0,0,1036516,1036516,2100235,1869602,-9464,0,0,592181,835986,832278,851043,0,0,0,0,0,0,0,0,0,914543,0,114596,,2100235,2100235,0,0,0,0,0,0,0,230633,0,347199,23363,0,0,0,0,-240097,0,0,0,0,4747,2630,0,0,0,0,0,3202031,0,2782855,238024,0,0,6671652,3888797,3,9,0,0,120.0,1.0,29490343323016.0,2005,Y,10010-8217,10010.0,521628303200512,5216283032005,12,120.0,123.0,0.0,156 FIFTH AVE SUITE 400,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,INSTITUTE ON RELIGION AND PUBLIC LIFE,1.0,199406.0,,NY,rtf05PC,3.0,4.0,4.0,4.0,A,A70,,A,IN,,AR,A,PC,O,AR,A,A78Z,A77Z,AR,AR,,5600.0,36061.0,0.20402,1,5602.0,A70,,A70,1063719.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,-9464.0,2,2006.0,29348.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,20789.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,13487.0,6,2003.0,98446.0,6,2003.0,176488.0,6,2003.0,A70,A
