,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,TAXPER,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,FISYR,BOND_BOY,BOND_EOY,CONT4,DUES4,GRREC4,GRTNONTX,GVTSRV4,INCPURP4,INVENTG,INVINC4,LOBNOTAX,LOBOTH,MRTG_BOY,MRTG_EOY,NETA_BOY,NETINC,NETRENT,NTEECC,NTEECC3D,OTHCHGS,OTHINC4,OTHINVST,OTHSAL,PAYTAX,RENTINC,RETE_BOY,SALEOTHE,SALEOTHG,SALEOTHN,SALESECN,SAVINT,SECINC,SPEVTG,TAXREV4,TOTREV2,ZIP5,LIBEOY97,LIB97,V_BOYAL,V_FB,V_REVEXP,V_EOYAL,NTEE4CD,NTEEDEC,NTEEMID,NTEE1,NTEECODE,V_FREXP,V_CONT,V_GREC,NTEECC4D,PMSA,NTEEIRS,REASON,RandNum,zipnew,nteeOld,MAJGRPB,NTEESRC,ntmaj10,fipsold,v_errorCd,NTmaj12,NCCSKEY2,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
12669,61330883,1998,0,0,0,0,280,0,0,0,78575,78575,78575,91980,-13405,0,0,0,2307,0,15712,0,0,0,0,0,0,0,0,0,0,0,0,0,69964,0,8331,,78575,A68,,EDVARD GRIEG SOCIETY INC,% GORDON W PAULSEN,29 BROADWAY,NEW YORK,NY,10006-3102,0.0,3,3.0,2000.0,199608.0,1.0,,1.0,6.0,0.0,199812,10.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A68,,1998,0,0,7100,7926,24516,0,0,15084,0,58,0,0,0,0,0,-13405,0,A68,,0,39600,280,0,0,0,0,0,0,0,0,0,0,0,0,78575,10006.0,0,0,.,9,9,9,,,,A,,1,1,1,,5600.0,A60Z,9,0.316886,10006.0,A68,A,1,AR,36061.0,,AR,613308831998,A68,NY,10006.0,NEW YORK,A68,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,2307.0,3a,1998.0,A68,A
12698,61336766,1997,19633,0,0,0,14,0,0,0,11514,11514,31147,21059,6624,0,0,67,6624,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500,0,0,,31147,A65,,VIA THEATER INC,,PO BOX 1022,NEW YORK,NY,10156-1022,0.0,3,3.0,1000.0,199207.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A65,,1998,0,0,86196,0,46428,0,0,86298,0,102,0,0,0,0,-3464,10088,0,A65,,0,132726,14,0,0,0,0,0,0,0,0,0,0,0,0,31147,10156.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A60Z,7,0.146904,10156.0,A65,A,1,AR,36061.0,,AR,613367661998,A65,NY,10156.0,NEW YORK,A65,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,,,,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,6624.0,3a,1998.0,A65,A
12947,61402785,1996,8466,0,0,0,0,0,0,0,164934,164934,173400,172043,-4215,79203,0,19304,2814,24877,7029,0,0,0,0,0,0,0,0,0,0,0,0,0,164934,0,0,,173400,A19,,42ND STREET COLLECTIVE,% RANDEE SMITH NGUYEN,432 W 42ND ST 4TH FLR,NEW YORK,NY,10036-6812,0.0,3,3.0,2000.0,199507.0,1.0,,1.0,13.0,0.0,199708,10.0,8,,30.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,11.0,A,A19,,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5573,1357,0,A19,,0,0,0,3708,9276,0,0,0,0,0,0,0,0,0,0,173400,10036.0,0,0,9,9,1,9,,,,A,,1,1,1,6,5600.0,A6EP,2,0.8323360000000001,10036.0,A19,A,1,AR,36061.0,,AR,614027851997,A19,NY,10036.0,NEW YORK,A19,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,AR,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A19,A
12981,61410979,1998,12752,0,0,0,0,0,0,0,29261,29261,42013,25295,9462,0,0,6241,10827,3000,1365,0,0,0,0,0,0,0,0,0,0,0,0,10497,13765,4999,0,,31516,A80,,BANNERMANS CASTLE TRUST INC,% SUSAN ANDERSEN TREAS,120 BOSERUM PL 3B,BROOKLYN,NY,11201-0000,0.0,3,3.0,1000.0,199512.0,1.0,,1.0,16.0,199906.0,199812,10.0,12,,994.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36047.0,5602.0,15.0,A,A80,,1998,0,0,23142,0,26437,0,0,23142,0,0,0,0,0,0,3241,6221,0,A80,,0,49579,0,0,0,0,0,0,0,0,0,0,0,15496,0,31516,11201.0,0,0,.,1,1,1,,,,A,,1,1,1,,5600.0,A82Z,9,0.503689,12527.0,A80,A,1,AR,36027.0,,AR,614109791998,A80,NY,11201.0,BROOKLYN,A70,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,A80,A
13963,111630813,1997,314496,769,71638,84901,14680,40195,0,0,98578,13677,413843,225097,9442400,10000,39984,9525430,9911260,450298,468856,0,0,0,0,0,0,0,0,0,0,0,0,0,11520,0,740,,328942,A80,,THE BROOKLYN HISTORICAL SOCIETY,,128 PIERREPONT ST,BROOKLYN,NY,11201-2711,0.0,3,3.0,2000.0,193412.0,1.0,,1.0,11.0,0.0,199806,10.0,6,,62.0,61.0,0.0,B9710,,,IN,O,AR,A,PC,5.0,2.0,2.0,2.0,0,,0,,0,36047.0,5602.0,15.0,A,A80,,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9075130,103845,0,A80,,263429,0,0,65233,0,0,0,0,0,0,-13263,0,14680,0,0,328942,11201.0,0,0,9,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.024100599999999996,11201.0,A80,A,1,AR,36047.0,,AR,1116308131998,A80,NY,11201.0,BROOKLYN,A82,,5374.0,1d,2099.0,0.0,1d,2099.0,4987301.0,3a,1998.0,976122.0,1d,2099.0,4046505.0,3a,1998.0,408490.0,3a,1998.0,0.0,1d,2099.0,0.0,1d,2099.0,309120.0,1d,2099.0,938123.0,1d,2099.0,AR,PC,O,AR,A,IN,,0.0,1d,2099.0,37621.0,1d,2099.0,6977513.0,1d,2099.0,202.0,1d,2099.0,A82,A
13991,111631820,1997,2652460,0,57175,11132,109803,19589,0,0,372000,360868,3024460,2906850,1086130,1908970,0,1350540,1133610,370881,47474,0,0,0,0,0,0,0,0,0,0,0,0,0,205022,0,0,,3013330,A20,,BROOKLYN KINDERGARTEN SOCIETY TOMKINS CHILDREN CENTER,,860 PARK AVE,BROOKLYN,NY,11206-7302,0.0,3,3.0,2000.0,195207.0,1.0,,5.0,11.0,0.0,199806,10.0,6,,46.0,30.0,32.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36047.0,5602.0,15.0,A,A20,,1998,0,0,10138100,0,602939,0,0,10199000,0,60902,0,0,0,0,979657,106477,0,A20,,0,10802000,87122,151009,0,0,0,0,0,0,46043,12282,10399,0,0,3013330,11206.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.0946965,11206.0,A20,A,1,AR,36047.0,,AR,1116318201998,B21,NY,11206.0,BROOKLYN,B21,,2465356.0,3a,1998.0,12200.0,3a,1998.0,1003228.0,3a,1998.0,2700.0,3a,1998.0,56802.0,3a,1998.0,26001.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,174804.0,3a,1998.0,4200.0,3a,1998.0,AR,PC,O,AR,A,IN,,896708.0,3a,1998.0,19700.0,3a,1998.0,0.0,3a,1998.0,164201.0,3a,1998.0,B21,B
14058,111672743,1997,21907100,1128330,22997100,19589900,1726810,1103610,2000610,1919310,33381900,11791400,56417300,23548700,106343000,89488,0,93953600,111323000,3548460,4979220,0,0,0,0,0,0,0,0,0,0,0,0,0,3948170,0,789869,,34826800,A50,,BROOKLYN INSTITUTE OF ARTS AND SCIENCES,,200 EASTERN PKWY,BROOKLYN,NY,11238-6052,0.0,3,3.0,1000.0,193506.0,1.0,,1.0,11.0,0.0,199806,10.0,6,BROOKLYN MUSEUM,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,6.0,,,,0,,0,,0,36047.0,5602.0,15.0,A,A50,,1998,0,0,30780200,2979240,6884780,0,3400000,76132200,3919910,4400970,0,0,0,0,90405104,11278100,0,A50,,4660070,83016896,0,9854640,791326,0,0,0,0,0,3407250,300168,1426640,0,34571800,34826800,11238.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.213402,11238.0,A50,A,1,AR,36047.0,,AR,1116727431998,A51,NY,11238.0,BROOKLYN,A51,,11694693.0,1b,2098.0,0.0,1b,2098.0,34271336.0,3a,1998.0,38340845.0,1b,2098.0,22093458.0,3a,1998.0,49978106.0,3a,1998.0,0.0,1b,2098.0,0.0,1b,2098.0,10212392.0,1b,2098.0,35314613.0,1c,2097.0,AR,PC,O,AR,A,IN,,0.0,1b,2098.0,8217.0,1b,2098.0,56426661.0,1b,2098.0,0.0,1b,2098.0,A51,A
14109,111773636,1997,1108230,0,0,0,2983,145606,0,0,710780,710780,1819010,2193050,-228566,129679,0,735455,576498,559474,805064,0,0,0,0,0,0,0,0,0,0,0,0,30500,605993,63700,7604,,1788510,A69,,BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA INC,,ONE HANSON PL STE 1809,BROOKLYN,NY,11243-2907,0.0,3,3.0,2000.0,195601.0,1.0,,1.0,11.0,0.0,199806,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,4.0,4.0,4.0,0,,0,,0,36047.0,5602.0,15.0,A,A69,,1998,0,0,5181210,0,2982450,0,0,5231980,0,5717,0,0,190782,199050,175981,-404547,0,A69,,0,8214430,0,852108,93345,0,0,0,0,0,0,2983,0,94200,0,1788510,11243.0,0,0,1,9,9,9,,,,A,,1,1,1,,5600.0,,7,0.762482,11217.0,A69,A,1,AR,36047.0,,AR,1117736361998,A69,NY,11243.0,BROOKLYN,A69,,340209.0,3a,1998.0,0.0,3a,1998.0,,,,8301.0,3a,1998.0,-241570.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,767921.0,3a,1998.0,8501.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,12502.0,3a,1998.0,A69,A
14234,112004760,1997,19371,14960,0,0,22584,0,6858,686,225438,218580,259769,220688,301456,0,0,274868,304641,3916,3185,0,0,0,0,0,0,0,0,0,0,0,0,1719,193449,-94,236,,251192,A6B,,ST CECILIA CLUB INC,,PO BOX 421,NEW YORK,NY,10022-0000,0.0,3,3.0,2000.0,194410.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A6B,,1998,0,0,68834,63720,505253,0,0,211634,7544,79080,0,0,0,0,270952,30504,0,A6B,,0,716887,0,28000,2227,0,0,0,0,0,0,472,22112,1625,0,251192,10022.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,9,0.44241199999999997,10150.0,A6B,A,1,AR,36061.0,,AR,1120047601998,A6B,NY,10022.0,NEW YORK,A6B,,0.0,3a,1998.0,0.0,3a,1998.0,301456.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,19371.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,259735.0,3a,1998.0,42706.0,3a,1998.0,A6B,A
14271,112104059,1997,6088410,88789,0,0,65875,517340,131522,211468,2111260,1979740,8288460,5404990,5646290,149260,0,3537090,6247800,384571,601514,0,0,0,0,0,0,0,0,0,0,0,0,249775,1164040,0,87762,,7907160,A57,,NEW YORK HALL OF SCIENCE,,4701 111TH ST,CORONA,NY,11368-2950,0.0,3,3.0,2000.0,196411.0,1.0,,1.0,11.0,0.0,199806,10.0,6,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,5.0,5.0,5.0,5.0,0,,0,,0,36081.0,5602.0,15.0,A,A57,,1998,0,0,14219500,77932,3253410,0,0,15452200,342990,530587,0,0,0,0,3152520,2502180,200815,A57,,-8414,18705600,0,2655200,206011,200815,0,0,0,0,0,65875,0,249775,0,7907160,11368.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.7543529999999999,11368.0,A57,A,1,AR,36081.0,,AR,1121040591998,A57,NY,11368.0,CORONA,A57,,2418938.0,1b,2098.0,0.0,1b,2098.0,1895030.0,3a,1998.0,113437.0,1b,2098.0,3651258.0,3a,1998.0,100002.0,3a,1998.0,0.0,1b,2098.0,0.0,1b,2098.0,3669473.0,1b,2098.0,51624.0,1d,2099.0,AR,PC,O,AR,A,IN,,0.0,1b,2098.0,5868.0,1b,2098.0,1492554.0,1b,2098.0,778353.0,1b,2098.0,A57,A
14273,112106191,1997,886829,0,0,0,707,94588,0,0,175114,175114,1061940,995983,91621,63397,0,102923,202572,77262,110951,0,0,0,0,0,0,0,0,0,0,0,0,0,98340,64890,11177,,1061940,A69,,QUEENS SYMPHONY ORCHESTRA INC,,31 00 47TH AVE,LONG ISLAND CITY,NY,11101-0000,0.0,3,3.0,2000.0,195703.0,1.0,,1.0,11.0,0.0,199806,10.0,6,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,4.0,3.0,4.0,0,,0,,0,36081.0,5602.0,15.0,A,A69,,1998,0,0,2099540,0,321322,0,0,2356350,0,2730,0,0,0,0,25661,65960,0,A69,,0,2677670,0,410545,42388,0,0,0,0,0,0,0,707,64890,0,1061940,11101.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A69Z,7,0.547164,11101.0,A69,A,1,AR,36081.0,,AR,1121061911998,A69,NY,11101.0,LONG ISLAND CITY,A69,,559318.0,3a,1998.0,0.0,3a,1998.0,91621.0,3a,1998.0,2801.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,327511.0,3a,1998.0,3801.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,11404.0,3a,1998.0,0.0,3a,1998.0,20707.0,3a,1998.0,A69,A
14296,112136919,1996,500,0,0,0,0,0,0,0,54200,54200,54700,43900,248073,0,0,237273,248073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54200,0,0,,54700,A99,,ALFRED T WHITE JR COMMUNITY CENTER,,26 WILLOW PL,BROOKLYN,NY,11201-4513,0.0,3,3.0,2000.0,1963.0,1.0,,1.0,11.0,0.0,199704,10.0,4,,119.0,59.0,0.0,ALM97,1992.0,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36047.0,5602.0,15.0,A,A99,,1997,0,0,0,194700,0,0,0,194700,0,0,0,0,0,0,237273,10800,0,A99,,0,194700,0,0,0,0,0,0,0,0,0,0,0,0,0,54700,11201.0,0,0,2,1,1,1,,,,A,,1,1,1,,5600.0,,9,0.52415,11201.0,A99,A,1,AR,36047.0,,AR,1121369191997,A99,NY,11201.0,BROOKLYN,P28,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,199656.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,200447.0,6,2003.0,AR,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A99,A
14323,112164064,1997,44181,0,0,0,1858,0,0,0,71697,71697,115878,130862,7531,33685,0,61841,56092,24916,48561,-29394,0,0,0,0,0,0,0,0,0,0,0,14410,53344,2085,0,,101468,A65,,THE BELMONT ITALIAN AMERICAN PLAYHOUSE LTD,,2385 ARTHUR AVE,BRONX,NY,10458-8103,0.0,3,3.0,1000.0,199601.0,1.0,,1.0,11.0,0.0,199712,10.0,12,,319.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36005.0,5602.0,16.0,A,A65,,1997,0,0,262558,100,164419,0,0,277070,0,0,0,0,11084,33255,36925,-29394,0,A65,,0,441489,0,53755,11010,0,-5652,0,0,0,0,1343,515,16495,0,101468,10458.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,A60Z,7,0.799392,10458.0,A65,A,1,AR,36005.0,,AR,1121640641997,A65,NY,10458.0,BRONX,A65,,9221.0,3b,1998.0,0.0,3b,1998.0,104493.0,6,2001.0,41375.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,34960.0,3b,1998.0,42405.0,3b,1998.0,AR,PC,O,AR,A,IN,,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,5670.0,3b,1998.0,A65,A
14342,112201344,1997,13848700,0,0,0,866,1610830,0,44924,7539590,7539590,21388200,19058100,4361270,800000,0,10989400,10713400,8099370,6352100,0,0,0,0,0,0,73237,0,73237,0,0,435086,480698,5377240,-164223,1141600,,20472500,A60,,BROOKLYN ACADEMY OF MUSIC INC,,30 LAFAYETTE AVE,BROOKLYN,NY,11217-1430,0.0,3,3.0,1000.0,196912.0,1.0,,1.0,11.0,0.0,199806,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,,,,,0,,0,,0,36047.0,5602.0,15.0,A,A60,,1998,0,0,48032100,0,21281400,250000,0,51171200,44924,1483310,1000000,18528600,4700000,2625920,2890010,1414400,223394,A61,,56863,72452600,0,6799420,581355,658480,0,0,0,0,0,444,422,316475,0,20472500,11217.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.209573,11217.0,A60,A,1,AR,36047.0,,AR,1122013441998,A60,NY,11217.0,BROOKLYN,A60,,3854618.0,1g,2097.0,0.0,1g,2097.0,1440323.0,3a,1998.0,3812517.0,1g,2097.0,2920847.0,3a,1998.0,0.0,3a,1998.0,0.0,1g,2097.0,0.0,1g,2097.0,9993970.0,1g,2097.0,3910767.0,1c,2097.0,AR,PC,O,AR,A,IN,,6727.0,1g,2097.0,0.0,1g,2097.0,0.0,1g,2097.0,486472.0,1g,2097.0,A60,A
14356,112207752,1997,71814,0,0,0,0,0,0,0,0,0,71814,68183,320369,0,0,316738,320369,0,0,320639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,71814,A62,A23Z,AIMS OF MODZAWE INC,,115 62 SUTPHIN BLVD,JAMAICA,NY,11434-1019,0.0,3,3.0,2000.0,197309.0,1.0,,1.0,11.0,0.0,199807,10.0,7,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36081.0,5602.0,15.0,A,A62,,1998,0,0,351292,0,101543,0,0,351292,0,0,0,0,0,0,316738,3631,0,A62,,0,452835,0,0,0,0,316738,0,0,0,0,0,0,0,0,71814,11434.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A62Z,7,0.380243,11434.0,A62,A,1,AR,36081.0,,AR,1122077521998,A62,NY,11434.0,JAMAICA,A62,,44509.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,232850.0,3a,1998.0,0.0,3a,1998.0,27205.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,23005.0,3a,1998.0,44610.0,3a,1998.0,0.0,3a,1998.0,19804.0,3a,1998.0,A62,A
14365,112219193,1997,703064,6850,0,0,3690,0,0,0,89504,89504,799418,774846,26139,0,0,207799,135195,192124,109056,0,0,0,0,0,0,0,0,0,0,0,0,14108,63256,8450,0,,785310,A26,,QUEENS COUNCIL ON THE ARTS INC,,79 01 PARK LN S,WOODHAVEN,NY,11421-0000,0.0,3,3.0,2000.0,197012.0,1.0,,1.0,11.0,0.0,199806,10.0,6,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36081.0,5602.0,15.0,A,A26,,1998,0,0,3967740,26720,1393810,0,0,4317210,0,9856,0,0,42000,0,15675,10464,0,A26,,0,5711030,0,204479,0,0,0,0,0,0,0,3690,0,22558,0,785310,11421.0,0,0,9,1,1,1,,,,A,,1,1,1,,5600.0,A26Z,7,0.900749,11421.0,A26,A,1,AR,36081.0,,AR,1122191931998,A26,NY,11421.0,WOODHAVEN,A26,,563951.0,3a,1998.0,0.0,3a,1998.0,26139.0,3b,1999.0,0.0,3a,1998.0,2203.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,139113.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,1301.0,3a,1998.0,0.0,3a,1998.0,87061.0,3a,1998.0,A26,A
14434,112278998,1998,1972990,20733,0,0,25972,153331,59188,9321,327817,268629,2321540,2158270,905832,28903,0,1002760,1085810,166182,179979,0,0,0,0,0,0,0,0,0,0,0,0,34830,166497,26855,5154,,2227530,A20,,QUEENS MUSEUM OF ART,,NYC BLDG FLUSHING MEADOWS CORONA PK,QUEENS,NY,11368-0000,0.0,3,3.0,1200.0,197208.0,1.0,,1.0,11.0,0.0,199906,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36081.0,5602.0,15.0,A,A20,,1999,0,0,7005830,56953,542861,0,0,7116190,68509,53411,0,0,0,0,836580,69252,0,A20,,0,7659060,0,1104950,101101,0,0,0,0,0,0,25972,0,61685,0,2227530,11368.0,0,0,9,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.725062,11368.0,A20,A,1,AR,36081.0,,AR,1122789981999,A51,NY,11368.0,QUEENS,A51,,1304560.0,1d,2099.0,0.0,1d,2099.0,491117.0,3a,1999.0,13200.0,1d,2099.0,402414.0,3a,1999.0,12200.0,3a,1999.0,0.0,1d,2099.0,0.0,1d,2099.0,668430.0,1d,2099.0,10229.0,1b,2098.0,AR,PC,O,AR,A,IN,,0.0,1d,2099.0,0.0,1d,2099.0,0.0,1d,2099.0,109601.0,1d,2099.0,A51,A
14519,112336154,1996,185055,0,0,0,0,0,0,0,244622,244622,429677,412938,-90555,31500,0,21020,106846,128314,197401,0,0,0,0,0,0,0,0,0,0,0,0,0,244288,0,334,,429677,A65,,BILLIE HOLIDAY THEATRE INCORPORATED,,1368 FULTON ST,BROOKLYN,NY,11216-2630,0.0,3,3.0,1230.0,197602.0,1.0,,1.0,11.0,0.0,199706,10.0,6,,88.0,90.0,119.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36047.0,5602.0,15.0,A,A65,,1997,0,0,632942,0,781455,0,0,632942,0,0,0,0,9658,36258,-107294,16739,0,A65,,0,1414400,0,127364,0,0,0,0,0,0,0,0,0,0,0,429677,11216.0,0,0,9,9,1,9,,,,A,,1,1,1,,5600.0,,7,0.0491093,11216.0,A65,A,1,AR,36047.0,,AR,1123361541997,A65,NY,11216.0,BROOKLYN,A65,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,AR,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A65,A
14569,112393789,1997,32130,0,0,0,369,0,0,0,29853,29853,61983,64287,38496,0,0,40800,38496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29484,0,0,,61983,A65,,GOLD MOUNTAIN INSTITUTE FOR TRADITIONAL SHADOW THEATER INC,,33 47 91ST ST,JACKSON HEIGHTS,NY,11372-1749,0.0,3,3.0,2000.0,197702.0,1.0,,1.0,11.0,0.0,199803,10.0,3,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36081.0,5602.0,16.0,A,A65,,1998,0,0,112397,0,77576,0,0,115987,0,3590,0,0,0,0,40800,-2304,0,A65,,0,193563,369,0,0,0,0,0,0,0,0,0,0,0,0,61983,11372.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,,7,0.8985559999999999,11372.0,A65,A,1,AR,36081.0,,AR,1123937891998,A65,NY,11372.0,JACKSON HEIGHTS,A65,,0.0,3a,1998.0,0.0,3a,1998.0,38496.0,3b,1999.0,24632.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,21144.0,3b,1999.0,AR,PC,O,AR,A,IN,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,248.0,3b,1999.0,A65,A
