,EIN,DocCD,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,ARED,FRCD,ACCPER,SEC_NAME,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA,VERIFY
39239,271601574,91,201012,201151.0,29491337013051,A99,N,Y,0.0,1.0,2010,3.0,3.0,4.0,3,0.0,200000,0,0,0,0,0,0,172000,200000,172025,27975,172025,0,0,27975,0,0,0,0,0,27975,0,689,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,0,0,0,25,0,25,0,0,27975,0,0,27975,0,27975,0,0,0,0,0,0,0,0,0,0,13988,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,271601574201012,2716015742010,rtf10pf,10,0,0,10036.0,AVI CHAI HOUSE INC,TOMER INBAR,1133 AVE OF THE AMERICAS PATTERSON,NEW YORK,NY,10036-6710,0.0,3.0,2.0,201008.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.74983,B,A99,A,36061.0,5602.0,5600.0,
39381,272012537,91,201012,201121.0,93491132011281,A12,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,0.0,5000,1,0,0,0,0,0,1500,5001,2153,2848,1500,1,0,2848,0,0,0,0,1,2848,0,152,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,0,653,0,0,0,0,547,0,0,2848,0,2848,0,0,0,0,0,0,0,0,0,0,3078,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,272012537201012,2720125372010,rtf10pf,10,0,0,10012.0,MURREN FOUNDATION INC,PAUL L HUDSON III,334 BOWERY NO 4R,NEW YORK,NY,10012-0000,0.0,3.0,1.0,201009.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.24806,B,A12,A,36061.0,5602.0,5600.0,
39740,273071200,91,201012,201147.0,29491309042101,A40,N,Y,0.0,1.0,2010,2.0,4.0,4.0,3,0.0,337500,7,6164,0,0,0,0,0,343671,32734,310937,0,0,0,310937,0,0,0,0,0,310937,0,12942,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6171,6171,32734,32734,0,32734,31356,3903,0,258871,310937,0,310937,0,0,0,0,0,0,0,0,0,0,262774,0,1,0,0,0,1,0,0,0,0,0,388296,0,0,0,388296,388296,0,0,0,388296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,273071200201012,2730712002010,rtf10pf,10,0,0,10016.0,HARRISON FOUNDATION FOR ECOLOGY AND THE ARTS,SACKS,600 THIRD AVE,NEW YORK,NY,10016-1901,0.0,3.0,1.0,201105.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.6833199999999999,B,A1261,A,36061.0,5602.0,5600.0,
40433,276376618,91,201012,201149.0,29491330005031,F127,N,Y,0.0,1.0,2010,3.0,5.0,5.0,3,0.0,0,0,22386,1418,0,0,0,31500,23804,44509,-20705,41491,163035,0,979292,0,542617,225937,768554,0,1048555,6121,48706,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,166053,0,13009,3018,9991,3018,0,5000,0,134000,1048555,0,979292,1630,0,0,1500,0,500,0,2,368,1630,988960,47076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,276376618201012,2763766182010,rtf10pf,10,-368,0,10111.0,LIFE AFTER SUICIDE FOUNDATION,BESSEMER TRUST,630 FIFTH AVE,NEW YORK,NY,10111-0100,0.0,3.0,1.0,201005.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,12,ANDRA S PRESS TTEE,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.90801,A,A33,A,36061.0,5602.0,5600.0,
40629,300021188,91,201012,201147.0,93491318014411,A12,N,Y,0.0,1.0,2010,3.0,4.0,1.0,3,0.0,150,0,2647,0,0,0,0,0,2797,150,2647,0,2647,0,126919,0,89540,0,89540,1,125403,0,5891,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2647,0,150,0,0,0,0,32879,0,0,125403,0,126919,53,0,0,44,0,100,0,0,91,53,119620,5838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,300021188201012,3000211882010,rtf10pf,10,-91,0,10011.0,JOEL FAN FOUNDATION,JOEL FAN,161 W 15TH ST APT 2B,NEW YORK,NY,10011-6722,0.0,3.0,1.0,200305.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.02344,B,A12,A,36061.0,5602.0,5600.0,
40818,300114970,91,200912,201103.0,29491338095160,A20,N,Y,0.0,1.0,2009,3.0,1.0,4.0,3,0.0,450,0,0,0,0,115619,60000,0,116069,120613,-4544,0,0,0,1912,0,0,0,0,1456,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,120613,0,0,0,1912,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,300114970200912,3001149702009,rtf10pf,9,0,0,10016.0,PHILIPPINE FIESTA USA INC,FERNANDO MENDEZ,124 E 40TH ST RM 1004,NEW YORK,NY,10016-1766,0.0,3.0,1.0,200304.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.43128,B,A20,A,36061.0,5602.0,5600.0,
41146,300336003,91,201008,201141.0,29491260028201,A65,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,300336003201008,3003360032010,rtf10pf,10,0,0,10019.0,ROUGH RIDER USA,J EDWARD CECALA,440 W 57TH ST,NEW YORK,NY,10019-3051,0.0,3.0,2.0,200606.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,8,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.13949,B,A65,A,36061.0,5602.0,5600.0,
42432,311584853,91,201012,201148.0,29491309047211,A82Z,N,Y,0.0,1.0,2010,2.0,5.0,3.0,3,62.0,25850,47,0,0,0,0,0,0,25897,25113,784,0,0,0,503874,0,0,0,0,779941,503874,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,47,47,25113,25113,0,25113,25113,0,0,0,0,477977,-276067,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,311584853201012,3115848532010,rtf10pf,10,0,0,10021.0,PRESERVATION AMERICA,MARILYN MEYERS,907 FIFTH AVE STE 2A,NEW YORK,NY,10021-4156,0.0,3.0,2.0,199802.0,1.0,3.0,62.0,0.0,0.0,2.0,0.0,1.0,12,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.40775,A,A82,A,36061.0,5602.0,5600.0,
42483,311595881,91,200812,201143.0,29491281024131,A31Z,N,N,0.0,1.0,2008,3.0,3.0,5.0,3,994.0,621681,217,0,0,0,0,127000,0,621898,600181,21717,0,0,0,64872,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,600181,0,0,0,0,54872,0,0,0,0,64872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,311595881200812,3115958812008,rtf10pf,8,0,0,10014.0,URBANWORLD FOUNDATION INC,FEINSTEIN MGT,609 GREENWICH ST FL 6,NEW YORK,NY,10014-3610,0.0,3.0,1.0,199807.0,1.0,4.0,994.0,62.0,0.0,1.0,0.0,1.0,12,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.44693999999999995,B,A31,A,36061.0,5602.0,5600.0,
42499,311599286,91,201010,201117.0,29491099079221,A51,N,Y,0.0,1.0,2009,2.0,5.0,2.0,3,998.0,0,0,10633,0,0,0,0,0,10633,25027,-14394,16855,2461,10633,724662,0,257517,0,257517,6824,668003,0,32474,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,10633,10633,25027,8172,16855,8172,0,0,0,0,668003,0,717838,49,0,0,80,0,209,0,0,240,49,659380,0,10633,12438,40353,0,63424,16855,130682,52722,216673,416932,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,311599286201010,3115992862010,rtf10pf,10,-240,0,10013.0,SASSON SOFFER FOUNDATION INC,STELLA SANDS,78 GRAND ST,NEW YORK,NY,10013-2255,0.0,3.0,1.0,199903.0,1.0,3.0,998.0,0.0,0.0,1.0,0.0,1.0,10,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.83342,B,A51,A,36061.0,5602.0,5600.0,
42687,311631167,91,201012,201139.0,93491264002011,A25,N,Y,0.0,1.0,2010,3.0,5.0,2.0,3,0.0,5000,0,0,2078,0,0,0,0,7078,15481,-8403,0,0,0,555573,0,0,0,0,1,1126531,0,252,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2078,0,15481,2895,0,2895,166,2895,0,552375,1126531,0,555573,0,0,0,0,0,0,0,0,0,0,5108,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,311631167201012,3116311672010,rtf10pf,10,0,0,10012.0,REUBEN KADISH ART FOUNDATION,,PO BOX 618,NEW YORK,NY,10012-0012,0.0,3.0,2.0,199902.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.21306,B,A12,A,36061.0,5602.0,5600.0,
42922,311693404,91,201008,201113.0,29491071018211,A20,N,Y,0.0,1.0,2009,2.0,3.0,5.0,3,0.0,275400,69,119,-2797,0,71,0,228900,272862,319698,-46836,312713,204245,188,42549,0,0,0,0,0,42549,0,3174,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,204659,259,90798,414,83813,414,71,42549,0,0,42549,0,42549,2042,0,0,0,0,4000,0,62,1896,2042,64452,0,188,2956,1686,895,5725,83813,440094,6456,809,531172,42549,81311,34669,17255,175784,0,0,0,0,0,2116,1971,1124,597,5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,311693404201008,3116934042010,rtf10pf,10,-1896,0,10018.0,PIECE BY PIECE PRODUCTIONS INC,ANCHIN BLOCK & ANCHIN LLP,1375 BROADWAY,NEW YORK,NY,10018-7001,0.0,3.0,1.0,200006.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,8,SNUGHAPBOR PRODUCTIONS,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.06577000000000001,B,A20,A,36061.0,5602.0,5600.0,
42953,311704871,91,201012,201125.0,29491148195111,Q21,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,0.0,0,19,0,0,0,0,0,0,19,1378,-1359,0,0,0,7749,0,0,0,0,0,7749,0,412,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,19,19,1378,1378,0,1378,1378,886,0,0,7749,0,7749,0,0,0,0,0,0,0,0,0,0,8365,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,311704871201012,3117048712010,rtf10pf,10,0,0,10027.0,DONALD KEENE FOUNDATION FOR JAPANESE CULTURE,HUGH PATRICK,35 CLAREMONT AVE APT 10-S,NEW YORK,NY,10027-6815,0.0,3.0,2.0,200006.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.42432,A,A23,A,36061.0,5602.0,5600.0,
42970,311707800,91,201012,201116.0,29491092009071,A12,N,Y,0.0,1.0,2010,3.0,3.0,4.0,3,0.0,110176,0,0,0,0,0,0,86878,110176,89878,20298,86878,0,0,98661,0,0,0,0,91865,98661,0,5151,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3000,0,0,0,0,98661,0,0,98661,0,6796,0,0,0,0,0,0,0,0,0,0,104584,5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,311707800201012,3117078002010,rtf10pf,10,0,0,10065.0,ASSOCIATION DU MECENAT DE LINSTITUT,JOSEPH P CARROLL,200 EAST 66TH STREET D-1905,NEW YORK,NY,10065-9190,0.0,3.0,1.0,200007.0,1.0,15.0,0.0,0.0,0.0,1.0,200412.0,20.0,12,,A032,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.8892100000000001,A,A0323,A,36061.0,5602.0,5600.0,
43080,311735171,91,201106,201147.0,29491309017151,A60,N,Y,0.0,1.0,2010,3.0,4.0,1.0,3,0.0,0,276,0,0,0,0,0,1111,276,13282,-13006,13273,276,0,197547,0,0,0,0,0,197547,270,10026,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,276,0,12171,0,12162,0,0,197547,0,0,197547,0,197547,3,0,0,0,0,0,0,0,0,3,203565,10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,311735171201106,3117351712011,rtf10pf,11,3,0,10022.0,INSTITUTE FOR ACOUSTICS FOR THE PERFORMING ARTS,HERMAN KRAWITZ,333 E 57TH ST 4D,NEW YORK,NY,10022-2950,0.0,3.0,1.0,200102.0,1.0,4.0,0.0,0.0,0.0,1.0,200506.0,1.0,6,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7466,A,A60,A,36061.0,5602.0,5600.0,
43358,311811031,91,201004,201116.0,29491092007191,A20,N,Y,0.0,1.0,2009,3.0,3.0,4.0,3,0.0,0,13,0,0,0,66379,0,1000,221400,276677,-55277,276365,13,66067,25625,0,0,0,0,10118,25625,0,2284,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,155008,0,13,66379,275677,0,275365,0,312,23945,0,0,25625,0,15507,0,0,0,0,0,0,0,0,0,0,46374,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,311811031201004,3118110312010,rtf10pf,10,0,0,10016.0,THE GABARRON FOUNDATION INC,THE CARRIAGE HOUSE,149 E 38TH ST,NEW YORK,NY,10016-2604,0.0,3.0,2.0,200205.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.17951,B,A20,A,36061.0,5602.0,5600.0,
43370,311813545,91,201012,201134.0,93491223000361,T22,N,Y,0.0,25.0,2010,3.0,5.0,4.0,3,0.0,68638,1009,6,40204,0,1448,0,5500,111305,107427,3878,5500,0,0,658894,0,0,0,0,1,658894,0,26121,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,42667,2463,101927,101927,0,101927,101927,0,0,0,658894,0,658894,0,0,0,0,0,0,0,0,0,0,530373,26121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,311813545201012,3118135452010,rtf10pf,10,0,0,10007.0,BEVERLY WILLIS ARCHITECTURE FOUNDATION INC,BEVERLY WILLIS,6TH FLOOR,NEW YORK,NY,10007-0000,0.0,3.0,1.0,200202.0,1.0,4.0,0.0,0.0,0.0,1.0,201512.0,1.0,12,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.35241999999999996,A,A40,A,36061.0,5602.0,5600.0,
43879,316654721,91,201012,201147.0,93491314005111,A23,N,Y,0.0,1.0,2010,3.0,3.0,1.0,3,0.0,0,62,0,0,0,0,0,0,62,25322,-25260,25030,62,0,40897,0,0,0,0,1,40897,0,2548,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,62,62,25322,0,25030,0,292,7528,0,0,40897,0,40897,1,0,0,0,0,0,0,0,0,1,51736,0,0,178,1416,2587,4181,25030,0,41326,33641,99997,40897,66157,43278,69395,219727,0,0,0,0,0,0,0,0,0,0,0,1784,13552,5286,20622,0,0,0,0,0,62,470,1708,2587,4827,2010,316654721201012,3166547212010,rtf10pf,10,1,0,10280.0,LONG MARCH FOUNDATION,ZORFAS & KARESJIAN CPAS PC,21 S END AVE APT 521,NEW YORK,NY,10280-1063,0.0,3.0,1.0,200105.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,12,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.13802,B,A23,A,36061.0,5602.0,5600.0,
44122,320262014,91,201012,201147.0,93491319013401,N20,N,Y,0.0,1.0,2010,2.0,2.0,3.0,3,0.0,38089,0,0,0,0,0,0,0,38089,49784,-11695,48402,0,0,10297,0,0,0,0,1,10297,0,795,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,49784,1382,48402,1382,0,10297,0,0,10297,0,10297,0,0,0,0,0,0,0,0,0,0,16145,0,1,0,0,0,1,48402,58916,0,0,107318,1,21992,0,0,21992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,320262014201012,3202620142010,rtf10pf,10,0,0,10019.0,CURRENTS ART AND MUSIC INC,THE HOFFMAN LAW FIRM,100 W 57TH ST APT 7C,NEW YORK,NY,10019-3497,0.0,3.0,1.0,200908.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,12,CURRENTS,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.97246,A,A68,A,36061.0,5602.0,5600.0,
46161,342037021,91,201012,201123.0,29491141118221,A12,N,Y,0.0,1.0,2010,3.0,8.0,6.0,3,0.0,500000,612,787775,259831,0,63,334955,1047750,1548281,1669286,-121005,1488985,894071,0,24157839,0,0,0,0,0,29525878,0,1381055,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,0,0,1048218,0,621536,154147,441235,154147,0,984,0,23894654,29525878,0,24157839,8941,0,0,7839,0,0,0,16,0,8941,28041731,1372114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,342037021201012,3420370212010,rtf10pf,10,1118,0,11214.0,SLOMO AND CINDY SILVIAN FOUNDATION INC,DAN KOMANSKY,8845 19TH AVE,BROOKLYN,NY,11214-6008,0.0,3.0,1.0,200602.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.32161,B,A12,A,36047.0,5602.0,5600.0,
52399,382415253,91,201012,201149.0,29491148243171,,N,Y,0.0,1.0,2010,2.0,4.0,2.0,3,90.0,10000,0,12185,0,0,420,0,50285,22605,64696,-42091,50285,12605,0,322535,95567,0,108251,203818,0,322535,0,15885,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,12605,0,14411,0,0,0,0,7649,0,0,322535,0,322535,252,0,0,0,0,252,0,0,0,252,322535,15633,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,382415253201012,3824152532010,rtf10pf,10,0,0,10003.0,CENTER FOR ALTERNATIVE MEDIA AND CULTURE,AGS,200 PARK AVE S FL 8,NEW YORK,NY,10003-1526,0.0,3.0,1.0,198303.0,1.0,2.0,90.0,0.0,0.0,1.0,0.0,1.0,12,,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.77841,B,A30,A,36061.0,5602.0,5600.0,
52825,383126375,91,201012,201120.0,29491113076161,,N,Y,0.0,1.0,2010,2.0,1.0,1.0,3,92.0,302,0,0,0,0,1537,0,0,1839,2899,-1060,0,0,1537,875,0,0,0,0,0,875,0,-51,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,1537,2899,0,0,0,0,875,0,0,875,0,875,0,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,1537,0,0,0,0,0,1537,0,0,0,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,383126375201012,3831263752010,rtf10pf,10,0,0,11367.0,MOBIUS THE POETRY MAGAZINE,JEAN HULL HERMAN,PO BOX 671058,FLUSHING,NY,11367-7058,0.0,3.0,2.0,199406.0,1.0,3.0,92.0,0.0,0.0,1.0,0.0,1.0,12,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.42526,A,A33,A,36081.0,5602.0,5600.0,
54549,391688129,91,201012,201136.0,29491232073031,A20Z,N,Y,0.0,1.0,2010,2.0,6.0,6.0,3,123.0,1095000,2,0,0,1016305,0,198900,0,2111307,2360523,-249216,2374489,2,1016307,2595025,0,0,0,0,114651,2595025,0,1849,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,539763,2,1016307,2360523,0,2374489,0,0,451449,0,0,2595025,0,2480374,0,0,0,0,0,0,0,0,0,0,37537,0,1,0,0,0,1,2374489,1960063,2136982,1045722,7517256,0,0,0,0,0,0,0,0,0,0,1233,1208,1558,0,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,391688129201012,3916881292010,rtf10pf,10,0,0,10003.0,ENCOUNTER FOR CULTURE AND EDUCATION INC,,900 BROADWAY STE 601,NEW YORK,NY,10003-1237,0.0,3.0,1.0,200606.0,1.0,3.0,123.0,0.0,0.0,1.0,0.0,1.0,12,ENCOUNTER BOOKS,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.08918,A,A33,A,36061.0,5602.0,5600.0,
56550,412118617,91,201006,201129.0,29491183036021,A70,N,Y,0.0,1.0,2009,3.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,446,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,446,0,0,446,0,446,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,412118617201006,4121186172010,rtf10pf,10,0,0,11373.0,ELMHURST MEMORIAL REMEMBRANCE INC,THOMAS MCKENZIE,8036 CORNISH AVE,ELMHURST,NY,11373-3729,0.0,3.0,1.0,200405.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,6,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.17837999999999998,B,A70,A,36081.0,5602.0,5600.0,
56607,412229939,91,201012,201129.0,29491190002241,A63,N,Y,0.0,1.0,2010,2.0,2.0,3.0,3,0.0,70000,0,0,0,0,800,0,0,70800,79296,-8496,0,0,0,10368,0,0,0,0,680,10368,0,545,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,79296,79296,0,79296,0,8542,0,0,10368,0,9688,0,0,0,625,0,0,0,0,625,0,11061,0,1,0,0,0,1,0,0,0,0,0,0,0,3318,0,3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,412229939201012,4122299392010,rtf10pf,10,-625,0,10019.0,HERDING CATS DANCE FOUNDATION INC,TAG ASSOCIATES,75 ROCKEFELLER PLAZA 9TH FL,NEW YORK,NY,10019-6908,0.0,3.0,1.0,200707.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.89776,A,A62,A,36061.0,5602.0,5600.0,
