,CODE990,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
7017,2,133729495,1994,1993,6,6,60,3450000,5421,0,60000,0,0,5315,0,0,3520736,4617,3516119,82418,6119,122,6119,3516119,0,0,0,0,0,3516119,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ERIC & SALOME ESTORICK FND,NEW YORK,NY,10004-1403,A,A51,0.393096,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,4.0,,199501.0,199406,199406,NY,10004.0,NEW YORK,PF,O,AR,A,IN,,6,91.0,0.0,ONE BATTERY PARK PLZ,3.0,0.0,2000.0,% WINTHROP STIMSON PUTNAM & ROBERTS,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A51,A,,
7092,3,133747492,1994,1993,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,INTL CTR DESIGN ART TO GOD TO WORLD & TO MAN,NEW YORK,NY,10022-6601,A,A20,0.600965,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199505.0,199406,199406,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,6,119.0,63.0,845 THIRD AVE 12TH FL,3.0,199806.0,1000.0,WOLF POPPER LLP,1.0,13.0,10.0,0.0,1.0,ORLD AND TO MAN INC,A,AR,AR,AR,3.0,,,,,,,A20,A,,
7130,3,133753037,1994,1994,1,0,124,0,0,0,0,0,0,0,0,0,0,131,-131,131,0,0,0,1369,0,0,0,0,1500,1369,0,0,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,PUBLIC OPINION,NEW YORK,NY,10022-4168,Z,Z99,0.603567,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199408.0,199412,199412,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,125.0,0.0,60 SUTTON PL S STE 3DS,3.0,0.0,1000.0,% MICHAEL BARNETT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
7172,3,133781874,1994,1994,1,1,60,1800,0,0,0,0,0,0,0,0,1800,1800,0,0,0,0,0,3000,0,0,0,0,500,3000,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,COBY FND,NEW YORK,NY,10021-7032,A,A51,0.181376,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199503.0,199412,199412,NY,10021.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,20 E 65TH ST,3.0,0.0,1000.0,MILBANK TWEED HADLEY & MCCLOY,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A51,A,,
7177,3,133787051,1994,1994,1,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4995,0,0,0,0,4995,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FELISSIMO FND,NEW YORK,NY,10019-3801,Z,Z99,0.936148,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,199409.0,199412,199412,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,10 W 56TH ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
7258,3,135635801,1994,1994,8,6,200,1646827,36794,46705,337860,0,0,930261,61800,0,2998447,2215280,783167,2091884,296288,2963,894337,16737984,0,4620561,0,4620561,307970,17312501,0,323367,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ADIRONDACK HIST ASSOC,NEW YORK,NY,10022-5802,Z,Z99,0.6675810000000001,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,15.0,,199210.0,199412,199412,NY,10022.0,NEW YORK,PC,O,UN,Z,IN,,12,0.0,0.0,477 MADISON AVE,3.0,199612.0,1000.0,% YOHALEM GILLMAN & CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A54,A,,
7272,3,136000245,1994,1993,1,3,119,50900,0,0,0,0,781,0,0,100,51681,57095,-5414,57095,0,0,0,1304,0,0,0,0,19959,1304,198,198,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,BALLET SOC,NEW YORK,NY,10023-3101,Z,Z99,0.279092,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,194710.0,199406,199406,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,6,59.0,927.0,5 W 73RD ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A63,A,,
7289,3,136019220,1994,1993,4,4,119,282799,0,11811,0,0,0,124935,35969,12185,419545,368577,50968,231001,7776,156,9924,238451,88062,0,0,88062,79310,243301,0,5255,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,POETRY SOC AMERICA,NEW YORK,NY,10003-1705,Z,Z99,0.9973209999999999,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,193705.0,199409,199409,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,3000.0,,1.0,13.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A0370,A,,
7332,3,136031962,1994,1994,5,4,602,0,0,39568,0,-16035,0,0,10861,100128,23533,111433,-87900,101326,29320,293,0,803576,0,0,0,0,0,865933,0,46643,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,AL CROWLEY TRUST FBO NEIGHBORHOOD PLAYHOUSE,NEW YORK,NY,10017-2014,Z,Z99,0.762206,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,197302.0,199412,199412,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,270 PARK AVE 27TH FL,3.0,0.0,1000.0,% CHEMICAL BANK ADMIN SERV DEPT,1.0,13.0,1.0,0.0,2.0,T-15246,Z,UN,UN,OT,3.0,,,,,,,A61,A,,
7416,3,136059836,1994,1994,5,4,161,515,660,48176,46254,0,0,0,0,111500,95605,128487,-32882,114861,83594,1672,0,726738,394262,193849,125653,713764,0,778810,0,40031,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,HIST RES FND,NEW YORK,NY,10036-2501,Z,Z99,0.09864049999999999,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196204.0,199412,199412,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,180.0,59.0,1185 AVE OF THE AMERICAS,3.0,0.0,2000.0,% ARTHUR ANDERSON,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1282,A,,
7477,3,136066265,1992,1992,1,1,161,0,219,0,0,0,0,0,0,5000,219,11184,-10965,10167,0,0,0,4655,0,0,0,0,0,4655,0,499,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,COLT ARCHAEOLOGICAL INST,NEW YORK,NY,10178-0037,Z,Z99,0.224779,36061.0,10178.0,10178.0,5602.0,5600.0,36061.0,,,,199212,199212,NY,10178.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A70,A,,
7481,3,136066414,1994,1994,1,1,602,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,159,0,0,0,0,0,0,0,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,JOSEPH M MAY MEM ASSOC,NEW YORK,NY,10170-0000,Z,Z99,0.312386,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,4.0,,195508.0,199412,199412,NY,10170.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,420 LEXINGTON AVE RM 2817-20,3.0,0.0,1000.0,% JACOBS EVALL & BLUMENFELD,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
7678,3,136085361,1994,1993,4,4,602,260000,0,18213,0,0,0,0,0,260000,278213,260000,18213,260000,18213,364,0,423732,0,23758,0,23758,0,525212,0,25692,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,WARNER COMMUNICATIONS FND,NEW YORK,NY,10020-1401,Z,Z99,0.788404,36061.0,10020.0,10020.0,5602.0,5600.0,36061.0,4.0,,6012.0,199405,199405,NY,10020.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,1271 AVE OF THE AMERICAS 41ST FL,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
7720,3,136086859,1994,1994,9,9,602,0,1218044,32073676,0,-1795316,0,0,370000,43002040,31496404,48632988,-17136584,47452168,32069254,320693,0,756689830,49692567,572723466,116733350,739149383,9768020,756689830,0,35999478,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,LILA WALLACE READERS DIGEST FND,NEW YORK,NY,10016-5603,Z,Z99,0.168713,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196004.0,199412,199412,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,2 PARK AVE 23RD FLR,3.0,0.0,1000.0,% CFO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
7765,3,136089816,1994,1993,4,5,602,849130,15939,0,0,0,0,4533,0,802183,869602,802183,67419,802183,0,0,0,362441,0,0,0,0,0,367402,0,16485,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,VIACOM FND,NEW YORK,NY,10036-5701,Z,Z99,0.517567,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,195508.0,199410,199410,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,10,0.0,0.0,1515 BROADWAY,3.0,0.0,1000.0,VIACOM INTERNATIONAL INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
7871,3,136096069,1994,1994,6,5,908,29062,0,57477,165243,0,0,64617,0,34100,316399,107336,209063,58125,222720,4454,72883,1272540,0,0,0,0,4704,1402874,0,70280,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,DAUGHTERS CINCINNATI,NEW YORK,NY,10022-1909,Z,Z99,0.26813200000000004,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,194308.0,199412,199412,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,0.0,122 E 58TH ST,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
8184,3,136115059,1993,1993,4,3,59,0,0,29834,38,0,0,0,0,19335,29872,21087,8785,19398,29273,585,29195,396749,0,219971,50001,269972,0,750369,25183,34771,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,LITERARY SOC FND,NEW YORK,NY,10028-0002,Z,Z99,0.749552,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,4.0,,194705.0,199312,199312,NY,10028.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 155 GRACIE STA,3.0,0.0,2000.0,HANS SCHUMACHER,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
8250,3,136118881,1994,1994,2,1,561,0,338,0,0,0,0,26,0,300,364,374,-10,300,290,3,290,16835,0,0,0,0,0,16835,0,836,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,BELGIAN SOC BENEVOLENCE,NEW YORK,NY,10024-1719,Z,Z99,0.907489,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,194208.0,199412,199412,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,767 FIFTH AVE 28TH FLR,3.0,0.0,1000.0,% SOCFIN US INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
8287,3,136121046,1994,1994,3,1,119,0,874,0,0,0,0,0,0,0,874,786,88,0,328,3,88,57764,0,0,0,0,3000,57764,1290,1293,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NAT ARTS FND,NEW YORK,NY,10166-0005,Z,Z99,0.112729,36061.0,10166.0,10166.0,5602.0,5600.0,36061.0,4.0,,195204.0,199412,199412,NY,10166.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,561.0,200 PARK AVE KIESEL,1.0,0.0,2100.0,% WHITMAN & RANSOM,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,
8372,3,136127858,1995,1994,1,1,119,165,0,0,0,0,0,0,0,0,165,65,100,65,0,0,0,153,0,0,0,0,0,153,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,BELGIAN ART FND IN UNITED STATES,NEW YORK,NY,10019-3323,Z,Z99,0.8877520000000001,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,196202.0,199505,199505,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,146 W 57TH ST APT 43 A,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
8422,3,136133259,1994,1994,1,1,602,0,43,0,0,0,0,0,0,0,43,25,18,0,18,1,18,1773,0,0,0,0,0,1773,0,87,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,IRISH EMIGRANT SOC NEW YORK,NEW YORK,NY,10017-6904,Z,Z99,0.828219,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,194503.0,199412,199412,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,5 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
8438,3,136135409,1993,1992,1,0,602,0,0,0,0,0,0,0,0,2665,0,2665,-2665,2665,0,0,0,84,0,0,0,0,0,84,0,70,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,CINEMA FND,NEW YORK,NY,10017-5405,Z,Z99,0.503851,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,6303.0,199310,199310,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,10,561.0,0.0,50 E 42ND ST RM 515,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,
8468,3,136139518,1994,1994,7,6,40,105906,12146,138706,104081,0,0,1200489,114418,45700,1561328,712303,849025,213819,988259,19765,454,6226425,977707,2596540,147347,3721594,111845,6124970,0,250309,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,KURT WEILL FND MUSIC,NEW YORK,NY,10003-1106,Z,Z99,0.140191,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,196407.0,199412,199412,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,0.0,7 E 20TH ST,3.0,0.0,1200.0,% HOROWITZ COLEMAN & WALDMAN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
8546,2,136149781,1993,1992,6,5,59,500,183531,105431,28965,0,0,42054,0,1740,387233,213116,174117,147198,281511,5630,312964,3733318,0,553985,881907,1435892,85748,3789939,0,182807,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,PERFORMING ARTS FND,NEW YORK,NY,10016-0570,Z,Z99,0.24605100000000002,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,3.0,,196411.0,199308,199308,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,8,602.0,0.0,21 E 40TH ST RM 1006,3.0,0.0,1200.0,% SPITZ & EDELSTEIN CPAS,1.0,13.0,1.0,0.0,3.0,,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,
8626,3,136157956,1994,1994,2,2,59,10900,145,0,0,0,0,0,0,10700,11045,11133,-88,11129,145,3,0,11977,0,0,0,0,0,11977,0,583,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,LARCHMONT CHAMBER MUSIC CIRCLE,NEW YORK,NY,10036-2601,Z,Z99,0.544084,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196404.0,199412,199412,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1185 AVE OF AMERICAS,3.0,0.0,2000.0,% LILLIE BERNSTEIN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,
8783,3,136161473,1994,1994,1,1,119,2545,42,0,0,0,0,0,0,0,2587,45,2542,0,0,0,0,7286,0,2465,0,2465,1548,5001,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,EDWARD F & HILDA S KOOK ARTS THEATRE FND,NEW YORK,NY,10106-0001,Z,Z99,0.245646,36061.0,10106.0,10106.0,5602.0,5600.0,36061.0,4.0,,194909.0,199412,199412,NY,10106.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,59.0,1995 BROADWAY,3.0,0.0,2300.0,% BUDD H GIBBS ESQ,1.0,13.0,1.0,0.0,1.0,TION INC,Z,UN,UN,OT,3.0,,,,,,,A1265,A,,
8824,3,136161674,1994,1994,5,5,60,492896,3077,0,0,0,15249,5033,0,27147,516255,146776,369479,115451,3077,62,0,960055,0,0,0,0,8587,945707,0,8931,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NICHOLAS ROERICH MUS,NEW YORK,NY,10025-2715,Z,Z99,0.350062,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,199404.0,199412,199412,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,319 W 107TH,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
8915,3,136163969,1993,1993,4,3,59,4199,0,7265,44032,0,0,13334,0,9000,68830,26617,42213,14874,45182,904,29016,253173,0,246120,0,246120,0,340760,0,16425,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,SOC DAUGHTERS HOLLAND DAMES,NEW YORK,NY,10021-6591,Z,Z99,0.55614,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,194211.0,199312,199312,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,17 STEVENS ST,3.0,0.0,1000.0,% BARBARA HARNESS,1.0,22.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
8920,3,136164757,1994,1993,5,5,602,0,2133,15423,0,0,103372,118675,0,109365,239603,334305,-94702,332804,16055,321,16055,879368,0,89720,0,89720,118830,982197,0,50933,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,SOC FRIENDLY SONS ST PATRICK IN CITY NEW Y,NEW YORK,NY,10005-3601,Z,Z99,0.8966200000000001,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,194506.0,199403,199403,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,3,0.0,0.0,80 WALL ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,HE CITY OF NEW Y,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
8971,3,136168827,1994,1994,4,3,602,49474,0,0,0,0,0,9291,0,0,58765,29091,29674,24451,4776,96,6455,160103,0,0,0,0,0,200941,0,9926,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,EDWARD ALBEE FND,NEW YORK,NY,10016-6823,Z,Z99,0.23208099999999998,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196412.0,199412,199412,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,192 LEXINGTON AVE 1100,3.0,0.0,1000.0,% A KOZAK CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,
9326,3,136227356,1994,1994,2,2,119,2900,335,0,0,0,0,5000,0,0,10760,2397,8363,0,0,0,0,13317,0,0,0,0,0,13317,0,496,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,DANCE PERSPECTIVES FND,NEW YORK,NY,10022-6472,Z,Z99,0.0439698,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196709.0,199412,199412,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,59.0,400 E 50TH ST 3A,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,
9444,3,136274647,1993,1992,5,3,119,0,628,22940,0,-20245,0,0,0,12000,3323,15256,-11933,14740,20828,417,0,644566,149989,2038,52955,204982,0,467268,0,22794,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,SWANN COLLECTION CARRICUTURE & CARTOON,NEW YORK,NY,10022-4503,Z,Z99,0.552367,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196712.0,199309,199309,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,9,59.0,0.0,641 LEXINGTON AVE,3.0,0.0,1230.0,% HENRY J GOLDSCHMIDT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,
9522,3,136625578,1994,1993,4,3,602,8324,5948,0,0,-6474,0,0,0,20500,7798,21367,-13569,20500,5948,59,5948,120105,0,0,0,0,8600,112365,0,5870,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,AMER SOC JOURNALISTS & AUTHORS CHARITABLE TRUST,NEW YORK,NY,10036-5501,Z,Z99,0.552092,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,198810.0,199408,199408,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,1501 BROADWAY STE 305,3.0,199308.0,1000.0,,1.0,13.0,1.0,0.0,1.0,ABLE TRUST,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
9533,3,136734265,1994,1994,4,4,602,0,1026,21725,0,-1610,0,0,7395,25833,21141,33414,-12273,25947,15284,153,0,455149,134788,232180,50346,417314,0,498119,0,25299,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,TRUST U W CARL OTTO VONKIENBUSCH B O PHILADELPHIA MUS ART,NEW YORK,NY,10005-2502,Z,Z99,0.157329,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,197806.0,199412,199412,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,ONE WALL ST TAX DEPT 28TH FLR,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,2.0,A MUSEUM OF ART,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
9559,3,136814491,1994,1993,8,8,602,0,68667,1602159,350403,0,0,0,205998,1285150,2021229,1673810,347419,1492729,1875148,37503,0,24760091,10451681,9703668,2808416,22963765,0,29046020,0,1474302,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,FRANCES & EDWIN COMMINGS MEM,NEW YORK,NY,10017-6102,Z,Z99,0.8404290000000001,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,198403.0,199407,199407,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,501 FIFTH AVE STE 708,3.0,0.0,1000.0,% THE BANK OF NEW YORK TAX DEPT,1.0,13.0,1.0,0.0,6.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
9827,3,137024057,1994,1993,2,6,59,1000000,0,0,0,0,0,0,0,978065,1000000,1005779,-5779,354774,0,0,0,20185,0,0,0,0,25964,20185,0,2721,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,FND INDEPENDENT MEDIA,NEW YORK,NY,10106-3899,Z,Z99,0.55702,36061.0,10106.0,10106.0,5602.0,5600.0,36061.0,4.0,,9402.0,199411,199411,NY,10106.0,NEW YORK,PF,O,UN,Z,IN,,11,0.0,0.0,888 SEVENTH AVE,3.0,0.0,1000.0,% SCHULTE ROTH & ZABEL,1.0,13.0,1.0,0.0,2.0,SOROS GEORGE & SUSAN W ET AL TTEE,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
9860,3,137045257,1994,1994,2,5,602,660180,0,0,0,0,0,0,0,665180,660180,665180,-5000,665180,0,0,0,21590,0,0,0,0,16590,11590,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MOSAIC FND,NEW YORK,NY,10017-3102,Z,Z99,0.34647100000000003,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199502.0,199412,199412,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,230 PARK AVE 1567,3.0,0.0,1000.0,% OCONNOR MURPHY RYAN & SEITZ,1.0,13.0,1.0,0.0,2.0,SEITZ HOWARD G TTEE,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
11095,3,222436291,1994,1993,1,2,29,14000,0,0,0,0,0,0,0,0,14000,12667,1333,12667,0,0,0,2784,0,0,0,0,0,2784,0,299,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,AMER FRIENDS ITALIAN JEWRY,NEW YORK,NY,10019-3301,Z,Z99,0.556247,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,198305.0,199410,199410,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,10,994.0,0.0,152 W 57TH ST,3.0,198310.0,1000.0,% KOENIG RATNER & MOTT PC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1123,A,,
