,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,NTEE1,NTEE4,nteecc,RandNum,zipnew,ZIP5,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
68428,133394302,1995,0,66765,0,0,990,0,0,0,27523,27523,94288,91159,32301,0,0,29172,32301,0,0,32301,0,0,0,0,0,0,0,0,0,0,0,0,26533,0,0,,94288,A40Z,,AMERICAN INSTITUTE OF GRAPHIC ARTS,% KATHLEEN ROW,476 BROADWAY 7TH FLR,NEW YORK,NY,10013-2621,9221.0,3,9.0,2000.0,199104.0,1.0,,5.0,13.0,199109.0,10.0,9,NEW YORK CHAPTER,65.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A40,1996,A,A40Z,A40,0.990799,10013.0,10013.0,5600.0,36061.0,,AR,1996,A40,199609,NY,10013.0,NEW YORK,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
68429,133390784,1995,49020,0,0,0,63,2207,48612,30774,148724,59569,197744,182344,-30670,22732,0,92460,30628,49375,61298,0,0,0,0,0,0,0,0,0,0,0,0,0,67775,0,0,,108589,A62Z,,AMERICAN TAP DANCE ORCHESTRA INC,% BRENDA BUFALINO,463 W ST APT H 525,NEW YORK,NY,10014-2010,0.0,3,3.0,2000.0,198803.0,1.0,,1.0,13.0,199203.0,10.0,6,,90.0,994.0,119.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,0,1,4,1,36061,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.430465,10014.0,10014.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10014.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
68432,133389923,1995,242000,0,0,0,0,0,0,0,2329,2329,244329,53715,-1699,0,0,119605,309969,311918,311668,-1699,0,0,0,0,0,0,0,0,0,0,0,0,2329,0,0,,244329,T30Z,,THE TEREZIN FOUNDATION INC,,262 CENTRAL PARK WEST,NEW YORK,NY,10024-3512,0.0,3,3.0,1000.0,198703.0,1.0,,1.0,13.0,0.0,10.0,10,,122.0,0.0,0.0,B9710,,,IN,S,ZD,T,PC,2,2,1,2,1,0,1,6,1,36061,5602.0,15.0,T,T30,1996,T,T30Z,T30,0.501421,10024.0,10024.0,5600.0,36061.0,,PU,1996,T30,199610,NY,10024.0,NEW YORK,A31,,,,T,PU,OT,PC,S,ZD,,IN,,A31,A
68435,133391844,1995,190682,0,0,0,108,33807,827,656,314006,313179,504688,420918,92588,0,0,120741,138514,51321,45926,0,0,0,0,0,0,0,0,0,0,0,5504,54271,171124,50514,13775,,444086,A65Z,,MANHATTAN CLASS COMPANY INC,,120 W 28TH ST,NEW YORK,NY,10001-6109,0.0,3,3.0,2000.0,198708.0,1.0,,1.0,13.0,0.0,10.0,6,,90.0,149.0,0.0,B9710,,,IN,O,AR,A,PC,2,3,2,2,1,1,1,6,1,36061,5602.0,16.0,A,A65,1996,A,A65Z,A65,0.49110299999999996,10001.0,10001.0,5600.0,36061.0,,AR,1996,A65,199606,NY,10001.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
68437,133389566,1995,40517,20357,0,0,2162,0,0,0,29347,29347,90221,72573,50173,0,0,85502,80470,30297,30297,0,0,0,0,0,0,0,0,0,0,0,0,22680,0,4505,0,,67541,A82Z,,THE HISTORIC DISTRICTS COUNCIL INC,,45 W 67TH ST,NEW YORK,NY,10023-6257,0.0,3,3.0,1000.0,198703.0,1.0,,1.0,13.0,199003.0,10.0,3,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A82,1996,A,A82Z,A82,0.18951199999999999,10023.0,10023.0,5600.0,36061.0,,AR,1996,A82,199603,NY,10023.0,NEW YORK,A82,,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
68440,133392963,1995,233271,0,0,0,589,0,3273,1949,120049,116776,353320,288886,65370,0,0,14287,69844,10078,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,114238,0,0,,350047,A68Z,,BANG ON A CAN INC,MOSES & SCHREIBER,222 E 5TH ST RM 16,NEW YORK,NY,10003-8568,0.0,3,3.0,1000.0,198801.0,1.0,,1.0,13.0,0.0,10.0,8,,89.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36061,5602.0,15.0,A,A68,1996,A,A68Z,A68,0.6544369999999999,10003.0,10003.0,5600.0,36061.0,,AR,1996,A68,199608,NY,10003.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
68447,132898806,1995,32359,0,0,0,0,0,0,0,32900,32900,65259,63687,1584,0,0,8817,9609,8805,8025,0,0,0,0,0,0,0,0,0,0,0,0,0,32900,0,0,,65259,A68Z,,POMERIUM MUSICES INCORPORATED,,375 RIVERSIDE DR STE 10E,NEW YORK,NY,10025-2148,0.0,3,3.0,1000.0,197707.0,1.0,,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A68,1996,A,A68Z,A68,0.0356194,10025.0,10025.0,5600.0,36061.0,,AR,1996,A68,199608,NY,10025.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
68449,132903180,1995,20000,0,0,0,0,0,0,0,44254,44254,64254,66911,25388,0,0,28043,25388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44254,0,0,,64254,A6CZ,,NEW YORK VOCAL ARTS ENSEMBLE,,12 W 72ND ST STE 24B,NEW YORK,NY,10023-4167,0.0,3,3.0,2000.0,198206.0,1.0,,1.0,13.0,0.0,10.0,8,,89.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A6C,1996,A,A6CZ,A6C,0.065732,10023.0,10023.0,5600.0,36061.0,,AR,1996,A6C,199608,NY,10023.0,NEW YORK,A6B,,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
68452,132898796,1995,18260,0,0,0,982,0,0,0,75982,75982,94242,87759,20598,0,0,23948,41081,9833,20483,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,,94242,A60Z,,MIDTOWN ARTS COMMON AT SAINT PETERS CHURCH,,619 LEXINGTON AVE,NEW YORK,NY,10022-4610,0.0,3,3.0,2000.0,197708.0,1.0,,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A60,1996,A,A60Z,A60,0.966347,10022.0,10022.0,5600.0,36061.0,,AR,1996,A60,199608,NY,10022.0,NEW YORK,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
68465,133017782,1995,122400,0,0,0,159,0,0,0,48731,48731,171131,133032,57223,0,0,19127,57223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38572,0,0,,171131,A91B,,OUTWARD VISIONS INC,,161 W 54TH ST 1403,NEW YORK,NY,10019-5361,0.0,3,3.0,1000.0,198008.0,1.0,,1.0,13.0,0.0,10.0,5,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,4,1,36061,5602.0,10.0,A,A91,1996,A,A91B,A91,0.9739030000000001,10019.0,10019.0,5600.0,36061.0,,AR,1996,A91,199605,NY,10019.0,NEW YORK,A02,6C,,,A,AR,AR,PC,O,AR,A,IN,,A026C,A
68466,133019799,1995,44617,0,0,0,2127,0,0,0,27550,27550,72167,60273,28471,0,0,30292,30240,13715,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,25423,0,0,,72167,A62Z,,NEW LIFE DANCE INC,,PO BOX 834,NEW YORK,NY,10009-0834,0.0,3,3.0,1000.0,198008.0,1.0,,1.0,13.0,0.0,10.0,6,,995.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A62,1996,A,A62Z,A62,0.361263,10009.0,10009.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10009.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
68468,133191398,1996,451871,0,0,0,3719,0,0,0,3719,3719,455590,400616,311852,23500,0,256878,323230,0,11378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,455590,P84Z,B00K,ITALIAN AMERICAN COMMITTEE ON EDUCATION INC,,22 E 38TH ST 3RD FLR,NEW YORK,NY,10016-2502,0.0,3,3.0,1000.0,198509.0,1.0,,1.0,13.0,0.0,10.0,12,,59.0,37.0,30.0,B9710,,,IN,O,HS,P,PC,2,2,2,2,1,1,1,6,1,36061,5602.0,11.0,P,P84,1996,P,P84Z,P84,0.339248,10016.0,10016.0,5600.0,36061.0,,HU,1996,A70,199612,NY,10016.0,NEW YORK,A70,,,,P,HU,HU,PC,O,HS,P,IN,,A70,A
68471,133193376,1996,118955,0,0,0,67,10130,0,0,11512,11512,130467,115463,32217,33500,0,16569,34390,0,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,11445,0,0,,130467,A65Z,G41Z,THEATRE BY THE BLIND CORP,,306 W 18TH ST,NEW YORK,NY,10011-4430,0.0,3,3.0,1000.0,198408.0,1.0,,1.0,13.0,0.0,10.0,7,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36061,5602.0,15.0,A,A65,1997,A,A65Z,A65,0.844457,10011.0,10011.0,5600.0,36061.0,,AR,1997,A65,199707,NY,10011.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
68472,133194069,1995,3000,0,0,0,32,0,0,0,57305,57305,60305,64179,816,0,0,4690,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57273,0,0,,60305,A24Z,A33Z,FAST FOLK MUSICAL MAGAZINE INC,,41 N MOORE STREET,NEW YORK,NY,10013-2440,0.0,3,3.0,1000.0,198506.0,1.0,,1.0,13.0,0.0,10.0,10,,92.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A24,1996,A,A24Z,A24,0.639259,10013.0,10013.0,5600.0,36061.0,,AR,1996,A24,199610,NY,10013.0,NEW YORK,A20,,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
68474,133192653,1996,130885,0,0,0,0,0,0,0,92890,92890,223775,221779,16408,77000,0,14412,16408,0,0,16408,0,0,0,0,0,0,0,0,0,0,0,0,90988,1902,0,,223775,A76Z,,NEW YORK IS BOOK COUNTRY INC,,50 E 89TH ST STE 20E,NEW YORK,NY,10128-1225,0.0,3,3.0,2000.0,198604.0,1.0,,1.0,13.0,0.0,10.0,12,,92.0,65.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36061,5602.0,15.0,A,A76,1996,A,A76Z,A76,0.396853,10128.0,10128.0,5600.0,36061.0,,AR,1996,A76,199612,NY,10128.0,NEW YORK,A70,,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
68476,133193351,1996,67057,0,0,0,705,0,0,0,7418,7418,74475,79803,18635,0,0,23963,18635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6468,0,245,,74475,A82I,,FRIENDS OF THE UPPER EAST SIDE HISTORIC DISTRICT INC,,20 E 69TH ST,NEW YORK,NY,10021-4922,0.0,3,3.0,2000.0,198402.0,1.0,,1.0,13.0,0.0,10.0,12,,402.0,119.0,149.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A82,1996,A,A82I,A82,0.786877,10021.0,10021.0,5600.0,36061.0,,AR,1996,A82,199612,NY,10021.0,NEW YORK,A11,80,,,A,AR,AR,PC,S,ZA,,IN,,A1180,A
68480,133193101,1996,9700,0,0,0,0,0,0,0,21964,21964,31664,21620,-13556,0,0,4933,2291,28533,15847,0,0,0,0,0,0,0,0,0,0,0,0,0,21964,0,0,,31664,A62Z,,CODA CHOREOGRAPHERS ORGANIZATION INC,,238 W 20TH 1D,NEW YORK,NY,10011-3517,0.0,3,3.0,1000.0,198403.0,1.0,,1.0,13.0,198512.0,10.0,12,,90.0,994.0,119.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,0,1,6,1,36061,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.11879400000000001,10011.0,10011.0,5600.0,36061.0,,AR,1996,A62,199612,NY,10011.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
68482,133462091,1995,57390,0,0,0,0,4606,0,0,54584,54584,111974,73441,43849,0,0,5916,44878,600,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,54584,0,0,,111974,A62Z,,PETER PUCCI PLUS DANCERS INC,,873 BROADWAY,NEW YORK,NY,10003-1231,0.0,3,3.0,2000.0,199309.0,1.0,,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,1,2,1,1,1,6,1,36061,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.8462370000000001,10003.0,10003.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10003.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
68483,133461302,1996,0,0,0,0,0,0,0,0,58525,58525,58525,88455,49803,0,0,81293,51223,1560,1420,66414,0,0,0,0,0,0,0,0,0,0,0,0,58525,0,0,,58525,A6DZ,,LRP RECORD PRODUCTION CORPORATION,% M LIBERMAN,32 W 22ND ST 2ND FL,NEW YORK,NY,10010-5817,0.0,3,3.0,1000.0,198911.0,1.0,,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A6D,1996,A,A6DZ,A6D,0.9096129999999999,10010.0,10010.0,5600.0,36061.0,,AR,1996,A6D,199612,NY,10010.0,NEW YORK,A68,,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
68489,133465285,1995,23325,0,0,0,0,0,0,0,51645,51645,74970,62390,3332,0,0,6108,10118,15356,6785,0,0,0,0,0,0,0,0,0,0,0,0,0,51645,0,0,,74970,A65Z,,DOWNTOWN ART CO,,BOX 707 COOPERSTATION,NEW YORK,NY,10276-0707,0.0,3,3.0,1000.0,199310.0,1.0,,1.0,13.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.370136,10276.0,10276.0,5600.0,36061.0,,AR,1996,A65,199606,NY,10276.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
68492,133464919,1996,45219,0,0,0,0,0,0,0,0,0,45219,46975,-15093,0,0,1663,885,15000,15978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45219,A42Z,,WORLD PRESS PHOTO USA FOUNDATION INC,% RABOBANK NEDERLAND,245 PARK AVE,NEW YORK,NY,10167-0002,0.0,3,3.0,1000.0,198909.0,1.0,,1.0,13.0,0.0,20.0,12,,91.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,0,0,1,6,0,36061,5602.0,15.0,A,A42,1996,A,A42Z,A42,0.44714799999999993,10167.0,10167.0,5600.0,36061.0,,AR,1996,A42,199612,NY,10167.0,NEW YORK,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
68493,133466739,1996,0,62509,0,0,0,0,0,0,2457,2457,64966,63024,1187,0,0,11769,16669,12524,15482,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,0,0,,64966,A31Z,,NEW YORK LESBIAN & GAY EXPERIMENTAL FILM FESTIVAL,% JIM HUBBARD,341 LAFAYETTE ST 169,NEW YORK,NY,10012-2417,0.0,3,3.0,1200.0,199303.0,1.0,,1.0,13.0,0.0,10.0,12,,64.0,90.0,119.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A31,1996,A,A31Z,A31,0.203879,10012.0,10012.0,5600.0,36061.0,,AR,1996,A31,199612,NY,10012.0,NEW YORK,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
68494,133468487,1995,11347,14581,0,0,245,0,0,0,54372,54372,80300,73966,26154,0,0,19820,26154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54217,0,0,,80300,A24Z,A68Z,COUNTRY DANCE & SONG SOCIETY INC,HEATHER WOOD,817 BROADWAY 6TH FLR,NEW YORK,NY,10003-4709,9228.0,3,9.0,1000.0,199305.0,1.0,,5.0,13.0,0.0,10.0,5,FOLK MUSIC SOCIETY OF NY INC,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A24,1996,A,A24Z,A24,0.677952,10003.0,10003.0,5600.0,36061.0,,AR,1996,A24,199605,NY,10003.0,NEW YORK,A24,,,,A,AR,AR,PC,O,AR,A,IN,,A24,A
68498,133467948,1995,374278,0,0,0,14181,42682,0,0,128073,128073,502351,278908,549201,0,0,372978,554561,14612,5360,0,0,0,0,0,0,0,0,0,0,0,0,32608,12486,68798,0,,469743,A65Z,,52ND STREET PROJECT INC,,500 W 52ND ST 2ND FL,NEW YORK,NY,10019-5060,0.0,3,3.0,1000.0,199312.0,1.0,,1.0,13.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3,3,2,2,1,1,1,6,1,36061,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.176892,10019.0,10019.0,5600.0,36061.0,,AR,1996,A65,199606,NY,10019.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
68502,132672755,1995,967790,0,779,450,68113,26418,0,0,818811,818361,1786600,1711740,1477130,138400,0,1539040,1545720,820949,68589,0,0,0,0,0,0,0,0,0,0,0,0,74589,670475,0,4855,,1711560,A65Z,,SPANISH THEATRE REPERTORY CO LTD,,138 E 27TH ST,NEW YORK,NY,10016-9001,0.0,3,3.0,2000.0,197210.0,1.0,,1.0,13.0,0.0,10.0,8,,59.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,4,4,4,4,1,1,0,1,0,36061,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.7596890000000001,10016.0,10016.0,5600.0,36061.0,,AR,1996,A65,199608,NY,10016.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
68503,132672382,1994,202830,0,0,0,0,0,0,0,81712,81712,284542,315960,-203641,0,0,64834,57743,237057,261384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,284542,A25Z,A23Z,PRINTMAKING WORKSHOP INC,,55 W 17TH ST,NEW YORK,NY,10011-5513,0.0,3,3.0,1200.0,197012.0,1.0,,1.0,13.0,0.0,10.0,8,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,0,1,4,1,36061,5602.0,15.0,A,A25,1995,A,A25Z,A25,0.37246799999999997,10011.0,10011.0,5600.0,36061.0,,AR,1995,A25,199508,NY,10011.0,NEW YORK,A25,,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
68504,132677007,1995,24992,0,0,0,215,0,0,0,35927,35927,60919,57083,26443,0,0,26607,26443,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35712,0,0,,60919,A62Z,,MARY ANTHONY DANCE THEATRE FOUNDATION INC,,736 BROADWAY,NEW YORK,NY,10003-9519,0.0,3,3.0,2000.0,197111.0,1.0,,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,16.0,A,A62,1996,A,A62Z,A62,0.583272,10003.0,10003.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10003.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
68506,132677232,1995,224385,0,0,0,234,14365,0,0,51501,51501,275886,234645,-68207,80600,0,26892,7204,136340,75411,0,0,0,0,0,0,0,0,0,0,0,0,0,51267,0,0,,275886,A62Z,,LUBOVITCH DANCE FOUNDATION INC,,625 BROADWAY STE 11 H,NEW YORK,NY,10012-2611,0.0,3,3.0,2000.0,197206.0,1.0,,1.0,13.0,0.0,10.0,6,,995.0,59.0,119.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,0,1,6,1,36061,5602.0,9.0,A,A62,1996,A,A62Z,A62,0.24497199999999997,10012.0,10012.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10012.0,NEW YORK,A62,,,,A,AR,AR,U,O,AR,A,IN,,A62,A
68511,132678071,1995,119486,0,0,0,258,6758,0,0,136212,136212,255698,55429,200269,0,0,0,249995,0,49726,0,0,0,0,0,0,0,0,0,0,0,0,0,135954,0,0,,255698,Z99Z,,DOVA INC,,PO BOX 692 PRINCE ST STA,NEW YORK,NY,10012-0013,0.0,3,3.0,1200.0,197107.0,1.0,,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,,IN,O,UN,Z,PC,2,2,1,2,1,1,1,6,1,36061,5602.0,16.0,Z,Z99,1996,Z,Z99Z,Z99,0.8295049999999999,10012.0,10012.0,5600.0,36061.0,,UN,1996,A62,199606,NY,10012.0,NEW YORK,A62,,,,Z,UN,OT,PC,O,UN,Z,IN,,A62,A
68521,133459662,1996,35100,0,0,0,489,0,0,0,489,489,35589,19629,29036,0,0,13076,29036,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,35589,A51I,,THE AMERICAN FRIENDS OF THE WHITECHAPEL ART GALLERY FOUNDATION,% SULLIVAN AND CROMWELL,125 BROAD,NEW YORK,NY,10004-2400,0.0,3,3.0,1000.0,198902.0,1.0,,1.0,13.0,0.0,10.0,3,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A51,1997,A,A51I,A51,0.9268569999999999,10004.0,10004.0,5600.0,36061.0,,AR,1997,A51,199703,NY,10004.0,NEW YORK,A11,51,,,A,AR,AR,PC,S,ZA,,IN,,A1151,A
68522,133458189,1995,151143,0,0,0,0,0,0,0,0,0,151143,143146,-41292,0,0,887,-6906,50176,34386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,151143,A60Z,,WEST SIDE CULTURAL CENTER INC,,136 W 70TH ST STE 1,NEW YORK,NY,10023-4434,0.0,3,3.0,1000.0,198804.0,1.0,,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,0,2,2,2,1,0,1,6,1,36061,5602.0,15.0,A,A60,1996,A,A60Z,A60,0.5753729999999999,10023.0,10023.0,5600.0,36061.0,,AR,1996,A20,199606,NY,10023.0,NEW YORK,A20,,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
68523,133455677,1996,378662,0,0,0,0,0,0,0,163993,163993,542655,546148,68134,0,0,89399,97634,17772,29500,0,0,0,0,0,0,0,0,0,0,0,0,0,163993,0,0,,542655,A31Z,,INDEPENDENT PRODUCTION FUND INC,ALVIN H PERLMUTTER,45 W 45TH ST,NEW YORK,NY,10036-4602,0.0,3,3.0,1000.0,198805.0,1.0,,1.0,11.0,0.0,10.0,1,,122.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,3,3,3,1,1,1,6,1,36061,5602.0,15.0,A,A31,1997,A,A31Z,A31,0.0962972,10036.0,10036.0,5600.0,36061.0,,AR,1997,A31,199701,NY,10036.0,NEW YORK,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
68530,133460217,1995,1951,0,0,0,164,0,0,0,39056,39056,41007,52909,3618,0,0,15520,3618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38892,0,0,,41007,A6AM,A74Z,BEL CANTO INSTITUTE,,210 W 70TH ST,NEW YORK,NY,10023-4304,0.0,3,3.0,1200.0,199101.0,1.0,,1.0,13.0,0.0,10.0,9,,89.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36061,5602.0,15.0,A,A6A,1996,A,A6AM,A6A,0.9335370000000001,10023.0,10023.0,5600.0,36061.0,,AR,1996,A6A,199609,NY,10023.0,NEW YORK,A19,,,,A,AR,AR,PC,O,AR,A,IN,,A19,A
68535,133518127,1995,122313,0,0,0,1531,0,0,0,1531,1531,123844,1518,171802,0,0,49476,171802,0,0,171802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,123844,A82I,,FRIENDS OF THE ROOSEVELT ISLAND LANDMARKS INC,,591 MAIN ST,ROOSEVELT ISLAND,NY,10044-0002,0.0,3,3.0,1000.0,198903.0,1.0,,1.0,13.0,0.0,10.0,3,,352.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2,2,1,2,1,1,1,6,1,36061,5602.0,15.0,A,A82,1996,A,A82I,A82,0.398715,10044.0,10044.0,5600.0,36061.0,,AR,1996,A82,199603,NY,10044.0,ROOSEVELT ISLAND,A11,80,,,A,AR,AR,PC,S,ZA,,IN,,A1180,A
68538,133521868,1995,30480,0,0,0,0,0,0,0,26360,26360,56840,58173,62269,0,0,33602,62269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,23000,,56840,A65Z,,INSTITUTE OF CHINESE CULTURE AND ARTS INC,,245 GRAND ST,NEW YORK,NY,10002-4917,0.0,3,3.0,1000.0,199010.0,1.0,,1.0,13.0,0.0,10.0,12,,88.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,0,1,0,36061,5602.0,15.0,A,A65,1995,A,A65Z,A65,0.438721,10002.0,10002.0,5600.0,36061.0,,AR,1995,A65,199512,NY,10002.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
