,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY,GovGtEstimate,GovGtCode,GovGtYr,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,EmployEstimate,EmployCode,EmployYr
2007,133206848,LABAN BARTENIEFF INSTITUTE OF MOVEMENT STUDIES INC,,520 8TH AVE RM 304,NEW YORK,NY,10018-8641,10018.0,,A6E0,3,16.0,198508.0,1.0,6.0,90.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,17390,282960,0,0.0,10095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5688,4122,1566,0,312011,312011,316133.0,0.0,108836.0,7698.0,0.0,273694,38317,,96974.0,103982,0.0,0.0,0.0,0.0,0.0,40077.0,8768,0.0,0.0,56897.0,95214,N,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,11062.0,268568.0,0.0,52.0,0.0,0.0,0.0,0.0,1225.0,38.0,283598.0,242578.0,41020.0,0.0,91485.0,10449.0,0.0,93,133206848_201206_990,IN,,133206848201206,1332068482012,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.16702,A,611610.0,-73.992568156,40.753705768,0,rtf2013_990_VER,4822,,0,c4,2006,17390,c4,2006,0,c4,2006,16,ar,0
2132,311662093,ONE WEST 54TH STREET FOUNDATION,,1 W 54TH ST,NEW YORK,NY,10019-5404,10019.0,THE UNIVERSITY CLUB,A80,3,15.0,199912.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,404279,0,1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,0.0,757.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,405811,405811,406568.0,0.0,0.0,0.0,0.0,22866,382945,,289852.0,676928,0.0,0.0,0.0,0.0,0.0,5200.0,7836,0.0,0.0,284652.0,669092,N,0,0,0.0,0.0,7,1665160.0,0.0,0.0,38157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201012.0,2010.0,93.0,360970.0,0.0,0.0,9840.0,0.0,9685.0,0.0,0.0,0.0,0.0,380495.0,1128073.0,-747578.0,0.0,0.0,0.0,0.0,93,311662093_201112_990,IN,,311662093201112,3116620932011,A82,A,36061.0,5602.0,5600.0,A82,A,PC,O,AR,A,A,1,AR,AR,AR,0.83681,A,,-73.97563659999999,40.76123897,0,rtf2013_990_VER,5036,,0,c4,2004,0,c4,2004,404279,c4,2004,0,a,2011
2259,133447888,PEN AMERICAN CENTER INC,,588 BROADWAY RM 303,NEW YORK,NY,10012-5246,10012.0,,A700,3,15.0,199211.0,1.0,12.0,92.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,3231682,134138,27541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405677.0,0.0,1376068.0,0.0,29609.0,0,29609.0,166095.0,166095.0,0.0,0.0,0.0,0.0,166095,166095,0,0,0,0,5281,3428251,3428251,4970414.0,394480.0,841891.0,89332.0,0.0,3133085,295166,,2698125.0,2823685,0.0,0.0,0.0,0.0,0.0,320182.0,249532,0.0,0.0,2377943.0,2574153,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,11765735.0,619290.0,0.0,0.0,234180.0,12682267.0,1,core2011pc,201012.0,2010.0,93.0,1270316.0,24925.0,0.0,18401.0,0.0,9192.0,0.0,0.0,0.0,3585.0,1326419.0,1278868.0,47551.0,183970.0,371741.0,34930.0,0.0,93,133447888_201112_990,IN,,133447888201112,1334478882011,A70,A,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.84455,A,710000.0,-73.997101211,40.725439233,0,rtf2013_990_VER,5270,,118961,c4,2006,3112721,c4,2006,0,c4,2006,52,ag,0
2273,133775983,KINDRED SPIRITS FOUNDATION INC,,170 W END AVE,NEW YORK,NY,10023-5401,10023.0,ROBERT J WILSON,A65,3,15.0,199504.0,1.0,4.0,995.0,88.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201204,2012,2011,2011,3.0,35400,18205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,53605,53605,53605.0,0.0,0.0,0.0,0.0,49302,4303,,4813.0,9116,0.0,0.0,0.0,0.0,0.0,91000.0,91000,-86187.0,-81884.0,-86187.0,-81884,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,196414.0,95151.0,0.0,0.0,0.0,291565.0,1,core2011pc,201104.0,2011.0,93.0,32000.0,13530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45530.0,45486.0,44.0,0.0,0.0,0.0,0.0,93,133775983_201204_990,IN,,133775983201204,1337759832012,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.75427,B,711110.0,-73.987260342,40.776104751999995,0,rtf2013_990_VER,5293,,0,c4,2006,35400,c4,2006,0,c4,2006,0,a,2012
2668,113334921,EVIDENCE INC,,1368 FULTON ST,BROOKLYN,NY,11216-0000,11216.0,RONALD K BROWN,A620,3,15.0,199704.0,1.0,12.0,994.0,88.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,771075,266154,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,77305.0,77305.0,0.0,0.0,0.0,0.0,77305,77305,0,0,0,0,10051,1047280,1047280,1124585.0,107369.0,283490.0,39442.0,77588.0,951990,95290,,171074.0,243842,0.0,0.0,0.0,0.0,0.0,74969.0,52447,0.0,0.0,96105.0,191395,N,0,0,0.0,0.0,7,3523422.0,0.0,0.0,0.0,2184088.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201012.0,2010.0,93.0,842543.0,176275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27673.0,1046491.0,1040009.0,6482.0,104518.0,316616.0,42984.0,64970.0,93,113334921_201112_990,IN,,113334921201112,1133349212011,A62,A,36047.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.07929,A,711120.0,-73.97400970000001,40.68523667,0,rtf2013_990_VER,6027,,0,c4,2005,771075,c4,2005,0,c4,2005,32,ag,0
3094,133165785,AMERICAN SCANDINAVIAN SOCIETY OF NEW YORK INC,,317 E 52ND ST,NEW YORK,NY,10022-6302,10022.0,TUULA FEINEIS,A23Z,3,16.0,198402.0,1.0,4.0,93.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201204,2012,2011,2011,3.0,11520,100611,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12350,124526,124526,124526.0,0.0,0.0,0.0,0.0,126223,-1697,,107694.0,99809,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,107694.0,99809,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,65035.0,0.0,0.0,0.0,575.0,65610.0,1,core2011pc,201104.0,2011.0,93.0,9450.0,63721.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,18900.0,92165.0,88898.0,3267.0,0.0,0.0,0.0,0.0,93,133165785_201204_990,IN,,133165785201204,1331657852012,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.21284,A,710000.0,-73.967286,40.756202,0,rtf2013_990_VER,7117,,632,ar,0,10638,ar,0,250,ar,0,0,a,2012
3173,132977840,AMERICAN THEATER OF ACTORS INC,,314 W 54TH ST,NEW YORK,NY,10019-5102,10019.0,,,3,16.0,197905.0,1.0,8.0,995.0,90.0,88.0,3.0,1.0,1.0,1.0,10.0,0.0,201208,2012,2011,2011,3.0,65960,121673,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,187633,187633,187633.0,34750.0,0.0,6570.0,0.0,192459,-4826,,178652.0,198025,0.0,0.0,0.0,0.0,0.0,168260.0,197977,0.0,0.0,10392.0,48,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,319473.0,609851.0,0.0,0.0,0.0,929324.0,1,core2011pc,201108.0,2011.0,93.0,56991.0,117368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174359.0,168260.0,6099.0,29340.0,0.0,7096.0,0.0,93,132977840_201208_990,IN,,132977840201208,1329778402012,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.70392,A,711110.0,-73.98486985699999,40.764993857,0,rtf2013_990_VER,7270,,0,c4,2006,65960,c4,2006,0,c4,2006,5,ar,0
3198,133677911,ASIAN AMERICAN WRITERS WORKSHOP INC,,16 W 32ND ST STE 10A,NEW YORK,NY,10001-3814,10001.0,,A54Z,3,15.0,199308.0,1.0,12.0,92.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,403997,34059,137,0.0,0.0,82216.0,0.0,82216.0,5606.0,0.0,5606.0,76610.0,0.0,76610.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13398.0,13398.0,0.0,0.0,0.0,0.0,13398,13398,0,0,0,0,99,514902,514902,533906.0,60000.0,58014.0,8880.0,0.0,405155,109747,,203652.0,299863,0.0,0.0,45625.0,41125.0,0.0,162887.0,145131,0.0,0.0,40765.0,154732,N,0,0,0.0,0.0,7,1086718.0,0.0,0.0,550626.0,36521.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201012.0,2010.0,93.0,298447.0,27713.0,0.0,80.0,91813.0,0.0,0.0,0.0,0.0,9283.0,427336.0,396397.0,30939.0,60000.0,59925.0,0.0,0.0,93,133677911_201112_990,IN,,133677911201112,1336779112011,A70,A,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.38514,A,710000.0,-73.98643164,40.747745976,0,rtf2013_990_VER,7298,,0,o4,2007,97137,o4,2007,306860,o4,2007,14,ag,0
3200,133414346,SWISS INSTITUTE,,18 WOOSTER ST,NEW YORK,NY,10013-2227,10013.0,,A230,3,15.0,198903.0,5.0,12.0,90.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,678408,592697,47473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95000.0,0.0,42423.0,0.0,52577.0,0,52577.0,137525.0,130354.0,7171.0,0.0,0.0,0.0,137525,130354,7171,0,0,0,-35610,1342716,1342716,1515493.0,103378.0,141904.0,0.0,0.0,1105235,237481,,2227517.0,2264412,0.0,0.0,0.0,0.0,0.0,42594.0,35999,0.0,0.0,2184923.0,2228413,N,0,0,0.0,0.0,7,3173433.0,0.0,0.0,310229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201012.0,2010.0,93.0,221355.0,423613.0,0.0,57039.0,0.0,17102.0,0.0,245898.0,0.0,18403.0,983410.0,861076.0,122334.0,95771.0,141481.0,0.0,0.0,93,133414346_201112_990,IN,,133414346201112,1334143462011,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.039439999999999996,A,710000.0,-73.99958909,40.722458379,0,rtf2013_990_VER,7305,,0,c4,2005,678408,c4,2005,0,c4,2005,14,ar,0
3578,274457450,SARAH MICHELSON INC,,140 2ND AVE STE 501,NEW YORK,NY,10003-8385,10003.0,,A62,3,16.0,201210.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,34734,122071,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,156805,156805,156805.0,9254.0,66372.0,0.0,0.0,151311,5494,,,5494,,0.0,,0.0,0.0,,0,,0.0,,5494,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,274457450_201112_990,IN,,274457450201112,2744574502011,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.59887,B,711120.0,-73.98947700000001,40.732372999999995,0,rtf2013_990_VER,8147,,7063,ar,0,27186,ar,0,485,ar,0,11,ar,0
3624,134168862,HORIZON THEATRE REP INC,,117 EAST 37TH STREET,NEW YORK,NY,10016-3047,10016.0,,A65,3,15.0,200106.0,1.0,9.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201209,2012,2011,2011,3.0,14963,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,14963,14963,14963.0,0.0,0.0,0.0,0.0,8761,6202,,70431.0,73418,0.0,0.0,0.0,0.0,0.0,8315.0,5100,62116.0,68318.0,62116.0,68318,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,163676.0,17497.0,0.0,0.0,53.0,181226.0,1,core2011pc,201109.0,2011.0,93.0,14517.0,5772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20289.0,20260.0,29.0,0.0,0.0,0.0,0.0,93,134168862_201209_990,IN,,134168862201209,1341688622012,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.52,B,711110.0,-73.979238,40.748912,0,rtf2013_990_VER,8211,,336,c4,2006,14627,c4,2006,0,c4,2006,0,a,2012
3687,133108424,FOUNDATION FOR CULTURAL REVIEW INC,,900 BROADWAY STE 602,NEW YORK,NY,10003-1237,10003.0,,A33Z,3,15.0,198203.0,1.0,6.0,120.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,881967,254888,77226,0.0,8238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100064.0,0.0,88921.0,0.0,11143.0,0,11143.0,381240.0,76557.0,304683.0,0.0,0.0,0.0,381240,76557,304683,0,0,0,0,1538145,1538145,1703623.0,247398.0,231130.0,43342.0,4927.0,1402246,135899,,3789789.0,3912095,0.0,0.0,0.0,0.0,0.0,11925.0,12028,0.0,0.0,3777864.0,3900067,N,0,0,0.0,0.0,7,6713110.0,0.0,0.0,0.0,721592.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,1407049.0,254107.0,0.0,86361.0,0.0,2250.0,0.0,0.0,0.0,0.0,1767029.0,1435062.0,331967.0,0.0,473003.0,38739.0,0.0,93,133108424_201206_990,IN,,133108424201206,1331084242012,A33,A,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.81205,A,511100.0,-73.98997209999999,40.739517799999994,0,rtf2013_990_VER,8287,,0,c4,2006,881967,c4,2006,0,c4,2006,13,ar,0
3694,133547204,THE STANDBY PROGRAM INC,,1 E53RD ST 10/F,NEW YORK,NY,10022-4200,10022.0,,,3,15.0,199312.0,1.0,8.0,119.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201208,2012,2011,2011,3.0,158960,159643,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,318643,318643,318643.0,49000.0,23000.0,5680.0,0.0,314166,4477,,17106.0,27480,0.0,0.0,0.0,0.0,0.0,6458.0,12355,10648.0,0.0,10648.0,15125,N,0,0,0.0,0.0,7,1193541.0,0.0,0.0,958.0,1193541.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201108.0,2011.0,93.0,192467.0,114506.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,307056.0,299519.0,7537.0,38400.0,22368.0,4797.0,0.0,93,133547204_201208_990,IN,,133547204201208,1335472042012,A99,A,36061.0,5602.0,5600.0,A99,A,PC,O,AR,A,A,1,AR,AR,AR,0.56598,B,710000.0,-73.982727,40.764945000000004,0,rtf2013_990_VER,8294,,150017,c4,2006,8943,c4,2006,0,c4,2006,9,ag,0
3982,132693369,PUERTO RICAN WORKSHOP INC,,1680 LEXINGTON AVE,NEW YORK,NY,10029-4603,10029.0,,A90Z,3,16.0,197202.0,1.0,6.0,59.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,197398,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,81,197479,197479,197479.0,0.0,10440.0,1827.0,0.0,214317,-16838,,375716.0,348866,0.0,0.0,237136.0,225414.0,0.0,271647.0,264200,0.0,0.0,104069.0,84666,N,0,0,0.0,0.0,7,1524176.0,0.0,0.0,5541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,145969.0,226915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,372909.0,389283.0,-16374.0,0.0,106479.0,18550.0,0.0,93,132693369_201206_990,IN,,132693369201206,1326933692012,A90,A,36061.0,5602.0,5600.0,A90,A,PC,O,AR,A,A,1,AR,AR,AR,0.98019,A,813219.0,-73.946553271,40.791847329,0,rtf2013_990_VER,8893,,0,c4,2006,197398,c4,2006,0,c4,2006,1,ag,0
3993,133091904,HISTORIAL RECORDS OF THE NEW YORK COUNTY CLERK INC,,60 CENTRE ST STE 161,NEW YORK,NY,10007-1402,10007.0,,,3,15.0,198402.0,1.0,3.0,602.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201203,2012,2011,2011,3.0,5500,0,0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6285,6285,6285.0,0.0,0.0,0.0,0.0,41221,-34936,,,265755,,0.0,,0.0,0.0,,0,,265755.0,,265755,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,73138.0,0.0,0.0,0.0,18145.0,91283.0,0,,,,,,,,,,,,,,,,,,,,,,93,133091904_201203_990,IN,,133091904201203,1330919042012,A80,A,36061.0,5602.0,5600.0,A80,A,PC,O,AR,A,A,1,AR,AR,AR,0.30946999999999997,A,712120.0,-74.00260266,40.71510952,0,rtf2013_990_VER,8944,,0,c4,2006,4215,c4,2006,1285,c4,2006,0,a,2012
4134,132994577,JUPITER SYMPHONY OF NEW YORK INC,,155 W 68TH ST,NEW YORK,NY,10023-5808,10023.0,,A690,3,16.0,197909.0,1.0,8.0,90.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201208,2012,2011,2011,3.0,397545,89160,18084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98426.0,0.0,120059.0,0.0,-21633.0,0,-21633.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36883,520039,520039,640098.0,6000.0,0.0,0.0,0.0,257793,262246,,1280914.0,1538360,0.0,0.0,0.0,0.0,0.0,20800.0,16000,0.0,0.0,1260114.0,1522360,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,1687025.0,450480.0,0.0,0.0,102215.0,2239964.0,1,core2011pc,201108.0,2011.0,93.0,394505.0,85064.0,0.0,12621.0,0.0,-1688.0,0.0,0.0,0.0,33854.0,524356.0,264479.0,259877.0,6000.0,0.0,0.0,0.0,93,132994577_201208_990,IN,,132994577201208,1329945772012,A69,A,36061.0,5602.0,5600.0,A69,A,PC,O,AR,A,A,1,AR,AR,AR,0.1381,A,711130.0,-73.982636971,40.775615714000004,0,rtf2013_990_VER,9186,,21374,j3,2011,376171,j3,2011,0,j3,2011,0,j3,2011
4536,132874841,UKRAINIAN CHORUS DUMKA OF AMERICA INC,,144 2ND AVE,NEW YORK,NY,10003-8305,10003.0,,A6B0,3,15.0,197611.0,1.0,6.0,89.0,90.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,209259,0,12767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,222026,222026,222026.0,0.0,97088.0,0.0,0.0,216588,5438,,38811.0,12767,,0.0,,0.0,0.0,0.0,0,,0.0,38811.0,12767,N,0,0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,83732.0,148475.0,0.0,0.0,,,0.0,0.0,0.0,0.0,232207.0,237957.0,-5750.0,,,,,93,132874841_201206_990,IN,,132874841201206,1328748412012,A6B,A,36061.0,5602.0,5600.0,A6B,A,PC,O,AR,A,A,1,AR,AR,AR,0.38979,A,711130.0,-73.98746290000001,40.72961133,0,rtf2013_990_VER,9995,,92490,c4,2006,116769,c4,2006,0,c4,2006,15,ar,0
4597,135658159,AMERICAN WATERCOLOR SOCIETY INC,,47 5TH AVE,NEW YORK,NY,10003-4679,10003.0,,A45Z,3,15.0,196001.0,1.0,9.0,119.0,59.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201209,2012,2011,2011,3.0,119585,55258,27133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326382.0,0.0,285671.0,0.0,40711.0,0,40711.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,242687,242687,528358.0,40008.0,12237.0,4548.0,0.0,266895,-24208,,954723.0,1006452,0.0,0.0,0.0,0.0,0.0,69456.0,62615,0.0,0.0,885267.0,943837,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,461829.0,283532.0,0.0,0.0,194693.0,942348.0,1,core2011pc,201109.0,2011.0,93.0,131396.0,62936.0,0.0,29213.0,0.0,21416.0,0.0,0.0,0.0,0.0,244961.0,293438.0,-48477.0,52502.0,18325.0,6098.0,0.0,93,135658159_201209_990,IN,,135658159201209,1356581592012,A40,A,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.28386,A,710000.0,-73.9948,40.734934499999994,0,rtf2013_990_VER,10102,,0,c4,2006,119585,c4,2006,0,c4,2006,6,ag,0
4599,134133410,ONLY MAKE BELIEVE INC,,1133 BROADWAY STE 723,NEW YORK,NY,10010-8008,10010.0,DENA HAMMERSTEIN,A65,3,15.0,200103.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,3.0,1128514,0,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,93140.0,93140.0,0.0,0.0,0.0,0.0,93140,93140,0,0,0,0,49,1128850,1128850,1221990.0,67441.0,446818.0,53716.0,0.0,874100,254750,,548319.0,805511,0.0,0.0,0.0,0.0,0.0,26309.0,28751,0.0,0.0,522010.0,776760,N,0,0,0.0,0.0,7,3510363.0,0.0,0.0,11535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201012.0,2010.0,93.0,795159.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,55.0,795677.0,696395.0,99282.0,80150.0,327054.0,46839.0,0.0,93,134133410_201112_990,IN,,134133410201112,1341334102011,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.17802,B,711110.0,-73.98929166,40.74351696,0,rtf2013_990_VER,10104,,0,c4,2006,1128514,c4,2006,0,c4,2006,42,ag,0
