,KeyID,EIN,DocCD,TAXPER,NTEEIRS,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA,LONGITUDE,LATITUDE,NAICS,VerifyBy
38947,45838,300336003,91,201208,A65,1.0,2011,N,,,3,29982,0,0,0,0,0,0,13433,29982,15183,14799,13433,0,0,14799,0,0,0,0,0,14799,0,-370,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1750,0,0,0,0,14266,0,0,14799,0,14799,0,0,0,0,0,0,0,0,0,0,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,300336003201208,3003360032012,NCCS_Form990PF_2012_Extract,0,0,10019.0,ROUGH RIDER USA,J EDWARD CECALA,440 W 57TH ST,NEW YORK,NY,10019-3051,0.0,3.0,2.0,200606.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,8.0,,,,,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.39516,B,A65,A,36061.0,5602.0,5600.0,-73.98701414899999,40.768357548000004,711110.0,
38964,45859,300368534,91,201212,A620,1.0,2012,N,,,3,385100,0,0,0,0,109197,50000,0,494297,510838,-16541,497500,0,109197,122555,0,0,0,0,41229,104107,0,0,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,109197,510838,0,497500,0,0,30816,0,0,104107,0,81326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497500,716286,0,0,1213786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,300368534201212,3003685342012,NCCS_Form990PF_2012_Extract,0,0,10011.0,COMPANYXIV DANCE INC,,525 W 22ND ST,NEW YORK,NY,10011-0000,0.0,3.0,1.0,200707.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9094200000000001,A,A62,A,36061.0,5602.0,5600.0,-74.005154545,40.747305462,711120.0,
40238,47258,311599286,91,201210,A51,1.0,2011,Y,,,3,0,0,14016,-776,0,0,0,0,13240,6525,6715,1076,8567,15049,750684,0,750684,0,750684,19563,690828,0,33124,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,14016,15049,6525,5449,1076,5449,0,0,0,0,690828,0,731121,171,0,0,0,0,0,0,0,0,171,672574,0,15049,10963,10633,12438,49083,1076,10338,16855,130682,158951,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13241,23517,0,0,36758,2012,311599286201210,3115992862012,NCCS_Form990PF_2012_Extract,171,0,10013.0,SASSON SOFFER FOUNDATION INC,STELLA SANDS,78 GRAND ST APT 5,NEW YORK,NY,10013-2255,0.0,3.0,1.0,199903.0,1.0,3.0,998.0,0.0,0.0,1.0,1.0,10.0,,,,,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.03768,B,A51,A,36061.0,5602.0,5600.0,-74.00253165,40.722334033,712110.0,
40395,47432,311631167,91,201212,A25,1.0,2012,N,,,3,0,0,0,25476,0,0,0,4762,25476,21690,3786,23470,22404,0,549101,0,0,0,0,8875,1100869,0,537,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,25476,0,16928,3072,18708,3072,137,20536,0,528565,1100869,0,540226,224,0,0,0,0,0,0,0,0,224,10894,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,311631167201212,3116311672012,NCCS_Form990PF_2012_Extract,224,0,10012.0,REUBEN KADISH ART FOUNDATION,,PO BOX 618,NEW YORK,NY,10012-0012,0.0,3.0,2.0,199902.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.27509,B,A12,A,36061.0,5602.0,5600.0,-73.9979,40.7253,813219.0,
40584,47648,311693404,91,201208,A20,1.0,2011,Y,,,3,1198393,22,0,0,0,61370,0,306500,1259785,1232927,26858,1162112,51947,22,164553,0,0,0,0,1,164553,0,11826,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,61392,61392,926427,9445,855612,9445,61370,164553,0,0,164553,0,164553,1039,0,0,97,0,0,0,20,0,1039,240125,0,22,127,188,2956,3293,855612,92899,83813,440094,1472418,164553,137695,42549,81311,426108,0,0,0,0,0,7884,2329,2116,1971,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,311693404201208,3116934042012,NCCS_Form990PF_2012_Extract,962,0,10018.0,PIECE BY PIECE PRODUCTIONS INC,SNUG HARBOR PRODUCITONS INC,C/O ANCHIN - 1375 BROADWAY,NEW YORK,NY,10018-0000,0.0,3.0,1.0,200006.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,8.0,SNUGHAPBOR PRODUCTIONS,,,,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.50212,B,A20,A,36061.0,5602.0,5600.0,-73.98758000000001,40.752421999999996,710000.0,
40608,47682,311704871,91,201212,Q21,1.0,2012,N,,,3,0,13,0,0,0,0,0,0,13,426,-413,0,0,0,6501,0,0,0,0,0,6501,0,330,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,13,13,426,426,0,426,426,611,0,0,6501,0,6501,0,0,0,0,0,0,0,0,0,0,6710,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,311704871201212,3117048712012,NCCS_Form990PF_2012_Extract,0,0,10027.0,DONALD KEENE FOUNDATION FOR JAPANESE CULTURE,HUGH PATRICK,35 CLAREMONT AVE APT 10-S,NEW YORK,NY,10027-6815,0.0,3.0,2.0,200006.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.58935,A,A23,A,36061.0,5602.0,5600.0,-73.96410493100001,40.809568409,710000.0,
40946,48068,311811031,91,201204,A20,1.0,2011,N,,,3,0,0,0,0,0,34945,0,0,148057,168756,-20699,142402,0,8591,31671,0,0,0,0,3038,31671,0,2051,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,113112,0,0,34945,168756,0,142402,0,26354,19709,0,0,31671,0,28633,0,0,0,0,0,0,0,0,0,0,41648,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,311811031201204,3118110312012,NCCS_Form990PF_2012_Extract,0,0,10016.0,THE GABARRON FOUNDATION INC,THE CARRIAGE HOUSE,149 E 38TH ST,NEW YORK,NY,10016-2604,0.0,3.0,2.0,200205.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,,,,,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.26236,B,A20,A,36061.0,5602.0,5600.0,-73.977587214,40.749001899999996,710000.0,
41431,48685,316654721,91,201212,A23,1.0,2012,N,,,3,0,48,0,0,0,0,0,0,48,1640,-1592,0,48,0,36822,0,0,0,0,1,36822,0,1829,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,48,48,1640,0,0,0,294,3954,0,0,36822,0,36822,1,0,0,0,0,0,0,0,0,1,37127,0,0,0,0,178,178,0,0,25030,0,25030,36822,38414,40897,66157,182290,0,0,0,0,0,0,0,0,0,0,0,0,0,1784,1784,0,0,0,0,0,48,37,62,470,617,2012,316654721201212,3166547212012,NCCS_Form990PF_2012_Extract,1,0,10280.0,LONG MARCH FOUNDATION,ZORFAS & KARESJIAN CPAS PC,21 S END AVE APT 521,NEW YORK,NY,10280-1063,0.0,3.0,1.0,200105.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,12.0,,,,,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.80789,B,A23,A,36061.0,5602.0,5600.0,-74.017236,40.707997,710000.0,
41623,48911,320219442,91,201212,A30,1.0,2012,Y,,,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5380,0,0,0,0,832,5380,0,264,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,5380,0,0,5380,0,4548,0,0,0,0,0,0,0,0,0,0,5363,0,1,389,611,1636,2636,0,0,334141,313518,647659,1,0,0,47768,47768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,320219442201212,3202194422012,NCCS_Form990PF_2012_Extract,0,0,10001.0,PUBLICVOICE INC,DOUGLAS GOULD,31 W 27TH ST FL 4,NEW YORK,NY,10001-6953,0.0,3.0,1.0,200808.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.3671,B,A30,A,36061.0,5602.0,5600.0,-73.77875999999999,40.913276,510000.0,
41642,48931,320262014,91,201212,N20,1.0,2012,Y,,,3,121091,0,0,0,0,0,0,28800,121091,177583,-56492,173969,0,0,13198,0,0,0,0,1,13198,0,2057,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,148783,3614,145169,3614,0,13198,0,0,13198,0,13198,0,0,0,0,0,0,0,0,0,0,41756,0,1,0,0,0,1,173969,49851,48402,58916,331138,1,0,0,21992,21992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,320262014201212,3202620142012,NCCS_Form990PF_2012_Extract,0,0,10019.0,CURRENTS ART AND MUSIC INC,THE HOFFMAN LAW FIRM,100 W 57TH ST APT 7C,NEW YORK,NY,10019-3497,0.0,3.0,1.0,200908.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,CURRENTS,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7138899999999999,A,A68,A,36061.0,5602.0,5600.0,-73.978192338,40.764746322,711130.0,
43476,50919,342037021,91,201212,A12,1.0,2012,N,,,3,1240000,861,1146394,261698,0,0,410488,1428100,2648953,2203292,445661,1960339,1218596,0,34112705,0,0,0,0,0,39439426,0,1882963,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,0,0,1408953,0,775192,190357,532239,190357,0,91681,0,33650193,39439426,0,34112705,12186,0,0,30000,0,0,0,0,17814,12186,38232744,1870777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,342037021201212,3420370212012,NCCS_Form990PF_2012_Extract,-17814,17814,11214.0,SLOMO AND CINDY SILVIAN FOUNDATION INC,DAN KOMANSKY,8845 19TH AVE,BROOKLYN,NY,11214-0000,0.0,3.0,1.0,200602.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.09041,B,A12,A,36047.0,5602.0,5600.0,,,813219.0,
49275,57529,382415253,91,201212,,1.0,2012,Y,,,3,0,0,10265,0,0,-1030,0,22401,9235,32360,-23125,22401,9235,0,207149,35844,0,103907,139751,0,207149,0,10472,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,9235,0,9959,0,0,0,0,19633,0,0,207149,0,207149,0,0,0,0,0,0,0,0,0,0,212636,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,382415253201212,3824152532012,NCCS_Form990PF_2012_Extract,0,0,10003.0,CENTER FOR ALTERNATIVE MEDIA AND CULTURE,AGS,200 PARK AVE S FL 8,NEW YORK,NY,10003-1526,0.0,3.0,1.0,198303.0,1.0,2.0,90.0,0.0,0.0,1.0,1.0,12.0,,,,,,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.93276,B,A30,A,36061.0,5602.0,5600.0,-73.9891683,40.73698677,510000.0,
49656,57943,383126375,91,201212,,1.0,2012,Y,,,3,3435,0,0,0,0,0,0,0,3435,3754,-319,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,383126375201212,3831263752012,NCCS_Form990PF_2012_Extract,0,0,11367.0,MOBIUS THE POETRY MAGAZINE,JEAN HULL HERMAN,PO BOX 671058,FLUSHING,NY,11367-7058,0.0,3.0,2.0,199406.0,1.0,3.0,92.0,0.0,0.0,1.0,1.0,12.0,,,,,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9726899999999999,A,A33,A,36081.0,5602.0,5600.0,-73.8237,40.7291,511100.0,
51270,59757,391688129,91,201212,A20Z,1.0,2012,Y,,,3,1266786,0,0,0,578055,0,0,0,1844841,1866947,-22106,1491668,0,578055,2590781,0,0,0,0,199099,2590781,0,0,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,717179,0,578055,1866947,0,1491668,0,0,206731,0,0,2590781,0,2391682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1849,1812,3661,1491668,1746647,2374489,1960063,7572867,2590781,2543864,2595025,2656218,10385888,1383678,1304031,1143576,1213698,5044983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,391688129201212,3916881292012,NCCS_Form990PF_2012_Extract,0,0,10003.0,ENCOUNTER FOR CULTURE AND EDUCATION INC,,900 BROADWAY STE 601,NEW YORK,NY,10003-1237,0.0,3.0,1.0,200606.0,1.0,3.0,123.0,0.0,0.0,1.0,1.0,12.0,ENCOUNTER BOOKS,,,,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.594,A,A33,A,36061.0,5602.0,5600.0,-73.98997209999999,40.739517799999994,511100.0,
53059,61668,412118617,91,201206,A70,1.0,2011,N,,,3,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,444,0,0,0,0,0,444,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1,0,0,0,0,444,0,0,444,0,440,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,412118617201206,4121186172012,NCCS_Form990PF_2012_Extract,0,0,11373.0,ELMHURST MEMORIAL REMEMBRANCE INC,THOMAS MCKENZIE,8036 CORNISH AVE,ELMHURST,NY,11373-3729,0.0,3.0,1.0,200405.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,,,,,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.78503,B,A70,A,36081.0,5602.0,5600.0,-73.88288838300001,40.737713338,710000.0,
53107,61719,412229939,91,201212,A63,1.0,2012,Y,,,3,165000,0,0,0,0,675,0,0,165675,150751,14924,0,0,0,22231,0,0,0,0,789,22231,0,688,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,150751,150126,0,150126,0,22231,0,0,22231,0,21442,0,0,0,625,0,0,0,0,625,0,13971,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,2012,412229939201212,4122299392012,NCCS_Form990PF_2012_Extract,-625,625,10019.0,HERDING CATS DANCE FOUNDATION INC,TAG ASSOCIATES,75 ROCKEFELLER PLZ 9TH FL,NEW YORK,NY,10019-6908,0.0,3.0,1.0,200707.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5191,A,A62,A,36061.0,5602.0,5600.0,-73.978163,40.759762,711120.0,
54017,62684,421572068,91,201212,A68,1.0,2012,N,,,3,100,0,0,0,7950,0,0,0,8050,9293,-1243,0,0,0,1851,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,9293,0,0,0,0,1851,0,0,1,0,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,421572068201212,4215720682012,NCCS_Form990PF_2012_Extract,0,0,10128.0,AMERICAN JAZZ VENUES INC,TOM UZZO,319 E 92ND ST APT 2E,NEW YORK,NY,10128-5457,0.0,3.0,1.0,200402.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,12.0,,,,,,A6C,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.23237,A,A6C,A,36061.0,5602.0,5600.0,-73.984090256,40.761554700000005,711130.0,
54122,62794,421753807,91,201212,A12,1.0,2012,Y,,,3,60416,2,4599,-9848,0,0,0,54850,55169,61438,-6269,54850,0,0,248964,0,74227,0,74227,1,238110,0,11122,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4601,0,6588,6379,0,6379,0,0,0,170537,238110,0,248964,0,0,0,0,0,0,0,0,0,0,225819,11122,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,421753807201212,4217538072012,NCCS_Form990PF_2012_Extract,0,0,10128.0,DDORA FOUNDATION,ROBERT DANNIN,PO BOX 287176,NEW YORK,NY,10128-0020,0.0,3.0,2.0,200805.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.61036,B,A12,A,36061.0,5602.0,5600.0,-73.9507,40.7819,813219.0,
54867,63619,431836518,91,201212,T20,1.0,2012,N,,,3,1825000,1022,200554,141333,0,0,50000,1606000,2167909,1925348,242561,1684614,99487,0,7207115,0,6406816,299205,6706021,0,8436224,0,399753,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,333870,0,319348,234383,78614,234383,0,0,0,0,8436224,0,7207115,995,0,0,0,0,0,0,23,0,995,8116805,398758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,431836518201212,4318365182012,NCCS_Form990PF_2012_Extract,1018,0,10005.0,OCEANIC HERITAGE FOUNDATION,CARTER LEDYARD& MILBURN LLP,2 WALL,NEW YORK,NY,10005-2001,0.0,3.0,1.0,199908.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5021800000000001,A,A23,A,36061.0,5602.0,5600.0,-74.011588,40.70825,710000.0,
56046,65016,451443886,91,201212,T23,1.0,2012,Y,,,3,130325,0,5,0,0,31783,21500,0,162113,147925,14188,147925,5,31788,44015,0,0,0,0,1984,44015,0,1773,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,5,31788,147925,0,147925,0,0,44015,0,0,44015,0,42031,0,0,0,0,0,0,0,0,0,0,36005,0,1773,2,0,0,1775,147925,460936,0,0,608861,0,0,0,0,0,0,0,0,0,0,1182,928,0,0,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,451443886201212,4514438862012,NCCS_Form990PF_2012_Extract,0,0,10022.0,TOM GOLD DANCE FOUNDATION,VON SANBORN,430 PARK AVE FL 10,NEW YORK,NY,10022-3528,0.0,3.0,1.0,201111.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,WITHERS BERGMAN LLP,,,,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.43338000000000004,A,A62,A,36061.0,5602.0,5600.0,-73.9697795,40.7593941,711120.0,
56269,65265,452547457,91,201212,A80,1.0,2012,Y,,,3,657500,178,0,0,0,0,0,0,657678,540791,116887,540791,178,178,242550,0,0,0,0,0,242550,0,6573,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,178,178,540791,0,540791,0,0,147550,0,0,242550,0,242550,0,0,0,0,0,500,0,0,500,0,133471,0,178,0,0,0,178,540791,0,0,0,540791,242550,0,0,0,242550,242550,0,0,0,242550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,452547457201212,4525474572012,NCCS_Form990PF_2012_Extract,-500,500,10119.0,NATIONAL CURRENCY FOUNDATION,HRR LLP,1 PENN PLZ RM 3000,NEW YORK,NY,10119-0032,0.0,3.0,1.0,201207.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,12.0,,,,,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.17826,B,A80,A,36061.0,5602.0,5600.0,-73.989876,40.759011,712120.0,
56278,65280,452581505,91,201212,T23,1.0,2012,Y,,,3,30000,0,0,0,0,0,0,0,30000,0,30000,0,0,0,30000,0,0,0,0,1,30000,0,123,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,30000,0,0,30000,0,30000,0,0,0,0,0,0,0,0,0,0,2500,0,1,0,0,0,1,0,0,0,0,0,30000,0,0,0,30000,30000,0,0,0,30000,0,0,0,0,0,30000,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,2012,452581505201212,4525815052012,NCCS_Form990PF_2012_Extract,0,0,10005.0,ARTHUR AND ANITA KAHN FAMILY ART FOUNDATION INC,RONALD D SPENCER,C/O RONALD D SPENCER 2 WALL ST,NEW YORK,NY,10005-0000,0.0,3.0,1.0,201301.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.40095,B,A12,A,36061.0,5602.0,5600.0,-74.012238,40.708119,813219.0,
57048,66161,454110216,91,201212,A82,1.0,2012,Y,,,3,9329150,0,0,0,0,3005,0,0,9332155,221535,9110620,0,0,0,9229729,0,0,0,0,119109,9229729,0,371,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,3005,221535,0,0,0,221535,0,0,0,9229729,0,9110620,0,0,0,0,0,0,0,0,0,0,7536,0,1,0,0,0,1,0,0,0,0,0,9229729,0,0,0,9229729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,454110216201212,4541102162012,NCCS_Form990PF_2012_Extract,0,0,10018.0,GALVAN INITIATIVES FOUNDATION,T ERIC GALLOWAY,42 W 39TH ST FL 14,NEW YORK,NY,10018-2082,0.0,3.0,1.0,201211.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,12.0,,,,,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.27094,B,A82,A,36061.0,5602.0,5600.0,-73.992008,40.755284,,
57237,66372,454859350,91,201301,A68,1.0,2012,Y,,,3,33625,0,0,0,0,0,0,27165,33625,31941,1684,27165,0,0,1684,0,0,0,0,0,1684,0,-81,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,4776,0,0,0,0,1684,0,0,1684,0,1684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,454859350201301,4548593502013,NCCS_Form990PF_2012_Extract,0,0,10025.0,BAJA MUSICAL ARTS INITIATIVE,THE CORPORATION,221 W 107TH ST,NEW YORK,NY,10025-0000,0.0,3.0,1.0,201205.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.51274,A,A68,A,36061.0,5602.0,5600.0,-73.97031199999999,40.799621,711130.0,
