,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,TOTREV,PROGREV,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,FUNDINC,PROGREV2
16399,136261474,159570,0,0,0,22390,0,0,0,25374,25374,184944,84675,418852,0,0,316512,427333,0,8481,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,2.0,2.0,1.0,VISUAL ARTS FOUNDATION INC,,209 E 23RD ST,NEW YORK,NY,10010-3901,0.0,3.0,3.0,1000.0,196808.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,602.0,40.0,0.0,B9710,,1.0,1,1,3.0,1,36061.0,,A40Z,A40,,PC,O,AR,A,IN,,1990,A,A40Z,0.309868,10010.0,10010.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A40,199012,184944,0,NY,10010.0,NEW YORK,,,PC,O,AR,A,IN,,A90,A,,2984
16402,136264537,243080,0,22,0,16491,11987,0,0,46965,45506,290045,305860,176307,0,0,204525,176307,0,0,176307,0,0,0,0,0,0,0,0,0,0,,A82Z,,2.0,2.0,2.0,IRISH GEORGIAN SOCIETY INC,LOEWENWARTER,7 13 WASHINGTON SQUARE N,NEW YORK,NY,10014-6212,0.0,3.0,3.0,1000.0,196805.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,602.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A82Z,A80,,PC,O,AR,A,IN,,1990,A,A82Z,0.10318,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A80,199012,288586,0,NY,10014.0,NEW YORK,,,PC,O,AR,A,IN,,A80,A,,29015
16410,136266530,252155,0,0,0,0,21398,0,0,20549,20549,272704,295354,-195913,0,0,41067,85391,214330,281304,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,2.0,2.0,INTERNATIONAL THEATRE INSTITUTE OF THE UNITED STATES INC,,1841 BROADWAY 500,NEW YORK,NY,10023-7603,0.0,3.0,3.0,2000.0,196808.0,1.0,15.0,1.0,13.0,0.0,10.0,9,ES INC,119.0,59.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.762442,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A03,199009,272704,0,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A0365,A,,20549
16414,136271586,113675,0,0,0,2857,2703,0,0,18920,18920,132595,123076,95580,0,0,86236,95580,0,0,0,0,0,0,0,0,0,0,0,0,0,S,A6FZ,,1.0,2.0,2.0,ELAINE SUMMERS EXPERIMENTAL INTERMEDIA FOUNDATION INC,,224 CENTER ST,NEW YORK,NY,10013-0000,0.0,3.0,3.0,1000.0,196803.0,1.0,15.0,1.0,13.0,0.0,10.0,6,INC,161.0,180.0,119.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6FZ,A60,,PC,O,AR,A,IN,,1989,A,A6FZ,0.0433716,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A60,199006,132595,0,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A,,16063
16416,136271603,34567,0,0,0,234,3593,0,0,76229,76229,110796,99463,2330,2125,0,10545,27892,19547,25531,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,2.0,1.0,THEATRE RESEARCH INC,,853 SEVENTH AVE,NEW YORK,NY,10019-5215,0.0,3.0,3.0,2300.0,196803.0,1.0,16.0,1.0,13.0,0.0,10.0,9,,161.0,180.0,119.0,B9710,,0.0,1,1,4.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1989,A,A60Z,0.9741559999999999,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A60,199009,110796,0,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A,,75995
16418,136271775,30500,0,0,0,4377,0,0,0,4377,4377,34877,1147,117983,0,0,84253,117983,0,0,0,0,0,0,0,0,0,0,0,0,0,,A67Z,,2.0,1.0,1.0,AGNES DEMILLE DANCE THEATER INC,% PINTO WINOKUR & PAGANO,30 ROCKEFELLER PLZ,NEW YORK,NY,10112-0002,0.0,3.0,3.0,2000.0,196712.0,1.0,16.0,1.0,13.0,0.0,20.0,12,,119.0,59.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.11861400000000001,10112.0,10112.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199012,34877,0,NY,10112.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,0
16425,136271927,512345,20160,0,0,38772,59321,0,0,508547,508547,1041052,891874,416893,0,0,270522,416893,2807,0,0,0,0,0,0,0,0,0,0,0,0,,A69Z,,2.0,4.0,3.0,OPERA ORCHESTRA OF NEW YORK INC,,239 W 72ND ST STE 2R,NEW YORK,NY,10023-2734,0.0,3.0,3.0,2000.0,196712.0,1.0,16.0,1.0,13.0,0.0,10.0,5,,119.0,59.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A69Z,A69,,PC,O,AR,A,IN,,1990,A,A69Z,0.78567,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A69,199105,1041052,0,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A69,A,,469775
16442,136277895,3242437,0,0,0,5003,107167,0,0,5003,5003,3247440,3167798,141130,0,0,554724,523564,427591,382434,0,0,0,0,0,0,0,0,0,0,0,,A20Z,P81Z,3.0,4.0,4.0,HOSPITAL AUDIENCES INC,,220 W 42ND ST 13TH FL,NEW YORK,NY,10036-7211,0.0,3.0,3.0,1200.0,196810.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,602.0,59.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1990,A,A20Z,0.834575,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A20,199106,3247440,0,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A,,0
16444,136295168,16523360,0,0,0,929769,0,0,0,929769,929769,17453129,17009125,12356399,12000,0,12805711,13246576,796512,890177,0,0,0,0,0,0,0,0,0,0,0,S,A68J,,6.0,6.0,6.0,MUSIC PERFORMANCE TRUST FUND,% JOHN C HALL JR,1501 BROADWAY,NEW YORK,NY,10036-5503,0.0,3.0,3.0,1000.0,195007.0,1.0,15.0,2.0,13.0,0.0,10.0,4,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A68J,A12,6.0,PC,S,ZB,A,IN,,1990,A,A68J,0.830839,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A12,199104,17453129,0,NY,10036.0,NEW YORK,,,PC,S,ZB,A,IN,,A1268,A,,0
16445,136296745,59625,0,0,0,6813,0,0,0,6813,6813,66438,7435,101856,0,0,51999,101856,9146,0,101856,0,0,0,0,0,0,0,0,0,0,,A80Z,,2.0,1.0,1.0,SOMERSET HOUSE ART HISTORY FOUNDATION,% HAYTHE & CURLEY,237 PARK AVE,NEW YORK,NY,10017-3142,0.0,3.0,3.0,1000.0,198602.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A80Z,A80,,PC,O,AR,A,IN,,1990,A,A80Z,0.753456,10017.0,10017.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A80,199012,66438,0,NY,10017.0,NEW YORK,,,PC,O,AR,A,IN,,A80,A,,0
16464,136405326,12475,0,0,0,1806,0,0,0,45068,45068,57543,65476,39401,10000,0,47740,39401,0,0,39401,0,0,0,0,0,0,0,0,0,0,,A6AZ,,1.0,1.0,1.0,AMATO OPERA THEATRE INC,,319 BOWERY,NEW YORK,NY,10003-7105,0.0,3.0,3.0,2000.0,195001.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,119.0,566.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1989,A,A6AZ,0.864992,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A6A,199008,57543,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A6A,A,,43262
16482,136738163,41090,0,0,0,33,0,0,0,16968,16968,58058,60056,2105,0,0,4022,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6BZ,,1.0,1.0,1.0,SINE NOMINE SINGERS INC,,249 E 13TH ST,NEW YORK,NY,10003-5602,,3.0,3.0,1200.0,78.0,,16.0,,,,,12,,89.0,90.0,0.0,ALM97,1992.0,1.0,1,1,4.0,1,36061.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1990,A,A6BZ,0.520187,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A6B,199012,58058,16935,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A6B,A,,16935
16496,136844291,48000,0,0,0,5534,0,0,0,5534,5534,53534,48259,73880,0,0,68605,73880,0,0,0,0,0,0,0,0,0,0,0,0,0,,A68Z,,1.0,1.0,1.0,GEORGE H BUCK JR JAZZ TRUST,,90 BROAD ST,NEW YORK,NY,10004-2205,0.0,3.0,3.0,1000.0,198508.0,1.0,17.0,2.0,13.0,0.0,20.0,12,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6DI,A11,6.0,PC,S,ZA,A,IN,,1990,A,A6DI,0.627642,10004.0,10004.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A11,199012,53534,0,NY,10004.0,NEW YORK,,,PC,S,ZA,A,IN,,A116C,A,,0
16505,136919198,0,0,180964,98519,241115,0,0,0,422079,323560,422079,239661,4110084,30509,0,4026184,4110083,0,0,21849,0,0,0,0,0,0,0,0,0,0,,A50I,,4.0,2.0,2.0,D B MELVILLE TR,% BANKERS TRUST COMPANY,PO BOX 829 CHURCH ST STA,NEW YORK,NY,10008-0829,0.0,3.0,3.0,1000.0,198912.0,1.0,17.0,2.0,13.0,0.0,10.0,12,FBO MUSEUMS STONY BROOK 2,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A50I,A11,5.0,PC,S,ZA,A,IN,,1990,A,A50I,0.844166,10008.0,10008.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A11,199012,323560,0,NY,10008.0,NEW YORK,,,PC,S,ZA,A,IN,,A1154,A,,82445
17152,141613070,49887,0,0,0,12163,0,0,0,12163,12163,62050,50488,518918,0,0,507356,518918,0,0,0,0,0,0,0,0,0,0,0,0,0,,A50Z,,3.0,1.0,1.0,GOMEZ FOUNDATION FOR MILL HOUSE,,527 E 84TH ST,NEW YORK,NY,10028-7328,0.0,3.0,3.0,1000.0,198001.0,1.0,15.0,1.0,13.0,0.0,10.0,9,,60.0,62.0,119.0,B9710,,1.0,1,1,6.0,1,36061.0,,A50Z,A50,,PC,O,AR,A,IN,,1989,A,A50Z,0.537431,10028.0,10028.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A54,199009,62050,0,NY,10028.0,NEW YORK,,,PC,O,AR,A,IN,,A54,A,,0
17792,150547367,14773,0,5673687,5069625,930640,0,305133,-22772,7258834,1884076,7273607,1282285,15468657,0,0,14870822,15490295,18729,21638,0,0,0,0,0,0,0,0,0,0,0,S,A54Z,,6.0,5.0,4.0,FARMERS MUSEUM INC,,30 WALL ST,NEW YORK,NY,10005-2201,0.0,3.0,3.0,2000.0,194408.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,916.0,59.0,60.0,B9710,,1.0,1,1,4.0,1,36061.0,,A54Z,A54,,PC,O,AR,A,IN,,1990,A,A54Z,0.732681,10005.0,10005.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A54,199012,1898849,0,NY,10005.0,NEW YORK,,,PC,O,AR,A,IN,,A54,A,,976208
18658,161010695,61040,0,0,0,3921,243,0,0,32546,32546,93586,83299,24346,6712,0,14059,24346,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6CZ,,1.0,1.0,1.0,S E M ENSEMBLE INC,,25 COLUMBIA PL,BROOKLYN,NY,11201-4503,0.0,3.0,3.0,1000.0,197311.0,1.0,16.0,1.0,11.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A6CZ,A6C,,PC,O,AR,A,IN,,1989,A,A6CZ,0.309687,11201.0,11201.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1990,A6C,199008,93586,0,NY,11201.0,BROOKLYN,,,PC,O,AR,A,IN,,A6C,A,,28625
18690,161020460,107685,0,0,0,0,0,0,0,179957,179957,287642,277308,-39357,0,0,13128,4322,62819,43679,0,0,0,0,0,0,0,0,0,0,0,,A6BZ,A6BP,1.0,2.0,2.0,GREGG SMITH SINGERS INC,,171 W 71ST ST,NEW YORK,NY,10023-3824,0.0,3.0,3.0,2300.0,197305.0,1.0,16.0,1.0,13.0,0.0,10.0,5,,119.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1989,A,A6BZ,0.608388,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A6B,199005,287642,179957,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A6B,A,,179957
21945,222366542,113350,0,0,0,1464,31884,0,0,3749,3749,117099,205772,-742803,52000,0,27987,38591,682116,781394,742803,0,0,0,0,0,0,0,0,0,0,,A31Z,,1.0,2.0,2.0,FORESIGHT FILMS INC,% SCHNEIDER & ABRAMS PC,1212 6TH AVE 6TH FLR,NEW YORK,NY,10036-1602,0.0,3.0,3.0,2000.0,198307.0,1.0,16.0,1.0,13.0,0.0,10.0,9,,998.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1989,A,A31Z,0.53803,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A31,199009,117099,0,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A31,A,,2285
22689,222503232,1339474,0,0,0,43876,0,0,0,390342,390342,1729816,237099,998320,0,0,1529228,1002071,0,3751,0,0,0,0,0,0,0,0,0,0,0,,A51Z,,4.0,4.0,2.0,AMERICAN ASSOCIATES OF THE ROYAL ACADEMY TRUST INC,,555 MADISON AVE,NEW YORK,NY,10022-3301,0.0,3.0,3.0,1000.0,198403.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,91.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A51Z,A51,,PC,O,AR,A,IN,,1990,A,A51Z,0.7397020000000001,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A11,199012,1729816,0,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A1150,A,,346466
23066,222540352,86171,0,0,0,3662,0,0,0,3662,3662,89833,88682,52282,0,0,76921,68472,25790,16190,0,0,0,0,0,0,0,0,0,0,0,,A82Z,,1.0,1.0,1.0,EXECUTIVE MANSION PRESERVATION SOCIETY INC,% PHYLLIS WAGNER,132 E 62ND ST,NEW YORK,NY,10021-8104,0.0,3.0,3.0,1000.0,198802.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,915.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A82Z,A80,,PC,O,AR,A,IN,,1990,A,A82Z,0.0109931,10021.0,10021.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A80,199012,89833,0,NY,10021.0,NEW YORK,,,PC,O,AR,A,IN,,A82,A,,0
23112,222542960,90633,0,0,0,0,0,0,0,225300,225300,315933,306715,49261,0,0,62650,52984,10148,3723,49261,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,2.0,2.0,AMERICAN BALLROOM THEATER COMPANY INC,,129 W 27TH ST STE 705,NEW YORK,NY,10001-6206,0.0,3.0,3.0,1000.0,198510.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,119.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.71057,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199006,315933,0,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,225300
23915,222635292,162806,0,19688,7773,2830,0,0,0,22518,14745,185324,150431,93758,12000,0,70563,98786,3925,5028,0,0,0,0,0,0,0,0,0,0,0,,A30Z,A23Z,1.0,2.0,2.0,FOUNDATION FOR MINORITY INTERESTS IN MEDIA INC,% GRODSKY CAPORINO KAUFMAN,825 SEVENTH AVE,NEW YORK,NY,10019-6014,0.0,3.0,3.0,1000.0,198509.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,121.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A30Z,A30,,PC,O,AR,A,IN,,1990,A,A30Z,0.582257,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A30,199012,177551,0,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A30,A,,11915
23972,222651559,24485,0,0,0,26702,0,0,0,53031,53031,77516,44670,363869,0,0,354404,363869,0,0,0,0,0,0,0,0,0,0,0,0,0,,A46J,,2.0,1.0,1.0,MILT GROSS FUND INC,% NATIONAL CARTOONISTS SOCIETY INC,157 W 57TH ST APT 904,NEW YORK,NY,10019-2210,0.0,3.0,3.0,1000.0,198801.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,560.0,561.0,0.0,B9710,,1.0,1,1,2.0,1,36061.0,,A46J,A12,4.0,PC,S,ZB,A,IN,,1990,A,A46J,0.37754899999999997,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A12,199012,77516,0,NY,10019.0,NEW YORK,,,PC,S,ZB,A,IN,,A12,A,,26329
24016,222663603,30300,0,0,0,375,0,0,0,25405,25405,55705,59349,-56,0,0,4690,1045,1101,1101,0,0,0,0,0,0,0,0,0,0,0,,A68M,,1.0,1.0,1.0,SOUND DIRECTIONS INC,,175 W 93RD ST 8H,NEW YORK,NY,10025-9330,0.0,3.0,3.0,1000.0,198602.0,1.0,16.0,1.0,13.0,198706.0,10.0,5,,90.0,995.0,119.0,B9710,,0.0,1,1,4.0,1,36061.0,,A68M,A19,6.0,PC,O,AR,A,IN,,1990,A,A68M,0.11888599999999999,10025.0,10025.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A19,199105,55705,0,NY,10025.0,NEW YORK,,,PC,O,AR,A,IN,,A1968,A,,25030
24396,222742906,63018,0,0,0,555,3050,0,0,142246,142246,205264,198043,7493,0,0,12147,22370,11875,14877,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,2.0,2.0,STEPHEN PETRONIO DANCE COMPANY INC,,95 ST MARKS PL 10,NEW YORK,NY,10009-5110,0.0,3.0,3.0,2000.0,198610.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.319682,10009.0,10009.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199006,205264,0,NY,10009.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,141691
24563,222777980,33490,0,0,0,142,0,0,0,2223,2223,35713,54964,-216401,15532,0,2366,2814,199516,219215,0,0,0,0,0,0,0,0,0,0,0,,A65Z,A66Z,1.0,1.0,1.0,RIVER BARGE PRODUCTIONS INC,,302 W 79TH ST 8A,NEW YORK,NY,10024-6117,0.0,3.0,3.0,1000.0,198706.0,1.0,15.0,1.0,13.0,0.0,10.0,10,,90.0,92.0,126.0,B9710,,0.0,0,1,4.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.868128,10024.0,10024.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A65,199010,35713,0,NY,10024.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,2081
24702,222809914,29630,0,0,0,0,0,0,0,0,0,29630,27266,11106,0,0,8742,11106,0,0,11106,0,0,0,0,0,0,0,0,0,0,,A68Z,A31Z,1.0,1.0,1.0,MUSIC AND MORE INC,GANER,555 PARK AVE APT 8W,NEW YORK,NY,10021-8166,0.0,3.0,3.0,1200.0,198708.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1990,A,A68Z,0.11403900000000002,10021.0,10021.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A68,199012,29630,0,NY,10021.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A,,0
24735,222814886,25473,0,0,0,0,0,0,0,76403,76403,101876,117802,-3809,17600,0,34837,8922,12316,12731,3809,0,0,0,0,0,0,0,0,0,0,,A24Z,,1.0,2.0,2.0,DIEU DONNE PAPER MILL INC,,433 BROOME STREET,NEW YORK,NY,10013-2622,0.0,3.0,3.0,1000.0,198803.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,123.0,126.0,0.0,B9710,,0.0,1,0,0.0,0,36061.0,,A24Z,A20,,PC,O,AR,A,IN,,1990,A,A24Z,0.23609499999999997,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A40,199012,101876,0,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A40,A,,76403
24900,222854865,54435,6005,0,0,4068,9402,0,20,54650,54650,115090,44561,82378,0,0,43508,82378,0,0,82378,0,0,0,0,0,0,0,0,0,0,,A82Z,,1.0,2.0,1.0,LAND AND CULTURE ORGANIZATION INC,,138 E 39TH ST,NEW YORK,NY,10016-0914,0.0,3.0,3.0,2000.0,198712.0,1.0,9.0,1.0,13.0,0.0,10.0,12,,29.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A82Z,A80,,PC,O,AR,A,IN,,1990,A,A82Z,0.679642,10016.0,10016.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A80,199012,115090,0,NY,10016.0,NEW YORK,,,U,O,AR,A,IN,,A80,A,,50562
25132,222916652,0,0,0,0,4,0,0,0,61951,55008,61951,61366,-134449,0,0,37183,2505,153833,136954,134549,0,0,0,0,0,0,0,0,0,0,,A30Z,,1.0,1.0,1.0,BANGOR PUBLIC COMMUNICATIONS INC,,,NEW YORK,NY,10178-0000,,,,,,,,,,,,12,,,,,BMF89,1989.0,0.0,0,0,0.0,0,36061.0,,A30Z,A30,,U,O,AR,A,IN,,1990,A,A30Z,0.000730281,10178.0,10178.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A30,199012,55008,0,NY,10178.0,NEW YORK,,,PC,O,AR,A,IN,,A30,A,,55004
25495,223024935,170021,0,0,0,0,46660,12119,32881,681139,669020,851160,615586,223455,0,0,0,269496,0,46041,0,0,0,0,0,0,0,0,0,0,0,,A53Z,,2.0,3.0,3.0,PERILLO MUSEUM OF WESTERN ART,%,70 WARDS PIONT AVE,STATEN ISLAND,NY,10307-1536,0.0,3.0,3.0,2000.0,199007.0,1.0,15.0,1.0,13.0,0.0,20.0,6,,60.0,91.0,0.0,B9710,,1.0,1,1,4.0,1,36085.0,,A51Z,A51,,PC,O,AR,A,IN,,1989,A,A51Z,0.21065,10307.0,10307.0,5602.0,5600.0,A,1,AR,AR,36085.0,,AR,1990,A51,199006,839041,0,NY,10307.0,STATEN ISLAND,,,PC,O,AR,A,IN,,A51,A,,636139
25540,223047700,0,27060,0,0,0,0,0,0,26936,26936,53996,39684,24682,0,0,10370,24682,0,0,0,0,0,0,0,2750,0,0,0,0,0,,A41Z,,1.0,1.0,1.0,NEW YORK FOUNDATION FOR ARCHITECTURE INC,,200 LEXINGTON AVE,NEW YORK,NY,10016-6101,0.0,3.0,3.0,1000.0,196703.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,59.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A41Z,A40,,PF,O,AR,A,IN,,1989,A,A41Z,0.646287,10016.0,10016.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A40,198912,53996,0,NY,10016.0,NEW YORK,,,PF,O,AR,A,IN,,A40,A,,26936
28817,232290568,56900,28365,0,0,3807,0,0,0,75188,75188,160453,168879,48943,0,0,57369,48943,0,0,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,1.0,2.0,2.0,ARTHUR PAGE SOCIETY,% M SCHAEFER,1301 AVE OF THE AMERICAS,NEW YORK,NY,10019-6022,0.0,3.0,3.0,1000.0,198701.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,149.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A82Z,A80,,PC,O,AR,A,IN,,1990,A,A82Z,0.6744439999999999,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A80,199012,160453,0,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A80,A,,71381
29733,236269069,4775,32135,0,0,15695,0,0,0,15695,15695,52605,29104,270444,0,0,237275,270444,0,0,0,0,0,0,0,0,0,0,0,0,0,S,A80Z,,2.0,1.0,1.0,GENERAL SOCIETY OF THE SONS OF THE REVOLUTION,% JAMES THORINGTON II,54 PEARL ST,NEW YORK,NY,10004-2429,0.0,3.0,3.0,2100.0,194502.0,1.0,16.0,5.0,13.0,0.0,10.0,6,,62.0,908.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A80Z,A80,,PC,O,AR,A,IN,,1989,A,A80Z,0.0251558,10004.0,10004.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A80,199006,52605,0,NY,10004.0,NEW YORK,,,PC,O,AR,A,IN,,A80,A,,0
