,OLDNTEE,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VOK,VBS,VINCTYPE,VINCEXP,VFB,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2TASFMV
32316,A65Z,237022729,332088,0,0,0,0,57039,0,0,693926,693926,1026014,1017926,75974,0,0,155637,153461,87751,77487,0,0,0,0,0,0,0,0,0,0,0,0,0,654137,0,39789,,A30Z,WOOSTER GROUP INC,,PO BOX 654,NEW YORK,NY,10013-0654,0.0,3.0,3.0,1200.0,196905.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,40.0,B9710,,1,1,6.0,1,1.0,1026014,2.0,4.0,4.0,4.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.323932,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A65,199106,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
32359,A82Z,237024723,4449,7790,0,0,204,0,0,0,20384,20384,32623,25244,15196,0,0,7817,15196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16040,0,4140,,,BROWNSTONE REVIVAL COMMITTEE,,PO BOX 577,NEW YORK,NY,10113-0577,0.0,3.0,3.0,1200.0,197707.0,1.0,15.0,1.0,13.0,0.0,20.0,12,,402.0,398.0,119.0,B9710,,1,1,6.0,1,1.0,32623,1.0,1.0,1.0,1.0,36061,,A82Z,A82,,PC,O,AR,A,IN,,1991,A,A82Z,0.00337362,10113.0,10113.0,5602.0,5600.0,36061.0,,AR,1991,A82,199112,NY,10113.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A,
32395,A99Z,237025308,337100,0,0,0,1568,14643,0,0,332780,332780,669880,672753,-29567,0,0,132298,59281,158992,88848,0,0,0,0,0,0,0,0,0,0,0,0,0,278775,30997,14890,,,CSC REPERTORY LTD,,136 E 13TH ST,NEW YORK,NY,10003-5306,0.0,3.0,3.0,2000.0,197110.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,0,0,6.0,1,0.0,669880,1.0,3.0,3.0,3.0,36061,,A99Z,A99,,PC,O,AR,A,IN,,1991,A,A99Z,0.8568459999999999,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1992,A99,199206,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
32488,S20Z,237028809,190560,0,0,0,948,30875,0,0,23633,23633,214193,225314,-73021,39403,0,88748,104140,150648,177162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FREDERICK DOUGLASS CREATIVE ARTS,,270 W 96 ST,NEW YORK,NY,10025-6205,0.0,3.0,3.0,1000.0,196908.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,402.0,0.0,0.0,B9710,,0,0,4.0,1,0.0,214193,2.0,2.0,2.0,2.0,36061,,S20Z,S20,,PC,O,PB,S,IN,,1989,S,S20Z,0.5900380000000001,10025.0,10025.0,5602.0,5600.0,36061.0,,PU,1989,A70,198912,NY,10025.0,NEW YORK,,,S,PU,OT,PC,O,PB,S,IN,,A70,A,
32603,A82Z,237031677,49750,11005,0,0,2680,0,0,0,34267,34267,95022,44531,87597,0,0,37106,87597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30917,0,670,,,PHOTOGRAPHIC HISTORICAL SOCIETY OF NEW YORK INC,,1150 SIXTH AVE,NEW YORK,NY,10036-2701,0.0,3.0,3.0,2000.0,196909.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,95022,1.0,1.0,1.0,1.0,36061,,A82Z,A82,,PC,O,AR,A,IN,,1991,A,A82Z,0.770641,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1991,A82,199112,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A82,A,
32689,A68Z,237034927,230959,0,0,0,0,45326,0,0,8258,8258,239217,229152,2084,0,0,19364,23168,26582,21084,0,0,0,0,0,0,0,0,0,0,0,0,763,2237,0,5258,,,PRO MUSICIS FOUNDATION INC,,140 W 79TH ST,NEW YORK,NY,10024-6421,0.0,3.0,3.0,1200.0,196909.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1,1,6.0,1,1.0,238454,1.0,2.0,2.0,2.0,36061,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.041567599999999996,10024.0,10024.0,5602.0,5600.0,36061.0,,AR,1992,A68,199206,NY,10024.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A,
32767,A74Z,237037147,321544,690857,16648,0,137856,54274,0,0,987570,987570,1999971,1912427,2102804,111333,0,2262528,2304931,145461,202127,0,0,0,0,0,0,0,0,0,0,0,0,84261,563502,99935,85368,,,ENGLISH SPEAKING UNION OF THE UNITED STATES GROUP RETURN,JAMES LLOYD,16 E 69TH ST,NEW YORK,NY,10021-4906,1899.0,3.0,9.0,2000.0,196710.0,1.0,16.0,1.0,13.0,0.0,30.0,6,RETURN,59.0,40.0,349.0,B9710,,1,1,6.0,1,1.0,1915710,4.0,4.0,4.0,4.0,36061,,A74Z,A74,,PC,O,AR,A,IN,,1990,A,A74Z,0.274496,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1991,A74,199106,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A70,A,
32833,A63I,237039510,149810,0,0,0,22537,1324,0,0,15646,15646,165456,114832,294763,0,0,248219,298413,4080,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6891,,,AMERICAN FRIENDS OF CONVENT GARDEN AND THE ROYAL BALLET INC,% WINDEL MARX DAVIES & IVES,156 W 56TH ST,NEW YORK,NY,10019-3800,0.0,3.0,3.0,1300.0,196911.0,1.0,16.0,1.0,13.0,0.0,10.0,8,ALLET INC,119.0,602.0,0.0,B9710,,1,1,6.0,1,1.0,165456,2.0,2.0,2.0,2.0,36061,,A63I,A63,6.0,PC,O,AR,A,IN,,1990,A,A63I,0.12774100000000002,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1991,A63,199108,NY,10019.0,NEW YORK,,,A,AR,AR,PC,S,ZA,,IN,,A63,A,
32914,A31Z,237042553,1106906,123120,164800,161086,94205,0,0,0,1689561,1528475,2919587,2777425,11188306,0,0,9819287,13513659,1345564,2325353,0,0,0,0,0,0,0,0,0,0,0,0,0,954733,0,475823,S,,FILM SOCIETY OF LINCOLN CENTER INC,,70 LINCOLN PLZ,NEW YORK,NY,10023-7003,0.0,3.0,3.0,1230.0,196911.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,59.0,602.0,B9710,,0,1,1.0,0,1.0,2758501,6.0,4.0,4.0,4.0,36061,,A31Z,A31,,PC,O,AR,A,IN,,1991,A,A31Z,0.186006,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1991,A31,199112,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A,
33148,A68Z,237051690,19496,32322,0,0,20940,30159,0,0,449966,449966,501784,158604,704952,76382,0,597332,713081,60477,8129,0,0,0,0,0,0,0,0,0,0,0,0,175083,40463,213480,0,,A6DC,SONGWRITERS HALL OF FAME INC,% PRAGER AND FENTON,675 THIRD AVE,NEW YORK,NY,10017-0000,0.0,3.0,3.0,2000.0,197212.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,200.0,0.0,B9710,,1,1,6.0,1,1.0,326701,3.0,3.0,2.0,2.0,36061,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.11746300000000001,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1992,A68,199206,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A50,A,
33283,A65Z,237057226,375508,0,0,0,2665,22664,0,0,42282,42282,417790,411255,-18981,0,0,9250,17041,34766,36022,0,0,0,0,0,0,0,0,0,0,0,0,0,39617,0,0,,A67Z,AMAS MUSICAL THEATRE INC,,450 W 42ND ST RM 2J,NEW YORK,NY,10036-6814,0.0,3.0,3.0,1200.0,197002.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1,1,6.0,1,0.0,417790,1.0,2.0,2.0,2.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.145893,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1991,A65,199106,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
33804,A26Z,237072915,903781,5300,0,0,1603,28130,0,0,180129,180129,1089210,1067890,87114,51845,0,186603,179905,120809,92791,0,0,0,0,0,0,0,0,0,0,0,0,0,135521,43005,0,,,BROOKLYN ARTS COUNCIL,,195 CADMAN PLZ W,BROOKLYN,NY,11201-1722,0.0,3.0,3.0,2000.0,197012.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,1089210,2.0,4.0,4.0,4.0,36047,,A26Z,A26,,PC,O,AR,A,IN,,1990,A,A26Z,0.786416,11201.0,11201.0,5602.0,5600.0,36047.0,,AR,1991,A26,199106,NY,11201.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A26,A,
33882,A82Z,237075551,41372,0,0,0,656,0,0,0,656,656,42028,24598,29183,0,0,29933,29633,750,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HISTORIC CHURCHES PRESERVATION FUND INC,,165 E 72ND ST 1C,NEW YORK,NY,10021-4335,0.0,3.0,3.0,1200.0,197007.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,160.0,59.0,0.0,B9710,,0,1,1.0,0,1.0,42028,1.0,1.0,1.0,1.0,36061,,A82Z,A82,,PC,O,AR,A,IN,,1991,A,A82Z,0.651998,10021.0,10021.0,5602.0,5600.0,36061.0,,AR,1991,A82,199112,NY,10021.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A82,A,
33911,A62E,237076274,6528,0,0,0,0,0,0,0,31946,31946,38474,47531,12194,0,0,21251,12194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31467,0,479,,,DANCE RESEARCH FOUNDATION INC,% MCDONAGH,37 W 12TH ST 7J,NEW YORK,NY,10011-8544,0.0,3.0,1.0,2000.0,197012.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1,1,6.0,1,1.0,38474,1.0,1.0,1.0,1.0,36061,,A62E,A62,6.0,PC,O,AR,A,IN,,1991,A,A62E,0.219631,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1992,A62,199206,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0562,A,
34220,A65Z,237086643,2327110,0,0,0,47006,566030,0,0,7040750,7040750,9367860,8079526,1636320,0,0,3145422,4494427,2371200,2858107,0,0,0,0,0,0,0,0,0,0,0,0,363236,6174892,414406,41210,,,MANHATTAN THEATER CLUB INC,% A JOSEPH TANDET,453 W 16TH ST,NEW YORK,NY,10011-5835,0.0,3.0,3.0,2100.0,197012.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,9004624,4.0,5.0,5.0,5.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.6539,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1992,A65,199206,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
34234,A63Z,237086978,36660,0,0,0,49782,0,0,0,94611,94611,131271,191553,1290213,22800,0,1386609,1331239,35414,41026,0,0,0,0,0,0,0,0,0,0,0,0,0,38191,0,0,,,DOWNTOWN BALLET CO INC BALLET OF PUERTO RICO,,301 W 45TH ST 6F,NEW YORK,NY,10036-3827,0.0,3.0,3.0,2000.0,197012.0,1.0,16.0,1.0,13.0,0.0,10.0,5,BALLET DE PUERTO RICO,149.0,561.0,0.0,B9710,,1,1,4.0,1,1.0,131271,4.0,2.0,2.0,2.0,36061,,A63Z,A63,,PC,O,AR,A,IN,,1990,A,A63Z,0.903235,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1991,A63,199105,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A63,A,
34339,A82Z,237088677,294645,0,0,0,36585,9218,0,0,254343,254343,548988,409749,850234,0,0,880682,877489,169687,27255,850234,0,0,0,0,0,0,0,0,0,0,0,0,217758,0,0,,,VERSAILLES FOUNDATION INC,,420 LEXINGTON AVE,NEW YORK,NY,10170-0002,0.0,3.0,3.0,1000.0,197111.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,548988,3.0,3.0,3.0,2.0,36061,,A82Z,A82,,PC,O,AR,A,IN,,1991,A,A82Z,0.9742930000000001,10170.0,10170.0,5602.0,5600.0,36061.0,,AR,1991,A82,199112,NY,10170.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A,
34391,A20Z,237089275,6800,0,0,0,18957,0,0,0,18957,18957,25757,32095,143247,0,0,299585,293247,150000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ART DEALERS ASSOCIATION FOUNDATION INC,,575 MADISON AVE,NEW YORK,NY,10022-2511,0.0,3.0,3.0,1200.0,197103.0,1.0,15.0,1.0,13.0,0.0,20.0,10,,119.0,59.0,602.0,B9710,,1,1,6.0,1,1.0,25757,2.0,1.0,1.0,1.0,36061,,A20Z,A20,,PC,O,AR,A,IN,,1990,A,A20Z,0.0669933,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1991,A12,199110,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A12,A,
34505,A62Z,237092561,22247,0,0,0,125,0,0,0,60998,60998,83245,0,2306,0,0,8240,20239,17932,17932,0,0,0,0,0,0,0,0,0,0,0,0,71247,0,-10374,0,,,ZENA ROMMETT DANCE ASSOCIATION LTD,,44 DOWNING ST 1B,NEW YORK,NY,10014-4354,0.0,3.0,3.0,2000.0,197101.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,11998,1.0,1.0,1.0,0.0,36061,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.427624,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1991,A62,199106,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
34954,A69Z,237106585,41694,14750,0,0,2922,0,0,0,37800,5351,94244,58118,37032,0,0,33355,37032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710,0,0,,,CHILDRENS ORCHESTRA SOCIETY INC,,65 03 180TH ST,FRESH MEADOWS,NY,11365-2139,0.0,3.0,3.0,2100.0,197104.0,1.0,15.0,1.0,11.0,0.0,10.0,8,,119.0,349.0,0.0,B9710,,1,1,4.0,1,1.0,61795,1.0,1.0,1.0,1.0,36081,,A69Z,A69,,PC,O,AR,A,IN,,1989,A,A69Z,0.0156749,11365.0,11365.0,5602.0,5600.0,36081.0,,AR,1990,A69,199008,NY,11365.0,FRESH MEADOWS,,,A,AR,AR,PC,O,AR,A,IN,,A69,A,
35021,A33Z,237108499,248495,0,0,0,0,8501,0,0,357392,357392,605887,592204,-10979,0,5335,457675,471981,482337,482960,0,0,0,0,0,0,0,0,0,0,0,0,0,357392,0,0,,R23Z,FEMINIST PRESS INC,% PAUL POMBO CPA PC,311 E 94TH ST,NEW YORK,NY,10128-5603,0.0,3.0,3.0,3000.0,197212.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,120.0,0.0,B9710,,1,1,6.0,1,0.0,605887,2.0,3.0,3.0,3.0,36061,,A33Z,A33,,PC,O,AR,A,IN,,1991,A,A33Z,0.550417,10128.0,10128.0,5602.0,5600.0,36061.0,,AR,1991,A33,199112,NY,10128.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A,
35061,B99Z,237109879,3932466,0,0,0,1118,48562,0,0,131278,131278,4063744,4002293,-653258,0,0,897031,767196,1562661,1420454,0,0,0,0,0,0,0,0,0,0,0,0,49079,560,80521,0,,,NATIONAL PUERTO RICAN FORUM INC,,31 E 32ND ST,NEW YORK,NY,10016-5509,0.0,3.0,3.0,2100.0,197104.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,399.0,0.0,B9710,,1,1,6.0,1,0.0,4014665,3.0,4.0,4.0,4.0,36061,,B99Z,B99,,PC,O,ED,B,IN,,1990,B,B99Z,0.20656100000000002,10016.0,10016.0,5602.0,5600.0,36061.0,,ED,1991,B99,199106,NY,10016.0,NEW YORK,,,B,ED,ED,PC,O,ED,B,IN,,A23,A,
35186,A31Z,237112957,110083,0,0,0,1541,8461,0,0,118446,118446,228529,282184,256528,29850,0,310183,256528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116905,0,0,,,GLOBAL VILLAGE VIDEO RESOURCE CENTER INC,,431 BROOME ST,NEW YORK,NY,10013-2622,0.0,3.0,3.0,2000.0,197107.0,1.0,15.0,1.0,13.0,0.0,10.0,3,,59.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,228529,2.0,2.0,2.0,2.0,36061,,A31Z,A31,,PC,O,AR,A,IN,,1990,A,A31Z,0.021689700000000003,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A31,199103,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A,
35189,A65Z,237112987,344834,0,0,0,4694,1236,0,0,365212,365212,710046,693636,131319,37960,0,241527,185344,100280,54025,0,0,0,0,0,0,0,0,0,0,0,0,26338,306000,28180,0,,,WORKSHOP OF THE PLAYERS ART FOUNDATION,,519 W 23RD ST,NEW YORK,NY,10011-1102,0.0,3.0,3.0,3000.0,197109.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1,1,6.0,1,1.0,683708,2.0,3.0,3.0,3.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.695297,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1992,A65,199206,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
35350,A60Z,237117003,0,0,0,0,156,0,0,0,25370,25370,25370,29154,-11621,0,0,40828,8406,48665,20027,0,0,0,0,0,0,0,0,0,0,0,0,0,23850,0,1364,,,RAINDANCE FOUNDATION INC,,51 FIFTH AVE,NEW YORK,NY,10003-4320,0.0,3.0,3.0,1230.0,197110.0,1.0,15.0,1.0,13.0,0.0,20.0,8,,149.0,119.0,0.0,B9710,,0,0,6.0,1,0.0,25370,1.0,1.0,1.0,1.0,36061,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.37098000000000003,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1991,A60,199108,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A,
35703,A6DB,237126815,85543,9365,0,0,2,21104,0,0,11774,11774,106682,131487,-5462,0,0,22196,7042,2853,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,11772,0,0,,A33Z,COMPOSERS FORUM INC,% ART SERVICES,260 W BROADWAY,NEW YORK,NY,10013-2259,0.0,3.0,3.0,2000.0,197109.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1,1,6.0,1,0.0,106682,1.0,2.0,2.0,2.0,36061,,A6DB,A6D,6.0,PC,O,AR,A,IN,,1990,A,A6DB,0.601312,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A6D,199106,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0268,A,
35778,A20J,237129564,6061737,0,0,0,103383,129690,0,0,446322,446322,6508059,6505343,-22007,0,0,4956954,3225241,4981677,3247248,0,0,0,0,0,0,0,0,0,0,0,0,0,296295,0,46644,S,,NEW YORK FOUNDATION FOR THE ARTS INC,,155 AVE OF THE AMERICAS,NEW YORK,NY,10013-1507,0.0,3.0,3.0,1200.0,199407.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,6.0,1,0.0,6508059,4.0,5.0,5.0,5.0,36061,,A20J,A20,2.0,PC,O,AR,A,IN,,1990,A,A20J,0.6864939999999999,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A12,199106,NY,10013.0,NEW YORK,,,A,AR,AR,PC,S,ZB,,IN,,A1261,A,
35883,A99Z,237133200,7800,0,0,0,695,0,0,0,239697,239697,247497,247884,6843,0,0,21730,15843,14500,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,239002,0,0,,,SOUNDSCAPE PRESENTS INC,,799 GREENWICH ST,NEW YORK,NY,10014-1843,0.0,3.0,3.0,2000.0,197201.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,247497,1.0,2.0,2.0,2.0,36061,,A99Z,A99,,PC,O,AR,A,IN,,1991,A,A99Z,0.6874060000000001,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1992,A20,199206,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A20,A,
35984,A61Z,237136084,451973,0,0,0,482,12635,0,0,867048,867048,1319021,1689849,-661259,10437,0,541990,80148,828271,741407,0,0,0,0,0,0,0,0,0,0,0,0,4150,862416,0,0,,,LENOX ARTS CENTER INC,,29 BETHUNE ST,NEW YORK,NY,10014-1724,0.0,3.0,3.0,1000.0,197110.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,119.0,0.0,B9710,,1,1,6.0,1,0.0,1314871,1.0,4.0,4.0,4.0,36061,,A61Z,A61,,PC,O,AR,A,IN,,1990,A,A61Z,0.520969,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1991,A65,199106,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
36115,A31Z,237146941,193272,0,0,0,118,7106,0,0,172841,172841,366113,403585,-84233,0,0,515603,108936,160438,193169,0,0,0,0,0,0,0,0,0,0,0,0,0,155936,0,16781,,A26Z,ELECTRONIC ARTS INTERMIX INC,,542 W 22ND ST 3RD FL,NEW YORK,NY,10011-1108,0.0,3.0,3.0,1000.0,197201.0,1.0,16.0,1.0,13.0,0.0,10.0,9,,995.0,602.0,0.0,B9710,,0,1,0.0,0,0.0,366113,2.0,2.0,2.0,2.0,36061,,A31Z,A31,,PC,O,AR,A,IN,,1990,A,A31Z,0.8897959999999999,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1991,A31,199109,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A,
36191,A6CZ,237150345,368726,0,0,0,648,6346,0,0,336534,336534,705260,819955,-150242,34000,0,378214,282651,332880,432893,0,0,0,0,0,0,0,0,0,0,0,0,80881,239133,12106,3766,,,ENSEMBLE STUDIO THEATRE INC,,549 W 52ND ST,NEW YORK,NY,10019-5012,0.0,3.0,3.0,2000.0,197204.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,994.0,119.0,0.0,B9710,,1,1,6.0,1,0.0,624379,2.0,3.0,3.0,3.0,36061,,A6CZ,A6C,,PC,O,AR,A,IN,,1990,A,A6CZ,0.0298161,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1991,A65,199106,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
36353,A53Z,237156720,921602,4790,0,0,7766,86973,0,0,26713,26713,953105,1110500,-138037,0,44893,214480,171396,195122,309433,0,0,0,0,0,0,0,0,0,0,0,0,0,18947,0,0,,,AMIGOS DEL MUSEO DEL BARRIO,,1230 FIFTH AVE,NEW YORK,NY,10029-4401,0.0,3.0,3.0,2000.0,197208.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,602.0,0.0,B9710,,1,1,6.0,1,0.0,953105,2.0,3.0,3.0,4.0,36061,,A53Z,A53,,PC,O,AR,A,IN,,1990,A,A53Z,0.420642,10029.0,10029.0,5602.0,5600.0,36061.0,,AR,1991,A53,199106,NY,10029.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A53,A,
36403,A65Z,237158715,43520,0,0,0,0,0,0,0,12717,12717,56237,60711,-5078,0,0,3175,1272,2570,6351,0,0,0,0,0,0,0,0,0,0,0,0,0,12717,0,0,,,MEDICINE SHOW THEATRE ENSEMBLE INC,% BARBARA VANN,PO BOX 20240,NEW YORK,NY,10025-1511,0.0,3.0,3.0,1000.0,197212.0,1.0,16.0,1.0,13.0,0.0,10.0,7,,119.0,88.0,0.0,B9710,,0,0,1.0,0,0.0,56237,1.0,1.0,1.0,1.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.6730649999999999,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1991,A65,199107,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
36534,A72E,237164776,69751,12669,60563,59903,20072,1550,0,4216,84851,24948,167271,147361,407637,0,0,447669,407637,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,JOSEF PILSUDSKI INST OF AMER FOR RESRCH IN MOD HIST OF POLAND INC,,180 SECOND AVE,NEW YORK,NY,10003-5778,0.0,3.0,3.0,2000.0,195003.0,1.0,16.0,1.0,13.0,0.0,10.0,12,T OF POLAND INC,59.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,107368,2.0,2.0,2.0,2.0,36061,,A72E,A72,7.0,PC,O,AR,A,IN,,1991,A,A72E,0.0679462,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1991,A72,199112,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A0580,A,
