,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,NTEE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,Randnum,MSA_NECH,NTEESRC,nteeConf,nteedraft,Ntee2005b,Confidence2005b,ntee42005b,LAT,LON,FipsOldA,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
2266,10738276,200306,2002,600000,0,0,0,738,0,0,0,738,738,600738,532510,68228,0,0,0,132630,0,64402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,600738,3,7,0,0,0,0,0,738,0,0,0,0,0,0,600738,68228,0,71685,7154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29490171221034,2003,N,10014-7002,10014.0,10738276200306,107382762003,6,0.0,0.0,0.0,200 VARICK ST 500A,3.0,200706.0,NEW YORK,1.0,SUSAN W COULTER,1.0,13.0,15.0,10.0,0.0,CW FILM FOUNDATION INC,1.0,200211.0,,NY,RTF03PC,2.0,3.0,3.0,3.0,A,A31,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.896734,5602.0,1,C,A31,A31,,,-74.00536,40.726729999999996,36061.0,NY,10014.0,NEW YORK,A31,,0.0,3a,2003.0,0.0,3a,2003.0,68228.0,3a,2003.0,30707.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,600000.0,3a,2003.0,0.0,4,2007.0,PC,O,AR,A,IN,,0.0,3a,2003.0,12703.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A31,A
2353,10769997,200312,2003,500000,0,0,0,0,0,0,0,0,0,500000,12736,487264,0,0,0,500000,0,12736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,500000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,500000,487264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29490255092284,2003,N,10128-0112,10128.0,10769997200312,107699972003,12,0.0,0.0,0.0,1071 5TH AVE,3.0,0.0,NEW YORK,1.0,THOMAS KRENS,1.0,13.0,17.0,10.0,0.0,HERMITAGE-GUGGENHEIM FOUNDATION INC,1.0,200311.0,,NY,RTF03PC,3.0,3.0,3.0,1.0,A,A51,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.21944299999999997,5602.0,1,C,A51,A51,,,-73.95945999999999,40.78283,36061.0,NY,10128.0,NEW YORK,A51,,0.0,2,2004.0,0.0,2,2004.0,487264.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,2,2004.0,500000.0,2,2004.0,0.0,4,2005.0,PC,S,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A51,A
2639,20223438,200312,2003,73900,0,25000,31587,3100,0,0,0,28903,-2684,102803,107477,1930381,25440,0,1694607,1930381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,,71216,3,10,0,33,3067,0,0,0,-6587,0,0,0,0,0,71216,-36261,272035,0,0,0,0,0,0,0,1694607,0,0,0,0,0,0,0,0,0,0,0,62,1.0,29490164062174,2003,N,10017-1920,10017.0,20223438200312,202234382003,12,62.0,0.0,0.0,17 E 47TH ST,3.0,0.0,NEW YORK,1.0,ROGER HOOKER,1.0,13.0,17.0,10.0,0.0,SAINT-GAUDENS MEMORIAL,1.0,194703.0,,NY,RTF03PC,4.0,1.0,2.0,2.0,A,A80,IN,,AR,A,A80Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.750532,5602.0,1,B,A80,A80,,,-73.97915,40.756240000000005,36061.0,NY,10017.0,NEW YORK,A80,,0.0,3a,2003.0,0.0,3a,2003.0,1929881.0,3a,2003.0,772232.0,3a,2003.0,500.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,73900.0,3a,2003.0,772203.0,3a,2003.0,PC,S,AR,A,IN,,1029043.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,7300.0,3a,2003.0,A80,A
3613,20501122,200306,2002,15800,0,0,0,0,53403,0,0,33095,33095,48895,53403,22915,9000,0,27423,22915,0,0,22915,0,0,0,0,0,0,0,0,0,0,0,0,33095,0,0,,48895,3,7,0,0,0,0,0,0,0,0,0,0,0,0,48895,-4508,0,0,0,0,0,0,0,27423,27423,51526,0,56198,303,0,0,108027,51829,0,0,0,0,1.0,29490171268194,2003,N,10023-6049,10023.0,20501122200306,205011222003,6,0.0,0.0,0.0,74 W 68TH ST APT 1C,3.0,0.0,NEW YORK,1.0,DAVID SEGAL,1.0,13.0,15.0,10.0,0.0,WATERVILLE VALLEY MUSIC CENTER,5.0,199904.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A68,IN,,AR,A,A68,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.853294,5602.0,1,C,A68,A68,,,-73.9799,40.77453,36061.0,NY,10023.0,NEW YORK,A68,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,15800.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,22915.0,3a,2003.0,A68,A
3879,20540261,200312,2003,93534,0,0,0,0,32993,0,0,17270,17270,110804,136522,-92786,56500,0,5125,15376,60407,108162,0,0,0,0,0,0,0,0,0,0,0,0,11786,0,5484,0,,99018,3,7,0,0,0,0,0,0,0,0,0,0,17270,0,99018,-37504,0,0,4819,0,0,0,0,0,-55282,8170,0,0,0,0,0,8170,8170,0,0,0,0,1.0,29490262103194,2003,N,10011-8274,10011.0,20540261200312,205402612003,12,0.0,0.0,0.0,149 W 12TH ST,3.0,200612.0,NEW YORK,2.0,SCOTT LAUER,1.0,13.0,15.0,10.0,0.0,OPENHOUSENEWYORK INC,1.0,200205.0,,NY,RTF03PC,1.0,1.0,2.0,2.0,A,A40,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.113087,5602.0,1,C,A40,A40,,,-73.99916076660159,40.736598968505895,36061.0,NY,10011.0,NEW YORK,C01,60.0,38014.0,3a,2003.0,0.0,3a,2003.0,-92786.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,55520.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,12160.0,3a,2003.0,C0160,C
3959,20557576,200312,2003,91260,0,0,0,83,21130,0,0,83,83,91343,66691,64588,0,0,55020,67464,15084,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91343,3,7,0,83,0,0,0,0,0,0,0,0,0,0,91343,24652,0,0,0,0,0,0,0,0,39936,80600,0,0,0,0,0,80600,80600,0,0,0,0,1.0,29490304098104,2003,N,10041-0004,10041.0,20557576200312,205575762003,12,0.0,0.0,0.0,55 WATER ST CONCOURSE LEV,3.0,200612.0,NEW YORK,2.0,NEW WATER STREET CORPORATION,1.0,13.0,15.0,10.0,0.0,FRIENDS OF THE PLAZA-VVP CORPORATION,1.0,200211.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A50,IN,,AR,A,,PC,O,AR,A,,,AR,AR,,5600.0,36061.0,0.608757,5602.0,1,C,A50,A50,,,-74.01335,40.70261,36061.0,NY,10041.0,NEW YORK,A80,,0.0,3a,2003.0,0.0,3a,2003.0,64588.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,91260.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,67464.0,3a,2003.0,A80,A
4006,20569320,200312,2003,38716,0,0,0,0,0,0,0,0,0,38716,24991,16807,0,0,3082,16807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38716,3,9,0,0,0,0,0,0,0,0,0,0,0,0,38716,13725,0,0,0,0,0,0,0,0,3082,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29490325022244,2003,N,11201-2328,11201.0,20569320200312,205693202003,12,0.0,0.0,0.0,145 HICKS ST STE A-54,3.0,200612.0,BROOKLYN,1.0,LYNN PARKERSON,1.0,11.0,15.0,10.0,0.0,BROOKLYN BALLET,1.0,200206.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A63,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.8458459999999999,5602.0,1,C,A63,A63,,,-73.9948806762695,40.6982917785645,36047.0,NY,11201.0,BROOKLYN,A63,,0.0,3a,2003.0,0.0,3a,2003.0,16807.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,38716.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,16807.0,3a,2003.0,A63,A
4018,20572471,200307,2002,124216,0,0,0,69,41366,0,0,52717,52717,176933,398935,-222717,15000,0,42835,328179,43550,550896,0,0,0,0,0,0,0,0,0,0,0,0,0,52648,0,0,,176933,3,9,0,69,0,0,0,0,0,0,0,0,0,0,176933,-222002,0,75974,6957,0,0,0,0,0,-715,250,0,0,0,0,0,250,250,0,0,0,0,1.0,29490045007194,2003,N,10018-1402,10018.0,20572471200307,205724712003,7,0.0,0.0,0.0,334 W 39TH ST,3.0,200612.0,NEW YORK,1.0,LESLIE SMITH,1.0,13.0,16.0,20.0,0.0,REVELATION THEATRE INC,1.0,200212.0,,NY,RTF03PC,2.0,2.0,2.0,2.0,A,A65,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.345262,5602.0,1,C,N20,A65,,,-73.99213,40.75573,36061.0,NY,10018.0,NEW YORK,A65,,0.0,3a,2003.0,0.0,3a,2003.0,-222717.0,3a,2003.0,268365.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,124216.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,57914.0,3a,2003.0,0.0,3a,2003.0,300.0,3a,2003.0,A65,A
4061,20581476,200312,2003,33226,0,0,0,0,0,0,0,1751,1751,34977,15912,21636,0,0,3940,21726,0,90,0,0,0,0,0,0,0,0,0,0,0,0,1369,0,0,382,,33608,3,7,0,0,0,0,0,0,0,0,0,0,1369,0,33608,17696,0,0,0,0,0,0,0,0,3940,5336,0,0,0,0,0,5336,5336,0,0,0,0,1.0,29409192134044,2003,N,10017-5617,10017.0,20581476200312,205814762003,12,0.0,0.0,0.0,655 THIRD AVENUE 18TH FLO,3.0,200612.0,NEW YORK,2.0,FINNISH TOURIST BOARD,1.0,13.0,15.0,10.0,0.0,FINLAND CENTER FOUNDATION,1.0,200306.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A20,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.456428,5602.0,1,C,A20,A20,,,0.0,0.0,36061.0,NY,10017.0,NEW YORK,A20,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A20,A
4094,20590437,200302,2002,38864,0,0,0,0,0,0,0,45200,45200,84064,14292,6425,0,0,0,8442,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,63347,0,-18147,0,,20717,3,7,0,0,0,0,0,0,0,0,0,0,45200,0,20717,6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29409312071383,2003,N,10021-6018,10021.0,20590437200302,205904372003,2,0.0,0.0,0.0,210 E 68TH ST STE 5L,3.0,200612.0,NEW YORK,2.0,ABBY RUSSELL,1.0,13.0,15.0,20.0,0.0,HAMPTONS COMEDY FESTIVAL INC,1.0,200208.0,DBA LAUGH FOR A CURE,NY,CORE02PC,,,,,A,A40,IN,,AR,A,,PC,O,AR,A,,,AR,AR,,5600.0,36061.0,0.492756,5602.0,1,C,A40,A40,,,-73.9625,40.76709,36061.0,NY,10021.0,NEW YORK,G01,54.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,,,,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,G0154,G
4260,20633590,200406,2003,56960,0,0,0,0,7416,0,0,0,0,56960,46776,76982,0,0,68048,78232,1250,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56960,3,7,0,0,0,0,0,0,0,0,0,0,0,0,56960,10184,0,0,0,0,0,0,0,0,66798,132027,0,0,0,0,0,132027,132027,0,0,0,0,1.0,29490346082284,2004,N,10011-1119,10011.0,20633590200406,206335902004,6,0.0,0.0,0.0,535 W 22ND ST 5TH FLR,3.0,200606.0,NEW YORK,1.0,ELECTRONIC ARTS INTERMIX,1.0,13.0,15.0,10.0,0.0,INDEPENDENT MEDIA ARTS PRESERVATION INC,1.0,200307.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A40,IN,,AR,A,,PC,O,AR,A,,,AR,AR,,5600.0,36061.0,0.027827800000000003,5602.0,1,C,A40,A40,,,-74.005126953125,40.747219085693395,36061.0,NY,10011.0,NEW YORK,A30,,13248.0,3c,2003.0,0.0,3c,2003.0,25045.0,3c,2003.0,16222.0,3c,2003.0,51937.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,43712.0,3c,2003.0,45778.0,4,2006.0,PC,O,AR,A,IN,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,61665.0,3c,2003.0,A30,A
4377,20671070,200312,2003,50000,0,0,0,4,0,0,0,4,4,50004,26989,23015,0,0,0,23015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50004,3,7,0,4,0,0,0,0,0,0,0,0,0,0,50004,23015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29490255283104,2003,N,11205-3564,11205.0,20671070200312,206710702003,12,0.0,0.0,0.0,201 CLINTON AVE STE 14A,3.0,200612.0,BROOKLYN,1.0,TODD TRIPLETT,1.0,11.0,15.0,10.0,0.0,PARKS HALL INC,1.0,200307.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A02,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.540212,5602.0,1,C,A02,A02,,,-73.96855,40.69392,36047.0,NY,11205.0,BROOKLYN,A02,,0.0,2,2004.0,0.0,2,2004.0,23015.0,3a,2003.0,0.0,2,2004.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,2,2004.0,0.0,2,2004.0,50000.0,2,2004.0,0.0,4,2004.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,18112.0,3a,2003.0,A02,A
5631,30377537,200212,2002,83995,0,0,0,39,49745,0,0,39,39,84034,68994,15040,0,49745,0,15040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,84034,3,7,0,39,0,0,0,0,0,0,0,0,0,0,84034,15040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29490361081023,2002,N,10025-5548,10025.0,30377537200212,303775372002,12,0.0,0.0,0.0,780 W END AVE STE 5B,3.0,200612.0,NEW YORK,1.0,ELISSA BERNSTEIN,1.0,13.0,15.0,10.0,0.0,SING FOR THE CHILDREN FUND INC,1.0,200206.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A20,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.545531,5602.0,1,C,A20,A20,,,-73.9748611450195,40.7913818359375,36061.0,NY,10025.0,NEW YORK,T20,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,83995.0,3a,2002.0,0.0,3b,2003.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A20,A
5655,30383217,200312,2003,7871,0,0,0,0,0,94727,72062,170044,75317,177915,56117,32141,0,0,5070,27071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255,0,0,,83188,3,9,0,0,0,0,0,0,0,0,0,0,0,166789,83188,27071,0,0,0,0,0,0,0,0,5070,7600,0,167809,0,0,0,175409,7600,0,0,0,0,1.0,29490241184054,2003,N,11222-1545,11222.0,30383217200312,303832172003,12,0.0,0.0,0.0,37 GREENPOINT AVE 4TH FLR,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,16.0,10.0,0.0,BOOKLYN INCORPORATED,1.0,200304.0,,NY,RTF03PC,1.0,1.0,2.0,1.0,A,A33,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.614166,5602.0,1,C,A33,A33,,,-73.9618,40.72972,36047.0,NY,11222.0,BROOKLYN,A70,,0.0,3a,2003.0,0.0,3a,2003.0,32141.0,4,2006.0,0.0,3a,2003.0,0.0,4,2006.0,0.0,4,2006.0,0.0,3a,2003.0,0.0,3a,2003.0,7871.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,27071.0,3a,2003.0,A70,A
5662,30384032,200312,2003,33123,0,0,0,0,606,0,0,3726,3726,36849,36460,392,0,0,3,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726,0,0,,36849,3,7,0,0,0,0,0,0,0,0,0,0,0,0,36849,389,0,0,0,0,0,0,0,0,3,27623,0,4025,0,0,0,31648,27623,0,0,0,0,1.0,29490248100004,2003,N,11215-3919,11215.0,30384032200312,303840322003,12,0.0,0.0,0.0,231 12TH ST # 1,3.0,200612.0,BROOKLYN,2.0,JOSE MARTINEZ,1.0,11.0,15.0,10.0,0.0,PROTO-TYPE THEATER INC,1.0,200208.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A65,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.0736493,5602.0,1,C,A65,A65,,,0.0,0.0,36047.0,NY,11215.0,BROOKLYN,A65,,0.0,3a,2003.0,0.0,3a,2003.0,392.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,33123.0,3a,2003.0,,,,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,392.0,3a,2003.0,A65,A
5718,30395814,200406,2003,528979,0,0,0,4799,0,0,0,6026,6026,535005,11393,817341,0,0,293729,817341,0,0,817341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,535005,3,7,0,4799,0,1227,1227,0,0,0,0,0,0,0,535005,523612,0,0,0,0,0,0,0,293729,293729,290311,0,10,3464,0,0,293785,293785,0,0,0,0,1.0,29490234126174,2004,N,10156-1172,10156.0,30395814200406,303958142004,6,0.0,0.0,0.0,PO BOX 1172,3.0,200606.0,NEW YORK,1.0,D A MOLONEY,1.0,13.0,15.0,10.0,0.0,PRINCETON WOMENS CULTURAL CENTER INC,1.0,200209.0,,NY,RTF03PC,3.0,3.0,3.0,1.0,A,A23,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.456137,5602.0,1,C,A23,A23,,,0.0,0.0,36061.0,NY,10156.0,NEW YORK,A20,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,4,2006.0,528979.0,3c,2003.0,251344.0,4,2006.0,PC,O,AR,A,IN,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,817341.0,3c,2003.0,A20,A
5759,30406960,200212,2002,8284,0,0,0,0,0,0,0,30103,30103,38387,37926,3461,0,0,3000,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30103,0,0,,38387,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38387,461,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29409298057153,2002,N,11211-2220,11211.0,30406960200212,304069602002,12,0.0,0.0,0.0,608 LORIMER ST,3.0,200612.0,BROOKLYN,2.0,CALEB SCOTT,1.0,11.0,15.0,10.0,0.0,COMBUSTIVE MOTOR THEATER CORPORATION,1.0,200212.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A61,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.43157799999999996,5602.0,1,C,A61,A61,,,-73.94954,40.71119,36047.0,NY,11211.0,BROOKLYN,A65,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,3054.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A65,A
6144,30520389,200312,2003,49720,0,0,0,0,0,0,0,3300,3300,53020,40558,12462,0,0,0,12962,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,,53020,3,7,0,0,0,0,0,0,0,0,0,0,0,0,53020,12462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29490206039094,2003,N,10022-4514,10022.0,30520389200312,305203892003,12,0.0,0.0,0.0,150 E 55TH ST 7TH FLR,3.0,200712.0,NEW YORK,2.0,KEVIN MACCARTHY,1.0,13.0,15.0,10.0,0.0,VALMAC PRODUCTIONS INC,1.0,200403.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A65,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.38727,5602.0,1,C,A65,A65,,,-73.97328,40.76126,36061.0,NY,10022.0,NEW YORK,A6A,,0.0,3a,2003.0,0.0,3a,2003.0,12462.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,49720.0,3a,2003.0,,,,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,12962.0,3a,2003.0,A6A,A
6206,36010806,200212,2002,230200,0,0,0,6548,0,0,0,61175,61175,291375,277349,87542,49183,0,317396,183009,216753,95467,0,0,0,0,0,0,0,0,0,0,0,0,0,54627,0,0,,291375,3,7,0,0,3044,0,0,3504,0,0,0,0,0,0,291375,14026,-27127,57553,7664,0,0,0,0,0,100643,476943,0,196489,152998,0,0,831373,634884,0,0,0,59,,29490263118103,2002,N,10013-2618,10013.0,36010806200212,360108062002,12,59.0,0.0,0.0,462 BROADWAY STE 510,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,INTERNATIONAL FILM SEMINARS INC,1.0,196308.0,,NY,CORE02PC,,,,,A,A31,IN,,AR,A,A31Z,PC,O,AR,A,,,AR,AR,,5600.0,36061.0,0.141452,5602.0,1,B,A31,A31,,,-74.00578,40.715720000000005,36061.0,NY,10013.0,NEW YORK,A31,,35100.0,3a,2002.0,0.0,3a,2002.0,8604.0,3a,2002.0,3700.0,3a,2002.0,600.0,3a,2002.0,46709.0,3b,2003.0,0.0,3a,2002.0,0.0,3a,2002.0,195100.0,3a,2002.0,2401.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,95905.0,3a,2002.0,83304.0,3a,2002.0,A31,A
