,EIN,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,fincheckv,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NumEmpEstimate,NumEmpCode,NumEmpYr,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,PayAfflEstimate,PayAfflCode,PayAfflYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,NetLandEstimate,NetLandCode,NetLandYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,PermRnaEstimate,PermRnaCode,PermRnaYr,TempRnaEstimate,TempRnaCode,TempRnaYr,GovGtEstimate,GovGtCode,GovGtYr,AdminExpEstimate,AdminExpCode,AdminExpYr,ProgExpEstimate,ProgExpCode,ProgExpYr,Verifyby,NAICS,epostcard
96524,237037147,9,200906,2008,A74Z,992793,0,302,0,109024,0,0,0,0,0,2019560,1749832,4529797,47250,7716,5281678,4724671,168854,194874,0,0,0,0,0,0,0,0,199657,563050,86140,68594,,1819903,1819903,0,302,0,0,0,285797,0,70071,0,150536,16456,0,0,0,14760,5112824,0,0,0,0,0,109024,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,6,1,201041,29493205035180,93,1,2009,6,Y,1,N,1,0,2008,10016-0914,10016.0,IN,,237037147200906,2370371472009,6,59.0,40.0,349.0,144 E 39TH ST,9.0,0.0,NEW YORK,2.0,JAMES LLOYD,1.0,1.0,16.0,30.0,1899.0,ENGLISH SPEAKING UNION OF THE UNITED STATES,1.0,196710.0,GROUP RETURN,NY,rtf09pc,,4.0,4.0,4.0,4.0,A70,A,15,R,2008,36061.0,5600.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.36172,A,992793.0,4,2007.0,0.0,4,2007.0,160586.0,4,2007.0,4529797.0,4,2007.0,0.0,6,2003.0,16982.0,6,2003.0,3281260.0,6,2003.0,481137.0,6,2003.0,0.0,4,2007.0,0.0,3,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,388939.0,4,2007.0,1172795.0,4,2007.0,,710000.0,
96593,237039510,9,200908,2008,A630,56452,0,0,0,488,0,0,0,0,0,57331,94787,74113,0,0,114069,81100,2500,6987,0,0,0,0,0,0,0,0,0,0,0,-2309,,57331,57331,0,0,0,0,0,0,0,-37456,0,0,0,0,0,0,0,111569,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,3,1,201006,29492016364080,92,1,2009,3,Y,1,N,1,0,2008,10005-0000,10005.0,IN,,237039510200908,2370395102009,8,119.0,602.0,0.0,140 BRO,3.0,0.0,NEW YORK,1.0,BROWN BROTHERS HARRIMAN & CO,1.0,1.0,16.0,10.0,0.0,AMERICAN FRIENDS OF CONVENT GARDEN AND THE ROYAL BALLET INC,1.0,196911.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A63,A,0,L,0,36061.0,5600.0,5600.0,A63,A,PC,O,AR,A,A,1,AR,AR,AR,0.8987299999999999,A,56452.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,74113.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,6167.0,6,2003.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,32003.0,4,2006.0,62784.0,4,2006.0,,711120.0,
96705,237042553,8,200812,2008,A310,12277045,0,3039509,2921418,350187,0,43641,56210,0,0,18769649,8061390,34765615,530804,0,30447046,38441127,932328,3675512,0,0,0,0,0,0,0,0,293243,2469832,0,51424,,15511347,15511347,188558,118091,0,0,0,293243,99851,7449957,0,2707519,275583,0,0,0,0,29514718,0,0,0,0,0,350187,188558,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,8,1,201003,29493002020200,93,1,2008,8,Y,1,Y,1,0,2008,10023-6548,10023.0,IN,,237042553200812,2370425532008,12,119.0,59.0,602.0,70 LINCOLN CENTER PLAZA,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,FILM SOCIETY OF LINCOLN CENTER INC,1.0,196911.0,,NY,rtf09pc,,,,,5.0,A31,A,84,R,2007,36061.0,5600.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.88864,A,11899747.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,18901996.0,4,2006.0,2004716.0,6,2003.0,87663.0,6,2003.0,13319021.0,6,2003.0,814344.0,6,2003.0,13530711.0,4,2006.0,10716912.0,3,2006.0,1178233.0,4,2006.0,14638244.0,4,2006.0,377298.0,4,2006.0,166609.0,4,2006.0,7388864.0,4,2006.0,,512110.0,
96984,237051690,9,200906,2008,A68Z,884168,0,0,0,55367,0,0,0,0,0,1107788,684184,2021662,179152,84556,4093736,4106133,1971799,2084471,0,0,0,0,0,0,0,0,523879,13344,-369125,155,,583909,583909,0,0,0,0,0,154754,0,-100275,0,0,6895,0,0,0,0,2121937,0,0,0,0,0,55367,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,6,1,201012,29493058044110,93,1,2009,6,Y,1,N,1,0,2008,10017-5704,10017.0,IN,,237051690200906,2370516902009,6,119.0,200.0,0.0,675 THIRD AVE,3.0,0.0,NEW YORK,2.0,PRAGER & FENTON LLP,1.0,1.0,15.0,10.0,0.0,SONGWRITERS HALL OF FAME INC,1.0,197212.0,,NY,rtf09pc,,4.0,3.0,4.0,3.0,A50,A,2,M,2007,36061.0,5600.0,5600.0,A50,A,PC,O,AR,A,A,1,AR,AR,AR,0.5979399999999999,A,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,200140.0,4,2007.0,0.0,6,2003.0,1732126.0,6,2003.0,0.0,6,2003.0,1247.0,6,2003.0,276286.0,4,2007.0,275452.0,3,2007.0,99325.0,4,2007.0,1722098.0,4,2007.0,0.0,4,2007.0,477270.0,4,2007.0,52192.0,4,2007.0,,712110.0,
97123,237055845,8,200812,2008,,55582,0,0,0,0,0,0,0,0,0,55582,51012,4198,0,0,4332,8714,4704,4516,0,0,0,0,0,0,0,0,0,0,0,0,,55582,55582,0,0,0,0,0,0,0,4570,0,0,0,0,0,0,0,-372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,1,1,201003,29492360041099,92,1,2008,3,Y,1,N,1,0,2008,10016-4724,10016.0,IN,,237055845200812,2370558452008,12,59.0,0.0,0.0,143 E 34TH ST APT 6S,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,IDOC-NORTH AMERICA INC,1.0,197002.0,THE ABRAHAM FILM PROJECT,NY,rtf09pc,,1.0,1.0,1.0,1.0,A31,A,0,L,0,36061.0,5600.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.54063,A,55582.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,6,1999.0,4357.0,6,1999.0,0.0,6,1999.0,4357.0,6,1999.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,8675.0,4,2005.0,42337.0,4,2005.0,,512110.0,
97161,237057226,9,200906,2008,A650,266485,0,0,0,961,0,0,0,0,0,332059,340027,110796,49500,0,125481,118057,6717,7261,0,0,0,0,0,0,0,0,0,62061,0,713,,332059,332059,0,0,0,0,0,0,0,-7968,0,89444,19211,0,0,0,0,118764,0,0,0,0,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,4,1,201013,29493072093010,93,1,2009,4,Y,1,N,1,0,2008,10012-1202,10012.0,IN,,237057226200906,2370572262009,6,119.0,59.0,0.0,115 MCDOUGAL STREET SUITE 2B,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,AMAS MUSICAL THEATRE INC,1.0,197002.0,,NY,rtf09pc,,2.0,2.0,2.0,2.0,A65,A,13,M,2006,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.9909899999999999,A,176063.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,93114.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,95180.0,6,2003.0,8636.0,4,2006.0,9179.0,4,2006.0,0.0,4,2006.0,17682.0,4,2006.0,90422.0,4,2006.0,108749.0,4,2006.0,231278.0,4,2006.0,,711110.0,
97727,237072915,9,200906,2008,A260,2147558,0,0,0,5586,0,0,0,0,0,2690137,2633357,1054667,0,0,1111160,1124267,97386,69600,0,0,0,0,0,0,0,0,15887,483117,37989,0,,2674250,2674250,0,0,0,0,0,53876,0,40893,0,1052141,103324,0,0,0,0,1013774,0,0,0,0,0,5586,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,6,1,201008,29493030115180,93,1,2009,6,Y,1,N,1,0,2008,11201-1074,11201.0,IN,,237072915200906,2370729152009,6,119.0,0.0,0.0,55 WASHINGTON ST STE 218,3.0,0.0,BROOKLYN,2.0,,1.0,1.0,15.0,10.0,0.0,BROOKLYN ARTS COUNCIL,1.0,197012.0,,NY,rtf09pc,,4.0,4.0,4.0,4.0,A26,A,222,X,2009,36047.0,5600.0,5600.0,A26,A,PC,O,AR,A,A,1,AR,AR,AR,0.8941399999999999,A,618163.0,9,2009.0,0.0,9,2009.0,0.0,9,2009.0,464406.0,9,2009.0,0.0,9,2009.0,0.0,9,2009.0,0.0,9,2009.0,0.0,9,2009.0,120883.0,9,2009.0,119399.0,9,2009.0,0.0,9,2009.0,590261.0,9,2009.0,1529395.0,9,2009.0,226074.0,9,2009.0,2229263.0,9,2009.0,,710000.0,
97850,237076274,10,201006,2009,,13350,0,0,0,0,0,0,0,0,0,38623,24643,74924,0,0,62944,74924,0,0,0,0,0,0,0,0,0,0,0,25218,0,55,,38623,38623,0,0,0,0,0,0,0,13980,0,0,0,0,0,0,0,62944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,3,1,201049,29492317177150,92,1,2010,3,Y,1,N,1,0,2009,10011-8544,10011.0,IN,,237076274201006,2370762742010,6,119.0,59.0,0.0,37 W 12TH ST APT 7J,1.0,0.0,NEW YORK,2.0,MCDONAGH,1.0,1.0,15.0,10.0,0.0,DANCE RESEARCH FOUNDATION INC,1.0,197012.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A0562,A,0,L,0,36061.0,5600.0,5600.0,A056,A,PC,O,AR,A,A,1,AR,AR,AR,0.46088999999999997,A,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,541720.0,
98033,237082566,9,200912,2009,,24969,0,0,0,209,0,0,0,0,0,37048,68526,15103,0,0,46581,15103,0,0,0,0,0,0,0,0,0,0,0,11870,0,0,,37048,37048,0,0,0,0,0,0,0,-31478,0,0,0,0,0,0,0,46581,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,2,1,201023,29493135077270,93,1,2009,3,Y,1,N,1,0,2009,11694-1509,11694.0,IN,,237082566200912,2370825662009,12,59.0,0.0,0.0,450 BEACH 128TH ST,3.0,0.0,BELLE HARBOR,2.0,,1.0,1.0,16.0,10.0,0.0,ROCKAWAY MUSIC AND ARTS COUNCIL INC,1.0,195704.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A26,A,0,L,0,36081.0,5600.0,5600.0,A26,A,PC,O,AR,A,A,1,AR,AR,AR,0.25028,B,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,710000.0,
98180,237086643,9,200906,2008,A650,18375205,0,7010323,7271772,188152,0,0,0,0,0,36339718,22805044,36438922,1186475,55000,40043211,39973380,9149465,3534458,0,0,0,0,0,0,0,0,511738,10070675,81837,101788,,28556208,28556208,0,-261449,0,0,0,593575,0,5751164,0,9319953,826517,0,0,0,0,30893746,0,0,0,0,0,188152,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,8,1,201023,93493134026160,93,1,2009,8,Y,1,Y,1,0,2008,10036-6413,10036.0,IN,,237086643200906,2370866432009,6,59.0,0.0,0.0,311 W 43RD ST 8TH FLOOR,3.0,0.0,NEW YORK,2.0,,1.0,1.0,16.0,10.0,0.0,MANHATTAN THEATRE CLUB INC,1.0,197012.0,,NY,rtf09pc,,,,,,A65,A,268,M,2008,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.7902100000000001,A,18141179.0,4,2008.0,0.0,4,2008.0,0.0,4,2008.0,9876018.0,4,2008.0,0.0,4,2008.0,27444763.0,4,2008.0,0.0,4,2008.0,713753.0,4,2008.0,4475084.0,4,2008.0,4700226.0,3,2007.0,1963149.0,4,2008.0,24599637.0,4,2008.0,234026.0,4,2008.0,1901207.0,4,2008.0,18506106.0,4,2008.0,,711110.0,
98304,237088677,8,200812,2008,,583146,0,7214512,7538762,214891,0,0,0,0,0,8453724,2235639,10307458,154166,0,14922023,10560929,303902,253471,0,0,0,0,0,0,0,0,25200,415975,0,0,,889762,889762,0,-324250,0,0,0,25200,0,-1345877,0,80332,15812,0,0,0,0,14618121,0,0,0,0,0,214891,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,8,1,201003,29493009046060,93,1,2008,7,Y,1,N,1,0,2008,10170-0002,10170.0,IN,,237088677200812,2370886772008,12,119.0,0.0,0.0,420 LEXINGTON AVENUE,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,VERSAILLES FOUNDATION INC,1.0,197111.0,,NY,rtf09pc,,,3.0,5.0,4.0,A80,A,2,M,2006,36061.0,5600.0,5600.0,A80,A,PC,O,AR,A,A,1,AR,AR,AR,0.03858,A,583146.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,9294579.0,4,2006.0,0.0,6,2003.0,73182.0,6,2003.0,8923243.0,6,2003.0,1122768.0,6,2003.0,0.0,4,2006.0,0.0,3,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,517152.0,4,2006.0,1383342.0,4,2006.0,,712120.0,
98474,237092561,9,200906,2008,,0,0,0,0,0,0,0,0,0,0,42184,22600,12168,0,0,7770,12168,0,0,0,0,0,0,0,0,0,0,10772,14708,11619,0,,26998,26998,0,0,5085,4414,671,22391,0,4398,0,0,0,0,0,0,0,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,2,1,201017,29492079223180,92,1,2009,3,Y,1,N,1,0,2008,10014-3654,10014.0,IN,,237092561200906,2370925612009,6,59.0,0.0,0.0,112 CHARLTON ST APT 1N,3.0,0.0,NEW YORK,2.0,,1.0,1.0,15.0,10.0,0.0,ZENA ROMMETT DANCE ASSOCIATION LTD,1.0,197101.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A62,A,0,L,0,36061.0,5600.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.48888000000000004,A,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,711120.0,
98482,237092617,9,200907,2008,,91672,0,0,0,0,0,0,0,0,0,102721,124682,122766,0,0,216376,234582,71649,111816,0,0,0,0,0,0,0,0,0,0,0,11049,,102721,102721,0,0,0,0,0,0,0,-21961,0,0,0,0,0,0,0,144727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,4,1,201018,29492107046210,92,1,2009,4,Y,1,N,1,0,2008,10010-2007,10010.0,IN,,237092617200907,2370926172009,7,119.0,59.0,0.0,1123 BROADWAY STE 904,3.0,0.0,NEW YORK,3.0,,1.0,1.0,15.0,10.0,0.0,ACMP - ASSOCIATED CHAMBER MUSIC PLAYERS INC,1.0,197101.0,,NY,rtf09pc,,2.0,2.0,2.0,2.0,A6C,A,0,L,0,36061.0,5600.0,5600.0,A6C,A,PC,O,AR,A,A,1,AR,AR,AR,0.90648,B,91672.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,122766.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,22461.0,6,2003.0,0.0,6,2003.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,12093.0,4,2006.0,105545.0,4,2006.0,,711130.0,
98623,237098603,9,200904,2008,,100000,0,0,0,0,0,0,0,0,0,101007,71565,64690,0,0,35248,64690,0,0,0,0,0,0,0,0,0,0,0,1007,0,0,,101007,101007,0,0,0,0,0,0,0,29442,0,0,0,0,0,0,0,35248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,3,1,201005,29492016032080,92,1,2009,4,Y,1,N,1,0,2008,10276-0125,10276.0,IN,,237098603200904,2370986032009,4,59.0,0.0,0.0,PO BOX 125,3.0,0.0,NEW YORK,3.0,ALFRED W KACH,1.0,1.0,16.0,10.0,0.0,CHELSEA ASSOCIATES INC,1.0,197102.0,,NY,rtf09pc,,1.0,2.0,2.0,1.0,A33,A,0,L,0,36061.0,5600.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.6816300000000001,B,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,828.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,511100.0,
98704,237099904,9,200906,2008,A030,1093050,0,9898562,10609423,179541,0,0,0,0,0,12202125,2684511,7558286,319475,0,10539972,8076180,1485180,517894,0,0,0,0,0,0,0,0,0,1022992,0,7980,,1592702,1592702,0,-710861,0,0,0,0,0,-1091809,0,838068,91272,0,0,0,0,9054792,0,0,0,0,0,179541,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,7,1,201020,93493126001030,93,20,2009,8,N,1,Y,1,0,2008,10001-5010,10001.0,IN,,237099904200906,2370999042009,6,119.0,59.0,561.0,330 SEVENTH AVENUE 16TH FLOOR,3.0,0.0,NEW YORK,2.0,,1.0,1.0,16.0,10.0,0.0,OPERA AMERICA INC,1.0,197109.0,,NY,rtf09pc,,5.0,4.0,,4.0,A0360,A,23,R,2008,36061.0,5600.0,5600.0,A036,A,PC,O,AR,A,A,1,AR,AR,AR,0.8970299999999999,A,1093050.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,283172.0,4,2006.0,0.0,6,2003.0,9733.0,6,2003.0,0.0,6,2003.0,286.0,6,2003.0,57982.0,4,2006.0,75671.0,4,2006.0,4607890.0,4,2006.0,2667137.0,4,2006.0,0.0,4,2006.0,789129.0,4,2006.0,1701520.0,4,2006.0,,813920.0,
99092,237108499,8,200812,2008,,400114,0,0,0,1699,0,0,0,0,0,975251,1199632,156812,0,0,858811,622665,477618,465853,0,0,0,0,0,0,0,0,0,573438,0,0,,975251,975251,0,0,0,0,0,0,0,-224381,0,0,0,0,0,0,0,381193,0,0,0,0,0,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,5,1,201003,29492002277180,92,2,2008,5,Y,1,N,1,0,2008,10016-4309,10016.0,IN,,237108499200812,2371084992008,12,59.0,120.0,0.0,365 FIFTH AVE ROOM 5406,3.0,0.0,NEW YORK,3.0,PAUL POMBO CPA PC,1.0,2.0,16.0,10.0,0.0,FEMINIST PRESS INC,1.0,197212.0,,NY,rtf09pc,,3.0,3.0,3.0,4.0,A33,A,0,L,0,36061.0,5600.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.72831,A,400114.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,106909.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,142368.0,6,2003.0,14848.0,6,2003.0,6538.0,4,2006.0,9017.0,3,2006.0,0.0,4,2006.0,,,,0.0,4,2006.0,155773.0,4,2006.0,1022398.0,4,2006.0,,511100.0,
99347,237114954,9,200902,2008,,47000,0,0,0,0,0,0,0,0,0,85167,77133,9605,0,0,9841,16200,8270,6595,0,0,0,0,0,0,0,0,0,38167,0,0,,85167,85167,0,0,0,0,0,0,0,8034,0,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,995,N,2,1,201006,29492023002080,92,1,2009,3,Y,1,N,1,0,2008,11694-2787,11694.0,IN,,237114954200902,2371149542009,2,995.0,0.0,0.0,102-00 SHORE FRONT PKWY 10TH FL,3.0,0.0,ROCKAWAY PARK,2.0,,1.0,1.0,9.0,10.0,0.0,DANCE VECTORS INC,1.0,197105.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A62,A,0,L,0,36081.0,5600.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.9856,A,47000.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,9605.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,4866.0,6,2003.0,0.0,6,2003.0,435.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,7701.0,6,2003.0,69432.0,6,2003.0,,711120.0,
99535,237120574,7,200712,2007,,15000,0,0,0,0,0,0,0,15000,15000,30000,19000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,,30000,30000,0,0,0,0,0,15000,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,0,1,200846,29409110172018,9,1,2007,3,Y,1,N,1,0,2007,10014-1791,10014.0,IN,,237120574200712,2371205742007,3,59.0,119.0,0.0,55 BETHUNE ST SUITE 630 A,3.0,0.0,NEW YORK,2.0,,1.0,1.0,15.0,10.0,0.0,FOUNDATION FOR THE ADVANCE OF DANCE INC,1.0,197107.0,,NY,CORE08pc,,,,,,A62,A,0,L,0,36061.0,5600.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.35143,A,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711120.0,
99728,237124213,10,201004,2009,,625,0,0,0,2008,0,0,920,0,0,34878,29108,87524,0,0,81754,87524,0,0,0,0,0,0,0,0,0,0,0,12765,0,0,,34878,34878,0,0,0,0,0,0,920,5770,0,0,0,0,0,0,0,81754,0,0,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,3,1,201048,29492317095100,92,1,2010,3,Y,1,N,1,0,2009,10025-1515,10025.0,IN,,237124213201004,2371242132010,4,59.0,119.0,0.0,PO BOX 20613,3.0,0.0,NEW YORK,2.0,DR ARDITH Y BONDI,1.0,1.0,16.0,10.0,0.0,NEW YORK FLUTE CLUB INC,1.0,197109.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A6C,A,0,L,0,36061.0,5600.0,5600.0,A6C,A,PC,O,AR,A,A,1,AR,AR,AR,0.7853100000000001,B,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,711130.0,
99836,237126812,9,200912,2009,,5919,0,0,0,0,0,0,0,0,0,26619,30380,8572,0,0,12333,8572,0,0,0,0,0,0,0,0,0,0,0,4880,0,15820,,26619,26619,0,0,0,0,0,0,0,-3761,0,0,0,0,0,0,0,12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,1,1,201015,93492093000000,92,1,2009,3,Y,1,N,1,0,2009,10003-5204,10003.0,IN,,237126812200912,2371268122009,12,119.0,59.0,0.0,61 FOURTH AVENUE,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,AMERICAN MIME INC,1.0,197109.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A65,A,0,L,0,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.67077,A,5919.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,8572.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,30380.0,6,2002.0,,711110.0,
