,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,PF23,PF24,PF25,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
7024,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136089816,1991,1990,602,1245928,0,0,0,0,0,686,0,1242485,1246614,1242485,4129,1242485,27932,558,0,174860,0,0,0,0,0,290837,0,13286,VIACOM FND,NEW YORK,NY,10036-5701,Z,Z99,0.688316,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,195508.0,199110,199110,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,10,0.0,0.0,1515 BROADWAY,3.0,0.0,1000.0,VIACOM INTERNATIONAL INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
7041,3,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136090423,1989,1989,59,1345,10382,0,0,0,0,0,2400,116219,13656,129802,-116146,126382,11976,240,10360,0,0,0,0,0,0,0,0,6366,AMER SCENIC & HISTORIC PRESERVATION SOC,NEW YORK,NY,10112-0001,Z,Z99,0.374506,36061.0,10112.0,10112.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10112.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A82,A,,
7134,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,136096069,1991,1991,908,14194,127,56784,6940,0,0,36450,0,32750,114495,120292,-5797,66631,63851,1277,39700,899414,0,0,0,0,1527,1250159,55262,56539,DAUGHTERS CINCINNATI,NEW YORK,NY,10022-1909,Z,Z99,0.362365,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,194308.0,199112,199112,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,0.0,122 E 58TH ST,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
7470,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136115059,1991,1991,59,0,4907,26802,0,0,0,0,0,23065,31709,25136,6573,23108,30931,619,30831,352140,0,172173,50922,223095,0,618493,4274,29313,LITERARY SOC FND,NEW YORK,NY,10028-0002,Z,Z99,0.560631,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,4.0,,194705.0,199112,199112,NY,10028.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 155 GRACIE STA,3.0,0.0,2000.0,HANS SCHUMACHER,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
7544,3,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,136118881,1991,1991,561,19,882,0,0,0,0,610,0,1360,1511,1427,84,1360,815,16,0,16961,0,0,0,0,0,16961,0,849,BELGIAN SOC BENEVOLENCE,NEW YORK,NY,10024-1719,Z,Z99,0.238013,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,194208.0,199112,199112,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,767 FIFTH AVE 28TH FLR,3.0,0.0,1000.0,% SOCFIN US INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
7585,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136121046,1991,1991,119,3000,1509,0,0,0,0,0,0,0,4509,706,3803,0,803,16,803,53787,0,0,0,0,3000,53787,672,980,NAT ARTS FND,NEW YORK,NY,10166-0005,Z,Z99,0.6454310000000001,36061.0,10166.0,10166.0,5602.0,5600.0,36061.0,4.0,,195204.0,199112,199112,NY,10166.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,561.0,200 PARK AVE KIESEL,1.0,0.0,2100.0,% WHITMAN & RANSOM,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,
7670,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136127130,1989,1989,602,0,873,26165,0,0,0,0,0,29405,27038,42667,-15629,0,26938,539,27038,0,0,0,0,0,0,0,0,22816,MORRIS FINKELSTEIN & SONS FOUNDA TION,NEW YORK,NY,10036-8102,Z,Z99,0.9444530000000001,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10036.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A80,A,,
7676,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136127858,1992,1991,119,60,0,0,0,0,0,0,0,0,60,60,0,60,0,0,0,28,0,0,0,0,0,28,0,0,BELGIAN ART FND IN UNITED STATES,NEW YORK,NY,10019-3323,Z,Z99,0.9566879999999999,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,196202.0,199205,199205,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,146 W 57TH ST APT 43 A,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
7729,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136133259,1991,1991,602,1000,90,0,0,0,0,0,0,1000,1090,1026,64,1000,64,1,64,1690,0,0,0,0,0,1690,0,74,IRISH EMIGRANT SOC NEW YORK,NEW YORK,NY,10017-6904,Z,Z99,0.59085,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,194503.0,199112,199112,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,5 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
7747,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136135409,1991,1990,602,0,0,0,0,0,0,0,0,2580,0,2580,-2580,2580,0,0,0,2849,0,0,0,0,0,2849,0,205,CINEMA FND,NEW YORK,NY,10017-5405,Z,Z99,0.13674,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,6303.0,199110,199110,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,10,561.0,0.0,50 E 42ND ST RM 515,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,
7783,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136139518,1991,1991,40,0,59077,35401,0,-2587,0,1029993,104950,65976,1121884,616040,505844,227784,763413,15268,763714,3713403,394281,788817,20500,1203598,37577,3796531,0,159447,KURT WEILL FND MUSIC,NEW YORK,NY,10003-1106,Z,Z99,0.866925,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,196407.0,199112,199112,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,0.0,7 E 20TH ST,3.0,0.0,1200.0,% HOROWITZ COLEMAN & WALDMAN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
7867,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136149781,1991,1990,59,305100,238799,34213,0,-18020,0,59295,0,195,633186,218242,414944,147352,217171,4343,285561,3125732,0,0,583754,583754,4343,3094267,0,0,PERFORMING ARTS FND,NEW YORK,NY,10016-0570,Z,Z99,0.49643400000000004,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,3.0,,196411.0,199108,199108,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,8,602.0,0.0,21 E 40TH ST RM 1006,3.0,0.0,1200.0,% SPITZ & EDELSTEIN CPAS,1.0,13.0,1.0,0.0,3.0,,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,
7953,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136157956,1991,1991,59,10725,515,0,0,0,0,0,0,13000,11240,13708,-2468,13683,490,10,0,8229,0,0,0,0,0,8229,502,512,LARCHMONT CHAMBER MUSIC CIRCLE,NEW YORK,NY,10036-2601,Z,Z99,0.48771899999999996,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196404.0,199112,199112,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1185 AVE OF AMERICAS,3.0,0.0,2000.0,% LILLIE BERNSTEIN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,
8128,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136161473,1991,1991,119,0,99,0,0,0,0,0,0,0,99,152,-53,0,0,0,0,4688,0,2465,0,2465,1568,2288,116,116,EDWARD F & HILDA S KOOK ARTS THEATRE FND,NEW YORK,NY,10106-0001,Z,Z99,0.780597,36061.0,10106.0,10106.0,5602.0,5600.0,36061.0,4.0,,194909.0,199112,199112,NY,10106.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,59.0,1995 BROADWAY,3.0,0.0,2300.0,% BUDD H GIBBS ESQ,1.0,13.0,1.0,0.0,1.0,TION INC,Z,UN,UN,OT,3.0,,,,,,,A1265,A,,
8177,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136161674,1991,1991,65,118252,628,0,0,0,24278,997,0,0,144155,72446,71709,65910,628,13,71081,507986,0,0,0,0,51,502408,0,1320,NICHOLAS ROERICH MUS,NEW YORK,NY,10025-2715,Z,Z99,0.5569,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,199404.0,199112,199112,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,319 W 107TH,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
8276,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136163969,1990,1990,59,6155,2009,9303,0,0,0,0,0,12750,17467,20227,-2760,15993,7198,144,0,89080,0,49021,0,49021,0,252610,0,12827,SOC DAUGHTERS HOLLAND DAMES,NEW YORK,NY,10021-6591,Z,Z99,0.34191,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,194211.0,199012,199012,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,17 STEVENS ST,3.0,0.0,1000.0,% BARBARA HARNESS,1.0,22.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
8281,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136164757,1992,1991,602,0,8497,52589,0,0,128486,104550,0,108000,294122,308875,-14753,305222,59724,1195,59724,1121840,784738,0,0,784738,167592,1182857,0,56797,SOC FRIENDLY SONS ST PATRICK IN CITY NEW Y,NEW YORK,NY,10005-3601,Z,Z99,0.34918899999999997,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,194506.0,199203,199203,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,3,0.0,0.0,80 WALL ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,HE CITY OF NEW Y,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
8296,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,136165706,1991,1991,602,16000,174,0,0,0,0,0,0,22873,16174,27871,-11697,22873,0,0,0,0,0,0,0,0,0,0,0,358,HARPSICHORD MUSIC SOC,NEW YORK,NY,10018-2903,Z,Z99,0.785257,36061.0,10018.0,10018.0,5602.0,5600.0,36061.0,,,,199112,199112,NY,10018.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,
8338,3,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,136168827,1991,1991,602,0,0,0,0,0,0,0,0,0,8667,31305,-22638,18447,0,0,0,165679,0,0,0,0,23499,250435,12336,12336,EDWARD ALBEE FND,NEW YORK,NY,10016-6823,Z,Z99,0.403516,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196412.0,199112,199112,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,192 LEXINGTON AVE 1100,3.0,0.0,1000.0,% A KOZAK CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,
8734,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136227356,1990,1990,119,0,0,308,0,0,0,-343,0,570,-35,1710,-1745,0,308,0,0,3645,0,0,0,0,0,3645,0,180,DANCE PERSPECTIVES FND,NEW YORK,NY,10022-6472,Z,Z99,0.829161,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196709.0,199012,199012,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,59.0,400 E 50TH ST 3A,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,
8830,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136271755,1990,1990,59,0,0,3538,0,0,0,0,0,33759,3538,34699,-31161,33759,3538,71,3538,0,0,0,0,0,0,0,0,1497,ETHICS FROM SINAI,NEW YORK,NY,10123-0101,Z,Z99,0.5679890000000001,36061.0,10123.0,10123.0,5602.0,5600.0,36061.0,,,,199012,199012,NY,10123.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A70,A,,
8868,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,136274647,1991,1990,119,0,9126,22932,0,-26,0,0,0,21850,32032,27863,4169,27612,26296,526,0,653615,120509,2037,61947,184493,0,447698,0,21583,SWANN COLLECTION CARRICUTURE & CARTOON,NEW YORK,NY,10022-4503,Z,Z99,0.8495530000000001,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196712.0,199109,199109,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,9,59.0,0.0,641 LEXINGTON AVE,3.0,0.0,1230.0,% HENRY J GOLDSCHMIDT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,
8935,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136400310,1991,1990,119,150930,7,0,0,0,0,13970,0,37890,164907,171526,-6619,140274,7,0,0,61308,0,0,0,0,61771,61308,0,3054,GOLDMAN MEM BAND,NEW YORK,NY,10011-5126,Z,Z99,0.325911,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,15.0,,199305.0,199109,199109,NY,10011.0,NEW YORK,PC,O,UN,Z,IN,,9,0.0,0.0,1501 BROADWAY STE 2401,3.0,0.0,1000.0,% ORIN & KLEIN,1.0,13.0,10.0,0.0,1.0,GUGGENHEIM CONCERTS BAND INC,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,
8952,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136625578,1991,1990,602,7652,4806,0,0,0,0,0,0,11000,12458,11587,871,11000,4806,96,4806,70761,0,0,0,0,646,70761,0,3463,AMER SOC JOURNALISTS & AUTHORS CHARITABLE TRUST,NEW YORK,NY,10036-5501,Z,Z99,0.476653,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,198810.0,199108,199108,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,1501 BROADWAY STE 305,3.0,199308.0,1000.0,,1.0,13.0,1.0,0.0,1.0,ABLE TRUST,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
8964,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136734265,1991,1991,602,0,4684,27900,0,-7437,0,0,4875,23343,25147,29529,-4382,23452,27642,553,0,489903,149641,233308,25094,408043,0,545292,0,25431,TRUST U W CARL OTTO VONKIENBUSCH B O PHILADELPHIA MUS ART,NEW YORK,NY,10005-2502,Z,Z99,0.31398400000000004,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,197806.0,199112,199112,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,ONE WALL ST TAX DEPT 28TH FLR,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,2.0,A MUSEUM OF ART,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
8991,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136814491,1991,1990,602,0,107540,1908347,5296,0,0,35738,244810,1620000,2056921,2059802,-2881,1846748,1857571,37151,0,23882441,13557777,5175343,2695937,21429057,0,28110147,0,1375041,FRANCES & EDWIN COMMINGS MEM,NEW YORK,NY,10017-6102,Z,Z99,0.801844,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,198403.0,199107,199107,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,501 FIFTH AVE STE 708,3.0,0.0,1000.0,% THE BANK OF NEW YORK TAX DEPT,1.0,13.0,1.0,0.0,6.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
10336,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,222436291,1991,1990,29,10780,0,0,0,0,0,0,0,0,10780,11011,-231,11011,0,0,0,259,0,0,0,0,0,259,0,40,AMER FRIENDS ITALIAN JEWRY,NEW YORK,NY,10019-3301,Z,Z99,0.318759,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,198305.0,199110,199110,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,10,994.0,0.0,152 W 57TH ST,3.0,198310.0,1000.0,% KOENIG RATNER & MOTT PC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1123,A,,
10903,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,222711422,1991,1991,40,0,19518,208661,88356,0,0,0,34000,230400,316535,323600,-7065,296775,293197,2932,0,3086966,0,1187647,1599377,2787024,410,3179151,153919,150262,CHINA TIMES CULTURAL FND,FLUSHING,NY,11355-2427,Z,Z99,0.389044,36081.0,11355.0,11355.0,5602.0,5600.0,36081.0,4.0,,198609.0,199112,199112,NY,11355.0,FLUSHING,PF,O,UN,Z,IN,,12,123.0,0.0,43 27 36TH ST,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1233,A,,
11234,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,222795753,1992,1991,602,0,19734,27670,54105,0,0,23974,0,65280,125483,79729,45754,69441,116265,1163,71246,1251923,102813,719507,0,822320,0,1315702,0,67487,INDIAN PT FND,NEW YORK,NY,10128-1154,Z,Z99,0.735938,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,8706.0,199206,199206,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,1095 PARK AVE 11A,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
11679,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,223047700,1990,1990,59,3057,3269,27154,7018,0,0,19047,0,39200,59545,68032,-8487,57600,34410,688,20638,490970,389137,0,0,389137,17779,541785,370,26057,NEW YORK FND ARCHITECTURE,NEW YORK,NY,10016-6101,A,A41,0.691736,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196703.0,199012,199012,NY,10016.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,200 LEXINGTON AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A40,A,,
14394,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237044630,1992,1991,119,0,0,0,0,0,0,14889,0,0,14889,15556,-667,0,0,0,0,0,0,0,0,0,0,0,0,0,RIVERSIDE THEATRE WORKSHOP,NEW YORK,NY,10025-5220,Z,Z99,0.714622,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,196912.0,199205,199205,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,5,59.0,0.0,280 RIVERSIDE DR,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
14535,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,237055841,1991,1991,119,0,1833,164272,2386,0,0,0,28804,104829,168491,170140,-1649,129779,130501,2610,128115,1922022,140280,0,1711836,1852116,25000,2033603,0,96579,INDONESIAN CULTURAL FND,NEW YORK,NY,10158-0180,Z,Z99,0.696267,36061.0,10158.0,10158.0,5602.0,5600.0,36061.0,4.0,,197002.0,199112,199112,NY,10158.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,40.0,60 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
14713,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237075252,1991,1991,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INTL CTR THEATRE CREATION,NEW YORK,NY,10014-4960,Z,Z99,0.415911,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,7007.0,199112,199112,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,42 KING ST,3.0,,1200.0,% STEVE BENEDICT,,,,,,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
14740,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,237077374,1989,1989,914,8555,69,2570,0,0,1000,3,0,10500,12197,12499,-302,12446,2639,53,3642,29216,0,0,0,27386,0,29216,14023,1446,ELEANOR STEBER MUSIC FND,NEW YORK,NY,10016-0701,Z,Z99,0.613204,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10016.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,
14805,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237087276,1991,1990,59,0,7071,4178,0,0,0,0,39600,277902,11249,400112,-388863,400112,504647,10093,11249,1207591,0,628324,0,628324,0,2464239,0,118102,PEARSON ART FND,NEW YORK,NY,10118-0000,Z,Z99,0.502654,36061.0,10118.0,10118.0,5602.0,5600.0,36061.0,3.0,,197011.0,199109,199109,NY,10118.0,NEW YORK,PF,O,UN,Z,IN,,9,602.0,0.0,580 SYLVAN AVE,3.0,0.0,1200.0,% WOLLIN ASSOC INC,1.0,22.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
14945,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237108615,1991,1990,119,3062,48,0,0,0,0,0,0,420,5610,6161,-551,0,1474,29,0,908,0,0,0,0,122,243001,0,12017,GABRIEL VON WAYDITCH MUSIC FND,KEW GARDENS,NY,11415-1715,Z,Z99,0.27614299999999997,36081.0,11415.0,11415.0,5602.0,5600.0,36081.0,4.0,,197112.0,199110,199110,NY,11415.0,KEW GARDENS,PF,O,UN,Z,IN,,10,0.0,0.0,80 61 LEFFERTS BLVD,3.0,0.0,1300.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
15198,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237162976,1991,1991,119,28974,0,0,0,0,0,0,0,0,28974,31918,-2944,27968,0,0,0,7052,0,0,0,0,0,3507,0,0,FND RES IN AFRO AMER CREATIVE ARTS,CAMBRIA HGTS,NY,11411-0000,Z,Z99,0.172378,36081.0,11411.0,11411.0,5602.0,5600.0,36081.0,4.0,,7212.0,199112,199112,NY,11411.0,CAMBRIA HGTS,PF,O,UN,Z,IN,,12,91.0,0.0,PO BOX I,3.0,0.0,2000.0,,1.0,11.0,1.0,0.0,1.0,IVE ARTS,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
15278,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237177774,1991,1991,59,318,335,690,0,0,0,0,0,0,1343,33,1310,33,1025,21,992,15963,8555,6203,0,14758,576,15758,0,744,ELEANOR ROOSEVELT NEWSPAPER WOMENS MEM FND,NEW YORK,NY,10003-1705,Z,Z99,0.0439957,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,7211.0,199112,199112,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,NC,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
15286,3,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237179844,1992,1991,602,5561,4458,0,0,0,0,0,0,4000,10020,4104,5916,4000,4458,45,4458,74887,0,0,0,0,0,74887,0,3542,RANDI PRESS FND,BROOKLYN,NY,11234-4518,Z,Z99,0.385794,36047.0,11234.0,11234.0,5602.0,5600.0,36047.0,4.0,,197302.0,199201,199201,NY,11234.0,BROOKLYN,PF,O,UN,Z,IN,,1,0.0,0.0,2284 FLATBUSH AVE,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
15340,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237193312,1990,1990,59,2296324,0,6547,0,0,0,0,0,47736,2302871,58106,2244765,57412,5853,117,6547,3191531,130008,0,0,130008,0,3201045,0,6279,AMER FRIENDS CANADA COMM,NEW YORK,NY,10016-0601,Z,Z99,0.792479,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,9.0,,197206.0,199012,199012,NY,10016.0,NEW YORK,PC,O,UN,Z,IN,,12,119.0,0.0,270 MADISON AVE,3.0,0.0,2000.0,% US TRUST CO OF NEW YORK,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,
