,EIN,FisYr,TAXPER,SUBSECCD,ACTIV,P1TOTREV,P2TOTAST,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,ACTIV1,ACTIV2,ACTIV3,RULEDATE,NAME,CITY,STATE,ZIP5,ADDRESS,ZIP,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P1GRENTS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,P6TEXCTX,CONTACT,GEN,AFCD,CLASSCD,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,verify,FIPS,MSA_NECH,PMSA,RandNum,STYEAR,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,NTEE1,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,NTEECC,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
6900,133472572,1997,199706,3,155,8945,100000,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,155.0,0.0,0.0,199101.0,GUINEA DEVELOPMENT FOUNDATION INC,NEW YORK,NY,10023,140 W END AVE STE 17G,10023-6142,8945,0,0,0,0,0,0,0,12524,-3579,0,0,0,0,0,0,0,87032,20000,0,965,0,0,0,12524,0,0,0,0,0,0,0,20000,0,12968,0,0,0,0,0,0,0,0,0,20000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% SYLLA,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.239416,1996,NY,10023,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
6907,133476571,1997,199709,3,122,500,300,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,122.0,0.0,0.0,198904.0,ETHNOLOGY CINEMA PROJECT INC,NEW YORK,NY,10014,30 BANK ST,10014-5207,500,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,500,0,0,0,0,0,0,0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,9,,,36061.0,5602.0,5600.0,0.492591,1996,NY,10014,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A31,,,,,,,A31,A
6929,133486646,1997,199712,3,123,189156,266363,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,123.0,0.0,0.0,198906.0,RONALD A WILFORD FOUNDATION FOR CONDUCTORS INC,NEW YORK,NY,10036,114 W 47TH ST TAXVS,10036-1510,121596,0,2680,64880,0,0,0,5158,9943,179213,9110,67396,0,0,153725,0,153725,0,310700,3991,9712,0,67560,0,4785,164,3952,164,0,2,0,0,310700,0,266363,674,0,0,336,0,0,0,0,0,197200,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,% US TRUST CO OF NY,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.993563,1997,NY,10036,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A60,,,,,,,A60,A
6932,133488520,1997,199712,3,119,6857,3372,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,0.0,0.0,199303.0,FOOTNOTES CORP,NEW YORK,NY,10036,400 W 43RD ST STE 33T,10036-6301,0,0,0,0,0,6857,0,0,3484,3373,0,0,0,0,0,0,0,0,3372,0,0,0,0,0,3484,0,0,0,0,3372,0,0,3372,0,3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% WHITNEY TRILLING,0.0,3.0,1.0,1.0,16.0,1.0,13.0,0.0,20.0,12,,,36061.0,5602.0,5600.0,0.34918000000000005,1997,NY,10036,NEW YORK,PC,O,AR,A,IN,,A,A,AR,AR,AR,A65,,,,,,,A65,A
6989,133506633,1996,199612,3,90,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,90.0,0.0,0.0,199008.0,ARTISTS MUSEUM,NWE YORK,NY,10107,250 W 57TH ST STE 1517 BOX,10107-0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% BARBARA INGBER,0.0,3.0,2.0,1.0,4.0,5.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.0779063,1996,NY,10107,NWE YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
7004,133516218,1996,199612,3,122,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,122.0,0.0,0.0,198909.0,BLEECKER STREET FILMS INC,NEW YORK,NY,10014,285 BLEECKER ST 3,10014-4108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,2000.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.130802,1996,NY,10014,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A31,,,,,,,A31,A
7017,133523770,1997,199712,3,119,7,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,0.0,0.0,199103.0,BAHAMIAN AMERICAN CULTURAL SOCIETY,NEW YORK,NY,10010,PO BOX 1417,10010-0000,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% BERYLE E EDGECOMBE,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.310202,1997,NY,10010,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
7028,133525999,1997,199712,3,200,63547,951721,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,200.0,0.0,0.0,198304.0,RALPH C MARCOVE INTERNATL UNDRSTDG THROUGH ARTS & CRAFTS FNDTN INC,NEW YORK,NY,10021,517 E 71ST ST,10021-4871,5325,3402,43657,11163,0,0,0,2500,4992,58555,2500,58142,54349,0,0,0,0,4000,981444,0,28538,0,58222,54349,2492,80,0,80,0,8975,0,942746,981444,0,947721,1163,0,0,1640,0,0,0,0,477,579400,27400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,MARCOVE,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.439529,1997,NY,10021,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
7039,133527874,1997,199705,3,432,269085,8851,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,432.0,0.0,0.0,199010.0,FOUNDATION FOR ETHNIC UNDERSTANDING,NEW YORK,NY,10128,1 E 93RD ST STE 1C,10128-0683,196200,0,0,0,0,72885,110385,5000,278432,-9347,278432,0,0,0,0,0,0,45747,8851,0,117,0,0,0,273432,0,273432,0,0,751,0,0,8851,10000,-36896,0,0,0,18,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% C MARTIN GOLDENBERG,0.0,3.0,1.0,1.0,4.0,1.0,13.0,200105.0,1.0,5,,,36061.0,5602.0,5600.0,0.375318,1996,NY,10128,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
7080,133536258,1997,199707,3,120,162720,20366,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,120.0,0.0,0.0,199005.0,2WICE ARTS FOUNDATION INC,NEW YORK,NY,10023,PO BOX 20719 COLUMBUS CIR STA,10023-1487,154970,0,0,0,0,7750,0,18500,150110,12610,142360,0,0,0,0,0,0,0,20366,0,431,0,0,7750,131610,0,123860,0,7750,18648,0,0,20366,0,20366,0,0,0,0,0,0,0,0,0,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% PATRICIA TARR,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,7,,,36061.0,5602.0,5600.0,0.467922,1996,NY,10023,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A1261,A
7093,133540880,1997,199708,3,602,833205,2293085,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199201.0,MUSEUM OF AMERICAN FINANCIAL HISTORY,NEW YORK,NY,10004,26 BROADWAY,10004-1703,771787,8826,0,13472,0,39120,0,0,305768,527437,61927,21244,0,0,0,0,0,17297,2293085,0,17009,0,22298,47946,305768,1054,61927,1054,242757,488732,0,0,2293085,0,2275788,425,0,0,0,0,200,0,0,0,345400,0,0,0,0,-71783,-71783,61927,62042,62713,72847,259529,0,0,0,0,0,0,0,0,0,0,11339,7891,6345,3338,28913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,8,,,36061.0,5602.0,5600.0,0.361661,1996,NY,10004,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
7095,133541596,1996,199612,3,561,135809,2449247,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,561.0,0.0,0.0,198912.0,TIERNEY FAMILY FOUNDATION INC,NEW YORK,NY,10128,1133 FIFTH AVE,10128-0123,0,0,32895,0,0,121738,0,84300,108031,27778,84300,20249,0,0,2055761,0,2055761,0,2565986,0,122834,0,32492,0,23731,12243,0,12243,0,393486,0,0,2565986,0,2449247,405,0,0,1166,0,0,0,0,761,2494100,122400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,% PAUL E TIERNEY JR,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.794804,1996,NY,10128,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
7133,133553683,1997,199712,3,90,172,16,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,90.0,0.0,0.0,199004.0,OPERA DE PARIS FOUNDATION INC,NEW YORK,NY,10019,787 SEVENTH AVE,10019-6018,172,0,0,0,0,0,0,0,219,-47,0,0,0,0,0,0,0,0,16,219,0,0,0,0,219,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% WILLKIE FARR & GALLAGHER,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.104058,1997,NY,10019,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A6A,,,,,,,A6A,A
7140,133556699,1997,199712,3,60,38508,14425,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,60.0,0.0,0.0,199008.0,CHAIM GROSS MUSEUM,NEW YORK,NY,10012,526 LA GUARDIA PL,10012-1401,38508,0,0,0,0,0,0,0,24083,14425,0,0,0,0,0,0,0,0,14425,355,355,0,0,0,24083,0,0,0,0,0,0,0,14425,0,14425,0,0,0,0,0,0,0,0,0,7200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% ADFEL LEVY ZLOTNICK & CO,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.073628,1997,NY,10012,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
7151,133557369,1997,199703,3,92,10,311,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,92.0,0.0,0.0,199007.0,MARY CASSATT FOUNDATION INC,NEW YORK,NY,10022,55 E 55TH ST 9TH FL,10022-3205,0,0,0,0,0,10,0,0,311,-301,0,0,11,0,0,0,0,311,311,0,0,0,1,11,311,63,0,63,0,311,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,1000.0,1.0,3.0,1.0,13.0,0.0,1.0,3,,,36061.0,5602.0,5600.0,0.0540362,1996,NY,10022,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A70,,,,,,,A70,A
7159,133560519,1996,199612,3,560,2300,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,560.0,0.0,0.0,199004.0,SHANTI CULTURAL DYNAMICS INC,RIVERDALE,NY,10471,5900 ARLINGTON AVE 16-S,10471-1317,2300,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% RAO-SHANTHA,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36005.0,5602.0,5600.0,0.414513,1996,NY,10471,RIVERDALE,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
7187,133572120,1997,199709,3,122,61462,15054,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,122.0,0.0,0.0,199401.0,FUND FOR NEW PERFORMANCE VIDEO INC,NEW YORK,NY,10023,175 W 73RD STE 12D,10023-2934,61462,0,0,0,0,0,0,0,65664,-4202,59944,0,0,0,0,0,0,71575,15054,0,0,0,0,0,65664,0,59944,0,0,1798,0,0,15054,0,-56521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59944,70908,0,0,130852,15054,19256,0,0,34310,15054,19256,0,0,34310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,9,,,36061.0,5602.0,5600.0,0.6109829999999999,1996,NY,10023,NEW YORK,PF,S,ZA,A,IN,,A,A,AR,AR,AR,A11,,,,,,,A1131,A
7189,133572353,1996,199612,3,602,317396,1279820,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,602.0,0.0,0.0,199010.0,NATIONAL VIDEO RESOURCES INC,NEW YORK,NY,10012,73 SPRING ST STE 606,10012-5802,254373,62323,0,0,0,700,153957,25800,750566,-433170,740943,62323,0,0,0,0,0,63461,1279820,0,20832,0,62323,0,724766,0,711893,0,0,31942,0,0,1279820,0,1216359,623,0,0,655,0,600,0,0,632,423000,0,20832,35855,37980,34698,129365,744163,938354,741235,731842,3155594,0,0,0,0,0,0,0,0,0,0,13888,23903,25320,23132,86243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.217379,1996,NY,10012,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A31,,,,,,,A31,A
7192,133573140,1997,199712,3,561,355,517,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,561.0,914.0,119.0,199205.0,JACK GALEF ARTS FOUNDATION INC,NEW YORK,NY,10016,16 E 34 ST STE 1600,10016-4328,350,5,0,0,0,0,0,250,563,-208,250,4,0,0,0,0,0,0,517,0,25,0,5,0,313,1,0,1,0,6,0,0,517,0,517,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% GOLOMB SINDEL AND DIBLE,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.9866309999999999,1997,NY,10016,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
7193,133573737,1997,199712,3,92,53728,8380,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,92.0,0.0,0.0,199011.0,FINNISH FOUNDATION FOR VISUAL ARTS INC,NEW YORK,NY,10003,799 BROADWAY RM 527,10003-6811,53592,36,0,0,0,0,14375,0,48397,5331,47349,0,0,0,0,0,0,775,6586,0,0,0,0,0,48397,0,47349,0,0,0,0,0,6586,0,7605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% CHRISTY & VIENER,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.0391221,1997,NY,10003,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
7200,133576913,1995,199512,3,119,12049,8621,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,91.0,0.0,199205.0,ART KALEIDOSCOPE FOUNDATION INC,NEW YORK,NY,10122,225 W 34TH ST STE 1800,10122-1899,12049,0,0,0,0,0,0,0,3460,8589,3460,0,8589,0,0,0,0,0,8621,0,0,0,0,12049,3460,0,3460,0,3460,95,0,0,8621,0,8621,0,0,0,0,0,0,0,0,0,0,0,8589,0,0,423,9012,3460,8928,65123,21932,99443,8621,32,318,7140,16111,8621,32,318,7140,16111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% GOTTFRIED,0.0,3.0,2.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.532782,1995,NY,10122,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
7234,133591085,1997,199712,3,91,26774,1440236,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,91.0,0.0,0.0,199604.0,LISETTE MODEL FOUNDATION INC,NEW YORK,NY,10016,270 MADISON AVE,10016-0601,0,0,3077,0,14175,9522,0,11000,19751,7023,0,3077,18023,0,0,0,0,0,1440236,0,5147,0,3077,26774,8751,0,0,0,8751,0,0,0,1440236,0,1440236,61,0,0,0,0,0,0,0,0,104500,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,% BLUM GERSEN AND WOOD ESQ,0.0,3.0,1.0,1.0,4.0,1.0,11.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.7397699999999999,1997,NY,10016,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
7236,133591637,1997,199712,3,90,38471,605342,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,90.0,119.0,0.0,199012.0,ROBERT CRAFT MUSIC FOUNDATION INC,NEW YORK,NY,10021,667 MADISON AVE 20TH FLR,10021-8029,0,1832,38545,0,0,0,0,0,342478,-304007,327939,31519,35154,542851,0,0,542851,0,605342,0,35930,0,40377,40377,342478,8858,327939,8858,5223,45192,0,0,605342,0,605342,630,0,0,0,0,0,0,24,0,729500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,% KELLEY DRYE & WARREN,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.368424,1997,NY,10021,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
7238,133591700,1996,199612,3,119,39871,15810,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,0.0,0.0,199108.0,MANHATTAN INTERNATIONAL CULTURAL STUDIOS INC,NEW YORK,NY,10022,575 MADISON AVE 24TH FLR,10022-2511,16920,65,0,0,0,22886,0,0,30910,8961,0,65,65,0,0,0,0,94259,15810,0,0,0,65,65,30910,0,0,0,0,0,0,0,15810,0,-78449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,% ROZEN & NILSON,0.0,3.0,1.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,,36061.0,5602.0,5600.0,0.34213000000000005,1996,NY,10022,NEW YORK,PC,O,AR,A,IN,,A,A,AR,AR,AR,A65,,,,,,,A65,A
7243,133593706,1996,199612,3,602,13388,268358,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,561.0,0.0,199202.0,BARBARA AND HOWARD WISE ENDOWMENT FOR THE ARTS INC,NEW YORK,NY,10011,110 W 13TH ST,10011-7802,0,9501,3887,0,0,0,0,45000,46487,-33099,45000,11901,11901,174680,0,0,174680,0,267967,0,14050,0,13388,13388,1487,1487,0,1487,1487,0,0,0,267967,0,268358,119,0,0,0,0,0,0,0,0,285300,13900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.556649,1996,NY,10011,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
7274,133599581,1996,199612,3,200,226531,236784,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,200.0,0.0,0.0,199105.0,FRIENDS OF FAI THE ITALIAN ENVIRONMENT FOUNDATION INC,NEW YORK,NY,10036,1133 AVE OF THE AMERICAS,10036-0000,225000,1531,0,0,0,0,0,75000,87290,139241,75000,0,0,0,0,0,0,0,236784,0,7867,0,1531,1531,12290,12290,0,12290,12290,0,0,0,236784,0,236784,0,0,0,0,0,0,0,0,0,159700,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FMA,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.099071,1996,NY,10036,NEW YORK,PF,S,ZA,A,IN,,A,A,AR,AR,AR,A11,,,,,,,A1123,A
7299,133610552,1997,199712,3,200,23,2299,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,200.0,0.0,0.0,199107.0,FRIENDS OF THE SOCIETY FOR COPTIC ARCHAEOLOGY INC,NEW YORK,NY,10166,200 PARK AVE,10166-0005,0,23,0,0,23,0,0,0,0,23,0,23,0,0,0,0,0,0,2299,99,113,0,23,0,0,0,0,0,0,2299,0,0,2299,0,2299,0,0,0,0,0,0,0,0,0,2300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% MAGED F RIAD WHITMAN & RANSOM,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.81765,1997,NY,10166,NEW YORK,PF,S,ZA,A,IN,,A,A,AR,AR,AR,A11,,,,,,,A1170,A
7307,133614414,1997,199712,3,92,95285,1878185,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,92.0,0.0,0.0,199302.0,ATHANASIADES CULTURAL FOUNDATION INC,ASTORIA,NY,11103,30 96 42ND ST,11103-3031,300,71805,20924,0,0,256,0,15060,50112,45173,39104,59677,59933,0,0,0,0,0,1878185,77336,77933,2000,94729,94985,35052,35052,24044,35052,35052,61421,0,0,1878185,0,1878185,597,0,0,0,0,0,0,37,0,1582400,77300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,,0.0,3.0,1.0,1.0,4.0,1.0,11.0,0.0,1.0,12,,,36081.0,5602.0,5600.0,0.155029,1997,NY,11103,ASTORIA,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A1220,A
