,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DOCLOCNO,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,REASON,P6UNRELB,P7INTXAT,P7DIVRIN,P7ESTRIN,P1RENTN,P7INVRIN,P1SECURN,P1OTHG,P1OTHC,P1OTHN,P1SPEVC,P1INVNTG,P1TOTREV,P1NETINC,P1CHGAS,P2TWAGES,P2TPYTAX,P4B_BOND,P4E_BOND,P4B_MORT,P4E_MORT,P4E_RET1,p4b_net,A4A_CNT,A4A_MEMT,A4A_BUST,A4A_IVST,A4A_TAXT,A4A_GVTT,A4A_OTHT,A4A_TOTT,A6OEXPB,A6NTLBB,A6NGLBB,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFFILCD,CLASSCD,RULEDATE,DEDUCTCD,PRFNDNCD,ACTIVCD1,ACTIVCD2,ACTIVCD3,ORGCD,DISTRICT,ADVRULDT,ASSETCD,INCOMECD,FILREQCD,ACCPERMO,ASSETS,INCOME,NEGINC,SEC_NAME,ZIP5,ACCPER,ACTIV1,ACTIV2,ACTIV3,MSA_NECH,PMSA,FIPS,RandNum,NTEECC,NTEE1,zipnew,fipsold,v_errorCd,LEVEL1,LEVEL2,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,STYEAR,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,AFCD,ARED,FNDNCD,FRCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
27923,1,6,1,237364191,199912,1999,200030,29490176196020,,N,Y,0,1,1999,1,4,4,126,0,213349,0,0,7723,0,0,0,7723,7723,221072,164510,257859,0,0,201297,257859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,7723,0,0,0,0,0,0,0,0,0,0,221072,56562,0,0,0,0,0,0,0,0,201297,0,0,0,0,0,0,0,0,0,0,0,STRUCTURAL STEEL PAINTING PROMOTION AND SAFETY FUND,G CAMPBELL,31 40 COLLEGE POINT BLVD,FLUSHING,NY,11354-2527,0.0,3.0,1.0,199610.0,2.0,0.0,126.0,0.0,0.0,2.0,11.0,0.0,4.0,4.0,10.0,12.0,257859,221072,,NEW YORK STRUCTURAL STEEL PAINTING,11354.0,12,126.0,0.0,0.0,5602.0,5600.0,36081.0,0.006509999999999999,A01,A,11354.0,36081.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36081.0,1999,NY,11354.0,FLUSHING,2373641911999,E70,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,S41,S,813910.0
28695,1,6,1,237411166,199912,1999,200029,29490176243190,,N,Y,0,1,1999,1,5,5,200,12000,485478,0,0,26613,0,0,0,26613,26613,524091,492820,64186,0,0,717032,610950,684117,546764,67438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,26613,0,0,0,0,0,0,0,0,0,0,524091,31277,0,191318,10438,0,0,0,0,32915,32915,0,0,0,0,0,0,0,0,0,0,0,LIBERIAN SHIPOWNERS COUNCIL LTD,,420 LEXINGTON AVE 2656,NEW YORK,NY,10170-2656,0.0,3.0,2.0,197612.0,2.0,0.0,200.0,914.0,480.0,1.0,13.0,0.0,5.0,5.0,10.0,12.0,610950,524091,,,10170.0,12,200.0,914.0,480.0,5602.0,5600.0,36061.0,0.6762199999999999,A01,A,10170.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10170.0,NEW YORK,2374111661999,A23,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A23,A,710000.0
36505,1,6,1,330274349,199912,1999,200036,29490225092120,,N,Y,0,1,1999,1,4,5,200,0,242615,0,0,64550,0,0,0,509259,509259,751874,689115,300341,0,0,237582,301046,0,705,300341,0,0,0,0,0,0,0,0,0,0,0,0,444709,0,0,0,Y,14480,0,0,0,50070,0,0,0,0,0,0,751874,62759,0,0,0,0,0,0,0,237582,237582,0,0,0,0,0,0,0,0,0,0,0,THEATRICAL DEALERS ASSOCIATION,,875 SIXTH AVE STE 2302,NEW YORK,NY,10001-3507,0.0,3.0,1.0,198809.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,4.0,5.0,10.0,12.0,301046,751874,,,10001.0,12,200.0,0.0,0.0,5602.0,5600.0,36061.0,0.40126,A01,A,10001.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10001.0,NEW YORK,3302743491999,A65,B,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A65,A,711110.0
43189,1,6,1,356048417,199912,1999,200034,29490218137050,,N,Y,0,1,1999,1,4,4,65,183649,49000,0,0,12746,0,0,0,12746,12746,245395,335988,149977,0,0,301991,276370,61421,126393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,12746,0,0,0,0,0,0,0,0,0,0,245395,-90593,0,0,0,0,0,0,0,0,240570,0,0,0,0,0,0,0,0,0,0,0,NATIONAL ASSOCIATION OF BAND INSTRUMENT MANUFACTURERS INCORPORA,,38 W 21ST ST 5TH FLR,NEW YORK,NY,10010-6906,0.0,1.0,2.0,193505.0,2.0,0.0,65.0,207.0,200.0,1.0,13.0,0.0,4.0,4.0,10.0,12.0,276370,245395,,,10010.0,12,65.0,207.0,200.0,5602.0,5600.0,36061.0,0.80299,A01,A,10010.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10010.0,NEW YORK,3560484171999,A6C,A,1.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A6C,A,711130.0
47500,1,6,1,366126873,199912,1999,200029,29490176238360,,N,Y,0,1,1999,1,3,4,200,0,72382,0,0,2709,0,0,0,48972,48972,121354,61390,95602,0,0,95399,96359,19965,757,0,0,0,0,0,0,0,0,0,0,0,0,39796,14075,-8286,678,0,N,2709,0,0,0,0,0,0,0,0,31510,0,81558,20168,0,0,0,0,0,0,0,0,75434,0,0,0,0,0,0,0,0,0,0,0,MUSIC DISTRIBUTORS ASSOCIATION,,262 W 38TH ST STE 1506,NEW YORK,NY,10018-5815,0.0,3.0,2.0,196512.0,2.0,0.0,200.0,205.0,279.0,1.0,13.0,0.0,3.0,4.0,10.0,12.0,96359,121354,,,10018.0,12,200.0,205.0,279.0,5602.0,5600.0,36061.0,0.90023,A01,A,10018.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10018.0,NEW YORK,3661268731999,A68,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A68,A,711130.0
48755,1,6,1,370789523,199812,1998,200003,29490008110330,,N,N,0,2,1998,1,4,4,59,0,52682,60428,49250,12564,0,0,0,246262,197012,298944,236378,272014,21000,0,270353,276911,4705,4896,0,0,0,0,0,0,0,0,0,0,0,0,0,172518,0,752,0,N,656,11908,0,0,0,11178,0,0,0,0,0,249694,13316,-6950,25553,2375,0,0,0,0,0,265648,0,0,0,0,0,0,0,0,0,0,0,ASSOCIATION FOR BUSINESS COMMUNICATION,% G GOLDBERG,17 LEXINGTON AVE G1326,NEW YORK,NY,10010-5518,0.0,3.0,2.0,195811.0,2.0,0.0,59.0,0.0,0.0,5.0,13.0,0.0,4.0,4.0,10.0,12.0,191442,257986,,BARUCH COLLEGE CUNY,10010.0,12,59.0,0.0,0.0,5602.0,5600.0,36061.0,0.28165,A01,A,10010.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10010.0,NEW YORK,3707895231998,A30,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A30,A,510000.0
67610,1,6,1,481150519,199912,1999,200029,29490183024360,,N,Y,0,1,1999,1,6,6,123,0,394012,0,0,29344,0,0,0,1122195,1122195,1516207,1294995,1152505,0,0,1149233,1756628,217940,604123,0,0,0,0,0,0,0,0,0,0,0,0,0,1092851,0,0,0,N,29344,0,0,0,0,0,0,0,0,0,0,1516207,221212,0,332853,0,0,0,0,0,0,931293,0,0,0,0,0,0,0,0,0,0,0,COMMERCIAL REAL ESTATE SECONDARY MARKET AND SECURITIZATION ASSN INC,% THOMAS F WRATTEN,30 BROAD ST 28TH FLR,NEW YORK,NY,10004-2304,0.0,3.0,2.0,199707.0,2.0,0.0,123.0,0.0,0.0,1.0,13.0,0.0,6.0,6.0,10.0,12.0,1756628,1516207,,CSSA,10004.0,12,123.0,0.0,0.0,5602.0,5600.0,36061.0,0.37648000000000004,A70,A,10004.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10004.0,NEW YORK,4811505191999,A70,C,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A70,A,710000.0
68882,1,6,1,510192888,200004,2000,200043,29490274114310,,N,Y,0,1,1999,1,2,3,205,5761,50600,0,0,83,0,0,0,83,83,56444,55970,12349,0,0,11875,12349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,83,0,0,0,0,0,0,0,0,0,0,56444,474,0,0,0,0,0,0,0,0,11875,0,0,0,0,0,0,0,0,0,0,0,NEW YORK OBSTETRICAL SOCIETY INC,% VICKI SELTZER MD,1300 MORRIS PARK AVE BELFER 502,BRONX,NY,10461-1930,0.0,3.0,2.0,198407.0,2.0,0.0,205.0,199.0,0.0,1.0,13.0,0.0,2.0,3.0,10.0,4.0,12349,56444,,,10461.0,4,205.0,199.0,0.0,5602.0,5600.0,36005.0,0.98462,A69,A,10461.0,36005.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36005.0,1999,NY,10461.0,BRONX,5101928882000,A69,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A69,A,711130.0
71784,1,6,1,521513915,199912,1999,200016,29490085027300,A33C,N,Y,0,1,1999,1,4,4,205,0,0,0,0,5460,40599,0,0,130895,130895,130895,120173,125060,0,0,114338,125060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125287,0,148,0,N,5460,0,0,0,0,0,0,0,0,0,0,130895,10722,0,0,0,0,0,0,0,0,114338,0,0,0,0,0,0,0,0,0,0,0,PRINTING INDUSTRY CREDIT EXECUTIVES INC,,150 BROADWAY STE 1113,NEW YORK,NY,10038-4302,0.0,3.0,2.0,198707.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,4.0,4.0,10.0,12.0,125060,130895,,,10038.0,12,205.0,0.0,0.0,5602.0,5600.0,36061,0.30755,A03,A,10038.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1999,NY,10038.0,NEW YORK,5215139151999,A0333,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0333,A,813920.0
72548,1,6,1,521902671,199906,1999,200003,29490001088290,,N,Y,0,1,1998,1,4,4,200,0,126159,0,0,5384,0,0,0,290527,290527,416686,120085,262966,0,0,134663,262966,0,0,262966,0,0,0,0,0,0,0,0,0,0,0,168298,0,104085,12760,0,Y,5384,0,0,0,0,0,0,0,0,272383,0,248388,128303,0,0,0,0,0,0,0,134663,134663,0,0,0,0,0,0,0,0,0,0,0,BRITISH-AMERICAN BUSINESS COUNCIL,% T R MURPHY GEN COUNSEL,52 VANDERBILT AVE 20TH FLR,NEW YORK,NY,10017-3808,0.0,3.0,1.0,199608.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,4.0,4.0,10.0,6.0,262966,416686,,,10017.0,6,200.0,0.0,0.0,5602.0,5600.0,36061,0.67495,A01,A,10017.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10017.0,NEW YORK,5219026711999,A23,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A23,A,710000.0
75470,1,6,1,541585995,199912,1999,200019,29409099092260,A33C,N,Y,0,20,1999,1,1,3,229,3061,16172,0,0,0,0,0,0,58133,58133,77366,83751,409,0,0,6394,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53133,0,5000,0,N,0,0,0,0,0,0,0,0,0,0,0,77366,-6385,400,0,0,0,0,0,0,0,6394,0,0,0,0,0,0,0,0,0,0,0,NATIONAL ASSOCIATION OF INDEPENDENT PUBLISHERS REPRESENTATIVES INC,,111 E 14TH ST STE 157,NEW YORK,NY,10003-4103,0.0,,1.0,199108.0,2.0,,,,,1.0,13.0,,,,,,0,0,,,10003.0,12,229.0,0.0,0.0,5602.0,5600.0,36061.0,0.10565,A03,A,10003.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1999,NY,10003.0,NEW YORK,5415859951999,A03,A,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A03,A,813920.0
120622,1,6,1,952786905,199912,1999,200047,29490302005370,,N,Y,0,1,1999,1,4,5,919,0,42891,0,0,21653,0,0,0,507237,507237,550128,342661,498698,0,0,291231,498698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485584,0,0,0,N,12360,9293,0,0,0,0,0,0,0,0,0,550128,207467,0,6658,0,0,0,0,0,0,291231,0,0,0,0,0,0,0,0,0,0,0,INTERNATIONAL THEATRE EQUIPMENT ASSOCIATION INC,,244 W 49TH ST STE 200,NEW YORK,NY,10019-7411,0.0,3.0,2.0,197306.0,2.0,0.0,919.0,205.0,0.0,1.0,13.0,0.0,4.0,5.0,10.0,12.0,498698,550128,,,10019.0,12,919.0,205.0,0.0,5602.0,5600.0,36061.0,0.70524,A30,A,10019.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1999,NY,10019.0,NEW YORK,9527869051999,A65,B,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A65,A,711110.0
120866,1,6,1,953147789,199908,1999,200039,29490218127180,,N,Y,0,1,1998,1,6,6,205,26817,608300,0,0,54449,10125,0,0,2677491,2677491,3312608,3358615,1721112,222849,10125,1907517,1836459,135066,115347,0,0,0,0,0,0,0,0,0,0,0,0,0,2496507,0,121735,0,N,50596,3853,4800,4800,0,0,0,0,0,0,0,3312608,-46007,-5332,171632,29284,0,0,0,0,0,1772451,0,0,0,0,0,0,0,0,0,0,0,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,,111 W 57TH ST,NEW YORK,NY,10019-2211,3005.0,9.0,2.0,197610.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,6.0,6.0,30.0,8.0,1836459,3312608,,GROUP RETURN,10019.0,8,205.0,0.0,0.0,5602.0,5600.0,36061.0,0.26926,A01,A,10019.0,36061.0,,O,O,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10019.0,NEW YORK,9531477891999,A32,A,9.0,0.0,0.0,30.0,PC,O,AR,A,IN,,A32,A,513120.0
