,FILER,CODE990,EIN,styear,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCD,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
16330,,1,136162016,1991,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,AUSTRIAN AMER FEDERATION,NEW YORK,NY,10021-4906,10021.0,36061,A23,A,10021.0,5602.0,5600.0,36061.0,,O,O,0.18905999999999998,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10021.0,NEW YORK,A23,A,12,61.0,279.0,319.0,6 E 69TH ST,3.0,0.0,1000.0,% AUSTRIAN GASOLATE GENERAL,2.0,13.0,0.0,20.0,0.0,1.0,5908.0,,PC,O,AR,A,IN,,A23,A,710000.0
16373,,1,136162600,1990,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,UNITED NATIONS CORRESPONDENTS ASSOC,NEW YORK,NY,10017-0000,10017.0,36061,A30,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.5027,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199012,0,199012,1990,NY,10017.0,NEW YORK,A30,B,12,120.0,0.0,0.0,UNITED NATIONS BLDG RM C 315,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,5107.0,,PC,O,AR,A,IN,,A30,A,510000.0
16640,990.0,1,136227399,1991,264,0,66312,18125299,17993783,356612,0,0,0,18481911,488128,18548223,782160,4394026,0,0,4950685,4966931,270248,572905,4394026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,N,PRINTERS LEAGUE LOCAL 43 WELFARE FND,NEW YORK,NY,10003-0000,10003,36061,A33,A,10003,5602.0,5600.0,36061.0,,O,O,0.6341399999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199203,554440,199203,1992,NY,10003,NEW YORK,A33,A,3,264.0,279.0,0.0,27 UNION SQ,3.0,0.0,1000.0,% BASIL CASTROVINCI ASSOCIATES,2.0,13.0,0.0,10.0,0.0,2.0,6811.0,,PC,O,AR,A,IN,,A33,A,511100.0
16761,990.0,1,136686323,1990,267,0,0,0,0,112746,0,0,0,203145,179547,203145,453209,1696774,0,0,2086910,1722208,8450,25434,1696774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,N,PRINTERS LEAGUE LOCAL 23 RELOCATION DISPLACEMENT &,NEW YORK,NY,10011-6501,10011,36061,A33,A,,5602.0,5600.0,,,O,O,0.28525,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,179547,199012,1990,NY,,NEW YORK,A33,A,12,267.0,279.0,0.0,212 W 15TH ST,3.0,,1000.0,,,,0.0,,,,7509.0,SUPPL UNEMP BEN FD,PC,O,AR,A,IN,,A33,A,511100.0
24763,,1,222608583,1989,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,AMER PODIATRIC MED WRITERS ASSOC,FOREST HILLS,NY,11375-0129,11375.0,36081.0,A01,A,11375.0,5602.0,5600.0,36081.0,,O,O,0.4799,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36081.0,198912,0,198912,1989,NY,11375.0,FOREST HILLS,E1121,A,12,205.0,120.0,0.0,PO BOX 750129,1.0,0.0,2000.0,,2.0,11.0,0.0,20.0,0.0,5.0,8605.0,,PC,O,AR,A,IN,,A70,A,710000.0
25513,990.0,1,222805952,1991,119,113000,0,0,0,1170,0,0,0,1170,1170,114170,157037,812431,0,0,1056656,977126,201358,164695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,N,JAPANESE HERITAGE FND,NEW YORK,NY,10016-3317,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.35453,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199112,114170,199112,1991,NY,10016.0,NEW YORK,A23,A,12,119.0,0.0,0.0,RT 42,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9001.0,,PC,O,AR,A,IN,,A23,A,710000.0
25987,,1,222924432,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,NYC EXPERIMENTAL VIDEO & FILM,NEW YORK,NY,10012-3147,10012.0,36061.0,A31,A,10012.0,5602.0,5600.0,36061.0,,PC,O,0.24429,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,0,199012,1990,NY,10012.0,NEW YORK,A31,A,12,89.0,0.0,0.0,465 W BWAY,9.0,0.0,1000.0,,1.0,13.0,15.0,20.0,9249.0,5.0,8904.0,SOHO BAROQUE OPERA CO INC,PC,O,AR,A,IN,,A6A,A,711130.0
26187,990.0,1,222963153,1990,0,40243,0,0,0,514,0,0,0,890,890,41133,43053,4806,0,0,6726,4806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,N,ACTORS SHAKESPEARE COMPANY,NEW YORK,NY,10276-1590,10276.0,36061.0,A65,A,10276.0,5602.0,5600.0,36061.0,,PC,O,0.16289,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,41133,199012,1990,NY,10276.0,NEW YORK,A65,A,12,0.0,0.0,0.0,PO BOX 85,0.0,199312.0,1000.0,,1.0,13.0,15.0,10.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A65,A,711110.0
26559,990.0,1,223035200,1991,200,0,1500000,0,0,31161,0,0,0,31161,31161,1531161,1843028,284654,621218,0,717977,414204,121456,129550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NETWORK TELEVISION ASSOC,NEW YORK,NY,10019-6014,10019.0,36061.0,A32,A,,5602.0,5600.0,,,O,O,0.20919000000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199112,1531161,199112,1991,NY,,NEW YORK,A32,A,12,200.0,125.0,0.0,825 SEVENTH AVE,3.0,0.0,1000.0,% PETER CHRISANTHROPOULOS,2.0,13.0,0.0,10.0,0.0,1.0,9201.0,NTA,PC,O,AR,A,IN,,A32,A,513120.0
26758,,1,223055332,1991,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,UKRAINIAN NAT WOMENS LEAGUE AMERICA,NEW YORK,NY,10003-8410,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.16948,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10003.0,NEW YORK,S81,C,12,120.0,0.0,0.0,108 SECOND AVE,9.0,0.0,3000.0,% LIDIA BILOUS,2.0,6.0,0.0,20.0,1874.0,5.0,6706.0,BRANCH 113,PC,O,AR,A,IN,,S81,S,813410.0
26894,990.0,1,223075802,1991,123,0,33600,0,0,0,0,0,0,75500,75500,109100,85009,22224,0,0,12133,22224,14000,0,22224,0,0,0,0,0,0,0,0,0,0,0,0,75500,0,0,6,1,0,N,UNINTERRUPTIBLE UPTIME USERS GROUP SOC UUUG,NEW YORK,NY,10163-3697,10163.0,36061.0,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.43861000000000006,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,109100,199112,1991,NY,10163.0,NEW YORK,A70,C,12,123.0,200.0,0.0,PO BOX 3697,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9201.0,UUUG,PC,O,AR,A,IN,,A70,A,710000.0
28024,990.0,1,226067322,1991,119,0,10968,0,0,1854,0,0,0,46112,46112,57080,56417,58577,1300,0,58514,59177,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,44258,0,0,6,1,9,N,DANCE MASTERS AMERICA NEW YORK CITY CHAPTER,BAYSIDE,NY,11361-0533,11361.0,36081.0,A62,A,11361.0,5602.0,5600.0,36081.0,,O,O,0.66156,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,199208,57080,199208,1992,NY,11361.0,BAYSIDE,A62,A,8,119.0,59.0,205.0,PO BOX 610533,3.0,0.0,2000.0,% ROBERT MANN,2.0,11.0,0.0,10.0,0.0,1.0,6406.0,,PC,O,AR,A,IN,,A62,A,711120.0
35126,990.0,1,237029109,1990,205,0,18900,0,0,82,0,0,0,21150,21150,40050,46165,5704,0,0,12748,7926,929,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,21068,0,0,6,1,0,N,SOC PHOTOGRAPHERS & ARTISTS REPRESENTATIVES,NEW YORK,NY,10165-0005,10165.0,36061.0,A01,A,10165.0,5602.0,5600.0,36061.0,,O,O,0.86493,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,40050,199012,1990,NY,10165.0,NEW YORK,A0340,A,12,205.0,0.0,0.0,60 E 42ND STREET SUITE 1166,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6906.0,ES INC,PC,O,AR,A,IN,,A0340,A,813920.0
38081,,1,237096387,1991,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,LAWYERS ASSOC TEXTILE INDUSTRY,NEW YORK,NY,10018-7606,10018.0,36061.0,A40,A,10018.0,5602.0,5600.0,36061.0,,O,O,0.36268,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10018.0,NEW YORK,I03,A,12,200.0,0.0,0.0,462 SEVENTH AVE 23RD FLR,3.0,0.0,2000.0,% ERNST & WHINNEY,2.0,13.0,0.0,20.0,0.0,1.0,7201.0,,PC,O,AR,A,IN,,I03,I,813920.0
39532,,1,237117133,1990,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,SOC OLD BROOKLYNITES,BROOKLYN,NY,11218-1265,11218.0,36047.0,A80,A,11218.0,5602.0,5600.0,36047.0,,O,O,0.53881,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199012,0,199012,1990,NY,11218.0,BROOKLYN,A80,B,12,908.0,0.0,0.0,651 VANDERBILT ST,3.0,0.0,1000.0,% DONALD L NOWLAN,2.0,11.0,0.0,20.0,0.0,1.0,7202.0,,PC,O,AR,A,IN,,A80,A,712120.0
43012,990.0,1,237164969,1991,920,0,213300,0,0,8544,0,18166,1626,85536,67370,298836,249407,152542,0,0,165380,201425,44101,48883,152542,0,0,0,0,0,0,0,0,0,0,0,0,57200,0,0,6,1,0,N,ASSOC ART MUS DIRECTORS,NEW YORK,NY,10017-6705,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.70929,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199206,280670,199206,1992,NY,10017.0,NEW YORK,A50,A,6,920.0,59.0,119.0,1290 AVE OF THE AMERICAS,3.0,0.0,2000.0,% CORNICK GARBER & SANDLER,2.0,13.0,0.0,10.0,0.0,1.0,7203.0,INC,PC,O,AR,A,IN,,A0351,A,813920.0
43788,990.0,1,237179226,1991,920,187999,0,0,0,26852,75314,0,0,26852,26852,214851,276083,538369,0,75000,599601,538369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,RADIO MUSIC LICENSE,NEW YORK,NY,10153-0001,10153.0,36061.0,A01,A,10153.0,5602.0,5600.0,36061.0,,O,O,0.96555,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,214851,199112,1991,NY,10153.0,NEW YORK,A34,A,12,920.0,0.0,0.0,767 FIFTH AVE,3.0,0.0,2000.0,% WEIL GOTSHAL & MANGES,2.0,13.0,0.0,10.0,0.0,5.0,7209.0,,PC,O,AR,A,IN,,A34,A,513110.0
48566,,1,237323039,1989,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,N,KATHRYN POSIN DANCE FND,NEW YORK,NY,10012-2406,10012.0,36061.0,A63,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.60377,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199006,0,199006,1990,NY,10012.0,NEW YORK,A63,A,6,119.0,59.0,0.0,20 BOND ST,3.0,0.0,1000.0,% TREAS,1.0,13.0,16.0,10.0,0.0,1.0,7310.0,,PC,O,AR,A,IN,,A63,A,711120.0
48771,990.0,1,237328225,1991,59,0,2555,0,0,1033,0,0,0,109715,109715,112270,45027,28832,0,0,34588,28832,0,0,0,0,0,2555,0,0,0,0,0,0,0,0,72999,2758,32925,0,8,1,0,N,BNAI BRITH 5258 MUSIC & PERFORMING ARTS LODGE,NEW YORK,NY,10023-5882,10023.0,36061.0,A99,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.24548000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,39271,199112,1991,NY,10023.0,NEW YORK,A60,A,12,59.0,29.0,349.0,1995 BROADWAY 603,9.0,0.0,1000.0,% MURRAY FROIKIN,1.0,13.0,0.0,10.0,947.0,5.0,4606.0,,PC,O,AR,A,IN,,A60,A,711100.0
50301,,1,237366918,1990,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,PROFESSIONAL CHURCH SINGERS GREATER NEW YORK,NEW YORK,NY,10017-0000,10017.0,36061.0,A6B,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.24591,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199104,0,199104,1991,NY,10017.0,NEW YORK,A6B,A,4,205.0,0.0,0.0,PO BOX 647 GRAND CENTRAL STA,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,7508.0,C,PC,O,AR,A,IN,,A6B,A,711130.0
51862,990.0,1,237411166,1991,200,0,459257,0,0,46774,0,0,0,46774,46774,506031,563949,-28708,0,0,697005,743190,667795,771898,28708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,LIBERIAN SHIPOWNERS COUNCIL LTD,NEW YORK,NY,10170-2656,10170.0,36061.0,A01,A,10170.0,5602.0,5600.0,36061.0,,O,O,0.5118699999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,506031,199112,1991,NY,10170.0,NEW YORK,A23,A,12,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,2.0,,2.0,1.0,0.0,10.0,0.0,1.0,197612.0,,PC,O,AR,A,IN,,A23,A,710000.0
53146,,1,237449111,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,INTL ONE WORLD CRUSADE,NEW YORK,NY,10116-7594,10116.0,36061.0,A34,A,10116.0,5602.0,5600.0,36061.0,,PC,O,0.9485,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199112,0,199112,1991,NY,10116.0,NEW YORK,A34,A,12,4.0,8.0,29.0,G P O BOX 7594,3.0,0.0,7000.0,,1.0,23.0,15.0,10.0,0.0,1.0,9407.0,,PC,O,AR,A,IN,,A34,A,513110.0
63783,,1,311105807,1990,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,ASSOC COMPARATIVE STUDIES,FLUSHING,NY,11367-1597,11367.0,36081.0,A70,A,11367.0,5602.0,5600.0,36081.0,,O,O,0.75048,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,199110,0,199110,1991,NY,11367.0,FLUSHING,A70,C,10,120.0,0.0,0.0,QUEENS COLLEGE,3.0,0.0,3000.0,% DEPT OF ECONOMICS,2.0,11.0,0.0,20.0,0.0,5.0,8411.0,,PC,O,AR,A,IN,,A70,A,710000.0
67560,990.0,1,330274349,1991,200,0,34056,0,0,814,0,0,0,7179,7179,41235,45185,2262,0,0,6212,2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6365,0,0,6,1,0,N,THEATRICAL DEALERS ASSOC,NEW YORK,NY,10025-0000,10025.0,36061.0,A01,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.28967,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,41235,199112,1991,NY,10025.0,NEW YORK,A65,B,12,200.0,0.0,0.0,755 W END AVE 9B,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A65,A,711110.0
78468,,1,356048417,1991,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,NAT ASSOC BAND INSTRUMENT MANUFACTURERS INCORPORA,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.77709,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10010.0,NEW YORK,A6C,A,12,65.0,207.0,200.0,38 W 21ST ST 5TH FLR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3505.0,ERS INCORPORA,PC,O,AR,A,IN,,A6C,A,711130.0
85422,990.0,1,366126873,1991,200,0,28929,0,0,599,0,0,0,18499,18499,47428,31633,57403,0,0,52858,57483,11250,80,0,0,0,0,0,0,0,0,0,0,0,0,0,16671,0,1229,6,1,0,N,MUSIC DISTRIBUTORS ASSOC,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.74265,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,47428,199112,1991,NY,10010.0,NEW YORK,A68,A,12,200.0,205.0,279.0,38 44 W 21ST ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,IN,,A68,A,711130.0
87150,990.0,1,370789523,1991,59,0,47841,723,0,5773,0,0,0,39686,39686,87527,60718,227134,4167,0,201041,228054,716,920,0,0,0,0,0,0,0,0,0,0,0,0,0,33190,0,0,6,1,0,Y,ASSOC BUSINESS COMMUNICATION,NEW YORK,NY,10010-5518,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.9698,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,87527,199112,1991,NY,10010.0,NEW YORK,A30,A,12,59.0,0.0,0.0,17 LEXINGTON AVE PO BOX 343,3.0,0.0,2000.0,% ROBERT J MYERS DEPT SPEECH RM1403,2.0,13.0,0.0,10.0,0.0,5.0,5811.0,BARUCH COLLEGE CUNY,PC,O,AR,A,IN,,A30,A,510000.0
121482,990.0,1,510163940,1991,64,35050,0,0,0,0,0,0,0,0,0,35050,34927,451,0,0,328,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,N,AFRICAN AMER DAY PARADE,NEW YORK,NY,10030-0501,10030.0,36061.0,A23,A,10030.0,5602.0,5600.0,36061.0,,O,O,0.2984,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,35050,199112,1991,NY,10030.0,NEW YORK,A23,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A23,A,710000.0
122001,990.0,1,510180605,1991,200,0,29100,0,0,1695,0,0,0,1695,1695,30795,34997,22619,0,0,28121,24419,1300,1800,22619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NAT ANTIQUE & ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-3105,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.81528,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199204,30795,199204,1992,NY,10022.0,NEW YORK,A0326,A,4,200.0,0.0,0.0,15 E 57TH ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7602.0,ERICA INC,PC,O,AR,A,IN,,A0326,A,813920.0
122434,990.0,1,510192888,1991,205,13225,39500,0,0,586,0,0,0,586,586,53311,62656,4882,0,0,14227,4882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NEW YORK OBSTETRICAL SOC,BRONX,NY,10461-1924,10461.0,36005.0,A69,A,10461.0,5602.0,5600.0,36005.0,,O,O,0.94715,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36005.0,199204,53311,199204,1992,NY,10461.0,BRONX,A69,A,4,205.0,199.0,0.0,1300 MORRIS PARK AVE BELFER 502,3.0,0.0,2000.0,% ROBERT C POST MD,2.0,13.0,0.0,10.0,0.0,1.0,8407.0,,PC,O,AR,A,IN,,A69,A,711130.0
128260,990.0,1,521513915,1991,205,0,90438,0,0,6330,0,0,0,32205,32205,122643,116462,97251,0,0,157457,139051,66387,41800,0,0,0,0,0,0,0,0,0,0,0,0,0,25875,0,0,6,1,0,N,PRINTING INDUSTRY CREDIT EXECUTIVES,NEW YORK,NY,10038-4302,10038.0,36061,A03,A,10038.0,5602.0,5600.0,36061.0,,O,O,0.42623999999999995,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199112,122643,199112,1991,NY,10038.0,NEW YORK,A0333,A,12,205.0,0.0,0.0,1518 K ST NW STE 503,3.0,0.0,2000.0,,2.0,52.0,0.0,10.0,0.0,1.0,8707.0,,PC,O,AR,A,IN,,A0333,A,813920.0
204897,990.0,1,942661960,1991,200,0,147428,0,0,18961,0,0,0,234400,234400,381828,403882,339697,41445,0,361807,340608,56,911,0,0,0,0,0,0,0,0,0,0,0,0,0,215439,0,0,6,1,0,N,BROADCAST DESIGNERS ASSOC,NEW YORK,NY,10036-4008,10036.0,36061,A30,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.92661,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,381828,199112,1991,NY,10036.0,NEW YORK,A30,A,12,200.0,0.0,0.0,470 PARK AVE SO 9TH FL,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8202.0,,PC,O,AR,A,IN,,A30,A,510000.0
211943,990.0,1,952786905,1990,919,0,8500,28529,25000,10255,0,0,0,183403,158403,191903,67017,151045,0,0,123612,151045,0,0,151045,0,0,0,0,0,0,0,0,0,0,0,72453,0,72166,0,6,1,0,N,THEATRE EQUIPMENT ASSOC,NEW YORK,NY,10019-7411,10019.0,36061,A30,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.13809000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,94450,199012,1990,NY,10019.0,NEW YORK,A65,B,12,919.0,205.0,0.0,244 W 49TH ST 200,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7306.0,,PC,O,AR,A,IN,,A65,A,711110.0
