,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DOCLOCNO,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,REASON,P6UNRELB,P7INTXAT,P7DIVRIN,P7ESTRIN,P1RENTN,P7INVRIN,P1SECURN,P1OTHG,P1OTHC,P1OTHN,P1SPEVC,P1INVNTG,P1TOTREV,P1NETINC,P1CHGAS,P2TWAGES,P2TPYTAX,P4B_BOND,P4E_BOND,P4B_MORT,P4E_MORT,P4E_RET1,p4b_net,A4A_CNT,A4A_MEMT,A4A_BUST,A4A_IVST,A4A_TAXT,A4A_GVTT,A4A_OTHT,A4A_TOTT,A6OEXPB,A6NTLBB,A6NGLBB,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFFILCD,CLASSCD,RULEDATE,DEDUCTCD,PRFNDNCD,ACTIVCD1,ACTIVCD2,ACTIVCD3,ORGCD,DISTRICT,ADVRULDT,ASSETCD,INCOMECD,FILREQCD,ACCPERMO,ASSETS,INCOME,NEGINC,SEC_NAME,ZIP5,MSA_NECH,PMSA,FIPS,NTEECC,NTEE1,zipnew,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,STYEAR,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,ARED,FNDNCD,FRCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
54493,1,6,1,237411166,199812,1998,199931,82490149051399,,N,Y,0,1,1998,1,5,5,200,12000,565597,0,0,34918,0,0,0,34918,34918,612515,713862,32915,0,0,781489,717032,663061,684117,32915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,34918,0,0,0,0,0,0,0,0,0,0,612515,-101347,15834,0,0,0,0,0,0,118428,118428,0,0,0,0,0,0,0,0,0,0,0,LIBERIAN SHIPOWNERS COUNCIL LTD,,420 LEXINGTON AVE 2656,NEW YORK,NY,10170-2656,0.0,3.0,2.0,197612.0,2.0,0.0,200.0,914.0,480.0,1.0,13.0,0.0,5.0,5.0,10.0,12.0,717032,612515,,,10170.0,5602.0,5600.0,36061.0,A01,A,10170.0,36061.0,,O,O,0.39073,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10170.0,NEW YORK,2374111661998,A23,A,12,200.0,914.0,480.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A23,A,710000.0
55801,1,6,1,330274349,199812,1998,199939,82490233070109,,N,Y,0,1,1998,1,4,5,200,0,208038,0,0,10232,0,0,0,446063,446063,654101,560972,237582,0,0,144453,237582,0,0,237582,0,0,0,0,0,0,0,0,0,0,0,0,435831,0,0,0,Y,10232,0,0,0,0,0,0,0,0,0,0,654101,93129,0,0,0,0,0,0,0,144453,144453,0,0,0,0,0,0,0,0,0,0,0,THEATRICAL DEALERS ASSOCIATION,,875 SIXTH AVE STE 2302,NEW YORK,NY,10001-3507,0.0,3.0,1.0,198809.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,4.0,5.0,10.0,12.0,237582,654101,,,10001.0,5602.0,5600.0,36061.0,A01,A,10001.0,36061.0,,O,O,0.9015,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10001.0,NEW YORK,3302743491998,A65,B,12,200.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A65,A,711110.0
56910,1,6,1,356048417,199812,1998,199928,82490170041119,,N,Y,0,1,1998,1,4,4,65,234936,46750,0,0,11566,0,0,0,11566,11566,293252,435999,240570,0,0,396031,301991,12714,61421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,11566,0,0,0,0,0,0,0,0,0,0,293252,-142747,0,0,0,0,0,0,0,0,383317,0,0,0,0,0,0,0,0,0,0,0,NATIONAL ASSOCIATION OF BAND INSTRUMENT MANUFACTURERS INCORPORA,,38 W 21ST ST 5TH FLR,NEW YORK,NY,10010-6906,0.0,1.0,2.0,193505.0,2.0,0.0,65.0,207.0,200.0,1.0,13.0,0.0,4.0,4.0,10.0,12.0,301991,293252,,,10010.0,5602.0,5600.0,36061.0,A01,A,10010.0,36061.0,,O,O,0.96593,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10010.0,NEW YORK,3560484171998,A6C,A,12,65.0,207.0,200.0,1.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A6C,A,711130.0
58081,1,6,1,366126873,199812,1998,199930,82409177119149,,N,Y,0,1,1998,1,3,3,200,0,63108,0,0,2648,0,0,0,16189,16189,79297,69623,75433,0,0,91650,95398,12028,19965,0,0,0,0,0,0,0,0,0,0,0,0,13863,0,-1580,1258,0,N,0,0,0,0,2648,0,0,0,0,12283,0,65434,-4189,0,0,0,0,0,0,0,0,79622,0,0,0,0,0,0,0,0,0,0,0,MUSIC DISTRIBUTORS ASSOCIATION,,38 44 W 21ST ST,NEW YORK,NY,10010-6906,0.0,3.0,2.0,196512.0,2.0,0.0,200.0,205.0,279.0,1.0,13.0,0.0,3.0,3.0,10.0,12.0,95398,79297,,,10010.0,5602.0,5600.0,36061.0,A01,A,10010.0,36061.0,,O,O,0.08139,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10010.0,NEW YORK,3661268731998,A68,A,12,200.0,205.0,279.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A68,A,711130.0
62151,1,6,1,510192888,199904,1999,199940,82490268058189,,N,Y,0,1,1998,1,2,3,205,13044,39775,0,0,58,0,0,0,58,58,52877,53386,11875,0,0,12384,11875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,58,0,0,0,0,0,0,0,0,0,0,52877,-509,0,0,0,0,0,0,0,0,12384,0,0,0,0,0,0,0,0,0,0,0,NEW YORK OBSTETRICAL SOCIETY INC,% VICKI SELTZER MD,1300 MORRIS PARK AVE BELFER 502,BRONX,NY,10461-1924,0.0,3.0,2.0,198407.0,2.0,0.0,205.0,199.0,0.0,1.0,13.0,0.0,2.0,3.0,10.0,4.0,11875,52877,,,10461.0,5602.0,5600.0,36005,A69,A,10461.0,36005.0,,O,O,0.23868000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36005.0,1998,NY,10461.0,BRONX,5101928881999,A69,A,4,205.0,199.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A69,A,711130.0
62972,1,6,1,521513915,199812,1998,199924,82490149014419,A33C,N,Y,0,1,1998,1,4,4,205,0,94464,0,0,4275,35337,0,0,35071,35071,129535,121382,114338,0,0,106185,114338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30796,0,0,0,N,4275,0,0,0,0,0,0,0,0,0,0,129535,8153,0,0,0,0,0,0,0,0,106185,0,0,0,0,0,0,0,0,0,0,0,PRINTING INDUSTRY CREDIT EXECUTIVES INC,,150 BROADWAY STE 1113,NEW YORK,NY,10038-4302,0.0,3.0,2.0,198707.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,4.0,4.0,10.0,12.0,114338,129535,,,10038.0,5602.0,5600.0,36061,A03,A,10038.0,36061.0,,O,O,0.51763,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1998,NY,10038.0,NEW YORK,5215139151998,A0333,A,12,205.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0333,A,813920.0
63297,1,6,1,521902671,199806,1998,199912,82490065162289,,N,Y,0,1,1997,1,4,4,200,0,130966,0,0,4881,0,0,0,14931,14931,145897,129871,134663,0,0,118637,134663,0,0,134663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10050,0,Y,4881,0,0,0,0,0,0,0,0,0,0,145897,16026,0,0,0,0,0,0,0,118637,118637,0,0,0,0,0,0,0,0,0,0,0,BRITISH-AMERICAN BUSINESS COUNCIL,% T R MURPHY GEN COUNSEL,52 VANDERBILT AVE 20TH FLR,NEW YORK,NY,10017-3808,0.0,3.0,1.0,199608.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,4.0,4.0,10.0,6.0,134663,145897,,,10017.0,5602.0,5600.0,36061,A01,A,10017.0,36061.0,,O,O,0.40855,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10017.0,NEW YORK,5219026711998,A23,A,6,200.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A23,A,710000.0
64051,1,6,1,541585995,199812,1998,199945,82409247006099,A33C,N,Y,0,1,1998,1,1,3,229,135,25565,0,0,0,0,0,0,51864,51864,77564,76910,6394,0,0,5740,6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51864,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,77564,654,0,0,0,0,0,0,0,0,5740,0,0,0,0,0,0,0,0,0,0,0,NATIONAL ASSOCIATION OF INDEPENDENT PUBLISHERS REPRESENTATIVES INC,,111 E 14TH ST STE 157,NEW YORK,NY,10003-4103,0.0,3.0,1.0,199108.0,2.0,0.0,229.0,0.0,0.0,1.0,13.0,0.0,1.0,3.0,10.0,12.0,6394,77564,,,10003.0,5602.0,5600.0,36061,A03,A,10003.0,36061.0,,O,O,0.54405,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1998,NY,10003.0,NEW YORK,5415859951998,A03,A,12,229.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A03,A,813920.0
74226,1,6,1,942661960,199812,1998,199951,82490345094389,,N,Y,0,1,1998,1,1,5,200,0,244088,0,0,7976,0,0,0,574004,574004,818092,783494,6209,0,0,201485,6209,229874,0,6209,0,0,0,0,0,0,0,0,0,0,0,0,473403,0,31431,0,Y,7976,0,0,0,0,0,61194,0,61194,0,0,818092,34598,0,136118,9274,0,0,0,0,-28389,-28389,0,0,0,0,0,0,0,0,0,0,0,BROADCAST DESIGNERS ASSOCIATION INC,,145 W 45TH ST STE 1100,NEW YORK,NY,10036-4008,0.0,3.0,1.0,198202.0,2.0,0.0,200.0,0.0,0.0,5.0,13.0,0.0,4.0,6.0,10.0,12.0,201485,1046253,,,10036.0,5602.0,5600.0,36061.0,A30,A,10036.0,36061.0,,O,O,0.26254,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10036.0,NEW YORK,9426619601998,A30,A,12,200.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A30,A,510000.0
75126,1,6,1,952786905,199812,1998,199948,82490317057229,,N,Y,0,1,1998,1,4,4,919,0,59135,0,0,9721,0,0,0,296678,296678,355813,263487,291231,0,0,198905,291231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286957,0,0,0,N,9721,0,0,0,0,0,0,0,0,0,0,355813,92326,0,6400,0,0,0,0,0,0,198905,0,0,0,0,0,0,0,0,0,0,0,INTERNATIONAL THEATRE EQUIPMENT ASSOCIATION INC,,244 W 49TH ST STE 200,NEW YORK,NY,10019-7411,0.0,3.0,2.0,197306.0,2.0,0.0,919.0,205.0,0.0,1.0,13.0,0.0,4.0,4.0,10.0,12.0,198905,290492,,,10019.0,5602.0,5600.0,36061.0,A30,A,10019.0,36061.0,,O,O,0.8003100000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10019.0,NEW YORK,9527869051998,A65,B,12,919.0,205.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A65,A,711110.0
75200,1,6,1,953147789,199808,1998,199938,82490233004149,,N,Y,0,1,1997,1,6,6,205,0,563580,0,0,62778,0,0,0,2641549,2641549,3205129,3118409,1772451,210800,0,1823461,1907517,145349,135066,0,0,0,0,0,0,0,0,0,0,0,0,0,2429536,4950,139485,0,N,52742,10036,4800,4800,0,0,0,0,0,4950,0,3205129,86720,7619,185608,12469,0,0,0,0,0,1678112,0,0,0,0,0,0,0,0,0,0,0,NATIONAL ACADEMY OF TELEVISION ARTS & SCIENCES GROUP RETURN,,111 W 57TH ST,NEW YORK,NY,10019-2211,3005.0,9.0,2.0,197610.0,2.0,0.0,205.0,0.0,0.0,1.0,13.0,0.0,6.0,6.0,30.0,8.0,1907517,3205129,,GROUP RETURN,10019.0,5602.0,5600.0,36061.0,A01,A,10019.0,36061.0,,O,O,0.48321000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10019.0,NEW YORK,9531477891998,A32,A,8,205.0,0.0,0.0,9.0,0.0,0.0,30.0,PC,O,AR,A,IN,,A32,A,513120.0
77290,1,7,1,130971750,199806,1998,199934,82490212119229,A6AZ,N,Y,0,1,1997,1,3,4,319,3250,1000,0,0,4,0,0,0,280425,280425,284675,293491,24869,0,0,40082,33487,6397,8618,0,0,0,0,0,0,0,0,0,0,0,0,0,142182,0,138239,9,N,4,0,0,0,0,0,0,0,0,0,0,284675,-8816,0,150800,18508,0,0,0,0,0,33685,27915,11307,1045949,216,0,0,1085387,39438,0,0,0,LIEDERKRANZ OF THE CITY OF NEW YORK,,6 E 87TH ST,NEW YORK,NY,10128-0505,0.0,3.0,1.0,193907.0,2.0,0.0,319.0,0.0,0.0,1.0,13.0,0.0,3.0,4.0,10.0,6.0,33487,284675,,,10128.0,5602.0,5600.0,36061.0,A6A,A,10128.0,36061.0,,O,O,0.6300899999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1997,NY,10128.0,NEW YORK,1309717501998,A6A,A,6,319.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A6A,A,711130.0
77314,1,7,1,131572247,199807,1998,199931,82490184060189,A6AI,N,Y,0,1,1997,1,6,5,119,0,188187,0,0,24116,0,150472,297569,518941,368469,707128,523510,703349,0,0,933590,1003151,263387,299802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46784,0,Y,24116,0,0,0,0,0,0,0,0,0,448041,556656,33146,0,313099,0,0,0,0,0,0,670203,0,0,0,0,0,0,0,0,0,0,0,METROPOLITAN OPERA CLUB INC,,LINCOLN CENTER,NEW YORK,NY,10023-0000,0.0,3.0,1.0,194608.0,2.0,0.0,119.0,319.0,0.0,1.0,13.0,0.0,6.0,5.0,10.0,7.0,1003151,707128,,,10023.0,5602.0,5600.0,36061.0,A11,A,10023.0,36061.0,,O,S,0.0076,,ZA,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1997,NY,10023.0,NEW YORK,1315722471998,A11,A,7,119.0,319.0,0.0,3.0,0.0,0.0,10.0,PC,S,ZA,A,IN,,A11,A,813219.0
91204,1,8,1,135626389,199805,1998,199943,82490275047219,A23Z,N,Y,0,28,1997,1,3,4,900,81830,0,0,0,146,239945,0,0,202382,202382,284212,239945,44267,0,0,0,44267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149641,0,52595,7,N,146,0,0,0,0,0,0,0,0,0,0,284212,44267,0,80075,14145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOLKSBIENE WORKMENS CIRCLE,,123 E 55TH ST,NEW YORK,NY,10022-3502,,,,,,,,,,,,,,,,,0,0,,,10022.0,5602.0,5600.0,36061.0,A23,A,10022.0,36061.0,,O,O,0.83835,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1997,NY,10022.0,NEW YORK,1356263891998,A23,A,5,,,,,,,,PC,O,AR,A,IN,,A23,A,710000.0
98341,1,9,1,131841248,199812,1998,199947,82490303190109,,N,Y,0,20,1998,1,7,6,265,0,0,1262556,1257201,119202,0,0,0,2688663,1431462,2688663,1546244,2868323,0,0,5995463,6104580,3012358,3236257,0,0,0,0,0,0,0,0,0,0,0,0,0,1298307,0,8598,0,N,0,119202,0,0,0,5355,0,0,0,0,0,1431462,-114782,0,38479,3039,0,0,0,0,0,2983105,0,0,0,0,0,0,0,0,0,0,0,INTERNATIONAL PHOTOGRAPHERS-644 WELFARE FUND,,80 EIGHTH AVE,NEW YORK,NY,10011-5126,,,,,,,,,,,,,,,,,0,0,,,10011.0,5602.0,5600.0,36061.0,A40,A,10011.0,36061.0,,O,O,0.23678000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1998,NY,10011.0,NEW YORK,1318412481998,A40,A,12,,,,,,,,PC,O,AR,A,IN,,A40,A,710000.0
98389,1,9,1,132861474,199712,1997,199931,82490191004249,,N,N,0,1,1997,1,5,3,264,0,0,15000,17137,19274,0,0,0,34274,17137,34274,93619,470836,0,0,554784,520524,20601,49688,470836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,18219,1055,0,0,0,-2137,0,0,0,0,0,17137,-76482,13135,0,0,0,0,0,0,534183,534183,0,0,0,0,0,0,0,0,0,0,0,LOCAL 15 ASSN OF FILM CRAFTSMEN WELFARE FUND,% KING ADMINISTRATORS,1 PENN PLZ STE 5335,NEW YORK,NY,10119-5399,0.0,3.0,1.0,197702.0,2.0,0.0,264.0,265.0,279.0,2.0,13.0,0.0,0.0,0.0,20.0,12.0,0,0,,,10119.0,5602.0,5600.0,36061.0,A31,A,10119.0,36061.0,,O,O,0.8255299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10119.0,NEW YORK,1328614741997,A31,A,12,264.0,265.0,279.0,3.0,0.0,0.0,20.0,PC,O,AR,A,IN,,A31,A,512110.0
99657,1,9,1,232478238,199808,1998,199924,82490149032129,,N,Y,0,1,1997,1,3,4,264,0,0,0,0,11511,0,0,0,490791,490791,490791,627109,71016,0,0,221334,85016,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,479280,0,0,0,N,9813,1698,0,0,0,0,0,0,0,0,0,490791,-136318,0,0,0,0,0,0,0,0,207334,0,0,0,0,0,0,0,0,0,0,0,CAMI INSURANCE BENEFIT PLAN,,165 W 57TH ST,NEW YORK,NY,10019-2201,0.0,3.0,1.0,199111.0,2.0,0.0,264.0,265.0,263.0,2.0,13.0,0.0,3.0,4.0,10.0,8.0,85016,490791,,COLUMBIA ARTISTS MANAGEMENT INC INS,10019.0,5602.0,5600.0,36061.0,A99,A,10019.0,36061.0,,O,O,0.48873,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10019.0,NEW YORK,2324782381998,A0240,A,8,264.0,265.0,263.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A0240,A,541618.0
108697,1,12,1,112579110,199812,1998,199925,82490163250219,,N,Y,0,1,1998,1,2,3,200,0,32455,0,0,0,10902,0,0,0,0,32455,29115,10202,0,0,6862,10202,0,0,10202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,32455,3340,0,0,0,0,0,0,0,6862,6862,0,0,0,0,0,0,0,0,0,0,0,NEW YORK OIL HEAT SERVICE MANAGERS ASSOCIATION INC,% CHARLES WEINER,1110 BRONX RIVER AVE,BRONX,NY,10472-3102,0.0,3.0,1.0,198311.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,2.0,3.0,10.0,12.0,10202,32455,,,10472.0,5602.0,5600.0,36005.0,A65,A,10472.0,36005.0,,O,O,0.50658,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36005.0,1998,NY,10472.0,BRONX,1125791101998,A65,C,12,200.0,0.0,0.0,3.0,0.0,0.0,10.0,PC,O,AR,A,IN,,A65,A,711110.0
115856,1,17,1,132576830,199808,1998,199933,82490205065259,,N,Y,0,20,1997,1,0,8,267,0,0,19777411,19423291,274650,0,0,0,20052061,628770,20052061,70894,0,0,0,34895361,0,488637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,8141,266509,0,0,0,354120,0,0,0,0,0,628770,557876,-34964600,0,0,0,0,0,0,34406724,34406724,0,0,0,0,0,0,0,0,0,0,0,GRAPHIC ARTS INTL UNION LOC 119B NY -PRNTRS LEAG SPCL DSPLCMT BNFT FND,,27 UNION SQ RM 204,NEW YORK,NY,10003-3305,,,,,,,,,,,,,,,,,0,0,,,10003.0,5602.0,5600.0,36061.0,A99,A,10003.0,36061.0,,O,O,0.68808,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10003.0,NEW YORK,1325768301998,A40,C,8,,,,,,,,PC,O,AR,A,IN,,A1240,A,813219.0
