,FILER,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P1GRENTS,P2CASHBV,P2MORTG
6948,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133617098,1996,1995,1,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657,0,0,0,0,2657,2657,0,0,CHARLES SCHWARTZ FND MUSIC,NEW YORK,NY,10014-0000,P,P00,0.120682,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,199203.0,199606,199606,NY,10014.0,NEW YORK,PF,O,HS,P,IN,,6,0.0,0.0,463 WEST ST G 219,3.0,0.0,1000.0,% CHARLES SCHWARTZ,1.0,13.0,1.0,0.0,1.0,,P,HU,HU,HU,3.0,,,,,,,A68,A,,,
6956,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133619833,1995,1995,2,3,89,0,0,0,0,0,0,26931,0,1400,26931,19280,7651,0,0,0,0,11798,0,0,0,0,0,11798,0,1,KAYUMANGGI CHORAL,NEW YORK,NY,10023-5564,Z,Z99,0.60895,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,199108.0,199512,199512,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,185 W END AVE RM 15N,3.0,0.0,1000.0,MARIE-ANTOINETTE EVANGELISTA,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A6B,A,,,
6961,PF,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,133620909,1996,1995,8,6,602,863,42129,330049,177053,0,0,1749543,0,936200,2299637,1186610,1113027,1100679,2226928,44539,0,11208428,3385185,4643463,347154,8375802,0,11219261,0,501543,AARON COPLAND FND MUSIC,NEW YORK,NY,10048-3998,Z,Z99,0.757166,36061.0,10048.0,10048.0,5602.0,5600.0,36061.0,4.0,,199108.0,199606,199606,NY,10048.0,NEW YORK,PF,O,UN,Z,IN,,6,119.0,0.0,TWO WORLD TRADE CENTER 39,3.0,0.0,2000.0,% ELLIS J FREEDMAN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
6970,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133626727,1996,1996,5,4,123,200062,20447,4983,0,-763,0,0,30000,81001,224729,131657,93072,128123,22700,474,22700,755373,40038,307498,0,347536,174,783560,0,55667,JOHN CONLEY FND ETHICS & PHILOSOPHY IN MEDICINE,STATEN ISLAND,NY,10304-1520,Z,Z99,0.384364,36085.0,10304.0,10304.0,5602.0,5600.0,36085.0,3.0,,199112.0,199612,199612,NY,10304.0,STATEN ISLAND,PF,O,UN,Z,IN,,12,162.0,0.0,41 WILSON VIEW PLACE,3.0,0.0,1000.0,% HARRY T FORLENZA TREASURER,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,,
6987,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133632295,1995,1995,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AFRICAN CENTERED EDUCATIONAL PROJECT,NEW YORK,NY,10031-2819,I,I83,0.493658,36061.0,10031.0,10031.0,5602.0,5600.0,36061.0,4.0,,199007.0,199512,199512,NY,10031.0,NEW YORK,PF,O,HS,I,IN,,12,0.0,0.0,400 W 149TH ST STE 2,3.0,0.0,1000.0,% LAMPTEY ACCOUNTING ASSOC,1.0,13.0,1.0,0.0,1.0,,I,HU,HU,HU,3.0,,,,,,,A23,A,,,
7048,PF,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133641609,1995,1995,3,1,321,0,635,0,0,0,0,0,0,1500,635,1651,-1016,1651,636,13,485,82539,0,0,0,0,0,383564,0,1363,ALEXANDER JEROME WILLOWS GREENBURGER MEM FIELDS,NEW YORK,NY,10003-4301,Z,Z99,0.620138,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199302.0,199512,199512,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,349.0,0.0,55 FIFTH AVE,3.0,0.0,1000.0,% TIME EQUITIES INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
7086,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133666164,1996,1996,0,3,40,61610,0,0,0,0,0,0,0,0,61610,61610,0,61610,0,0,0,0,0,0,0,0,0,0,0,253,VOLPI FND PERFORMING ARTS,NEW YORK,NY,10027-5011,Z,Z99,0.023328599999999998,36061.0,10027.0,10027.0,5602.0,5600.0,36061.0,3.0,,199208.0,199612,199612,NY,10027.0,NEW YORK,PF,O,UN,Z,IN,,12,149.0,0.0,501 W 123RD ST RM 8D,3.0,0.0,1000.0,% J DAVID JACOBS,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,,
7090,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133667916,1995,1995,4,4,88,314379,0,0,0,0,0,3475,0,0,317854,274796,43058,273273,3475,35,0,124891,0,0,0,0,0,124891,0,857,AXIS THEATRE,NEW YORK,NY,10019-6018,Z,Z99,0.90459,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,199311.0,199512,199512,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,787 SEVENTH AVE,3.0,0.0,1000.0,% ERNST AND YOUNG LLPT EYBERG MGR,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
7099,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133672230,1996,1996,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FND ARCHEOLOGICAL RECORD,NEW YORK,NY,10019-4315,A,A99,0.00108372,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,15.0,,199301.0,199612,199612,NY,10019.0,NEW YORK,PC,O,AR,A,IN,,12,250.0,0.0,1740 BROADWAY 25TH FLR,3.0,0.0,1000.0,% DANIEL L KURTZ ESQ,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A99,A,,,
7108,PF,3,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,133674360,1996,1996,8,7,90,4131584,0,183605,231385,0,0,515501,31468,0,5073395,993663,4079732,871739,1112132,22243,194039,10198391,0,6982507,0,6982507,0,10198392,0,332925,CIVITELLA RANIERI FND,NEW YORK,NY,10016-0301,Z,Z99,0.806726,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199302.0,199612,199612,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,62.0,93.0,10 E 40TH ST STE 3807,3.0,0.0,1000.0,% GERALD E RUPP TTEE,1.0,13.0,1.0,0.0,2.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,,
7113,PF,3,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,133676158,1996,1995,3,1,88,0,162,0,0,0,0,0,0,0,162,15809,-15647,12486,162,3,162,43873,0,0,0,0,204314,32483,12134,0,BASINGSTOKE PRODUCTIONS,NEW YORK,NY,10036-4305,Z,Z99,0.5962529999999999,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,199212.0,199606,199606,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,6,90.0,0.0,543 WEST 43RD STREET 8015,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,,
7121,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133680271,1996,1995,2,3,60,34383,652,0,0,0,0,3630,19500,0,38665,33873,4792,30243,652,13,0,17997,0,0,0,0,0,17997,0,1414,MUS VIEWS,NEW YORK,NY,10010-6723,Z,Z99,0.711917,36061.0,10010.0,10010.0,5602.0,5600.0,36061.0,4.0,,199301.0,199607,199607,NY,10010.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,2 PETER COOPER RD,3.0,0.0,1000.0,% LILA A SHERMAN,1.0,13.0,1.0,0.0,1.0,MUSEUM VIEWS,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
7148,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133690790,1996,1995,6,3,29,0,781,73750,0,0,0,0,0,67200,74531,97751,-23220,94970,43980,880,0,1102985,12290,988594,0,1000884,0,1138442,0,55987,PRESERVATION FND,NEW YORK,NY,10022-4219,Z,Z99,0.606161,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199308.0,199610,199610,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,10,560.0,602.0,545 MADISON AVE 801,3.0,0.0,1000.0,% JULIUS PAIGE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A82,A,,,
7150,PF,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,133691279,1996,1996,4,4,0,275000,704,0,0,0,0,0,86667,0,275704,163186,112518,163186,704,0,704,112518,0,0,0,0,0,112518,0,2769,CNCL CULTURE & COMMUNITY,NEW YORK,NY,10017-1534,Z,Z99,0.1461,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,15.0,,199403.0,199612,199612,NY,10017.0,NEW YORK,PC,O,UN,Z,IN,,12,0.0,0.0,255 E 49TH ST APT 23C,3.0,0.0,1.0,GROVER NORQUIST,1.0,1.0,0.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
7183,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133699100,1996,1996,3,3,602,26825,0,0,0,0,0,0,0,200,26825,200,26625,200,0,0,0,26725,0,26625,0,26625,0,25975,0,107,MR & MRS RAYMOND J HOROWITZ FND ARTS,NEW YORK,NY,10016-0000,Z,Z99,0.303216,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199305.0,199612,199612,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,600 THIRD AVE,3.0,0.0,1000.0,% RAYMOND J HOROWITZ,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
7224,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133719303,1997,1996,1,2,914,23200,0,0,0,0,0,0,0,0,23200,29050,-5850,28179,0,0,0,3389,0,0,0,0,21029,3389,315,315,KAWAMURA CULTURAL FND,NEW YORK,NY,10170-2199,A,A75,0.627793,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,3.0,,199504.0,199703,199703,NY,10170.0,NEW YORK,PF,O,AR,A,IN,,3,119.0,0.0,420 LEXINGTON AVE STE 216,3.0,0.0,2000.0,KISO & TANAKA,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A1220,A,,,
7229,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133721844,1995,1995,4,3,40,9118,1326,9421,4058,0,0,0,0,12100,23923,15720,8203,15720,14805,148,0,234613,0,121228,51259,172487,0,238905,0,11197,MICHAEL HAUSMAN FILMHAUS FND,NEW YORK,NY,10003-9519,Z,Z99,0.213042,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199311.0,199512,199512,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,736 BROADWAY,3.0,0.0,1000.0,% MICHAEL HAUSMAN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,,
7239,PF,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133729495,1996,1995,6,2,60,0,10217,0,0,0,0,13820,0,927286,24037,996400,-972363,996400,0,0,0,2411247,0,0,0,0,0,2161247,0,0,ERIC & SALOME ESTORICK FND,NEW YORK,NY,10004-1403,A,A51,0.435647,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,4.0,,199501.0,199606,199606,NY,10004.0,NEW YORK,PF,O,AR,A,IN,,6,91.0,0.0,ONE BATTERY PARK PLZ,3.0,0.0,2000.0,% WINTHROP STIMSON PUTNAM & ROBERTS,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A51,A,,,
7315,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133747036,1995,1994,6,4,62,395460,0,0,0,0,0,19730,0,0,415190,165075,250115,91360,0,0,0,3410958,0,0,0,0,0,3410958,0,0,CLASSICAL AMER HOMES PRESERVATION TR,NEW YORK,NY,10172-0003,Z,Z99,0.23667399999999997,36061.0,10172.0,10172.0,5602.0,5600.0,36061.0,3.0,,199409.0,199511,199511,NY,10172.0,NEW YORK,PF,O,UN,Z,IN,,11,0.0,0.0,277 PARK AVE,3.0,0.0,1000.0,% DAVIS POLK & WARDWELL,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A82,A,,,
7361,PF,3,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,133753037,1996,1996,1,0,124,0,0,0,0,0,0,0,0,0,0,258,-258,258,0,0,0,1003,0,0,0,0,1650,1003,0,1,PUBLIC OPINION,NEW YORK,NY,10022-4168,Z,Z99,0.464433,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199408.0,199612,199612,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,125.0,0.0,60 SUTTON PL S STE 3DS,3.0,0.0,1000.0,% MICHAEL BARNETT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,,
7421,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133781874,1995,1995,3,3,60,62500,0,2038,0,0,0,0,0,5000,64538,5600,58938,0,2038,41,2038,61438,0,0,57400,57400,0,61438,0,3179,COBY FND,NEW YORK,NY,10021-7032,A,A51,0.820276,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199503.0,199512,199512,NY,10021.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,20 E 65TH ST,3.0,0.0,1000.0,MILBANK TWEED HADLEY & MCCLOY,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A51,A,,,
7435,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133787051,1995,1995,1,1,350,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,6036,0,0,0,0,6036,6036,0,0,FELISSIMO FND,NEW YORK,NY,10019-3801,Z,Z99,0.9041040000000001,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,199409.0,199512,199512,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,10 W 56TH ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
7456,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133794021,1996,1996,4,4,602,130000,0,0,0,0,0,0,0,149010,130000,149244,-19244,149010,0,0,0,109286,0,0,0,0,0,109286,0,5856,GOTTLIEB SCHWARTZ FAMILY FND,STATEN ISLAND,NY,10314-4253,A,A60,0.338418,36085.0,10314.0,10314.0,5602.0,5600.0,36085.0,4.0,,199505.0,199612,199612,NY,10314.0,STATEN ISLAND,PF,O,AR,A,IN,,12,0.0,0.0,724 COLLFIELD AVE,3.0,0.0,1000.0,% WEISS & COMPANY,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A60,A,,,
7464,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133795843,1996,1995,3,3,559,40357,0,7434,0,0,0,13426,0,0,61217,1092,60125,280,20785,417,20785,88269,0,0,0,0,0,363900,0,12345,DEANE & SUSAN PENN ART FND,NEW YORK,NY,10123-0101,A,A51,0.9657290000000001,36061.0,10123.0,10123.0,5602.0,5600.0,36061.0,3.0,,199507.0,199609,199609,NY,10123.0,NEW YORK,PF,O,AR,A,IN,,9,0.0,0.0,450 7TH AVE RM 500,3.0,0.0,1000.0,% WOLLIN,1.0,11.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A12,A,,,
7540,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133801734,1996,1995,4,1,119,0,0,0,0,0,0,496,0,0,496,13113,-12617,13113,0,0,0,414608,0,0,0,0,25000,414608,0,830,HARRY M STEVENS FAMILY FND,NEW YORK,NY,10024-1007,A,A99,0.8841600000000001,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,199601.0,199606,199606,NY,10024.0,NEW YORK,PF,O,AR,A,IN,,6,0.0,0.0,186 RIVERSIDE DR APT 16D,3.0,0.0,1000.0,% WILLIAM M HUNT,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A99,A,,,
7542,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133802490,1995,1995,4,4,93,340440,0,0,0,0,0,928,54303,0,341368,355601,-14233,0,0,0,0,402654,0,0,0,0,39039,402654,0,0,FND HELLENIC CULTURE,NEW YORK,NY,10019-3402,A,A76,0.44520299999999996,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,3.0,,199504.0,199512,199512,NY,10019.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,7 W 57TH ST,3.0,0.0,1000.0,% GREGORY A SIORIS,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A12,A,,,
7560,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133808182,1995,1995,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUSAN W ROSE FND MUSIC,NEW YORK,NY,10016-3903,B,B82,0.20313699999999998,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199509.0,199512,199512,NY,10016.0,NEW YORK,PF,O,ED,B,IN,,12,90.0,602.0,200 MADISON AVE,3.0,0.0,1000.0,% MORRIS MANSFIELD,1.0,13.0,1.0,0.0,1.0,,B,ED,ED,ED,3.0,,,,,,,A68,A,,,
7561,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133809561,1996,1996,3,3,90,39207,153,425,103,0,126,0,0,6500,40014,23208,16806,22958,431,4,557,31141,0,29323,0,29323,0,35962,0,670,ARTUR BALSAM FND CHAMBER MUSIC,NEW YORK,NY,10025-5349,A,A50,0.20743000000000003,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,199505.0,199612,199612,NY,10025.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,825 W END AVE 2C,3.0,0.0,1000.0,% MOSHE MIRSKY,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A6C,A,,,
7565,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133818000,1996,1996,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMER FRIENDS YEMENITE JEWISH MUS,NEW YORK,NY,10019-7413,A,A99,0.9448799999999999,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,199508.0,199612,199612,NY,10019.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,1600 BROADWAY STE 514C,3.0,0.0,1000.0,% NAGAR ORGANIZATION,1.0,11.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A1150,A,,,
7570,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133830526,1996,1996,6,4,602,364400,733,0,0,-45225,0,0,0,17000,319908,32243,287665,32243,733,15,0,2064592,0,0,0,0,0,2064592,33166,94597,DOROTHY DEHNER FND VISUAL ARTS,NEW YORK,NY,10006-2701,T,T20,0.335231,36061.0,10006.0,10006.0,5602.0,5600.0,36061.0,4.0,,199506.0,199612,199612,NY,10006.0,NEW YORK,PF,S,ZC,T,IN,,12,0.0,0.0,61 BROADWAY 18TH FLR,3.0,0.0,1000.0,% BRAUNER BARON ROSENZWEIG & KLEIN,1.0,13.0,1.0,0.0,1.0,,T,PU,PU,OT,3.0,,,,,,,A40,A,,,
7576,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133832587,1996,1995,1,5,60,645100,0,0,0,0,0,0,0,706100,645100,742490,-97390,742440,0,0,0,2610,0,0,0,0,0,2610,0,549,INST AEGEAN PREHISTORY STUDY CTR EAST CRETE,NEW YORK,NY,10020-1700,A,A56,0.533319,36061.0,10020.0,10020.0,5602.0,5600.0,36061.0,3.0,,199508.0,199606,199606,NY,10020.0,NEW YORK,PF,O,AR,A,IN,,6,199.0,119.0,1270 AVE OF THE AMERICAS,3.0,0.0,1200.0,% MILLBURN CORPORATION,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A70,A,,,
7586,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133838457,1995,1995,2,2,91,10000,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,10000,0,0,0,0,0,10000,0,38,PIERRE & MARIA GAETANA MATISSE CHARITABLE FND,NEW YORK,NY,10022-4200,A,A45,0.000577389,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,3.0,,199512.0,199512,199512,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,1 E 53RD ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A40,A,,,
7600,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133849152,1996,1995,1,2,89,24319,0,0,0,0,0,0,1190,0,24319,15880,8439,13449,0,0,0,8439,0,0,0,0,0,8439,0,242,DIGOLDENE KEYT GOLDEN CHAIN,NEW YORK,NY,10025-6200,A,A23,0.229591,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,3.0,,199601.0,199606,199606,NY,10025.0,NEW YORK,PF,O,AR,A,IN,,6,0.0,0.0,275 W 96TH ST,3.0,0.0,1000.0,% MARK ZUCKERMAN,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A23,A,,,
7619,PF,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133861108,1996,1996,1,1,0,5850,14,0,0,0,0,0,0,0,5864,17,5847,17,14,0,0,5957,0,0,0,0,110,5957,0,190,BRAZILIAN ARTS FND,NEW YORK,NY,10022-1010,Z,Z99,0.533979,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199611.0,199612,199612,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,675 3RD AVE RM 1200,3.0,0.0,1.0,GRANT HERRMANN SCHWARTZ & KLINGER,1.0,1.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
7630,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133862867,1996,1995,3,3,90,55500,801,0,0,0,0,0,0,0,56301,76,56225,0,725,15,725,56225,0,0,0,0,0,56225,1348,1363,SCHNEIDER FND YOUNG MUSICIANS,NEW YORK,NY,10016-8013,Z,Z99,0.288932,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199603.0,199609,199609,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,9,149.0,0.0,432 PARK AVE S STE 401,3.0,0.0,1000.0,% THEODORE HARRIS,1.0,13.0,1.0,0.0,2.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
7684,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133902358,1996,1996,2,2,602,20000,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,0,20000,0,0,0,0,0,20000,84,84,JONATHAN LARSON PERFORMING ARTS FND,NEW YORK,NY,10022-4731,A,A60,0.959103,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199702.0,199612,199612,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,12,119.0,0.0,909 THIRD AVENUE 27TH FLO,3.0,0.0,1000.0,% JAY S HARRIS,1.0,11.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A1260,A,,,
7699,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133915359,1996,1996,3,3,602,27000,0,0,0,0,0,0,0,0,27000,0,27000,0,0,0,0,27000,0,0,0,0,0,27000,47,47,VIOLA FND,NEW YORK,NY,10036-5803,T,T20,0.696708,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,199701.0,199612,199612,NY,10036.0,NEW YORK,PF,S,ZC,T,IN,,12,0.0,0.0,1140 AVENUE OF THE AMERIC,3.0,0.0,1000.0,% JAMES BERNATH,1.0,13.0,1.0,0.0,2.0,,T,PU,PU,OT,3.0,,,,,,,A68,A,,,
7725,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133921831,1996,1996,5,5,602,825813,0,0,0,0,0,0,0,0,825813,0,825813,0,0,0,0,825813,0,825813,0,825813,0,859750,2088,2088,BARBARA M ZALAZNICK FND,NEW YORK,NY,10019-6028,A,A99,0.8989030000000001,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,199704.0,199612,199612,NY,10019.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,1285 AVENUE OF THE AMERIC,3.0,0.0,1000.0,% ERIC KAPLAN,1.0,13.0,1.0,0.0,2.0,,A,AR,AR,AR,3.0,,,,,,,A99,A,,,
