,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,p1tcont,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2TASFMV,P2CASHBV,P2MORTG
7848,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136161473,1989,1989,1,1,119,0,121,0,0,0,0,0,0,0,121,99,22,0,22,0,22,4734,2465,1533,2482,115,115,EDWARD F & HILDA S KOOK ARTS THEATRE FND,NEW YORK,NY,10106-0001,Z,Z99,0.0660953,36061.0,10106.0,10106.0,5602.0,5600.0,36061.0,4.0,,194909.0,198912,198912,NY,10106.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,59.0,1995 BROADWAY,3.0,0.0,2300.0,% BUDD H GIBBS ESQ,1.0,13.0,1.0,0.0,1.0,TION INC,Z,UN,UN,OT,3.0,,,,,,,A1265,A,,,
7898,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136161674,1989,1989,5,4,65,38616,1809,322,0,0,25157,6175,0,0,72079,65128,6951,61916,2131,43,4820,441677,0,339,438238,0,1112,NICHOLAS ROERICH MUS,NEW YORK,NY,10025-2715,Z,Z99,0.551909,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,199404.0,198912,198912,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,319 W 107TH,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
8010,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136163969,1989,1989,4,4,59,13832,2326,8371,22,0,0,0,0,12985,24551,19025,5526,15988,7762,78,0,91840,49021,0,268057,0,11780,SOC DAUGHTERS HOLLAND DAMES,NEW YORK,NY,10021-6591,Z,Z99,0.120175,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,194211.0,198912,198912,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,17 STEVENS ST,3.0,0.0,1000.0,% BARBARA HARNESS,1.0,22.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
8015,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136164757,1990,1989,7,6,602,0,8369,83019,4992,0,171962,100700,0,98000,369042,271047,97995,268547,94796,1896,89804,1298855,772491,352736,1392119,0,57279,SOC FRIENDLY SONS ST PATRICK IN CITY NEW Y,NEW YORK,NY,10005-3601,Z,Z99,0.46114799999999995,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,194506.0,199003,199003,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,3,0.0,0.0,80 WALL ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,HE CITY OF NEW Y,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
8031,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,136165706,1989,1989,3,3,602,18000,402,0,0,0,0,0,0,13000,18402,17500,902,13000,0,0,0,16977,0,0,16977,0,814,HARPSICHORD MUSIC SOC,NEW YORK,NY,10018-2903,Z,Z99,0.910768,36061.0,10018.0,10018.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10018.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
8077,3,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,136168827,1989,1989,5,4,602,50000,0,0,0,0,0,0,0,0,58670,20028,38642,15334,3976,80,5710,172391,0,18499,172391,8438,8518,EDWARD ALBEE FND,NEW YORK,NY,10016-6823,Z,Z99,0.186639,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196412.0,198912,198912,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,192 LEXINGTON AVE 1100,3.0,0.0,1000.0,% A KOZAK CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,,
8183,3,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,136182926,1988,1987,6,4,119,0,6018,39375,0,0,0,25297,0,83421,70690,166141,-95451,159178,64509,645,64509,512507,491785,100000,507122,0,30178,DAVID MERRICK ARTS FND,NEW YORK,NY,10176-0999,Z,Z99,0.42445900000000003,36061.0,10176.0,10176.0,5602.0,5600.0,36061.0,16.0,,196508.0,198806,198806,NY,10176.0,NEW YORK,PC,O,UN,Z,IN,,6,0.0,0.0,101 PARK AVE,3.0,0.0,1000.0,SCOTT GILDEA & CO,1.0,13.0,1.0,0.0,2.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,,
8488,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136222553,1987,1987,4,1,602,2250,0,0,0,0,0,0,0,105,2250,2314,-64,2314,0,0,0,87506,87500,2706,87506,2314,0,BETHLEHEM ART FND,NEW YORK,NY,10001-3811,Z,Z99,0.829932,36061.0,10001.0,10001.0,5602.0,5600.0,36061.0,,,,198712,198712,NY,10001.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A12,A,,,
8515,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136227356,1989,1989,2,1,119,2050,0,381,0,0,0,-1050,0,0,1381,2105,-724,0,381,0,0,5390,0,0,5390,0,261,DANCE PERSPECTIVES FND,NEW YORK,NY,10022-6472,Z,Z99,0.539071,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196709.0,198912,198912,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,59.0,400 E 50TH ST 3A,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,,
8618,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136271755,1989,1989,4,1,59,0,0,3732,0,0,0,0,0,9589,3732,10188,-6456,9589,3732,75,3732,44781,0,0,32450,0,2049,ETHICS FROM SINAI,NEW YORK,NY,10123-0101,Z,Z99,0.141433,36061.0,10123.0,10123.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10123.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A70,A,,,
8661,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,136274647,1989,1988,6,4,119,0,5230,47007,9462,0,0,0,0,37301,61700,48353,13347,47576,51425,1029,41186,675226,246767,0,667960,0,32570,SWANN COLLECTION CARRICUTURE & CARTOON,NEW YORK,NY,10022-4503,Z,Z99,0.219879,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196712.0,198909,198909,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,9,59.0,0.0,641 LEXINGTON AVE,3.0,0.0,1230.0,% HENRY J GOLDSCHMIDT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,,
8735,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136400310,1989,1988,5,5,119,189828,1815,0,0,0,0,0,0,0,191643,143571,48072,143554,1798,0,0,149898,0,126874,149898,136705,6849,GOLDMAN MEM BAND,NEW YORK,NY,10011-5126,Z,Z99,0.22443200000000002,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,15.0,,199305.0,198909,198909,NY,10011.0,NEW YORK,PC,O,UN,Z,IN,,9,0.0,0.0,1501 BROADWAY STE 2401,3.0,0.0,1000.0,% ORIN & KLEIN,1.0,13.0,10.0,0.0,1.0,GUGGENHEIM CONCERTS BAND INC,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,,
8753,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136625578,1989,1988,4,3,602,12885,4781,0,0,0,0,0,0,7500,17666,8913,8753,7500,4781,96,4781,67834,0,610,67834,0,3122,AMER SOC JOURNALISTS & AUTHORS CHARITABLE TRUST,NEW YORK,NY,10036-5501,Z,Z99,0.998084,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,198810.0,198908,198908,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,1501 BROADWAY STE 305,3.0,199308.0,1000.0,,1.0,13.0,1.0,0.0,1.0,ABLE TRUST,Z,UN,UN,OT,3.0,,,,,,,A70,A,,,
8755,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136640975,1988,1988,1,0,602,0,0,0,0,0,0,0,0,0,0,19,-19,19,0,0,0,1,0,0,0,0,0,HERBERT & NELL SINGER CHARITABLE TRUST,NEW YORK,NY,10151-0001,Z,Z99,0.152192,36061.0,10151.0,10151.0,5602.0,5600.0,36061.0,,,,198812,198812,NY,10151.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
8766,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136734265,1989,1989,5,4,602,0,0,35406,23251,0,0,0,4619,19877,58657,25076,33581,19957,54038,1081,0,458938,405879,0,525512,0,23688,TRUST U W CARL OTTO VONKIENBUSCH B O PHILADELPHIA MUS ART,NEW YORK,NY,10005-2502,Z,Z99,0.30170399999999997,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,197806.0,198912,198912,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,ONE WALL ST TAX DEPT 28TH FLR,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,2.0,A MUSEUM OF ART,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
8796,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136814491,1989,1988,8,7,602,0,82323,2204304,456614,0,0,806,256290,1907057,2744047,2303799,440248,2108127,2579647,25796,0,23494782,20908282,0,27346879,0,1293117,FRANCES & EDWIN COMMINGS MEM,NEW YORK,NY,10017-6102,Z,Z99,0.6066739999999999,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,198403.0,198907,198907,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,501 FIFTH AVE STE 708,3.0,0.0,1000.0,% THE BANK OF NEW YORK TAX DEPT,1.0,13.0,1.0,0.0,6.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
10040,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,222436291,1989,1988,1,2,29,6000,0,0,0,0,0,0,0,0,6000,6526,-526,6526,0,0,0,1994,0,0,0,0,29,AMER FRIENDS ITALIAN JEWRY,NEW YORK,NY,10019-3301,Z,Z99,0.268068,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,198305.0,198910,198910,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,10,994.0,0.0,152 W 57TH ST,3.0,198310.0,1000.0,% KOENIG RATNER & MOTT PC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1123,A,,,
10612,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,222711422,1989,1989,7,5,40,0,63787,219136,13431,0,0,0,31200,247500,296354,350762,-54408,321585,267177,2671,0,3153945,2608305,764,3083379,0,150793,CHINA TIMES CULTURAL FND,FLUSHING,NY,11355-2427,Z,Z99,0.184583,36081.0,11355.0,11355.0,5602.0,5600.0,36081.0,4.0,,198609.0,198912,198912,NY,11355.0,FLUSHING,PF,O,UN,Z,IN,,12,123.0,0.0,43 27 36TH ST,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1233,A,,,
10934,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,222795753,1989,1988,7,4,602,0,0,67584,0,-11516,0,0,0,43480,56068,56945,-877,48590,61095,1222,61092,1260287,926381,0,1258660,6553,67757,INDIAN PT FND,NEW YORK,NY,10128-1154,Z,Z99,0.797407,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,8706.0,198906,198906,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,1095 PARK AVE 11A,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
13911,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237044630,1990,1989,1,1,119,2595,0,0,0,0,0,2191,0,0,4786,4819,-33,0,0,0,0,474,0,33,0,0,0,RIVERSIDE THEATRE WORKSHOP,NEW YORK,NY,10025-5220,Z,Z99,0.0773517,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,196912.0,199005,199005,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,5,59.0,0.0,280 RIVERSIDE DR,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
14062,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,237055841,1989,1989,7,5,119,0,2028,168884,59,0,0,0,24876,108702,170971,163446,7525,128497,139322,2786,139263,1898672,1870809,0,1918968,0,92003,INDONESIAN CULTURAL FND,NEW YORK,NY,10158-0180,Z,Z99,0.39305999999999996,36061.0,10158.0,10158.0,5602.0,5600.0,36061.0,4.0,,197002.0,198912,198912,NY,10158.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,40.0,60 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
14246,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,237075252,1989,1989,1,4,59,30190,0,0,0,0,0,0,0,30000,30190,30183,7,30000,0,0,0,6,0,0,6,0,0,INTL CTR THEATRE CREATION,NEW YORK,NY,10014-4960,Z,Z99,0.649953,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,7007.0,198912,198912,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,42 KING ST,3.0,,1200.0,% STEVE BENEDICT,,,,,,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
14276,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,237077374,1989,1989,4,3,914,8555,69,2570,0,0,1000,3,0,10500,12197,12499,-302,12446,2639,53,3642,29216,27386,0,29216,14023,1446,ELEANOR STEBER MUSIC FND,NEW YORK,NY,10016-0701,Z,Z99,0.479314,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10016.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
14349,2,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,237087276,1989,1988,7,5,59,0,0,56049,103987,0,0,0,0,5635,160036,103375,56661,85503,160036,3201,56049,1108208,709100,0,3181981,0,116346,PEARSON ART FND,NEW YORK,NY,10118-0000,Z,Z99,0.138215,36061.0,10118.0,10118.0,5602.0,5600.0,36061.0,3.0,,197011.0,198909,198909,NY,10118.0,NEW YORK,PF,O,UN,Z,IN,,9,602.0,0.0,580 SYLVAN AVE,3.0,0.0,1200.0,% WOLLIN ASSOC INC,1.0,22.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
14500,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237108615,1989,1988,1,2,119,4170,35,0,0,0,0,0,0,400,6205,6812,-607,0,1015,20,0,888,0,102,242725,0,12004,GABRIEL VON WAYDITCH MUSIC FND,KEW GARDENS,NY,11415-1715,Z,Z99,0.334994,36081.0,11415.0,11415.0,5602.0,5600.0,36081.0,4.0,,197112.0,198910,198910,NY,11415.0,KEW GARDENS,PF,O,UN,Z,IN,,10,0.0,0.0,80 61 LEFFERTS BLVD,3.0,0.0,1300.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
14771,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237162976,1989,1989,3,4,119,41563,0,0,0,0,0,0,0,0,41563,38147,3416,34147,0,0,0,14064,0,0,4619,0,0,FND RES IN AFRO AMER CREATIVE ARTS,CAMBRIA HGTS,NY,11411-0000,Z,Z99,0.554986,36081.0,11411.0,11411.0,5602.0,5600.0,36081.0,4.0,,7212.0,198912,198912,NY,11411.0,CAMBRIA HGTS,PF,O,UN,Z,IN,,12,91.0,0.0,PO BOX I,3.0,0.0,2000.0,,1.0,11.0,1.0,0.0,1.0,IVE ARTS,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
14863,3,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,237179844,1990,1989,4,2,602,6003,3191,0,0,0,0,0,0,5000,9194,5100,4094,5000,3191,32,3191,61643,100,0,61643,0,2930,RANDI PRESS FND,BROOKLYN,NY,11234-4518,Z,Z99,0.29070799999999997,36047.0,11234.0,11234.0,5602.0,5600.0,36047.0,4.0,,197302.0,199001,199001,NY,11234.0,BROOKLYN,PF,O,UN,Z,IN,,1,0.0,0.0,2284 FLATBUSH AVE,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,,
14917,3,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237193312,1988,1988,6,4,59,41000,0,7226,0,0,0,0,0,82000,48226,85993,-37767,83135,4419,44,7226,692966,117808,0,694420,0,6313,AMER FRIENDS CANADA COMM,NEW YORK,NY,10016-0601,Z,Z99,0.671238,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,9.0,,197206.0,198812,198812,NY,10016.0,NEW YORK,PC,O,UN,Z,IN,,12,119.0,0.0,270 MADISON AVE,3.0,0.0,2000.0,% US TRUST CO OF NEW YORK,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,,
15054,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237228901,1988,1988,3,1,65,0,1119,0,0,0,0,0,0,0,1119,1053,66,0,65,1,65,19777,0,0,19744,0,0,LUNDQUIST RELIGIOUS EXHIBITS,BRONX,NY,10462-3170,Z,Z99,0.369234,36005.0,10462.0,10462.0,5602.0,5600.0,36005.0,4.0,,197212.0,198812,198812,NY,10462.0,BRONX,PF,O,UN,Z,IN,,12,207.0,0.0,2041 COLDEN AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
15173,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237259874,1988,1988,1,0,59,0,0,0,0,0,0,0,0,0,0,25,-25,0,0,0,0,40,0,0,40,0,0,NAT CONCERT ARTISTS FND,NEW YORK,NY,10031-7821,Z,Z99,0.820017,36061.0,10031.0,10031.0,5602.0,5600.0,36061.0,,,,198812,198812,NY,10031.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
15175,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237259908,1989,1989,3,2,560,2487,0,988,465,0,0,0,0,17450,3940,17703,-13763,17450,1453,29,988,11291,10121,0,11291,17450,118,IDA FINK MEM ASSOC,BROOKLYN,NY,11230-5105,Z,Z99,0.7194010000000001,36047.0,11230.0,11230.0,5602.0,5600.0,36047.0,4.0,,7302.0,198912,198912,NY,11230.0,BROOKLYN,PF,O,UN,Z,IN,,12,0.0,0.0,1297 E 8TH ST,3.0,0.0,1000.0,% DAVID GOLDMAN,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
15252,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237292189,1989,1989,5,4,119,0,36739,0,0,0,0,323,0,0,37062,7497,29565,6936,36762,735,37062,448518,0,0,448518,12960,21229,INST CHINESE PERFORMING ARTS,NEW YORK,NY,10016-2059,Z,Z99,0.715677,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,197312.0,198912,198912,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,600 THIRD AVE 22ND FLOOR,3.0,0.0,3000.0,% EUGENIA SHIAH,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,,
15508,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237360614,1988,1988,1,1,123,679,0,0,0,0,0,0,0,91,679,679,0,679,0,0,0,141,0,0,291,86,0,CNCL NATIVE AMER INDIAN PROGRESS,FLUSHING,NY,11355-1407,S,S41,0.7265550000000001,36081.0,11355.0,11355.0,5602.0,5600.0,36081.0,15.0,,197505.0,198812,198812,NY,11355.0,FLUSHING,PC,O,PB,S,IN,,12,0.0,0.0,280 BROADWAY SUITE 316,3.0,0.0,1000.0,,1.0,13.0,20.0,0.0,1.0,,S,PU,PU,OT,3.0,,,,,,,A23,A,,,
15523,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237363420,1989,1989,5,3,602,0,11591,0,0,0,0,0,0,16400,11591,19277,-7686,16400,8714,174,8714,107512,0,0,107512,0,5319,MEYER & TZIPPE FRUCHTBAUM FND JEWISH CULTURE,NEW YORK,NY,10023-2824,Z,Z99,0.551291,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,7412.0,198912,198912,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,200 W 72ND ST,3.0,0.0,1000.0,% LEBYL KAHN,1.0,13.0,1.0,0.0,1.0,LTURE INC,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
15536,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237365710,1989,1989,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ION NICOLA THEATRE FND,NEW YORK,NY,10150-6429,Z,Z99,0.359902,36061.0,10150.0,10150.0,5602.0,5600.0,36061.0,4.0,,197405.0,198912,198912,NY,10150.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 6429,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
15619,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237381454,1989,1988,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHILHARMONIA EREDE,NEW YORK,NY,10036-6315,Z,Z99,0.243786,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,7411.0,198909,198909,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,400 W 43RD ST RM 37 N,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A69,A,,,
15678,2,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,237397946,1990,1989,8,7,91,190695,1467,158820,42323,0,0,247681,104700,12750,640986,1251559,-610573,1057758,291456,5829,351570,16211393,7450392,220942,17787501,0,490483,DIA CTR ARTS,NEW YORK,NY,10011-1108,A,A6F,0.436767,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,15.0,,197409.0,199006,199006,NY,10011.0,NEW YORK,PC,O,AR,A,IN,,6,0.0,0.0,155 MERCER STREET,3.0,0.0,1200.0,,1.0,13.0,10.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A20,A,,,
15704,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237401883,1987,1987,1,1,119,0,0,0,0,0,0,0,0,30,31,164,-133,164,0,0,0,2600,0,0,2600,0,0,AMER THEATRE PLANNING BOARD,NEW YORK,NY,10128-1337,Z,Z99,0.152701,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,,,,198712,198712,NY,10128.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A65,A,,,
15744,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237411091,1987,1987,1,4,119,52000,0,0,0,0,0,0,0,0,52000,61500,-9500,0,0,0,0,1,0,0,0,0,0,LATVIAN CULTURAL INST,BRONX,NY,10453-1306,Z,Z99,0.89969,36005.0,10453.0,10453.0,5602.0,5600.0,36005.0,,,,198712,198712,NY,10453.0,BRONX,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A23,A,,,
15754,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237412320,1989,1989,4,1,994,0,1433,0,0,0,0,0,0,425,1433,1469,-36,1469,1433,29,0,30845,0,0,30845,86,1584,FLARE FND ARTS,NEW YORK,NY,10019-1415,Z,Z99,0.851527,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,197411.0,198912,198912,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,64.0,200 CENTRAL PARK S 21E,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
16032,3,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,237438514,1988,1987,6,6,119,438315,0,15636,0,0,441359,5651,112884,0,900961,859842,41119,829594,15486,155,15486,538123,0,295484,538123,0,16046,RECORDED ANTHOLOGY AMER MUSIC,NEW YORK,NY,10036-1508,A,A68,0.5280020000000001,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,15.0,,199311.0,198806,198806,NY,10036.0,NEW YORK,PC,O,AR,A,IN,,6,0.0,0.0,701 SEVENTH AVE,3.0,0.0,2000.0,,1.0,13.0,10.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A68,A,,,
