,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,ntmaj12,nteeConf,TOTREV,PROGREV,RENTEXP,OTHINC,SPEVTG,FUNDINC,v_errorCd,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
14838,135564127,1223357,13270,488764,433119,79554,0,16171,9494,674134,224844,1910761,1510853,1222850,55374,0,1429719,1692373,153908,469523,0,0,0,0,0,0,0,0,0,0,0,,A51Z,A54Z,4.0,4.0,4.0,STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES,,75 STUYVESANT PL,STATEN ISLAND,NY,10301-1912,0.0,3.0,3.0,2000.0,194006.0,1.0,15.0,5.0,13.0,0.0,10.0,6,,60.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36085.0,,A51Z,A51,,PC,O,AR,A,IN,,1989,A,A51Z,0.403681,10301.0,10301.0,5602.0,5600.0,A,1,AR,AR,36085.0,AR,N,1461471,80151,0,0,0,0,,1990,A50,199006,NY,10301.0,STATEN ISLAND,,,PC,O,AR,A,IN,,A50,A
14867,135596800,8650,26615,0,0,460,0,0,0,119390,119390,154655,141379,25156,0,0,15611,29036,3731,3880,25156,0,0,0,0,0,0,0,0,0,0,,A31D,,1.0,2.0,2.0,NATIONAL BOARD OF REVIEW OF MOTION PICTURES INC,% LEON FRIEDMAN,PO BOX 589 LENOX HILL STA,NEW YORK,NY,10021-0034,0.0,3.0,3.0,1000.0,194302.0,1.0,15.0,1.0,13.0,198112.0,10.0,12,,92.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A31D,A03,3.0,PC,O,AR,A,IN,,1989,A,A31D,0.27856,10021.0,10021.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,154655,118930,0,0,0,0,,1989,A03,198912,NY,10021.0,NEW YORK,,,PC,O,AR,A,IN,,A0331,A
14870,135596825,766701,0,0,0,60139,206277,0,0,884854,884854,1651555,1575207,1296016,52019,0,1831392,1848608,574093,552592,0,0,0,0,0,0,0,0,0,0,0,,A6EZ,,4.0,4.0,4.0,SOCIETY OF THE THIRD STREET MUSIC SCHOOL SETTLEMENT INC,,235 E 11TH ST,NEW YORK,NY,10003-7305,0.0,3.0,3.0,2000.0,194212.0,1.0,11.0,1.0,13.0,0.0,10.0,6,T INC,59.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1988,A,A6EZ,0.310254,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,1651555,824715,0,0,0,0,,1989,A6E,198906,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A6E,A
14881,135600123,448066,105900,0,0,35981,153168,0,0,617875,617875,1171841,998241,743468,47904,22751,776146,836186,55901,92718,0,0,0,0,0,0,0,0,0,0,0,,A76Z,,3.0,4.0,3.0,PEN AMERICAN CENTER,,,NEW YORK,NY,10012-3225,,,,,,,,,,,,12,,,,,BMF89,1989.0,1.0,1,0,0.0,0,36061.0,,A76Z,A70,,U,O,AR,A,IN,,1988,A,A76Z,0.766526,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,1171841,581894,0,0,0,0,,1988,A70,198812,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A70,A
14892,135602922,201298,0,0,0,70115,0,0,0,121088,121088,322386,342480,783049,71510,0,912818,871090,109675,88041,0,0,0,0,0,0,0,0,0,0,0,,A33Z,Q31E,3.0,2.0,2.0,AMERICAN LABOR CONFERENCE ON INTERNATIONAL AFFAIRS INC,,275 SEVENTH AVE,NEW YORK,NY,10001-6708,0.0,3.0,3.0,2000.0,194412.0,1.0,16.0,1.0,13.0,0.0,10.0,12,INC,59.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1989,A,A33Z,0.376566,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,322386,50973,0,0,0,0,,1989,A33,198912,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
14897,135605197,85187,4515,0,0,17205,900,0,0,26879,26879,116581,61293,476141,0,0,407042,476673,532,532,476141,0,0,0,0,0,0,0,0,0,0,,V35Z,B76Z,2.0,2.0,1.0,UKRAINIAN ACADEMY OF ARTS & SCIENCES IN THE U S INC,,206 W 100TH ST,NEW YORK,NY,10025-5018,0.0,3.0,3.0,2800.0,195302.0,1.0,16.0,1.0,13.0,0.0,10.0,12,C,59.0,61.0,60.0,B9710,,1.0,1,0,0.0,0,36061.0,,V35Z,V35,,PC,O,PB,V,IN,,1989,V,V35Z,0.9468989999999999,10025.0,10025.0,5602.0,5600.0,V,1,PU,OT,36061.0,PU,N,116581,9674,0,0,0,0,,1989,A23,198912,NY,10025.0,NEW YORK,,,PC,O,PB,V,IN,,A23,A
14912,135616531,0,151460,154630639,147710095,3853517,0,0,0,158484156,10774061,158635616,3702188,57851417,0,0,50628084,57851417,0,0,1449139,0,0,0,0,0,0,0,0,0,0,S,A6EI,,6.0,6.0,4.0,JUILLIARD MUSICAL FOUNDATION,,SIXTY LINCOLN CENTE PLZ,NEW YORK,NY,10023-0000,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,1,6.0,1,36061.0,,A6EI,A11,6.0,PC,S,ZA,A,IN,,1989,A,A6EI,0.0841267,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,10925521,0,0,0,0,0,,1989,A11,198912,NY,10023.0,NEW YORK,,,PC,S,ZA,A,IN,,A1168,A
14978,135658159,90432,38649,1000,995,45557,0,0,0,81017,80022,210098,61526,670273,0,0,565972,670273,0,0,0,0,0,0,0,0,0,0,0,0,0,,A45Z,,3.0,2.0,1.0,AMERICAN WATERCOLOR SOCIETY INC,,47 FIFTH AVE,NEW YORK,NY,10003-4322,0.0,3.0,3.0,2000.0,196001.0,1.0,15.0,1.0,13.0,0.0,10.0,9,,119.0,59.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A45Z,A40,,PC,O,AR,A,IN,,1988,A,A45Z,0.35270999999999997,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,209103,34460,0,0,0,0,,1989,A40,198909,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A40,A
14987,135661025,839685,0,968846,0,731579,1500,0,0,1757036,1757036,2596721,1207721,11472835,76050,0,10098880,11487502,15930,14667,0,0,0,0,0,0,0,0,0,0,0,S,A23Z,P84Z,6.0,4.0,4.0,HISPANIC SOCIETY OF AMERICA,,613 W 155TH ST,NEW YORK,NY,10032-7501,0.0,3.0,3.0,2000.0,195605.0,1.0,15.0,5.0,13.0,0.0,10.0,9,,61.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1988,A,A23Z,0.257695,10032.0,10032.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,2596721,56611,0,0,0,0,,1989,A53,198909,NY,10032.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A
14997,135669180,565970,160477,1201043,1088461,152471,0,0,0,3794092,2705631,4520539,3179918,2609742,0,0,3807136,4280287,1449554,1670545,-707340,0,0,0,0,0,0,0,0,0,0,,A72M,,4.0,4.0,4.0,ARCHAEOLOGICAL INSTITUTE OF AMERICA,,135 WILLIAM ST,NEW YORK,NY,10038-3805,0.0,3.0,3.0,2800.0,195807.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,62.0,B9710,,1.0,1,1,4.0,1,36061.0,,A72M,A19,7.0,PC,O,AR,A,IN,,1988,A,A72M,0.588752,10038.0,10038.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,3432078,2440578,0,0,0,0,,1989,A70,198906,NY,10038.0,NEW YORK,,,PC,O,AR,A,IN,,A70,A
15009,135676636,25503,3750,0,0,89,0,0,0,89,89,29342,42228,1909,0,0,14795,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,,X30Z,A23Z,1.0,1.0,1.0,WORLD FEDERATION OF JEWS OF HUNGARIAN DESCENT INC,,136 E 39TH ST,NY,NY,10016-0914,0.0,3.0,3.0,1000.0,196905.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,602.0,561.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,X30Z,X30,,PC,O,RE,X,IN,,1989,X,X30Z,0.197658,10016.0,10016.0,5602.0,5600.0,X,1,RE,OT,36061.0,RE,N,29342,0,0,0,0,0,,1989,X30,198912,NY,10016.0,NY,,,PC,O,RE,X,IN,,A23,A
15014,135681159,1081145,38295,0,0,534791,104895,228476,-15354,831308,602832,1950748,2225033,5087455,0,0,5942510,5818235,352294,730780,0,0,0,0,0,0,0,0,0,0,0,,A56Z,,5.0,4.0,4.0,MUSEUM OF THE AMERICAN INDIAN HEYE FOUNDATION,,3753 BROADWAY AT 155TH ST,NEW YORK,NY,10032-0000,,3.0,3.0,2300.0,195104.0,,15.0,,,,,12,,923.0,60.0,0.0,B9508,1995.0,1.0,1,1,4.0,1,36061.0,,A56Z,A56,,PC,O,AR,A,IN,,1989,A,A56Z,0.6331680000000001,10032.0,10032.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,1722272,83395,0,0,0,0,,1989,A56,198912,NY,10032.0,NEW YORK,,,PC,O,AR,A,IN,,A54,A
15015,136000080,0,0,0,0,3143,0,0,0,91142,91142,91142,23825,331432,0,0,828262,846100,515074,514668,51443,0,0,0,0,0,0,0,0,0,0,,A40Z,,3.0,1.0,1.0,AMERICAN FINE ARTS SOCIETY,,215 W 57TH ST,NEW YORK,NY,10019-2104,0.0,3.0,3.0,1200.0,192304.0,1.0,17.0,1.0,13.0,0.0,10.0,9,,264.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A40Z,A40,,PC,O,AR,A,IN,,1989,A,A40Z,0.401823,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,91142,87999,0,0,0,0,,1990,A40,199009,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A40,A
15018,136001556,79430,10560,604777,542565,74894,26275,0,0,725054,182489,815044,472656,958784,0,0,1177938,985924,18977,27140,0,0,0,0,0,0,0,0,0,0,0,,A69Z,,3.0,3.0,2.0,NATIONAL ORCHESTRAL ASSOCIATION INC,,575 LEXINGTON AVE 7TH FLR,NEW YORK,NY,10022-6102,0.0,3.0,1.0,2000.0,193502.0,1.0,11.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A69Z,A69,,PC,O,AR,A,IN,,1988,A,A69Z,0.38407800000000003,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,272479,45383,0,0,0,0,,1989,A69,198906,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A69,A
15020,136002827,20993,0,0,0,1633,0,0,0,131014,131014,152007,235831,-198129,13775,0,79995,37079,194300,235208,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,2.0,2.0,NEW DANCE GROUP STUDIO INC,,254 W 47TH ST,NEW YORK,NY,10036-1411,0.0,3.0,3.0,2000.0,194705.0,1.0,11.0,1.0,13.0,0.0,10.0,8,,46.0,119.0,30.0,B9710,,0.0,1,1,4.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1988,A,A62Z,0.31098899999999996,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,152007,129381,0,0,0,0,,1989,A62,198908,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A
15021,136002851,268559,0,0,0,6672,28410,0,0,8064,8064,276623,342191,295288,0,0,368171,317821,7314,22533,0,0,0,0,0,0,0,0,0,0,0,,A65P,,2.0,2.0,2.0,ACTORS STUDIO,,432 W 44TH ST,NEW YORK,NY,10036-5205,0.0,3.0,3.0,2000.0,195704.0,1.0,11.0,1.0,13.0,0.0,10.0,6,,46.0,30.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A65P,A19,6.0,PC,O,AR,A,IN,,1987,A,A65P,0.8770110000000001,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,276623,1392,0,0,0,0,,1988,A19,198806,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A196E,A
15022,136002857,103304,6390,810224,808772,18416,4493,0,0,847164,38392,956858,98436,403022,0,0,508171,489592,154799,86570,0,0,0,0,0,0,0,0,0,0,0,,A6BZ,,2.0,3.0,1.0,DESSOFF CHOIRS INC,,PO BOX 3370,NEW YORK,NY,10163-3370,0.0,3.0,3.0,2000.0,194504.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1988,A,A6BZ,0.452087,10163.0,10163.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,148086,18524,0,0,0,0,,1989,A6B,198906,NY,10163.0,NEW YORK,,,PC,O,AR,A,IN,,A6B,A
15033,136016178,172712,0,0,0,30853,0,76514,-8761,98606,22092,271318,128252,428746,0,0,363582,430106,1388,1360,0,0,0,0,0,0,0,0,0,0,0,,A33Z,A76Z,2.0,2.0,2.0,HUDSON REVIEW INC,,684 PARK AVE,NEW YORK,NY,10021-5043,0.0,3.0,3.0,3000.0,197906.0,1.0,16.0,1.0,13.0,0.0,10.0,5,,120.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1989,A,A33Z,0.505215,10021.0,10021.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,194804,0,0,0,0,0,,1990,A33,199005,NY,10021.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
15045,136025258,0,0,105049,0,21813,0,0,0,126862,126862,126862,390813,121450,3288,0,201595,121450,0,0,6315,0,0,0,0,0,0,0,0,0,0,,A50Z,,2.0,2.0,2.0,EDITH PERY CHAPMAN NECT PT18263 FBO METROPOLITAN MUSEUM OF ART,,,NEW YORK,NY,10036-8701,,,,,,,,,,,,12,,,,,BMF89,1989.0,1.0,1,0,1.0,0,36061.0,,A50Z,A50,,U,O,AR,A,IN,,1989,A,A50Z,0.760921,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,126862,0,0,0,0,0,,1989,A50,198912,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A1151,A
15052,136034060,18136,0,114082,81142,80011,0,0,0,268917,187775,287053,167056,1047621,0,0,1008766,1048650,0,1029,0,0,0,0,0,0,0,0,0,0,0,,A69Z,,4.0,2.0,2.0,PEOPLES SYMPHONY CONCERTS,% S V MURPHY FIRST BOSTON CORP,666 5TH AVE 16 FL,NEW YORK,NY,10103-1699,0.0,3.0,3.0,1000.0,193909.0,1.0,15.0,1.0,13.0,0.0,10.0,5,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A69Z,A69,,PC,O,AR,A,IN,,1989,A,A69Z,0.578385,10103.0,10103.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,205911,74824,0,0,0,0,,1990,A69,199005,NY,10103.0,NEW YORK,,,PC,O,AR,A,IN,,A69,A
15073,136041343,0,0,27450,0,56378,0,0,0,83828,83828,83828,56089,751938,9247,0,724199,751938,0,0,4856,0,0,0,0,0,0,0,0,0,0,,A68J,,3.0,1.0,1.0,R BELKNAP TRUST WINTERTHUR MUSEUM & RESEARCH LIBRARY,% BANKERS TRUST CO,PO BOX 829 CHURCH ST STA,NEW YORK,NY,10008-0829,0.0,3.0,3.0,1000.0,197202.0,1.0,17.0,2.0,13.0,0.0,10.0,12,RY,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A68J,A12,6.0,PC,S,ZB,A,IN,,1989,A,A68J,0.8385959999999999,10008.0,10008.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,83828,0,0,0,0,0,,1989,A12,198912,NY,10008.0,NEW YORK,,,PC,S,ZB,A,IN,,A1150,A
15087,136059784,1518589,0,0,0,9233,27864,0,0,9234,9234,1527823,1542908,115904,0,0,133196,117834,2205,1929,0,0,0,0,0,0,0,0,0,0,0,,A59I,Q99Z,2.0,4.0,4.0,HALCYON FOUNDATION,,16 E 69TH ST,NEW YORK,NY,10021-4906,0.0,3.0,1.0,1000.0,195707.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,59.0,60.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A59I,A11,5.0,PC,S,ZA,A,IN,,1989,A,A59I,0.180533,10021.0,10021.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,1527823,1,0,0,0,0,,1989,A11,198912,NY,10021.0,NEW YORK,,,PC,S,ZA,A,IN,,A1150,A
15095,136071129,3496178,0,71951909,65272559,5153320,0,0,0,77105229,11832670,80601407,6625665,92031355,623039,0,83708153,92048499,0,17144,-18463,0,0,0,0,0,0,0,0,0,0,S,A6AI,,6.0,6.0,5.0,METROPOLITAN OPERA CENTENNIAL FUND ENDOWMENT TRUST,% UNITED STATES TRUST CO OF,114 W 47TH ST,NEW YORK,NY,10036-1510,0.0,3.0,3.0,2000.0,196007.0,1.0,17.0,2.0,13.0,0.0,10.0,7,,119.0,0.0,0.0,B9710,,1.0,1,1,3.0,1,36061.0,,A6AI,A6A,6.0,PC,O,AR,A,IN,,1988,A,A6AI,0.618496,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,15328848,0,0,0,0,0,,1989,A6A,198907,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A6A,A
15098,136078584,0,0,1693,1761,63771,0,0,0,65464,63703,65464,62436,880031,1280,0,878763,880031,0,0,0,0,0,0,0,0,0,0,0,0,0,,P82Z,,3.0,1.0,1.0,ARCHER M HUNTINGTON CHARIT TRUST B,% BANK OF NEW YORK,1 WALL ST TAX DIV 28TH FL,NEW YORK,NY,10005-2501,0.0,3.0,3.0,1000.0,197108.0,1.0,15.0,2.0,13.0,0.0,10.0,12,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,P82Z,P82,,PC,O,HS,P,IN,,1989,P,P82Z,0.34838600000000003,10005.0,10005.0,5602.0,5600.0,P,1,HU,HU,36061.0,HU,N,63703,0,0,0,0,0,,1989,A12,198912,NY,10005.0,NEW YORK,,,PC,O,HS,P,IN,,A12,A
15138,136107807,278444,0,7325,0,4807,0,0,0,12692,12692,291136,330995,550169,0,0,621469,763408,31441,213239,550169,0,0,0,0,0,0,0,0,0,0,,A65Z,,3.0,2.0,2.0,HAMPDEN BOOTH THEATRE LIBRARY INC,GLATZER,16 GRAMERCY PARK,NEW YORK,NY,10003-1705,0.0,3.0,3.0,3000.0,195902.0,1.0,15.0,1.0,13.0,0.0,10.0,4,,61.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.853599,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,291136,560,0,0,0,0,,1989,A65,198904,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A50,A
15163,136118967,193582,321979,0,0,89215,0,0,52804,1002535,1002535,1518096,961020,2122849,0,0,2406535,2472921,393442,350072,0,0,0,0,0,0,0,0,0,0,0,,B99Z,,4.0,4.0,3.0,COLUMBUS CITIZENS FOUNDATION INC,,8 E 69TH ST,NEW YORK,NY,10021-4906,0.0,3.0,3.0,2000.0,194908.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,62.0,40.0,B9710,,1.0,1,0,0.0,0,36061.0,,B99Z,B99,,PC,O,ED,B,IN,,1989,B,B99Z,0.813978,10021.0,10021.0,5602.0,5600.0,B,1,ED,ED,36061.0,ED,N,1518096,860516,0,0,0,0,,1990,A23,199006,NY,10021.0,NEW YORK,,,PC,O,ED,B,IN,,A23,A
15201,136130010,13010,2000,0,0,106058,0,0,0,1827640,554534,1842650,369110,1852538,27556,0,1790154,1852539,414,0,0,0,0,0,0,0,0,0,0,0,0,,A31I,,4.0,4.0,2.0,FOUNDATION OF THE MOTION PICTURE PIONEERS INC,,244 W 49TH ST,NEW YORK,NY,10019-7400,0.0,3.0,3.0,1000.0,195206.0,1.0,16.0,1.0,13.0,0.0,10.0,4,,561.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A31I,A11,3.0,PC,S,ZA,A,IN,,1989,A,A31I,0.8950969999999999,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,569544,448476,0,0,0,0,,1990,A11,199004,NY,10019.0,NEW YORK,,,PC,S,ZA,A,IN,,A1131,A
15203,136130225,67605,104014,0,0,760,39289,0,0,41860,41860,213479,197011,29475,0,0,14497,30778,1490,1303,0,0,0,0,0,0,0,0,0,0,0,,A33Z,A20L,1.0,2.0,2.0,DRAWING SOCIETY INC,,15 PENN PLZ BOX 66 415 7T,NEW YORK,NY,10001-0000,0.0,3.0,3.0,1000.0,196103.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1989,A,A33Z,0.042839800000000004,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,213479,41100,0,0,0,0,,1989,A33,198912,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
15207,136133041,282742,0,48705,48870,14753,0,0,0,63458,14588,346200,273865,199342,0,0,199805,228692,23750,29350,199342,0,0,0,0,0,0,0,0,0,0,,A69Z,,2.0,2.0,2.0,YOUTH SYMPHONY ORCHESTRA OF NEW YORK INC D B A NEW YORK YOUTH SYMP,,850 SEVENTH AVE 505,NEW YORK,NY,10019-5230,0.0,3.0,3.0,2000.0,196410.0,1.0,15.0,1.0,13.0,0.0,10.0,8,YORK YOUTH SYMP,59.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A69Z,A69,,PC,O,AR,A,IN,,1988,A,A69Z,0.018064,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,297330,0,0,0,0,0,,1989,A69,198908,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A69,A
15208,136133332,7240,11945,0,0,8276,0,0,0,27617,27617,46802,39975,113529,0,0,106702,113529,0,0,0,0,0,0,0,0,0,0,0,0,0,,A76Z,A82Z,2.0,1.0,1.0,KEATS-SHELLEY ASSOCIATION OF AMERICA INC,,5TH AVE A AND 42ND ST RM,NEW YORK,NY,10018-0000,0.0,3.0,3.0,1230.0,195010.0,1.0,16.0,1.0,13.0,0.0,10.0,3,,59.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A76Z,A70,,PC,O,AR,A,IN,,1989,A,A76Z,0.5149279999999999,10018.0,10018.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,46802,19341,0,0,0,0,,1990,A70,199003,NY,10018.0,NEW YORK,,,PC,O,AR,A,IN,,A70,A
15209,136133333,42749,0,0,0,14529,0,0,0,14531,14531,57280,58619,67774,0,0,69114,67731,0,0,0,0,0,0,0,0,0,0,0,0,0,,A23Z,B82Z,1.0,1.0,1.0,GERMANISTIC SOCIETY OF AMERICA INC,% PROF OJ ZITZELSBERGER,21 41 32ND ST,ASTORIA,NY,11105-2344,0.0,3.0,3.0,2000.0,194801.0,1.0,15.0,5.0,11.0,0.0,10.0,10,,40.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36081.0,,A23Z,A23,,PC,O,AR,A,IN,,1988,A,A23Z,0.5204489999999999,11105.0,11105.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,57280,2,0,0,0,0,,1989,B99,198910,NY,11105.0,ASTORIA,,,PC,O,AR,A,IN,,A23,A
15216,136136259,15388194,0,0,0,1819813,1882419,0,0,1819813,1819813,17208007,8239507,9301969,0,68225,37442985,41244326,37143204,31942357,0,0,0,0,0,0,0,0,0,0,0,S,A61Z,,6.0,6.0,5.0,CARNEGIE HALL SOCIETY INC,,881 SEVENTH AVE,NEW YORK,NY,10019-3210,0.0,3.0,3.0,1200.0,196204.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,927.0,B9710,,1.0,1,1,6.0,1,36061.0,,A61Z,A61,,PC,O,AR,A,IN,,1988,A,A61Z,0.176751,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,17208007,0,0,0,0,0,,1989,A03,198906,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A0360,A
15218,136138603,73298,0,100435,51933,11032,26745,0,0,157191,105258,230489,130654,719753,0,0,695020,721695,23170,1942,0,0,0,0,0,0,0,0,0,0,0,,A6EZ,A68Z,3.0,2.0,2.0,BEHRE PIANO ASSOCIATES INC ADAMANT MUSIC SCHOOL,,34 E 30TH ST,NEW YORK,NY,10016-7307,0.0,3.0,3.0,2000.0,195910.0,1.0,11.0,1.0,13.0,0.0,10.0,3,,30.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1989,A,A6EZ,0.798284,10016.0,10016.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,178556,45724,0,0,0,0,,1990,A6E,199003,NY,10016.0,NEW YORK,,,PC,O,AR,A,IN,,A6E,A
15230,136143744,597523,0,0,0,65308,0,0,0,65308,65308,662831,792722,540050,44100,0,875119,1019474,205178,479424,0,0,0,0,0,0,0,0,0,0,0,,A51I,,4.0,3.0,3.0,INTERNATIONAL COUNCIL OF THE MUSEUM OF MODERN ART,,11 W 53RD ST,NEW YORK,NY,10019-5401,0.0,3.0,3.0,1200.0,195905.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,602.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A51I,A11,5.0,PC,S,ZA,A,IN,,1989,A,A51I,0.9735860000000001,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,662831,0,0,0,0,0,,1990,A11,199006,NY,10019.0,NEW YORK,,,PC,S,ZA,A,IN,,A51,A
