,FIPS,MSA,PMSA,SRC1_UPD,CMSA,FIPSTATE,ZIP5,EIN,NTEECC,NTEE1,confiden,NteeCC4d,OutReas,Level2,Level4,MajGrpB,NtMaj10,NtMaj5,NtMaj12,Level1,Level3,NteeSrc,OutNCCS,RandNum,NTEEOLDA,TAXPER,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,VERIFY,TOTREV,SUBSECCD,REASON,RASCD,RREVCD,RINCCD,REXPCD,FISYR,STYEAR,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,MSA_NECH,V_FREXP,V_CONT,V_GREC,TOTLOB,V_BOYAL,V_EOYAL,V_FB,V_REVEXP,NTEE_CAT,LEVEL5,POP_NDX,NTEEDRAF,FIPSOLDA,SRC2_UPD,STATECHK,nteeConf,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
350,36061.0,,5600.0,,,,10101.0,134033533,A80,A,C,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A80,,30660,0,0,0,0,0,0,0,0,0,30660,15160,15499,0,0,0,15499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30660,15499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30660,3,0,1.0,1,1.0,1.0,1999,1999,PLACE IN HISTORY,% PAUL B PARKHILL,PO BOX 1754 RADIO CITY STATION,NEW YORK,NY,10101-1754,0.0,3.0,2.0,199902.0,1.0,15.0,0.0,0.0,0.0,1.0,11.0,200212.0,10.0,12,,5602.0,1,1,1,0,,1,1,1,1,3,0,,,,1,C,A80,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3b,2000.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,15499.0,3a,1999.0,A80,A
354,36061.0,,5600.0,,,,10081.0,136030290,A80,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A80,199807.0,0,0,174154,180095,5924,0,0,0,189096,9001,189096,150434,32743,337,0,174176,32743,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5924,0,0,0,-5941,8995,0,8995,0,0,9001,-141433,0,0,0,0,0,0,0,1071,174176,0,0,0,0,0,0,0,0,0,0,0,,9001,3,10,1.0,1,2.0,2.0,1999,1998,STATEN ISLAND HISTORICAL SOC TR UA W T DAVIS T-4145,% CHEMICAL BANK TAX DEPT,1 CMP STE 5TH FLR,NEW YORK,NY,10081-0000,0.0,3.0,1.0,197203.0,1.0,17.0,602.0,0.0,0.0,2.0,13.0,0.0,10.0,7,,5602.0,1,1,1,0,1.0,1,1,9,1,3,0,,,,1,A,A80,,,,,,,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,,,,0.0,3a,1999.0,PC,S,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,A80,A
359,36061.0,,5600.0,,,,10021.0,136216911,A19,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A19,199808.0,0,0,1679258,1679258,98784,0,0,0,2219619,540361,2219619,526539,0,0,0,3043419,0,473327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135097,0,0,14277,84507,306480,306480,0,0,0,0,0,0,0,540361,13822,-2583914,6489,567,0,0,463672,0,0,2570092,69706,0,542370,311323,0,0,923399,381029,0,0,0,,540361,3,9,1.0,3,4.0,3.0,1999,1998,PRACTICAL PHILOSOPHY FOUNDATION INC,,12 E 79TH ST,NEW YORK,NY,10021-0106,0.0,3.0,1.0,196703.0,1.0,16.0,161.0,0.0,0.0,1.0,13.0,0.0,10.0,8,,5602.0,1,1,1,0,1.0,9,9,1,1,2,0,,,,1,A,V20,,,,,,,,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3a,1999.0,,,,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3c,1998.0,0.0,3c,1998.0,1.0,3c,1998.0,0.0,3c,1998.0,V20,V
852,36061.0,,5600.0,,,,10163.0,237441237,A80,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A80,199812.0,5228,35320,0,0,877,0,0,0,16202,16202,56750,49744,39050,0,0,32044,39050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15275,0,50,0,0,0,0,877,0,0,0,0,0,0,56750,7006,0,0,0,0,0,0,0,0,32044,60000,137741,0,6168,0,0,257359,257359,0,0,0,,56750,3,9,1.0,1,1.0,1.0,1999,1999,AMERICAN PRINTING HISTORY ASSOCIATION INC,,PO BOX 4922,NEW YORK,NY,10163-4922,0.0,3.0,2.0,197508.0,1.0,16.0,92.0,199.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,1,1,1,1,3,0,,,,1,B,A80,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,39050.0,3a,1999.0,A80,A
21601,36061.0,,5600.0,,,CT,10005.0,133897205,A50,A,C,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A50,,37250,0,0,0,1282,0,0,0,62335,35085,99585,10548,61787,0,0,0,61787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,0,61053,27250,33803,0,0,72335,61787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,72335,3,7,1.0,1,1.0,1.0,1998,1998,TEN TEN FOUNDATION INC,% HENRY LIEVRE,1 CHASE MANHATTAN PLAZA,NEW YORK,NY,10005-1401,0.0,3.0,1.0,199808.0,1.0,15.0,994.0,91.0,0.0,1.0,11.0,200012.0,10.0,12,,5602.0,1,1,1,0,,1,1,1,1,4,1,,9001.0,,1,C,A50,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,,,,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,61787.0,3a,1998.0,A50,A
22317,36061.0,5602.0,5600.0,,70.0,NJ,10021.0,133823756,A11,A,B,,,S,A,A,AR,AR,AR,PC,ZA,1,IN,0,A11,199512.0,2035985,0,0,0,1077,9140,0,0,2413539,463539,4449524,831850,3744273,0,0,4076307,3928766,1999708,184493,0,0,0,0,0,0,0,0,0,0,0,0,0,686344,0,0,1077,0,0,0,0,0,1726118,1950000,-223882,0,0,2499524,1667674,0,197876,23025,0,0,1905000,134815,0,2076599,319288,0,2999490,0,0,0,3318778,319288,0,0,0,,2499524,3,9,4.0,4,4.0,3.0,1999,1999,THEATRE FIRST FOUNDATION INC,% COMPTON,11 E 73RD ST,NEW YORK,NY,10021-3501,0.0,3.0,1.0,199603.0,1.0,15.0,994.0,90.0,0.0,1.0,13.0,199912.0,10.0,12,,5602.0,1,1,1,0,,1,1,1,1,41,7,,34003.0,,1,B,A11,65,0.0,3a,1999.0,0.0,3a,1999.0,3599970.0,3a,1999.0,3721563.0,3a,1999.0,0.0,3a,1999.0,144303.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,2035985.0,3a,1999.0,3745906.0,3a,1999.0,PC,S,ZA,A,IN,,0.0,3a,1999.0,5500.0,3a,1999.0,0.0,3a,1999.0,165603.0,3a,1999.0,A1161,A
22498,36061.0,5602.0,5600.0,,70.0,NJ,10016.0,222854865,A80,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A80,199812.0,90442,9275,0,0,0,0,0,0,0,0,99717,90235,16668,0,0,17186,26668,10000,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99717,9482,0,0,0,0,0,0,0,0,7186,247336,28020,0,0,0,0,275356,275356,0,0,0,,99717,3,7,1.0,1,1.0,1.0,1999,1999,LAND AND CULTURE ORGANIZATION INC,,138 E 39TH ST,NEW YORK,NY,10016-0914,0.0,3.0,2.0,198712.0,1.0,9.0,29.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,1,1,1,1,3,7,,34017.0,,1,A,A80,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,26668.0,3a,1999.0,A80,A
23438,36005.0,5602.0,5600.0,,70.0,NJ,10475.0,61278112,A68,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A99,199612.0,2500,0,0,0,0,0,0,0,55360,55360,57860,57860,568,0,0,568,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55360,0,0,0,0,0,0,0,0,0,0,0,0,0,57860,0,0,0,0,0,0,0,0,0,568,213245,0,0,0,0,0,213245,213245,0,0,0,,57860,3,7,1.0,1,1.0,1.0,2000,1999,CONSCIENTIOUS MUSICAL REVIEWS,% VALENCIA EMANUEL,100 ALCOTT PL 19L,BRONX,NY,10475-4130,0.0,3.0,1.0,199405.0,1.0,15.0,90.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,9.0,9,2,1,1,2,7,A68,34013.0,,1,B,A68,,0.0,3a,2000.0,0.0,3a,2000.0,,,,0.0,6,2003.0,,,,,,,0.0,6,2003.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A68,A
24039,36005.0,5602.0,5600.0,,70.0,NJ,10461.0,133136555,A65,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A65,199708.0,14040,605,0,0,0,0,0,0,17239,17239,31884,28117,8172,0,0,4255,8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15344,0,1895,0,0,0,0,0,0,0,0,0,0,0,31884,3767,150,0,0,0,0,0,0,0,4255,0,0,0,0,0,0,0,0,0,0,0,,31884,3,0,1.0,1,1.0,1.0,1999,1998,CENTER STAGE COMMUNITY PLAYHOUSE,% R S DENNISON,PO BOX 138 NESTCHESTER SQ STATION,BRONX,NY,10461-0138,0.0,3.0,2.0,198612.0,1.0,16.0,90.0,0.0,0.0,1.0,13.0,0.0,20.0,8,,5602.0,1,1,1,0,,1,1,1,1,1,7,A65,34003.0,,1,A,A65,,0.0,3b,2000.0,0.0,3b,2000.0,0.0,6,2001.0,0.0,3b,2000.0,0.0,6,2001.0,0.0,6,2001.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,PC,O,AR,A,IN,,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,A65,A
24152,36061.0,5602.0,5600.0,,70.0,NJ,10010.0,133394302,A40,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A40,199808.0,0,116077,0,0,1115,0,0,0,93565,93565,209642,189148,70883,0,0,50389,70883,0,0,70883,0,0,0,0,0,0,0,0,0,0,0,0,92450,0,0,941,174,0,0,0,0,0,0,0,0,0,209642,20494,0,0,0,0,0,0,0,50389,50389,0,290618,208355,4031,0,0,503004,294649,0,0,0,,209642,3,9,1.0,2,2.0,2.0,1999,1998,AMERICAN INSTITUTE OF GRAPHIC ARTS,% PAULA SCHER,204 5TH AVE,NEW YORK,NY,10010-2101,9221.0,9.0,2.0,199104.0,1.0,16.0,65.0,0.0,0.0,5.0,13.0,199109.0,10.0,8,NEW YORK CHAPTER,5602.0,1,1,1,0,1.0,1,1,1,1,2,7,A40,34031.0,,1,A,A40,,,,,,,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,,,,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,15518.0,3a,1999.0,A40,A
29055,36061,5602.0,5600.0,,70.0,NY,10001.0,61267752,A65,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A65,199812.0,19928,0,0,0,0,0,0,0,68064,68064,87992,81413,-834,0,0,5287,11166,12700,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,68064,0,0,0,0,0,0,0,0,0,0,0,0,0,87992,6579,0,0,0,0,0,0,0,0,-7413,39438,0,242360,0,0,0,281798,39438,0,0,0,,87992,3,9,1.0,1,1.0,1.0,1999,1999,29TH STREET REPERTORY THEATRE INC,% TIMOTHY J CORCORAN,212 W 29TH ST,NEW YORK,NY,10001-5201,0.0,3.0,2.0,199104.0,1.0,15.0,88.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,2.0,9,9,1,1,1,8,A65,36061.0,,1,A,A65,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,402.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,A65,A
29069,36061,5602.0,5600.0,,70.0,NY,10019.0,112538804,A30,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A02,199806.0,61749,5780,0,0,277,3132,0,0,2452,2452,69981,74170,8060,33000,0,14421,11618,2172,3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,277,0,0,0,0,0,1607,0,1607,0,0,69981,-4189,0,0,2623,0,0,0,0,0,12249,298181,37213,8906,2160,0,0,350567,341661,0,0,0,,69981,3,7,1.0,1,1.0,1.0,1999,1998,MEDIA ALLIANCE INC,WNET,356 W 58TH ST,NEW YORK,NY,10019-1804,0.0,3.0,2.0,198207.0,1.0,15.0,119.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,9,1,2,8,A30,36061.0,,1,A,A30,,32726.0,3a,1999.0,0.0,3a,1999.0,18639.0,3a,1999.0,0.0,3a,1999.0,35744.0,3b,2000.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,29023.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,A30,A
29071,36061,5602.0,5600.0,,70.0,NY,10001.0,112558552,A23,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A99,199812.0,0,11386,0,0,210,0,0,0,458099,458099,469485,381809,458690,35267,0,544705,458849,0,159,0,0,0,0,0,0,0,0,0,0,0,0,173691,250717,25124,8357,210,0,0,0,0,0,0,0,0,198815,0,295794,-86015,0,0,3637,0,0,0,0,1729,544705,1089900,45973,0,36,0,0,1190988,1190988,0,0,0,,295794,3,9,2.0,2,2.0,2.0,1999,1999,BHARATIYA VIDYA BHAVAN USA INC,,305 SEVENTH AVE 17TH FLR,NEW YORK,NY,10001-6008,9250.0,6.0,1.0,198503.0,1.0,15.0,90.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,1,1,9,1,2,8,A23,36061.0,,1,B,A23,,,,,,,,0.0,3a,1999.0,408344.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,,,,460604.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,50505.0,3a,1999.0,A23,A
29079,36061,5602.0,5600.0,,70.0,NY,10001.0,113162769,A90,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A60,199812.0,10815,0,0,0,97,0,0,0,33101,33101,43916,44319,7969,0,0,9908,10055,1536,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,33004,0,0,0,0,0,0,97,0,0,0,0,0,0,43916,-403,0,0,0,0,0,0,0,0,8372,35585,0,138379,189,0,0,174153,35774,0,0,0,,43916,3,9,1.0,1,1.0,1.0,1999,1999,FREE RANGE ARTS INC,,250 W 26TH ST,NEW YORK,NY,10001-6737,0.0,3.0,1.0,199406.0,1.0,16.0,90.0,119.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,1,1,9,1,1,8,A90,36061.0,,1,B,A90,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3b,2000.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3b,2000.0,PC,O,AR,A,IN,,0.0,3b,2000.0,1828.0,3b,2000.0,0.0,3b,2000.0,8227.0,3b,2000.0,A90,A
29088,36061,5602.0,5600.0,,70.0,NY,10003.0,130448930,A25,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A99,199808.0,50833,138726,0,0,-11433,44775,0,0,1212037,1212037,1401596,1259053,256165,157761,0,296704,470961,115195,214796,0,0,0,0,0,0,0,0,0,0,0,0,67887,1116456,-18013,57140,8435,0,0,0,-19868,0,0,0,0,49874,0,1333709,74656,0,212844,28803,0,0,0,0,0,181509,21687,530294,3549196,33707,0,0,4171635,622439,0,0,0,,1333709,3,9,2.0,4,4.0,4.0,1999,1998,ART DIRECTORS CLUB INC,,250 PARK AVENUE SOUTH,NEW YORK,NY,10003-1402,0.0,3.0,1.0,199710.0,1.0,16.0,995.0,91.0,0.0,1.0,13.0,200108.0,10.0,8,,5602.0,1,1,1,0,1.0,1,1,1,1,2,8,A25,36061.0,,1,B,A25,,0.0,3a,1999.0,0.0,3a,1999.0,252364.0,3a,1999.0,0.0,3a,1999.0,3701.0,3a,1999.0,0.0,3a,1999.0,25103.0,3a,1999.0,0.0,3a,1999.0,50833.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,77910.0,3a,1999.0,0.0,3a,1999.0,14702.0,3a,1999.0,A25,A
29103,36061,5602.0,5600.0,,70.0,NY,10001.0,131671148,A03,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A19,199806.0,314230,1078634,2780346,2076185,267774,63006,0,0,4216182,2139997,5609046,2850255,9508438,199461,0,9742869,10398708,795969,890270,0,0,0,0,0,0,3000,0,0,0,0,0,0,1095601,0,72461,4339,263435,0,0,0,704161,0,0,0,0,0,3532861,682606,-121068,650387,65699,0,0,0,0,0,8946900,1241433,3882307,3081212,953093,0,0,9578630,6497418,0,0,0,,3532861,3,9,,4,5.0,4.0,1999,1998,COLLEGE ART ASSOCIATION OF AMERICA INC,,275 7TH AVE,NEW YORK,NY,10001-6708,0.0,3.0,1.0,193811.0,1.0,16.0,602.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,2,8,A03,36061.0,,1,A,C03,70,0.0,1b,2099.0,0.0,1b,2099.0,6359725.0,3a,1999.0,157903.0,1b,2099.0,2082608.0,3a,1999.0,1066004.0,3a,1999.0,0.0,1b,2099.0,0.0,1b,2099.0,314230.0,1b,2099.0,159929.0,1d,200.0,PC,O,AR,A,IN,,0.0,1b,2099.0,9750.0,1b,2099.0,9835699.0,1b,2099.0,4670.0,1b,2099.0,A0325,A
29108,36061,5602.0,5600.0,,70.0,NY,10001.0,131869805,A62,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A62,199806.0,422790,4096,8818,10011,649,120,5035,6086,88693,73647,515579,308899,195643,36868,0,198648,412356,188449,216713,0,0,0,0,0,0,0,0,0,0,0,0,6190,52745,9170,0,649,0,0,0,0,-1193,0,0,0,15360,11121,494343,185444,0,121568,15158,0,0,162164,175989,0,10199,578534,26688,310605,124,0,0,932219,621614,0,0,0,,494343,3,9,2.0,2,3.0,2.0,1999,1998,DANCE NOTATION BUREAU INC,,151 W 30TH ST RM 202,NEW YORK,NY,10001-4007,0.0,3.0,1.0,195404.0,1.0,15.0,119.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,2.0,1,1,1,1,1,8,,36061.0,,1,A,A62,,322069.0,3a,1999.0,0.0,3a,1999.0,94321.0,3a,1999.0,28604.0,3a,1999.0,195643.0,3b,2000.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,100721.0,3a,1999.0,12403.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,8501.0,3a,1999.0,13302.0,3a,1999.0,41906.0,3a,1999.0,A62,A
29113,36061,5602.0,5600.0,,70.0,NY,10001.0,131945149,A32,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A32,199806.0,109160301,0,17360031,12841533,1784854,17576175,0,0,54334587,17058546,163494888,123796538,174865955,1759695,1820881,211818530,209922431,37984077,35056476,0,0,0,0,0,0,182094,0,0,0,0,0,643562,6270973,1195109,1398544,373060,1411794,602014,602014,0,4518498,25079500,24434508,644992,1838671,0,125575285,1778747,-747245,34528996,2371041,0,0,0,0,0,173834453,351525520,0,19132358,19576255,0,0,392080987,372948629,0,0,0,,125575285,3,7,6.0,6,6.0,6.0,1999,1998,EDUCATIONAL BROADCASTING CORP,THOMAS A CONWAY,450 W 33RD ST,NEW YORK,NY,10001-2603,0.0,3.0,2.0,196105.0,1.0,15.0,119.0,59.0,120.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,2,8,A32,36061.0,,1,A,A32,,16487808.0,1b,2099.0,15810864.0,1b,2099.0,55584517.0,3a,1999.0,41320309.0,1b,2099.0,82504326.0,3a,1999.0,36777012.0,3a,1999.0,0.0,1b,2099.0,0.0,1b,2099.0,76861629.0,1b,2099.0,46082085.0,1c,2098.0,PC,O,AR,A,IN,,1910879.0,1b,2099.0,11570674.0,1b,2099.0,54250788.0,1b,2099.0,993729.0,1b,2099.0,A32,A
29117,36061,5602.0,5600.0,,70.0,NY,10001.0,132583793,A65,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A65,199806.0,444630,0,2003985,1894399,119521,0,0,0,10991154,9096755,11435784,8718798,3439242,408910,0,3820741,4538736,938240,1099494,0,0,0,0,0,0,0,0,0,0,0,234898,30948,8286143,72988,14873,25953,93568,462696,227798,0,109586,0,0,0,103936,0,9275539,556741,0,2488479,316119,0,0,0,0,0,2882501,1609567,0,28589980,0,0,0,31070008,2480028,0,0,0,,9275539,3,9,4.0,5,,5.0,1999,1998,THEATREWORKS USA CORPORATION,,151 W 26TH ST 7TH FLR,NEW YORK,NY,10001-6810,0.0,3.0,1.0,196708.0,1.0,16.0,119.0,59.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,1,8,A65,36061.0,,1,A,A65,,46803.0,3a,1999.0,0.0,3a,1999.0,1215915.0,3a,1999.0,0.0,3a,1999.0,2013725.0,3a,1999.0,209503.0,3a,1999.0,769806.0,3a,1999.0,0.0,3a,1999.0,397727.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,487004.0,3a,1999.0,1772414.0,3a,1999.0,52700.0,3a,1999.0,A65,A
29126,36061,5602.0,5600.0,,70.0,NY,10001.0,132678071,A62,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,Z99,199806.0,145343,0,0,0,4749,8552,0,216,298900,298900,444243,406164,41799,80000,0,89119,183667,77026,141868,0,0,0,0,0,0,0,0,0,0,0,0,9055,281585,3295,0,4749,0,0,0,0,0,0,0,0,12350,216,435188,29024,682,153809,14826,0,0,0,0,0,12093,301701,0,598470,4855,0,0,905026,306556,0,0,0,,435188,3,7,2.0,2,2.0,2.0,1999,1998,DOVA INC,,37 W 32ND ST STE 4A,NEW YORK,NY,10001-3804,0.0,3.0,1.0,197107.0,1.0,16.0,119.0,59.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,0,38,8,A62,36061.0,,1,C,A62,,35511.0,3a,1999.0,0.0,3a,1999.0,41799.0,3a,1999.0,3401.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,109832.0,3a,1999.0,3801.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,4101.0,3a,1999.0,0.0,3a,1999.0,25009.0,3a,1999.0,A62,A
