,EIN,DocCD,TAXPER,TaxPer_OLD,ARC,ASS_CODE,EOSTATUS,INC_CODE,LRC,POPCD,RECCODE,RESERVED,SOIYR,CYCLE,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NumEmpEstimate,NumEmpCode,NumEmpYr,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,PayAfflEstimate,PayAfflCode,PayAfflYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,NetLandEstimate,NetLandCode,NetLandYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,PermRnaEstimate,PermRnaCode,PermRnaYr,TempRnaEstimate,TempRnaCode,TempRnaYr,GovGtEstimate,GovGtCode,GovGtYr,AdminExpEstimate,AdminExpCode,AdminExpYr,ProgExpEstimate,ProgExpCode,ProgExpYr,NAICS,LONGITUDE,LATITUDE,ProffeesEstimate,ProffeesCode,ProffeesYr,OccuEstimate,OccuCode,OccuYr,InterEstimate,InterCode,InterYr,GrantEstimate,GrantCode,GrantYr,DepRecEstimate,DepRecCode,DepRecYr,CommEstimate,CommCode,CommYr,AssIndEstimate,AssIndCode,AssIndYr,compothestimate,compothcode,compothyr,EmpBenEstimate,EmpBenCode,EmpBenYr,SupplyEstimate,SupplyCode,SupplyYr,PensionEstimate,PensionCode,PensionYr,benmemestimate,benmemCode,benmemYr,othexpestimate,othexpCode,othexpYr,epostcard
2831,10798319,93,201006,201006,N,3,1,4,Y,1,1,0,2009,201129,A65,2009,129039,0,0,0,0,0,21732,18618,0,0,351227,321065,30714,0,0,29035,34104,5602,3390,0,0,0,0,0,0,0,0,0,181838,0,0,,329495,329495,0,0,0,0,0,0,40350,8430,0,68035,10028,0,0,0,0,23433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493176061191,2010,N,10018-4707,10018.0,IN,,10798319201006,107983192010.0,6,0.0,0.0,0.0,505 8TH AVE RM 1802,3.0,0.0,NEW YORK,2.0,GLATZER,1.0,16.0,10.0,0.0,TANK LTD,1.0,200503.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A65,A,2,K,0,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.9525399999999999,B,129039,ag,0,0,ag,0,0,ag,0,,u,,0,av,0,2632,av,0,5177,av,0,3050,av,0,9854,av,0,14168.0,av,0.0,,u,,,u,,0,ag,0,,,,,,,711110.0,-73.99301,40.753142,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
2875,10808098,93,201012,201012,N,4,1,6,Y,1,1,0,2010,201145,A32,2010,4843268,0,0,0,0,0,0,0,0,0,4848877,831704,73048,0,0,221559,110486,4165684,37438,0,0,0,0,0,0,0,0,0,0,0,5609,,4848877,4848877,0,0,0,0,0,0,0,4017173,0,0,0,0,0,0,0,-3944125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93493305006221,2010,N,10012-1055,10012.0,IN,,10808098201012,108080982010.0,12,0.0,0.0,0.0,143 W 4TH STREET,3.0,200812.0,NEW YORK,1.0,WILLIAM H SCHAAP,1.0,15.0,10.0,0.0,INDEPENDENT WORLD TELEVISION INC,1.0,200503.0,,NY,rtf10pc,2.0,4.0,4.0,3.0,A32,A,0,L,0,36061.0,5602.0,5600.0,A32,A,PC,O,AR,A,A,,AR,AR,AR,0.7188100000000001,A,4843268,c4,2006,0,c4,2006,0,ag,0,73048.0,c4,2006.0,611,ag,0,11313,ag,0,34363,ag,0,4704,ag,0,39468,ag,0,43554.0,av,0.0,0.0,c4,2006.0,0.0,c4,2006.0,0,c4,2006,,,,,,,513120.0,-74.00031997100001,40.731908943,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
3056,10848423,92,201103,201103,N,4,1,3,Y,1,1,0,2010,201143,A23,2010,250,3400,0,0,0,0,0,0,0,0,43100,31042,154640,0,0,154426,154640,0,0,0,0,0,0,0,0,0,0,11845,0,8805,18800,,31255,31255,0,0,0,0,0,20650,0,213,0,0,0,0,0,0,0,154426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492291005031,2011,N,11223-2329,11223.0,IN,,10848423201103,108484232011.0,3,0.0,0.0,0.0,1992 CONEY ISLAND AVE,3.0,201103.0,BROOKLYN,1.0,NICK VELLIOS,1.0,15.0,10.0,0.0,DIPLATANOS SOCIETY-AGIA MARINA INC,1.0,200610.0,,NY,rtf10pc,2.0,1.0,1.0,1.0,A23,A,0,L,0,36047.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,,AR,AR,AR,0.45951000000000003,B,250,ez,2011,0,ez,2011,0,ag,0,,u,,0,av,0,6845,av,0,9922,av,0,13672,av,0,90398,av,0,90273.0,av,0.0,,u,,,u,,0,ez,2011,,,,,,,710000.0,-73.961983017,40.608516707,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
3082,10856384,93,201012,201012,N,5,1,6,Y,1,1,0,2010,201121,A68,2010,1118663,0,0,0,494,0,0,0,0,0,1222114,764857,610840,15600,0,343327,793198,13679,182358,0,0,0,0,0,0,0,0,176065,0,-73465,357,,1046049,1046049,0,0,0,0,0,102600,0,281192,0,234392,0,0,0,0,0,329648,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93493136031331,2010,N,10019-0000,10019.0,IN,,10856384201012,108563842010.0,12,0.0,0.0,0.0,825 EIGHTH AVE WORLDWIDE PLAZA,3.0,201012.0,NEW YORK,2.0,EMILY WALSH,1.0,15.0,10.0,0.0,SING FOR HOPE,1.0,200706.0,,NY,rtf10pc,3.0,4.0,4.0,3.0,X20,X,6,K,0,36061.0,5602.0,5600.0,X20,A,PC,O,RE,X,X,,RE,RE,OT,0.7782899999999999,B,1118663,ag,0,0,ag,0,0,ag,0,,u,,0,av,0,12070,av,0,202376,av,0,64361,av,0,347087,av,0,99199.0,av,0.0,,u,,,u,,0,ag,0,,,,,,,711130.0,-73.9918181,40.7686973,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
4615,20501122,93,201106,201106,N,3,1,3,Y,1,1,0,2010,201134,A68,2010,2800,0,0,0,17,0,0,0,0,0,76734,100917,62003,0,0,86186,62003,0,0,62003,0,0,0,0,0,0,0,0,73917,0,0,,76734,76734,0,0,0,0,0,0,0,-24183,0,50060,0,0,0,0,0,86186,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93493227014291,2011,N,10023-6012,10023.0,IN,,20501122201106,205011222011.0,6,0.0,0.0,0.0,74 WEST 68TH STREET,3.0,0.0,NEW YORK,1.0,DAVID SEGAL,1.0,16.0,10.0,0.0,WATERVILLE VALLEY MUSIC CENTER,5.0,199904.0,,NY,rtf10pc,1.0,1.0,1.0,2.0,A68,A,0,I,2003,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,,AR,AR,AR,0.9749899999999999,A,2800,dd,2003,0,dd,2003,0,dd,2003,62003.0,dd,2003.0,0,dd,2003,0,dd,2003,0,dd,2003,62003,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,dd,2003.0,0.0,dd,2003.0,0,dd,2003,,,,,,,711130.0,-73.980036,40.77454,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,34584,dd,2003,,u,,,u,,0,dd,2003,189,dd,2003,0,dd,2003,,u,,,u,,
4990,20557576,92,201012,201012,N,4,1,4,Y,1,1,0,2010,201134,A50,2010,165269,0,0,0,3986,0,0,0,0,0,169255,112725,287808,0,0,234231,287808,4586,0,0,0,0,0,0,0,0,0,0,0,0,0,,169255,169255,0,0,0,0,0,0,0,56530,0,0,0,0,0,0,0,229645,0,0,0,0,0,3986,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492228011701,2010,N,10041-0004,10041.0,IN,,20557576201012,205575762010.0,12,0.0,0.0,0.0,55 WATER STREET,3.0,0.0,NEW YORK,1.0,NEW WATER STREET CORPORATION,1.0,15.0,10.0,0.0,FRIENDS OF THE PLAZA-VVP CORPORATION,1.0,200211.0,,NY,rtf10pc,2.0,2.0,2.0,2.0,A80,A,0,L,0,36061.0,5602.0,5600.0,A80,A,PC,O,AR,A,A,,AR,AR,AR,0.7135100000000001,A,165269,c4,2006,0,c4,2006,0,dd,2003,287808.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,287808,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,0,c4,2006,,,,,,,712120.0,-74.00999,40.703672,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
5043,20569320,93,201012,201012,N,3,1,4,Y,1,1,0,2010,201147,A63,2010,161794,0,0,0,0,0,0,0,0,0,326640,332455,-1664,28125,0,29831,48419,30000,50083,0,0,0,0,0,0,0,0,0,145036,0,0,,326640,326640,19810,0,0,0,0,0,0,-5815,0,110867,12447,0,0,0,0,-169,0,0,0,0,0,0,19810,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93493317003101,2010,N,11201-2327,11201.0,IN,,20569320201012,205693202010.0,12,0.0,0.0,0.0,145 HICKS ST A-54,3.0,0.0,BROOKLYN,1.0,,1.0,15.0,10.0,0.0,BROOKLYN BALLET INC,1.0,200206.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A63,A,0,I,2003,36047.0,5602.0,5600.0,A63,A,PC,O,AR,A,A,,AR,AR,AR,0.26859,A,134385,c4,2006,0,c4,2006,0,dd,2003,-1664.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,48419,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,27409,c4,2006,,,,,,,711120.0,-73.994568426,40.697004685,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,17357,dd,2003,0,dd,2003,,u,,,u,,
5108,20581476,92,201012,201012,N,2,1,3,Y,1,1,0,2010,201129,A20,2010,29479,4995,0,0,0,0,0,0,0,0,42856,38997,11420,0,0,9367,11420,0,0,0,0,0,0,0,0,0,0,3245,4300,-2545,3382,,39611,39611,0,0,0,0,0,700,0,614,0,0,0,0,0,0,0,9367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492176223301,2010,N,10003-4679,10003.0,IN,,20581476201012,205814762010.0,12,0.0,0.0,0.0,47 5TH AVE,3.0,0.0,NEW YORK,2.0,FINNISH TOURIST BOARD,1.0,15.0,20.0,0.0,FINLAND CENTER FOUNDATION,1.0,200306.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A20,A,0,L,0,36061.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,,AR,AR,AR,0.58719,B,29479,ez,2010,0,ez,2010,0,dd,2003,,ez,0.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0.0,dd,2003.0,,ez,0.0,,ez,0.0,0,ez,2010,,,,,,,710000.0,-73.9948,40.734934499999994,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
5148,20589687,93,201006,201006,N,6,1,6,Y,1,1,0,2009,201127,B90,2009,684767,0,0,0,125,0,0,0,0,0,3181749,2570316,301129,491086,0,1131118,1726431,1350421,1425302,0,0,0,0,0,0,0,0,91001,2336725,69131,0,,3090748,3090748,0,0,0,0,0,160132,0,520432,0,1129690,121481,0,0,0,0,-219303,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493162229131,2010,N,10128-1226,10128.0,IN,,20589687201006,205896872010.0,6,0.0,0.0,0.0,65 E 89TH ST,3.0,0.0,NEW YORK,2.0,NANCY GODREAU,1.0,11.0,10.0,0.0,ST THOMAS MORE PLAY GROUP INC,1.0,200210.0,,NY,rtf10pc,4.0,4.0,4.0,4.0,A65,A,27,M,2007,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.39705999999999997,A,684767,c4,2006,0,c4,2006,0,dd,2003,119992.0,c4,2007.0,0,dd,2003,0,dd,2003,0,dd,2003,1333283,dd,2003,377060,dd,2003,247041.0,dd,2003.0,0.0,c4,2007.0,181137.0,c4,2007.0,0,c4,2006,,,,,,,711110.0,-73.956812773,40.782500107,,u,,165000,dd,2003,0,dd,2003,0,dd,2003,33582,dd,2003,61924,dd,2003,,u,,,u,,118024,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
5306,20617728,92,200906,201106,N,3,1,4,Y,1,1,0,2008,201008,A65,2008,21687,0,0,0,0,0,0,0,0,0,144678,91836,87709,0,0,10875,91561,0,3852,0,0,0,0,0,0,0,0,0,122991,0,0,,144678,144678,0,0,0,0,0,0,0,52842,0,0,0,0,0,0,0,10875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492042003000,2009,N,11215-0613,11215.0,IN,,20617728200906,206177282009.0,6,0.0,0.0,0.0,PO BOX 150613,3.0,0.0,BROOKLYN,1.0,,1.0,15.0,10.0,0.0,PIPER THEATRE PRODUCTIONS INC,1.0,200208.0,,NY,CORE09pc,,,,,A65,A,0,L,0,36047.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.88655,B,21687,ez,2009,0,ez,2009,0,ag,0,,u,,0,av,0,7066,av,0,13900,av,0,8190,av,0,26455,av,0,26455.0,av,0.0,,u,,,u,,0,ez,2009,,,,,,,711110.0,-73.985,40.6678,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
5378,20630328,92,201006,201106,N,5,1,4,Y,1,1,0,2009,201114,A99,2009,98561,0,0,0,1700,0,0,0,0,0,100261,34919,610539,0,0,545197,610539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100261,100261,0,0,0,0,0,0,0,65342,0,0,0,0,0,0,0,545197,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492071110031,2010,N,11373-3445,11373.0,IN,,20630328201006,206303282010.0,6,0.0,0.0,0.0,8824 43RD AVE,3.0,0.0,ELMHURST,1.0,THOMAS F MCKENZIE,1.0,16.0,10.0,0.0,ELMHURST MEMORIAL LEAGUE INC,1.0,201002.0,,NY,rtf10pc,3.0,2.0,2.0,1.0,A99,A,0,L,0,36081.0,5602.0,5600.0,A99,A,PC,O,AR,A,A,,AR,AR,AR,0.79923,C,98561,ez,2010,0,ez,2010,0,ag,0,,u,,30720,av,0,20568,av,0,131568,av,0,13162,av,0,336059,av,0,,,,,u,,,u,,0,ez,2010,,,,,,,712120.0,-73.87743831600001,40.741726684,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
5398,20633590,93,201006,201106,N,1,1,3,Y,1,1,0,2009,201117,A40,2009,28718,0,0,0,0,0,0,0,0,0,28718,33536,4871,0,0,11289,6621,1600,1750,0,0,0,0,0,0,0,0,0,0,0,0,,28718,28718,0,0,0,0,0,0,0,-4818,0,0,0,0,0,0,0,9689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493099111151,2010,N,10468-1527,10468.0,IN,,20633590201006,206335902010.0,6,0.0,0.0,0.0,250 BEDFORD PARK BLVD W STE 201,3.0,0.0,BRONX,1.0,LEHMAN COLLEGE,1.0,15.0,20.0,0.0,INDEPENDENT MEDIA ARTS PRESERVATION INC,1.0,200307.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A30,A,0,L,0,36005.0,5602.0,5600.0,A30,A,PC,O,AR,A,A,,AR,AR,AR,0.23635,B,2849,c4,2006,0,c4,2006,0,dd,2003,864.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,5219,dd,2003,1373,dd,2003,2341.0,dd,2003.0,0.0,c4,2006.0,4007.0,c4,2006.0,25869,c4,2006,,,,,,,510000.0,-73.891575019,40.874412975,,u,,309,dd,2003,0,dd,2003,0,dd,2003,103,dd,2003,1595,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
5456,20643034,92,201006,201106,N,3,1,3,Y,1,1,0,2009,201111,A6B,2009,54789,4050,0,0,0,0,0,0,0,0,90947,84448,32718,0,0,40324,35258,1854,2540,0,0,0,0,0,0,0,0,12251,19407,0,450,,78696,78696,0,0,0,0,0,12251,0,-5752,0,0,0,0,0,0,0,38470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492057002051,2010,N,10108-2044,10108.0,IN,,20643034201006,206430342010.0,6,0.0,0.0,0.0,PO BOX 2044,3.0,0.0,NEW YORK,2.0,PRASANTH AKKAPEDDI,1.0,16.0,10.0,0.0,MANHATTAN CHORAL ENSEMBLE INC,1.0,200212.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A6C,A,0,L,0,36061.0,5602.0,5600.0,A6C,A,PC,O,AR,A,A,,AR,AR,AR,0.5483100000000001,A,54789,c4,2006,0,c4,2006,0,ag,0,32718.0,c4,2006.0,0,av,0,2721,av,0,5352,av,0,3154,av,0,10187,av,0,11651.0,av,0.0,0.0,c4,2006.0,0.0,c4,2006.0,0,c4,2006,,,,,,,711130.0,-73.9907,40.7601,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
5653,20677257,92,200912,201012,N,2,1,3,Y,1,1,0,2009,201033,A65,2009,28271,0,0,0,0,0,0,0,0,0,31957,44891,15707,0,0,28641,15707,0,0,0,0,0,0,0,0,0,0,0,3686,0,0,,31957,31957,0,0,0,0,0,0,0,-12934,0,0,0,0,0,0,0,28641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492212013250,2009,N,10024-3624,10024.0,IN,,20677257200912,206772572009.0,12,0.0,0.0,0.0,45 W 86TH ST APT 3,3.0,0.0,NEW YORK,1.0,DORIS MIRESCU,1.0,16.0,20.0,0.0,DANGEROUS GROUND PRODUCTIONS,1.0,200404.0,,NY,CORE09pc,,,,,A65,A,0,L,0,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.68745,B,28271,ez,2009,0,ez,2009,0,ag,0,,u,,0,av,0,1212,av,0,2384,av,0,1405,av,0,4538,av,0,4538.0,av,0.0,,u,,,u,,0,ez,2009,,,,,,,711110.0,-73.97076119399999,40.785823408,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
5681,20682988,92,201006,201006,N,3,1,4,Y,1,1,0,2009,201131,A60,2009,116917,0,0,0,0,0,0,0,0,0,161778,140123,92120,0,0,70465,92120,0,0,0,0,0,0,0,0,0,0,0,44861,0,0,,161778,161778,0,0,0,0,0,0,0,21655,0,0,0,0,0,0,0,70465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492078146001,2010,N,10013-0869,10013.0,IN,,20682988201006,206829882010.0,6,0.0,0.0,0.0,PO BOX 1556,3.0,0.0,NEW YORK,2.0,LAURENCE SINGER,1.0,15.0,10.0,0.0,IMMEDIATE LIFE INC,1.0,200503.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A68,A,0,L,0,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,,AR,AR,AR,0.17385,B,116917,s2,2008,0,s2,2008,0,s2,2008,92120.0,c4,2008.0,42296,s2,2008,0,s2,2008,0,s2,2008,43649,s2,2008,6091,s2,2008,4659.0,s2,2008.0,0.0,c4,2008.0,0.0,c4,2008.0,0,s2,2008,,,,,,,711100.0,-74.0047,40.7201,,u,,20057,s2,2008,0,s2,2008,0,s2,2008,5271,s2,2008,36485,s2,2008,,u,,,u,,0,s2,2008,2190,s2,2008,0,s2,2008,,u,,,u,,
5821,20708419,92,201006,201006,N,1,1,3,Y,1,1,0,2009,201121,A62,2009,57328,0,0,0,1,0,0,0,0,0,98623,104179,2935,0,0,13454,3896,4963,961,0,0,0,0,0,0,0,0,0,36002,0,5292,,98623,98623,0,0,0,0,0,0,0,-5556,0,0,0,0,0,0,0,8491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492133030621,2010,N,10011-5436,10011.0,IN,,20708419201006,207084192010.0,6,0.0,0.0,0.0,121 WEST 17TH ST,3.0,0.0,NEW YORK,1.0,JOANNA MENDL SHAW,1.0,15.0,10.0,0.0,EQUUS PROJECTS INC,1.0,200406.0,DANCING WITH HORSES,NY,rtf10pc,1.0,1.0,1.0,2.0,A62,A,0,L,0,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,,AR,AR,AR,0.45008000000000004,A,57328,ez,2010,0,ez,2010,0,ag,0,,u,,0,av,0,301,av,0,591,av,0,348,av,0,1126,av,0,3887.0,av,0.0,,u,,,u,,0,ez,2010,,,,,,,711120.0,-73.99622099999999,40.739862,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
5835,20712132,92,201011,201011,N,1,1,3,Y,1,1,0,2009,201147,A23,2009,77743,0,0,0,0,0,0,0,0,0,79868,84310,71,0,0,5755,2638,1242,2567,0,0,0,0,0,0,0,0,0,2125,0,0,,79868,79868,0,0,0,0,0,0,0,-4442,0,0,0,0,0,0,0,4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492309006081,2010,N,10040-4805,10040.0,IN,,20712132201011,207121322010.0,11,0.0,0.0,0.0,34 HILLSIDE AVE APT 4C,3.0,0.0,NEW YORK,1.0,,1.0,15.0,10.0,0.0,RUSSIAN AMERICAN CULTURAL HERITAGE CENTER INC,1.0,200407.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A23,A,0,L,0,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,,AR,AR,AR,0.64302,A,77743,ez,2010,0,ez,2010,0,ag,0,,u,,0,av,0,117,av,0,169,av,0,233,av,0,1542,av,0,3364.0,av,0.0,,u,,,u,,0,ez,2010,,,,,,,710000.0,-73.929239782,40.859026255,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
5870,20720786,93,201006,201006,N,4,1,4,Y,1,1,0,2009,201135,A65,2009,294777,0,0,0,0,0,0,0,0,0,375677,244980,226088,0,0,127412,252793,32021,26705,0,0,0,0,0,0,0,0,0,80300,0,600,,375677,375677,0,0,0,0,0,0,0,130697,0,11908,1609,0,0,0,0,95391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493197108181,2010,N,10004-2403,10004.0,IN,,20720786201006,207207862010.0,6,0.0,0.0,0.0,56 BEAVER ST APT 205,3.0,0.0,NEW YORK,2.0,,1.0,16.0,10.0,0.0,CREATIVE MINDS NYC INC,1.0,200604.0,,NY,rtf10pc,2.0,2.0,2.0,2.0,A65,A,1,K,0,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.6582,B,71461,c4,2006,0,c4,2006,0,ag,0,226088.0,c4,2006.0,0,av,0,19508,av,0,38376,av,0,22611,av,0,73041,av,0,36814.0,av,0.0,0.0,c4,2006.0,0.0,c4,2006.0,223316,c4,2006,,,,,,,711110.0,-74.009793109,40.705616118,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
5998,20749041,92,200912,201012,N,4,1,4,Y,1,1,0,2009,201029,M20,2009,100939,0,0,0,508,0,0,0,0,0,101447,50239,124926,0,0,73718,124926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,101447,101447,0,0,0,0,0,0,0,51208,0,0,0,0,0,0,0,73718,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492191010470,2009,N,10001-0000,10001.0,IN,,20749041200912,207490412009.0,12,0.0,0.0,0.0,450 W 33RD ST,3.0,200912.0,NEW YORK,1.0,LARRY BRANDO,1.0,15.0,10.0,0.0,ASSOCIATED PRESS EMERGENCY RELIEF FUND,1.0,200511.0,,NY,CORE09pc,,,,,A33,A,0,L,0,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,A,,AR,AR,AR,0.11283,A,100939,c4,2005,0,c4,2005,0,ag,0,124926.0,c4,2005.0,1629,ag,0,20356,ag,0,34076,ag,0,6243,ag,0,42598,ag,0,41602.0,ag,0.0,0.0,c4,2005.0,0.0,c4,2005.0,0,c4,2005,,,,,,,511100.0,-73.998810261,40.753639798,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
