,EIN,TAXPER,ARC,ASS_CODE,EOSTATUS,INC_CODE,LRC,POPCD,RECCODE,RESERVED,SOIYR,CYCLE,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,NAICS,DocCd
12429,133364852,200812,N,6,1,6,Y,1,1,0,2008,200934,,2008,0,0,0,0,55018,0,0,0,0,0,1347528,408601,2527765,8000,0,1588840,2527765,0,0,0,0,0,0,0,0,0,0,0,1292510,0,0,,1347528,1347528,0,0,0,0,0,0,0,938927,0,0,0,0,0,0,0,1588840,0,0,0,0,0,55018,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,279,1,29493220047069,2008,N,10005-0000,10005.0,133364852200812,1333648522008,12.0,279.0,0.0,0.0,1 CHASE PLAZA STE 13TH FL,3.0,0.0,NEW YORK,1.0,CHASE MANHATTAN BANK,2.0,1.0,0.0,10.0,0.0,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,1.0,198802,,NY,rtf08co,4.0,4.0,4.0,2.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.20197,C,A40,A,710000.0,93
12450,133395530,200807,N,5,71,4,Y,1,1,0,2007,200918,,2007,29089,0,0,0,25073,0,0,0,219623,219623,248712,81264,793186,0,0,884014,930244,154851,137058,0,0,0,0,0,0,0,103425,0,0,0,0,,145287,145287,91125,0,0,0,0,0,0,64023,0,0,0,0,0,114317,96524,729163,0,0,0,0,25073,0,194550,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,998,1,29490101052009,2008,N,10013,10013.0,133395530200807,1333955302008,7.0,998.0,,,,,,,,,,,0.0,,,CHUNG KUO KUO MIN TANG INC,,0,,NY,rtf08co,3.0,2.0,2.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8964799999999999,A,A23,A,710000.0,90
12453,133398825,200803,N,6,1,5,Y,1,1,0,2007,200914,,2007,0,0,0,0,753,0,0,0,840753,840753,840753,6000,2022646,0,0,2042893,2022646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,840753,840753,840000,0,0,0,0,0,0,834753,-855000,0,0,0,0,0,0,2042893,0,0,0,0,753,0,840000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,29490073156209,2008,N,10036-2501,10036.0,133398825200803,1333988252008,3.0,912.0,0.0,0.0,165 W 46TH ST,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,ACTORS EQUITY HOLDING CORPORATION,1.0,198712,,NY,rtf08co,4.0,3.0,3.0,1.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8539200000000001,A,A65,A,711110.0,90
12468,133418616,200712,N,5,1,4,Y,1,1,0,2007,200904,,2007,0,11970,0,0,9669,0,0,0,307133,307133,319103,133641,565143,0,0,588754,590224,24931,25081,0,0,0,0,0,0,0,170710,0,0,0,124749,,148393,148393,2005,0,0,0,0,0,0,14752,-13432,0,0,0,0,0,0,563823,0,0,0,0,9669,0,172715,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,281,1,29490010261049,2007,Y,10013-5566,10013.0,133418616200712,1334186162007,12.0,281.0,296.0,318.0,90 ELIZABETH STREET,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,CHINESE WEN CHOW ASSOCIATION INC,1.0,198802,,NY,rtf08co,3.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.11449000000000001,A,A23,A,710000.0,90
12491,133443010,200712,N,3,1,4,Y,1,1,0,2007,200903,,2007,109891,2223,0,0,1549,0,0,0,147235,147235,259349,283904,39109,0,0,63664,39109,0,0,-53655,0,0,0,0,0,0,0,0,145686,0,0,,259349,259349,0,0,0,0,0,0,0,-24555,0,0,0,0,0,0,0,63664,0,0,0,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-29100,200,1,29490010332109,2007,N,10016-3319,10016.0,133443010200712,1334430102007,12.0,200.0,0.0,0.0,385 5TH AVE,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,1.0,198807,,NY,rtf08co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.45398,A,A23,A,710000.0,90
12500,133454164,200612,N,3,36,3,N,1,1,0,2006,200804,,2006,0,28254,0,0,38,0,0,0,38,38,28292,26658,65091,0,0,63457,65091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28292,28292,0,0,0,0,0,0,0,1634,0,0,0,0,0,0,0,63457,0,0,0,0,0,0,0,38,0,0,0,0,177171,0,0,0,0,177342,177284,6,9,0,0,0,1,29490005248228,2006,N,10017,10017.0,133454164200612,1334541642006,12.0,,,,,,,,,,,,0.0,,,ELECTRONIC MEDIA MARKETING ASSOC,,0,,NY,CORE07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.21225,B,A30,A,510000.0,90
12506,133471375,200812,N,3,1,3,Y,1,1,0,2008,200926,,2008,0,27750,0,0,0,0,0,0,0,0,29445,11591,89111,0,0,93426,89111,0,0,0,0,0,0,0,0,0,0,22169,0,-20474,0,,7276,7276,0,0,0,0,0,1695,0,-4315,0,0,0,0,0,0,0,93426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29492157277239,2008,N,10002-6804,10002.0,133471375200812,1334713752008,12.0,200.0,205.0,405.0,27 E BROADWAY,3.0,0.0,NEW YORK,2.0,CHIN Y HSIA,2.0,1.0,0.0,10.0,0.0,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,1.0,199106,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.51032,A,A23,A,710000.0,92
12537,133498699,200612,N,4,1,3,Y,1,1,0,2006,200718,,2006,0,30500,0,0,451,0,0,0,601,-302,31101,66503,412801,22250,0,449106,412801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30198,30198,0,0,150,903,-753,0,0,-36305,0,0,1962,0,0,0,0,449106,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123,1,29490104010017,2006,N,10016-6819,10016.0,133498699200612,1334986992006,12.0,123.0,124.0,279.0,470 PARK AVE S FRNT 2,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,GLOBAL PUBLIC AFFAIRS INSTITUTE INC,1.0,199104,,NY,CORE07co,2.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.18835,C,A01,A,813319.0,90
12547,133506309,200812,N,4,1,5,Y,1,1,0,2008,200929,,2008,436075,0,0,0,331,0,0,0,0,0,729047,774407,121676,137852,0,166964,124462,243,2786,0,0,0,0,0,0,0,0,0,0,0,292641,,729047,729047,0,0,0,0,0,0,0,-45360,0,179387,22964,0,0,0,0,166721,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,29493185307229,2008,N,10003-3114,10003.0,133506309200812,1335063092008,12.0,0.0,0.0,0.0,13 E 16TH ST FL 6,3.0,0.0,NEW YORK,2.0,,1.0,1.0,0.0,10.0,0.0,UNITED STATES ASSOCIATION OF IMPORTERS OF TEXTILES AND APPAREL,5.0,0,,NY,rtf08co,2.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.68321,A,A40,A,710000.0,93
12599,133568008,200812,N,3,1,3,Y,1,1,0,2008,200913,,2008,0,31038,0,0,1416,0,0,0,0,0,32454,33275,53265,0,0,54086,53265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32454,32454,0,0,0,0,0,0,0,-821,0,0,0,0,0,0,0,54086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,1,29492066022279,2008,N,10021-0002,10021.0,133568008200812,1335680082008,12.0,119.0,229.0,0.0,PO BOX 872,3.0,0.0,NEW YORK,1.0,KANTROWITZ & GOLDHAMER PC,2.0,1.0,0.0,10.0,0.0,PRIVATE ART DEALERS ASSOCIATION INC,1.0,199108,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.31623,A,A03,A,813920.0,92
12704,133667013,200806,N,2,1,3,Y,1,1,0,2007,200904,,2007,0,24630,0,0,187,0,0,0,6371,6371,31001,26682,16731,0,0,30459,16731,350,0,0,0,0,0,0,0,0,0,17697,0,-11513,0,,13304,13304,0,0,0,0,0,6184,0,-13378,0,0,0,0,0,0,0,30109,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,120,1,29409010007249,2008,Y,10012-2650,10012.0,133667013200806,1336670132008,6.0,120.0,200.0,0.0,611 BROADWAY RM 611,3.0,0.0,NEW YORK,1.0,SIDESHOW MEDIA,2.0,1.0,0.0,10.0,0.0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,1.0,199207,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.45423,C,A33,A,511100.0,9
12707,133670200,200812,N,2,1,3,Y,1,1,0,2008,200929,,2008,95227,0,0,0,0,0,0,0,0,0,95227,99936,20939,0,0,25648,20939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,95227,95227,0,0,0,0,0,0,0,-4709,0,0,0,0,0,0,0,25648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,29492185319109,2008,N,10018-5804,10018.0,133670200200812,1336702002008,12.0,0.0,0.0,0.0,242 W 38TH ST,0.0,0.0,NEW YORK,1.0,,0.0,1.0,0.0,10.0,0.0,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,0.0,199211,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.061610000000000005,A,A23,A,710000.0,92
12731,133698552,200812,N,8,1,6,Y,1,1,0,2008,200927,,2008,0,0,0,0,0,0,0,0,0,0,3440000,3440000,40001000,0,0,40001000,40001000,0,0,0,0,0,0,0,0,0,0,0,3440000,0,0,,3440000,3440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,29493171062209,2008,N,10167-0002,10167.0,133698552200812,1336985522008,12.0,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,1.0,0.0,10.0,0.0,QUEENRHIS FUNDING COMPANY,1.0,199304,,NY,rtf08co,,4.0,4.0,4.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.20454,C,A60,A,711100.0,93
12740,133707773,200712,N,2,1,3,Y,1,1,0,2007,200813,,2007,0,14095,0,0,64,0,2062,-23,44805,42743,58900,31786,20235,0,0,26545,20235,0,0,0,0,0,0,0,0,0,0,31362,0,11340,0,,25476,25476,0,0,0,0,0,42702,2085,-6310,0,8755,0,0,0,0,0,26545,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,298,1,29490068142048,2007,N,10040-3937,10040.0,133707773200712,1337077732007,12.0,298.0,0.0,0.0,802 W 190TH ST,3.0,0.0,NEW YORK,1.0,DAVID GAINES,2.0,13.0,0.0,10.0,0.0,NEW YORK FLYERS INCORPORATED,1.0,199404,,NY,CORE07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8891100000000001,C,A33,A,511100.0,90
12749,133718893,200812,N,2,1,3,Y,1,1,0,2008,200940,,2008,0,0,0,0,0,0,0,0,0,0,51041,56825,7287,0,0,13267,11691,196,4404,0,0,0,0,0,0,0,0,0,0,0,0,,51041,51041,0,0,0,0,0,0,0,-5784,0,0,0,0,0,0,0,13071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,93492273001089,2008,N,10036-3602,10036.0,133718893200812,1337188932008,12.0,200.0,92.0,0.0,676A 9TH AVE STE 312,3.0,0.0,NEW YORK,1.0,CURTIS ASSOCIATES INC,2.0,1.0,0.0,10.0,0.0,ASSOCIATION OF AUTHORS REPRESENTATI VES,1.0,199407,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.89149,A,A70,A,710000.0,92
12793,133761506,200812,N,4,1,4,Y,1,1,0,2008,200938,,2008,188100,75000,0,0,632,0,0,0,0,0,263732,175341,244294,0,0,162403,244794,6500,500,0,0,0,0,0,0,0,0,0,0,0,0,,263732,263732,0,0,0,0,0,0,0,88391,0,0,0,0,0,0,0,155903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,207,1,29492248009019,2008,N,10033-0595,10033.0,133761506200812,1337615062008,12.0,207.0,0.0,0.0,PO BOX 757,3.0,0.0,NEW YORK,1.0,JEROME HERSHMAN,2.0,1.0,0.0,10.0,0.0,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,1.0,199510,,NY,rtf08co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.37449,C,A68,A,711130.0,92
12805,133772271,200803,N,4,1,3,Y,1,1,0,2007,200836,,2007,22775,950,0,0,1436,0,0,0,1436,1436,25161,32901,143204,0,0,150944,143204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25161,25161,0,0,0,0,0,0,0,-7740,0,0,0,0,0,0,0,150944,0,0,0,0,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,29490222077118,2008,N,10001-6763,10001.0,133772271200803,1337722712008,3.0,205.0,0.0,0.0,322 8TH AVE FL 21,3.0,0.0,NEWYORK,1.0,BARRY GROVE,2.0,13.0,0.0,10.0,0.0,LEAGUE OF OFF-BROADWAY THEATRES AND PRODUCERS INC,1.0,199502,,NY,CORE07co,2.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.26232,A,A65,A,711110.0,90
12814,133780898,200807,N,4,1,3,Y,1,1,0,2007,200916,,2007,0,44919,0,0,1709,0,0,0,1709,1709,46628,145124,121404,0,0,289900,121404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46628,46628,0,0,0,0,0,0,0,-98496,-70000,0,0,0,0,0,0,289900,0,0,0,0,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,261,1,29490087109269,2008,N,10003-1211,10003.0,133780898200807,1337808982008,7.0,261.0,0.0,0.0,890 BROADWAY FL 3,3.0,0.0,NEW YORK,1.0,LEONARD LIEBOWITZ,2.0,1.0,0.0,10.0,0.0,INDEPENDENT ARTISTS OF AMERICA,5.0,199601,,NY,rtf08co,2.0,1.0,1.0,2.0,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.04356,C,A99,A,710000.0,90
12815,133781444,200712,N,0,1,9,Y,1,1,0,2007,200829,,2007,0,0,0,0,22366,0,0,0,92434822,42820362,92434822,1881779,0,0,0,62821374,67353,849098,0,-59224081,0,0,0,0,0,0,0,0,4412456,0,0,,42820362,42820362,0,0,88000000,49614460,38385540,0,0,40938583,-102910859,0,0,0,0,0,0,61972276,0,0,0,0,22366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2748195,912,1,29490167273338,2007,N,10163-5005,10163.0,133781444200712,1337814442007,12.0,912.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,WALNUT CREEK PROPERTIES INC,1.0,199412,,NY,CORE07co,1.0,,,4.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.64553,C,A23,A,710000.0,90
12860,133835380,200812,N,3,1,3,Y,1,1,0,2008,200940,,2008,0,2818,0,0,258,0,0,0,0,0,38322,9085,43906,0,0,39618,43906,0,0,0,0,0,0,0,0,0,0,24949,0,10297,0,,13373,13373,0,0,0,0,0,35246,0,4288,0,0,0,0,0,0,0,39618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,908,1,29492262124199,2008,N,10016-6823,10016.0,133835380200812,1338353802008,12.0,908.0,0.0,0.0,192 LEXINGTON AVE RM 1101,3.0,0.0,NEW YORK,3.0,JADE ASSOCIATES,2.0,1.0,0.0,10.0,0.0,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,1.0,199512,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.33321999999999996,C,A23,A,710000.0,92
12880,133853865,200812,N,1,20,3,Y,1,1,0,2008,200934,,2008,39250,0,0,0,0,0,0,0,0,0,39250,94741,1,0,0,55491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39250,39250,0,0,0,0,0,0,0,-55491,0,0,0,0,0,0,0,55491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,55491,179,1,29493171082099,2008,N,11354-2703,11354.0,133853865200812,1338538652008,12.0,179.0,0.0,0.0,3370 PRINCE ST STE 703,3.0,0.0,FLUSHING,1.0,,2.0,1.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,1.0,199802,,NY,rtf08co,1.0,1.0,1.0,1.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.45548999999999995,A,A23,A,710000.0,93
12907,133873175,200712,N,3,1,3,Y,1,1,0,2007,200919,,2007,0,20440,0,0,101,0,0,0,34102,34102,54542,41458,48773,0,0,35689,48773,0,0,0,0,0,0,0,0,0,0,0,34001,0,0,,54542,54542,0,0,0,0,0,0,0,13084,0,0,0,0,0,0,0,35689,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,408,1,29490108049059,2007,N,10116-1050,10116.0,133873175200712,1338731752007,12.0,408.0,0.0,0.0,PO BOX 1050,3.0,0.0,NEW YORK,1.0,SHALLINI BAJAJ,2.0,1.0,0.0,10.0,0.0,NETWORK OF INDIAN PROFESSIONALS INC,1.0,199608,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.7339399999999999,B,A23,A,710000.0,90
12922,133893891,200812,N,9,1,7,Y,1,1,0,2008,200927,,2008,0,0,0,0,0,0,0,0,0,0,9454052,9454052,71633316,0,0,75031376,71633316,0,0,0,0,0,0,0,0,0,0,0,9454052,0,0,,9454052,9454052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75031376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,29493164102149,2008,N,10167-0002,10167.0,133893891200812,1338938912008,12.0,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,1.0,0.0,10.0,0.0,SIXTH AVENUE ML COMPANY INC,1.0,199611,,NY,rtf08co,,5.0,5.0,5.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.4448,C,A60,A,711100.0,93
12979,133967440,200712,N,0,41,3,Y,1,1,0,2007,200905,,2007,28730,3850,0,0,0,0,0,0,0,0,32580,25814,6766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32580,32580,0,0,0,0,0,0,0,6766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29409222048098,2007,N,10032,10032.0,133967440200712,1339674402007,12.0,,,,,,,,,,,,,,,CONCERNED FILIPINOS FOR UNITY INC,,0,,NY,rtf08co,0.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,U,O,AR,A,A,IN,,1,AR,AR,AR,0.61453,C,A23,A,710000.0,9
12988,133975917,200612,N,0,20,9,Y,1,1,0,2006,200814,,2006,0,0,0,0,5215,0,0,0,60544378,37300772,60544378,0,0,0,0,23752966,0,297657,0,28016000,0,0,0,0,0,0,3459212,0,0,0,0,M,33841560,33841560,-1920049,0,59000000,23243606,35756394,0,0,33841560,-57296869,0,0,0,0,0,0,23455309,0,0,0,0,5215,0,1539163,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,28016000,912,1,29490019127268,2006,N,10020-1104,10020.0,133975917200612,1339759172006,12.0,912.0,0.0,0.0,1251 AVE OF THE AMERICAS 35TH FLR,3.0,0.0,NEW YORK,1.0,SENTINEL REALTY ADVISORS CORP,2.0,13.0,0.0,10.0,0.0,CRYSTAL CREEK INVESTMENT GROUP INC,1.0,199809,,NY,CORE07co,0.0,,,0.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.40075,C,A23,A,710000.0,90
13016,134003017,200812,N,2,1,4,Y,1,1,0,2008,200936,A33,2008,191472,0,0,0,0,0,0,0,0,0,191472,212152,16375,0,0,39670,18834,2615,2459,0,0,0,0,0,0,0,0,0,0,0,0,,191472,191472,0,0,0,0,0,0,0,-20680,0,0,0,0,0,0,0,37055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,29492234024029,2008,N,10028-0104,10028.0,134003017200812,1340030172008,12.0,0.0,0.0,0.0,1014 5TH AVE FL 4,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,GERMAN BOOK OFFICE-NEW YORK INC,1.0,199910,,NY,rtf08co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.18081,B,A33,A,511100.0,92
13020,134005504,200812,N,9,1,6,Y,1,1,0,2008,200927,,2008,0,0,0,0,0,0,0,0,0,0,3576290,3576290,51701010,0,0,52412480,51701010,0,0,0,0,0,0,0,0,0,0,0,3576290,0,0,,3576290,3576290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52412480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,29493171062219,2008,N,10167-0002,10167.0,134005504200812,1340055042008,12.0,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,1.0,0.0,10.0,0.0,RIDGEWAY FUNDING COMPANY INC,1.0,199812,,NY,rtf08co,,4.0,4.0,4.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.0644,C,A60,A,711100.0,93
13045,134017838,200712,N,3,1,3,Y,1,1,0,2007,200903,S41,2007,0,49973,0,0,0,0,0,0,0,0,49973,40220,31809,0,0,22056,31809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49973,49973,0,0,0,0,0,0,0,9753,0,0,0,0,0,0,0,22056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,29409362172108,2007,N,10011-4610,10011.0,134017838200712,1340178382007,12.0,0.0,0.0,0.0,3 W 18TH ST,3.0,0.0,NEW YORK,1.0,STEINBRECHER & ROSS,2.0,1.0,0.0,10.0,0.0,ASSOCIATION OF MUSIC PRODUCERS INC,1.0,200004,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9193899999999999,A,A68,A,711130.0,9
13141,134123157,200812,N,1,99,3,Y,1,1,0,2008,200944,,2008,40982,0,0,0,0,0,9829,18380,0,0,69206,61118,4042,0,0,0,4983,0,941,0,0,0,0,0,0,0,0,0,0,0,13,,59378,59377,0,0,0,0,0,0,28209,-1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29492206293079,2008,N,10023,10023.0,134123157200812,1341231572008,12.0,,,,,,,,,,,,,,,ARTS OF SISTERS AND PRIESTS INC,,0,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A99,A,U,O,AR,A,A,IN,,1,AR,AR,AR,0.6680699999999999,C,A99,A,710000.0,92
13195,134192352,200812,N,7,1,4,Y,1,1,0,2008,200948,S47,2008,0,0,0,0,0,0,0,0,0,0,204700,576722,-2059412,0,0,7511408,7381748,9198798,9441160,0,0,0,0,0,0,0,0,0,204700,0,0,,204700,204700,0,0,0,0,0,0,0,-372022,0,48560,3886,0,0,2208169,0,-1687390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,29493311113159,2008,N,10036-6205,10036.0,134192352200812,1341923522008,12.0,0.0,0.0,0.0,501 W 42ND ST,3.0,0.0,NEW YORK,1.0,LOCAL UNION 580,2.0,1.0,0.0,10.0,0.0,ARCHITECTURAL IRON REALTY CORP,1.0,200203,,NY,rtf08co,5.0,2.0,2.0,3.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.29131,A,A40,A,710000.0,93
