,EIN,TAXPER,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P6TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,p6ExmPF,p6DomOrg,p7Polit,p7Liquid,p7PoFClm,p7DisSal,p7DisBor,p7DisSer,p7DisPay,p7DisTra,p7PayGvt,p7UndInc,p7BusInt,p7JeoInv,p7Propag,p7Elect,p7IndGrt,p7OrgGrt,p7OthPur,P1GRENTS,pgoods,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6INVTAX,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,PF112,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,ASCD,INCCD,FRCD,ACCPER,ASSETS,INCOME,NEGINCOM,SEC_NAME,FIPS,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,CONVTOCO,SUBSEC2,ZIP5,ntee1,nteecc,RandNum,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,FisYr,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,ntmaj10,ntmaj12,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
6626,133476571,199909,200013,29491064003160,,N,Y,0,1,1998,3,1,1,3,122,438,0,0,0,0,0,0,0,0,438,438,0,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ETHNOLOGY CINEMA PROJECT INC,,30 BANK ST,NEW YORK,NY,10014-5207,0.0,3.0,2000.0,198904.0,1.0,4.0,1.0,13.0,0.0,1.0,1.0,1.0,9,300,650,,,36061.0,122.0,0.0,0.0,B9710,,,3.0,10014,Z,Z99,0.23471199999999998,10014,5602.0,5600.0,36061.0,,1999,NY,10014,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A31,A
6642,133486646,199912,200036,29491225034210,A60Z,N,Y,0,1,1999,3,4,1,3,123,0,4208,1866,553,0,0,0,0,15000,6627,17136,-10509,16468,5959,60,0,232699,0,173268,53258,226526,0,401864,9629,17370,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6627,0,2136,668,1468,668,0,0,0,0,401864,0,232699,60,0,0,474,0,0,0,0,-414,414,352697,17310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RONALD A WILFORD FOUNDATION FOR CONDUCTORS INC,% US TRUST CO OF NY,165 W 57TH ST,NEW YORK,NY,10019-2201,0.0,3.0,1000.0,198906.0,1.0,4.0,1.0,13.0,0.0,4.0,4.0,1.0,12,158416,127248,,,36061.0,123.0,0.0,0.0,B9710,,,3.0,10019,A,A60,0.731889,10019,5602.0,5600.0,36061.0,,1999,NY,10019,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A60,A
6695,133506633,199912,200021,29491113024150,,N,Y,0,1,1999,3,1,1,3,90,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MUSEUM OF EMERGING ARTISTS,% BARBARA INGBER,250 W 57TH ST STE 1517 BO,NWE YORK,NY,10107-0001,0.0,3.0,2000.0,199008.0,1.0,4.0,5.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,90.0,0.0,0.0,B9710,,,3.0,10107,Z,Z99,0.6438119999999999,10107,5602.0,5600.0,36061.0,,1999,NY,10107,NWE YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A50,A
6729,133525999,199912,200039,29491253045140,,N,Y,0,1,1999,3,5,2,3,200,0,220,20873,15,0,0,0,0,1000,21108,2584,18524,1000,21076,422,21093,965100,0,602605,0,602605,0,1046943,15547,48162,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,21108,21093,1584,32,0,32,0,60057,0,301900,1046943,0,965100,422,0,0,960,0,0,0,0,-538,538,977912,47740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RALPH C MARCOVE INTERNATL UNDRSTDG THROUGH ARTS & CRAFTS FNDTN INC,MARCOVE,517 E 71ST ST,NEW YORK,NY,10021-4871,0.0,3.0,1000.0,198304.0,1.0,4.0,1.0,13.0,0.0,5.0,3.0,1.0,12,889166,86647,,,36061.0,200.0,0.0,0.0,B9710,,,3.0,10021,Z,Z99,0.461422,10021,5602.0,5600.0,36061.0,,1999,NY,10021,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A40,A
6738,133527874,199905,200026,29491162069120,,N,Y,0,25,1998,3,3,4,3,432,300746,0,0,0,0,0,43828,55424,0,344574,381280,-36706,381280,0,0,0,27440,0,0,0,0,73099,27440,0,337,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,381280,0,381280,0,0,6365,0,0,27440,0,-45659,0,0,0,0,0,0,0,0,0,0,6835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOUNDATION FOR ETHNIC UNDERSTANDING INC,% C MARTIN GOLDENBERG,17 E 45TH ST,NEW YORK,NY,10017-2415,0.0,3.0,1000.0,199010.0,1.0,4.0,1.0,13.0,200105.0,1.0,4.0,1.0,5,3420,159175,,,36061.0,432.0,0.0,0.0,B9710,,,3.0,10017,Z,Z99,0.105075,10017,5602.0,5600.0,36061.0,,1999,NY,10017,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A23,A
6766,133536258,199907,200004,29491015024030,,N,Y,0,1,1998,3,3,4,3,120,332919,0,0,0,0,0,19418,0,70000,352337,338968,13369,319550,0,0,0,80772,0,0,0,0,0,80772,0,1831,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,19418,268968,0,249550,0,19418,73907,0,0,80772,0,80772,0,0,0,0,0,0,0,0,0,0,37172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DANCE INK INC,% PATRICIA TARR,PO BOX 20719 COLUMBUS CIR,NEW YORK,NY,10023-1487,0.0,3.0,1000.0,199005.0,1.0,4.0,1.0,13.0,0.0,1.0,3.0,1.0,7,7756,69106,,,36061.0,120.0,0.0,0.0,B9710,,,3.0,10023,Z,Z99,0.322493,10023,5602.0,5600.0,36061.0,,1999,NY,10023,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A1261,A
6776,133540880,199908,200033,29491211076050,,N,Y,0,1,1998,2,6,4,3,602,135705,34696,0,0,0,-5073,65013,0,0,230341,622108,-391767,90721,34216,342,0,2589130,0,109508,0,109508,15365,2589130,0,35687,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,53427,34696,94636,622108,480,90721,480,530907,389402,0,0,2589130,0,2573765,342,0,0,364,0,0,0,0,-22,22,724616,0,1,0,0,0,1,90721,129152,61927,62042,343842,1,0,0,0,1,0,0,0,0,0,23791,4145,11339,7891,47166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MUSEUM OF AMERICAN FINANCIAL HISTORY,,26 BROADWAY,NEW YORK,NY,10004-1703,0.0,3.0,1000.0,199201.0,1.0,3.0,1.0,13.0,0.0,6.0,4.0,1.0,8,1773062,293735,,,36061.0,602.0,0.0,0.0,B9710,,,3.0,10004,Z,Z99,0.100418,10004,5602.0,5600.0,36061.0,,1999,NY,10004,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A50,A
6777,133541450,199812,200016,29491001040230,,N,N,0,1,1998,3,3,6,3,119,4076250,1683,0,0,0,0,113354,0,4072750,4191287,4167804,23483,4151504,1683,17,1683,45943,0,0,0,0,0,45943,0,1684,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1683,1683,95054,0,78754,0,0,35388,0,0,45943,0,45943,17,0,0,0,0,0,0,0,17,0,34202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMERICAN FRIENDS OF THE GEORGIAN GROUP INC,% CURTIS ET AL PTRS,101 PARK AVE 35TH FL,NEW YORK,NY,10178-0002,0.0,3.0,1000.0,199003.0,1.0,15.0,1.0,13.0,0.0,,,10.0,12,0,0,,,36061.0,119.0,0.0,0.0,B9508,1995.0,,3.0,10178,Z,Z99,0.32662399999999997,10178,5602.0,5600.0,36061.0,,1998,NY,10178,NEW YORK,PC,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A40,A
6779,133541596,199812,200003,29491001099200,,N,Y,0,1,1998,3,7,4,3,561,0,0,139639,38351,0,0,60920,0,176275,238910,268620,-29710,176276,128904,2578,0,5832132,0,5439395,0,5439395,0,7093680,138278,337275,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,171308,0,92345,42404,1,42404,0,392737,0,0,7093680,0,5832132,2578,0,0,5000,0,5500,0,0,-7922,2000,6848224,334697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TIERNEY FAMILY FOUNDATION INC,% PAUL E TIERNEY JR,1133 FIFTH AVE,NEW YORK,NY,10128-0123,0.0,3.0,1000.0,198912.0,1.0,4.0,1.0,13.0,0.0,6.0,6.0,1.0,12,2388950,1018691,,,36061.0,561.0,0.0,0.0,B9710,,,3.0,10128,Z,Z99,0.6794520000000001,10128,5602.0,5600.0,36061.0,,1998,NY,10128,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A12,A
6809,133553683,199912,200026,29491155035230,A99Z,N,Y,0,1,1999,3,1,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OPERA DE PARIS FOUNDATION INC,% WILLKIE FARR & GALLAGHER,153 E 53RD ST,NEW YORK,NY,10022-4611,0.0,3.0,1000.0,199004.0,1.0,4.0,1.0,13.0,0.0,1.0,1.0,1.0,12,36,155,,,36061.0,90.0,0.0,0.0,B9710,,,3.0,10022,A,A99,0.556245,10022,5602.0,5600.0,36061.0,,1999,NY,10022,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A6A,A
6815,133556699,199912,200033,29491169002210,A50Z,N,Y,0,1,1999,3,1,2,3,60,21064,82,0,0,0,0,0,0,0,21146,23490,-2344,0,82,2,82,1419,0,0,0,0,0,1419,126,128,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,82,82,23490,0,0,0,0,0,0,0,1419,0,1419,2,0,0,0,0,0,0,0,2,0,2591,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHAIM GROSS MUSEUM,% ADFEL LEVY ZLOTNICK & CO,526 LA GUARDIA PL,NEW YORK,NY,10012-1401,0.0,3.0,1000.0,199008.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,60.0,0.0,0.0,B9710,,,3.0,10012,A,A50,0.8480139999999999,10012,5602.0,5600.0,36061.0,,1999,NY,10012,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A50,A
6827,133560519,199912,200032,29491204082220,,N,Y,0,1,1999,3,1,1,3,560,1200,0,0,0,0,0,0,0,0,1200,1200,0,0,0,0,0,500,0,0,0,0,0,500,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SHANTI CULTURAL DYNAMICS INC,% RAO-SHANTHA,5900 ARLINGTON AVE 16-S,RIVERDALE,NY,10471-1317,0.0,3.0,1000.0,199004.0,1.0,4.0,1.0,13.0,0.0,0.0,1.0,1.0,12,0,2300,,,36005.0,560.0,0.0,0.0,B9710,,,3.0,10471,Z,Z99,0.6647890000000001,10471,5602.0,5600.0,36005.0,,1999,NY,10471,RIVERDALE,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A23,A
6856,133572353,199812,200003,29491001079050,,N,Y,0,1,1998,3,5,5,3,602,464838,45074,0,0,0,0,79,164599,5000,509991,1178145,-668154,1163996,45074,451,45074,869100,0,0,0,0,42931,869100,0,45940,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,45074,45153,1173145,0,1158996,0,79,44418,0,0,869100,0,826169,451,0,0,920,0,0,0,0,-469,0,932787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NATIONAL VIDEO RESOURCES INC,,73 SPRING ST STE 606,NEW YORK,NY,10012-5802,0.0,3.0,1000.0,199010.0,1.0,4.0,1.0,13.0,0.0,6.0,5.0,1.0,12,1686231,945836,,,36061.0,602.0,0.0,0.0,B9710,,,3.0,10012,Z,Z99,0.613592,10012,5602.0,5600.0,36061.0,,1998,NY,10012,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A31,A
6859,133573140,199912,200017,29491092006170,,N,Y,0,1,1999,3,1,1,3,561,430,4,0,0,0,0,0,0,300,434,426,8,300,3,0,1,526,0,0,0,0,0,526,0,25,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4,0,126,1,0,1,0,20,0,0,526,0,526,0,0,0,0,0,0,0,0,0,0,515,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JACK GALEF ARTS FOUNDATION INC,% GOLOMB SINDEL AND DIBLE,185 MADISON AVE STE 1600,NEW YORK,NY,10016-4325,0.0,3.0,2000.0,199205.0,1.0,4.0,1.0,13.0,0.0,1.0,1.0,1.0,12,725,355,,,36061.0,561.0,914.0,119.0,B9710,,,3.0,10016,Z,Z99,0.331357,10016,5602.0,5600.0,36061.0,,1999,NY,10016,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A12,A
6861,133573737,199812,200004,29491015028070,A23Z,N,Y,0,1,1998,3,1,3,3,92,82532,87,0,0,0,0,0,24750,0,82619,83400,-781,82109,0,0,0,7124,0,0,0,0,300,5833,0,285,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,83400,0,82109,0,0,0,0,0,5833,0,6824,0,0,0,0,0,0,0,0,0,0,5783,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FINNISH FOUNDATION FOR VISUAL ARTS INC,% CHRISTY & VIENER,799 BROADWAY RM 527,NEW YORK,NY,10003-6811,0.0,3.0,1000.0,199011.0,1.0,4.0,1.0,13.0,0.0,1.0,2.0,1.0,12,3370,23758,,,36061.0,92.0,0.0,0.0,B9710,,,3.0,10003,A,A23,0.0768154,10003,5602.0,5600.0,36061.0,,1998,NY,10003,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A23,A
6862,133573803,199912,200047,29491267007130,A31Z,N,Y,0,1,1999,3,4,6,3,119,1362721,7224,0,0,0,0,0,0,1271783,1369945,1371940,-1995,1284718,7224,72,0,388473,0,0,0,0,820,403673,0,23396,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,7224,0,100157,0,12935,0,0,0,0,254600,403673,0,387653,72,0,0,0,0,0,0,0,72,0,475037,23324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FILM FOUNDATION INC,% STARR & COMPANY,350 PARK AVENUE 9TH FL,NEW YORK,NY,10022-6022,0.0,3.0,1000.0,199008.0,1.0,4.0,1.0,13.0,0.0,2.0,4.0,10.0,12,11972,235100,,,36061.0,994.0,0.0,0.0,B9710,,,3.0,10022,A,A31,0.9415459999999999,10022,5602.0,5600.0,36061.0,,1999,NY,10022,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A31,A
6869,133576913,199812,200005,29491022018060,,N,Y,0,1,1998,2,3,4,3,119,197435,0,0,0,0,0,0,0,0,197435,185256,12179,185256,0,0,0,28359,0,0,0,0,60000,28359,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,185256,0,185256,0,0,28359,0,0,28359,60000,-31641,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ART KALEIDOSCOPE FOUNDATION INC,% GOTTFRIED,225 W 34TH ST STE 1800,NEW YORK,NY,10122-1899,0.0,3.0,2000.0,199205.0,1.0,3.0,1.0,13.0,0.0,1.0,2.0,1.0,12,8621,12049,,,36061.0,119.0,91.0,0.0,B9710,,,3.0,10122,Z,Z99,0.108627,10122,5602.0,5600.0,36061.0,,1998,NY,10122,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A12,A
6903,133591085,199912,200031,29491134001010,A42Z,N,Y,0,1,1999,3,6,2,3,91,0,0,4559,0,0,9600,55,0,0,14214,18949,-4735,0,4559,91,14214,1413896,0,0,0,0,0,1413896,886,5639,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,8000,4559,14214,18949,0,0,0,0,0,0,0,1413896,0,1413896,91,0,0,0,0,0,0,0,91,0,114500,5548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LISETTE MODEL FOUNDATION INC,% BLUM GERSEN AND WOOD ESQ,270 MADISON AVE,NEW YORK,NY,10016-0601,0.0,3.0,1000.0,199604.0,1.0,4.0,1.0,11.0,0.0,6.0,3.0,1.0,12,1433213,35553,,,36061.0,91.0,0.0,0.0,B9710,,,3.0,10016,A,A42,0.9219120000000001,10016,5602.0,5600.0,36061.0,,1999,NY,10016,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A40,A
6904,133591637,199912,200035,29491134104120,,N,Y,0,1,1999,3,4,3,3,90,4000,29458,4309,0,0,0,0,0,0,37767,313216,-275449,302908,28834,577,28932,487782,388438,0,0,388438,0,487782,0,32091,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,33767,33767,313216,4933,302908,4933,4835,30215,0,0,487782,0,487782,577,0,0,800,0,0,0,0,-223,223,651584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROBERT CRAFT MUSIC FOUNDATION INC,% KELLEY DRYE & WARREN,667 MADISON AVE 20TH FLR,NEW YORK,NY,10021-8029,0.0,3.0,2000.0,199012.0,1.0,4.0,1.0,13.0,0.0,5.0,6.0,1.0,12,909349,2433966,,,36061.0,90.0,119.0,0.0,B9710,,,3.0,10021,Z,Z99,0.9298559999999999,10021,5602.0,5600.0,36061.0,,1999,NY,10021,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A40,A
6935,133599581,199912,200030,29491134153120,,N,Y,0,1,1999,3,3,1,3,200,0,446,0,0,0,0,0,0,0,446,4399,-3953,4225,279,6,0,55748,0,0,0,0,0,55748,0,2916,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,446,0,4399,0,4225,167,0,55748,0,0,55748,0,55748,6,0,0,0,0,0,0,0,6,0,59215,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRIENDS OF FAI THE ITALIAN ENVIRONMENT FOUNDATION INC,FMA,30 ROCKEFELLER PLZ,NEW YORK,NY,10112-0194,0.0,3.0,1000.0,199105.0,1.0,4.0,1.0,13.0,0.0,3.0,3.0,1.0,12,97543,81162,,,36061.0,200.0,0.0,0.0,B9710,,,3.0,10112,Z,Z99,0.09538789999999998,10112,5602.0,5600.0,36061.0,,1999,NY,10112,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A1123,A
6950,133609467,199812,200010,29491001063230,A31Z,N,Y,0,1,1998,3,3,3,3,200,28800,0,0,0,0,0,893,0,0,29693,14702,14991,0,0,0,1,32464,0,0,0,0,3633,28800,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,14702,0,0,0,0,32464,0,0,28800,0,28831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MEDIA FOR INTERNATIONAL DEVELOPMENT INC,% KATZ SCHNEEBERG & CO P C,62 LEROY ST 3E,NEW YORK,NY,10014-3948,0.0,3.0,1000.0,199110.0,1.0,4.0,1.0,13.0,0.0,1.0,4.0,1.0,12,4592,100102,,,36061.0,200.0,0.0,0.0,B9710,,,3.0,10014,A,A31,0.444988,10014,5602.0,5600.0,36061.0,,1998,NY,10014,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A31,A
6952,133610552,199912,200049,29491316054160,,N,Y,0,1,1999,3,1,1,3,200,0,15,0,0,0,0,0,0,0,15,892,-877,892,15,0,15,1324,0,0,0,0,0,1324,0,8400,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,15,15,892,0,892,0,0,0,0,0,1324,0,1324,0,0,0,0,0,0,0,0,0,0,171300,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRIENDS OF THE SOCIETY FOR COPTIC ARCHAEOLOGY INC,% MAGED F RIAD WHITMAN & RANSOM,200 PARK AVE,NEW YORK,NY,10166-0005,0.0,3.0,1000.0,199107.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,200.0,0.0,0.0,B9710,,,3.0,10166,Z,Z99,0.0549688,10166,5602.0,5600.0,36061.0,,1999,NY,10166,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A1170,A
6960,133614414,199912,200051,29491260020070,,N,Y,0,1,1999,3,6,4,3,92,279,101207,23276,0,0,0,1253,0,23980,132015,60141,71874,49116,95574,956,95574,1954194,0,0,0,0,0,1954194,0,96244,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6000,0,131735,131735,36161,0,25136,36161,36161,92948,0,0,1954194,0,1954194,956,0,0,592,0,0,0,3,367,0,1954193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATHANASIADES CULTURAL FOUNDATION INC,,30 96 42ND ST,ASTORIA,NY,11103-3031,0.0,3.0,1000.0,199302.0,1.0,4.0,1.0,11.0,0.0,6.0,6.0,1.0,12,1834128,1432062,,,36081.0,92.0,0.0,0.0,B9710,,,3.0,11103,Z,Z99,0.35249400000000003,11103,5602.0,5600.0,36081.0,,1999,NY,11103,ASTORIA,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A1220,A
