,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DOCLOCNO,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,REASON,P6UNRELB,P7INTXAT,P7DIVRIN,P7ESTRIN,P1RENTN,P7INVRIN,P1SECURN,P1OTHG,P1OTHC,P1OTHN,P1SPEVC,P1INVNTG,P1TOTREV,P1NETINC,P1CHGAS,P2TWAGES,P2TPYTAX,P4B_BOND,P4E_BOND,P4B_MORT,P4E_MORT,P4E_RET1,p4b_net,A4A_CNT,A4A_MEMT,A4A_BUST,A4A_IVST,A4A_TAXT,A4A_GVTT,A4A_OTHT,A4A_TOTT,A6OEXPB,A6NTLBB,A6NGLBB,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFFILCD,CLASSCD,RULEDATE,DEDCTCD,PRFNDNCD,ACTIVCD1,ACTIVCD2,ACTIVCD3,ORGCD,DISTRICT,ADVRULDT,TAXPD,ASSETCD,INCOMECD,FILREQCD,ACCPERMO,ASSETS,INCOME,NEGINC,SECNAME,ZIP5,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,zipnew,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,STYEAR,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,ARED,DEDUCTCD,FNDNCD,FRCD,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
11536,1,6,1,133696032,199705,1997,199823,29490143111058,,N,Y,,1,1996,1,3,4,200,0,0,0,0,0,0,0,0,138680,138680,138680,120982,50041,0,0,32343,50041,0,0,50041,0,0,0,0,0,0,0,0,0,0,0,0,138680,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,138680,17698,0,0,0,0,0,0,0,32343,32343,0,0,0,0,0,0,0,0,0,0,0,AMERICAN ASSOC OF APPAREL TEXTILE DESIGN STUDIOS AND AGENTS INC,% GOLDSTEIN & MORRIS,225 W 35TH ST STE 17 FL,NEW YORK,NY,10001-1904,0.0,3.0,3.0,199309.0,0.0,0.0,200.0,229.0,0.0,1.0,13.0,0.0,199705.0,3.0,4.0,0.0,5.0,50041,138680,,,10001.0,36061.0,5602.0,5600.0,A40,A,10001.0,36061.0,,O,O,0.62389,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10001.0,NEW YORK,1336960321997,A40,A,5,200.0,229.0,0.0,3.0,0.0,0.0,0.0,10.0,,PC,O,AR,A,IN,,A40,A,710000.0
11570,1,6,1,133718893,199712,1997,199827,29490157222048,,N,Y,,1,1997,1,3,3,200,0,37412,13548,13547,1724,0,0,0,30356,16809,67768,51842,37419,0,0,35041,37419,0,0,37419,0,0,0,0,0,0,0,0,0,0,0,0,15084,0,0,0,N,652,1072,0,0,0,1,0,0,0,0,0,54221,2379,0,0,0,0,0,0,0,35041,35041,0,0,0,0,0,0,0,0,0,0,0,ASSOCIATION OF AUTHORS REPRESENTATI VES,% CURTIS ASSOCIATES INC,235 W END AVE,NEW YORK,NY,10023-3631,0.0,3.0,1.0,199407.0,2.0,0.0,200.0,92.0,0.0,1.0,13.0,0.0,199712.0,3.0,3.0,0.0,12.0,37419,67768,,,10023.0,36061.0,5602.0,5600.0,A01,A,10023.0,36061.0,,O,O,0.030639999999999997,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10023.0,NEW YORK,1337188931997,A70,A,12,200.0,92.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A70,A,710000.0
11639,1,6,1,133757359,199712,1997,199851,29490339177138,,N,Y,,1,1997,1,3,5,200,0,0,0,0,0,0,0,0,860691,860691,860691,941172,-116784,0,0,125190,92468,161493,209252,0,0,0,0,0,0,0,0,0,0,0,0,0,855400,0,5291,0,N,0,0,0,0,0,0,0,0,0,0,0,860691,-80481,0,0,0,0,0,0,0,0,-36303,0,0,0,0,0,0,0,0,0,0,0,RADIO CREATIVE FUND INC,,261 MADISON AVE 23RD FLR,NEW YORK,NY,10016-2303,0.0,3.0,2.0,199605.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,199712.0,3.0,5.0,0.0,12.0,92468,860691,,,10016.0,36061.0,5602.0,5600.0,A01,A,10016.0,36061.0,,O,O,0.39455,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10016.0,NEW YORK,1337573591997,A34,A,12,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A34,A,513110.0
11682,1,6,1,133783521,199712,1997,199852,29490346139018,,N,Y,,1,1997,1,4,5,200,0,259493,0,0,1007,0,0,0,393494,393494,652987,513499,152661,0,0,185894,152661,0,0,152661,0,0,0,0,0,0,0,0,0,0,0,172721,162972,31812,24982,0,N,1007,0,0,0,0,0,0,0,0,204533,0,480266,-33233,0,137078,11986,0,0,0,0,185894,185894,0,0,0,0,0,0,0,0,0,0,0,NEW YORK NEW MEDIA ASSOCIATION INC,% KAREN PAGE,55 BROAD STREET,NEW YORK,NY,10004-2501,0.0,3.0,1.0,199605.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,199712.0,4.0,5.0,0.0,12.0,152661,652987,,,10004.0,36061.0,5602.0,5600.0,A01,A,10004.0,36061.0,,O,O,0.9441799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10004.0,NEW YORK,1337835211997,A30,B,12,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A30,A,510000.0
11861,1,3,1,133874026,199712,1997,199832,29490206099128,,N,Y,,40,1997,1,1,4,0,30386,0,0,0,0,13423,0,0,156180,156180,186566,46460,3000,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140106,0,16074,0,9,N,0,0,0,0,0,0,0,0,0,156180,0,46460,0,0,0,0,0,0,0,0,0,3000,107747,0,319002,0,0,0,426749,107747,0,0,0,VIENNESE OPERA BALL,,165 W 46TH ST STE 1112,NEW YORK,NY,10036-2516,0.0,,1.0,199409.0,,,,,,5.0,1.0,,,,,,,0,0,,,10036.0,36061.0,5602.0,5600.0,A12,A,,,,PC,S,0.76258,,ZB,A,A,IN,,Q,AR,AR,AR,Z99,B,,,1997,,,,1338740261997,A1260,B,12,0.0,0.0,0.0,3.0,0.0,1.0,15.0,10.0,,PC,S,ZB,A,OUT,S,A1260,A,813219.0
11883,1,0,1,133888983,199706,1997,199829,29490178052058,,N,Y,,40,1996,1,4,4,0,138475,0,6568,0,1136,0,0,0,7704,7704,146179,10000,243331,0,0,106054,243331,0,0,-1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,N,0,1136,0,0,0,6568,0,0,0,0,0,146179,136179,1098,0,0,0,0,0,0,0,106054,56054,0,0,0,0,0,56054,56054,0,0,0,NEW YORK MUSIC FOR YOUTH FOUNDATION,,,,NY,10022,,,,,,,,,,,,,,,,,,0,0,,,10022.0,36061.0,5602.0,5600.0,A12,A,,,,U,S,0.79003,,ZB,A,A,IN,,Q,AR,AR,AR,Z99,A,,,1996,,,,1338889831997,A12,A,6,,,,,,,,,,PC,S,ZB,A,OUT,S,A12,A,813219.0
12163,1,6,1,135546742,199712,1997,199829,29490171094128,,N,Y,,1,1997,1,4,5,92,0,150980,0,0,12308,0,0,0,386673,386673,537653,157886,384898,0,0,250200,386613,423,1715,0,0,0,0,0,0,0,0,0,0,0,0,244646,0,-84268,213987,0,N,12308,0,0,0,0,0,0,0,0,160378,0,293007,135121,0,39600,3369,0,0,0,0,0,249777,0,0,0,0,0,0,0,0,0,0,0,MYSTERY WRITERS OF AMERICA INC,,17 E 47TH ST 6 FLR,NEW YORK,NY,10017-1920,0.0,3.0,3.0,0.0,2.0,0.0,92.0,120.0,123.0,1.0,13.0,0.0,199712.0,4.0,5.0,0.0,12.0,386613,537653,,,10017.0,36061.0,5602.0,5600.0,A70,A,10017.0,36061.0,,O,O,0.28328000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10017.0,NEW YORK,1355467421997,A0370,A,12,92.0,120.0,123.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0370,A,813920.0
12238,1,6,1,135582856,199806,1998,199851,29490339144238,,N,Y,,1,1997,1,5,6,920,0,565706,0,0,15641,0,0,0,1085017,1085017,1650723,1603721,251298,0,0,446937,533851,242641,282553,0,0,0,0,0,0,0,0,0,0,0,0,0,1069376,0,0,0,Y,15641,0,0,0,0,0,0,0,0,0,0,1650723,47002,0,0,0,0,0,37081,36581,0,204296,0,0,0,0,0,0,0,0,0,0,0,AGA ASSOCIATION OF THE GRAPHIC ARTS,,330 SEVENTH AVE 9TH FLR,NEW YORK,NY,10001-0000,0.0,3.0,2.0,193903.0,2.0,0.0,920.0,59.0,566.0,1.0,13.0,0.0,199806.0,5.0,6.0,0.0,6.0,0,0,,,10001.0,36061.0,5602.0,5600.0,A01,A,10001.0,36061.0,,O,O,0.72251,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10001.0,NEW YORK,1355828561998,A0330,A,6,920.0,59.0,566.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0330,A,813920.0
12286,1,6,1,135614237,199712,1997,199825,29409157144118,,N,Y,,1,1997,1,3,3,65,1215,18785,0,0,230,0,0,0,23411,23411,43411,31292,27007,0,0,27051,29225,2218,2218,0,0,0,0,0,0,0,0,0,0,0,0,9965,0,7206,6000,0,N,0,0,0,0,230,0,0,0,0,17171,0,33446,2174,0,0,0,0,0,0,0,0,24833,0,0,0,0,0,0,0,0,0,0,0,AMERICAN ARTIST PROFESSIONAL LEAGUE INC,% SALMAGUNDI CLUB,47 FIFTH AVE,NEW YORK,NY,10003-4322,0.0,1.0,2.0,195503.0,2.0,0.0,65.0,207.0,119.0,1.0,13.0,0.0,199712.0,3.0,3.0,0.0,12.0,29225,43411,,,10003.0,36061.0,5602.0,5600.0,A01,A,10003.0,36061.0,,O,O,0.29479,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10003.0,NEW YORK,1356142371997,N80,A,12,65.0,207.0,119.0,1.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,N80,N,711211.0
12348,1,6,1,135651681,199712,1997,199838,29490248121378,,N,Y,,1,1997,1,3,4,120,0,73087,0,0,562,0,0,0,68821,68821,141908,152792,33021,0,0,43905,33021,0,0,33021,0,0,0,0,0,0,0,0,0,0,0,0,68259,0,0,0,N,562,0,0,0,0,0,0,0,0,0,0,141908,-10884,0,0,0,0,0,0,0,43905,43905,0,0,0,0,0,0,0,0,0,0,0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,,355 LEXINGTON AVE 17TH FLOOR,NEW YORK,NY,10017-6672,0.0,1.0,2.0,195909.0,2.0,0.0,120.0,328.0,279.0,1.0,13.0,0.0,199712.0,3.0,4.0,0.0,12.0,33021,141908,,,10017.0,36061.0,5602.0,5600.0,A33,A,10017.0,36061.0,,O,O,0.6934600000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10017.0,NEW YORK,1356516811997,A01,C,12,120.0,328.0,279.0,1.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A01,A,813319.0
12367,1,6,1,135658426,199712,1997,199827,29490157222058,A24Z,N,Y,,1,1997,1,5,6,200,0,350297,0,0,13638,0,0,0,674350,674350,1024647,1009443,574665,95573,0,681016,844702,121555,270037,15204,0,0,0,0,0,0,0,0,0,0,0,0,660712,0,0,0,Y,13638,0,0,0,0,0,0,0,0,0,0,1024647,15204,0,139715,18528,0,0,0,0,0,559461,0,0,0,0,0,0,0,0,0,0,0,AMERICAN HOME SEWING & CRAFT ASSN INC,,1350 BROADWAY STE 1601,NEW YORK,NY,10018-7802,0.0,3.0,2.0,197811.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,199712.0,5.0,6.0,0.0,12.0,0,0,,,10018.0,36061.0,5602.0,5600.0,A20,A,10018.0,36061.0,,O,O,0.5483100000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1997,NY,10018.0,NEW YORK,1356584261997,A20,A,12,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A20,A,710000.0
12561,1,6,1,136122376,199801,1998,199842,29490269032218,,N,Y,,1,1997,1,4,4,200,2065,7920,0,0,13414,0,0,0,340337,340337,350322,73844,275883,0,0,331522,435320,30029,159437,0,0,0,0,0,0,0,0,0,0,0,0,302088,13323,10877,635,0,N,13414,0,0,0,0,0,0,0,0,312965,0,48234,-25610,0,9100,696,0,0,0,0,0,301493,0,0,0,0,0,0,0,0,0,0,0,NEW YORK FINANCIAL WRITERS ASSOCIATION INC,,PO BOX 20281 GREELEY SQ STA,NEW YORK,NY,10001-0003,0.0,1.0,2.0,197901.0,2.0,0.0,200.0,205.0,0.0,1.0,13.0,0.0,199801.0,4.0,4.0,0.0,1.0,435320,350322,,,10001.0,36061.0,5602.0,5600.0,A01,A,10001.0,36061.0,,O,O,0.57328,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10001.0,NEW YORK,1361223761998,A70,A,1,200.0,205.0,0.0,1.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A70,A,710000.0
12637,1,6,1,136149730,199710,1997,199845,29490283141318,,N,Y,,1,1996,1,5,4,119,0,119650,0,0,40565,0,0,0,317389,317389,437039,541130,918031,0,0,1022122,918021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276824,0,0,0,N,40565,0,0,0,0,0,0,0,0,0,0,437039,-104091,0,253181,0,0,0,0,0,0,1022122,0,0,0,0,0,0,0,0,0,0,0,ART DEALERS ASSOCIATION OF AMERICA INC,,575 MADISON AVE 16TH FL,NEW YORK,NY,10022-2511,0.0,3.0,2.0,196307.0,2.0,0.0,119.0,0.0,0.0,1.0,13.0,0.0,199710.0,5.0,4.0,0.0,10.0,918021,437039,,,10022.0,36061.0,5602.0,5600.0,A01,A,10022.0,36061.0,,O,O,0.57717,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,1996,NY,10022.0,NEW YORK,1361497301997,A03,A,10,119.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A03,A,813920.0
12696,1,6,1,136162600,199712,1997,199824,29409143055068,,N,Y,,1,1997,1,3,3,120,48940,7650,0,0,630,0,0,0,630,630,57220,50701,26515,0,0,19996,31277,0,4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,630,0,0,0,0,0,0,57220,6519,0,0,0,0,0,0,0,0,19996,0,0,0,0,0,0,0,0,0,0,0,UNITED NATIONS CORRESPONDENTS ASSN,,UNITED NATIONS BLDG RM C 315,NEW YORK,NY,10017-0000,0.0,3.0,2.0,195107.0,2.0,0.0,120.0,0.0,0.0,5.0,13.0,0.0,199712.0,3.0,3.0,0.0,12.0,31277,57220,,,10017.0,36061.0,5602.0,5600.0,A30,A,10017.0,36061.0,,O,O,0.66659,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,1997,NY,10017.0,NEW YORK,1361626001997,A30,B,12,120.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A30,A,510000.0
12868,1,9,1,136227399,199803,1998,199852,29490346152158,,N,Y,,20,1997,1,1,7,264,0,27372,5977476,5982609,146121,0,0,0,6123597,140988,6150969,483081,0,0,0,3112067,0,18767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,146121,0,0,0,-5133,0,0,0,0,0,168360,-314721,-2778579,0,0,0,0,0,0,3093300,3093300,0,0,0,0,0,0,0,0,0,0,0,PRINTERS LEAGUE LOCAL 43 WELFARE FUND,,27 UNION SQUARE,NEW YORK,NY,10003-3305,0.0,,1000.0,196811.0,,,,,,2.0,13.0,,,,,,,0,0,,,10003.0,36061.0,5602.0,5600.0,A33,A,,,,O,O,0.59083,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,1997,,,,1362273991998,A33,A,3,264.0,279.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,OUT,S,A33,A,511100.0
19008,1,4,1,222805952,199712,1997,199852,29490346100328,,N,Y,,1,1997,1,5,4,119,180308,0,0,0,164,30593,0,0,164,164,180472,172965,629482,18000,0,816122,782763,194147,153281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,164,0,0,0,0,0,0,0,0,0,0,180472,7507,0,13200,2773,0,0,190122,144043,0,621975,0,0,0,0,0,0,0,0,0,0,0,JAPANESE HERITAGE FOUNDATION INC,,401 FIFTH AVE STE 2ND FL,NEW YORK,NY,10016-3317,0.0,3.0,3.0,199001.0,2.0,0.0,119.0,0.0,0.0,1.0,13.0,0.0,199712.0,5.0,4.0,0.0,12.0,782763,180472,,,10016.0,36061.0,5602.0,5600.0,A23,A,10016.0,36061.0,,O,O,0.22429000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,1997,NY,10016.0,NEW YORK,2228059521997,A23,A,12,119.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A23,A,710000.0
19519,1,6,1,223075802,199712,1997,199823,29490143069148,,N,Y,,1,1997,1,4,4,123,0,72500,0,0,0,0,0,0,302992,302992,375492,358512,109370,0,0,92390,109370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302992,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,375492,16980,0,0,0,0,0,0,0,0,92390,0,0,0,0,0,0,0,0,0,0,0,UNINTERRUPTIBLE UPTIME USERS GROUP SOCIETY UUUG,,PO BOX 3697,NEW YORK,NY,10163-3697,0.0,3.0,2.0,199201.0,2.0,0.0,123.0,200.0,0.0,1.0,13.0,0.0,199712.0,4.0,4.0,0.0,12.0,109370,375492,,UUUG,10163.0,36061.0,5602.0,5600.0,A70,A,10163.0,36061.0,,O,O,0.55882,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10163.0,NEW YORK,2230758021997,A70,C,12,123.0,200.0,0.0,3.0,0.0,2.0,0.0,10.0,UUUG,PC,O,AR,A,IN,,A70,A,710000.0
20628,1,6,1,226067322,199608,1996,199704,19490349050096,A62Z,N,Y,,1,1995,1,3,3,119,0,10479,0,0,2203,0,0,0,29630,29630,40109,46388,62370,1300,0,69249,62970,600,600,62370,0,0,0,0,0,0,0,0,0,0,0,0,27427,0,0,9,N,2203,0,0,0,0,0,0,0,0,0,0,40109,-6279,0,0,0,0,0,0,0,68649,68649,0,42873,153162,5838,0,0,201979,48817,0,0,0,DANCE MASTERS OF AMERICA NEW YORK CITY CHAPTER INC,% ROBERT MANN,PO BOX 610533,BAYSIDE,NY,11361-0533,0.0,3.0,2.0,196406.0,2.0,0.0,119.0,59.0,205.0,1.0,11.0,0.0,199708.0,3.0,3.0,0.0,8.0,67361,39019,,,11361.0,36081.0,5602.0,5600.0,A62,A,11361.0,36081.0,,O,O,0.19612000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,1995,NY,11361.0,BAYSIDE,2260673221996,A62,A,8,119.0,59.0,205.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A62,A,711120.0
23462,1,9,1,232478238,199708,1997,199821,29490122025088,,N,Y,,1,1996,1,4,5,264,0,0,0,0,22843,0,0,0,844372,844372,844372,635358,207334,0,0,12320,221334,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,821529,0,0,0,N,5999,16844,0,0,0,0,0,0,0,0,0,844372,209014,0,0,0,0,0,0,0,0,-1680,0,0,0,0,0,0,0,0,0,0,0,CAMI INSURANCE BENEFIT PLAN,,165 W 57TH ST,NEW YORK,NY,10019-2201,0.0,3.0,1.0,199111.0,2.0,0.0,264.0,265.0,263.0,2.0,13.0,0.0,199708.0,4.0,5.0,0.0,8.0,221334,844372,,COLUMBIA ARTISTS MANAGEMENT INC INS,10019.0,36061.0,5602.0,5600.0,A99,A,10019.0,36061.0,,O,O,0.66178,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1996,NY,10019.0,NEW YORK,2324782381997,A0240,A,8,264.0,265.0,263.0,3.0,0.0,2.0,0.0,10.0,CAMI INSURANCE BENEFIT PLAN,PC,O,AR,A,IN,,A0240,A,541618.0
29632,1,6,1,237164969,199806,1998,199851,29490346086138,,N,Y,,1,1997,1,4,5,920,0,488660,14660,0,18598,0,20296,-13106,139098,118802,627758,539341,364853,94723,0,304096,451609,29583,86756,364853,0,0,0,0,0,0,0,0,0,0,0,0,98650,0,0,0,N,18598,0,0,0,0,14660,0,0,0,0,7190,607462,68121,22219,101804,13372,0,0,0,0,274513,274513,0,0,0,0,0,0,0,0,0,0,0,ASSOCIATION OF ART MUSEUM DIRECTORS,,630 THIRD AVE 10TH FL,NEW YORK,NY,10017-6705,0.0,3.0,2.0,197203.0,2.0,0.0,920.0,59.0,119.0,1.0,13.0,0.0,199806.0,4.0,5.0,0.0,6.0,451609,627758,,,10017.0,36061.0,5602.0,5600.0,A01,A,10017.0,36061.0,,O,O,0.63285,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10017.0,NEW YORK,2371649691998,A50,A,6,920.0,59.0,119.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A0351,A,813920.0
32469,1,5,1,237323039,199706,1997,199810,29409045056428,A63Z,N,Y,,1,1996,1,1,3,119,28665,0,0,0,96,0,0,0,9096,9096,37761,35351,6498,0,0,4088,6498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,9,N,0,0,0,0,96,0,0,0,0,0,0,37761,2410,0,0,0,0,0,0,0,0,4088,137320,0,2430,35,0,0,139785,137355,0,0,0,KATHRYN POSIN DANCE FOUNDATION INC,% TREAS,20 BOND ST,NEW YORK,NY,10012-2406,0.0,3.0,1.0,197310.0,1.0,16.0,119.0,59.0,0.0,1.0,13.0,0.0,199706.0,1.0,3.0,0.0,6.0,6498,37761,,,10012.0,36061.0,5602.0,5600.0,A63,A,10012.0,36061.0,,O,O,0.05063,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,1996,NY,10012.0,NEW YORK,2373230391997,A63,A,6,119.0,59.0,0.0,3.0,0.0,1.0,16.0,10.0,,PC,O,AR,A,IN,,A63,A,711120.0
33237,1,6,1,237364191,199712,1997,199828,29490164106268,,N,Y,,1,1997,1,4,4,126,0,143934,0,0,7270,0,0,0,7270,7270,151204,118936,166818,0,0,134550,166818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,7270,0,0,0,0,0,0,0,0,0,0,151204,32268,0,0,0,0,0,0,0,0,134550,0,0,0,0,0,0,0,0,0,0,0,STRUCTURAL STEEL PAINTING PROMOTION AND SAFETY FUND,G CAMPBELL,31 40 COLLEGE POINT BLVD,FLUSHING,NY,11354-2527,0.0,3.0,1.0,199610.0,2.0,0.0,126.0,0.0,0.0,2.0,11.0,0.0,199712.0,4.0,4.0,0.0,12.0,166818,151204,,NEW YORK STRUCTURAL STEEL PAINTING,11354.0,36081.0,5602.0,5600.0,A01,A,11354.0,36081.0,,O,O,0.72085,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36081.0,1997,NY,11354.0,FLUSHING,2373641911997,E70,A,12,126.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,NEW YORK STRUCTURAL STEEL PAINTING,PC,O,AR,A,IN,,S41,S,813910.0
34192,1,6,1,237411166,199712,1997,199824,29490150119248,,N,Y,,20,1997,1,5,5,200,12000,611307,0,0,40965,0,0,0,41145,41145,664452,752263,51121,0,0,934433,781489,818411,730368,51121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,N,40965,0,0,0,0,0,0,0,0,0,0,664452,-87811,22910,0,0,0,0,0,0,116022,116022,0,0,0,0,0,0,0,0,0,0,0,LIBERIAN SHIPOWNERS COUNCIL LTD,,99 PARK AVE RM 1700,NEW YORK,NY,10016-1609,0.0,,2.0,197612.0,,,,,,1.0,1.0,,,,,,,0,0,,,10016.0,36061.0,5602.0,5600.0,A01,A,,,,O,O,0.68818,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,1997,,,,2374111661997,A23,A,12,200.0,914.0,480.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,OUT,S,A23,A,710000.0
43492,1,6,1,330274349,199712,1997,199815,29490094015048,,N,Y,,1,1997,1,4,5,200,0,204381,0,0,7132,0,0,0,367669,367669,572050,523967,144453,0,0,96370,144453,0,0,144453,0,0,0,0,0,0,0,0,0,0,0,0,360533,0,0,0,N,7132,0,0,0,0,0,0,0,0,0,0,572050,48083,0,79123,0,0,0,0,0,96370,96370,0,0,0,0,0,0,0,0,0,0,0,THEATRICAL DEALERS ASSOCIATION,,875 SIXTH AVE STE 2302,NEW YORK,NY,10001-3507,0.0,3.0,1.0,198809.0,2.0,0.0,200.0,0.0,0.0,1.0,13.0,0.0,199712.0,4.0,5.0,0.0,12.0,144453,572050,,,10001.0,36061.0,5602.0,5600.0,A01,A,10001.0,36061.0,,O,O,0.67451,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10001.0,NEW YORK,3302743491997,A65,B,12,200.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A65,A,711110.0
51298,1,6,1,356048417,199712,1997,199827,29490157226208,,N,Y,,1,1997,1,4,4,65,250693,40000,0,0,6702,0,0,0,6702,6702,297395,220671,383317,0,0,320683,396031,14090,12714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,6702,0,0,0,0,0,0,0,0,0,0,297395,76724,0,0,0,0,0,0,0,0,306593,0,0,0,0,0,0,0,0,0,0,0,NATIONAL ASSOCIATION OF BAND INSTRUMENT MANUFACTURERS INCORPORA,,38 W 21ST ST 5TH FLR,NEW YORK,NY,10010-6906,0.0,1.0,2.0,193505.0,2.0,0.0,65.0,207.0,200.0,1.0,13.0,0.0,199712.0,4.0,4.0,0.0,12.0,396031,297395,,,10010.0,36061.0,5602.0,5600.0,A01,A,10010.0,36061.0,,O,O,0.72106,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,1997,NY,10010.0,NEW YORK,3560484171997,A6C,A,12,65.0,207.0,200.0,1.0,0.0,2.0,0.0,10.0,,PC,O,AR,A,IN,,A6C,A,711130.0
