,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,STYEAR,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,FIPS,MSA_NECH,PMSA,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,NteeFinal,nteeFinal1
17987,201512804,200512,,,,,,,,,,,3,,1200,0,0,0,0,0,0,0,1200,1278,-78,0,0,0,1,0,0,0,0,5768,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,-5768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,201512804200512.0,2015128042005.0,core05pf,0,0,11354.0,AMERICAN FUJIAN ARTIST ASSOCIATION INC,,15402 33RD AVE,FLUSHING,NY,11354-3314,0.0,3.0,1.0,200607.0,1.0,15.0,0.0,0.0,0.0,1.0,11.0,200812.0,20.0,12,,,0.0,N,,36081.0,5602.0,5600.0,,A23,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.7669600000000001,PC,O,AR,A,,,A23,A
18021,201547673,200612,200751.0,29491335186037.0,T23,N,Y,0.0,1.0,2.0,6.0,6.0,3,0.0,2369939,19481,0,0,0,0,0,832820,2389420,1167818,1221602,1118301,0,0,1236833,0,0,0,0,0,1226833,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,19481,19481,334998,49517,285481,49517,49517,37881,0,0,1226833,0,1236833,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1403782,477401,183335,0,2064518,1236833,15133,0,0,1251966,1236833,15133,0,0,1251966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,201547673200612.0,2015476732006.0,rtf06pf,0,0,10017.0,GAETANO FILANGIERI PHILOSOPHICAL SOCIETY OF AMERICA INC,LAWRENCE AURIANA,140 E 45TH ST,NEW YORK,NY,10017-3144,0.0,3.0,2.0,200512.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A70,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.5543600000000001,PC,O,AR,A,,,A70,A
18232,201766629,200612,200740.0,29491258065027.0,A12,N,Y,0.0,1.0,3.0,1.0,1.0,3,0.0,0,20,0,0,0,0,0,0,20,3416,-3396,3416,20,0,1036,0,0,0,0,7631,1036,0,43,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,20,0,3416,0,3416,0,0,1036,0,0,1036,0,-6595,0,0,0,0,0,0,0,0,0,0,871,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,201766629200612.0,2017666292006.0,rtf06pf,0,0,10036.0,FINE ART RESTORATION FOUNDATION,THEODORE W STRIGGLES,19 W 44TH ST STE 1108,NEW YORK,NY,10036-6101,0.0,3.0,1.0,200507.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.95919,PC,O,AR,A,,,A40,A
18262,201781329,200509,,,,,,,,,,,3,,31855,0,0,0,0,0,0,0,31855,26100,5755,0,0,0,5755,0,0,0,0,0,5755,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,26100,0,0,0,0,5755,0,0,0,0,5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2005,201781329200509.0,2017813292005.0,core05pf,0,0,10002.0,US FUZHOU LANG QU HAI YU UNITED ASSOCIATION INC,LIN GUAN ZHOU,43 MARKET ST,NEW YORK,NY,10002-7203,0.0,3.0,1.0,200603.0,1.0,15.0,0.0,0.0,0.0,1.0,13.0,200812.0,10.0,9,,,0.0,N,,36061.0,5602.0,5600.0,,A23,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.52362,PC,O,AR,A,,,A23,A
18708,202011199,200612,200743.0,29491279029047.0,F12,N,Y,0.0,1.0,3.0,4.0,2.0,3,0.0,0,23067,0,0,0,0,0,22900,23067,24666,-1599,22900,23067,21301,454156,0,0,0,0,0,1,21269,22593,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,23067,23067,1766,0,0,0,1766,3771,0,0,0,0,454156,461,0,0,0,0,0,0,0,0,461,458733,22132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,202011199200612.0,2020111992006.0,rtf06pf,461,0,11106.0,FLORENCE TYSON FUND FOR THE CREATIVE ARTS THERAPIES INC,CHRISTOPHER BANDINI,2521 31ST AVE APT D25,ASTORIA,NY,11106-3617,0.0,3.0,1.0,200601.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,,0.0,N,,36081.0,5602.0,5600.0,,A12,,B,A,T,PU,OT,PU,IN,,PF,S,ZC,T,0.42635,PF,S,ZC,T,,,A12,A
19165,202289358,200612,200725.0,29491161013147.0,Q21,N,Y,0.0,1.0,3.0,1.0,3.0,3,0.0,30000,0,0,0,0,0,0,26000,30000,26137,3863,26137,0,0,3863,0,0,0,0,0,3863,0,95,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,137,0,0,0,0,3863,0,0,3863,0,3863,0,0,0,0,0,0,0,0,0,0,1932,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,202289358200612.0,2022893582006.0,rtf06pf,0,0,10022.0,DOMINICAN AMERICAN CULTURE INTERCHANGE FOUNDATION,PAUL HASTINGS JANOFSKY & WALKER L,75 E 55TH ST,NEW YORK,NY,10022-3205,0.0,3.0,2.0,200602.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A23,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.14874,PC,O,AR,A,,,A23,A
19727,203156955,200612,200724.0,29491153092057.0,A12,N,Y,0.0,1.0,3.0,7.0,6.0,3,0.0,0,163965,113602,-2891,0,0,29384,3000000,274676,3075794,-2801118,3025838,232367,0,7181648,3268215,1808705,1971525,7048445,0,7288022,0,385820,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,277567,0,75794,45200,25838,45200,0,0,0,0,7288022,0,7181648,2324,0,0,2684,0,0,0,0,0,2324,7833915,383496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,203156955200612.0,2031569552006.0,rtf06pf,-360,0,10038.0,VIVIAN G PRINS FOUNDATION,STROOCK & STROOCK & LAVAN LLP,180 MAIDEN LN,NEW YORK,NY,10038-4925,0.0,3.0,1.0,200601.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12,,YF.,0.0,Y,M,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.69448,PC,S,ZB,A,,,A12,A
20103,203562379,200609,200742.0,29491272026017.0,M20,N,Y,0.0,1.0,3.0,1.0,3.0,3,0.0,45121,0,0,0,0,0,0,26500,45121,44299,822,44171,0,0,822,0,0,0,0,0,822,0,84,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,17799,0,17671,0,0,822,0,0,822,0,822,0,0,0,0,0,0,0,0,0,0,1698,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,203562379200609.0,2035623792006.0,rtf06pf,0,0,10019.0,WARNER MUSIC GROUP CHARITABLE FOUNDATION,SECRETARY,75 ROCKEFELLER PLAZA,NEW YORK,NY,10019-6908,0.0,3.0,1.0,200510.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,,0.0,N,,36061.0,5602.0,5600.0,,A68,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.055889999999999995,PC,O,AR,A,,,A68,A
20452,203867212,200612,200749.0,29491202051057.0,T23,N,Y,0.0,1.0,3.0,6.0,4.0,3,0.0,149119,0,0,0,0,0,0,0,149119,50327,98792,50327,0,0,1509667,0,0,0,0,0,1838292,0,0,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,50327,0,50327,0,0,8492,0,0,1838292,0,1509667,0,0,0,0,0,0,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,203867212200612.0,2038672122006.0,rtf06pf,0,0,10023.0,AMERICAN DECORATIVE ART 1900 FOUNDATION,BRUCE BARNES,1 W 72ND ST APT 63,NEW YORK,NY,10023-3423,0.0,3.0,1.0,200709.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,2.0,N,,36061.0,5602.0,5600.0,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.57423,PC,O,AR,A,,,A40,A
20907,204004329,200611,200745.0,29491293071247.0,T22,N,Y,0.0,1.0,3.0,5.0,5.0,3,0.0,903600,0,0,0,0,0,0,0,903600,0,903600,0,0,0,903600,0,0,0,0,0,903600,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,903600,0,903600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,204004329200611.0,2040043292006.0,rtf06pf,0,0,10022.0,A&M PENN PHOTOGRAPHY FOUNDATION,ELMROCK CAPITAL INC,150 E 52ND ST 8TH FLR,NEW YORK,NY,10022-6017,0.0,3.0,2.0,200604.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,11,,,0.0,N,,36061.0,5602.0,5600.0,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.50161,PC,O,AR,A,,,A40,A
20991,204144184,200512,200719.0,29491301022006.0,A51,N,Y,0.0,1.0,2.0,6.0,6.0,3,0.0,2500000,0,0,0,0,0,0,0,2500000,0,2500000,0,0,0,2500000,0,0,0,0,0,2500000,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2500000,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,204144184200512.0,2041441842005.0,rtf06pf,0,0,10017.0,KALLIR FAMILY FOUNDATION,PRAGER AND FENTON LLP,675 THIRD AVE,NEW YORK,NY,10017-5707,0.0,3.0,2.0,200605.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A51,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.17640999999999998,PC,O,AR,A,,,A51,A
23011,222436291,200610,200740.0,29491258001017.0,,N,Y,0.0,1.0,3.0,1.0,3.0,3,29.0,38572,0,0,0,0,0,0,0,38572,41885,-3313,41566,0,0,3645,0,0,0,0,0,3645,0,325,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,41885,0,41566,0,0,0,0,0,3645,0,3645,0,0,0,0,0,0,0,0,0,0,6512,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,222436291200610.0,2224362912006.0,rtf06pf,0,0,10017.0,AMERICAN FRIENDS OF ITALIAN JEWRY INC,KOENIG RATNER & MOTT PC,369 LEXINGTON AVE,NEW YORK,NY,10017-6506,0.0,3.0,1.0,198305.0,1.0,4.0,29.0,994.0,0.0,1.0,13.0,0.0,1.0,10,,,0.0,N,,36061.0,5602.0,5600.0,,A1123,23.0,A,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.9586399999999999,PC,S,ZA,A,,,A1123,A
23125,222530466,200512,,,,,,,,,,,3,,55794,0,0,0,0,1746,0,8500,57540,225556,-168016,8500,0,0,1626,0,0,0,0,593102,1626,0,260,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,217056,0,0,0,0,1626,0,0,0,0,-591476,0,0,0,0,0,0,0,0,0,0,5280,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,222530466200512.0,2225304662005.0,core05pf,0,0,10012.0,ISE CULTURAL FOUNDATION INC,,555 BROADWAY,NEW YORK,NY,10012-3919,0.0,3.0,2.0,198408.0,1.0,4.0,93.0,90.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A1220,20.0,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.49063,PC,S,ZB,A,,,A1220,A
23641,222809914,200612,200749.0,29491251070067.0,A68Z,N,Y,0.0,1.0,3.0,3.0,3.0,3,90.0,0,88,36,-78856,0,0,850,5310,-78732,7908,-86640,5310,124,0,37111,0,0,0,0,0,37111,0,1828,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,124,0,2598,0,0,0,0,0,0,0,37111,0,37111,1,0,0,0,0,0,0,0,0,1,37112,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,222809914200612.0,2228099142006.0,rtf06pf,1,0,10023.0,MUSIC AND MORE INC,GANER,1995 BROADWAY FL 16,NEW YORK,NY,10023-5882,0.0,3.0,1.0,198708.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,0.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A68,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.00275,PC,O,AR,A,,,A68,A
24287,223281324,200612,200725.0,29491153134157.0,Z99Z,N,Y,0.0,32.0,3.0,1.0,1.0,3,994.0,0,3,0,0,0,5140,0,0,5143,1829,3314,0,3,3314,740,0,0,0,0,0,7740,0,225,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3,5143,1829,0,0,0,1829,7740,0,0,4426,0,7740,0,0,0,0,0,0,0,0,0,0,4565,0,225,399,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,266,354,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,223281324200612.0,2232813242006.0,rtf06pf,0,0,10019.0,NOVALIGHT ARTS INC,,310 W 55TH ST APT 6K,NEW YORK,NY,10019-5123,0.0,3.0,1.0,199502.0,1.0,4.0,994.0,90.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,M,36061.0,5602.0,5600.0,,A99,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.74967,PC,O,AR,A,,,A99,A
24670,223525125,200606,200703.0,29491343033026.0,,N,Y,0.0,1.0,2.0,5.0,2.0,3,998.0,0,0,17505,0,0,0,0,28400,17505,41338,-23833,28400,17505,17505,730261,0,0,0,0,0,746111,0,26299,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,17505,17505,12938,0,0,0,0,0,0,0,746111,0,730261,350,0,0,0,0,0,0,0,0,350,533993,25949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,223525125200606.0,2235251252006.0,rtf06pf,350,0,10118.0,MERL ART FOUNDATION INC,LONNIE WOLLIN,350 5TH AVE STE 2822,NEW YORK,NY,10118-2896,0.0,3.0,2.0,199811.0,1.0,3.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,0.0,N,M,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.20973000000000003,PC,S,ZB,A,,,A12,A
24674,223527668,200606,200710.0,29491048002177.0,A40Z,N,Y,0.0,1.0,2.0,6.0,3.0,3,60.0,0,72,15901,83428,0,0,0,0,108651,47008,61643,650,78366,0,2028749,0,603230,0,603230,406000,2133471,0,69528,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,9250,0,108651,29883,47008,30285,650,30285,30285,11518,0,0,2133471,406000,1622749,784,0,0,133,0,700,0,0,49,784,1411741,0,0,25430,16075,15072,56577,93900,63000,63000,78500,298400,0,0,0,0,0,0,0,0,0,0,46352,49255,49255,37209,182071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,223527668200606.0,2235276682006.0,rtf06pf,-49,0,10118.0,YATES ART FOUNDATION INC,L WOLLIN,350 5TH AVE STE 2822,NEW YORK,NY,10118-2896,0.0,3.0,1.0,199803.0,1.0,3.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.9548700000000001,PC,S,ZB,A,,,A12,A
24998,223668584,200606,200725.0,29491153302247.0,A54,N,Y,0.0,1.0,2.0,6.0,4.0,3,0.0,200000,0,1213,0,0,0,0,0,201213,318896,-117683,283817,0,0,1861638,0,0,0,0,0,2055330,0,101060,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1213,0,318896,3925,283817,3925,0,26063,0,0,2055330,0,1861638,0,0,0,0,0,0,0,0,0,0,2051987,0,101060,103433,103594,103444,411531,283817,295063,256331,242055,1077266,2055330,2141859,2139645,2039083,8375917,2055330,2141859,2139645,2039083,8375917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,223668584200606.0,2236685842006.0,rtf06pf,0,0,10016.0,CWJ CLASSIC AUTOMOBILE MUSEUM INC,BEHAN LING & RUTA CPAS PC,475 PARK AVENUE SOUTH 31/FL,NEW YORK,NY,10016-6901,0.0,3.0,1.0,200009.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A50,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.22294,PC,O,AR,A,,,A50,A
26097,226799567,200612,200752.0,29491335225117.0,T23,N,Y,0.0,25.0,2.0,9.0,9.0,3,0.0,49674177,614299,1674473,-220554,390008,1077484,311577,0,53823720,15563453,38260267,12201372,2472532,2472534,177346045,5188221,0,0,5188221,801258,177346045,0,3191138,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,613833,354813,2902605,4370097,15563453,430073,12201372,430073,1897563,424925,0,86955712,177346045,0,176544787,0,0,0,0,0,0,0,0,0,0,64794677,0,2472534,1558350,1091942,532801,5655627,17112715,12337125,13458762,18228528,61137130,0,0,0,0,0,0,0,0,0,0,2127425,1210196,1762331,2370938,7470890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,226799567200612.0,2267995672006.0,rtf06pf,0,0,10011.0,SHELLEY & DONALD RUBIN CULTURAL TR UA 05111999,SHELLEY & DONALD RUBIN CULTURAL T,150 W 17TH ST,NEW YORK,NY,10011-5402,0.0,3.0,2.0,199908.0,1.0,3.0,0.0,0.0,0.0,2.0,13.0,201012.0,1.0,12,RUBIN MUSEUM OF ART,,0.0,N,,36061.0,5602.0,5600.0,,A50,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.47706000000000004,PC,O,AR,A,,,A50,A
28664,237044630,200705,200738.0,29491244018227.0,,N,Y,0.0,1.0,3.0,1.0,0.0,3,119.0,0,0,0,0,0,0,0,0,0,424,-424,0,0,0,1028,0,0,0,0,0,1028,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,424,0,0,0,0,1028,0,0,1028,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2007,237044630200705.0,2370446302007.0,rtf06pf,0,0,10025.0,RIVERSIDE THEATER WORKSHOP INC,,280 RIVERSIDE DR APT 10E,NEW YORK,NY,10025-9027,0.0,3.0,1.0,196912.0,1.0,4.0,119.0,59.0,0.0,1.0,13.0,0.0,1.0,5,,,0.0,N,,36061.0,5602.0,5600.0,,A65,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.25367,PC,O,AR,A,,,A65,A
28760,237055841,200612,200749.0,29491321079077.0,,N,Y,0.0,1.0,3.0,6.0,6.0,3,119.0,0,25765,11169,113334,0,0,0,81860,150268,143095,7173,112296,119469,0,1652846,0,0,0,0,0,1788734,0,86303,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,150268,0,61235,30799,30436,30799,0,17520,0,1605466,1788734,0,1652846,1195,0,0,288,0,2198,0,48,1243,1195,1752337,85108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,237055841200612.0,2370558412006.0,rtf06pf,-1243,0,10158.0,THE AMERICAN INDONESIAN CULTURAL AND EDUCATIONAL FOUNDATION INC,,605 3RD AVE STE 1501,NEW YORK,NY,10158-1599,0.0,3.0,1.0,197002.0,1.0,4.0,119.0,602.0,40.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A23,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.70358,PC,O,AR,A,,,A23,A
29225,237170979,200612,200739.0,29491251053217.0,,N,Y,0.0,1.0,3.0,1.0,1.0,3,90.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,237170979200612.0,2371709792006.0,rtf06pf,0,0,10024.0,CREATIVE OPERA COMPANY LTD,FRANCES EBERMAN,101 W 85TH ST STE 34,NEW YORK,NY,10024-4452,0.0,3.0,1.0,198008.0,1.0,4.0,90.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A6A,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.13731,PC,O,AR,A,,,A6A,A
29257,237179844,200701,200729.0,29491181169147.0,,N,Y,0.0,1.0,3.0,3.0,1.0,3,602.0,4165,1145,0,0,0,0,0,4685,5310,4697,613,4685,1145,1145,98919,0,0,0,0,0,98919,0,4931,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1145,1145,12,0,0,0,0,0,0,0,98919,0,98919,23,0,0,0,0,0,0,0,0,23,98613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2007,237179844200701.0,2371798442007.0,rtf06pf,23,0,11234.0,RANDI PRESS FOUNDATION,,2284 FLATBUSH AVE,BROOKLYN,NY,11234-4518,0.0,3.0,1.0,197302.0,1.0,4.0,602.0,0.0,0.0,1.0,11.0,0.0,1.0,1,,,0.0,N,,36047.0,5602.0,5600.0,,A33,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.64791,PC,O,AR,A,,,A33,A
