,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,DLN,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,censusTract,block,epostcard,SOURCE,KeyID,VERIFY,NetLandEstimate,NetLandCode,NetLandYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,GovGtEstimate,GovGtCode,GovGtYr,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,NumEmpEstimate,NumEmpCode,NumEmpYr,ProffeesEstimate,ProffeesCode,ProffeesYr,OccuEstimate,OccuCode,OccuYr,InterEstimate,InterCode,InterYr,GrantEstimate,GrantCode,GrantYr,DepRecEstimate,DepRecCode,DepRecYr,CommEstimate,CommCode,CommYr,AssIndEstimate,AssIndCode,AssIndYr,compothestimate,compothcode,compothyr,EmpBenEstimate,EmpBenCode,EmpBenYr,SupplyEstimate,SupplyCode,SupplyYr,PensionEstimate,PensionCode,PensionYr,benmemestimate,benmemCode,benmemYr,othexpestimate,othexpCode,othexpYr,PayAfflEstimate,PayAfflCode,PayAfflYr
731,131394732,WORKING THEATRE CO INC,,520 8TH AVE RM 303,NEW YORK,NY,10018-8635,10018.0,,,3,15.0,198801.0,1.0,6.0,88.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,301726,32336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,14450.0,9371.0,5079.0,0.0,0.0,0.0,14450,9371,5079,0,0,0,0,339141,339141,348512,0.0,114657.0,0.0,0.0,358098,-18957,,42275.0,37724,0.0,0.0,0.0,0.0,0.0,120693.0,135099,-78418.0,0.0,0.0,-97375,N,0,0,0.0,0.0,7,1410411,0,0,0,261753,0,0,0,0,0,0,1,rtf2013_990,201206.0,2012.0,93.0,287922.0,54221.0,0.0,0.0,0.0,0.0,0.0,15039.0,0.0,0.0,357182.0,350125.0,7057.0,0.0,75509.0,292.0,0.0,93,131394732_201306_990,IN,,131394732201306,1313947322013,,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.35705,A,711110.0,,,,,0,rtf13_990_VER,282155,0.0,0,f1,2013.0,0,f1,2013.0,14580,f1,2013,0,f1,2013,387,f1,2013,44787,c4,2006,256939,c4,2006,0,c4,2006,71,f1,2013,2500,f1,2013,12139,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,21642,f1,2013,0,f1,2013,21642,f1,2013,25166,f1,2013,12437,f1,2013,0,f1,2013,0,f1,2013,169557,f1,2013,0,f1,2013
747,132502177,CUNNINGHAM DANCE FOUNDATION INC,,130 W 56TH ST RM 707,NEW YORK,NY,10019-3962,10019.0,,A620,3,15.0,196608.0,1.0,6.0,119.0,59.0,40.0,3.0,1.0,1.0,1.0,20.0,0.0,201306,2013,2012,2012,3.0,0,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,11185,11185,11185,11185,,,,,11185,0,0.0,704693.0,0,0.0,,0.0,,,704693.0,0,0.0,,0.0,0,N,0,0,,,7,9611084,0,0,338639,10419964,0,0,0,0,0,0,1,rtf2013_990,201206.0,2012.0,93.0,929638.0,2187033.0,0.0,2665.0,0.0,0.0,2000000.0,0.0,13990.0,104377.0,5241121.0,8382526.0,-3141405.0,721809.0,2787562.0,251666.0,0.0,92,132502177_201306_990EZ,IN,,132502177201306,1325021772013,,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.31246999999999997,A,711120.0,,,,,0,rtf13_990EZ_VER,30076,0.0,0,a,2013.0,0,a,2013.0,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,a,2013,0,ez,2013,2410,j4,2009,588,j4,2009,24,j4,2009,143,j4,2009,152,j4,2009,1413,j4,2009,103,j4,2009,1413,j4,2009,399,j4,2009,182,j4,2009,42,j4,2009,0,j4,2009,5729,j4,2009,0,j4,2009
749,132548780,QUEEN SOFIA SPANISH INSTITUTE INC,,684 PARK AVE,NEW YORK,NY,10065-5043,10065.0,,A230,3,15.0,195508.0,1.0,12.0,119.0,40.0,279.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,943945,577678,109634,0.0,0.0,59704.0,0.0,59704.0,0.0,0.0,0.0,59704.0,0.0,59704.0,1934758.0,0,1934758.0,126908,0.0,126908,126908.0,119770.0,144374.0,-24604.0,0.0,0.0,0.0,119770,144374,-24604,53764,11905,41859,7059,1842183,1842183,3933220,247999.0,701237.0,66778.0,36949.0,2722924,-880741,,4046284.0,3158365,0.0,0.0,0.0,0.0,0.0,208580.0,168618,3837704.0,0.0,3837704.0,2989747,N,0,0,0.0,0.0,7,5098980,0,0,840069,3433790,0,0,0,0,0,0,1,rtf2013_990,201112.0,2011.0,93.0,1146209.0,653571.0,0.0,106850.0,59504.0,177531.0,0.0,170380.0,46283.0,23229.0,2383557.0,2550197.0,-166640.0,253792.0,706564.0,70407.0,38196.0,93,132548780_201212_990,IN,,132548780201212,1325487802012,,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.90986,A,710000.0,,,,,0,rtf13_990_VER,62072,0.0,27436,f1,2012.0,0,f1,2012.0,0,f1,2012,2694321,f1,2012,10336,f1,2012,0,j4,2009,943945,j4,2009,0,j4,2009,63,f1,2012,138561,f1,2012,70820,f1,2012,88067,f1,2012,0,f1,2012,84408,f1,2012,42045,f1,2012,0,f1,2012,42045,f1,2012,181646,f1,2012,152117,f1,2012,13936,f1,2012,0,f1,2012,935310,f1,2012,0,f1,2012
754,132694851,THEATRE FOR THE NEW CITY FOUNDATION INC,,155 1ST AVE,NEW YORK,NY,10003-2906,10003.0,,A650,3,15.0,197105.0,1.0,6.0,119.0,59.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,672407,315167,185,0.0,0.0,24000.0,0.0,24000.0,0.0,0.0,0.0,24000.0,0.0,24000.0,0.0,0,0.0,0,0.0,0,0.0,23250.0,15407.0,7843.0,0.0,0.0,0.0,23250,15407,7843,0,0,0,0,1019602,1019602,1035009,68300.0,60453.0,13789.0,0.0,923106,96496,,1963392.0,2015495,0.0,0.0,57882.0,8014.0,0.0,104028.0,59635,1859364.0,0.0,1859364.0,1955860,N,0,0,0.0,0.0,7,2354503,0,0,96715,1329524,0,0,0,0,0,0,1,rtf2013_990,201206.0,2012.0,93.0,587180.0,347932.0,0.0,179.0,24000.0,0.0,0.0,7012.0,0.0,0.0,966303.0,905213.0,61090.0,44950.0,95494.0,13819.0,0.0,93,132694851_201306_990,IN,,132694851201306,1326948512013,,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.8333200000000001,A,711110.0,,,,,0,rtf13_990_VER,266827,0.0,1625792,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,319816,f1,2013,131284,c4,2007,541123,c4,2007,0,c4,2007,9,f1,2013,21804,f1,2013,61031,f1,2013,1095,f1,2013,0,f1,2013,64712,f1,2013,71159,f1,2013,0,f1,2013,71159,f1,2013,22003,f1,2013,79353,f1,2013,0,f1,2013,0,f1,2013,459407,f1,2013,0,f1,2013
761,132873045,MUSIC FROM JAPAN INC,,7 E 20TH ST APT 6F,NEW YORK,NY,10003-1106,10003.0,,A680,3,15.0,197611.0,1.0,12.0,90.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,284188,8907,301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,293396,293396,293396,77292.0,0.0,6605.0,0.0,299243,-5847,,373932.0,330085,0.0,0.0,0.0,0.0,0.0,38000.0,0,335932.0,0.0,335932.0,330085,N,0,0,0.0,0.0,7,1361219,0,0,11242,0,0,0,0,0,0,0,1,rtf2013_990,201112.0,2011.0,93.0,260862.0,5734.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,266732.0,262010.0,4722.0,77292.0,0.0,6829.0,0.0,93,132873045_201212_990,IN,,132873045201212,1328730452012,,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.3243,A,711130.0,,,,,0,rtf13_990_VER,106956,0.0,208861,f1,2012.0,0,f1,2012.0,0,f1,2012,0,f1,2012,121224,f1,2012,202131,c4,2006,82057,c4,2006,0,c4,2006,2,f1,2012,6018,f1,2012,11842,f1,2012,0,f1,2012,6297,f1,2012,9071,f1,2012,101500,f1,2012,0,f1,2012,101500,f1,2012,10038,f1,2012,4408,f1,2012,0,f1,2012,0,f1,2012,66172,f1,2012,0,f1,2012
767,132928554,NEW YORK CHINESE CULTURAL CENTER INC,,390 BROADWAY,NEW YORK,NY,10013-3512,10013.0,,A230,3,15.0,197812.0,1.0,12.0,90.0,149.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,217419,456871,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,8900.0,8900.0,0.0,0.0,0.0,0.0,8900,8900,0,0,0,0,0,674295,674295,683195,61710.0,152118.0,19286.0,0.0,661819,12476,,221548.0,176935,0.0,0.0,117583.0,83583.0,0.0,226643.0,172458,-5095.0,0.0,0.0,4477,N,0,0,0.0,0.0,9,0,0,0,0,0,1197407,2502341,0,0,6013,3705761,1,rtf2013_990,201112.0,2011.0,93.0,280159.0,446298.0,0.0,2.0,0.0,0.0,0.0,959.0,0.0,0.0,727418.0,622809.0,104609.0,56100.0,147853.0,23958.0,0.0,93,132928554_201212_990,IN,,132928554201212,1329285542012,,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.9422799999999999,A,710000.0,,,,,0,rtf13_990_VER,197743,0.0,90749,f1,2012.0,0,f1,2012.0,15750,f1,2012,0,f1,2012,8678,f1,2012,74997,o4,2007,142422,o4,2007,0,o4,2007,7,f1,2012,0,f1,2012,146237,f1,2012,3617,f1,2012,0,f1,2012,4820,f1,2012,17324,f1,2012,0,f1,2012,17324,f1,2012,20913,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,235794,f1,2012,0,f1,2012
772,132977495,ART LAB INC,,1000 RICHMOND TERRACE,STATEN ISLAND,NY,10301-1114,10301.0,,A25Z,3,15.0,198303.0,1.0,6.0,998.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,94941,241364,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,500,0,500,3385,1121,2264,0,339276,339276,340397,60830.0,91191.0,19859.0,0.0,341264,-1988,,79501.0,65095,0.0,0.0,0.0,0.0,0.0,24500.0,12082,55001.0,0.0,55001.0,53013,N,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,1,rtf2013_990,201206.0,2012.0,93.0,61380.0,253077.0,0.0,309.0,0.0,0.0,0.0,10008.0,654.0,0.0,325428.0,309007.0,16421.0,56366.0,92345.0,34885.0,0.0,93,132977495_201306_990,IN,,132977495201306,1329774952013,,A25,A,36085.0,5602.0,5600.0,A25,A,PC,O,AR,A,A,1,AR,AR,AR,0.53599,A,611610.0,,,,,0,rtf13_990_VER,282980,0.0,1293,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,18213,f1,2013,64062,c4,2006,30879,c4,2006,0,c4,2006,42,f1,2013,9768,f1,2013,45576,f1,2013,0,f1,2013,0,f1,2013,279,f1,2013,21914,f1,2013,0,f1,2013,21914,f1,2013,0,f1,2013,5404,f1,2013,0,f1,2013,0,f1,2013,86443,f1,2013,0,f1,2013
783,133058019,HARLEM WEEK INC,,200A W 136TH ST,NEW YORK,NY,10030-2602,10030.0,UPTOWN CHAMBER OF COMMERCE,,3,15.0,198104.0,1.0,12.0,119.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,464582,77066,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2295,543944,543944,543944,71626.0,0.0,7900.0,0.0,669111,-125167,,228662.0,140337,0.0,0.0,0.0,0.0,0.0,55486.0,92328,173176.0,0.0,173176.0,48009,N,0,0,0.0,0.0,9,0,0,0,0,0,3546378,0,0,0,94,3651723,1,rtf2013_990,201112.0,2011.0,93.0,502336.0,134461.0,0.0,43.0,0.0,0.0,0.0,3176.0,1645.0,19138.0,660799.0,631583.0,29216.0,0.0,100492.0,9031.0,0.0,93,133058019_201212_990,IN,,133058019201212,1330580192012,,A99,A,36061.0,5602.0,5600.0,A99,A,PC,O,AR,A,A,1,AR,AR,AR,0.569,B,710000.0,,,,,0,rtf13_990_VER,229953,0.0,53712,f1,2012.0,0,f1,2012.0,76904,f1,2012,0,f1,2012,6416,f1,2012,0,c4,2005,464582,c4,2005,0,c4,2005,6,f1,2012,31976,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,19466,f1,2012,5394,f1,2012,0,f1,2012,5394,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,532749,f1,2012,0,f1,2012
785,133087483,PUPPET WORKS INC,,PO BOX 150562,BROOKLYN,NY,11215-0562,11215.0,,A65Z,3,16.0,198110.0,1.0,6.0,90.0,995.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,17161,241448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,258609,258609,258609,36000.0,92024.0,14762.0,0.0,262402,-3793,,7977.0,7284,0.0,0.0,0.0,0.0,0.0,33016.0,36116,-25039.0,0.0,0.0,-28832,N,0,0,0.0,0.0,9,0,0,0,0,0,90358,1090620,0,0,0,1180978,1,rtf2013_990,201206.0,2012.0,93.0,25223.0,222531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247754.0,259130.0,-11376.0,34600.0,97728.0,15470.0,0.0,93,133087483_201306_990,IN,,133087483201306,1330874832013,,A65,A,36047.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.9345700000000001,A,711110.0,,,,,0,rtf13_990_VER,263592,0.0,0,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,4278,f1,2013,3029,ar,0,13580,ar,0,552,ar,0,14,ar,0,4480,f1,2013,37200,f1,2013,0,f1,2013,0,f1,2013,0,f1,2013,8492,f1,2013,0,f1,2013,8492,f1,2013,0,f1,2013,8481,f1,2013,0,f1,2013,0,f1,2013,60963,f1,2013,0,f1,2013
793,133171867,ROCK & ROLL HALL OF FAME FOUNDATION INC,,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104-0101,10104.0,,A500,3,15.0,198605.0,1.0,6.0,914.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,6089665,0,168364,0.0,4437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6262466,6262466,6262466,392728.0,77993.0,18479.0,0.0,4908448,1354018,,8071662.0,9757789,0.0,0.0,0.0,0.0,0.0,300456.0,147119,7771206.0,0.0,7771206.0,9610670,N,0,0,0.0,0.0,9,0,0,0,0,0,1856802,31328355,0,0,823987,34009144,1,rtf2013_990,201206.0,2012.0,93.0,2733357.0,0.0,0.0,96883.0,0.0,-165246.0,0.0,0.0,0.0,0.0,2764578.0,2573761.0,190817.0,425145.0,64146.0,19982.0,0.0,93,133171867_201306_990,IN,,133171867201306,1331718672013,,A50,A,36061.0,5602.0,5600.0,A50,A,PC,O,AR,A,A,1,AR,AR,AR,0.6038399999999999,A,712110.0,,,,,0,rtf13_990_VER,287057,0.0,2216,f1,2013.0,0,f1,2013.0,0,f1,2013,7474593,f1,2013,1877043,f1,2013,0,j4,2009,6089665,j4,2009,0,j4,2009,3,f1,2013,41741,f1,2013,72000,f1,2013,0,f1,2013,75000,f1,2013,975,f1,2013,10207,f1,2013,0,f1,2013,10207,f1,2013,22528,f1,2013,12091,f1,2013,0,f1,2013,0,f1,2013,4184706,f1,2013,0,f1,2013
808,133352195,MELA FOUNDATION INC,,275 CHURCH ST,NEW YORK,NY,10013-3414,10013.0,,A200,3,15.0,198710.0,1.0,6.0,90.0,91.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,153478,78744,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,232237,232237,232237,0.0,34852.0,2846.0,0.0,250519,-18282,,31815.0,13718,0.0,0.0,0.0,0.0,0.0,18340.0,18525,13475.0,0.0,13475.0,-4807,N,0,0,0.0,0.0,7,825154,0,0,89,0,0,0,0,0,0,0,1,rtf2013_990,201206.0,2012.0,93.0,140500.0,297902.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,438411.0,420062.0,18349.0,0.0,36215.0,3405.0,0.0,93,133352195_201306_990,IN,,133352195201306,1333521952013,,A20,A,36061.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.40116,B,710000.0,,,,,0,rtf13_990_VER,247185,0.0,3422,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,6990,f1,2013,5106,c4,2006,148372,c4,2006,0,c4,2006,1,f1,2013,39308,f1,2013,109119,f1,2013,0,f1,2013,0,f1,2013,2846,f1,2013,2345,f1,2013,0,f1,2013,2345,f1,2013,3065,f1,2013,2019,f1,2013,0,f1,2013,0,f1,2013,54119,f1,2013,0,f1,2013
812,133369451,THE WOMENS PROJECT & PRODUCTIONS,,55 WEST END AVENUE GROUND FLOOR,NEW YORK,NY,10023-7842,10023.0,,A650,3,15.0,198610.0,1.0,6.0,88.0,90.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,579281,330648,47186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138977,138977.0,0,12878.0,12878,12878.0,31200.0,31200.0,0.0,0.0,0.0,0.0,31200,31200,0,0,0,0,2598,972591,972591,1142768,153092.0,336291.0,37068.0,0.0,1412790,-440199,,2621067.0,2212961,0.0,0.0,0.0,0.0,0.0,53445.0,41450,2567622.0,0.0,2567622.0,2171511,N,0,0,0.0,0.0,7,3529122,0,0,212528,970375,0,0,0,0,0,0,1,rtf2013_990,201206.0,2012.0,93.0,729862.0,124463.0,0.0,12040.0,0.0,0.0,2171919.0,0.0,0.0,5043.0,3043327.0,1114592.0,1928735.0,92715.0,255432.0,26165.0,0.0,93,133369451_201306_990,IN,,133369451201306,1333694512013,,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.5257,A,711110.0,,,,,0,rtf13_990_VER,284399,0.0,16554,f1,2013.0,0,f1,2013.0,30123,f1,2013,1794216,f1,2013,47230,f1,2013,34234,c4,2006,545047,c4,2006,0,c4,2006,81,f1,2013,0,f1,2013,13790,f1,2013,0,f1,2013,0,f1,2013,1178,f1,2013,88924,f1,2013,0,f1,2013,88924,f1,2013,83846,f1,2013,24400,f1,2013,0,f1,2013,0,f1,2013,674201,f1,2013,0,f1,2013
813,133378184,EN FOCO INCORPORATED,,1738 HONE AVE,BRONX,NY,10461-1403,10461.0,,,3,15.0,198610.0,1.0,6.0,91.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201306,2013,2012,2012,3.0,186956,14959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,201915,201915,201915,56923.0,25057.0,6225.0,0.0,200612,1303,,90708.0,85260,,0.0,,0.0,0.0,14022.0,7272,,0.0,76686.0,77988,N,0,0,0.0,0.0,7,993597,0,0,0,0,0,0,0,0,0,0,1,rtf12pc_excl,201206.0,2012.0,92.0,171631.0,21580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193211.0,191087.0,2124.0,0.0,0.0,0.0,0.0,93,133378184_201306_990,IN,,133378184201306,1333781842013,,A40,A,36005.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.6370399999999999,A,710000.0,,,,,0,rtf13_990_VER,257687,0.0,6457,f1,2013.0,0,f1,2013.0,0,f1,2013,0,f1,2013,52637,f1,2013,114971,c4,2006,71985,c4,2006,0,c4,2006,3,f1,2013,300,f1,2013,7770,f1,2013,37,f1,2013,0,f1,2013,1615,f1,2013,40531,f1,2013,8750,f1,2013,40531,f1,2013,0,f1,2013,8507,f1,2013,3692,f1,2013,0,f1,2013,41205,f1,2013,0,f1,2013
815,133385363,RHOMBUS - AMOS ENO GALLERY INC,,111 FRONT STREET 202,BROOKLYN,NY,11201-1007,11201.0,,A400,3,16.0,198712.0,1.0,12.0,90.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201212,2012,2012,2012,3.0,0,41366,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,2072,43438,43438,43438,,,,,41115,2323,0.0,10664.0,12994,,,,,,266.0,273,,,10398.0,12721,N,0,0,,,9,0,0,0,0,0,222356,8327,0,0,127,232254,1,rtf12pc_excl,201112.0,2011.0,92.0,0.0,29655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,30437.0,38248.0,-7811.0,,,,,92,133385363_201212_990EZ,IN,,133385363201212,1333853632012,,A40,A,36047.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.12927,A,710000.0,,,,,0,rtf13_990EZ_VER,117423,0.0,4991,ag,0.0,181,ag,0.0,8,ag,0,1907,ag,0,1083,ag,0,0,a,2012,0,a,2012,0,a,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,41115,ez,2012,0,ez,2012
818,133435210,ROBERT MILLER FUND FOR MUSIC INC,,1641 THIRD AVE STE 31-K,NEW YORK,NY,10128-3667,10128.0,ROBERT P MILLER,,3,15.0,198311.0,5.0,12.0,924.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,0,0,10503,,,,,,,,,,,,,169720,,147134,,22586,22586.0,0.0,,,0.0,,,0,0,0,0,0,0,0,33089,33089,202809,,,,,34513,-1424,0.0,353083.0,351659,,,,,,0.0,0,,,353083.0,351659,N,0,0,,,15,0,0,0,0,0,0,0,0,0,0,0,1,rtf12pc_excl,201112.0,2011.0,92.0,3000.0,0.0,0.0,12356.0,0.0,0.0,7801.0,0.0,0.0,0.0,23157.0,41605.0,-18448.0,,,,,92,133435210_201212_990EZ,IN,,133435210201212,1334352102012,,A1168,A,36061.0,5602.0,5600.0,A116,A,PC,S,ZA,A,A,1,AR,AR,AR,0.14761,A,813219.0,,,,,0,rtf13_990EZ_VER,112628,0.0,54143,av,0.0,19127,av,0.0,0,av,0,79424,av,0,20385,av,0,0,a,2012,0,a,2012,0,a,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,34513,ez,2012,0,ez,2012
