,fincheckv,VerifyBy,STYEAR,EIN,NAME,STATE,NTEE1,NTEECC,ADDRESS,CITY,ZIP5,ZIP,FIPS,MSA_NECH,PMSA,TAXPER,FisYr,OUTNCCS,OUTREAS,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,NTEESRC,MAJGRPB,ACTIV,ACTIV1,ACTIV2,ACTIV3,P1INTREV,P1DIVID,P1NGASTS,P1TCONT,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P1GRENTS,P6DOMORG,P7POLIT,P1INVRV,P7LIQUID,P1NADJRV,P7POFCLM,P1ADMEXP,P7DISSAL,P7DISBOR,P1INVEXP,P7DISSER,P1CHAEXP,P7DISPAY,P1TINVEX,P7DISTRA,P1TADJEX,P7PAYGVT,P2CASHBV,P7UNDINC,P2MORTG,P7BUSINT,P2EYOTIN,P7JEOINV,P2EYASST,P7PROPAG,P2MTGNTS,P7ELECT,P3EYTFND,P7INDGRT,P6TX4940,P7ORGGRT,P6TX511,P7OTHPUR,P6TXSUBA,P6ESTTX,P6TEXCTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,NTEE,RULEDATE,FNDNCD,FRCD,AFCD,ARED,CONTACT,SEC_NAME,GEN,DISTRICT,LEVEL1,LEVEL2,LEVEL3,LEVEL4,CLASSCD,DEDUCTCD,ORGCD,P1GOODS,DLN,ARC,RandNum,ACCPER,TFLD,P6TXRFD,CALC4940,V1P6TX49,verify,V1P1TOTR,verfail,V1P1TOTE,V1P1EXCR,V1P1NETI,V1P1NADI,V1P3EYTF,V1P6TEXC,V1P14NAD,V1P14TNA,V1P14TQD,V1P14TAS,V1P14T49,V1P14TEN,V1P14TTS,V1P14TPS,V1P14TGI,V1P10MIR,VGOFCOMP,VGADMEXP,VGCONTPD,VGINVEXP,VGCHAEXP,VGTINVEX,VGTADJEX,VGTEXMEX,VGCASHBV,VGGVTINV,VGCRPSTK,VGCRPBND,VGMORTG,VGEYOTIN,VGMTGNTS,VGTASFMV,VGTOTAST,VGTASST,VIDIVID,VINGASTS,VIOTHINC,VITCONT,VIINTREV,VIGRENTS,VIGINVPF,VMREVEXP,VMASSETS,VMPOFCLM,nteeConf,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
9661,,,2002,133930172,TOMORROW FOUNDATION,NY,A,A99,650 MADISON AVE,NEW YORK,10022.0,10022-1029,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,602,602.0,0.0,0.0,31928,106524,-596913,466342,0,35854,0,2992095,43735,3085197,-3041462,2995754,54496,0,16497917,0,14975037,0,14975037,0,16497917,0,952296,N,0,Y,N,143939,N,0,N,93102,N,N,89443,N,3659,N,89443,N,0,N,0,N,0,N,227239,N,16497917,N,0,N,16497917,N,545,N,0,N,0,3002,545,0,0,0,0,2457,19335962,955251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99Z,199704.0,4.0,1.0,3.0,0.0,LAURA BAUDO SILLERMAN,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.386623,12,-2457,0,545,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,3,0.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A99,A
9700,,,2002,133935646,SCHLOSS FAMILY FOUNDATION INC,NY,A,A99,350 PARK AVE 9TH FLR,NEW YORK,10022.0,10022-6022,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,602,602.0,0.0,0.0,0,45148,366740,0,0,0,0,242000,411888,253087,158801,242000,411888,0,4499934,0,3571294,0,3571294,0,4499934,0,213923,N,0,Y,N,411888,N,0,N,11087,N,N,0,N,0,N,0,N,0,N,49211,N,0,N,45200,N,4499934,N,0,N,4499934,N,4119,N,0,N,0,6000,4119,0,0,0,0,1881,4343605,209804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99Z,199704.0,4.0,1.0,3.0,0.0,WALTER J SCHLOSS,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.246829,12,-1881,0,4119,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A99,A
9704,,,2002,133935995,LILY AUCHINCLOSS FOUNDATION INC,NY,A,A12,630 5TH AVE,NEW YORK,10111.0,10111-0100,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,602,602.0,0.0,0.0,0,1242085,-2066788,40000,0,-2854,0,2374500,-787557,3263947,-4051504,2752284,730422,0,49780145,10746889,25280694,1554315,37581898,13107,49327842,1921028,2576352,N,0,Y,N,1242085,N,0,N,889447,N,N,511663,N,377784,N,511663,N,0,N,0,N,0,N,10992843,N,49327842,N,0,N,49767038,N,7304,N,0,N,0,15000,7304,0,3000,0,0,10696,52311724,2569048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A40J,199706.0,4.0,1.0,3.0,0.0,BESSEMER TRUST,,0.0,13.0,PF,S,ZB,A,1.0,1.0,1.0,0,2,-5,0.49697700000000006,12,-10696,0,7304,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,3,0.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10111.0,NEW YORK,core2002pf_ver1,PF,S,ZB,A,IN,,A40,A
9722,,,2001,133938484,BETTY RETTER FOUNDATION,NY,A,A11,225 BROADWAY STE 500,NEW YORK,10007.0,10007-3901,36061.0,5602.0,5600.0,200206,2002,IN,,3,AR,AR,AR,1,A,119,119.0,0.0,0.0,0,4024,0,0,0,0,0,6800,4024,6967,-2943,6800,3857,0,189141,0,187600,0,187600,7387,336046,15693,15732,N,0,N,N,4024,N,0,N,167,N,N,167,N,0,N,167,N,0,N,1541,N,0,N,0,N,336046,N,0,N,181754,N,39,N,0,N,0,0,39,0,0,0,0,0,314633,15693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99I,199707.0,4.0,1.0,3.0,0.0,BETTY RETTER,,0.0,13.0,PF,S,ZA,A,1.0,1.0,2.0,0,2,-5,0.616987,6,39,0,77,7.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,3,0.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10007.0,NEW YORK,core2002pf_ver1,PF,S,ZA,A,IN,,A99,A
9826,,,2002,133952016,PAINTER HILL FOUNDATION,NY,A,A20,529 FIFTH AVE STE 901,NEW YORK,10017.0,10017-4608,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,91,91.0,602.0,0.0,2748,17682,376159,0,0,0,0,558000,685933,606028,79905,558000,654452,0,1783905,0,754259,0,754259,0,1684313,0,83712,N,289344,Y,N,685933,N,0,N,48028,N,N,31481,N,0,N,31481,N,0,N,340564,N,0,N,0,N,1684313,N,0,N,1783905,N,6545,N,0,N,0,6068,6545,0,0,0,0,0,1699744,77167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20Z,199708.0,4.0,1.0,3.0,0.0,REMINICK ARRONS & CO LLP,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.0149025,12,477,0,6545,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,5,0.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,N,NY,10017.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A20,A
9873,,,2002,133968595,FOUNDATION FOR FILM PRESERVATION INC,NY,A,A31,350 PARK AVE,NEW YORK,10022.0,10022-6022,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,93750,0,0,0,0,93750,508,93242,0,0,0,637403,0,0,0,0,0,637403,0,1762,N,0,N,N,0,N,0,Y,508,N,N,0,N,0,N,0,N,0,N,52029,N,0,N,0,N,637403,N,0,N,637403,N,0,N,0,N,0,0,0,0,0,0,0,0,35779,0,1,1,736,1616,2354,58091,84400,90515,126430,359436,1,0,0,0,1,0,0,0,0,0,1175,418,1217,2949,5759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A31,199906.0,3.0,1.0,3.0,0.0,STARR & COMPANY LLC,SCORSESE MARTIN TTEE,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.660684,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,1,1,1,1,1,1,U,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A31,A
9885,,,2002,133972275,ART2FACTS,NY,A,A20,158 W 27TH ST STE 4TH FLR,NEW YORK,10001.0,10001-6216,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,994,994.0,119.0,0.0,60,0,0,2275,0,16000,0,0,18335,10223,8112,1823,60,7600,22339,0,0,0,0,8941,22339,0,532,N,0,N,N,60,N,16000,N,10223,N,N,0,N,1823,N,0,N,8400,N,0,N,0,N,0,N,22339,N,0,N,13398,N,1,N,0,N,0,0,1,0,0,0,0,0,14876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P20,199812.0,4.0,1.0,3.0,0.0,RAYMOND M PEPI,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.539945,12,1,0,1,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,U,U,U,U,U,U,U,U,7,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10001.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A40,A
9912,GS,JDD,2001,133977614,JOHNNIE L COCHRAN JR ART FUND INC,NY,A,A20,99 HUDSON ST 8TH FL,NEW YORK,10013.0,10013-2815,36061.0,5602.0,5600.0,200209,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,122,0,0,2100,0,0,0,30581,2222,32932,-30710,30581,122,0,0,0,0,0,0,0,0,0,1512,N,0,N,N,122,Y,0,N,2351,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,2,N,0,N,0,0,2,0,0,0,0,0,30699,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20,199906.0,3.0,1.0,3.0,0.0,% JOHNNIE L COCHRAN JR,,0.0,11.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.508969,9,2,0,2,1.0,M,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,U,U,U,U,U,U,U,U,7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10013.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A12,A
9969,,,2001,133981562,MICA FOUNDATION,NY,A,A51,405 PARK AVE SUITE 1401,NEW YORK,10022.0,10022-9427,36061.0,5602.0,5600.0,200211,2002,IN,,3,AR,AR,AR,1,A,60,60.0,0.0,0.0,259,792,0,14706,0,0,0,17575,15757,45476,-29719,43262,1051,0,65026,29112,0,0,29112,0,72497,0,4186,N,0,N,N,1051,N,1051,Y,27901,N,N,0,N,25687,N,0,N,2214,N,35914,N,0,N,0,N,72497,N,0,N,65026,N,21,N,0,N,0,0,1,0,0,0,0,0,84989,0,1,0,0,0,1,43262,27625,49612,19288,139787,72497,97482,133135,162533,465647,0,0,0,0,0,2762,3800,4686,4617,15865,14706,0,227592,77190,319488,0,0,2276,772,3048,1051,0,7432,6719,15202,A51Z,199811.0,3.0,1.0,3.0,0.0,HOWARD MORSE MORSE ZELNICK ROSE &,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.534405,11,21,0,21,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,7.0,2,1,1,1,1,1,1,1,1,U,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A51,A
9981,,,2002,133984936,ANDREA AND CHARLES BRONFMAN PHILANTROPIES INC,NY,A,A31,375 PARK AVE 6TH FLR,NEW YORK,10152.0,10152-0002,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,602,602.0,0.0,0.0,13480,19645,0,11056015,0,0,679467,3383445,11089140,10672106,417034,10174027,33125,0,4327704,0,0,0,0,2502666,4327704,0,67088,N,0,Y,N,33125,N,33125,N,7288661,N,N,0,N,6790582,N,0,N,470105,N,0,N,0,N,4532,N,4327704,N,0,N,1825038,N,331,N,0,N,0,0,331,0,750,0,0,419,1362198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A31Z,199807.0,4.0,1.0,3.0,0.0,JEFFREY SOLOMAN,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.51647,12,-419,0,331,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,7,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10152.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,T23,T
10027,,,2001,133995881,LUCILLE LORTEL THEATRE FOUNDATION INC,NY,A,A20,111 W 40TH ST,NEW YORK,10018.0,10018-2506,36061.0,5602.0,5600.0,200206,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,156,0,0,386486,0,0,30000,0,603619,689670,-86051,471601,156,156,2844186,0,0,0,0,11055,2844186,0,1008,N,216977,Y,N,156,N,217133,N,206866,N,N,0,N,155148,Y,0,N,216977,N,500,N,0,N,0,N,2844186,N,0,N,2833131,N,2,N,0,N,0,0,2,0,0,0,0,0,20476,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20,199907.0,4.0,1.0,3.0,0.0,HECHT AND COMPANY PC,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.055176199999999995,6,2,0,2,1.0,,1.0,,7.0,1.0,1.0,1.0,1.0,1.0,7,U,U,U,U,U,U,U,U,2,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,N,NY,10018.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A65,A
10068,,,2001,134008719,DORIS DUKE FOUNDATION FOR ISLAMIC ART,NY,A,A51,650 FIFTH AVE 19TH FLOOR,NEW YORK,10019.0,10019-6108,36061.0,5602.0,5600.0,200207,2002,IN,,3,AR,AR,AR,1,A,91,91.0,0.0,0.0,0,0,0,1681000,0,0,0,250000,1681000,1438089,242911,1357623,0,0,1,0,0,0,0,1,1,0,4100,N,0,N,N,0,Y,0,Y,1188089,N,N,0,N,1107623,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,152706,0,1,9650,0,0,9651,0,9650,0,1425846,1435496,1,0,0,0,1,0,0,0,0,0,2733,7249,2814,2457,15253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A51Z,199809.0,3.0,1.0,3.0,0.0,% ALAN ALTSCHULER,,0.0,11.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.385025,7,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2,2,1,1,1,1,1,1,1,U,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10019.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,X40,X
10088,,,2002,134010816,FRANZ SCHUBERT SOCIETY INC,NY,A,A90,9 E 9TH ST APT 5,NEW YORK,10003.0,10003-5947,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A90,199907.0,4.0,1.0,3.0,0.0,WILLIAM LIVINGSTONE,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.548459,12,0,0,0,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10003.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A90,A
10176,,,2002,134032127,BERT STERN FOUNDATION FOR THE VISUAL ARTS INC,NY,A,A99,330 E 39TH ST APT 32G,NEW YORK,10016.0,10016-2135,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,31312,0,0,0,0,31312,600,30712,0,316,0,31629,0,0,0,0,0,31629,0,0,N,0,N,N,316,N,0,Y,600,N,N,0,N,0,N,0,N,0,N,31629,N,0,N,0,N,31629,N,0,N,31629,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,31629,31312,30056,0,92997,0,0,0,0,0,31629,31312,30056,0,92997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,1256,2010,0,3582,A40,200012.0,3.0,1.0,3.0,0.0,BERT STERN,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.653488,12,0,0,6,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,2,1,2,1,1,1,1,2,U,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10016.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A40,A
10256,,,2001,134047433,NEUE GALERIE NEW YORK,NY,A,A99,1048 5TH AVE,NEW YORK,10028.0,10028-0111,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,7869,76000,0,11219970,96251,272250,200000,0,11672340,4424468,7247872,3788299,75720,39524,46099392,0,13033640,0,13033640,34707584,46099392,0,420771,N,0,N,N,83869,N,203961,Y,4424468,Y,Y,8149,N,3788299,N,8149,N,164437,N,985114,N,0,N,0,N,46099392,N,0,N,11391808,N,1514,N,0,N,0,500,1514,0,1200,0,0,146,8543581,0,39524,0,0,0,39524,18747822,15292580,420798,0,34461200,39524,0,0,0,39524,0,0,0,0,0,280514,12726,2071,0,295311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A51,199912.0,3.0,1.0,3.0,0.0,JACOB Z SCHUSTER,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,170082,2,-5,0.8344959999999999,12,-146,0,1514,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,2.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,N,NY,10028.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A51,A
10285,,,2001,134055562,FASSBINDER FOUNDATION INC,NY,A,A99,410 PARK AVE FL 10,NEW YORK,10022.0,10022-4407,36061.0,5602.0,5600.0,200211,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,5000,0,0,0,0,5000,1294,3706,1294,0,0,5350,0,0,0,0,990,5350,0,209,N,0,N,N,0,N,0,N,1294,N,N,0,N,1294,N,0,N,0,N,5350,N,0,N,0,N,5350,N,0,N,4360,N,0,N,0,N,0,0,0,0,0,0,0,0,4243,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20,200006.0,4.0,1.0,3.0,0.0,PRYOR CASHMAN SHERMAN & FLYNN LLP,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.094411,11,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A20,A
10331,,,2001,134069969,AMERICAN ART FOUNDATION INC,NY,A,A20,767 FIFTH AVE 40TH FL,NEW YORK,10153.0,10153-0023,36061.0,5602.0,5600.0,200206,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,1968436,263073,13288440,90674241,0,3925,0,228600,106198115,814720,105383395,562943,13236664,2454505,232465325,20073040,0,3165353,23238393,4437500,232465325,0,3895483,N,0,N,N,13288441,N,2492532,Y,586120,N,N,51777,N,334343,N,51777,N,38027,N,224905,N,0,N,30000000,N,232465325,N,0,N,228027825,N,264733,N,0,N,0,232016,264733,0,52000,0,0,19283,79096100,0,2454505,792724,16633,0,3263862,8600443,71444041,42419023,0,122463507,232465325,156312659,95284300,0,484062284,155197250,147159750,76510000,0,378867000,2596989,528483,11089,0,3136561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20,199911.0,3.0,1.0,3.0,0.0,MEREDITH EDWARDS,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.265836,6,-19283,0,264733,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10153.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A12,A
10333,,,2001,134070709,ART IN NATURE NEW YORK 2000 INC,NY,A,A99,83 MURRAY ST,NEW YORK,10007.0,10007-2173,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,20000,0,0,0,0,20000,23904,-3904,0,0,0,7990,0,0,0,0,0,7990,0,33,N,0,N,N,0,N,0,Y,23904,N,N,0,N,0,N,0,N,23904,N,7990,N,0,N,0,N,7990,N,0,N,7990,N,0,N,0,N,0,0,0,0,0,0,0,0,665,0,1,11894,0,0,11895,23904,89706,0,0,113610,7990,11894,0,0,19884,7990,11894,0,0,19884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A40,200011.0,3.0,1.0,3.0,0.0,KATE CARMEL,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.45744700000000005,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,1,1,1,1,1,1,U,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10007.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A40,A
