,FILER,CODE990,EIN,styear,ASSETCD,INCOMECD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,POPCODE,P6UNRELB,REASON,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,P1TOTREV,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
17208,990.0,1,135626389,1993,2,4,900,49241,0,0,0,265,0,0,0,118126,118126,167367,180332,7280,2000,0,29814,10280,1621,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,117861,0,0,8,1,N,0,FOLKSBIENE WORKMENS CIRCLE,NEW YORK,NY,10022-3502,10022.0,36061.0,A23,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.90843,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199405,167367,167367,199405,1994,NY,10022.0,NEW YORK,A23,A,5,900.0,30.0,211.0,45 E 33RD ST,9.0,0.0,1000.0,,1.0,13.0,0.0,10.0,804.0,5.0,4504.0,,PC,O,AR,A,IN,,A23,A,710000.0
17222,990.0,1,135636174,1994,6,6,265,0,0,1250135,1252039,161711,0,0,0,2475119,1223080,2475119,1178953,3144103,26000,0,3274191,3224006,174215,79903,3144103,0,0,0,0,0,0,0,0,0,0,0,0,949529,0,113744,9,1,N,0,GREATER NEW YORK JOINT BOARD TEXTILE WORKERS WELFARE FND,NEW YORK,NY,10003-9511,10003.0,36061.0,A40,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.8687799999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199509,1223080,1223080,199509,1995,NY,10003.0,NEW YORK,A40,A,9,265.0,0.0,0.0,99 UNIVERSITY PLACE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,5611.0,,PC,O,AR,A,IN,,A40,A,710000.0
17246,990.0,1,135651681,1995,4,4,120,0,77556,0,0,2703,0,0,0,290005,290005,367561,338960,179495,0,0,150894,179495,0,0,179495,0,0,0,0,0,0,0,0,0,0,0,0,287302,0,0,6,1,N,0,COMICS MAGAZINE ASSOC AMERICA,NEW YORK,NY,10017-6672,10017.0,36061.0,A33,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.708,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,367561,367561,199512,1995,NY,10017.0,NEW YORK,A01,C,12,120.0,328.0,279.0,355 LEXINGTON AVE 17TH FLOOR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5909.0,,PC,O,AR,A,IN,,A01,A,813319.0
17266,990.0,1,135658426,1995,5,6,200,0,356300,0,0,27316,0,0,0,893343,893343,1249643,1375067,439245,9378,0,780541,640002,221369,200757,0,0,0,0,0,0,0,0,0,0,0,0,0,866027,0,0,6,1,Y,0,AMER HOME SEWING & CRAFT ASSOC,NEW YORK,NY,10018-7001,10018.0,36061.0,A20,A,10018.0,5602.0,5600.0,36061.0,,O,O,0.09502999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199512,1249643,1249643,199512,1995,NY,10018.0,NEW YORK,A20,A,12,200.0,0.0,0.0,1375 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7811.0,,PC,O,AR,A,IN,,A20,A,710000.0
17412,990.0,1,136096368,1994,2,3,59,0,59905,0,0,0,0,0,0,0,0,59905,60068,22845,0,0,23008,22850,0,0,0,0,59905,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,AMER WOMEN IN RADIO & TELEVISION NEW YORK CITY CHAPT,NEW YORK,NY,10016-8776,10016.0,36061.0,A32,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.61495,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,59905,59905,199412,1994,NY,10016.0,NEW YORK,A32,A,12,59.0,120.0,0.0,245 FIFTH AVE 2103,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,6309.0,,PC,O,AR,A,IN,,A32,A,513120.0
17427,,1,136103902,1994,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,PAINTING & DECORATING CONTRACTORS AMERICA IN NEW YORK CITY,NEW YORK,NY,10017-5405,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.36545,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10017.0,NEW YORK,A40,A,12,920.0,59.0,566.0,50 E 42ND ST,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,5410.0,,PC,O,AR,A,IN,,A40,A,710000.0
17468,,1,136115898,1994,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,N,0,YIDDISH THEATRICAL ALLIANCE,NEW YORK,NY,10003-8001,10003.0,36061.0,A65,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.64832,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10003.0,NEW YORK,A65,A,12,36.0,602.0,319.0,31 E 7TH ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,3811.0,,PC,O,AR,A,IN,,A65,A,711110.0
17475,,1,136117091,1995,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,TEXTILE CONVERTERS ASSOC,NEW YORK,NY,10022-6102,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.10250999999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10022.0,NEW YORK,A40,A,12,920.0,0.0,0.0,575 LEX AVE,3.0,0.0,2000.0,% SOLOMON ROSENBAUM,2.0,13.0,0.0,20.0,0.0,1.0,6008.0,,PC,O,AR,A,IN,,A40,A,710000.0
17512,990.0,1,136122376,1994,4,4,200,5405,6388,0,0,9741,0,0,0,269425,269425,281218,61717,290914,0,0,330863,314499,24026,23585,0,0,0,0,0,0,0,0,0,0,0,0,235424,11530,12295,435,6,1,N,0,NEW YORK FINANCIAL WRITERS ASSOC,NEW YORK,NY,10001-0003,10001.0,36061.0,A01,A,10001.0,5602.0,5600.0,36061.0,,O,O,0.66535,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199501,45794,45794,199501,1995,NY,10001.0,NEW YORK,A70,A,1,200.0,205.0,0.0,PO BOX 21,1.0,0.0,2000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7901.0,,PC,O,AR,A,IN,,A70,A,710000.0
17577,,1,136135725,1994,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,FEDERATION MODERN PAINTERS & SCULPTORS,NEW YORK,NY,10032-1103,10032.0,36061.0,A99,A,10032.0,5602.0,5600.0,36061.0,,O,O,0.8178,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10032.0,NEW YORK,A40,C,12,119.0,59.0,205.0,710 W 173RD ST,3.0,0.0,2000.0,% J & R SERVETAS,2.0,13.0,0.0,20.0,0.0,1.0,4303.0,,PC,O,AR,A,IN,,A40,A,710000.0
17598,,1,136139744,1994,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,N,0,BOLIVARIAN SOC UNITED STATES,NEW YORK,NY,10022-5903,10022.0,36061.0,A70,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.20294,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10022.0,NEW YORK,S03,C,12,125.0,93.0,0.0,7 E 51ST ST,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,7609.0,,PC,O,AR,A,IN,,S03,S,813920.0
17617,,1,136142804,1994,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,N,0,PUBLISHERS PAPER HANDLERS WELFARE FND,NEW YORK,NY,10003-1503,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.62859,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199503,0,0,199503,1995,NY,10003.0,NEW YORK,A33,A,3,264.0,0.0,0.0,200 PARK AVE S,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,2.0,5503.0,,PC,O,AR,A,IN,,A33,A,511100.0
17635,990.0,1,136149730,1994,6,4,119,0,120450,0,0,44661,0,0,0,285990,285990,406440,498152,1051525,0,0,1143237,1051525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241329,0,0,6,1,N,0,ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-2511,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.22019,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199510,406440,406440,199510,1995,NY,10022.0,NEW YORK,A03,A,10,119.0,0.0,0.0,575 MADISON AVE 16TH FL,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6307.0,,PC,O,AR,A,IN,,A03,A,813920.0
17693,,1,136162016,1995,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,N,0,AUSTRIAN AMER FEDERATION,NEW YORK,NY,10021-4906,10021.0,36061.0,A23,A,10021.0,5602.0,5600.0,36061.0,,O,O,0.39919,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,0,0,199512,1995,NY,10021.0,NEW YORK,A23,A,12,61.0,279.0,319.0,6 E 69TH ST,3.0,0.0,1000.0,% AUSTRIAN GASOLATE GENERAL,2.0,13.0,0.0,20.0,0.0,1.0,5908.0,,PC,O,AR,A,IN,,A23,A,710000.0
17730,990.0,1,136162600,1995,2,3,120,24240,9593,0,0,540,0,0,0,540,540,34373,28112,20757,0,0,14496,21457,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,UNITED NATIONS CORRESPONDENTS ASSOC,NEW YORK,NY,10017-0000,10017.0,36061.0,A30,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.10353,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199512,34373,34373,199512,1995,NY,10017.0,NEW YORK,A30,B,12,120.0,0.0,0.0,UNITED NATIONS BLDG RM C 315,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,5107.0,,PC,O,AR,A,IN,,A30,A,510000.0
17992,990.0,1,136227399,1994,6,7,264,0,38484,4883972,4891319,203718,0,0,0,5087690,196371,5126174,577386,3629609,0,0,4075025,3759642,64627,130033,3629609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,N,0,PRINTERS LEAGUE LOCAL 43 WELFARE FND,NEW YORK,NY,10003-0000,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,,O,O,0.95925,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199503,234855,234855,199503,1995,NY,10003.0,NEW YORK,A33,A,3,264.0,279.0,0.0,27 UNION SQ,3.0,0.0,1000.0,% BASIL CASTROVINCI ASSOCIATES,2.0,13.0,0.0,10.0,0.0,2.0,6811.0,,PC,O,AR,A,IN,,A33,A,511100.0
26272,,1,222608583,1993,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,N,0,AMER PODIATRIC MED WRITERS ASSOC,FOREST HILLS,NY,11375-0129,11375.0,36081.0,A01,A,11375.0,5602.0,5600.0,36081.0,,O,O,0.07153,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36081.0,199312,0,0,199312,1993,NY,11375.0,FOREST HILLS,E1121,A,12,205.0,120.0,0.0,PO BOX 750129,1.0,0.0,2000.0,,2.0,11.0,0.0,20.0,0.0,5.0,8605.0,,PC,O,AR,A,IN,,A70,A,710000.0
26827,,1,222789203,1994,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,N,0,CELEBRATION BLACK CINEMA,BROOKLYN,NY,11201-4003,11201.0,36047.0,A31,A,11201.0,5602.0,5600.0,36047.0,,O,O,0.7185699999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36047.0,199412,0,0,199412,1994,NY,11201.0,BROOKLYN,A31,A,12,995.0,64.0,90.0,71 JORALEMON ST,3.0,199012.0,1000.0,% FITCH MILLER & TOURSE,1.0,11.0,16.0,20.0,0.0,1.0,8707.0,,PC,O,AR,A,IN,,A31,A,512110.0
26881,990.0,1,222805952,1995,5,4,119,239609,0,0,0,145,41397,0,0,145,145,239754,215749,604220,15750,0,880068,843239,299853,239019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,N,0,JAPANESE HERITAGE FND,NEW YORK,NY,10016-3317,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.83001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199512,239754,239754,199512,1995,NY,10016.0,NEW YORK,A23,A,12,119.0,0.0,0.0,401 5TH AVE 2ND FLR,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9001.0,,PC,O,AR,A,IN,,A23,A,710000.0
27578,990.0,1,223035200,1995,3,5,200,825000,0,0,0,2802,0,0,0,2802,2802,827802,1005283,30000,631979,0,234640,36631,27159,6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,NETWORK TELEVISION ASSOC,NEW YORK,NY,10019-6014,10019.0,36061.0,A32,A,,5602.0,5600.0,,,O,O,0.17107999999999998,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,,199512,827802,827802,199512,1995,NY,,NEW YORK,A32,A,12,200.0,125.0,0.0,825 SEVENTH AVE,3.0,0.0,1000.0,% PETER CHRISANTHROPOULOS,2.0,13.0,0.0,10.0,0.0,1.0,9201.0,NTA,PC,O,AR,A,IN,,A32,A,513120.0
27756,990.0,1,223075802,1995,3,4,123,0,52064,0,0,0,0,0,0,208389,208389,260453,205935,79804,0,0,25286,79804,0,0,79804,0,0,0,0,0,0,0,0,0,0,0,0,208389,0,0,6,1,N,0,UNINTERRUPTIBLE UPTIME USERS GROUP SOC UUUG,NEW YORK,NY,10163-3697,10163.0,36061.0,A70,A,10163.0,5602.0,5600.0,36061.0,,O,O,0.43628999999999996,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,260453,260453,199512,1995,NY,10163.0,NEW YORK,A70,C,12,123.0,200.0,0.0,PO BOX 3697,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9201.0,UUUG,PC,O,AR,A,IN,,A70,A,710000.0
29571,990.0,1,226067322,1994,3,3,119,0,10737,0,0,2334,0,0,0,22535,22535,33272,39764,68649,0,0,75241,69249,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,20201,0,0,6,1,N,9,DANCE MASTERS AMERICA NEW YORK CITY CHAPTER,BAYSIDE,NY,11361-0533,11361.0,36081.0,A62,A,11361.0,5602.0,5600.0,36081.0,,O,O,0.6987800000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36081.0,199508,33272,33272,199508,1995,NY,11361.0,BAYSIDE,A62,A,8,119.0,59.0,205.0,PO BOX 610533,3.0,0.0,2000.0,% ROBERT MANN,2.0,11.0,0.0,10.0,0.0,1.0,6406.0,,PC,O,AR,A,IN,,A62,A,711120.0
33039,990.0,1,232478238,1994,4,5,264,0,0,0,0,13138,0,0,0,862330,862330,862330,680393,174773,0,0,84589,208363,91753,33590,174773,0,0,0,0,0,0,0,0,0,0,0,0,849192,0,0,9,1,N,0,COLUMBIA ARTISTS MGT,NEW YORK,NY,10019-2201,10019.0,36061.0,A99,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.70601,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199508,862330,862330,199508,1995,NY,10019.0,NEW YORK,A0240,A,8,264.0,265.0,263.0,165 W 57TH ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,9111.0,CAMI INSURANCE BENEFIT PLAN,PC,O,AR,A,IN,,A0240,A,541618.0
35956,,1,237025621,1994,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,N,0,FEDERATION FORMER JEWISH UNDERGROUND FIGHTER AGAINST NAZ2SM,NEW YORK,NY,10016-6702,10016.0,36061.0,A23,A,10016.0,5602.0,5600.0,36061.0,,O,O,0.1298,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,0,0,199412,1994,NY,10016.0,NEW YORK,A23,A,12,59.0,319.0,0.0,12 E 31ST ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,6912.0,,PC,O,AR,A,IN,,A23,A,710000.0
36087,990.0,1,237029109,1993,1,3,205,0,14312,0,0,0,0,0,0,12992,12992,27304,23502,1500,0,0,71,2500,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,1373,4856,5663,1100,6,1,N,0,SOC PHOTOGRAPHERS & ARTISTS REPRESENTATIVES,NEW YORK,NY,10165-0005,10165.0,36061.0,A01,A,10165.0,5602.0,5600.0,36061.0,,O,O,0.63866,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199312,25931,25931,199312,1993,NY,10165.0,NEW YORK,A0340,A,12,205.0,0.0,0.0,60 E 42ND STREET SUITE 1166,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6906.0,,PC,O,AR,A,IN,,A0340,A,813920.0
40000,,1,237117133,1994,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,N,0,SOC OLD BROOKLYNITES,BROOKLYN,NY,11218-1265,11218.0,36047.0,A80,A,11218.0,5602.0,5600.0,36047.0,,O,O,0.6115,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36047.0,199412,0,0,199412,1994,NY,11218.0,BROOKLYN,A80,B,12,908.0,0.0,0.0,651 VANDERBILT ST,3.0,0.0,1000.0,% DONALD L NOWLAN,2.0,11.0,0.0,20.0,0.0,1.0,7202.0,,PC,O,AR,A,IN,,A80,A,712120.0
43060,990.0,1,237164969,1995,4,5,920,0,423650,2017,0,13436,0,7240,-3932,94176,86936,517826,534823,203215,91920,0,265522,251367,51512,48152,203215,0,0,0,0,0,0,0,0,0,0,0,0,75415,0,0,6,1,N,0,ASSOC ART MUS DIRECTORS,NEW YORK,NY,10017-6705,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,,O,O,0.47276,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199606,510586,510586,199606,1996,NY,10017.0,NEW YORK,A50,A,6,920.0,59.0,119.0,41 EAST 65TH STREET,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7203.0,,PC,O,AR,A,IN,,A0351,A,813920.0
43808,990.0,1,237179226,1995,4,3,920,75764,0,0,0,13991,0,0,0,13991,13991,89755,231322,189229,0,100000,330796,189229,0,0,189229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,RADIO MUSIC LICENSE,NEW YORK,NY,10153-0001,10153.0,36061.0,A01,A,10153.0,5602.0,5600.0,36061.0,,O,O,0.89186,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,89755,89755,199512,1995,NY,10153.0,NEW YORK,A34,A,12,920.0,0.0,0.0,767 FIFTH AVE,3.0,0.0,2000.0,% WEIL GOTSHAL & MANGES,2.0,13.0,0.0,10.0,0.0,5.0,7209.0,,PC,O,AR,A,IN,,A34,A,513110.0
47768,990.0,1,237323039,1993,1,3,119,38465,0,0,0,0,0,0,0,0,0,38465,36882,307,4800,0,-1276,1657,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,N,7,KATHRYN POSIN DANCE FND,NEW YORK,NY,10012-2406,10012.0,36061.0,A63,A,10012.0,5602.0,5600.0,36061.0,,O,O,0.5511199999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199406,38465,38465,199406,1994,NY,10012.0,NEW YORK,A63,A,6,119.0,59.0,0.0,20 BOND ST,3.0,0.0,1000.0,% TREAS,1.0,13.0,16.0,10.0,0.0,1.0,7310.0,,PC,O,AR,A,IN,,A63,A,711120.0
47938,990.0,1,237328225,1994,3,4,59,0,731,0,0,732,0,0,0,160598,160598,161329,62580,69485,0,0,15295,69485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44559,5539,109768,0,8,1,N,0,BNAI BRITH 5258 MUSIC & PERFORMING ARTS LODGE,NEW YORK,NY,10023-5882,10023.0,36061.0,A99,A,10023.0,5602.0,5600.0,36061.0,,O,O,0.9257299999999999,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199412,116770,116770,199412,1994,NY,10023.0,NEW YORK,A60,A,12,59.0,29.0,349.0,1995 BROADWAY 603,9.0,0.0,1000.0,% MURRAY FROIKIN,1.0,13.0,0.0,10.0,947.0,5.0,4606.0,,PC,O,AR,A,IN,,A60,A,711100.0
50497,990.0,1,237411166,1995,5,5,200,0,572462,0,0,46393,0,0,0,50209,50209,622671,703872,61342,0,0,765045,760205,641111,698863,61342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3816,6,1,N,0,LIBERIAN SHIPOWNERS COUNCIL LTD,NEW YORK,NY,10170-2656,10170.0,36061.0,A01,A,10170.0,5602.0,5600.0,36061.0,,O,O,0.21308000000000002,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,622671,622671,199512,1995,NY,10170.0,NEW YORK,A23,A,12,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,2.0,,2.0,1.0,0.0,10.0,0.0,1.0,197612.0,,PC,O,AR,A,IN,,A23,A,710000.0
65102,990.0,1,330274349,1995,4,4,200,0,192294,0,0,2831,0,0,0,91356,91356,283650,267926,115448,0,0,99724,115448,0,0,115448,0,0,0,0,0,0,0,0,0,0,0,0,88525,0,0,6,1,N,0,THEATRICAL DEALERS ASSOC,NEW YORK,NY,10025-0000,10025.0,36061,A01,A,10025.0,5602.0,5600.0,36061.0,,O,O,0.09316,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,283650,283650,199512,1995,NY,10025.0,NEW YORK,A65,B,12,200.0,0.0,0.0,755 W END AVE 9B,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A65,A,711110.0
75762,990.0,1,356048417,1995,4,4,65,249673,36042,0,0,13387,0,0,0,13387,13387,299102,263050,295000,0,0,258948,298922,0,3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N,0,NAT ASSOC BAND INSTRUMENT MANUFACTURERS INCORPORA,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.30648000000000003,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,299102,299102,199512,1995,NY,10010.0,NEW YORK,A6C,A,12,65.0,207.0,200.0,38 W 21ST ST 5TH FLR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3505.0,,PC,O,AR,A,IN,,A6C,A,711130.0
82629,990.0,1,366126873,1995,3,3,200,0,53068,0,0,4050,0,0,0,4905,4905,57973,61041,69268,0,0,73311,74492,975,5225,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,0,6,1,N,0,MUSIC DISTRIBUTORS ASSOC,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.63762,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,57973,57973,199512,1995,NY,10010.0,NEW YORK,A68,A,12,200.0,205.0,279.0,38 44 W 21ST ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,IN,,A68,A,711130.0
84334,990.0,1,370789523,1995,4,4,59,0,78941,59084,56589,20248,0,0,0,159342,102753,238283,173843,260633,0,0,254615,261514,1833,881,0,0,0,0,0,0,0,0,0,0,0,0,0,80010,0,0,6,1,Y,0,ASSOC BUSINESS COMMUNICATION,NEW YORK,NY,10010-5518,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.11004000000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,181694,181694,199512,1995,NY,10010.0,NEW YORK,A30,A,12,59.0,0.0,0.0,17 LEXINGTON AVE,3.0,0.0,2000.0,% ROBERT J MYERS DEPT SPEECH RM140,2.0,13.0,0.0,10.0,0.0,5.0,5811.0,BARUCH COLLEGE CUNY,PC,O,AR,A,IN,,A30,A,510000.0
115583,990.0,1,510163940,1995,1,3,64,27600,0,0,0,0,0,0,0,0,0,27600,28511,1718,0,0,5258,5258,2629,3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,N,0,AFRICAN AMER DAY PARADE,NEW YORK,NY,10030-0501,10030.0,36061,A23,A,10030.0,5602.0,5600.0,36061.0,,O,O,0.07791000000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199512,27600,27600,199512,1995,NY,10030.0,NEW YORK,A23,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A23,A,710000.0
