,EIN,TAXPER,CYCLE,DLN,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,verfail,vMagS,vMagP,NTEECC,NteeCC4d,NTEEconf,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,ntmaj10,ntmaj12,ntmaj5,RandNum,FIPS,MSA_NECH,PMSA,NteeOldB,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
11962,133302920,200612,200727.0,29409174214287,,2006,3600,5973,0,0,90,0,0,0,32750,32750,42323,38624,12560,0,0,11091,33759,2230,21199,0,0,0,0,0,0,0,0,0,32660,0,0,,42323,42323,0,0,0,0,0,0,0,3699,0,0,0,0,0,0,0,8861,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2006,N,11354-5566,11354.0,133302920200612.0,1333029202006.0,12,0.0,0.0,0.0,13640 39TH AVE STE 505,3.0,0.0,FLUSHING,1.0,,0.0,11.0,0.0,20.0,0.0,CHINESE AMERICAN SOCIETY OF CERTIFIED PUBLIC ACCOUNTANTS,5.0,0.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A03,23.0,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.64468,36081.0,5602.0,5600.0,,PC,O,AR,A,IN,,A0323,A,813920.0,9
11979,133341914,200612,200728.0,29490175105097,,2006,0,0,0,0,1796,0,0,0,228224,228224,228224,198191,70599,0,0,43566,73599,3000,3000,0,0,0,0,0,0,0,0,0,226428,0,0,,228224,228224,0,0,0,0,0,0,0,30033,0,0,0,0,0,0,0,40566,0,0,0,0,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10165-1341,10165.0,133341914200612.0,1333419142006.0,12,200.0,123.0,0.0,60 E 42ND ST RM 1341,3.0,0.0,NEW YORK,2.0,INTERNATIONAL TRADE CENTER INC,2.0,13.0,0.0,10.0,0.0,GRUPPO ESPONENTI ITALIANI INC,1.0,199304.0,,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A23,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.1517,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
11991,133358453,200606,200712.0,29409069168317,,2005,1556,40692,0,0,791,0,2566,3345,14206,11640,56454,39130,53173,0,0,49568,53173,0,0,0,0,0,0,0,0,0,0,11153,0,-3649,0,,42735,42735,0,0,0,0,0,7504,5911,3605,0,0,0,0,0,0,0,49568,0,0,0,0,0,0,0,791,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,907,1,2006,Y,10463-3224,10463.0,133358453200606.0,1333584532006.0,6,907.0,0.0,0.0,3333 HENRY HUDSON PKWY,3.0,0.0,BRONX,1.0,ALAN SASLOFF,1.0,13.0,0.0,10.0,0.0,U S S INTREPID ASSOCIATION INC,1.0,199506.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A12,,A,A,O,S,ZB,A,A,IN,,AR,AR,AR,0.72524,36005.0,5602.0,5600.0,,PC,S,ZB,A,IN,,A12,A,813219.0,9
11994,133364852,200612,200729.0,29490181380107,,2006,0,0,0,0,24115,0,0,0,227679,227679,227679,290558,516559,4000,0,579438,516559,0,0,0,0,0,0,0,0,0,0,0,203564,0,0,,227679,227679,0,0,0,0,0,0,0,-62879,0,0,0,0,0,0,0,579438,0,0,0,0,24115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,279,1,2006,N,11245-0001,11245.0,133364852200612.0,1333648522006.0,12,279.0,0.0,0.0,3 METROTECH CENTER,3.0,0.0,BROOKLYN,1.0,CHASE MANHATTAN BANK,2.0,11.0,0.0,10.0,0.0,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,1.0,198802.0,,NY,rtf06co,3.0,2.0,2.0,2.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.80907,36047.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,90
12020,133398825,200603,200714.0,29490076189447,,2005,0,0,0,0,1598,0,0,0,641598,641598,641598,0,2018177,0,0,2294379,2018177,0,0,0,0,0,0,0,0,0,17800,0,0,0,0,,623798,623798,622200,0,0,0,0,0,0,623798,-900000,0,0,0,0,0,0,2294379,0,0,0,0,1598,0,640000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,2006,N,10036-2501,10036.0,133398825200603.0,1333988252006.0,3,912.0,0.0,0.0,165 W 46TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,ACTORS EQUITY HOLDING CORPORATION,1.0,198712.0,,NY,rtf06co,4.0,3.0,3.0,0.0,,,,A65,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.44376000000000004,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A65,A,711110.0,90
12033,133418140,200612,200734.0,93490226003167,,2006,0,422567,0,0,3568,0,0,0,3848,3848,426415,401951,280742,118383,0,258747,283275,2469,2533,0,0,0,0,0,0,0,0,0,0,0,280,,426415,426415,0,0,0,0,0,0,0,24464,0,59809,17992,0,0,0,0,256278,0,0,0,0,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,2006,N,10036-3743,10036.0,133418140200612.0,1334181402006.0,12,263.0,264.0,279.0,630 9TH AVE STE 1103,9.0,0.0,NEW YORK,3.0,ROBERT GORI,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,5.0,194102.0,161 LOCAL,NY,rtf06co,2.0,2.0,2.0,2.0,,,,A65,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.03282,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,J40,J,813930.0,90
12035,133418616,200612,200730.0,29490188339097,,2006,0,15960,0,0,901,0,0,0,520654,520654,536614,373481,563823,0,0,593229,588754,24775,24931,0,0,0,0,0,0,0,167764,0,0,0,350020,,368850,368850,1969,0,0,0,0,0,0,-4631,0,0,0,0,0,0,0,568454,0,0,0,0,901,0,169733,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,281,1,2006,Y,10013-5566,10013.0,133418616200612.0,1334186162006.0,12,281.0,296.0,318.0,90 ELIZABETH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,CHINESE WEN CHOW ASSOCIATION INC,1.0,198802.0,,NY,rtf06co,3.0,2.0,3.0,2.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.9404299999999999,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
12070,133471375,200612,200728.0,29409174419097,,2006,0,33750,0,0,0,0,0,0,3140,3140,36890,3849,88207,0,0,73175,88772,540,565,0,0,0,0,0,0,0,0,17469,0,-14329,0,,19421,19421,0,0,0,0,0,3140,0,15572,0,0,0,0,0,0,0,72635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10013-4806,10013.0,133471375200612.0,1334713752006.0,12,200.0,205.0,405.0,79 BAYARD ST 2/FL,3.0,0.0,NEW YORK,2.0,CHIN Y HSIA,2.0,13.0,0.0,10.0,0.0,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,1.0,199106.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.05032,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,9
12097,133498699,200612,200718.0,29490104010017,,2006,0,30500,0,0,451,0,0,0,601,-302,31101,66503,412801,22250,0,449106,412801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30198,30198,0,0,150,903,-753,0,0,-36305,0,0,1962,0,0,0,0,449106,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123,1,2006,N,10016-6819,10016.0,133498699200612.0,1334986992006.0,12,123.0,124.0,279.0,470 PARK AVE S FRNT 2,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,GLOBAL PUBLIC AFFAIRS INSTITUTE INC,1.0,199104.0,,NY,rtf06co,2.0,1.0,1.0,1.0,,,,A01,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.26506,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A01,A,813319.0,90
12108,133506309,200612,200734.0,29490209377027,,2006,0,390363,0,0,1727,0,0,0,347453,347453,737816,812322,206188,125007,0,282318,206188,1624,0,0,0,0,0,0,0,0,0,0,0,0,345726,,737816,737816,0,0,0,0,0,0,0,-74506,0,159999,22885,0,0,0,0,280694,0,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2006,N,10003-3114,10003.0,133506309200612.0,1335063092006.0,12,0.0,0.0,0.0,13 E 16TH ST FL 6,3.0,0.0,NEW YORK,2.0,,1.0,13.0,0.0,10.0,0.0,UNITED STATES ASSOCIATION OF IMPORTERS OF TEXTILES AND APPAREL,5.0,0.0,,NY,rtf06co,2.0,3.0,3.0,3.0,,,,A40,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.34754,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,90
12124,133520340,200512,,29490287085196,,2005,0,13200,0,0,41,0,0,0,36832,36832,50032,50550,-61837,1000,0,14666,10419,75985,72256,0,0,0,0,0,0,0,0,0,36791,0,0,,50032,50032,0,0,0,0,0,0,0,-518,0,0,0,0,0,0,0,-61319,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,229,1,2005,N,10001-0000,10001.0,,,12,229.0,0.0,0.0,LOCAL,3.0,0.0,NEW YORK,1.0,ROTARY CLUB OF NEW YORK 323,0.0,13.0,0.0,10.0,0.0,GRUPPO RISTORATORI ITALIANI INC,5.0,0.0,,NY,CORE05co,,,,,,,,A23,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.5344300000000001,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A23,A,710000.0,90
12163,133568008,200512,,29409259244126,,2005,0,30550,0,0,475,0,0,0,475,475,31025,31959,63790,0,0,64724,63790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31025,31025,0,0,0,0,0,0,0,-934,0,0,0,0,0,0,0,64724,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,1,2005,N,10021-0002,10021.0,,,12,119.0,229.0,0.0,PO BOX 872,3.0,0.0,NEW YORK,1.0,KANTROWITZ & GOLDHAMER PC,2.0,13.0,0.0,10.0,0.0,PRIVATE ART DEALERS ASSOCIATION INC,1.0,199108.0,,NY,CORE05co,,,,,,,,A03,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.49095,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A03,A,813920.0,9
12200,133597634,200412,,29490351016015,,2004,0,0,0,0,3945,0,0,0,36153327,9825107,36153327,2273582,43014,0,0,53862989,43014,539385,0,0,0,0,0,0,0,0,0,0,5383607,0,0,,9825107,9825107,0,0,30765775,26328220,4437555,0,0,7551525,-60832115,0,0,0,0,0,0,53323604,0,0,0,0,3945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,54509554,912,1,2004,Y,10036-7601,10036.0,,,12,912.0,0.0,0.0,522 FIFTH AVE,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,TREMONT LAND HOLDING COMPANY INC,1.0,199109.0,,NY,CORE05co,,,,,,,,A60,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.63569,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A60,A,711100.0,90
12280,133667013,200606,,29409336189076,,2005,0,30490,0,0,180,0,0,0,28843,28843,59333,29470,36242,0,0,31016,39800,416,3558,0,0,0,0,0,0,0,0,24221,0,4442,0,,35112,35112,0,0,0,0,0,28663,0,5642,0,0,0,0,0,0,0,30600,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,120,1,2006,Y,10010-7003,10010.0,,,6,120.0,200.0,0.0,160 FIFTH AVE,3.0,0.0,NEW YORK,1.0,SIDESHOW MEDIA,2.0,13.0,0.0,10.0,0.0,AMERICAN BOOK PRODUCERS ASSOCIATION INC,1.0,199207.0,,NY,CORE05co,,,,,,,,A33,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.77599,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A33,A,511100.0,9
12284,133670200,200612,200727.0,29409167234357,,2006,0,70965,0,0,0,0,0,0,0,0,70965,78034,32051,0,0,39120,32051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,70965,70965,0,0,0,0,0,0,0,-7069,0,0,0,0,0,0,0,39120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2006,N,10018-4307,10018.0,133670200200612.0,1336702002006.0,12,0.0,0.0,0.0,545 8TH AVENUE 12FL,0.0,0.0,NEW YORK,1.0,,0.0,13.0,0.0,10.0,0.0,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,0.0,199211.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.9735,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,9
12315,133698552,200612,200726.0,29490160130177,,2006,0,0,0,0,3440000,0,0,0,3440000,3440000,3440000,3440000,40001000,0,0,40001000,40001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3440000,3440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40001000,0,0,0,0,0,0,0,3440000,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,2006,N,10167-0002,10167.0,133698552200612.0,1336985522006.0,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,QUEENRHIS FUNDING COMPANY,1.0,199304.0,,NY,rtf06co,,4.0,4.0,4.0,,,,A60,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.622,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A60,A,711100.0,90
12326,133707773,200612,200740.0,29490258340257,,2006,0,16130,0,0,83,0,6895,263,43011,36116,59141,14522,26545,0,0,29984,26545,1167,0,0,0,0,0,0,0,0,0,39996,0,-4226,0,,12250,12250,0,0,0,0,0,35770,7158,-2272,0,8200,0,0,0,0,0,28817,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,298,1,2006,N,10040-3937,10040.0,133707773200612.0,1337077732006.0,12,298.0,0.0,0.0,802 W 190TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK FLYERS INCORPORATED,1.0,199404.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A33,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.24925999999999998,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A33,A,511100.0,90
12336,133718893,200612,200730.0,29490188272347,,2006,0,50351,0,0,0,0,0,0,7500,7500,57851,62992,7028,0,0,12169,8802,0,1774,0,0,0,0,0,0,0,0,0,7500,0,0,,57851,57851,0,0,0,0,0,0,0,-5141,0,0,0,0,0,0,0,12169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10036-3602,10036.0,133718893200612.0,1337188932006.0,12,200.0,92.0,0.0,676A 9TH AVE,3.0,0.0,NEW YORK,1.0,CURTIS ASSOCIATES INC,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF AUTHORS REPRESENTATI VES,1.0,199407.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A70,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.46071000000000006,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A70,A,710000.0,90
12381,133761506,200612,200738.0,29490244120137,,2006,0,70250,0,0,7287,0,0,0,100537,100537,170787,67717,175302,0,0,194477,175302,0,0,175302,0,0,0,0,0,0,0,122245,0,-28995,0,,48542,48542,0,0,0,0,0,93250,0,-19175,0,0,0,0,0,0,0,194477,0,0,0,0,7287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,194477,207,1,2006,N,10033-0595,10033.0,133761506200612.0,1337615062006.0,12,207.0,0.0,0.0,PO BOX 757,3.0,0.0,NEW YORK,1.0,JEROME HERSHMAN,2.0,13.0,0.0,10.0,0.0,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,1.0,199510.0,,NY,rtf06co,2.0,1.0,2.0,1.0,,,,A68,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.9158200000000001,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A68,A,711130.0,90
12394,133772271,200608,,29490329272276,,2005,60070,34502,0,0,0,0,0,0,0,0,94572,85873,103517,0,0,94818,103517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94572,94572,0,0,0,0,0,0,0,8699,0,0,0,0,0,0,0,94818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,2006,N,10001-6763,10001.0,,,8,205.0,0.0,0.0,322 8TH AVE FL 21,3.0,0.0,NEWYORK,1.0,BARRY GROVE,2.0,13.0,0.0,10.0,0.0,LEAGUE OF OFF-BROADWAY THEATRES AND PRODUCERS INC,1.0,199502.0,,NY,CORE05co,,,,,,,,A65,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.9914200000000001,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A65,A,711110.0,90
12403,133780898,200707,200752.0,29490335020297,,2006,0,101096,0,0,0,0,0,0,0,0,101096,69201,289900,9000,0,258005,289900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,101096,101096,0,0,0,0,0,0,0,31895,0,0,0,0,0,0,0,258005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,261,1,2007,N,10003-1211,10003.0,133780898200707.0,1337808982007.0,7,261.0,0.0,0.0,890 BROADWAY FL 3,3.0,0.0,NEW YORK,1.0,LEONARD LIEBOWITZ,2.0,13.0,0.0,10.0,0.0,INDEPENDENT ARTISTS OF AMERICA,5.0,199601.0,,NY,rtf06co,2.0,2.0,2.0,1.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.8371799999999999,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A99,A,710000.0,90
12404,133781444,200612,200752.0,29490335189107,,2006,0,0,0,0,61462,0,0,0,5221329,5221329,5221329,2404911,61972276,0,0,54921127,62821374,216978,849098,2748195,0,0,0,0,0,0,0,0,5159867,0,0,,5221329,5221329,0,0,0,0,0,0,0,2816418,4451709,0,0,0,0,0,0,54704149,0,0,0,0,61462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,-3133155,912,1,2006,N,10163-5005,10163.0,133781444200612.0,1337814442006.0,12,912.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,WALNUT CREEK PROPERTIES INC,1.0,199412.0,,NY,rtf06co,,5.0,5.0,4.0,,,,A23,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.33612,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A23,A,710000.0,90
12409,133788051,200412,,29490267175035,,2004,0,0,0,0,987696,0,0,0,987696,987696,987696,987696,0,0,0,21967179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,987696,987696,0,0,0,0,0,0,0,0,-21967179,0,0,0,0,0,0,21967179,0,0,0,0,0,0,0,987696,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,2004,N,10036-7601,10036.0,,,12,912.0,0.0,0.0,522 5TH AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,ROLLING CITY FUNDING COMPANY,1.0,199501.0,,NY,CORE05co,,,,,,,,A60,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.34763,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,W20,W,813410.0,90
12424,133801078,200412,,29490267175055,,2004,0,0,0,0,1279292,0,0,0,1279292,1279292,1279292,1279292,0,0,0,7500438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1279292,1279292,0,0,0,0,0,0,0,0,-7500438,0,0,0,0,0,0,7500438,0,0,0,0,0,0,0,1279292,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,2004,N,10036-7601,10036.0,,,12,912.0,0.0,0.0,522 5TH AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,MOONLITE FUNDING COMPANY,1.0,199502.0,,NY,CORE05co,,,,,,,,A60,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.3856,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A60,A,711100.0,90
12451,133835380,200612,200742.0,29409272042217,,2006,0,2050,0,0,180,0,0,0,79396,79396,81446,9594,38902,0,0,36629,38902,0,0,0,0,0,0,0,0,0,0,69579,0,9637,0,,11867,11867,0,0,0,0,0,79216,0,2273,0,0,0,0,0,0,0,36629,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,908,1,2006,N,10010-7176,10010.0,133835380200612.0,1338353802006.0,12,908.0,0.0,0.0,915 BROADWAY STE 1400,3.0,0.0,NEW YORK,3.0,JADE ASSOCIATES,2.0,13.0,0.0,10.0,0.0,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,1.0,199512.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A23,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.67338,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,9
12469,133853865,200612,200717.0,29490083160197,,2006,115475,0,0,0,0,0,0,0,0,0,115475,104173,61391,0,600,50089,61391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,115475,115475,0,0,0,0,0,0,0,11302,0,0,0,0,0,0,0,50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,179,1,2006,N,11355-3865,11355.0,133853865200612.0,1338538652006.0,12,179.0,0.0,0.0,136 30 MAPLE ST,3.0,0.0,FLUSHING,1.0,,2.0,11.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,1.0,199802.0,,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.4326,36081.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
12499,133873175,200512,200703.0,29490364138076,,2005,0,23763,0,0,0,0,0,0,1433,1433,25196,11067,33524,0,0,19395,33524,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,,25196,25196,0,0,0,0,0,0,0,14129,0,0,0,0,0,0,0,19395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,408,1,2005,N,10163-3165,10163.0,133873175200512.0,1338731752005.0,12,408.0,0.0,0.0,PO BOX 3165,3.0,0.0,NEW YORK,1.0,SHALLINI BAJAJ,2.0,13.0,0.0,10.0,0.0,NETWORK OF INDIAN PROFESSIONALS INC,1.0,199608.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A23,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.29598,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
12503,133877958,200612,200718.0,29490104093157,,2006,0,275856,0,0,10672,0,0,0,98058,98058,373914,419982,1281945,165397,0,1505705,1453651,177692,171706,1281945,0,0,0,0,0,0,0,0,0,0,87386,,373914,373914,0,0,0,0,0,0,0,-46068,0,17559,11054,0,0,0,0,1328013,0,0,0,0,630,0,0,10042,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1328013,263,1,2006,N,10011-6849,10011.0,133877958200612.0,1338779582006.0,12,263.0,264.0,279.0,31 W 15TH ST,9.0,0.0,NEW YORK,3.0,JOSEPH GURRIERI,2.0,13.0,0.0,10.0,488.0,GRAPHIC COMMUNICATIONS INTERNATIONAL UNION,5.0,194110.0,51-23M NEW YORK,NY,rtf06co,4.0,2.0,2.0,2.0,,,,A30,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.13777,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,J40,J,813930.0,90
12518,133893891,200612,200727.0,29490168105197,,2006,0,0,0,0,9453428,0,0,0,9453428,9453428,9453428,9453428,78161232,0,0,81044053,78161232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9453428,9453428,0,0,0,0,0,0,0,0,-2882821,0,0,0,0,0,0,81044053,0,0,0,0,0,0,0,9453428,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,2006,N,10167-0002,10167.0,133893891200612.0,1338938912006.0,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,SIXTH AVENUE ML COMPANY INC,1.0,199611.0,,NY,rtf06co,,5.0,5.0,5.0,,,,A60,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.06,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A60,A,711100.0,90
