,EIN,TAXPER,CYCLE,DLN,DocCd,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,nteeFinal,nteeFinal1,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,Verifyby,fincheckv,VERIFY
57276,522262698,200810,200944,29491290038079,91,A20,N,Y,0,1,2007,2,1,1,3,0,8140,0,0,0,0,0,0,0,8140,20252,-12112,17893,0,0,750,0,0,0,0,6359,750,0.0,101,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,20252,0,17893,0,0.0,0,0,0,750,0,-5609,0,0,0,0,0,0,0,0,0,0,2059,0,1,0,0.0,738,738,17893,88448,25979,346423,478743,0,0,0,0,0,0,0,0,0,0,67,1482,177,7963,9689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,522262698200810,5222626982008,rtf08pf,8,0,0,10014.0,INSTITUTE FOR CULTURAL ENTERPRISE INC,MECCAD,302A W 12TH ST STE 120,NEW YORK,NY,10014-1947,0.0,3.0,1.0,200304.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10,,36061.0,5600.0,PMSA,A23,A,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.47013999999999995,B,,,
57520,522451464,200812,200932,29491199164089,91,A20,N,Y,0,1,2008,3,5,2,3,0,0,0,16508,0,0,0,0,65000,16508,85618,-69110,65000,16508,0,899781,0,0,0,0,61,899781,0.0,47689,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,16508,0,20618,0,0,0,0.0,899781,0,0,899781,0,899720,330,0,0,945,0,0,0,0,615,330,968295,47359,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,522451464200812,5224514642008,rtf08pf,8,-615,0,10011.0,HARRY J BROWN JR FOUNDATION INC,CATHERINE BROWN,213 W 23RD ST,NEW YORK,NY,10011-2308,0.0,3.0,1.0,200509.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A20,A,A20,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.49494,B,,,
57521,522457073,200812,200931,29491199062129,91,A23,N,Y,0,1,2008,2,1,2,3,0,11860,0,0,0,0,6477,0,0,18337,15254,3083,15254,0,6477,3083,0,0,0,0,0,3083,0.0,148,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,6477,15254,0,15254,0,0.0,3083,0,0,3083,0,3083,0,0,0,0,0,0,0,0,0,0,3000,0,148,0,0.0,0,148,15254,0,0,0,15254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20525,0,3295,23820,0,0,0,0,0,2008,522457073200812,5224570732008,rtf08pf,8,0,0,10022.0,BRAZILIAN ENDOWMENT FOR THE ARTS,,350 E 51ST ST DUPLEX,NEW YORK,NY,10022-7825,0.0,3.0,1.0,200809.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A1261,A,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.76407,B,,,
59600,550841750,200812,200919,29491101108009,91,A40,N,Y,0,1,2008,3,2,2,3,0,20000,112,0,0,0,0,0,20000,20112,20063,49,20060,112,0,15682,0,0,0,0,0,15682,0.0,515,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,112,0,63,0,60,0,0.0,15682,0,0,15682,0,15682,1,0,0,0,0,0,0,0,0,1,10455,514,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,550841750200812,5508417502008,rtf08pf,8,1,0,10010.0,BRIGITTE AND WILLIAM CROVELLO FOUNDATION INC,BRIGITTE CROVELLO,29 E 22ND ST,NEW YORK,NY,10010-5303,0.0,3.0,1.0,200402.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.9756799999999999,B,,,
59642,550913956,200812,200919,93491125003149,91,O20,N,Y,0,1,2008,2,1,3,3,0,0,0,0,0,0,84560,13935,0,84560,82436,2124,0,0,0,517,0,0,0,0,1,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,82436,0,0,0,0.0,517,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,550913956200812,5509139562008,rtf08pf,8,0,0,11356.0,COLLEGE POINT ARTS CENTER,CPAC,1448 COLLEGE POINT BLVD,COLLEGE POINT,NY,11356-1749,0.0,3.0,1.0,200709.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36081.0,5600.0,PMSA,A20,A,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.76939,A,,,
61532,576215647,200812,200922,29491137014039,91,A20,N,Y,0,1,2008,2,6,5,3,0,98100,30563,0,-7601,0,0,91000,38325,121090,307040,-185950,294321,17755,17872,3601813,40134,191551,191231,422916,0,3507380,0.0,30290,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,30474,30591,268715,12719,255996,12719,12719.0,0,0,100360,3507380,0,3601813,178,0,0,1385,0,0,0,0,1207,178,615029,0,17872,26706,31590.0,13534,89702,294321,233173,232948,227276,987718,0,3765560,3865954,3955129,11586643,0,3106120,3007398,3051631,9165149,20193,25411,28070,24997,98671,0,0,0,0,0,0,0,0,0,0,0,58822,67274,29101,155197,2008,576215647200812,5762156472008,rtf08pf,8,-1207,0,10020.0,EMILIO SANCHEZ FOUNDATION,,UWO EMILIO SANCHEZ,NEW YORK,NY,10020-1903,0.0,3.0,2.0,200504.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12,STAPPER ERIC TTEE,36061.0,5600.0,PMSA,A20,A,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.33566,B,,,
65228,611446755,200712,200920,29491108053149,91,A31,N,Y,0,1,2007,2,1,0,3,0,0,0,0,0,0,0,0,0,0,3507,-3507,0,0,0,125,0,0,0,0,0,125,0.0,1926,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3507,0,0,0,3507.0,125,0,0,125,0,125,0,0,0,0,0,0,0,0,0,0,39104,0,1,0,0.0,0,1,0,42638,46085,65387,154110,0,0,0,0,0,0,0,0,0,0,1284,9249,7475,3611,21619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,611446755200712,6114467552007,rtf08pf,7,0,0,10118.0,FONDAZIONE PRADA NEW YORK INC,FUNARO & CO,350 5TH AVE 41FL,NEW YORK,NY,10118-0110,0.0,3.0,1.0,200307.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A31,A,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.91295,B,,,
69010,711051801,200903,200940,29491262038239,91,A23,N,Y,0,1,2008,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,711051801200903,7110518012009,rtf08pf,9,0,0,10075.0,CISNEROS PHELPS FAMILY FOUNDATION INC,PATRICIA PHELPS DE CISNEROS,2 E 78TH ST,NEW YORK,NY,10075-1706,0.0,3.0,2.0,200908.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,,36061.0,5600.0,PMSA,A23,A,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.24506999999999998,B,,,
69482,721520848,200812,200952,29491255023029,91,A65,N,Y,0,1,2008,3,1,1,3,0,500,0,0,0,0,50,0,0,550,1527,-977,675,0,0,3699,0,0,0,0,0,2596,117.0,128,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,596,0,0,2596,0,3699,11,0,0,0,0,0,0,0,0,11,2600,117,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,721520848200812,7215208482008,rtf08pf,8,11,0,11238.0,COMMUNITY THEATRE INTERNATIONALE,KATHERINE GARDNER,375 LINCOLN PL APT 1C,BROOKLYN,NY,11238-5709,0.0,3.0,2.0,200207.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,200612.0,20.0,12,,36047.0,5600.0,PMSA,A65,A,A65,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.77668,A,,,
70934,742798673,200806,200923,29491150065039,91,A20Z,N,Y,0,25,2007,2,9,6,3,60,24687,4580,635704,184260,0,183717,210117,0,1032948,1803170,-770222,1291462,737205,755903,239660558,0,0,3549552,3549552,2280395,239660558,0.0,1460355,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,797184,980901,1803170,59979,1291462,59979,224998.0,0,0,26206833,239660558,0,237380163,14744,0,0,2285,0,13500,0,0,0,14744,29651887,0,755903,1289899,0.0,0,2045802,1685817,1583021,1221271,912485,5402594,239660558,238168058,237808161,211848305,927485082,209117104,208779643,208486888,208336420,834720055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,742798673200806,7427986732008,rtf08pf,8,-1041,1041,10012.0,JUDD FOUNDATION,EXECUTIVE DIRECTOR,101 SPRING ST,NEW YORK,NY,10012-3903,0.0,3.0,2.0,199702.0,1.0,3.0,60.0,91.0,0.0,1.0,25.0,201306.0,1.0,6,,36061.0,5600.0,PMSA,A20,A,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.31618,B,,,
71362,743105711,200812,200942,29491283004109,91,A60,N,Y,0,1,2008,2,3,3,3,0,83500,0,0,0,0,12738,0,0,96238,112068,-15830,112068,0,0,38003,0,0,0,0,4802,1,0.0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,112068,0,112068,0,0.0,36734,0,0,0,0,33201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,112068,129570,225911,187012,654561,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,743105711200812,7431057112008,rtf08pf,8,0,0,11232.0,TONALMOTION INC,MICHAEL SCHUMACHER,PO BOX 320668,BRDOKLYN,NY,11232-0668,0.0,3.0,2.0,200409.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36047.0,5600.0,PMSA,A60,A,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.25524,B,,,
76059,830366726,200812,200938,29491241167239,91,A40,N,Y,0,1,2008,3,2,4,3,0,166457,0,0,0,12590,50220,0,0,229267,225606,3661,225606,0,0,19265,0,0,0,0,2191,0,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,21953,0,12590,225606,0,225606,0,225606.0,3765,0,0,0,0,17074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,830366726200812,8303667262008,rtf08pf,8,0,0,10001.0,CONJURING ARTS RESEARCH CENTER,,11 W 30TH ST APT 5F,NEW YOR,NY,10001-4400,0.0,3.0,1.0,200312.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,12,,36061.0,5600.0,PMSA,A0561,A,A056,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.20204,B,,,
81877,943312578,200812,200939,29491255074079,91,B3,N,Y,0,1,2008,3,1,0,3,0,0,0,0,0,0,0,0,0,0,130,-130,0,0,0,1747,0,0,0,0,0,1747,0.0,90,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,1747,0,0,1747,0,1747,0,0,0,0,0,0,0,0,0,0,1818,90,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,943312578200812,9433125782008,rtf08pf,8,0,0,10023.0,RAINBOLT HAMPTON ARTS,SHAYNEE RAINBOLT,201 W 72ND ST APT 11E,NEW YORK,NY,10023-2767,0.0,3.0,1.0,199907.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A6B,A,A6B,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.45253000000000004,A,,,
82197,943422213,200812,200942,29491150204169,91,A126,N,Y,0,1,2008,3,1,4,3,0,160000,0,0,0,0,0,0,171698,160000,183190,-23190,171698,0,0,4446,0,0,0,0,0,4446,0.0,790,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,11492,0,0,0,0.0,4446,0,0,4446,0,4446,0,0,0,0,0,0,0,0,0,0,16041,790,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,943422213200812,9434222132008,rtf08pf,8,0,0,10022.0,JUSTIN TIMBERLAKE FOUNDATION INC,GUGGENHEIM PARTNERS,135 E 57TH ST FL 15,NEW YORK,NY,10022-2050,0.0,3.0,1.0,200207.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12,,36061.0,5600.0,PMSA,A12,A,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.14542,B,,,
83168,954124438,200812,200925,93491166005019,91,,N,Y,0,1,2008,2,4,5,3,120,734873,3630,0,103,-75162,0,0,0,663444,691686,-28242,691611,3658,0,322459,0,673,0,673,10123,322459,0.0,0,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,99140,3733,-71532,691686,75,691611,75,0.0,275750,0,0,322459,0,312336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,691611,340762,589501,699183,2321057,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,734843,360930,589244,649929,2334946,0,0,0,0,0,3630,6953,6054,3096,19733,2008,954124438200812,9541244382008,rtf08pf,8,0,0,10001.0,ART RESOURCES TRANSFER INC,,526 W 26TH ST RM 614,NEW YORK,NY,10001-5522,0.0,3.0,1.0,198801.0,1.0,2.0,120.0,91.0,119.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A02,A,A02,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6938,A,,,
83450,954429922,200906,200946,85491304000089,91,,N,Y,0,1,2008,3,3,3,3,995,50345,0,0,0,0,0,0,0,50345,171350,-121005,0,0,0,95068,0,0,0,0,28147,95068,4219.0,4219,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,171350,0,0,0,0.0,3822,0,0,95068,0,66921,0,0,0,0,0,0,0,0,0,0,85673,4219,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,954429922200906,9544299222009,rtf08pf,9,0,0,10018.0,NATIONAL ASSOCIATION FOR MULTI- ETHNICITY IN COMMUNICATIONS FOUND,,336 W 37TH ST RM 302,NEW YORK,NY,10018-4687,0.0,3.0,1.0,199706.0,1.0,4.0,995.0,123.0,0.0,1.0,1.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A30,A,A30,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.71401,A,,,
84970,986000319,200808,200931,29491199172029,91,T20,N,Y,0,1,2007,3,8,7,3,349,0,48,467457,-229480,0,3486,0,528600,241511,876145,-634634,813994,385401,0,18874554,1607999,13474691,404834,15487524,208127,18874554,134350.0,980797,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,0,0,470991,0,347545,85590,256894,85590,0.0,29156,0,1955922,18874554,0,18666427,7708,0,0,14444,0,0,0,0,6736,7708,19914666,973089,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,986000319200808,9860003192008,rtf08pf,8,-6736,0,10003.0,AMERICAN CENTER FOUNDATION,FREDERICK B HENRY,770 BROADWAY FL 2,NEW YORK,NY,10003-9557,0.0,3.0,1.0,196402.0,1.0,4.0,349.0,59.0,119.0,1.0,1.0,0.0,1.0,8,,36061.0,5600.0,PMSA,A25,A,A25,A,PF,S,AR,A,A,OUT,I,1,AR,AR,AR,0.23814000000000002,B,,,
85285,10733159,200712,200826,29491153035048,91,A70,N,Y,0,1,2007,2,4,4,3,0,300000,6041,0,0,0,1925,0,100000,307966,178554,129412,176604,6041,6041,272539,0,0,0,0,0,272539,0.0,4003,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6041,7966,78554,0,76604,0,1925.0,0,0,0,272539,0,272539,60,0,0,0,0,0,0,0,0,60,81280,0,4003,0,0.0,0,4003,76604,48988,34509,10099,170200,272539,143127,192115,216624,824405,96000,96000,96000,96000,384000,2669,2451,3794,1112,10026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,10733159200712,107331592007,CORE07pf,7,60,0,10011.0,FELIX GONZALEZ-TORRES FOUNDATION,ANDREA M ROSEN,525 W 24TH ST,NEW YORK,NY,10011-1104,0.0,3.0,1.0,200307.0,1.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A70,A,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.08258,B,,,
85342,20501122,200706,200815,29491082038078,91,A68,N,Y,0,1,2006,3,3,3,3,0,8550,20,0,0,0,70706,6250,0,79276,50266,29010,0,20,0,43769,0,0,0,0,0,43769,916.0,916,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,20,0,0,50266,0,0,0.0,43769,0,0,43769,0,43769,0,0,0,0,0,0,0,0,0,0,18590,916,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,20501122200706,205011222007,CORE07pf,7,0,0,10023.0,WATERVILLE VALLEY MUSIC CENTER,DAVID SEGAL,74 W 68TH ST APT 1C,NEW YORK,NY,10023-6049,0.0,3.0,1.0,199904.0,1.0,4.0,0.0,0.0,0.0,5.0,13.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A68,A,A68,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.83809,A,,,
85763,60742976,200706,200826,29491152374118,91,,N,Y,0,1,2006,2,1,1,3,59,0,3,0,0,0,0,0,3872,3,29237,-29234,3872,3,0,1,0,0,0,0,0,1,0.0,191,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,0,3,0,25365,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3871,0,0,150,5.0,9,164,0,25,9677,62655,72357,0,29234,28883,65738,123855,0,29234,26065,53238,108537,127,100,97,95,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,60742976200706,607429762007,CORE07pf,7,0,0,10018.0,WHITE BARN THEATRE FOUNDATION INC,HECHT AND COMPANY P C,111 W 40TH ST,NEW YORK,NY,10018-2506,0.0,3.0,2.0,195207.0,1.0,3.0,59.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A65,A,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.04155,B,,,
85975,112948645,200806,200846,29491299033118,91,,N,Y,0,1,2007,3,4,3,3,602,0,3074,0,0,0,0,0,10000,68074,15532,52542,12900,65442,65442,249958,0,0,0,0,10897,249957,0.0,10748,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,65000,0,68074,68074,5532,2632,2900,2632,2632.0,4044,0,0,249957,0,239061,1309,0,0,400,0,0,0,36,0,1309,218239,9439,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,112948645200806,1129486452008,CORE07pf,8,945,0,11354.0,WORLD JOURNAL CULTURE FOUNDATION INC,,141 07 20 AVE 6 FLR,FLUSING,NY,11354-0000,0.0,3.0,1.0,198909.0,1.0,4.0,602.0,0.0,0.0,1.0,11.0,0.0,1.0,6,,36081.0,5600.0,PMSA,A33,A,A33,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.19685999999999998,A,,,
86008,113227149,200806,200844,29491278038038,91,A47P,N,Y,0,1,2007,3,1,3,3,91,0,0,0,0,0,53440,0,100,53440,53276,164,0,0,163,1497,0,0,0,0,1333,4552,0.0,80,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,53440,53176,0,0,0,53276.0,4077,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113227149200806,1132271492008,CORE07pf,8,0,0,11231.0,CLAYWORKS ON COLUMBIA INC,,195 COLUMBIA ST,BROOKLYN,NY,11231-1402,0.0,3.0,3.0,199612.0,1.0,4.0,91.0,149.0,59.0,1.0,11.0,0.0,1.0,6,,36047.0,5600.0,PMSA,A40,A,A40,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.35081999999999997,B,,,
86015,113247858,200712,200837,29491229040108,91,T30J,N,Y,0,1,2007,3,1,1,3,994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113247858200712,1132478582007,CORE07pf,7,0,0,11210.0,KOTEL MUSEUM FUND INC,SAADIA SHAPIRO,1300 FLATBUSH AVE,BROOKLYN,NY,11210-1233,0.0,3.0,1.0,199504.0,1.0,4.0,994.0,602.0,0.0,1.0,11.0,0.0,1.0,12,,36047.0,5600.0,PMSA,A50,A,A50,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.9704,A,,,
86020,113276202,200612,200847,29491271059038,91,A25,N,Y,0,1,2006,3,1,2,3,994,15686,0,0,0,0,4110,1800,0,19796,20013,-217,9653,0,0,71,0,0,0,0,0,71,0.0,53,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,4110,20013,0,9653,0,10360.0,71,0,0,71,0,71,0,0,0,0,0,0,0,0,0,0,1067,53,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,113276202200612,1132762022006,CORE07pf,6,0,0,10021.0,ART SPIRIT INC,MARION WILLIAMS,23 E 74TH ST APT 6B,NEW YORK,NY,10021-2619,0.0,3.0,2.0,199602.0,1.0,4.0,994.0,91.0,0.0,1.0,13.0,200612.0,1.0,12,,36061.0,5600.0,PMSA,A25,A,A25,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.66154,B,,,
86057,113433858,200804,200845,29491292084148,91,B82,N,Y,0,1,2007,3,4,3,3,0,52500,0,0,0,0,6650,6000,6000,59150,55104,4046,55104,0,0,114408,0,0,0,0,0,114408,222.0,222,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,0,0,49104,0,0,0,0.0,0,0,0,114408,0,114408,0,0,0,0,0,0,0,0,0,0,4500,222,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113433858200804,1134338582008,CORE07pf,8,0,0,11101.0,CENTER FOR THE HOLOGRAPHIC ARTS INC,ANA MARIA NICHOLSON,45 10 COURT SQ RM BSMT,LONG ISLAND CITY,NY,11101-4325,0.0,3.0,2.0,199909.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,4,,36081.0,5600.0,PMSA,A31,A,A31,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.3428,A,,,
