,FILER,EIN,styear,ASCD,INCCD,ACTIVCD1,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,SUBSECCD,POPCODE,REASON,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,v_errorCd,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
16012,,136115898,1987,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,YIDDISH THEATRICAL ALLIANCE,NEW YORK,NY,10003-8001,10003.0,36061.0,A65,A,10003.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9027,,,Z99,C,,36061.0,198712,198712,1987,NY,10003.0,NEW YORK,A65,A,12,36.0,602.0,319.0,31 E 7TH ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,3811.0,,PC,O,AR,A,IN,,A65,A,711110.0
16023,,136117091,1989,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,TEXTILE CONVERTERS ASSOC,NEW YORK,NY,10022-6102,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.35705,,,Z99,C,,36061.0,198912,198912,1989,NY,10022.0,NEW YORK,A40,A,12,920.0,0.0,0.0,575 LEX AVE,3.0,0.0,2000.0,% SOLOMON ROSENBAUM,2.0,13.0,0.0,20.0,0.0,1.0,6008.0,,PC,O,AR,A,IN,,A40,A,710000.0
16070,990.0,136122376,1989,5,5,200,380,8260,0,0,15349,0,0,0,265889,265889,274529,49638,312830,0,0,298862,328923,14883,16093,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NEW YORK FINANCIAL WRITERS ASSOC,NEW YORK,NY,10001-0003,10001.0,36061.0,A01,A,10001.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.66578,,,Z99,C,,36061.0,199001,199001,1990,NY,10001.0,NEW YORK,A70,A,1,200.0,205.0,0.0,PO BOX 21,1.0,0.0,2000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7901.0,,PC,O,AR,A,IN,,A70,A,710000.0
16150,,136135725,1987,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,FEDERATION MODERN PAINTERS & SCULPTORS,NEW YORK,NY,10032-1103,10032.0,36061.0,A99,A,10032.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.6471,,,Z99,C,,36061.0,198712,198712,1987,NY,10032.0,NEW YORK,A40,C,12,119.0,59.0,205.0,710 W 173RD ST,3.0,0.0,2000.0,% J & R SERVETAS,2.0,13.0,0.0,20.0,0.0,1.0,4303.0,,PC,O,AR,A,IN,,A40,A,710000.0
16195,990.0,136142804,1989,6,7,264,0,0,0,0,0,0,0,0,1168434,1168434,1168434,1577013,549705,0,0,956859,553141,1481,3436,549705,0,0,0,0,0,0,0,0,0,0,9,1,0,N,PUBLISHERS PAPER HANDLERS WELFARE FND,NEW YORK,NY,10003-1503,10003.0,36061.0,A33,A,10003.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.33416999999999997,,,Z99,C,,36061.0,199003,199003,1990,NY,10003.0,NEW YORK,A33,A,3,264.0,0.0,0.0,200 PARK AVE S,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,2.0,5503.0,,PC,O,AR,A,IN,,A33,A,511100.0
16218,990.0,136149730,1988,6,5,119,0,105800,0,0,39302,0,0,0,211701,211701,317501,345328,568458,0,0,596285,568458,0,0,568458,0,0,0,0,0,0,0,0,0,0,6,1,0,N,ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-2511,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.24798,,,Z99,B,,36061.0,198910,198910,1989,NY,10022.0,NEW YORK,A03,A,10,119.0,0.0,0.0,575 MADISON AVE 16TH FL,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6307.0,,PC,O,AR,A,IN,,A03,A,813920.0
16241,,136154205,1987,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,AMER SOC LANDSCAPE ARCHITECTS NEW YORK CHAPTER,NEW YORK,NY,10022-6830,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.43208,,,Z99,C,,36061.0,198712,198712,1987,NY,10022.0,NEW YORK,C40,A,12,205.0,0.0,0.0,457 MADISON AVE,3.0,0.0,2000.0,J COOKE,2.0,13.0,0.0,20.0,0.0,5.0,6107.0,CHAPTER,PC,O,AR,A,IN,,C40,C,712130.0
16286,,136162016,1989,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,AUSTRIAN AMER FEDERATION,NEW YORK,NY,10021-4906,10021.0,36061.0,A23,A,10021.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.33705,,,Z99,C,,36061.0,198912,198912,1989,NY,10021.0,NEW YORK,A23,A,12,61.0,279.0,319.0,6 E 69TH ST,3.0,0.0,1000.0,% AUSTRIAN GASOLATE GENERAL,2.0,13.0,0.0,20.0,0.0,1.0,5908.0,,PC,O,AR,A,IN,,A23,A,710000.0
16332,,136162600,1987,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,UNITED NATIONS CORRESPONDENTS ASSOC,NEW YORK,NY,10017-0000,10017.0,36061.0,A30,A,10017.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,1,AR,AR,AR,0.09663,C,,Q42,B,,36061.0,198712,198712,1987,NY,10017.0,NEW YORK,A30,B,12,120.0,0.0,0.0,UNITED NATIONS BLDG RM C 315,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,5107.0,,PC,O,AR,A,IN,,A30,A,510000.0
16613,990.0,136227399,1988,7,8,264,0,181913,20605054,20620690,397242,0,0,0,21002296,381606,21184209,876335,4785035,0,0,5344336,4956850,133992,171815,4785035,0,0,0,0,0,0,0,0,0,0,9,1,0,N,PRINTERS LEAGUE LOCAL 43 WELFARE FND,NEW YORK,NY,10003-0000,10003,36061.0,A33,A,10003,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.8376399999999999,,,Z99,C,,36061.0,198903,198903,1989,NY,10003,NEW YORK,A33,A,3,264.0,279.0,0.0,27 UNION SQ,3.0,0.0,1000.0,% BASIL CASTROVINCI ASSOCIATES,2.0,13.0,0.0,10.0,0.0,2.0,6811.0,,PC,O,AR,A,IN,,A33,A,511100.0
16744,,136621161,1987,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,INST SOC DANCE STUDIES,NEW YORK,NY,10019-3911,10019,36061.0,A6E,A,,5602.0,5600.0,,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.01065,,,Z99,C,,,198712,198712,1987,NY,,NEW YORK,A6E,A,12,149.0,0.0,0.0,60 W 57TH ST,3.0,,3000.0,,,,0.0,,,,7408.0,,PC,O,AR,A,IN,,A6E,A,611610.0
16755,990.0,136686323,1989,7,5,267,0,0,0,0,168017,0,0,0,316174,316174,316174,172080,2078460,0,0,1949151,2086910,14785,8450,2078460,0,0,0,0,0,0,0,0,0,0,17,1,0,N,PRINTERS LEAGUE LOCAL 23 RELOCATION DISPLACEMENT &,NEW YORK,NY,10011-6501,10011,36061.0,A33,A,,5602.0,5600.0,,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.22300999999999999,,,Z99,C,,,198912,198912,1989,NY,,NEW YORK,A33,A,12,267.0,279.0,0.0,212 W 15TH ST,3.0,,1000.0,,,,0.0,,,,7509.0,SUPPL UNEMP BEN FD,PC,O,AR,A,IN,,A33,A,511100.0
23740,,222402189,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,LUMEN PRODUCTIONS,NEW YORK,NY,10034-1284,10034,36061.0,A99,A,10034,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.17314000000000002,N,,A99,B,,36061.0,198912,198912,1989,NY,10034,NEW YORK,A60,C,12,0.0,0.0,0.0,712 VALLEY FORGE AVE,3.0,0.0,1000.0,,1.0,13.0,15.0,20.0,0.0,5.0,8207.0,,PC,O,AR,A,IN,,A99,A,710000.0
25974,990.0,222753820,1988,1,4,0,20391,0,0,0,0,0,0,0,10658,10658,31049,35417,-5369,1340,0,994,4559,1995,9928,-5369,0,0,0,0,0,0,0,0,0,0,3,1,7,N,LOAVES & FISH THEATRE,NEW YORK,NY,10044-0203,10044.0,36061,A65,A,10044.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,Q,AR,AR,AR,0.16457,,,Z99,C,,36061.0,198812,198812,1988,NY,10044.0,NEW YORK,A65,B,12,88.0,0.0,0.0,41 WASHINGTON PL,3.0,199206.0,1200.0,% CHARLES DUMAS,1.0,13.0,15.0,20.0,0.0,1.0,8803.0,,PC,O,AR,A,IN,,A65,A,711110.0
26240,,222805952,1989,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,JAPANESE HERITAGE FND,NEW YORK,NY,10016-3317,10016.0,36061,A23,A,10016.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.45761999999999997,,,Z99,B,,36061.0,198912,198912,1989,NY,10016.0,NEW YORK,A23,A,12,119.0,0.0,0.0,RT 42,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9001.0,,PC,O,AR,A,IN,,A23,A,710000.0
26983,,222924432,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,N,NYC EXPERIMENTAL VIDEO & FILM,NEW YORK,NY,10012-3147,10012.0,36061,A31,A,10012.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,Q,AR,AR,AR,0.018340000000000002,,,Z99,C,,36061.0,198912,198912,1989,NY,10012.0,NEW YORK,A31,A,12,89.0,0.0,0.0,465 W BWAY,9.0,0.0,1000.0,,1.0,13.0,15.0,20.0,9249.0,5.0,8904.0,SOHO BAROQUE OPERA CO INC,PC,O,AR,A,IN,,A6A,A,711130.0
26986,990.0,222924636,1987,1,4,0,17030,27835,0,0,0,0,0,0,0,0,44865,41388,3476,0,0,0,3476,0,0,3476,0,0,0,0,0,0,0,0,0,0,4,1,0,N,LINKS INC,NEW YORK,NY,10008-2243,10008.0,36061,A99,A,10008.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.34539000000000003,,,Z99,C,,36061.0,198712,198712,1987,NY,10008.0,NEW YORK,A99,C,12,119.0,40.0,279.0,185 WEST END AVE,9.0,0.0,3.0,ANNA MARIA BISHOP-HARRIS,2.0,1.0,0.0,10.0,1520.0,1.0,196112.0,METRO MANHATTAN LINKS INC,PC,O,AR,A,IN,,A99,A,710000.0
27945,990.0,223047700,1989,3,4,0,0,27060,0,0,0,0,0,0,26936,26936,53996,39684,24682,0,0,10370,24682,0,0,0,0,0,0,0,2750,0,0,0,0,0,3,1,0,N,NEW YORK FND ARCHITECTURE,NEW YORK,NY,10016-6101,10016.0,36061,A40,A,10016.0,5602.0,5600.0,36061.0,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.04082,N,,A40,B,,36061.0,198912,198912,1989,NY,10016.0,NEW YORK,A40,B,12,59.0,0.0,0.0,200 LEXINGTON AVE,3.0,0.0,1000.0,,1.0,13.0,4.0,1.0,0.0,1.0,6703.0,,PC,O,AR,A,IN,,A40,A,710000.0
27999,,223055332,1989,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,UKRAINIAN NAT WOMENS LEAGUE AMERICA,NEW YORK,NY,10003-8410,10003.0,36061,A33,A,10003.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.39555,,,Z99,C,,36061.0,198912,198912,1989,NY,10003.0,NEW YORK,S81,C,12,120.0,0.0,0.0,108 SECOND AVE,9.0,0.0,3000.0,% LIDIA BILOUS,2.0,6.0,0.0,20.0,1874.0,5.0,6706.0,BRANCH 113,PC,O,AR,A,IN,,S81,S,813410.0
28683,990.0,226067322,1989,4,4,119,0,12185,0,0,689,0,0,0,34251,34251,46436,30160,55507,300,0,39831,57978,600,2471,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,DANCE MASTERS AMERICA NEW YORK CITY CHAPTER,BAYSIDE,NY,11361-0533,11361.0,36081,A62,A,11361.0,5602.0,5600.0,36081.0,O,O,AR,A,A,IN,,1,AR,AR,AR,0.02595,N,,A62,A,,36081.0,199008,199008,1990,NY,11361.0,BAYSIDE,A62,A,8,119.0,59.0,205.0,PO BOX 610533,3.0,0.0,2000.0,% ROBERT MANN,2.0,11.0,0.0,10.0,0.0,1.0,6406.0,,PC,O,AR,A,IN,,A62,A,711120.0
36390,990.0,237029109,1989,3,4,205,0,26225,0,0,158,0,0,0,27462,27462,53687,53745,11819,0,0,12843,12748,966,929,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,SOC PHOTOGRAPHERS & ARTISTS REPRESENTATIVES,NEW YORK,NY,10165-0005,10165.0,36061.0,A01,A,10165.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.78242,,,Z99,C,,36061.0,198912,198912,1989,NY,10165.0,NEW YORK,A0340,A,12,205.0,0.0,0.0,60 E 42ND STREET SUITE 1166,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6906.0,ES INC,PC,O,AR,A,IN,,A0340,A,813920.0
39560,,237096387,1989,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,LAWYERS ASSOC TEXTILE INDUSTRY,NEW YORK,NY,10018-7606,10018.0,36061.0,A40,A,10018.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.54168,,,Z99,C,,36061.0,198912,198912,1989,NY,10018.0,NEW YORK,I03,A,12,200.0,0.0,0.0,462 SEVENTH AVE 23RD FLR,3.0,0.0,2000.0,% ERNST & WHINNEY,2.0,13.0,0.0,20.0,0.0,1.0,7201.0,,PC,O,AR,A,IN,,I03,I,813920.0
39860,,237101741,1988,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,NEW YORK BUSINESS PRESS EDITORS,NEW YORK,NY,10017-0000,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.35433000000000003,,,Z99,C,,36061.0,198906,198906,1989,NY,10017.0,NEW YORK,A33,A,6,200.0,59.0,0.0,P O BOX 5771 GRAND CENTRAL STATION,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,7109.0,,PC,O,AR,A,IN,,A33,A,511100.0
41073,,237117133,1987,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N,SOC OLD BROOKLYNITES,BROOKLYN,NY,11218-1265,11218.0,36047.0,A80,A,11218.0,5602.0,5600.0,36047.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.008329999999999999,,,Z99,C,,36047.0,198712,198712,1987,NY,11218.0,BROOKLYN,A80,B,12,908.0,0.0,0.0,651 VANDERBILT ST,3.0,0.0,1000.0,% DONALD L NOWLAN,2.0,11.0,0.0,20.0,0.0,1.0,7202.0,,PC,O,AR,A,IN,,A80,A,712120.0
44881,990.0,237164969,1989,5,5,920,4250,125600,0,0,8611,0,0,5221,69232,69232,199082,228514,66965,0,0,109513,110938,13116,43973,66965,0,0,0,0,0,0,0,0,0,0,6,1,0,N,ASSOC ART MUS DIRECTORS,NEW YORK,NY,10017-6705,10017.0,36061.0,A01,A,10017.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.28135,,,Z99,C,,36061.0,199006,199006,1990,NY,10017.0,NEW YORK,A50,A,6,920.0,59.0,119.0,1290 AVE OF THE AMERICAS,3.0,0.0,2000.0,% CORNICK GARBER & SANDLER,2.0,13.0,0.0,10.0,0.0,1.0,7203.0,INC,PC,O,AR,A,IN,,A0351,A,813920.0
45764,990.0,237179226,1989,5,5,920,0,362645,0,0,3843,10352,0,0,3843,3843,366488,234317,192499,0,8041,60328,192499,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,RADIO MUSIC LICENSE,NEW YORK,NY,10153-0001,10153.0,36061.0,A01,A,10153.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.67015,,,Z99,C,,36061.0,198912,198912,1989,NY,10153.0,NEW YORK,A34,A,12,920.0,0.0,0.0,767 FIFTH AVE,3.0,0.0,2000.0,% WEIL GOTSHAL & MANGES,2.0,13.0,0.0,10.0,0.0,5.0,7209.0,,PC,O,AR,A,IN,,A34,A,513110.0
51263,990.0,237328225,1989,4,5,59,0,574,0,0,4447,0,0,0,135993,135993,136567,112338,43617,0,0,69184,43617,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,N,BNAI BRITH 5258 MUSIC & PERFORMING ARTS LODGE,NEW YORK,NY,10023-5882,10023.0,36061,A99,A,10023.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.27923000000000003,,,Z99,C,,36061.0,198912,198912,1989,NY,10023.0,NEW YORK,A60,A,12,59.0,29.0,349.0,1995 BROADWAY 603,9.0,0.0,1000.0,% MURRAY FROIKIN,1.0,13.0,0.0,10.0,947.0,5.0,4606.0,,PC,O,AR,A,IN,,A60,A,711100.0
54659,990.0,237411166,1989,6,6,200,0,447584,0,0,77758,0,0,0,77758,77758,525342,463936,98039,0,0,749812,778764,713179,680725,98039,0,0,0,0,0,0,0,0,0,0,6,1,0,N,LIBERIAN SHIPOWNERS COUNCIL LTD,NEW YORK,NY,10170-2656,10170.0,36061,A01,A,10170.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.30835,,,Z99,C,,36061.0,198912,198912,1989,NY,10170.0,NEW YORK,A23,A,12,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,2.0,,2.0,1.0,0.0,10.0,0.0,1.0,197612.0,,PC,O,AR,A,IN,,A23,A,710000.0
56021,990.0,237449111,1989,5,5,0,370767,0,0,0,6075,0,0,0,20880,20880,391647,196512,321705,0,0,139694,333459,13123,11753,0,0,0,0,0,0,0,0,0,0,0,3,1,7,Y,INTL ONE WORLD CRUSADE,NEW YORK,NY,10116-7594,10116.0,36061,A34,A,10116.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.7851899999999999,N,,A34,A,,36061.0,198912,198912,1989,NY,10116.0,NEW YORK,A34,A,12,4.0,8.0,29.0,G P O BOX 7594,3.0,0.0,7000.0,,1.0,23.0,15.0,10.0,0.0,1.0,9407.0,,PC,O,AR,A,IN,,A34,A,513110.0
56277,990.0,237456182,1989,0,4,0,20019,0,0,0,0,0,0,0,14130,14130,34149,27595,-25218,0,0,-4177,-25218,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,N,ALPHA OMEGA 1 7 THEATRICAL DANCE,NEW YORK,NY,10025-6912,10025.0,36061,A62,A,10025.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.6332899999999999,N,,A65,A,,36061.0,198912,198912,1989,NY,10025.0,NEW YORK,A62,A,12,0.0,0.0,0.0,200 W 54TH ST 9A,3.0,0.0,1000.0,DOLORES VANSION-BLAKELY,1.0,13.0,13.0,20.0,0.0,5.0,0.0,,PC,O,AR,A,IN,,A62,A,711120.0
72660,,330274349,1989,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,N,THEATRICAL DEALERS ASSOC,NEW YORK,NY,10025-0000,10025.0,36061.0,A01,A,10025.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.54382,,,Z99,C,,36061.0,198912,198912,1989,NY,10025.0,NEW YORK,A65,B,12,200.0,0.0,0.0,755 W END AVE 9B,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,IN,,A65,A,711110.0
83539,990.0,356048417,1989,3,4,65,0,23000,0,0,2411,0,0,0,2411,2411,25411,48824,15394,0,0,38807,15935,4550,541,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NAT ASSOC BAND INSTRUMENT MANUFACTURERS INCORPORA,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.5061,,,Z99,C,,36061.0,198912,198912,1989,NY,10010.0,NEW YORK,A6C,A,12,65.0,207.0,200.0,38 W 21ST ST 5TH FLR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3505.0,ERS INCORPORA,PC,O,AR,A,IN,,A6C,A,711130.0
91316,990.0,366126873,1989,4,5,200,0,57647,0,0,829,0,0,0,52802,52802,110449,93321,28196,0,0,21654,29096,10586,900,28196,0,0,0,0,0,0,0,0,0,0,6,1,0,N,MUSIC DISTRIBUTORS ASSOC,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.34742,,,Z99,C,,36061.0,198912,198912,1989,NY,10010.0,NEW YORK,A68,A,12,200.0,205.0,279.0,38 44 W 21ST ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,IN,,A68,A,711130.0
93250,990.0,370789523,1988,5,5,59,653,87370,0,0,10810,0,0,0,75335,75335,163358,126443,162780,10000,0,127280,163167,1414,387,0,0,0,0,0,0,0,0,0,0,0,6,1,0,Y,ASSOC BUSINESS COMMUNICATION,NEW YORK,NY,10010-5518,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.2747,,,Z99,C,,36061.0,198812,198812,1988,NY,10010.0,NEW YORK,A30,A,12,59.0,0.0,0.0,17 LEXINGTON AVE PO BOX 343,3.0,0.0,2000.0,% ROBERT J MYERS DEPT SPEECH RM1403,2.0,13.0,0.0,10.0,0.0,5.0,5811.0,BARUCH COLLEGE CUNY,PC,O,AR,A,IN,,A30,A,510000.0
129998,990.0,510152693,1989,4,5,0,10855,0,0,0,5005,0,0,0,166445,166445,177300,171463,57668,0,0,51831,57668,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,N,CHAMBER MUSIC CONFERENCE &,NEW YORK,NY,10014-2786,10014.0,36061.0,A6C,A,10014.0,5602.0,5600.0,36061.0,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.69623,N,,A68,A,,36061.0,198912,198912,1989,NY,10014.0,NEW YORK,A68,A,12,119.0,0.0,0.0,33 GREENWICH AVE 7A,3.0,0.0,1000.0,% H EDELSTEIN,1.0,13.0,16.0,10.0,0.0,1.0,7512.0,,PC,O,AR,A,IN,,A68,A,711130.0
130415,990.0,510163940,1989,1,4,64,40500,0,0,0,0,0,0,0,0,0,40500,42337,1133,0,0,2970,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,N,AFRICAN AMER DAY PARADE,NEW YORK,NY,10030-0501,10030.0,36061.0,A23,A,10030.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.98082,,,Z99,C,,36061.0,198912,198912,1989,NY,10030.0,NEW YORK,A23,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A23,A,710000.0
131005,990.0,510180605,1989,4,4,200,0,40615,0,0,2221,0,0,0,2221,2221,42836,47946,48602,0,0,55212,49902,1500,1300,48602,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NAT ANTIQUE & ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-3105,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9567899999999999,,,Z99,C,,36061.0,199004,199004,1990,NY,10022.0,NEW YORK,A0326,A,4,200.0,0.0,0.0,15 E 57TH ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7602.0,ERICA INC,PC,O,AR,A,IN,,A0326,A,813920.0
131495,990.0,510192888,1989,3,4,205,0,58360,0,0,533,0,0,0,533,533,58893,52530,14295,0,0,7932,14295,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,N,NEW YORK OBSTETRICAL SOC,BRONX,NY,10461-1924,10461.0,36005,A69,A,10461.0,5602.0,5600.0,36005.0,O,O,AR,A,A,IN,,1,AR,AR,AR,0.36808,N,,A69,A,,36005.0,199004,199004,1990,NY,10461.0,BRONX,A69,A,4,205.0,199.0,0.0,1300 MORRIS PARK AVE BELFER 502,3.0,0.0,2000.0,% ROBERT C POST MD,2.0,13.0,0.0,10.0,0.0,1.0,8407.0,,PC,O,AR,A,IN,,A69,A,711130.0
