,EIN,FisYr,STYEAR,CODE990,ASCD,INCCD,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2TASFMV,P2CASHBV,P2MORTG
7597,136139518,1990,1990,3,6,6,40,0,86350,0,0,0,0,1099192,95375,52798,1185542,648583,536959,231964,787640,15753,787640,3233321,0,63339,3233321,0,122660,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,KURT WEILL FND MUSIC,NEW YORK,NY,10003-1106,Z,Z99,0.9753809999999999,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,196407.0,199012,199012,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,0.0,7 E 20TH ST,3.0,0.0,1200.0,% HOROWITZ COLEMAN & WALDMAN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
7685,136149781,1990,1989,2,6,5,59,241200,253545,43065,0,-715,0,66097,0,9360,692662,278383,414279,200508,310842,6217,383443,2712662,0,6217,2638117,0,121315,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,PERFORMING ARTS FND,NEW YORK,NY,10016-0570,Z,Z99,0.786406,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,3.0,,196411.0,199008,199008,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,8,602.0,0.0,21 E 40TH ST RM 1006,3.0,0.0,1200.0,% SPITZ & EDELSTEIN CPAS,1.0,13.0,1.0,0.0,3.0,,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,,
7774,136157956,1990,1990,3,2,2,59,11100,1234,0,0,0,0,0,0,13000,12334,13494,-1160,13486,1226,25,0,10697,0,0,10697,466,491,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,LARCHMONT CHAMBER MUSIC CIRCLE,NEW YORK,NY,10036-2601,Z,Z99,0.534138,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196404.0,199012,199012,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1185 AVE OF AMERICAS,3.0,0.0,2000.0,% LILLIE BERNSTEIN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,,
7954,136161472,1988,1988,3,1,1,119,0,5,0,0,0,0,0,0,0,5,93,-88,93,5,0,5,950,0,0,950,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ARTS FND,NEW YORK,NY,10007-1901,Z,Z99,0.713857,36061.0,10007.0,10007.0,5602.0,5600.0,36061.0,,,,198812,198812,NY,10007.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1261,A,,,
7955,136161473,1990,1990,3,1,1,119,0,121,0,0,0,0,0,0,0,121,149,-28,0,0,0,0,4741,2465,1568,2369,120,120,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,EDWARD F & HILDA S KOOK ARTS THEATRE FND,NEW YORK,NY,10106-0001,Z,Z99,0.252271,36061.0,10106.0,10106.0,5602.0,5600.0,36061.0,4.0,,194909.0,199012,199012,NY,10106.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,59.0,1995 BROADWAY,3.0,0.0,2300.0,% BUDD H GIBBS ESQ,1.0,13.0,1.0,0.0,1.0,TION INC,Z,UN,UN,OT,3.0,,,,,,,A1265,A,,,
8004,136161674,1990,1990,3,4,3,65,64698,1750,0,0,0,20830,1361,0,0,88639,93751,-5112,89086,1750,35,0,436972,0,746,433667,0,1350,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NICHOLAS ROERICH MUS,NEW YORK,NY,10025-2715,Z,Z99,0.30656500000000003,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,199404.0,199012,199012,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,319 W 107TH,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
8110,136163969,1990,1990,3,3,2,59,6155,2009,9303,0,0,0,0,0,12750,17467,20227,-2760,15993,7198,144,0,89080,49021,0,252610,0,12827,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,SOC DAUGHTERS HOLLAND DAMES,NEW YORK,NY,10021-6591,Z,Z99,0.275952,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,194211.0,199012,199012,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,17 STEVENS ST,3.0,0.0,1000.0,% BARBARA HARNESS,1.0,22.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
8115,136164757,1991,1990,3,6,5,602,0,7019,67254,0,0,136794,112395,0,123000,323462,297839,25623,295015,72839,1457,72839,1080649,780062,110191,1165803,0,56034,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,SOC FRIENDLY SONS ST PATRICK IN CITY NEW Y,NEW YORK,NY,10005-3601,Z,Z99,0.478037,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,194506.0,199103,199103,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,3,0.0,0.0,80 WALL ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,HE CITY OF NEW Y,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
8130,136165706,1989,1989,3,2,2,602,18000,402,0,0,0,0,0,0,13000,18402,17500,902,13000,0,0,0,16977,0,0,16977,0,814,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,HARPSICHORD MUSIC SOC,NEW YORK,NY,10018-2903,Z,Z99,0.228282,36061.0,10018.0,10018.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10018.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
8175,136168827,1990,1990,3,4,3,602,25000,1,0,0,0,0,0,0,0,31632,20707,10925,17911,3835,77,3835,168516,0,3699,168516,8250,8327,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,EDWARD ALBEE FND,NEW YORK,NY,10016-6823,Z,Z99,0.8880819999999999,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196412.0,199012,199012,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,192 LEXINGTON AVE 1100,3.0,0.0,1000.0,% A KOZAK CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,,
8589,136227356,1990,1990,3,1,0,119,0,0,308,0,0,0,-343,0,570,-35,1710,-1745,0,308,0,0,3645,0,0,3645,0,180,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,DANCE PERSPECTIVES FND,NEW YORK,NY,10022-6472,Z,Z99,0.18199,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196709.0,199012,199012,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,59.0,400 E 50TH ST 3A,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,,
8689,136271755,1990,1990,3,0,3,59,0,0,3538,0,0,0,0,0,33759,3538,34699,-31161,33759,3538,71,3538,0,0,0,0,0,1497,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ETHICS FROM SINAI,NEW YORK,NY,10123-0101,Z,Z99,0.777085,36061.0,10123.0,10123.0,5602.0,5600.0,36061.0,,,,199012,199012,NY,10123.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A70,A,,,
8730,136274647,1990,1989,3,6,7,119,0,4561,31534,175,0,0,0,0,50875,36271,62051,-25780,62051,25095,251,0,649446,324844,0,637019,0,32135,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,SWANN COLLECTION CARRICUTURE & CARTOON,NEW YORK,NY,10022-4503,Z,Z99,0.0560268,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196712.0,199009,199009,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,9,59.0,0.0,641 LEXINGTON AVE,3.0,0.0,1230.0,% HENRY J GOLDSCHMIDT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,,
8800,136400310,1990,1989,3,4,4,119,149651,768,0,0,0,0,10560,0,31848,160979,177847,-16868,177847,768,0,0,109292,0,103136,109292,172066,5781,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,GOLDMAN MEM BAND,NEW YORK,NY,10011-5126,Z,Z99,0.0372164,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,15.0,,199305.0,199009,199009,NY,10011.0,NEW YORK,PC,O,UN,Z,IN,,9,0.0,0.0,1501 BROADWAY STE 2401,3.0,0.0,1000.0,% ORIN & KLEIN,1.0,13.0,10.0,0.0,1.0,GUGGENHEIM CONCERTS BAND INC,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,,
8818,136625578,1990,1989,3,3,2,602,7613,5460,0,0,0,0,0,0,9950,13073,11053,2020,11053,5460,109,5460,69903,0,659,69903,0,3390,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,AMER SOC JOURNALISTS & AUTHORS CHARITABLE TRUST,NEW YORK,NY,10036-5501,Z,Z99,0.126389,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,198810.0,199008,199008,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,1501 BROADWAY STE 305,3.0,199308.0,1000.0,,1.0,13.0,1.0,0.0,1.0,ABLE TRUST,Z,UN,UN,OT,3.0,,,,,,,A70,A,,,
8820,136640975,1988,1988,3,1,0,602,0,0,0,0,0,0,0,0,0,0,19,-19,19,0,0,0,1,0,0,0,0,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,HERBERT & NELL SINGER CHARITABLE TRUST,NEW YORK,NY,10151-0001,Z,Z99,0.622437,36061.0,10151.0,10151.0,5602.0,5600.0,36061.0,,,,198812,198812,NY,10151.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
8831,136734265,1990,1990,3,4,4,602,0,5854,30480,42810,0,0,0,5506,36962,79144,43797,35347,36997,73638,736,0,494285,369945,0,492955,0,24055,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,TRUST U W CARL OTTO VONKIENBUSCH B O PHILADELPHIA MUS ART,NEW YORK,NY,10005-2502,Z,Z99,0.203158,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,197806.0,199012,199012,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,ONE WALL ST TAX DEPT 28TH FLR,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,2.0,A MUSEUM OF ART,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
8858,136814491,1990,1989,3,8,6,602,0,278367,1801364,389589,0,0,0,524843,1387400,2469320,2078477,390843,1721391,2146295,42926,0,23885273,0,0,27315727,0,1343973,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,FRANCES & EDWIN COMMINGS MEM,NEW YORK,NY,10017-6102,Z,Z99,0.8786379999999999,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,198403.0,199007,199007,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,501 FIFTH AVE STE 708,3.0,0.0,1000.0,% THE BANK OF NEW YORK TAX DEPT,1.0,13.0,1.0,0.0,6.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
10149,222436291,1990,1989,3,1,2,29,14942,0,0,0,0,0,0,0,0,14942,16446,-1504,16446,0,0,0,490,0,0,490,0,69,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,AMER FRIENDS ITALIAN JEWRY,NEW YORK,NY,10019-3301,Z,Z99,0.546039,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,198305.0,199010,199010,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,10,994.0,0.0,152 W 57TH ST,3.0,198310.0,1000.0,% KOENIG RATNER & MOTT PC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1123,A,,,
10717,222711422,1990,1990,3,6,5,40,0,34036,216469,20856,0,0,0,34000,238900,271361,330921,-59560,305144,249041,2490,0,3093621,2410407,0,2922435,0,147326,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,CHINA TIMES CULTURAL FND,FLUSHING,NY,11355-2427,Z,Z99,0.249171,36081.0,11355.0,11355.0,5602.0,5600.0,36081.0,4.0,,198609.0,199012,199012,NY,11355.0,FLUSHING,PF,O,UN,Z,IN,,12,123.0,0.0,43 27 36TH ST,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1233,A,,,
11045,222795753,1991,1990,3,6,5,602,0,0,74903,0,-20458,0,34880,0,60381,89325,85687,3638,65589,56001,1120,56001,1206169,850020,0,1277236,0,61254,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,INDIAN PT FND,NEW YORK,NY,10128-1154,Z,Z99,0.359653,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,8706.0,199106,199106,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,1095 PARK AVE 11A,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
14049,237044630,1991,1990,3,0,1,119,0,0,0,0,0,0,8446,0,0,8446,8911,-465,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,RIVERSIDE THEATRE WORKSHOP,NEW YORK,NY,10025-5220,Z,Z99,0.368087,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,196912.0,199105,199105,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,5,59.0,0.0,280 RIVERSIDE DR,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
14197,237055841,1990,1990,3,6,4,119,0,1266,168549,1507,0,0,0,24910,112285,171322,171323,-1,135252,137301,2746,135794,1898671,1831414,0,1889772,0,90222,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,INDONESIAN CULTURAL FND,NEW YORK,NY,10158-0180,Z,Z99,0.158551,36061.0,10158.0,10158.0,5602.0,5600.0,36061.0,4.0,,197002.0,199012,199012,NY,10158.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,40.0,60 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
14377,237075252,1990,1990,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,INTL CTR THEATRE CREATION,NEW YORK,NY,10014-4960,Z,Z99,0.346485,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,7007.0,199012,199012,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,42 KING ST,3.0,,1200.0,% STEVE BENEDICT,,,,,,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
14404,237077374,1989,1989,3,3,2,914,8555,69,2570,0,0,1000,3,0,10500,12197,12499,-302,12446,2639,53,3642,29216,27386,0,29216,14023,1446,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,ELEANOR STEBER MUSIC FND,NEW YORK,NY,10016-0701,Z,Z99,0.285632,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,,,,198912,198912,NY,10016.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
14474,237087276,1990,1989,2,6,4,59,0,0,27809,179485,0,0,0,0,13700,207294,206947,347,183501,207294,4146,27809,1108557,0,0,2405349,0,114005,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,PEARSON ART FND,NEW YORK,NY,10118-0000,Z,Z99,0.346912,36061.0,10118.0,10118.0,5602.0,5600.0,36061.0,3.0,,197011.0,199009,199009,NY,10118.0,NEW YORK,PF,O,UN,Z,IN,,9,602.0,0.0,580 SYLVAN AVE,3.0,0.0,1200.0,% WOLLIN ASSOC INC,1.0,22.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
14619,237108615,1990,1989,2,1,1,119,3728,39,0,0,0,0,0,0,428,5767,7064,-1297,0,1020,20,0,1093,0,186,243335,0,12034,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,GABRIEL VON WAYDITCH MUSIC FND,KEW GARDENS,NY,11415-1715,Z,Z99,0.697812,36081.0,11415.0,11415.0,5602.0,5600.0,36081.0,4.0,,197112.0,199010,199010,NY,11415.0,KEW GARDENS,PF,O,UN,Z,IN,,10,0.0,0.0,80 61 LEFFERTS BLVD,3.0,0.0,1300.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
14878,237162976,1990,1990,3,2,2,119,21476,0,0,0,0,0,0,0,0,21476,24010,-2534,20060,0,0,0,11531,0,1535,5036,0,251,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FND RES IN AFRO AMER CREATIVE ARTS,CAMBRIA HGTS,NY,11411-0000,Z,Z99,0.621959,36081.0,11411.0,11411.0,5602.0,5600.0,36081.0,4.0,,7212.0,199012,199012,NY,11411.0,CAMBRIA HGTS,PF,O,UN,Z,IN,,12,91.0,0.0,PO BOX I,3.0,0.0,2000.0,,1.0,11.0,1.0,0.0,1.0,IVE ARTS,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
14959,237177774,1990,1990,3,2,1,59,0,0,1663,0,0,0,0,0,3500,1663,3515,-1852,3515,1663,33,1647,14653,13447,576,13915,0,734,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ELEANOR ROOSEVELT NEWSPAPER WOMENS MEM FND,NEW YORK,NY,10003-1705,Z,Z99,0.00543812,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,7211.0,199012,199012,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,NC,Z,UN,UN,OT,3.0,,,,,,,A33,A,,,
14967,237179844,1991,1990,3,3,1,602,6628,3050,0,0,0,0,0,0,2250,9679,2351,7328,0,3050,31,3050,68971,0,0,68971,0,3211,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,RANDI PRESS FND,BROOKLYN,NY,11234-4518,Z,Z99,0.902167,36047.0,11234.0,11234.0,5602.0,5600.0,36047.0,4.0,,197302.0,199101,199101,NY,11234.0,BROOKLYN,PF,O,UN,Z,IN,,1,0.0,0.0,2284 FLATBUSH AVE,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,,
15021,237193312,1989,1989,3,5,5,59,493655,0,8581,1,0,0,0,0,222434,502237,249578,252659,246875,6129,61,8582,945658,0,0,950999,0,6079,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,AMER FRIENDS CANADA COMM,NEW YORK,NY,10016-0601,Z,Z99,0.26253200000000004,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,9.0,,197206.0,198912,198912,NY,10016.0,NEW YORK,PC,O,UN,Z,IN,,12,119.0,0.0,270 MADISON AVE,3.0,0.0,2000.0,% US TRUST CO OF NEW YORK,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,,
15151,237228901,1990,1990,3,2,1,65,0,0,0,0,0,0,220,0,0,220,471,-251,0,1358,27,1106,21657,0,0,21104,1028,1055,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,LUNDQUIST RELIGIOUS EXHIBITS,BRONX,NY,10462-3170,Z,Z99,0.896266,36005.0,10462.0,10462.0,5602.0,5600.0,36005.0,4.0,,197212.0,199012,199012,NY,10462.0,BRONX,PF,O,UN,Z,IN,,12,207.0,0.0,2041 COLDEN AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
15268,237259874,1988,1988,3,1,0,59,0,0,0,0,0,0,0,0,0,0,25,-25,0,0,0,0,40,0,0,40,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NAT CONCERT ARTISTS FND,NEW YORK,NY,10031-7821,Z,Z99,0.0577003,36061.0,10031.0,10031.0,5602.0,5600.0,36061.0,,,,198812,198812,NY,10031.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,,
15270,237259908,1990,1990,3,2,1,560,3505,0,750,0,0,0,0,0,5070,4255,5281,-1026,5070,0,0,750,10265,10121,0,10265,0,498,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,IDA FINK MEM ASSOC,BROOKLYN,NY,11230-5105,Z,Z99,0.7445579999999999,36047.0,11230.0,11230.0,5602.0,5600.0,36047.0,4.0,,7302.0,199012,199012,NY,11230.0,BROOKLYN,PF,O,UN,Z,IN,,12,0.0,0.0,1297 E 8TH ST,3.0,0.0,1000.0,% DAVID GOLDMAN,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
15344,237292189,1990,1990,3,4,3,119,0,35324,0,0,0,0,518,0,50000,35842,57666,-21824,56791,35842,717,35842,426694,0,0,426694,0,21462,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,INST CHINESE PERFORMING ARTS,NEW YORK,NY,10016-2059,Z,Z99,0.8172470000000001,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,197312.0,199012,199012,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,600 THIRD AVE 22ND FLOOR,3.0,0.0,3000.0,% EUGENIA SHIAH,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,,
15593,237360614,1988,1988,3,1,1,149,679,0,0,0,0,0,0,0,91,679,679,0,679,0,0,0,141,0,0,291,86,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,CNCL NATIVE AMER INDIAN PROGRESS,FLUSHING,NY,11355-1407,S,S41,0.865344,36081.0,11355.0,11355.0,5602.0,5600.0,36081.0,15.0,,197505.0,198812,198812,NY,11355.0,FLUSHING,PC,O,PB,S,IN,,12,0.0,0.0,280 BROADWAY SUITE 316,3.0,0.0,1000.0,,1.0,13.0,20.0,0.0,1.0,,S,PU,PU,OT,3.0,,,,,,,A23,A,,,
15608,237363420,1990,1990,3,3,1,602,0,8062,0,0,0,0,0,0,13500,8062,17012,-8950,13500,4724,94,4724,98562,0,0,98562,0,4906,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MEYER & TZIPPE FRUCHTBAUM FND JEWISH CULTURE,NEW YORK,NY,10023-2824,Z,Z99,0.643479,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,7412.0,199012,199012,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,200 W 72ND ST,3.0,0.0,1000.0,% LEBYL KAHN,1.0,13.0,1.0,0.0,1.0,LTURE INC,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
15622,237365710,1989,1989,3,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ION NICOLA THEATRE FND,NEW YORK,NY,10150-6429,Z,Z99,0.226298,36061.0,10150.0,10150.0,5602.0,5600.0,36061.0,4.0,,197405.0,198912,198912,NY,10150.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 6429,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
15702,237381454,1990,1989,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,PHILHARMONIA EREDE,NEW YORK,NY,10036-6315,Z,Z99,0.101607,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,7411.0,199009,199009,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,400 W 43RD ST RM 37 N,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A69,A,,,
15746,237394946,1990,1990,3,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FND HUMANITIES & ARTS,NEW YORK,NY,10021-7940,Z,Z99,0.400029,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,197408.0,199012,199012,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,1161 YORK AVE,3.0,0.0,1000.0,% W M LOWRY,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
