,CODE990,SUBSECCD,POPCD,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,SOIYR,RECCODE,ASS_CODE,INC_CODE,ACTIV,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,REASON,Q78A,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,TOTREV,V1SECURN,V1OTHN,V1SPEVN,V1INVNTN,V1TOTREV,V1NETINC,V1NASEOY,VBS_EOY,VBS_BOY,VASSTLIA,VLIABEOY,VLIABBOY,VGCONT,VGPROGREV,VGDUES,VGINVINC,VGRENTEXP,VGNETRENT,VGSECUR,VGSALESEXP,VGSALESECN,VGSALEOTHG,VGSALEOTHE,VGSALEOTHN,VGSPEVTG,VGDIREXP,VGFUNDINC,VGINVENTG,VGGOODS,VGGRPROF,VGOTHINC,VGTOTREV2,VGSOLICIT,VGEXPS,VGNETINC,VGOTHCHGS,VGFUNDBAL,VGCOMPENS,VGOTHSAL,VGPAYTAX,VGFUNDFEES,VGASS_BOY,VGBOND_BOY,VGMRTG_BOY,VGLIAB_BOY,VGRETE_BOY,VGNETA_BOY,VGASS_EOY,VGBOND_EOY,VGMRTG_EOY,VGLIAB_EOY,VGRETEARN,CNAB,ASSTSALE,CGR2NET,CTOTREVM,CTOTREVB,CNAO,CNAM,CRERATIO,IERATIO,vIncExp,VBS,VOK,STYEAR,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeOldA,Confidence,NteeCC4d,FipsOldA,stateOld1,zip5Old1,cityOld1,Nccskey2,Ntee2007a,Confidence2007a,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
25759,1,6,1.0,237166317,200302,2003,200348.0,29490270074133,,N,Y,0.0,1.0,2002.0,1.0,3.0,4.0,205,0,11100,0,0,1548,0,0,0,90872,90872,101972,101718,93020,0,0,149923,93020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57157,38851,-6684,0,0,N,1548,0,0,0,0,0,0,0,0,50473,0,44815,-56903,0,0,0,0,0,0,0,0,149923,0,0,0,0,0,0,0,0,0,0,0,10309.0,PROFESSIONAL PHOTOGRAPHERS OF GREATER NY INC,FESSLER,1452 WOODROW RD,STATEN ISLAND,NY,10309-1716,0.0,3.0,1.0,198004.0,2.0,0.0,1.0,13.0,0.0,10.0,2,,205.0,229.0,0.0,44815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-56903,0,57157,44815,44815,-56903,-56903,1,0,1,1,1,2002,36085.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.24391999999999997,,Z99,C,,36085.0,NY,10309.0,STATEN ISLAND,2371663172003,A40,A,core2002co_ver1,PC,O,AR,A,IN,,A40,A,710000.0,90
26067,1,6,1.0,237179226,200212,2002,200338.0,29490235136103,,N,Y,0.0,1.0,2002.0,1.0,3.0,6.0,920,1898464,0,0,0,15084,0,0,0,15024,15024,1913488,2660523,34240,165000,0,783836,36832,2561,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,15084,0,0,0,0,0,0,0,0,0,0,1913488,-747035,0,0,7657,0,0,0,0,0,781275,0,0,0,0,0,0,0,0,0,0,0,10022.0,RADIO MUSIC LICENSE,WEIL GOTSHAL & MANGES,9 E 53RD ST,NEW YORK,NY,10022-4220,0.0,3.0,2.0,197209.0,2.0,0.0,5.0,13.0,0.0,10.0,12,,920.0,0.0,0.0,1913548,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1,1.0,1,7,7,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-747035,0,0,1913488,1913488,-746975,-747035,1,0,1,1,1,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.70753,,Z99,C,,36061.0,NY,10022.0,NEW YORK,2371792262002,A34,A,core2002co_ver1,PC,O,AR,A,IN,,A34,A,513110.0,90
28702,1,6,1.0,237364191,200212,2002,200325.0,29490137312393,,N,Y,0.0,1.0,2002.0,1.0,4.0,4.0,126,0,166710,0,0,6001,0,0,0,6001,6001,172711,313027,319524,0,0,459840,319524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,6001,0,0,0,0,0,0,0,0,0,0,172711,-140316,0,0,0,0,0,0,0,0,459840,0,0,0,0,0,0,0,0,0,0,0,11354.0,STRUCTURAL STEEL PAINTING PROMOTION AND SAFETY FUND,G CAMPBELL,31 40 COLLEGE POINT BLVD,FLUSHING,NY,11354-2527,0.0,3.0,1.0,199610.0,2.0,0.0,2.0,11.0,0.0,10.0,12,NEW YORK STRUCTURAL STEEL PAINTING,126.0,0.0,0.0,172711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-140316,0,0,172711,172711,-140316,-140316,1,0,1,0,0,2002,36081.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.04902,,Z99,C,,36081.0,NY,11354.0,FLUSHING,2373641912002,E70,A,core2002co_ver1,PC,O,AR,A,IN,,S41,S,813910.0,90
29454,1,6,1.0,237411166,200212,2002,200328.0,29490172181303,,N,Y,0.0,1.0,2002.0,1.0,4.0,4.0,200,0,248427,0,0,2519,0,0,0,2519,2519,250946,210627,-241954,0,0,231547,141265,513820,448519,-241954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,2519,0,0,0,0,0,0,0,0,0,0,250946,40319,0,107856,7614,0,0,0,0,-282273,-282273,0,0,0,0,0,0,0,0,0,0,0,10016.0,LIBERIAN SHIPOWNERS COUNCIL LTD,,99 PARK AVE RM 1700,NEW YORK,NY,10016-1601,0.0,3.0,2.0,197612.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,914.0,480.0,250946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,1.0,6,7,7,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,-24981,0,0,250946,185646,40319,40319,0,1,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.09087,,Z99,C,,36061.0,NY,10016.0,NEW YORK,2374111662002,A23,A,core2002co_ver1,PC,O,AR,A,IN,,A23,A,710000.0,90
37664,1,6,1.0,330274349,200212,2002,200320.0,29490109152223,,N,Y,0.0,1.0,2002.0,1.0,4.0,5.0,200,0,299512,30000,30000,42792,0,0,0,653908,623908,953420,964128,334694,0,0,375402,334694,0,0,334694,0,0,0,0,0,0,0,0,0,0,0,0,581116,0,0,0,Y,16247,0,0,0,26545,0,0,0,0,0,0,923420,-40708,0,0,0,0,0,0,0,375402,375402,0,0,0,0,0,0,0,0,0,0,0,10001.0,THEATRICAL DEALERS ASSOCIATION,,875 SIXTH AVE STE 2302,NEW YORK,NY,10001-3507,0.0,3.0,1.0,198809.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,923420,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,-40708,0,30000,923420,923420,-40708,-40708,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.48767,,Z99,C,,36061.0,NY,10001.0,NEW YORK,3302743492002,A65,B,core2002co_ver1,PC,O,AR,A,IN,,A65,A,711110.0,90
44456,1,6,1.0,356048417,200212,2002,200324.0,29490137305093,,N,Y,0.0,1.0,2002.0,1.0,4.0,3.0,65,0,55000,0,0,4426,0,0,0,4426,4426,59426,137007,137098,0,0,214679,137098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,4426,0,0,0,0,0,0,0,0,0,0,59426,-77581,0,0,0,0,0,0,0,0,214679,0,0,0,0,0,0,0,0,0,0,0,10018.0,NATIONAL ASSOCIATION OF BAND INSTRUMENT MANUFACTURERS INCORPORA,,262 W 38TH ST,NEW YORK,NY,10018-5808,0.0,1.0,2.0,193505.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,65.0,207.0,200.0,59426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-77581,0,0,59426,59426,-77581,-77581,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.40921,,Z99,C,,36061.0,NY,10018.0,NEW YORK,3560484172002,A6C,A,core2002co_ver1,PC,O,AR,A,IN,,A6C,A,711130.0,90
48728,1,6,1.0,366126873,200212,2002,200322.0,29409130046023,,N,Y,0.0,1.0,2002.0,1.0,3.0,3.0,200,0,54190,0,0,541,0,0,0,16705,16705,70895,66838,60904,0,0,72989,65279,500,4375,0,0,0,0,0,0,0,0,0,0,0,0,15642,0,-438,960,0,N,0,0,0,0,541,0,0,0,0,15204,0,55253,-11585,0,0,0,0,0,0,0,0,72489,0,0,0,0,0,0,0,0,0,0,0,10018.0,MUSIC DISTRIBUTORS ASSOCIATION,,262 W 38TH ST STE 1506,NEW YORK,NY,10018-5815,0.0,3.0,2.0,196512.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,200.0,205.0,279.0,55253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,-11585,0,15642,55253,55253,-11585,-11585,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.82219,,Z99,C,,36061.0,NY,10018.0,NEW YORK,3661268732002,A68,A,core2002co_ver1,PC,O,AR,A,IN,,A68,A,711130.0,9
70010,1,6,1.0,510180605,200204,2002,200303.0,29490362145052,,N,Y,0.0,1.0,2001.0,1.0,3.0,3.0,200,0,26520,0,0,69,0,0,0,69,69,26589,19167,32822,0,0,27400,34822,2000,2000,32822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,69,0,0,0,0,0,0,0,0,0,0,26589,7422,0,0,0,0,0,0,0,25400,25400,0,0,0,0,0,0,0,0,0,0,0,10022.0,NATIONAL ANTIQUE AND ART DEALERS ASSOCIATION OF AMERICA INC,,220 E 57TH ST,NEW YORK,NY,10022-2805,0.0,3.0,2.0,197602.0,2.0,0.0,1.0,13.0,0.0,10.0,4,,200.0,0.0,0.0,26589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,7422,0,0,26589,26589,7422,7422,1,1,1,0,0,2001,36061,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.80958,,Z99,C,,36061.0,NY,10022.0,NEW YORK,5101806052002,A0326,A,core2002co_ver1,PC,O,AR,A,IN,,A0326,A,813920.0,90
70203,1,6,1.0,510192888,200304,2003,200342.0,29490263205013,,N,Y,0.0,1.0,2002.0,1.0,2.0,3.0,205,0,68725,0,0,30,0,0,0,30,30,68755,66896,18515,0,0,16656,18515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,30,0,0,0,0,0,0,0,0,0,0,68755,1859,0,0,0,0,0,0,0,0,16656,0,0,0,0,0,0,0,0,0,0,0,10461.0,NEW YORK OBSTETRICAL SOCIETY INC,VICKI SELTZER MD,1300 MORRIS PARK AVE BELF,BRONX,NY,10461-1930,0.0,3.0,2.0,198407.0,2.0,0.0,1.0,13.0,0.0,10.0,4,,205.0,199.0,0.0,68755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1859,0,0,68755,68755,1859,1859,1,1,1,0,0,2002,36005,5602.0,5600.0,A69,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.65986,N,A69,A,,36005.0,NY,10461.0,BRONX,5101928882003,A69,A,core2002co_ver1,PC,O,AR,A,IN,,A69,A,711130.0,90
73757,1,6,1.0,521843925,200306,2003,200343.0,29490270236223,,N,Y,0.0,1.0,2002.0,1.0,0.0,4.0,200,0,142695,0,0,0,0,0,0,65182,65182,207877,349830,-265469,178495,0,46039,0,265469,141954,0,0,0,0,0,0,0,0,0,0,0,0,0,65182,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,207877,-141954,95915,0,0,0,0,0,0,0,-219430,0,0,0,0,0,0,0,0,0,0,0,10018.0,ASSOCIATION FOR INTERACTIVE MEDIA,ANDREW L SERNOVITZ,1430 BROADWAY 8TH FLR,NEW YORK,NY,10018-3308,0.0,3.0,1.0,199502.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,200.0,120.0,480.0,207877,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7,1.0,7,7,7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,77476,0,0,207877,427306,-141953,-141953,0,0,1,0,0,2002,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.91041,,Z99,C,,36061.0,NY,10018.0,NEW YORK,5218439252003,A30,B,core2002co_ver1,PC,O,AR,A,IN,,A30,A,510000.0,90
73854,1,6,1.0,521902671,200206,2002,200312.0,29490060312383,,N,Y,0.0,1.0,2001.0,1.0,4.0,5.0,200,0,36790,0,0,10007,0,0,0,575626,575626,612416,166373,396875,0,0,399691,396875,0,0,396875,0,0,0,0,0,0,0,0,0,0,0,448859,0,112000,4760,0,Y,10007,0,0,0,0,0,0,0,0,560859,0,163557,-2816,0,0,0,0,0,0,0,399691,399691,0,0,0,0,0,0,0,0,0,0,0,10017.0,BRITISH-AMERICAN BUSINESS COUNCIL,T R MURPHY GEN COUNSEL,52 VANDERBILT AVE STE 20T,NEW YORK,NY,10017-3808,0.0,3.0,1.0,199608.0,2.0,0.0,1.0,13.0,0.0,10.0,6,,200.0,0.0,0.0,163557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,-2816,0,448859,163557,163557,-2816,-2816,1,0,1,0,0,2001,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.80788,,Z99,C,,36061.0,NY,10017.0,NEW YORK,5219026712002,A23,A,core2002co_ver1,PC,O,AR,A,IN,,A23,A,710000.0,90
74487,1,3,1.0,522262698,200110,2001,200304.0,29490292114292,,N,N,0.0,40.0,2000.0,1.0,4.0,5.0,0,791000,0,0,0,0,0,0,0,0,0,791000,646376,144624,0,0,0,144624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,N,0,0,0,0,0,0,0,0,0,0,0,791000,144624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024.0,INSTITUTE FOR CULTURAL ENTERPRISE INC,MECCAD,215 W 90TH ST,NEW YORK,NY,10024-1221,0.0,3.0,1.0,200304.0,1.0,15.0,1.0,13.0,200410.0,10.0,10,,0.0,0.0,0.0,791000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144624,0,0,791000,791000,144624,144624,1,1,1,1,1,2000,36061.0,5602.0,5600.0,A99,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.43327,C,A20,C,,36061.0,NY,10024.0,NEW YORK,5222626982001,A23,B,core2002co_ver1,PC,O,AR,A,IN,,A23,A,710000.0,90
77074,1,6,1.0,541585995,200212,2002,200325.0,29409137095083,A33C,N,Y,0.0,1.0,2002.0,1.0,2.0,3.0,229,0,13116,0,0,0,0,0,0,70232,70232,83348,72521,20698,0,0,9871,20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70232,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,83348,10827,0,0,0,0,0,0,0,0,9871,0,0,0,0,0,0,0,0,0,0,0,10003.0,NATIONAL ASSOCIATION OF INDEPENDENT PUBLISHERS REPRESENTATIVES INC,,111 E 14TH ST STE 157,NEW YORK,NY,10003-4103,0.0,3.0,1.0,199108.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,229.0,0.0,0.0,83348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,10827,0,0,83348,83348,10827,10827,1,1,1,0,0,2002,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.94434,N,A03,A,,36061.0,NY,10003.0,NEW YORK,5415859952002,A03,A,core2002co_ver1,PC,O,AR,A,IN,,A03,A,813920.0,9
84715,1,25,1.0,582648602,200206,2002,200307.0,29490011090093,S472,N,Y,0.0,1.0,2001.0,1.0,8.0,6.0,0,0,0,0,0,10805,0,0,0,2420619,2420619,2420619,0,13105631,0,0,0,25272946,0,12167315,13105631,0,0,0,0,0,0,0,0,0,0,1151562,0,0,0,0,0,N,10805,0,2409814,1258252,0,0,0,0,0,0,0,1269057,1269057,11836574,0,0,0,0,0,11600000,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,ERS PLAZA MUSEUM INC,CLARION PARTNERS LLC,335 MADISON AVE,NEW YORK,NY,10017-4611,0.0,3.0,1.0,200307.0,2.0,0.0,2.0,13.0,0.0,10.0,6,,0.0,0.0,0.0,1269057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,4,1,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,13105631,0,1151562,1269057,13105631,1269057,1269057,10,0,1,1,1,2001,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.06635,C,S47,B,,36061.0,NY,10017.0,NEW YORK,5826486022002,A50,B,core2002co_ver1,PC,O,AR,A,IN,,A50,A,712110.0,90
124457,1,6,1.0,952786905,200212,2002,200348.0,29490312206163,,N,Y,0.0,1.0,2002.0,1.0,5.0,4.0,919,0,77378,0,0,7382,0,0,0,231327,231327,308705,325942,513200,0,0,530437,513200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223945,0,0,0,N,7382,0,0,0,0,0,0,0,0,0,0,308705,-17237,0,0,0,0,0,0,0,0,530437,0,0,0,0,0,0,0,0,0,0,0,10003.0,INTERNATIONAL THEATRE EQUIPMENT ASSOCIATION INC,,770 BROADWAY 5TH FLR,NEW YORK,NY,10003-9522,0.0,3.0,2.0,197306.0,2.0,0.0,1.0,13.0,0.0,10.0,12,,919.0,205.0,0.0,308705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-17237,0,0,308705,308705,-17237,-17237,1,0,1,0,0,2002,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.74062,,Z99,C,,36061.0,NY,10003.0,NEW YORK,9527869052002,A65,B,core2002co_ver1,PC,O,AR,A,IN,,A65,A,711110.0,90
124704,1,6,1.0,953147789,200208,2002,200340.0,29490200231263,,N,Y,0.0,1.0,2001.0,1.0,6.0,6.0,205,22120,639311,15092,18036,37703,0,0,0,2721507,2703471,3382938,3620979,1243138,256306,20532,1911783,1658684,412053,415546,0,0,0,0,0,0,0,0,0,0,0,0,0,2461629,0,202583,0,N,34550,3153,4500,4500,0,-2944,0,0,0,0,0,3364902,-256077,-515,297712,24898,0,0,237945,187945,0,1499730,0,0,0,0,0,0,0,0,0,0,0,10019.0,NATIONAL ACADEMY OF TELEVISION ARTS AND SCIENCES,,111 W 57TH ST,NEW YORK,NY,10019-2211,3005.0,9.0,2.0,197610.0,2.0,0.0,1.0,13.0,0.0,30.0,8,GROUP RETURN,205.0,0.0,0.0,3364902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,7,7,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,-256592,-2944,18036,3364902,3364387,-256077,-256077,1,0,1,0,0,2001,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.9073100000000001,,Z99,C,,36061.0,NY,10019.0,NEW YORK,9531477892002,A32,A,core2002co_ver1,PC,O,AR,A,IN,,A32,A,513120.0,90
128148,1,4,,112803536,200307,2003,,29490073029094,,,,,,,,,,119,0,0,0,0,0,0,0,0,49595,49595,49595,0,165402,0,0,163952,166473,535,535,165938,0,0,0,0,0,0,0,0,0,0,10300,37310,0,6330,0,0,Y,0,0,5955,-4345,0,0,0,0,0,43640,0,1985,1985,0,0,0,0,0,0,0,163417,163417,0,0,0,0,0,0,0,0,0,0,0,11103.0,BORGETTO CULTURAL ASSOC M S S ADDOLORATA DEL ROMITELLO INC,,46 02 30TH AVE,ASTORIA,NY,11103-1264,0.0,3.0,1.0,198707.0,2.0,0.0,1.0,11.0,0.0,10.0,7,,119.0,0.0,0.0,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2002,36081,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,Q,AR,AR,AR,0.60409,,Z99,B,,36081.0,NY,11103.0,ASTORIA,1128035362003,A23,B,core2003co,PC,O,AR,A,IN,,A23,A,710000.0,90
